                  Player Age Pos   Inn   TZR TZR/143  RngR   ARM   DPR  ErrR Pos Adj Framing Blocking                Team League
0           Azuma Junpei  24   7  58.0   4.4    97.6   4.1   0.3         0.1    -0.6                        DeNA BayStars      C
1        Minakawa Gakuto  23   9  43.1   3.3    98.1   0.8   2.4         0.0    -0.2                       Yomiuri Giants      C
2         Acevedo Stiven  23   7  25.2   3.0   150.2   1.8   1.2         0.0    -0.2                        Lotte Marines      E
3     Takahashi Takanori  24   5  65.1   2.9    57.2   2.1         0.4   0.4    -0.3                       SoftBank Hawks      W
4       Nakashima Takuya  35   4  18.0   2.8   200.2   3.4        -0.2  -0.4     0.1                   Nipponham Fighters      E
5         Hiranuma Shota  28   9   9.0   2.4   343.2   2.0   0.4         0.0    -0.0                       ORIX Buffaloes      W
6         Higuma Montell  26   8  28.0   2.4   110.3   1.8   0.5         0.0     0.1                      Yakult Swallows      E
7           Sugiyama Ryo  22   8  41.2   2.4    74.1   2.3   0.0         0.0     0.1                        Lotte Marines      E
9           Tanai Manato  19   6  27.0   2.1   100.1   1.4         0.1   0.6     0.2                        DeNA BayStars      C
10            Mori Keito  24   8  77.0   2.1    35.1   2.9  -0.8         0.0     0.3                        DeNA BayStars      C
12           Yano Masaya  27   6  41.0   2.0    62.8   0.9         0.3   0.8     0.3                       Hiroshima Carp      W
13       Miyashita Asahi  22   4  27.0   1.9    90.6   1.8        -0.1   0.3     0.1                        DeNA BayStars      C
14       Shigenaga Akira  23   4  49.2   1.9    49.2   1.8        -0.3   0.4     0.1                       Rakuten Eagles      E
16        Hirasawa Taiga  28   9  26.1   1.8    88.1   1.8  -0.0         0.0    -0.1                          Seibu Lions      C
18           Maeda Ginji  22   9   6.2   1.7   326.6   1.2   0.5         0.0    -0.0                       Rakuten Eagles      E
19   Rodriguez Christian  24   6   9.0   1.7   243.1   0.8         0.5   0.3     0.1                     Chunichi Dragons      C
20         Suekane Shota  30   9  40.2   1.6    50.6   1.0   0.6         0.0    -0.2                       Hiroshima Carp      W
21        Chano Tokumasa  26   9  18.0   1.6   114.4   1.0   0.6         0.0    -0.1                          Seibu Lions      C
24        Horomura Daita  21   9  13.0   1.5   148.5   1.1   0.4         0.0    -0.1                       Rakuten Eagles      E
25      Shigematsu Kaito  26   8   9.0   1.4   200.2   1.4   0.0         0.0     0.0                       SoftBank Hawks      W
26         Lin Kuan-Chen  23   7  33.0   1.4    54.6   1.3   0.1         0.0    -0.3                          Seibu Lions      C
27        Hirasawa Taiga  28   4  27.0   1.4    66.7   1.5        -0.5   0.3     0.1                          Seibu Lions      C
28           Aono Takumi  20   3  34.0   1.4    53.0   0.9         0.2   0.2    -0.4                       Rakuten Eagles      E
29         Kawada Yushin  24   7   9.0   1.4   200.2   1.4   0.0         0.0    -0.1                          Seibu Lions      C
30          Kobari Daiki  19   7   8.0   1.4   225.2   1.4   0.0         0.0    -0.1                        DeNA BayStars      C
31         Arizono Naoki  23   5  81.0   1.3    20.7   1.2        -0.3   0.4    -0.3                   Nipponham Fighters      E
32       Namiki Hidetaka  27   8  34.1   1.3    48.8   1.5  -0.2         0.0     0.1                      Yakult Swallows      E
33           Ishimi Soma  20   4  18.0   1.3    93.0   1.1        -0.0   0.1     0.1                       SoftBank Hawks      W
34       Nishimura Ruito  21   7  26.0   1.3    64.4   1.2   0.0         0.0    -0.3                      Yakult Swallows      E
35     Yamase Shinnosuke  25   2  18.0   1.3    93.0         1.2         0.0     0.3     0.8     -0.1      Yomiuri Giants      C
36          Ohtsuka Ruan  22   6  48.0   1.2    32.2   0.4        -0.1   0.9     0.4                   Nipponham Fighters      E
37       Kawarada Jumpei  24   4  16.1   1.2    94.7   1.0         0.1   0.2     0.0                       Yomiuri Giants      C
38            Ueda Kyuto  24   4   8.0   1.2   193.0   1.0         0.1   0.1     0.0                        Lotte Marines      E
40       Watanabe Haruto  26   7   7.0   1.2   220.6   1.2   0.0         0.0    -0.1                       ORIX Buffaloes      W
42            Okada Yuki  26   7  22.0   1.1    64.4   0.7   0.4         0.0    -0.2                       Yomiuri Giants      C
44    Yamamura Takayoshi  23   5  12.0   1.1   118.0   0.8         0.0   0.3    -0.1                          Seibu Lions      C
45     Nakamura Takahiro  26   7  12.2   1.1   111.5   1.2  -0.1         0.0    -0.1                       Hiroshima Carp      W
46     Nakamura Takahiro  26   9   8.0   1.1   177.0   1.0   0.1         0.0    -0.0                       Hiroshima Carp      W
47            Okada Yuki  26   9  10.0   1.1   141.6   1.3  -0.3         0.0    -0.0                       Yomiuri Giants      C
48            Aramaki Yu  23   5  16.2   1.1    84.8   0.8        -0.0   0.2    -0.1                       Yomiuri Giants      C
49          Hanada Asahi  23   8  63.0   1.1    22.5   1.1  -0.0         0.0     0.2                     Chunichi Dragons      C
50          Masuda Daiki  32   4  10.0   1.0   128.7   0.6         0.3   0.1     0.0                       Yomiuri Giants      C
51        Aizawa Tsubasa  38   2  26.0   1.0    49.5         1.2        -0.2     0.4    -1.1      0.1      Hiroshima Carp      W
