                   Pitcher  G  W  L  SV  CG  SHO  BF    IP   H  HR  SO  BB  IBB  HB  WP   R  ER     ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-   Diff    HR%     K%    BB%   K-BB%                Team Age  T League
0        Ibaragi Hidetoshi  2  0  0   0   0    0  34   9.1   5   0   6   2    0   0   0   1   1    0.96   2.98   3.62  0.75  292   83     96  -2.02   0.0%  17.6%   5.9%   11.8%      Hanshin Tigers  22  R      W
1             Ihara Takato  1  1  0   0   0    0  25   6.0   6   0   7   1    0   0   0   0   0    0.00   1.79   2.40  1.17  999   50     64  -1.79   0.0%  28.0%   4.0%   24.0%      Hanshin Tigers  25  L      W
2            Ishiguro Yuya  1  0  0   0   0    0   6   2.0   0   0   3   0    0   0   0   0   0    0.00   0.62  -0.20  0.00  999   17     -5  -0.62   0.0%  50.0%   0.0%   50.0%      Hanshin Tigers  25  R      W
3             Itoh Masashi  1  1  0   0   1    0  18   5.0   2   0   4   2    0   0   1   1   1    1.80   3.22   3.69  0.80  156   89     98  -1.42   0.0%  22.2%  11.1%   11.1%      Hanshin Tigers  30  L      W
4             Iwasada Yuta  5  0  1   0   0    0  17   4.2   5   0   3   1    0   0   0   2   2    3.86   2.98   3.62  1.29   73   83     96   0.88   0.0%  17.6%   5.9%   11.8%      Hanshin Tigers  34  L      W
5            Kesamaru Yuki  2  1  0   0   0    0  21   6.1   2   0   4   0    0   0   0   0   0    0.00   2.36   2.90  0.32  999   65     77  -2.36   0.0%  19.0%   0.0%   19.0%      Hanshin Tigers  20  R      W
6              Kudo Taisei  3  1  0   0   0    0  14   4.0   1   0   6   2    0   0   0   0   0    0.00   2.12   1.94  0.75  999   59     52  -2.12   0.0%  42.9%  14.3%   28.6%      Hanshin Tigers  24  R      W
7             Lucas Easton  1  0  1   0   0    0  21   3.2   6   0   4   3    0   1   0   4   3    7.36   4.71   4.32  2.45   38  131    115   2.65   0.0%  19.0%  14.3%    4.8%      Hanshin Tigers  29  L      W
8         Martinez Anthony  3  0  0   0   0    0  14   4.0   1   0   0   2    0   0   0   1   1    2.25   5.12   6.23  0.75  124  142    165  -2.87   0.0%   0.0%  14.3%  -14.3%      Hanshin Tigers  26  R      W
9            Matsubara Kai  2  0  0   0   0    0  11   2.0   1   0   1   1    0   2   0   2   0    0.00   7.12   4.80  1.00  999  197    127  -7.12   0.0%   9.1%   9.1%    0.0%      Hanshin Tigers  26  R      W
10          Mombetsu Keito  2  1  0   0   0    0  18   5.0   3   1   6   0    0   0   0   1   1    1.80   3.82   1.47  0.60  156  106     39  -2.02   5.6%  33.3%   0.0%   33.3%      Hanshin Tigers  21  L      W
11              Nishi Yuki  1  1  0   0   0    0  18   5.0   3   0   3   0    0   0   0   0   0    0.00   2.42   3.13  0.60  999   67     83  -2.42   0.0%  16.7%   0.0%   16.7%      Hanshin Tigers  35  R      W
12              Noto Syuto  2  0  0   0   0    0  35   9.0   8   0   5   3    0   0   2   1   0    0.00   3.51   4.23  1.22  999   97    112  -3.51   0.0%  14.3%   8.6%    5.7%      Hanshin Tigers  24  R      W
13             Ogawa Ippei  1  0  0   0   0    0   5   1.0   2   0   1   0    0   0   0   0   0    0.00   1.62   2.80  2.00  999   45     74  -1.62   0.0%  20.0%   0.0%   20.0%      Hanshin Tigers  29  R      W
14          Ohtake Koutaro  3  1  2   0   0    0  73  17.0  21   2  11   0    0   3   0  11   9    4.76   4.39   3.29  1.24   59  122     87   0.37   2.7%  15.1%   0.0%   15.1%      Hanshin Tigers  31  L      W
15         Ragsdale Carson  2  0  0   0   0    0  41   8.2   6   0   9   9    0   0   1   4   2    2.08   4.66   4.80  1.73  135  129    127  -2.58   0.0%  22.0%  22.0%    0.0%      Hanshin Tigers  28  R      W
16            Saiki Hiroto  1  1  0   0   0    0  17   5.0   3   0   2   0    0   0   0   1   1    1.80   2.82   3.62  0.60  156   78     96  -1.02   0.0%  11.8%   0.0%   11.8%      Hanshin Tigers  27  R      W
17         Shiiba Tsuyoshi  6  0  0   1   0    0  20   6.1   3   0   6   0    0   0   0   0   0    0.00   1.73   1.80  0.47  999   48     48  -1.73   0.0%  30.0%   0.0%   30.0%      Hanshin Tigers  24  R      W
18              Tomida Ren  3  0  1   0   0    0  36   7.1  13   1   3   1    0   0   0   6   5    6.14   4.98   4.24  1.91   46  138    113   1.16   2.8%   8.3%   2.8%    5.6%      Hanshin Tigers  24  L      W
19             Tsuda Junya  4  0  0   2   0    0  15   3.2   2   0   4   1    0   0   0   0   0    0.00   2.26   2.80  0.82  999   63     74  -2.26   0.0%  26.7%   6.7%   20.0%      Hanshin Tigers  24  R      W
20            Aduwa Makoto  2  0  0   0   0    0  12   2.1   4   0   0   1    0   0   0   1   1    3.86   4.91   5.63  2.14   76  129    149  -1.05   0.0%   0.0%   8.3%   -8.3%      Hiroshima Carp  27  R      W
21           Aria Develson  2  0  1   0   0    0  11   1.2   4   0   0   4    0   0   0   5   5   27.00  10.82   8.44  4.80   11  285    224  16.18   0.0%   0.0%  36.4%  -36.4%      Hiroshima Carp  25  L      W
22           Endoh Atsushi  1  0  1   0   0    0  21   4.0   6   0   0   3    0   0   0   4   4    9.00   5.87   6.23  2.25   33  154    165   3.13   0.0%   0.0%  14.3%  -14.3%      Hiroshima Carp  27  R      W
23            Hasebe Ginji  4  0  1   0   0    0  19   4.0   7   0   4   1    0   0   0   3   2    4.50   2.37   3.22  2.00   66   62     85   2.13   0.0%  21.1%   5.3%   15.8%      Hiroshima Carp  27  L      W
24           Hidaka Atsumi  2  0  0   0   0    0   9   2.0   2   1   3   1    0   0   0   2   2    9.00   8.62   2.58  1.50   33  227     68   0.38  11.1%  33.3%  11.1%   22.2%      Hiroshima Carp  21  R      W
25            Horie Atsuya  4  0  1   0   0    0  35   8.2   6   0   8   2    0   0   0   3   1    1.04   2.47   3.09  0.92  284   65     82  -1.43   0.0%  22.9%   5.7%   17.1%      Hiroshima Carp  29  L      W
26              Kawano Kei  4  0  0   0   0    0  41  10.0  11   0   5   3    0   0   0   1   1    0.90   3.52   4.31  1.40  328   93    114  -2.62   0.0%  12.2%   7.3%    4.9%      Hiroshima Carp  24  R      W
27            Kemna Makoto  5  1  1   0   0    0  26   7.0   6   0   3   2    0   1   0   2   2    2.57   4.05   4.42  1.14  115  107    117  -1.48   0.0%  11.5%   7.7%    3.8%      Hiroshima Carp  31  R      W
28           Kikuchi Harun  6  0  0   0   0    0  24   6.0   5   0   3   3    0   0   0   2   1    1.50   4.12   4.80  1.33  197  108    127  -2.62   0.0%  12.5%  12.5%    0.0%      Hiroshima Carp  19  R      W
29         Matsumoto Ryuya  4  0  0   0   0    0  13   4.0   1   0   2   1    0   0   0   0   0    0.00   3.37   4.03  0.50  999   89    107  -3.37   0.0%  15.4%   7.7%    7.7%      Hiroshima Carp  26  R      W
30             Mori Shohei  1  0  1   0   0    0  18   4.0   5   1   2   1    0   0   0   4   3    6.75   6.62   4.24  1.50   44  174    113   0.13   5.6%  11.1%   5.6%    5.6%      Hiroshima Carp  28  L      W
31        Morishita Masato  1  0  0   0   0    0  12   3.0   3   1   3   0    0   0   0   1   1    3.00   5.95   2.30  1.00   98  157     61  -2.95   8.3%  25.0%   0.0%   25.0%      Hiroshima Carp  28  R      W
32           Ohsera Daichi  1  0  0   0   0    0  17   4.0   5   0   5   0    0   0   0   2   2    4.50   1.12   1.86  1.25   66   29     49   3.38   0.0%  29.4%   0.0%   29.4%      Hiroshima Carp  35  R      W
33            Okamoto Shun  1  0  0   0   0    0  11   3.0   1   0   2   0    0   1   0   0   0    0.00   3.29   2.98  0.33  999   86     79  -3.29   0.0%  18.2%   0.0%   18.2%      Hiroshima Carp  24  R      W
34             Saitoh Yuta  1  0  0   0   0    0   3   1.0   0   0   0   0    0   0   0   0   0    0.00   3.62   4.80  0.00  999   95    127  -3.62   0.0%   0.0%   0.0%    0.0%      Hiroshima Carp  22  R      W
35          Sato Ryunosuke  2  0  1   0   0    0  45  10.0  11   0  11   4    0   0   0   3   3    2.70   2.62   3.24  1.50  109   69     86   0.08   0.0%  24.4%   8.9%   15.6%      Hiroshima Carp  23  L      W
36          Sugihara Mirai  2  0  0   0   0    0   6   2.0   0   0   0   1    0   0   0   0   0    0.00   5.12   6.47  0.50  999  135    172  -5.12   0.0%   0.0%  16.7%  -16.7%      Hiroshima Carp  20  L      W
37           Sugita Takeru  3  0  0   0   0    0  16   5.0   1   0   3   0    0   0   0   0   0    0.00   2.42   2.92  0.20  999   64     78  -2.42   0.0%  18.8%   0.0%   18.8%      Hiroshima Carp  24  R      W
38             Taka Taichi  2  0  1   0   0    0  41   9.0  10   0   6   2    0   1   1   6   4    4.00   3.29   3.82  1.33   74   86    101   0.71   0.0%  14.6%   4.9%    9.8%      Hiroshima Carp  24  L      W
39         Takahashi Kouya  5  0  0   1   0    0  20   5.0   2   0   4   3    0   0   0   1   1    1.80   3.82   4.30  1.00  164  101    114  -2.02   0.0%  20.0%  15.0%    5.0%      Hiroshima Carp  27  L      W
40         Takeshita Kaito  2  0  1   0   0    0  11   1.0   5   0   0   1    0   0   0   4   0    0.00   6.62   5.71  6.00  999  174    151  -6.62   0.0%   0.0%   9.1%   -9.1%      Hiroshima Carp  19  L      W
41          Tamamura Shogo  2  2  0   0   1    0  43  12.0   9   0   6   2    0   0   0   2   2    1.50   3.12   3.87  0.92  197   82    103  -1.62   0.0%  14.0%   4.7%    9.3%      Hiroshima Carp  25  L      W
42        Tsunehiro Hayato  1  0  0   0   0    0   4   1.0   0   0   0   1    0   0   0   0   0    0.00   6.62   7.30  1.00  999  174    194  -6.62   0.0%   0.0%  25.0%  -25.0%      Hiroshima Carp  24  R      W
43             Baba Kosuke  1  0  0   0   0    0   6   1.0   3   0   1   1    0   0   0   1   1    9.00   4.62   4.80  4.00   34  118    127   4.38   0.0%  16.7%  16.7%    0.0%       DeNA BayStars  31  R      C
44          Duplantier Jon  1  1  0   0   0    0  19   5.0   1   0   2   2    0   1   0   0   0    0.00   4.62   4.80  0.60  999  118    127  -4.62   0.0%  10.5%  10.5%    0.0%       DeNA BayStars  31  R      C
45       Fujinami Shintaro  1  0  1   0   0    0  15   3.0   2   0   6   3    0   1   0   2   1    3.00   3.62   2.80  1.67  101   92     74  -0.62   0.0%  40.0%  20.0%   20.0%       DeNA BayStars  32  R      C
46          Fukazawa Osuke  1  0  0   0   0    0  18   5.0   2   0   5   1    0   0   0   1   0    0.00   2.22   2.58  0.60  999   57     68  -2.22   0.0%  27.8%   5.6%   22.2%       DeNA BayStars  22  R      C
47          Hamachi Masumi  3  2  0   0   0    0  11   3.0   1   0   3   0    0   0   0   1   0    0.00   1.62   2.07  0.33  999   41     55  -1.62   0.0%  27.3%   0.0%   27.3%       DeNA BayStars  28  R      C
48          Horioka Hayato  4  1  0   1   0    0  14   4.0   1   0   1   1    0   0   0   1   0    0.00   3.87   4.80  0.50  999   99    127  -3.87   0.0%   7.1%   7.1%    0.0%       DeNA BayStars  27  R      C
49             Irie Taisei  1  0  0   0   0    0  20   5.0   5   0   7   1    0   0   0   1   1    1.80   1.42   1.80  1.20  169   36     48   0.38   0.0%  35.0%   5.0%   30.0%       DeNA BayStars  27  R      C
50            Ishida Kenta  3  0  0   0   0    0  22   6.0   4   0   4   0    0   0   0   0   0    0.00   2.29   2.98  0.67  999   58     79  -2.29   0.0%  18.2%   0.0%   18.2%       DeNA BayStars  33  L      C
51           Ishida Yutaro  1  1  0   0   0    0  20   6.0   1   0   5   0    0   0   0   0   0    0.00   1.95   2.30  0.17  999   50     61  -1.95   0.0%  25.0%   0.0%   25.0%       DeNA BayStars  24  R      C
52            Iwata Masaki  4  0  0   0   0    0   6   2.2   1   0   2   0    0   0   0   0   0    0.00   2.12   1.47  0.38  999   54     39  -2.12   0.0%  33.3%   0.0%   33.3%       DeNA BayStars  28  L      C
53          Kanabuchi Koki  2  0  0   0   0    0  25   6.0   6   0   5   1    0   0   0   1   0    0.00   2.45   3.20  1.17  999   63     85  -2.45   0.0%  20.0%   4.0%   16.0%       DeNA BayStars  19  L      C
54         Katayama Hiromi  2  1  0   0   0    0  28   8.0   3   1   6   1    0   0   0   1   1    1.13   4.12   3.01  0.50  269  105     80  -2.99   3.6%  21.4%   3.6%   17.9%       DeNA BayStars  27  L      C
55         Matsumoto Ryoto  4  0  0   0   0    0  16   4.0   4   0   4   1    0   0   0   0   0    0.00   2.37   2.92  1.25  999   61     78  -2.37   0.0%  25.0%   6.2%   18.8%       DeNA BayStars  24  R      C
56     Matsumoto Ryunosuke  1  0  0   0   0    0  15   4.0   1   0   2   2    0   1   0   0   0    0.00   4.87   4.80  0.75  999  124    127  -4.87   0.0%  13.3%  13.3%    0.0%       DeNA BayStars  23  L      C
57            Nakagawa Koh  1  0  0   0   0    0   9   1.0   2   0   0   4    0   0   0   3   3   27.00  15.62   9.24  6.00   11  399    245  11.38   0.0%   0.0%  44.4%  -44.4%       DeNA BayStars  26  R      C
58           Sakamoto Yuya  1  0  0   0   0    0   7   1.0   3   0   3   1    0   0   0   1   1    9.00   0.62   1.94  4.00   34   16     52   8.38   0.0%  42.9%  14.3%   28.6%       DeNA BayStars  28  L      C
59          Sasaki Chihaya  1  0  0   0   0    0   3   1.0   0   0   1   0    0   0   0   0   0    0.00   1.62   1.47  0.00  999   41     39  -1.62   0.0%  33.3%   0.0%   33.3%       DeNA BayStars  32  R      C
60          Shimada Shunya  2  0  0   0   0    0  21   5.2   2   0   3   3    0   0   1   0   0    0.00   4.15   4.80  0.88  999  106    127  -4.15   0.0%  14.3%  14.3%    0.0%       DeNA BayStars  23  R      C
61          Shimizu Manato  2  0  0   0   0    0   6   2.0   0   0   2   0    0   0   0   0   0    0.00   1.62   1.47  0.00  999   41     39  -1.62   0.0%  33.3%   0.0%   33.3%       DeNA BayStars  20  R      C
62         Shinogi Kentaro  2  0  0   1   0    0  16   4.0   1   0   3   3    0   1   0   2   2    4.50   5.12   4.80  1.00   68  131    127  -0.62   0.0%  18.8%  18.8%    0.0%       DeNA BayStars  24  R      C
63            Shoji Haruto  3  1  0   0   0    0  15   4.0   3   0   2   1    0   0   1   0   0    0.00   3.37   4.13  1.00  999   86    110  -3.37   0.0%  13.3%   6.7%    6.7%       DeNA BayStars  25  L      C
64           Taira Kentaro  1  1  0   0   0    0  20   5.0   5   0   5   0    0   0   0   0   0    0.00   1.62   2.30  1.00  999   41     61  -1.62   0.0%  25.0%   0.0%   25.0%       DeNA BayStars  30  R      C
65             Takeda Riku  2  0  1   1   0    0  19   4.0   5   0   6   2    0   0   0   3   3    6.75   2.12   2.69  1.75   45   54     71   4.63   0.0%  31.6%  10.5%   21.1%       DeNA BayStars  21  L      C
66               Takeda Yu  1  0  0   0   0    0  20   4.2   4   0   4   1    0   0   0   3   1    1.93   2.55   3.30  1.07  158   65     88  -0.62   0.0%  20.0%   5.0%   15.0%       DeNA BayStars  26  R      C
67         Wakamatsu Naoki  5  1  0   0   0    0  19   5.0   1   0   3   2    0   0   0   0   0    0.00   3.62   4.27  0.60  999   92    113  -3.62   0.0%  15.8%  10.5%    5.3%       DeNA BayStars  26  R      C
68           Akahoshi Yuji  1  0  0   1   0    0  19   4.0   3   1   5   2    0   1   0   4   3    6.75   6.62   3.22  1.25   44  174     85   0.13   5.3%  26.3%  10.5%   15.8%      Yomiuri Giants  26  R      C
69             Bandoh Yugo  1  0  0   0   0    0   4   1.0   1   1   0   0    0   0   0   1   1    9.00  16.62   4.80  1.00   33  437    127  -7.62  25.0%   0.0%   0.0%    0.0%      Yomiuri Giants  30  R      C
70            Heinai Ryuta  3  0  0   0   0    0  13   3.0   2   0   2   2    0   0   0   0   0    0.00   4.29   4.80  1.33  999  113    127  -4.29   0.0%  15.4%  15.4%    0.0%      Yomiuri Giants  27  R      C
71           Horie Shotaro  1  0  0   0   0    0   4   1.0   0   0   1   1    0   0   0   0   0    0.00   4.62   4.80  1.00  999  122    127  -4.62   0.0%  25.0%  25.0%    0.0%      Yomiuri Giants  19  R      C
72           Hotta Kenshin  3  0  0   0   0    0  16   4.0   1   0   5   4    0   0   0   0   0    0.00   4.12   4.17  1.25  999  108    111  -4.12   0.0%  31.2%  25.0%    6.2%      Yomiuri Giants  25  R      C
73            Inoue Haruto  3  2  0   0   0    0  68  17.0  14   1  26   4    0   0   0   2   1    0.53   2.03   1.56  1.06  557   53     42  -1.50   1.5%  38.2%   5.9%   32.4%      Yomiuri Giants  25  L      C
74            Kohno Yusaku  4  0  0   0   0    0  15   5.0   4   0   1   1    0   0   0   1   1    1.80   3.82   4.80  1.00  164  101    127  -2.02   0.0%   6.7%   6.7%    0.0%      Yomiuri Giants  22  L      C
75           Mataki Teppei  2  2  0   0   0    0  45  12.0  10   1  10   2    0   0   1   3   3    2.25   3.54   3.02  1.00  131   93     80  -1.29   2.2%  22.2%   4.4%   17.8%      Yomiuri Giants  27  L      C
76          Matsuura Keito  4  0  1   0   0    0  22   5.0   7   0   6   1    0   0   0   3   3    5.40   1.82   2.53  1.60   55   48     67   3.58   0.0%  27.3%   4.5%   22.7%      Yomiuri Giants  22  L      C
77       Miyahara Shunsuke  5  0  0   0   0    0  24   5.1   5   0   8   2    0   0   1   4   3    5.06   1.75   2.30  1.31   58   46     61   3.31   0.0%  33.3%   8.3%   25.0%      Yomiuri Giants  23  L      C
78           Morita Shunya  2  1  1   0   0    0  34   9.0   4   0   4   3    0   0   1   4   1    1.00   3.73   4.51  0.78  295   98    120  -2.73   0.0%  11.8%   8.8%    2.9%      Yomiuri Giants  29  L      C
79              Ota Taisei  1  0  0   0   0    0   4   1.0   0   0   2   0    0   0   0   0   0    0.00  -0.38  -0.20  0.00  999  -10     -5   0.38   0.0%  50.0%   0.0%   50.0%      Yomiuri Giants  27  R      C
80          Shiroki Yamato  2  0  1   0   0    0  19   5.0   4   0   3   0    0   0   0   1   1    1.80   2.42   3.22  0.80  164   64     85  -0.62   0.0%  15.8%   0.0%   15.8%      Yomiuri Giants  22  L      C
81           Sonoda Atsuki  2  0  1   0   0    0  35   8.0  11   1   4   3    1   0   0   3   3    3.38   5.37   4.51  1.75   87  141    120  -1.99   2.9%  11.4%   8.6%    2.9%      Yomiuri Giants  20  R      C
82           Tamura Tomoki  1  0  0   0   0    0   6   1.0   2   0   0   1    0   0   1   1   1    9.00   6.62   6.47  3.00   33  174    172   2.38   0.0%   0.0%  16.7%  -16.7%      Yomiuri Giants  22  R      C
83         Tanaka Masahiro  1  0  1   0   0    0  17   3.0   5   0   1   3    0   0   0   2   2    6.00   5.95   5.98  2.67   49  157    159   0.05   0.0%   5.9%  17.6%  -11.8%      Yomiuri Giants  37  R      C
84                Tawa Ren  4  0  0   0   0    0  15   4.0   2   0   2   1    0   1   0   0   0    0.00   4.12   4.13  0.75  999  108    110  -4.12   0.0%  13.3%   6.7%    6.7%      Yomiuri Giants  23  R      C
85             Togo Shosei  1  0  0   0   0    0  25   6.0   6   1   8   2    0   0   0   3   3    4.50   4.12   2.40  1.33   66  108     64   0.38   4.0%  32.0%   8.0%   24.0%      Yomiuri Giants  26  R      C
86        Tomishige Eijiro  4  1  1   0   0    0  14   3.2   1   0   2   2    0   0   0   2   0    0.00   4.17   4.80  0.82  999  110    127  -4.17   0.0%  14.3%  14.3%    0.0%      Yomiuri Giants  25  L      C
87         Whitley Forrest  1  0  0   0   0    0  16   4.0   4   0   4   1    0   0   0   0   0    0.00   2.37   2.92  1.25  999   62     78  -2.37   0.0%  25.0%   6.2%   18.8%      Yomiuri Giants  28  R      C
88           Yamada Ryusei  2  0  1   0   0    0  38   8.0   9   1   3   6    0   0   2   7   7    7.88   6.75   5.59  1.88   37  177    148   1.13   2.6%   7.9%  15.8%   -7.9%      Yomiuri Giants  25  L      C
89        Yamashiro Kyohei  1  0  0   0   0    0  24   5.0   3   0   3   5    0   2   1   0   0    0.00   6.62   5.63  1.60  999  174    149  -6.62   0.0%  12.5%  20.8%   -8.3%      Yomiuri Giants  22  L      C
90         Hasegawa Hiroki  3  0  0   0   0    0  17   3.0   4   1   3   3    0   1   1   3   3    9.00   9.95   4.80  2.33   33  262    127  -0.95   5.9%  17.6%  17.6%    0.0%     Yakult Swallows  27  L      E
91              Iida Ryuto  1  0  0   0   0    0   3   1.0   0   0   1   0    0   0   0   0   0    0.00   1.62   1.47  0.00  999   43     39  -1.62   0.0%  33.3%   0.0%   33.3%     Yakult Swallows  27  R      E
92           Ishihara Yuki  2  1  0   0   0    0  23   5.0   5   0   9   3    0   0   0   3   3    5.40   1.82   2.19  1.60   55   48     58   3.58   0.0%  39.1%  13.0%   26.1%     Yakult Swallows  24  L      E
93         Ishiyama Taichi  5  0  1   0   0    0  19   5.0   4   1   5   1    0   0   0   4   4    7.20   4.82   2.69  1.00   41  127     71   2.38   5.3%  26.3%   5.3%   21.1%     Yakult Swallows  37  R      E
94            Kozawa Reiji  2  0  1   0   0    0  19   4.1   4   0   5   3    0   0   0   4   4    8.31   3.39   3.75  1.62   36   89     99   4.92   0.0%  26.3%  15.8%   10.5%     Yakult Swallows  28  R      E
95          Maruyama Shota  4  0  0   1   0    0  14   4.0   0   0   5   1    0   0   0   0   0    0.00   1.87   1.94  0.25  999   49     52  -1.87   0.0%  35.7%   7.1%   28.6%     Yakult Swallows  27  R      E
