Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
Ohyama Yusuke,116,471,423,66,122,21,5,28,237,85,1,3,1,1,96,41,6,5,15,0.288,0.357,0.560,0.917,166,0.272,0.313,35.0%,20.4%,8.7%,0.43,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Saitoh Yukiya,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,498,0.000,1.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Sakamoto Seishiro,38,95,75,5,16,4,0,0,20,4,1,1,7,0,20,13,0,0,1,0.213,0.330,0.267,0.597,76,0.054,0.291,34.7%,21.1%,13.7%,0.65,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Sands Jerry,110,443,377,47,97,16,0,19,170,64,2,1,0,2,106,61,2,3,11,0.257,0.363,0.451,0.814,137,0.194,0.307,42.0%,23.9%,13.8%,0.58,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Shimada Kairi,43,21,17,4,3,0,0,0,3,1,3,0,1,0,4,2,1,1,0,0.176,0.300,0.176,0.476,40,0.000,0.231,28.6%,19.0%,9.5%,0.50,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Takahashi Haruto,12,24,23,2,3,0,0,0,3,1,0,0,1,0,8,0,0,0,0,0.130,0.130,0.130,0.260,-28,0.000,0.200,33.3%,33.3%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Takayama Shun,42,52,46,6,7,3,0,0,10,3,1,0,1,1,10,3,0,1,0,0.152,0.216,0.217,0.433,24,0.065,0.189,25.0%,19.2%,5.8%,0.30,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Ueda Kai,74,83,59,16,9,2,0,0,11,3,9,4,6,0,22,14,1,4,0,0.153,0.351,0.186,0.537,61,0.033,0.243,43.4%,26.5%,16.9%,0.64,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Uemoto Hiroki,25,51,41,2,7,3,0,0,10,4,2,2,5,1,11,4,0,0,2,0.171,0.239,0.244,0.483,39,0.073,0.226,29.4%,21.6%,7.8%,0.36,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Umeno Ryutaro,98,342,298,36,78,17,0,7,116,29,5,1,9,2,77,33,1,0,9,0.262,0.333,0.389,0.722,111,0.127,0.329,34.2%,22.5%,9.6%,0.43,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Yohkawa Naomasa,71,182,158,19,39,6,0,8,69,24,2,2,2,1,42,15,2,6,4,0.247,0.333,0.437,0.770,123,0.190,0.284,35.7%,23.1%,8.2%,0.36,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Abe Tomohiro,26,44,38,6,7,3,0,0,10,2,0,1,2,0,17,4,0,0,1,0.184,0.262,0.263,0.525,50,0.079,0.333,47.7%,38.6%,9.1%,0.24,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Aizawa Tsubasa,79,263,229,25,61,13,0,7,95,36,2,0,1,0,51,22,2,11,8,0.266,0.359,0.415,0.774,121,0.149,0.316,30.4%,19.4%,8.4%,0.43,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Chono Hisayoshi,95,299,267,30,76,17,1,10,125,42,1,0,0,2,61,29,0,1,5,0.285,0.355,0.468,0.823,134,0.183,0.333,33.4%,20.4%,9.7%,0.48,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Dohbayashi Shota,111,451,401,55,112,21,0,14,175,58,17,4,3,2,91,41,2,4,12,0.279,0.350,0.436,0.786,123,0.157,0.329,32.4%,20.2%,9.1%,0.45,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Endoh Atsushi,19,36,32,1,6,0,0,0,6,2,0,0,3,0,12,1,0,0,1,0.188,0.212,0.188,0.400,14,0.000,0.300,36.1%,33.3%,2.8%,0.08,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Hatsuki Ryutaro,17,40,33,3,6,1,1,0,9,4,0,2,5,0,7,2,0,0,0,0.182,0.229,0.273,0.502,43,0.091,0.231,22.5%,17.5%,5.0%,0.29,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Hayashi Kouta,4,8,8,1,1,1,0,0,2,0,0,0,0,0,5,0,0,0,1,0.125,0.125,0.250,0.375,4,0.125,0.333,62.5%,62.5%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Horie Atsuya,52,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ishihara Yoshiyuki,4,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,20.0%,20.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Isomura Yoshitaka,31,55,48,4,10,3,0,1,16,1,0,0,3,0,8,4,0,0,2,0.208,0.269,0.333,0.602,71,0.125,0.231,23.6%,14.5%,7.3%,0.50,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Johnson Kris,10,15,14,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0.071,0.071,0.071,0.142,-61,0.000,0.143,46.7%,46.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kemna Makoto,41,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.000,0.333,0.000,0.333,3,0.000,,100.0%,66.7%,33.3%,0.50,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kikuchi Ryosuke,106,429,376,43,102,19,4,10,159,41,3,2,16,1,68,35,2,1,9,0.271,0.334,0.423,0.757,115,0.152,0.308,26.3%,15.9%,8.2%,0.51,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kokubo Tetsuya,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.666,91,0.000,0.333,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kozono Kaito,3,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,16.7%,16.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kuri Aren,20,42,33,0,2,0,0,0,2,1,0,0,8,0,24,1,0,0,0,0.061,0.088,0.061,0.149,-58,0.000,0.222,59.5%,57.1%,2.4%,0.04,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kuwahara Tatsuki,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Matsuyama Ryuhei,108,425,404,38,112,27,1,9,168,67,0,1,0,3,72,17,4,1,11,0.277,0.306,0.416,0.722,105,0.139,0.316,23.1%,16.9%,4.0%,0.24,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Mejia Alejandro,37,85,80,4,15,2,0,2,23,4,1,0,0,0,21,5,0,0,3,0.188,0.235,0.288,0.523,48,0.100,0.228,32.9%,24.7%,5.9%,0.24,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Miyoshi Takumi,62,29,24,3,3,0,0,0,3,2,0,0,2,1,5,2,0,0,0,0.125,0.185,0.125,0.310,-10,0.000,0.150,24.1%,17.2%,6.9%,0.40,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Morishita Masato,18,46,39,0,6,2,0,0,8,3,0,0,6,0,16,0,0,1,0,0.154,0.175,0.205,0.380,7,0.051,0.261,34.8%,34.8%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nakamura Shosei,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,25.0%,25.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nakamura Yuta,8,14,13,1,1,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0.077,0.077,0.077,0.154,-57,0.000,0.111,28.6%,28.6%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nishikawa Ryoma,76,328,296,36,90,18,0,6,126,32,6,1,2,0,52,28,1,2,6,0.304,0.368,0.426,0.794,127,0.122,0.353,26.2%,15.9%,8.5%,0.54,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Noma Takayoshi,70,56,50,10,12,0,0,0,12,1,2,3,2,0,17,4,0,0,0,0.240,0.296,0.240,0.536,55,0.000,0.364,37.5%,30.4%,7.1%,0.24,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nomura Yusuke,13,25,20,1,2,0,0,0,2,0,0,0,2,0,11,3,0,0,0,0.100,0.217,0.100,0.317,-7,0.000,0.222,56.0%,44.0%,12.0%,0.27,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ohmori Minoru,73,148,135,21,35,5,3,2,52,16,5,3,0,1,50,11,1,1,1,0.259,0.318,0.385,0.703,100,0.126,0.393,42.6%,33.8%,7.4%,0.22,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ohsera Daichi,11,24,19,4,5,0,0,1,8,4,0,0,4,0,6,1,0,0,0,0.263,0.300,0.421,0.721,104,0.158,0.333,33.3%,25.0%,4.2%,0.17,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Pirela Jose,99,337,316,47,84,9,2,11,130,34,2,3,0,0,53,19,2,2,4,0.266,0.312,0.411,0.723,105,0.145,0.290,24.6%,15.7%,5.6%,0.36,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Sakakura Shogo,81,228,209,24,60,15,1,3,86,26,1,1,0,0,36,17,1,2,6,0.287,0.346,0.411,0.757,116,0.124,0.335,24.6%,15.8%,7.5%,0.47,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Scott Tayler,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Shirahama Yuta,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Shozui Yuya,7,8,7,1,1,0,0,1,4,1,0,0,0,0,1,1,0,0,1,0.143,0.250,0.571,0.821,129,0.428,0.000,37.5%,12.5%,12.5%,1.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Sone Kaisei,33,17,16,13,4,1,0,0,5,1,5,3,0,0,5,1,0,0,0,0.250,0.294,0.313,0.607,73,0.063,0.364,35.3%,29.4%,5.9%,0.20,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Suzuki Seiya,118,514,430,85,129,26,2,25,234,75,6,4,0,3,73,72,9,9,15,0.300,0.409,0.544,0.953,171,0.244,0.310,33.1%,14.2%,14.0%,0.99,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Takahashi Hiroki,14,16,15,1,3,0,0,0,3,0,0,0,0,0,5,1,0,0,0,0.200,0.250,0.200,0.450,30,0.000,0.300,37.5%,31.2%,6.2%,0.20,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Tanaka Kosuke,112,454,378,51,95,11,5,8,140,39,8,4,12,4,86,55,3,5,1,0.251,0.351,0.370,0.721,106,0.119,0.302,32.8%,18.9%,12.1%,0.64,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Tokoda Hiroki,15,30,27,2,5,1,0,0,6,1,0,0,3,0,6,0,0,0,0,0.185,0.185,0.222,0.407,15,0.037,0.238,20.0%,20.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Uemoto Takashi,56,62,52,8,11,2,0,0,13,4,2,0,3,0,4,5,0,2,3,0.212,0.305,0.250,0.555,60,0.038,0.229,14.5%,6.5%,8.1%,1.25,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ugusa Koki,13,47,43,5,11,1,1,0,14,3,3,2,0,0,7,3,0,1,0,0.256,0.319,0.326,0.645,85,0.070,0.306,21.3%,14.9%,6.4%,0.43,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Yabuta Kazuki,28,7,5,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0.000,0.167,0.000,0.167,-50,0.000,0.000,57.1%,42.9%,14.3%,0.33,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Austin Tyler,65,269,238,36,68,14,1,20,144,56,0,0,0,1,69,29,1,1,4,0.286,0.364,0.605,0.969,164,0.319,0.320,43.9%,25.7%,10.8%,0.42,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ebina Tatsuo,17,24,21,3,3,1,0,1,7,1,0,0,0,0,8,2,0,1,1,0.143,0.250,0.333,0.583,62,0.190,0.167,45.8%,33.3%,8.3%,0.25,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Escobar Edwin,56,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-97,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Hamaguchi Haruhiro,16,31,26,0,2,0,0,0,2,0,0,0,4,0,15,1,0,0,0,0.077,0.111,0.077,0.188,-44,0.000,0.182,51.6%,48.4%,3.2%,0.07,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Hirata Shingo,43,5,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-97,0.000,,40.0%,40.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Hosokawa Seiya,19,54,51,6,12,2,0,1,17,1,1,0,0,0,20,2,0,1,1,0.235,0.278,0.333,0.611,70,0.098,0.367,42.6%,37.0%,3.7%,0.10,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Imanaga Shota,9,19,18,0,2,0,0,0,2,0,0,0,0,0,8,1,0,0,1,0.111,0.158,0.111,0.269,-21,0.000,0.200,47.4%,42.1%,5.3%,0.12,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Inoh Shoichi,17,31,30,0,4,1,0,0,5,3,0,0,1,0,13,0,0,0,0,0.133,0.133,0.167,0.300,-15,0.034,0.235,41.9%,41.9%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ise Hiromu,33,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.000,0.333,0.000,0.333,3,0.000,,100.0%,66.7%,33.3%,0.50,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Itoh Hikaru,30,63,51,5,11,3,1,0,16,6,0,0,1,0,15,10,1,1,2,0.216,0.355,0.314,0.669,88,0.098,0.306,39.7%,23.8%,15.9%,0.67,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Itoh Yukiya,5,17,14,1,4,0,1,0,6,1,0,0,1,0,2,2,1,0,0,0.286,0.375,0.429,0.804,123,0.143,0.333,23.5%,11.8%,11.8%,1.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kajitani Takayuki,109,482,433,88,140,29,1,19,228,53,14,8,1,2,85,45,3,1,4,0.323,0.387,0.527,0.914,151,0.204,0.366,30.9%,17.6%,9.3%,0.53,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kamichatani Taiga,11,22,19,1,3,0,0,0,3,0,0,0,2,0,10,1,0,0,1,0.158,0.200,0.158,0.358,3,0.000,0.333,50.0%,45.5%,4.5%,0.10,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kamizato Kazuki,80,190,169,38,52,8,1,3,71,17,7,1,1,2,42,15,0,3,3,0.308,0.370,0.420,0.790,119,0.112,0.389,31.6%,22.1%,7.9%,0.36,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kuniyoshi Yuki,42,4,4,1,2,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0.500,0.500,0.750,1.250,241,0.250,0.667,25.0%,25.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kuramoto Toshihiko,82,216,199,19,55,4,0,1,62,17,0,0,0,0,42,16,2,1,2,0.276,0.333,0.312,0.645,81,0.036,0.346,27.3%,19.4%,7.4%,0.38,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kusumoto Taishi,28,29,26,6,4,2,0,1,9,1,0,0,0,0,7,2,0,1,0,0.154,0.241,0.346,0.587,62,0.192,0.167,34.5%,24.1%,6.9%,0.29,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kuwahara Masayuki,34,42,36,8,5,0,0,1,8,2,0,0,1,1,11,3,0,1,2,0.139,0.220,0.222,0.442,25,0.083,0.160,35.7%,26.2%,7.1%,0.27,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kyoyama Masaya,6,10,5,1,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0.000,0.286,0.000,0.286,-12,0.000,0.000,40.0%,20.0%,20.0%,1.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Lopez Jose,81,305,293,26,72,8,0,12,116,42,0,0,0,2,36,10,1,0,8,0.246,0.269,0.396,0.665,83,0.150,0.243,19.0%,11.8%,3.3%,0.28,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Maeda Yamato,85,225,199,23,56,7,1,4,77,23,3,3,3,3,28,20,0,0,8,0.281,0.342,0.387,0.729,102,0.106,0.306,23.1%,12.4%,8.9%,0.71,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Minei Hiroki,41,60,55,2,18,3,0,0,21,8,0,0,0,0,14,4,0,1,1,0.327,0.383,0.382,0.765,113,0.055,0.439,30.0%,23.3%,6.7%,0.29,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Miyamoto Shumei,6,5,5,1,2,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0.400,0.400,0.400,0.800,123,0.000,1.000,60.0%,60.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
