Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
Viciedo Dayan,109,462,409,48,109,23,0,17,183,82,3,2,0,10,48,34,3,9,17,0.267,0.329,0.447,0.776,126,0.180,0.260,21.4%,10.4%,7.4%,0.71,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Okada Takahiro,100,377,328,36,84,18,0,16,150,55,5,3,0,5,87,40,1,4,11,0.256,0.340,0.457,0.797,127,0.201,0.296,37.9%,23.1%,10.6%,0.46,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yoshida Masataka,120,492,408,55,143,22,1,14,209,64,8,5,0,4,29,72,17,8,6,0.350,0.453,0.512,0.965,177,0.162,0.350,23.4%,5.9%,14.6%,2.48,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Inoue Seiya,113,447,376,44,92,11,0,15,148,67,0,0,0,4,93,59,2,8,11,0.245,0.356,0.394,0.750,114,0.149,0.283,37.4%,20.8%,13.2%,0.63,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Martin Leonys,104,448,359,72,84,15,0,25,174,65,7,2,0,2,100,70,5,17,10,0.234,0.382,0.485,0.867,146,0.251,0.250,43.5%,22.3%,15.6%,0.70,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Nakamura Shogo,120,499,422,57,105,25,0,8,154,49,6,3,15,2,97,52,1,8,6,0.249,0.341,0.365,0.706,102,0.116,0.304,31.5%,19.4%,10.4%,0.54,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Yasuda Hisanori,113,460,393,32,87,19,1,6,126,54,2,1,0,4,106,62,1,1,10,0.221,0.326,0.321,0.647,85,0.100,0.284,37.8%,23.0%,13.5%,0.58,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Kurihara Ryoya,118,500,440,52,107,21,3,17,185,73,5,5,11,6,90,38,0,5,7,0.243,0.307,0.420,0.727,105,0.177,0.265,29.0%,18.0%,7.6%,0.42,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Matsuda Nobuhiro,116,431,395,36,90,16,3,13,151,46,1,0,0,3,76,32,0,1,2,0.228,0.285,0.382,0.667,87,0.154,0.249,28.1%,17.6%,7.4%,0.42,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Nakamura Akira,100,413,362,43,98,13,2,6,133,50,0,0,3,6,47,39,0,3,4,0.271,0.341,0.367,0.708,102,0.096,0.292,22.3%,11.4%,9.4%,0.83,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Yanagita Yuki,119,515,427,90,146,23,5,29,266,86,7,2,0,3,103,84,8,1,2,0.342,0.449,0.623,1.072,202,0.281,0.393,41.9%,20.0%,16.3%,0.82,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Asamura Hideto,120,529,432,72,121,25,0,32,242,104,1,1,0,2,111,91,2,4,15,0.280,0.408,0.560,0.968,171,0.280,0.306,44.2%,21.0%,17.2%,0.82,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Kobukata Hiroto,112,437,378,61,109,16,5,3,144,31,17,9,11,2,59,42,0,4,5,0.288,0.364,0.381,0.745,111,0.093,0.333,23.8%,13.5%,9.6%,0.71,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Romero Stefen,103,404,356,46,97,19,2,24,192,63,0,0,0,2,108,38,5,8,8,0.272,0.354,0.539,0.893,149,0.267,0.323,42.1%,26.7%,9.4%,0.35,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Shimauchi Hiroaki,114,471,406,50,114,17,2,8,159,53,9,1,6,4,71,48,1,7,8,0.281,0.363,0.392,0.755,114,0.111,0.320,27.0%,15.1%,10.2%,0.68,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Suzuki Daichi,120,546,478,71,141,27,1,4,182,55,1,3,12,3,58,46,0,7,18,0.295,0.363,0.381,0.744,111,0.086,0.327,19.8%,10.6%,8.4%,0.79,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Genda Sosuke,120,518,455,67,123,14,5,1,150,21,18,8,22,2,80,38,0,1,6,0.270,0.327,0.330,0.657,83,0.060,0.324,23.0%,15.4%,7.3%,0.48,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Kuriyama Takumi,111,428,372,37,101,22,0,12,159,67,0,0,0,2,77,53,2,1,10,0.272,0.362,0.427,0.789,118,0.155,0.312,33.2%,18.0%,12.4%,0.69,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Mori Tomoya,104,405,358,46,90,15,2,9,136,38,4,2,2,4,67,38,0,3,7,0.251,0.325,0.380,0.705,95,0.129,0.283,28.1%,16.5%,9.4%,0.57,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Spangenberg Cory,111,445,407,51,109,26,8,15,196,57,12,2,0,2,150,32,0,4,2,0.268,0.326,0.482,0.808,121,0.214,0.385,44.3%,33.7%,7.2%,0.21,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Tonosaki Shuta,120,500,433,62,107,18,2,8,153,43,21,7,7,2,87,54,1,4,7,0.247,0.335,0.353,0.688,91,0.106,0.291,29.8%,17.4%,10.8%,0.62,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Yamakawa Hotaka,102,401,322,47,66,7,0,24,145,73,0,0,0,2,100,64,4,13,6,0.205,0.357,0.450,0.807,122,0.245,0.210,46.9%,24.9%,16.0%,0.64,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Kondoh Kensuke,108,467,371,56,126,31,1,5,174,60,4,0,0,5,72,89,3,2,6,0.340,0.465,0.469,0.934,170,0.129,0.405,35.5%,15.4%,19.1%,1.24,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Nakata Sho,119,506,440,52,105,18,0,31,216,108,1,0,0,9,109,55,3,2,19,0.239,0.320,0.491,0.811,130,0.252,0.239,38.5%,21.5%,10.9%,0.50,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Nishikawa Haruki,115,523,422,82,129,17,3,5,167,39,42,7,4,3,84,92,1,2,5,0.306,0.430,0.396,0.826,140,0.090,0.369,34.6%,16.1%,17.6%,1.10,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Ohta Taishi,115,481,455,57,125,16,1,14,185,68,3,3,0,0,105,25,1,1,11,0.275,0.314,0.407,0.721,106,0.132,0.330,29.9%,21.8%,5.2%,0.24,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Watanabe Ryo,117,465,414,49,117,13,4,6,156,39,4,2,5,3,81,43,0,0,9,0.283,0.348,0.377,0.725,108,0.094,0.336,28.0%,17.4%,9.2%,0.53,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
