Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Mune Yuma,25,5,10.0,0.5,64.4,0.3,,0.0,0.2,0.0,,,ORIX Buffaloes,WL
Endoh Issei,32,3,18.0,-0.5,-35.8,0.2,,-0.1,-0.6,-0.2,,,Chunichi Dragons,WL
Endoh Issei,32,7,77.0,2.5,41.8,3.3,-0.8,,0.1,-0.7,,,Chunichi Dragons,WL
Endoh Issei,32,8,177.2,-2.2,-15.9,-2.1,-0.2,,0.1,0.6,,,Chunichi Dragons,WL
Endoh Issei,32,9,16.0,-0.1,-8.0,-0.1,0.0,,0.0,-0.1,,,Chunichi Dragons,WL
Endoh Issei,32,DH,105.0,,,,,,,-1.3,,,Chunichi Dragons,WL
Ishioka Ryota,29,3,550.0,-1.7,-4.0,-2.1,,0.0,0.4,-6.2,,,Chunichi Dragons,WL
Ishioka Ryota,29,7,31.2,-0.7,-28.4,-0.8,0.1,,0.0,-0.3,,,Chunichi Dragons,WL
Ishioka Ryota,29,9,4.0,-0.7,-225.2,-0.7,0.0,,0.0,0.0,,,Chunichi Dragons,WL
Hirosawa Shinya,21,3,12.0,-0.5,-53.6,-0.5,,-0.1,0.1,-0.1,,,ORIX Buffaloes,WL
Hirosawa Shinya,21,4,177.0,-1.8,-13.1,0.6,,0.3,-2.6,0.5,,,ORIX Buffaloes,WL
Hirosawa Shinya,21,5,37.0,0.8,27.8,0.7,,0.1,-0.1,-0.1,,,ORIX Buffaloes,WL
Hirosawa Shinya,21,6,189.2,-2.7,-18.3,-3.1,,0.3,0.1,1.6,,,ORIX Buffaloes,WL
Hirosawa Shinya,21,7,1.0,0.3,386.1,0.3,0.0,,0.0,0.0,,,ORIX Buffaloes,WL
Hirosawa Shinya,21,DH,2.0,,,,,,,0.0,,,ORIX Buffaloes,WL
Satoh Naoki,22,7,135.0,5.7,54.3,5.7,-0.2,,0.1,-1.3,,,SoftBank Hawks,WL
Satoh Naoki,22,8,109.2,-2.3,-27.0,-2.2,-0.2,,0.1,0.4,,,SoftBank Hawks,WL
Satoh Naoki,22,9,93.0,2.2,30.4,1.1,1.9,,-0.7,-0.4,,,SoftBank Hawks,WL
Satoh Naoki,22,DH,3.0,,,,,,,0.0,,,SoftBank Hawks,WL
Egoshi Taiga,28,7,14.0,0.8,73.5,0.8,0.0,,0.0,-0.1,,,Hanshin Tigers,WL
Egoshi Taiga,28,8,354.0,5.9,21.4,2.7,3.8,,-0.6,1.2,,,Hanshin Tigers,WL
Egoshi Taiga,28,9,24.0,0.0,0.0,0.0,0.0,,0.0,-0.1,,,Hanshin Tigers,WL
Hosokawa Ryohei,19,4,21.0,-2.3,-141.0,-1.7,,0.0,-0.6,0.1,,,Nipponham Fighters,EL
Hosokawa Ryohei,19,6,180.2,-3.5,-24.9,-0.6,,-0.8,-2.2,1.5,,,Nipponham Fighters,EL
Hosokawa Ryohei,19,DH,25.0,,,,,,,-0.3,,,Nipponham Fighters,EL
Wu Nien-Ting,28,3,39.0,0.8,26.4,0.3,,0.4,0.2,-0.4,,,Seibu Lions,EL
Wu Nien-Ting,28,4,17.0,0.9,68.1,0.7,,0.0,0.2,0.0,,,Seibu Lions,EL
Wu Nien-Ting,28,5,6.0,0.7,150.1,0.5,,0.0,0.2,0.0,,,Seibu Lions,EL
Yoh Daikan,34,7,6.0,-0.4,-85.8,-0.4,0.0,,0.0,-0.1,,,Yomiuri Giants,EL
Yoh Daikan,34,8,146.1,-3.6,-31.7,-3.3,-0.4,,0.1,0.5,,,Yomiuri Giants,EL
Yoh Daikan,34,9,89.0,1.9,27.5,2.2,-0.4,,0.1,-0.4,,,Yomiuri Giants,EL
Yoh Daikan,34,DH,86.0,,,,,,,-1.0,,,Yomiuri Giants,EL
Nagaoka Hideki,19,4,292.0,-2.7,-11.9,-4.2,,0.6,0.8,0.8,,,Yakult Swallows,EL
Nagaoka Hideki,19,5,189.0,0.0,0.0,-1.2,,0.0,1.2,-0.7,,,Yakult Swallows,EL
Nagaoka Hideki,19,6,157.2,3.2,26.1,2.4,,0.0,0.8,1.3,,,Yakult Swallows,EL
Nagaoka Hideki,19,DH,15.0,,,,,,,-0.2,,,Yakult Swallows,EL
加藤 廉,,3,40.0,-1.0,-32.2,-1.3,,0.2,0.1,-0.4,,,Yomiuri Giants,EL
加藤 廉,,4,1.0,-0.2,-257.4,-0.2,,0.0,0.0,0.0,,,Yomiuri Giants,EL
加藤 廉,,5,70.2,0.1,1.8,-0.7,,0.2,0.7,-0.3,,,Yomiuri Giants,EL
加藤 廉,,6,49.0,0.6,15.8,0.0,,-0.1,0.8,0.4,,,Yomiuri Giants,EL
加藤 廉,,DH,44.1,,,,,,,-0.5,,,Yomiuri Giants,EL
Mori Keito,19,6,588.1,5.5,12.0,5.2,,1.7,-1.4,4.8,,,DeNA BayStars,EL
Mori Keito,19,DH,15.0,,,,,,,-0.2,,,DeNA BayStars,EL
Takabe Akito,23,7,29.0,1.8,79.9,0.9,0.8,,0.0,-0.3,,,Lotte Marines,EL
Takabe Akito,23,8,264.0,6.5,31.7,5.7,0.6,,0.2,0.9,,,Lotte Marines,EL
Takabe Akito,23,9,140.0,5.3,48.7,4.3,0.8,,0.2,-0.6,,,Lotte Marines,EL
Takabe Akito,23,DH,18.0,,,,,,,-0.2,,,Lotte Marines,EL
Hirano Yamato,19,7,113.0,1.5,17.1,0.4,1.0,,0.1,-1.1,,,ORIX Buffaloes,WL
Hirano Yamato,19,8,36.1,-1.4,-49.6,-1.2,-0.2,,0.0,0.1,,,ORIX Buffaloes,WL
Hirano Yamato,19,9,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,ORIX Buffaloes,WL
Hirano Yamato,19,DH,14.0,,,,,,,-0.2,,,ORIX Buffaloes,WL
Watanabe Masaru,27,7,196.0,5.6,36.8,6.4,-1.0,,0.2,-1.9,,,Chunichi Dragons,WL
Watanabe Masaru,27,8,26.0,2.0,99.0,0.9,1.1,,0.0,0.1,,,Chunichi Dragons,WL
Watanabe Masaru,27,9,64.0,2.1,42.2,2.2,-0.2,,0.1,-0.3,,,Chunichi Dragons,WL
Watanabe Masaru,27,DH,83.2,,,,,,,-1.0,,,Chunichi Dragons,WL
Yanagimachi Tatsuru,24,7,229.2,3.3,18.5,2.8,0.3,,0.2,-2.2,,,SoftBank Hawks,WL
Yanagimachi Tatsuru,24,8,196.0,0.6,3.9,0.2,0.3,,0.1,0.7,,,SoftBank Hawks,WL
Yanagimachi Tatsuru,24,9,291.0,3.4,15.0,1.5,1.7,,0.2,-1.2,,,SoftBank Hawks,WL
Yanagimachi Tatsuru,24,DH,18.0,,,,,,,-0.2,,,SoftBank Hawks,WL
Isobata Ryota,22,8,103.0,0.8,10.0,0.9,-0.3,,0.1,0.3,,,Nipponham Fighters,EL
Isobata Ryota,22,9,36.0,-0.4,-14.3,-0.2,-0.2,,0.0,-0.1,,,Nipponham Fighters,EL
Miyata Hokuto,23,7,29.0,1.5,66.6,0.5,1.0,,0.0,-0.3,,,Nipponham Fighters,EL
Miyata Hokuto,23,8,227.0,2.8,15.9,2.3,0.3,,0.2,0.8,,,Nipponham Fighters,EL
Miyata Hokuto,23,9,66.0,3.4,66.3,2.8,0.5,,0.1,-0.3,,,Nipponham Fighters,EL
Yoshimochi Ryota,27,4,66.2,-1.5,-28.9,-1.2,,0.6,-0.9,0.2,,,Rakuten Eagles,EL
Yoshimochi Ryota,27,5,31.0,-0.4,-16.6,0.2,,-0.2,-0.3,-0.1,,,Rakuten Eagles,EL
Yoshimochi Ryota,27,6,287.2,5.6,25.1,3.8,,0.0,1.8,2.4,,,Rakuten Eagles,EL
Yoshimochi Ryota,27,7,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Rakuten Eagles,EL
Yoshimochi Ryota,27,8,96.0,2.8,37.5,3.3,-0.6,,0.1,0.3,,,Rakuten Eagles,EL
Yoshimochi Ryota,27,DH,4.0,,,,,,,0.0,,,Rakuten Eagles,EL
Takeda Aito,24,8,89.0,0.2,2.9,-0.7,0.8,,0.1,0.3,,,Seibu Lions,EL
Takeda Aito,24,9,8.0,-0.6,-96.5,-0.4,-0.2,,0.0,0.0,,,Seibu Lions,EL
Takeda Aito,24,DH,27.0,,,,,,,-0.3,,,Seibu Lions,EL
Dohbayashi Shota,29,3,46.2,0.5,13.8,0.2,,0.0,0.3,-0.5,,,Hiroshima Carp,WL
Dohbayashi Shota,29,5,128.0,1.7,17.1,0.7,,-0.2,1.2,-0.5,,,Hiroshima Carp,WL
Dohbayashi Shota,29,7,34.0,-2.7,-102.2,-1.6,-1.1,,0.0,-0.3,,,Hiroshima Carp,WL
Dohbayashi Shota,29,8,86.0,-1.6,-23.9,-1.3,-0.3,,0.1,0.3,,,Hiroshima Carp,WL
Dohbayashi Shota,29,DH,49.0,,,,,,,-0.6,,,Hiroshima Carp,WL
Miyoshi Takumi,28,4,14.0,0.8,73.5,0.7,,0.0,0.1,0.0,,,Hiroshima Carp,WL
Miyoshi Takumi,28,5,30.0,0.3,12.9,0.6,,0.0,-0.3,-0.1,,,Hiroshima Carp,WL
