Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Iwasaki Shunsuke,1,0,0,0,0,0,0,.000,8,1,,4,0,1,0,0,2,0,0,3,3,27.00,SoftBank Hawks,
Kawaguchi Toya,2,0,0,0,0,0,0,.000,7,2,,1,0,1,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Kimura Hikaru,2,0,0,0,0,0,0,.000,10,2,.2,2,0,0,0,0,4,0,0,1,1,3.38,SoftBank Hawks,
Maeda Jun,10,2,2,0,0,0,0,.500,213,49,,44,3,17,0,6,31,0,0,18,17,3.12,SoftBank Hawks,
Matsumoto Haru,17,2,2,0,1,0,0,.500,164,40,.1,34,1,12,2,3,41,2,0,10,9,2.01,SoftBank Hawks,
Matsumoto Yuki,23,2,1,0,19,0,0,.667,86,22,.1,14,1,6,2,2,27,1,0,3,3,1.21,SoftBank Hawks,
Moinelo Livan,13,7,0,0,0,1,0,1.000,344,91,.1,61,5,19,0,2,100,0,0,14,13,1.28,SoftBank Hawks,
Ogata Shuto,22,0,1,0,3,0,0,.000,90,18,.2,23,3,9,1,0,19,1,0,14,11,5.30,SoftBank Hawks,
Ohe Ryusei,6,0,0,0,0,0,0,.000,20,5,.1,2,0,2,0,1,7,0,0,0,0,0.00,SoftBank Hawks,
Ohno Kazuo,2,0,0,0,0,0,0,.000,11,3,,3,0,1,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
Ohtsu Ryosuke,3,0,1,0,0,0,0,.000,60,13,,18,2,4,0,0,4,0,0,7,6,4.15,SoftBank Hawks,
Ohyama Ryo,21,1,1,1,2,0,0,.500,113,24,.2,28,1,10,2,1,15,0,0,9,8,2.92,SoftBank Hawks,
Ohzeki Tomohisa,12,5,3,0,0,0,0,.625,299,74,.2,52,5,20,1,3,49,0,0,18,17,2.05,SoftBank Hawks,
Osuna Roberto,25,3,1,8,6,0,0,.750,103,25,,23,2,6,1,3,15,0,0,12,12,4.32,SoftBank Hawks,
Sugiyama Kazuki,34,2,2,6,10,0,0,.500,137,33,.2,23,2,13,0,0,47,3,0,7,4,1.07,SoftBank Hawks,
Tsumori Yuki,13,1,1,1,2,0,0,.500,64,13,,17,1,4,2,4,14,0,0,5,5,3.46,SoftBank Hawks,
Uwasawa Naoyuki,12,5,5,0,0,1,0,.500,305,76,,63,9,18,1,3,50,0,0,32,28,3.32,SoftBank Hawks,
Ehara Masahiro,12,0,1,0,1,0,0,.000,61,13,,15,0,8,0,0,7,0,0,2,1,0.69,Rakuten Eagles,
Fujihira Shoma,30,0,2,4,8,0,0,.000,121,28,.1,26,6,12,2,0,24,1,0,15,13,4.13,Rakuten Eagles,
Fujii Masaru,11,3,4,0,0,0,0,.429,269,63,.2,57,5,25,0,3,38,0,0,18,17,2.40,Rakuten Eagles,
Hayakawa Takahisa,10,2,6,0,0,0,0,.250,259,63,,54,8,18,0,1,58,3,1,23,21,3.00,Rakuten Eagles,
Howard Spencer,6,4,0,0,0,0,0,1.000,141,35,.1,30,0,8,0,0,27,0,1,6,6,1.53,Rakuten Eagles,
Kajiya Ren,27,1,0,1,11,0,0,1.000,94,24,.1,13,0,11,1,1,21,0,0,5,5,1.85,Rakuten Eagles,
Karashima Wataru,2,0,2,0,0,0,0,.000,32,6,,15,1,1,0,0,1,0,0,7,7,10.50,Rakuten Eagles,
Kishi Takayuki,9,4,2,0,0,0,0,.667,219,52,.2,57,4,10,0,1,31,0,0,21,21,3.59,Rakuten Eagles,
Koja Tatsuki,7,2,2,0,0,1,1,.500,173,39,.1,40,3,16,0,1,21,0,0,19,19,4.35,Rakuten Eagles,
Konno Ryuta,30,1,1,0,5,0,0,.500,114,27,,19,3,9,1,2,17,1,0,8,8,2.67,Rakuten Eagles,
Matsuda Takuma,1,0,0,0,0,0,0,.000,3,1,,0,0,1,0,0,0,0,0,0,0,0.00,Rakuten Eagles,
Matsui Tomotaka,12,1,3,0,1,0,0,.250,122,26,,29,4,19,2,1,24,1,0,18,18,6.23,Rakuten Eagles,
Miyamori Satoshi,2,0,0,0,0,0,0,.000,22,3,,8,0,5,0,1,2,0,0,7,7,21.00,Rakuten Eagles,
Nakagomi Haruto,4,0,0,0,0,0,0,.000,19,4,,3,0,4,1,0,1,0,0,0,0,0.00,Rakuten Eagles,
Nishigaki Masaya,28,3,0,0,3,0,0,1.000,117,26,,19,1,17,2,4,25,1,0,7,6,2.08,Rakuten Eagles,
Nishiguchi Naoto,25,2,0,0,18,0,0,1.000,93,24,,14,0,8,1,0,36,2,0,0,0,0.00,Rakuten Eagles,
Norimoto Takahiro,28,3,2,8,6,0,0,.600,118,27,.2,26,1,10,0,0,20,0,0,6,6,1.95,Rakuten Eagles,
Ohuchi Seiya,1,0,0,0,0,0,0,.000,15,4,,1,0,2,0,0,3,0,0,0,0,0.00,Rakuten Eagles,
Shoji Kosei,3,1,0,0,0,0,0,1.000,64,15,.2,13,1,5,0,1,13,0,0,4,4,2.30,Rakuten Eagles,
Suzuki Sora,21,0,2,4,10,0,0,.000,77,19,.1,10,0,9,0,0,22,1,0,5,5,2.33,Rakuten Eagles,
Takinaka Ryota,8,3,4,0,0,0,0,.429,189,44,,42,2,9,0,2,27,0,0,17,14,2.86,Rakuten Eagles,
Tsurusaki Taisei,2,0,0,0,0,0,0,.000,16,3,,5,0,0,0,0,3,0,0,3,2,6.00,Rakuten Eagles,
Turley Nik,2,0,0,0,0,0,0,.000,7,1,.1,2,0,1,0,0,1,0,0,1,1,6.75,Rakuten Eagles,
Uchi Seiryu,15,3,2,1,1,0,0,.600,185,42,,43,5,16,1,3,23,1,0,16,13,2.79,Rakuten Eagles,
Watanabe Shota,18,1,0,1,5,0,0,1.000,77,18,,16,0,7,1,0,15,1,0,3,3,1.50,Rakuten Eagles,
Yajure Miguel,7,0,3,0,0,0,0,.000,157,36,.1,39,0,12,0,0,15,1,0,18,14,3.47,Rakuten Eagles,
Hada Shinnosuke,13,1,1,0,1,0,0,.500,55,11,.2,14,0,7,0,1,13,1,0,6,6,4.63,Seibu Lions,
Imai Tatsuya,13,6,2,0,0,2,1,.750,356,95,.2,50,4,24,0,3,110,0,0,14,14,1.32,Seibu Lions,
Kaino Hiroshi,23,2,3,0,15,0,0,.400,94,21,,20,2,11,0,1,18,1,0,10,10,4.29,Seibu Lions,
Kuroda Masaya,4,0,0,0,0,0,0,.000,21,4,,6,0,3,0,0,6,0,0,3,3,6.75,Seibu Lions,
Kuroki Yuta,6,1,0,0,0,0,0,1.000,25,5,.1,6,0,3,0,0,2,1,0,6,6,10.13,Seibu Lions,
Mizukami Yoshinobu,5,0,0,0,0,0,0,.000,25,5,.2,7,0,2,0,1,3,0,0,0,0,0.00,Seibu Lions,
Ramirez Emmanuel,21,1,0,0,3,0,0,1.000,84,20,.2,15,1,9,1,0,23,1,0,2,2,0.87,Seibu Lions,
Sasaki Takeru,6,0,1,0,1,0,0,.000,22,6,,4,0,1,0,0,3,0,0,1,1,1.50,Seibu Lions,
Sato Shunsuke,16,0,2,0,6,0,0,.000,76,15,.2,19,2,10,1,2,9,1,0,12,12,6.89,Seibu Lions,
Sugai Shinya,8,5,3,0,0,0,0,.625,171,41,,29,4,23,0,0,34,0,0,12,12,2.63,Seibu Lions,
Sumida Chihiro,12,7,3,0,0,2,1,.700,344,89,,69,4,14,1,1,81,1,0,15,15,1.52,Seibu Lions,
Taira Kaima,28,1,1,19,3,0,0,.500,112,27,.1,20,0,9,1,2,29,2,0,6,4,1.32,Seibu Lions,
Takahashi Kona,11,2,4,0,0,0,0,.333,287,68,,67,4,23,0,2,35,1,0,21,18,2.38,Seibu Lions,
Takeuchi Natsuki,6,3,2,0,0,0,0,.600,145,35,,32,3,11,1,1,20,1,0,14,13,3.34,Seibu Lions,
Tamura Ichiro,14,0,0,0,0,0,0,.000,74,17,.2,16,2,3,0,2,14,0,0,7,6,3.06,Seibu Lions,
Ueda Taiga,3,0,1,0,0,0,0,.000,76,15,.2,24,1,6,0,1,5,0,0,12,12,6.89,Seibu Lions,
Watanabe Yutaro,12,5,4,0,0,0,0,.556,310,77,.1,60,3,20,0,3,44,2,0,22,18,2.09,Seibu Lions,
Wingenter Trey,27,1,4,0,18,0,0,.200,98,25,.2,12,2,9,0,1,38,2,0,7,6,2.10,Seibu Lions,
Yamada Haruto,22,1,1,0,8,0,0,.500,85,22,.1,16,1,6,0,1,15,0,0,2,1,0.40,Seibu Lions,
Yoza Kaito,7,2,2,0,0,0,0,.500,162,40,.2,35,6,4,0,2,19,0,0,14,14,3.10,Seibu Lions,
Fukutani Koji,14,1,1,0,2,0,0,.500,63,14,.1,16,3,4,0,0,11,1,0,10,6,3.77,Nipponham Fighters,
Gu Lin Ruei-Yang,5,2,1,0,0,1,1,.667,121,30,,25,2,6,0,0,33,0,0,12,9,2.70,Nipponham Fighters,
Hori Mizuki,2,0,0,0,0,0,0,.000,9,1,.2,3,0,1,0,0,2,0,0,3,3,16.20,Nipponham Fighters,
Hosono Haruki,4,1,1,0,0,0,0,.500,95,23,.1,14,0,12,0,1,20,1,0,5,5,1.93,Nipponham Fighters,
Ikeda Takahide,24,0,3,0,13,0,0,.000,94,22,,21,1,5,1,1,14,2,0,6,6,2.45,Nipponham Fighters,
Itoh Hiromi,13,8,4,0,0,4,1,.667,397,99,.2,82,10,14,1,4,96,3,0,30,28,2.53,Nipponham Fighters,
Kanemura Shoma,10,4,3,0,0,4,3,.571,266,67,,60,5,10,0,1,43,1,0,22,21,2.82,Nipponham Fighters,
Katoh Takayuki,10,5,2,0,0,1,0,.714,243,59,.2,61,5,6,0,1,26,0,0,19,17,2.56,Nipponham Fighters,
Kawano Ryusei,25,2,0,0,18,0,0,1.000,78,20,.2,10,1,5,0,4,16,1,0,7,7,3.05,Nipponham Fighters,
Kitayama Koki,11,5,3,0,0,4,0,.625,301,78,.1,51,3,21,0,3,73,0,0,12,10,1.15,Nipponham Fighters,
Matsuoka Koki,3,0,0,0,0,0,0,.000,22,4,,8,1,2,0,0,5,0,0,4,3,6.75,Nipponham Fighters,
Miyanishi Naoki,19,1,1,0,10,0,0,.500,54,12,,14,0,4,1,0,10,2,0,3,3,2.25,Nipponham Fighters,
Nabatame Tsubasa,10,0,0,0,3,0,0,.000,32,8,.2,4,0,2,0,0,4,0,0,2,2,2.08,Nipponham Fighters,
Saito Yukiya,19,0,0,1,4,0,0,.000,88,22,.1,16,1,8,0,1,21,1,0,5,5,2.01,Nipponham Fighters,
Sugiura Toshihiro,8,1,1,0,0,0,0,.500,28,6,.1,8,3,2,0,0,6,0,0,5,4,5.68,Nipponham Fighters,
Sun Yi-Lei,7,0,0,1,4,0,0,.000,26,7,,4,1,2,0,0,4,0,0,2,2,2.57,Nipponham Fighters,
Tamai Taisho,15,0,2,1,8,0,0,.000,43,11,.1,6,1,1,0,1,10,0,0,2,2,1.59,Nipponham Fighters,
Tanaka Seigi,21,0,1,11,3,0,0,.000,85,20,.1,17,2,7,4,1,18,2,0,4,4,1.77,Nipponham Fighters,
Tatsu Kota,6,5,0,0,0,1,0,1.000,153,42,.1,22,2,7,0,0,41,1,0,3,3,0.64,Nipponham Fighters,
VerHagen Drew,3,1,2,0,0,0,0,.333,61,14,,16,2,3,0,0,8,0,1,10,10,6.43,Nipponham Fighters,
Yamamoto Takumi,13,2,1,0,0,0,0,.667,59,13,,13,0,6,1,0,17,0,0,6,5,3.46,Nipponham Fighters,
Yamasaki Sachiya,11,3,2,0,0,1,1,.600,266,67,,60,3,10,1,1,29,1,0,16,12,1.61,Nipponham Fighters,
Yanagawa Taisei,21,1,1,3,5,0,0,.500,84,19,.2,13,1,9,2,2,25,1,1,5,3,1.37,Nipponham Fighters,
