Pitcher,Team,Throws,IP,TBF,FB Velo,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,Strike%,Ball%,F-Str%,PAR%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%,Zone%,Arm%,Glove%,High%,Low%,MM%,Behind%,Sec%,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78
Nakamori Shunsuke,Lotte,R,29.33333333,111,93.6,0.32432432,0.03603604,0.50800915,0.6754386,0.32535885,0.74324324,0.87662338,0.44117647,0.1304347826,0.2567567568,0.2929061785,0.6796338673,0.3203661327,0.6126126126,0.24,0.6338672769,0.3,0.6,0.1,0.4142857143,0.1857142857,0.7,0.009009009009,0.02380952381,0.3142857143,0.3285714286,0.3571428571,0.1571428571,0.5217391304,0.4897025172,0.5102974828,0.3638443936,0.6361556064,0.03661327231,0.0823798627,0.3935926773,,32.43243243,3.603603604,50.80091533,67.54385965,32.53588517,74.32432432,87.66233766,44.11764706,13.04347826,25.67567568,29.29061785,67.96338673,32.03661327,61.26126126,24.0,63.38672769,30.0,60.0,10.0,41.42857143,18.57142857,70.0,0.9009009009,2.380952381,31.42857143,32.85714286,35.71428571,15.71428571,52.17391304,48.97025172,51.02974828,36.38443936,63.61556064,3.661327231,8.23798627,39.35926773
Kuroki Yuta,Seibu,R,29.0,122,92.4,0.20491803,0.09836066,0.49568966,0.69868996,0.29787234,0.74782609,0.86875,0.47142857,0.125,0.252173913,0.2650862069,0.6465517241,0.3534482759,0.6363636364,0.1724137931,0.5905172414,0.5555555556,0.3580246914,0.08641975309,0.2592592593,0.0987654321,0.4444444444,0.008196721311,0.03448275862,0.2839506173,0.4938271605,0.2222222222,0.07058823529,0.4935344828,0.4935344828,0.5064655172,0.3448275862,0.6551724138,0.04525862069,0.1034482759,0.3706896552,,20.49180328,9.836065574,49.56896552,69.86899563,29.78723404,74.7826087,86.875,47.14285714,12.5,25.2173913,26.50862069,64.65517241,35.34482759,63.63636364,17.24137931,59.05172414,55.55555556,35.80246914,8.641975309,25.92592593,9.87654321,44.44444444,0.8196721311,3.448275862,28.39506173,49.38271605,22.22222222,7.058823529,49.35344828,49.35344828,50.64655172,34.48275862,65.51724138,4.525862069,10.34482759,37.06896552
Taguchi Kazuto,Yakult,L,29.0,122,89.1,0.20491803,0.07377049,0.44689379,0.63306452,0.26294821,0.79372197,0.87898089,0.59090909,0.09218436874,0.2062780269,0.2685370741,0.6352705411,0.3647294589,0.6280991736,0.1623376623,0.5851703407,0.55,0.4125,0.0375,0.2875,0.125,0.45,0.0,0.0,0.3125,0.425,0.2625,0.07058823529,0.496993988,0.3146292585,0.6853707415,0.3587174349,0.6412825651,0.05811623246,0.1142284569,0.5130260521,,20.49180328,7.37704918,44.68937876,63.30645161,26.29482072,79.37219731,87.89808917,59.09090909,9.218436874,20.62780269,26.85370741,63.52705411,36.47294589,62.80991736,16.23376623,58.51703407,55.0,41.25,3.75,28.75,12.5,45.0,0.0,0.0,31.25,42.5,26.25,7.058823529,49.6993988,31.46292585,68.53707415,35.87174349,64.12825651,5.811623246,11.42284569,51.30260521
Shimokawa Shunsuke,Yakult,R,28.66666667,113,78.2,0.17699115,0.0619469,0.4279476,0.60714286,0.25641026,0.77040816,0.77941176,0.75,0.09825327511,0.2295918367,0.2816593886,0.6266375546,0.3733624454,0.5663716814,0.1801801802,0.5807860262,0.3855421687,0.5180722892,0.09638554217,0.313253012,0.2048192771,0.6144578313,0.01769911504,0.04651162791,0.313253012,0.4698795181,0.2168674699,0.1686746988,0.4890829694,0.480349345,0.519650655,0.556768559,0.443231441,0.05676855895,0.1637554585,0.3427947598,,17.69911504,6.194690265,42.79475983,60.71428571,25.64102564,77.04081633,77.94117647,75.0,9.825327511,22.95918367,28.16593886,62.66375546,37.33624454,56.63716814,18.01801802,58.07860262,38.55421687,51.80722892,9.638554217,31.3253012,20.48192771,61.44578313,1.769911504,4.651162791,31.3253012,46.98795181,21.68674699,16.86746988,48.90829694,48.0349345,51.9650655,55.6768559,44.3231441,5.676855895,16.37554585,34.27947598
Beasley Jeremy,Hanshin,R,28.66666667,131,93.1,0.19083969,0.07633588,0.44821092,0.6221374,0.27675277,0.77731092,0.85276074,0.61333333,0.09981167608,0.2226890756,0.2711864407,0.6403013183,0.3596986817,0.6538461538,0.1655629139,0.5649717514,0.4239130435,0.4456521739,0.1304347826,0.2934782609,0.152173913,0.5760869565,0.0,0.0,0.3804347826,0.4347826087,0.1847826087,0.2173913043,0.4934086629,0.4371482176,0.5628517824,0.4746716698,0.5253283302,0.0487804878,0.1294559099,0.2881355932,,19.08396947,7.633587786,44.82109228,62.21374046,27.67527675,77.73109244,85.27607362,61.33333333,9.981167608,22.26890756,27.11864407,64.03013183,35.96986817,65.38461538,16.55629139,56.49717514,42.39130435,44.56521739,13.04347826,29.34782609,15.2173913,57.60869565,0.0,0.0,38.04347826,43.47826087,18.47826087,21.73913043,49.34086629,43.71482176,56.28517824,47.46716698,52.53283302,4.87804878,12.94559099,28.81355932
Iwasada Yuta,Hanshin,L,28.33333333,125,88.5,0.176,0.056,0.4338843,0.61389961,0.22666667,0.79047619,0.88050314,0.50980392,0.09090909091,0.2095238095,0.2975206612,0.6425619835,0.3574380165,0.552,0.1692307692,0.5743801653,0.329787234,0.5,0.170212766,0.3404255319,0.1595744681,0.670212766,0.008,0.02127659574,0.3829787234,0.4042553191,0.2127659574,0.2021276596,0.5351239669,0.4607438017,0.5392561983,0.3904958678,0.6095041322,0.05165289256,0.1239669421,0.7334710744,,17.6,5.6,43.38842975,61.38996139,22.66666667,79.04761905,88.05031447,50.98039216,9.090909091,20.95238095,29.75206612,64.25619835,35.74380165,55.2,16.92307692,57.43801653,32.9787234,50.0,17.0212766,34.04255319,15.95744681,67.0212766,0.8,2.127659574,38.29787234,40.42553191,21.27659574,20.21276596,53.51239669,46.07438017,53.92561983,39.04958678,60.95041322,5.165289256,12.39669421,73.34710744
Morihara Kohei,DeNA,R,28.0,110,91.0,0.22727273,0.01818182,0.5078534,0.65277778,0.31736527,0.77835052,0.85815603,0.56603774,0.112565445,0.2216494845,0.2984293194,0.7094240838,0.2905759162,0.6972477064,0.2475247525,0.6518324607,0.45,0.4875,0.0625,0.3125,0.175,0.55,0.009090909091,0.02564102564,0.325,0.4,0.275,0.075,0.5654450262,0.5639686684,0.4360313316,0.4203655352,0.5796344648,0.07832898172,0.08355091384,0.5314136126,,22.72727273,1.818181818,50.78534031,65.27777778,31.73652695,77.83505155,85.81560284,56.60377358,11.2565445,22.16494845,29.84293194,70.94240838,29.05759162,69.72477064,24.75247525,65.18324607,45.0,48.75,6.25,31.25,17.5,55.0,0.9090909091,2.564102564,32.5,40.0,27.5,7.5,56.54450262,56.39686684,43.60313316,42.03655352,57.96344648,7.832898172,8.355091384,53.14136126
Suzuki Shota,Lotte,L,27.66666667,122,90.3,0.22131148,0.06557377,0.44798301,0.62139918,0.26315789,0.76777251,0.85430464,0.55,0.1040339703,0.2322274882,0.2866242038,0.6475583864,0.3524416136,0.6803278689,0.1849315068,0.5753715499,0.3764705882,0.5411764706,0.08235294118,0.4588235294,0.08235294118,0.6235294118,0.008196721311,0.02173913043,0.3058823529,0.4117647059,0.2823529412,0.1411764706,0.5159235669,0.3864118896,0.6135881104,0.3205944798,0.6794055202,0.04883227176,0.09554140127,0.3057324841,,22.13114754,6.557377049,44.79830149,62.1399177,26.31578947,76.77725118,85.43046358,55.0,10.40339703,23.22274882,28.66242038,64.75583864,35.24416136,68.03278689,18.49315068,57.53715499,37.64705882,54.11764706,8.235294118,45.88235294,8.235294118,62.35294118,0.8196721311,2.173913043,30.58823529,41.17647059,28.23529412,14.11764706,51.59235669,38.64118896,61.35881104,32.05944798,67.94055202,4.883227176,9.554140127,30.57324841
Sawada Keisuke,Lotte,R,27.33333333,113,92.7,0.18584071,0.07079646,0.52034261,0.728,0.28110599,0.78600823,0.83516484,0.63934426,0.1113490364,0.2139917695,0.2526766595,0.6659528908,0.3340471092,0.6283185841,0.13125,0.6124197002,0.3452380952,0.5714285714,0.08333333333,0.3928571429,0.1785714286,0.6547619048,0.02654867257,0.0625,0.25,0.4642857143,0.2857142857,0.130952381,0.5353319058,0.3897216274,0.6102783726,0.3940042827,0.6059957173,0.06852248394,0.1049250535,0.3468950749,,18.5840708,7.079646018,52.03426124,72.8,28.11059908,78.60082305,83.51648352,63.93442623,11.13490364,21.39917695,25.26766595,66.59528908,33.40471092,62.83185841,13.125,61.24197002,34.52380952,57.14285714,8.333333333,39.28571429,17.85714286,65.47619048,2.654867257,6.25,25.0,46.42857143,28.57142857,13.0952381,53.53319058,38.97216274,61.02783726,39.40042827,60.59957173,6.852248394,10.49250535,34.68950749
Nabatame Tsubasa,Nipponham,R,27.0,106,92.6,0.1509434,0.04716981,0.55384615,0.77142857,0.3,0.8287037,0.88888889,0.64814815,0.09487179487,0.1712962963,0.2102564103,0.6794871795,0.3205128205,0.6761904762,0.125984252,0.6205128205,0.5421686747,0.3975903614,0.06024096386,0.313253012,0.0843373494,0.4578313253,0.02830188679,0.09090909091,0.4096385542,0.4457831325,0.1445783133,0.130952381,0.5384615385,0.5307692308,0.4692307692,0.4641025641,0.5358974359,0.04871794872,0.07692307692,0.1717948718,,15.09433962,4.716981132,55.38461538,77.14285714,30.0,82.87037037,88.88888889,64.81481481,9.487179487,17.12962963,21.02564103,67.94871795,32.05128205,67.61904762,12.5984252,62.05128205,54.21686747,39.75903614,6.024096386,31.3253012,8.43373494,45.78313253,2.830188679,9.090909091,40.96385542,44.57831325,14.45783133,13.0952381,53.84615385,53.07692308,46.92307692,46.41025641,53.58974359,4.871794872,7.692307692,17.17948718
Tsurusaki Taisei,Rakuten,R,27.0,122,92.9,0.21311475,0.05737705,0.49342105,0.64125561,0.35193133,0.74666667,0.9020979,0.47560976,0.125,0.2533333333,0.298245614,0.6754385965,0.3245614035,0.6776859504,0.1857142857,0.5986842105,0.488372093,0.4418604651,0.06976744186,0.3604651163,0.08139534884,0.511627907,0.01639344262,0.05263157895,0.2790697674,0.4534883721,0.2674418605,0.06976744186,0.4890350877,0.4912280702,0.5087719298,0.3728070175,0.6271929825,0.06578947368,0.09429824561,0.2872807018,,21.31147541,5.737704918,49.34210526,64.12556054,35.19313305,74.66666667,90.20979021,47.56097561,12.5,25.33333333,29.8245614,67.54385965,32.45614035,67.76859504,18.57142857,59.86842105,48.8372093,44.18604651,6.976744186,36.04651163,8.139534884,51.1627907,1.639344262,5.263157895,27.90697674,45.34883721,26.74418605,6.976744186,48.90350877,49.12280702,50.87719298,37.28070175,62.71929825,6.578947368,9.429824561,28.72807018
Yamazaki Soichiro,ORIX,R,27.0,116,94.0,0.27586207,0.09482759,0.51606426,0.73390558,0.3245283,0.65758755,0.74269006,0.48837209,0.1767068273,0.3424124514,0.297188755,0.6445783133,0.3554216867,0.5689655172,0.1818181818,0.5923694779,0.338028169,0.5774647887,0.08450704225,0.4225352113,0.1549295775,0.661971831,0.04310344828,0.1219512195,0.3661971831,0.3943661972,0.2394366197,0.2394366197,0.4678714859,0.421686747,0.578313253,0.5441767068,0.4558232932,0.04819277108,0.1084337349,0.2951807229,,27.5862069,9.482758621,51.6064257,73.39055794,32.45283019,65.75875486,74.26900585,48.8372093,17.67068273,34.24124514,29.7188755,64.45783133,35.54216867,56.89655172,18.18181818,59.23694779,33.8028169,57.74647887,8.450704225,42.25352113,15.49295775,66.1971831,4.310344828,12.19512195,36.61971831,39.43661972,23.94366197,23.94366197,46.78714859,42.1686747,57.8313253,54.41767068,45.58232932,4.819277108,10.84337349,29.51807229
Tamura Ichiro,Seibu,R,26.66666667,116,90.5,0.17241379,0.05172414,0.54441913,0.74180328,0.2974359,0.76569038,0.85635359,0.48275862,0.1275626424,0.2343096234,0.2619589977,0.6924829157,0.3075170843,0.5913043478,0.1449275362,0.6264236902,0.3855421687,0.5180722892,0.09638554217,0.3493975904,0.1686746988,0.6144578313,0.03448275862,0.09302325581,0.421686747,0.3493975904,0.2289156627,0.2068965517,0.555808656,0.4897494305,0.5102505695,0.416856492,0.583143508,0.05922551253,0.08200455581,0.4009111617,,17.24137931,5.172413793,54.44191344,74.18032787,29.74358974,76.56903766,85.63535912,48.27586207,12.75626424,23.43096234,26.19589977,69.24829157,30.75170843,59.13043478,14.49275362,62.64236902,38.55421687,51.80722892,9.638554217,34.93975904,16.86746988,61.44578313,3.448275862,9.302325581,42.1686747,34.93975904,22.89156627,20.68965517,55.5808656,48.97494305,51.02505695,41.6856492,58.3143508,5.922551253,8.200455581,40.09111617
VerHagen Drew,Nipponham,R,26.66666667,113,93.0,0.19469027,0.05309735,0.46633416,0.59817352,0.30601093,0.74331551,0.84732824,0.5,0.1197007481,0.256684492,0.3316708229,0.6832917706,0.3167082294,0.6637168142,0.22,0.608478803,0.4880952381,0.4285714286,0.08333333333,0.3452380952,0.08333333333,0.5119047619,0.03539823009,0.1111111111,0.4047619048,0.4047619048,0.1904761905,0.1428571429,0.5461346633,0.3955223881,0.6044776119,0.4427860697,0.5572139303,0.05721393035,0.1094527363,0.5187032419,,19.46902655,5.309734513,46.63341646,59.8173516,30.6010929,74.3315508,84.73282443,50.0,11.97007481,25.6684492,33.16708229,68.32917706,31.67082294,66.37168142,22.0,60.8478803,48.80952381,42.85714286,8.333333333,34.52380952,8.333333333,51.19047619,3.539823009,11.11111111,40.47619048,40.47619048,19.04761905,14.28571429,54.61346633,39.55223881,60.44776119,44.27860697,55.72139303,5.721393035,10.94527363,51.87032419
Ishikawa Masanori,Yakult,L,26.66666667,134,80.2,0.06716418,0.05970149,0.42323651,0.58955224,0.21495327,0.90686275,0.9556962,0.73913043,0.03941908714,0.0931372549,0.2510373444,0.6576763485,0.3423236515,0.7368421053,0.072,0.5580912863,0.4859813084,0.3831775701,0.1308411215,0.3364485981,0.04672897196,0.5140186916,0.0223880597,0.07317073171,0.3644859813,0.5140186916,0.1214953271,0.1578947368,0.5560165975,0.3796680498,0.6203319502,0.3195020747,0.6804979253,0.03734439834,0.08921161826,0.2800829876,,6.71641791,5.970149254,42.32365145,58.95522388,21.4953271,90.68627451,95.56962025,73.91304348,3.941908714,9.31372549,25.10373444,65.76763485,34.23236515,73.68421053,7.2,55.80912863,48.59813084,38.31775701,13.08411215,33.64485981,4.672897196,51.40186916,2.23880597,7.317073171,36.44859813,51.40186916,12.14953271,15.78947368,55.60165975,37.96680498,62.03319502,31.95020747,68.04979253,3.734439834,8.921161826,28.00829876
Kawano Ryusei,Nipponham,L,26.66666667,108,90.7,0.19444444,0.05555556,0.54523227,0.75,0.30687831,0.70403587,0.81818182,0.37931034,0.1613691932,0.2959641256,0.2885085575,0.6919315403,0.3080684597,0.6153846154,0.1567164179,0.6332518337,0.4133333333,0.4933333333,0.09333333333,0.3333333333,0.16,0.5866666667,0.03703703704,0.1081081081,0.3333333333,0.44,0.2266666667,0.1428571429,0.5378973105,0.3569682152,0.6430317848,0.315403423,0.684596577,0.0586797066,0.07334963325,0.1809290954,,19.44444444,5.555555556,54.52322738,75.0,30.68783069,70.40358744,81.81818182,37.93103448,16.13691932,29.59641256,28.85085575,69.19315403,30.80684597,61.53846154,15.67164179,63.32518337,41.33333333,49.33333333,9.333333333,33.33333333,16.0,58.66666667,3.703703704,10.81081081,33.33333333,44.0,22.66666667,14.28571429,53.78973105,35.69682152,64.30317848,31.5403423,68.4596577,5.86797066,7.334963325,18.09290954
Umeno Yugo,Chunichi,R,26.33333333,115,93.4,0.2173913,0.11304348,0.40298507,0.5627907,0.26771654,0.75132275,0.83471074,0.60294118,0.1002132196,0.2486772487,0.289978678,0.6076759062,0.3923240938,0.6315789474,0.1621621622,0.5586353945,0.4788732394,0.4225352113,0.0985915493,0.3098591549,0.1126760563,0.5211267606,0.01739130435,0.06666666667,0.338028169,0.4366197183,0.2253521127,0.1216216216,0.4584221748,0.4285714286,0.5714285714,0.4179104478,0.5820895522,0.05330490405,0.1151385928,0.4712153518,,21.73913043,11.30434783,40.29850746,56.27906977,26.77165354,75.13227513,83.47107438,60.29411765,10.02132196,24.86772487,28.9978678,60.76759062,39.23240938,63.15789474,16.21621622,55.86353945,47.88732394,42.25352113,9.85915493,30.98591549,11.26760563,52.11267606,1.739130435,6.666666667,33.8028169,43.66197183,22.53521127,12.16216216,45.84221748,42.85714286,57.14285714,41.79104478,58.20895522,5.330490405,11.51385928,47.12153518
Ramirez Emmanuel,Seibu,R,26.0,107,93.3,0.26168224,0.10280374,0.46717172,0.65591398,0.2985782,0.7027027,0.89344262,0.33333333,0.1388888889,0.2972972973,0.2954545455,0.6313131313,0.3686868687,0.5566037736,0.2718446602,0.5909090909,0.3939393939,0.5454545455,0.06060606061,0.3939393939,0.1515151515,0.6060606061,0.009345794393,0.02777777778,0.3939393939,0.3787878788,0.2272727273,0.1666666667,0.4696969697,0.4458438287,0.5541561713,0.4685138539,0.5314861461,0.05541561713,0.1385390428,0.4393939394,,26.1682243,10.28037383,46.71717172,65.59139785,29.85781991,70.27027027,89.3442623,33.33333333,13.88888889,29.72972973,29.54545455,63.13131313,36.86868687,55.66037736,27.18446602,59.09090909,39.39393939,54.54545455,6.060606061,39.39393939,15.15151515,60.60606061,0.9345794393,2.777777778,39.39393939,37.87878788,22.72727273,16.66666667,46.96969697,44.58438287,55.41561713,46.85138539,53.14861461,5.541561713,13.85390428,43.93939394
Tsunehiro Hayato,Hiroshima,R,26.0,125,89.7,0.168,0.032,0.43326489,0.6,0.23423423,0.81990521,0.91823899,0.51923077,0.07802874743,0.1800947867,0.2915811088,0.659137577,0.340862423,0.608,0.152173913,0.568788501,0.5319148936,0.3936170213,0.07446808511,0.3404255319,0.05319148936,0.4680851064,0.016,0.05405405405,0.3936170213,0.414893617,0.1914893617,0.1354166667,0.5441478439,0.6057494867,0.3942505133,0.4065708419,0.5934291581,0.06570841889,0.112936345,0.2997946612,,16.8,3.2,43.32648871,60.0,23.42342342,81.99052133,91.82389937,51.92307692,7.802874743,18.00947867,29.15811088,65.9137577,34.0862423,60.8,15.2173913,56.8788501,53.19148936,39.36170213,7.446808511,34.04255319,5.319148936,46.80851064,1.6,5.405405405,39.36170213,41.4893617,19.14893617,13.54166667,54.41478439,60.57494867,39.42505133,40.65708419,59.34291581,6.570841889,11.2936345,29.97946612
Katsuno Akiyoshi,Chunichi,R,26.0,118,95.5,0.28813559,0.08474576,0.50939457,0.70535714,0.3359375,0.69672131,0.87974684,0.36046512,0.1544885177,0.3032786885,0.2839248434,0.6492693111,0.3507306889,0.5811965812,0.2179487179,0.5887265136,0.4084507042,0.4929577465,0.0985915493,0.3943661972,0.0985915493,0.5915492958,0.01694915254,0.05714285714,0.2112676056,0.4647887324,0.323943662,0.1267605634,0.4676409186,0.5333333333,0.4666666667,0.3583333333,0.6416666667,0.05416666667,0.1020833333,0.4676409186,,28.81355932,8.474576271,50.9394572,70.53571429,33.59375,69.67213115,87.97468354,36.04651163,15.44885177,30.32786885,28.39248434,64.92693111,35.07306889,58.11965812,21.79487179,58.87265136,40.84507042,49.29577465,9.85915493,39.43661972,9.85915493,59.15492958,1.694915254,5.714285714,21.12676056,46.47887324,32.3943662,12.67605634,46.76409186,53.33333333,46.66666667,35.83333333,64.16666667,5.416666667,10.20833333,46.76409186
Dominguez Johan,Hiroshima,R,26.0,115,92.5,0.17391304,0.14782609,0.44206009,0.66525424,0.21304348,0.77669903,0.86624204,0.48979592,0.09871244635,0.2233009709,0.2618025751,0.6158798283,0.3841201717,0.6086956522,0.1369863014,0.5708154506,0.5131578947,0.4210526316,0.06578947368,0.3026315789,0.1184210526,0.4868421053,0.01739130435,0.0625,0.3684210526,0.3421052632,0.2894736842,0.1184210526,0.5064377682,0.4484978541,0.5515021459,0.6266094421,0.3733905579,0.04935622318,0.1051502146,0.2510729614,,17.39130435,14.7826087,44.20600858,66.52542373,21.30434783,77.66990291,86.62420382,48.97959184,9.871244635,22.33009709,26.18025751,61.58798283,38.41201717,60.86956522,13.69863014,57.08154506,51.31578947,42.10526316,6.578947368,30.26315789,11.84210526,48.68421053,1.739130435,6.25,36.84210526,34.21052632,28.94736842,11.84210526,50.64377682,44.84978541,55.15021459,62.66094421,37.33905579,4.935622318,10.51502146,25.10729614
Matsui Tomotaka,Rakuten,R,25.66666667,126,91.3,0.1984127,0.13492063,0.40344168,0.60852713,0.20300752,0.79146919,0.87261147,0.55555556,0.08413001912,0.2085308057,0.2772466539,0.5984703633,0.4015296367,0.5322580645,0.1586206897,0.5372848948,0.3417721519,0.5569620253,0.1012658228,0.417721519,0.1392405063,0.6582278481,0.03174603175,0.09090909091,0.3670886076,0.3670886076,0.2658227848,0.1951219512,0.4933078394,0.5992366412,0.4007633588,0.3339694656,0.6660305344,0.05152671756,0.1545801527,0.3288718929,,19.84126984,13.49206349,40.34416826,60.85271318,20.30075188,79.14691943,87.2611465,55.55555556,8.413001912,20.85308057,27.72466539,59.84703633,40.15296367,53.22580645,15.86206897,53.72848948,34.17721519,55.69620253,10.12658228,41.7721519,13.92405063,65.82278481,3.174603175,9.090909091,36.70886076,36.70886076,26.58227848,19.51219512,49.33078394,59.92366412,40.07633588,33.39694656,66.60305344,5.152671756,15.45801527,32.88718929
Azuma Kohei,ORIX,R,25.66666667,113,92.4,0.11504425,0.12389381,0.44866071,0.64912281,0.24090909,0.80597015,0.91216216,0.50943396,0.08705357143,0.1940298507,0.2589285714,0.6361607143,0.3638392857,0.6017699115,0.09923664122,0.5803571429,0.4880952381,0.3928571429,0.119047619,0.2857142857,0.1071428571,0.5119047619,0.0,0.0,0.3214285714,0.4285714286,0.25,0.05952380952,0.5089285714,0.5133928571,0.4866071429,0.4486607143,0.5513392857,0.03794642857,0.1183035714,0.140625,,11.50442478,12.38938053,44.86607143,64.9122807,24.09090909,80.59701493,91.21621622,50.94339623,8.705357143,19.40298507,25.89285714,63.61607143,36.38392857,60.17699115,9.923664122,58.03571429,48.80952381,39.28571429,11.9047619,28.57142857,10.71428571,51.19047619,0.0,0.0,32.14285714,42.85714286,25.0,5.952380952,50.89285714,51.33928571,48.66071429,44.86607143,55.13392857,3.794642857,11.83035714,14.0625
Kozawa Reiji,Yakult,R,25.33333333,122,88.1,0.24590164,0.13114754,0.43983402,0.62240664,0.25726141,0.74528302,0.80666667,0.59677419,0.112033195,0.2547169811,0.2925311203,0.6307053942,0.3692946058,0.6033057851,0.2056737589,0.5726141079,0.4507042254,0.5070422535,0.04225352113,0.3521126761,0.1549295775,0.5492957746,0.04098360656,0.1388888889,0.338028169,0.4788732394,0.1830985915,0.1333333333,0.5,0.5497925311,0.4502074689,0.5020746888,0.4979253112,0.04356846473,0.1078838174,0.3941908714,,24.59016393,13.1147541,43.98340249,62.2406639,25.72614108,74.52830189,80.66666667,59.67741935,11.2033195,25.47169811,29.25311203,63.07053942,36.92946058,60.33057851,20.56737589,57.26141079,45.07042254,50.70422535,4.225352113,35.21126761,15.49295775,54.92957746,4.098360656,13.88888889,33.8028169,47.88732394,18.30985915,13.33333333,50.0,54.97925311,45.02074689,50.20746888,49.79253112,4.356846473,10.78838174,39.41908714
Yagi Akira,Lotte,R,25.33333333,116,92.8,0.21551724,0.05172414,0.47209302,0.62162162,0.3125,0.7635468,0.84782609,0.58461538,0.111627907,0.236453202,0.3046511628,0.6744186047,0.3255813953,0.6434782609,0.2066115702,0.5930232558,0.5125,0.4,0.0875,0.325,0.075,0.4875,0.02586206897,0.09375,0.3875,0.4125,0.2,0.1341463415,0.5162790698,0.5511627907,0.4488372093,0.4046511628,0.5953488372,0.06046511628,0.1023255814,0.3558139535,,21.55172414,5.172413793,47.20930233,62.16216216,31.25,76.3546798,84.7826087,58.46153846,11.1627907,23.6453202,30.46511628,67.44186047,32.55813953,64.34782609,20.66115702,59.30232558,51.25,40.0,8.75,32.5,7.5,48.75,2.586206897,9.375,38.75,41.25,20.0,13.41463415,51.62790698,55.11627907,44.88372093,40.46511628,59.53488372,6.046511628,10.23255814,35.58139535
Yamamoto Takumi,Nipponham,R,25.33333333,109,93.7,0.27522936,0.08256881,0.53414634,0.72222222,0.32474227,0.70319635,0.77564103,0.52380952,0.1585365854,0.296803653,0.2951219512,0.6804878049,0.3195121951,0.6759259259,0.2380952381,0.6219512195,0.447761194,0.3880597015,0.1641791045,0.2686567164,0.1194029851,0.552238806,0.0,0.0,0.4029850746,0.4179104478,0.1791044776,0.1304347826,0.5268292683,0.4317073171,0.5682926829,0.4317073171,0.5682926829,0.04634146341,0.1073170732,0.1341463415,,27.52293578,8.256880734,53.41463415,72.22222222,32.4742268,70.3196347,77.56410256,52.38095238,15.85365854,29.6803653,29.51219512,68.04878049,31.95121951,67.59259259,23.80952381,62.19512195,44.7761194,38.80597015,16.41791045,26.86567164,11.94029851,55.2238806,0.0,0.0,40.29850746,41.79104478,17.91044776,13.04347826,52.68292683,43.17073171,56.82926829,43.17073171,56.82926829,4.634146341,10.73170732,13.41463415
Nakamura Yuta,Seibu,R,25.0,102,89.7,0.2254902,0.07843137,0.47321429,0.67982456,0.25909091,0.78301887,0.82580645,0.66666667,0.1026785714,0.2169811321,0.2589285714,0.6316964286,0.3683035714,0.5544554455,0.1474358974,0.5803571429,0.4126984127,0.4920634921,0.09523809524,0.3492063492,0.1428571429,0.5873015873,0.009803921569,0.03225806452,0.3650793651,0.3492063492,0.2857142857,0.1594202899,0.5089285714,0.3928571429,0.6071428571,0.484375,0.515625,0.03348214286,0.08482142857,0.4107142857,,22.54901961,7.843137255,47.32142857,67.98245614,25.90909091,78.30188679,82.58064516,66.66666667,10.26785714,21.69811321,25.89285714,63.16964286,36.83035714,55.44554455,14.74358974,58.03571429,41.26984127,49.20634921,9.523809524,34.92063492,14.28571429,58.73015873,0.9803921569,3.225806452,36.50793651,34.92063492,28.57142857,15.94202899,50.89285714,39.28571429,60.71428571,48.4375,51.5625,3.348214286,8.482142857,41.07142857
Nakagawa Koh,DeNA,R,24.66666667,104,91.3,0.23076923,0.04807692,0.46564886,0.61375661,0.32843137,0.69945355,0.81896552,0.49253731,0.1399491094,0.3005464481,0.3256997455,0.6564885496,0.3435114504,0.6274509804,0.219047619,0.5954198473,0.4153846154,0.4923076923,0.09230769231,0.2615384615,0.2307692308,0.5846153846,0.02884615385,0.09375,0.4,0.4615384615,0.1384615385,0.1621621622,0.4809160305,0.5165394402,0.4834605598,0.4147582697,0.5852417303,0.06106870229,0.1297709924,0.6132315522,,23.07692308,4.807692308,46.5648855,61.37566138,32.84313725,69.94535519,81.89655172,49.25373134,13.99491094,30.05464481,32.56997455,65.64885496,34.35114504,62.74509804,21.9047619,59.54198473,41.53846154,49.23076923,9.230769231,26.15384615,23.07692308,58.46153846,2.884615385,9.375,40.0,46.15384615,13.84615385,16.21621622,48.09160305,51.65394402,48.34605598,41.47582697,58.52417303,6.106870229,12.97709924,61.32315522
