Pitcher,Team,Throws,IP,TBF,FB Velo,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,Strike%,Ball%,F-Str%,PAR%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%,Zone%,Arm%,Glove%,High%,Low%,MM%,Behind%,Sec%,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78
Tanaka Haruya,Lotte,R,75.33333333,316,93.0,0.24367089,0.08227848,0.456917,0.63565891,0.27096774,0.72145329,0.82682927,0.46428571,0.1272727273,0.2785467128,0.3083003953,0.6442687747,0.3557312253,0.5936507937,0.2038043478,0.5936758893,0.4736842105,0.4401913876,0.08612440191,0.3205741627,0.1196172249,0.5263157895,0.01265822785,0.04347826087,0.3110047847,0.4210526316,0.2679425837,0.1042654028,0.5098814229,0.4988142292,0.5011857708,0.44743083,0.55256917,0.04664031621,0.1209486166,0.3612648221,,24.36708861,8.227848101,45.6916996,63.56589147,27.09677419,72.14532872,82.68292683,46.42857143,12.72727273,27.85467128,30.83003953,64.42687747,35.57312253,59.36507937,20.38043478,59.36758893,47.36842105,44.01913876,8.612440191,32.05741627,11.96172249,52.63157895,1.265822785,4.347826087,31.10047847,42.10526316,26.79425837,10.42654028,50.98814229,49.88142292,50.11857708,44.743083,55.256917,4.664031621,12.09486166,36.12648221
Hayakawa Takahisa,Rakuten,L,67.33333333,291,89.5,0.20962199,0.06872852,0.49341528,0.66778523,0.30147059,0.76512456,0.84422111,0.57317073,0.1158911326,0.2348754448,0.2853380158,0.6672519754,0.3327480246,0.6219931271,0.1699164345,0.6066725198,0.3381642512,0.5942028986,0.06763285024,0.4879227053,0.1062801932,0.6618357488,0.03436426117,0.08130081301,0.4154589372,0.4009661836,0.1835748792,0.2367149758,0.5232660228,0.4622807018,0.5377192982,0.3807017544,0.6192982456,0.05526315789,0.1052631579,0.4363476734,,20.96219931,6.872852234,49.34152766,66.77852349,30.14705882,76.51245552,84.42211055,57.31707317,11.58911326,23.48754448,28.53380158,66.72519754,33.27480246,62.19931271,16.99164345,60.66725198,33.81642512,59.42028986,6.763285024,48.79227053,10.62801932,66.18357488,3.436426117,8.130081301,41.54589372,40.09661836,18.35748792,23.67149758,52.32660228,46.22807018,53.77192982,38.07017544,61.92982456,5.526315789,10.52631579,43.63476734
Kimura Yuto,Lotte,R,67.0,282,91.7,0.17730496,0.06382979,0.46111619,0.63515755,0.24693878,0.79960317,0.91383812,0.43801653,0.09240622141,0.2003968254,0.2872827081,0.6651418115,0.3348581885,0.634751773,0.1538461538,0.6065873742,0.4881516588,0.4360189573,0.07582938389,0.3033175355,0.1327014218,0.5118483412,0.02482269504,0.07608695652,0.4028436019,0.4170616114,0.1800947867,0.1848341232,0.5516925892,0.4592863678,0.5407136322,0.3211344922,0.6788655078,0.04666056725,0.1043000915,0.3165599268,,17.73049645,6.382978723,46.1116194,63.51575456,24.69387755,79.96031746,91.38381201,43.80165289,9.240622141,20.03968254,28.72827081,66.51418115,33.48581885,63.4751773,15.38461538,60.65873742,48.81516588,43.60189573,7.582938389,30.33175355,13.27014218,51.18483412,2.482269504,7.608695652,40.28436019,41.70616114,18.00947867,18.48341232,55.16925892,45.92863678,54.07136322,32.11344922,67.88655078,4.666056725,10.43000915,31.65599268
Ohnuki Shinichi,DeNA,R,66.0,274,89.0,0.16058394,0.04379562,0.47418738,0.62872154,0.28842105,0.82459677,0.91643454,0.58394161,0.08317399618,0.1754032258,0.2820267686,0.6797323136,0.3202676864,0.6153846154,0.1452145215,0.6108986616,0.5550239234,0.3444976077,0.1004784689,0.2918660287,0.05263157895,0.4449760766,0.01459854015,0.05555555556,0.4114832536,0.4354066986,0.1531100478,0.1495327103,0.5458891013,0.6281070746,0.3718929254,0.4206500956,0.5793499044,0.05353728489,0.1022944551,0.4646271511,,16.05839416,4.379562044,47.41873805,62.87215412,28.84210526,82.45967742,91.64345404,58.39416058,8.317399618,17.54032258,28.20267686,67.97323136,32.02676864,61.53846154,14.52145215,61.08986616,55.50239234,34.44976077,10.04784689,29.18660287,5.263157895,44.49760766,1.459854015,5.555555556,41.14832536,43.54066986,15.31100478,14.95327103,54.58891013,62.81070746,37.18929254,42.06500956,57.93499044,5.353728489,10.22944551,46.46271511
Yokogawa Kai,Yomiuri,L,65.66666667,270,88.0,0.15185185,0.05925926,0.43670265,0.58100559,0.27536232,0.82022472,0.92307692,0.57894737,0.07850834151,0.1797752809,0.2885181551,0.6584887144,0.3415112856,0.637037037,0.1399317406,0.5937193327,0.5652173913,0.3333333333,0.1014492754,0.2753623188,0.05797101449,0.4347826087,0.01851851852,0.07246376812,0.4154589372,0.38647343,0.1980676329,0.1722488038,0.5269872424,0.4264705882,0.5735294118,0.4215686275,0.5784313725,0.04215686275,0.1078431373,0.4298331698,,15.18518519,5.925925926,43.67026497,58.10055866,27.53623188,82.02247191,92.30769231,57.89473684,7.850834151,17.97752809,28.85181551,65.84887144,34.15112856,63.7037037,13.99317406,59.37193327,56.52173913,33.33333333,10.14492754,27.53623188,5.797101449,43.47826087,1.851851852,7.246376812,41.54589372,38.647343,19.80676329,17.22488038,52.69872424,42.64705882,57.35294118,42.15686275,57.84313725,4.215686275,10.78431373,42.98331698
Ohtsu Ryosuke,SoftBank,R,63.66666667,259,90.7,0.13899614,0.03474903,0.4980315,0.67164179,0.30416667,0.81818182,0.88888889,0.64383562,0.0905511811,0.1818181818,0.2588582677,0.6732283465,0.3267716535,0.61003861,0.1132075472,0.6072834646,0.5024154589,0.4009661836,0.09661835749,0.3236714976,0.07729468599,0.4975845411,0.02316602317,0.07228915663,0.3574879227,0.4782608696,0.1642512077,0.1374407583,0.5275590551,0.5177165354,0.4822834646,0.3690944882,0.6309055118,0.05118110236,0.09448818898,0.4734251969,,13.8996139,3.474903475,49.80314961,67.1641791,30.41666667,81.81818182,88.88888889,64.38356164,9.05511811,18.18181818,25.88582677,67.32283465,32.67716535,61.003861,11.32075472,60.72834646,50.24154589,40.09661836,9.661835749,32.36714976,7.729468599,49.75845411,2.316602317,7.228915663,35.74879227,47.82608696,16.42512077,13.74407583,52.75590551,51.77165354,48.22834646,36.90944882,63.09055118,5.118110236,9.448818898,47.34251969
Yajure Miguel,Rakuten,R,63.66666667,293,91.6,0.10238908,0.07849829,0.43478261,0.61710037,0.23742455,0.81333333,0.87349398,0.6440678,0.08115942029,0.1866666667,0.2695652174,0.6396135266,0.3603864734,0.5802047782,0.1204819277,0.5565217391,0.563559322,0.3474576271,0.08898305085,0.2881355932,0.0593220339,0.436440678,0.003412969283,0.01219512195,0.3771186441,0.4279661017,0.1949152542,0.1016949153,0.5198067633,0.4811594203,0.5188405797,0.4502415459,0.5497584541,0.03671497585,0.1285024155,0.3574879227,,10.23890785,7.849829352,43.47826087,61.71003717,23.74245473,81.33333333,87.34939759,64.40677966,8.115942029,18.66666667,26.95652174,63.96135266,36.03864734,58.02047782,12.04819277,55.65217391,56.3559322,34.74576271,8.898305085,28.81355932,5.93220339,43.6440678,0.3412969283,1.219512195,37.71186441,42.79661017,19.49152542,10.16949153,51.98067633,48.11594203,51.88405797,45.02415459,54.97584541,3.671497585,12.85024155,35.74879227
Sugiyama Kazuki,SoftBank,R,63.66666667,270,95.0,0.31111111,0.08518519,0.50917431,0.66666667,0.36915078,0.64504505,0.8128655,0.37558685,0.180733945,0.354954955,0.3330275229,0.6743119266,0.3256880734,0.6222222222,0.2326869806,0.6201834862,0.431372549,0.477124183,0.09150326797,0.3660130719,0.1111111111,0.568627451,0.01111111111,0.04109589041,0.3333333333,0.4052287582,0.2614379085,0.1447368421,0.4706422018,0.5119266055,0.4880733945,0.3678899083,0.6321100917,0.05504587156,0.08899082569,0.4926605505,,31.11111111,8.518518519,50.91743119,66.66666667,36.91507799,64.5045045,81.28654971,37.55868545,18.0733945,35.4954955,33.30275229,67.43119266,32.56880734,62.22222222,23.26869806,62.01834862,43.1372549,47.7124183,9.150326797,36.60130719,11.11111111,56.8627451,1.111111111,4.109589041,33.33333333,40.52287582,26.14379085,14.47368421,47.06422018,51.19266055,48.80733945,36.78899083,63.21100917,5.504587156,8.899082569,49.26605505
Takeuchi Natsuki,Seibu,L,62.33333333,276,90.0,0.16666667,0.06521739,0.47764034,0.68141593,0.24024641,0.80079681,0.87272727,0.56410256,0.09514747859,0.1992031873,0.2607040913,0.6517602284,0.3482397716,0.5890909091,0.1523178808,0.5813510942,0.4182692308,0.4519230769,0.1298076923,0.3365384615,0.1153846154,0.5817307692,0.02173913043,0.06382978723,0.375,0.3846153846,0.2403846154,0.2067307692,0.537583254,0.5038022814,0.4961977186,0.430608365,0.569391635,0.06368821293,0.11121673,0.3577545195,,16.66666667,6.52173913,47.76403425,68.14159292,24.02464066,80.07968127,87.27272727,56.41025641,9.514747859,19.92031873,26.07040913,65.17602284,34.82397716,58.90909091,15.23178808,58.13510942,41.82692308,45.19230769,12.98076923,33.65384615,11.53846154,58.17307692,2.173913043,6.382978723,37.5,38.46153846,24.03846154,20.67307692,53.7583254,50.38022814,49.61977186,43.0608365,56.9391635,6.368821293,11.121673,35.77545195
Wakui Hideaki,Chunichi,R,61.66666667,267,90.0,0.15355805,0.06741573,0.47338403,0.65964912,0.25311203,0.82931727,0.88829787,0.64754098,0.08079847909,0.1706827309,0.2557034221,0.6653992395,0.3346007605,0.6278195489,0.1242236025,0.5960076046,0.4522613065,0.4221105528,0.1256281407,0.3316582915,0.09045226131,0.5477386935,0.01498127341,0.04761904762,0.3015075377,0.472361809,0.2261306533,0.1393034826,0.5418250951,0.5228136882,0.4771863118,0.4591254753,0.5408745247,0.06939163498,0.105513308,0.4201520913,,15.35580524,6.741573034,47.33840304,65.96491228,25.31120332,82.93172691,88.82978723,64.75409836,8.079847909,17.06827309,25.57034221,66.53992395,33.46007605,62.78195489,12.42236025,59.60076046,45.22613065,42.21105528,12.56281407,33.16582915,9.045226131,54.77386935,1.498127341,4.761904762,30.15075377,47.2361809,22.61306533,13.93034826,54.18250951,52.28136882,47.71863118,45.91254753,54.08745247,6.939163498,10.5513308,42.01520913
Oyokawa Masaki,Hanshin,L,61.0,235,91.2,0.28085106,0.05957447,0.45869565,0.61134454,0.29306488,0.72274882,0.90378007,0.32061069,0.127173913,0.2772511848,0.3184782609,0.6630434783,0.3369565217,0.6394849785,0.220735786,0.6195652174,0.6013513514,0.3108108108,0.08783783784,0.222972973,0.08783783784,0.3986486486,0.008510638298,0.04347826087,0.3108108108,0.472972973,0.2162162162,0.07947019868,0.5173913043,0.4106175515,0.5893824485,0.2827735645,0.7172264355,0.04550379198,0.08775731311,0.2489130435,,28.08510638,5.957446809,45.86956522,61.13445378,29.3064877,72.27488152,90.37800687,32.0610687,12.7173913,27.72511848,31.84782609,66.30434783,33.69565217,63.94849785,22.0735786,61.95652174,60.13513514,31.08108108,8.783783784,22.2972973,8.783783784,39.86486486,0.8510638298,4.347826087,31.08108108,47.2972973,21.62162162,7.947019868,51.73913043,41.06175515,58.93824485,28.27735645,71.72264355,4.550379198,8.775731311,24.89130435
Ota Taisei,Yomiuri,R,58.66666667,241,95.3,0.24481328,0.04149378,0.51968504,0.6938326,0.33561644,0.73160173,0.84761905,0.4829932,0.1394825647,0.2683982684,0.2902137233,0.6805399325,0.3194600675,0.6443514644,0.2116788321,0.6220472441,0.5521472393,0.3558282209,0.09202453988,0.2576687117,0.0981595092,0.4478527607,0.01659751037,0.06896551724,0.3006134969,0.527607362,0.1717791411,0.09036144578,0.5106861642,0.4876681614,0.5123318386,0.4237668161,0.5762331839,0.05044843049,0.07847533632,0.309336333,,24.4813278,4.149377593,51.96850394,69.38325991,33.56164384,73.16017316,84.76190476,48.29931973,13.94825647,26.83982684,29.02137233,68.05399325,31.94600675,64.43514644,21.16788321,62.20472441,55.21472393,35.58282209,9.202453988,25.76687117,9.81595092,44.78527607,1.659751037,6.896551724,30.06134969,52.7607362,17.17791411,9.036144578,51.06861642,48.76681614,51.23318386,42.37668161,57.62331839,5.044843049,7.847533632,30.9336333
Takashima Taito,ORIX,R,58.66666667,263,91.9,0.11787072,0.05703422,0.48192771,0.67850099,0.27811861,0.83333333,0.9244186,0.60294118,0.08032128514,0.1666666667,0.2389558233,0.6495983936,0.3504016064,0.6076923077,0.1016949153,0.5753012048,0.4702970297,0.4554455446,0.07425742574,0.3465346535,0.1089108911,0.5297029703,0.003802281369,0.01086956522,0.3712871287,0.4158415842,0.2128712871,0.1273584906,0.5090361446,0.6004016064,0.3995983936,0.4718875502,0.5281124498,0.05722891566,0.1174698795,0.2901606426,,11.78707224,5.703422053,48.19277108,67.85009862,27.81186094,83.33333333,92.44186047,60.29411765,8.032128514,16.66666667,23.89558233,64.95983936,35.04016064,60.76923077,10.16949153,57.53012048,47.02970297,45.54455446,7.425742574,34.65346535,10.89108911,52.97029703,0.3802281369,1.086956522,37.12871287,41.58415842,21.28712871,12.73584906,50.90361446,60.04016064,39.95983936,47.18875502,52.81124498,5.722891566,11.74698795,29.01606426
Ishikawa Tatsuya,Yomiuri,L,58.33333333,247,89.4,0.18218623,0.06882591,0.44580777,0.60990099,0.26947368,0.81422018,0.89285714,0.625,0.08282208589,0.1857798165,0.2740286299,0.6472392638,0.3527607362,0.6040816327,0.1530612245,0.5899795501,0.5280898876,0.3820224719,0.08988764045,0.2808988764,0.1011235955,0.4719101124,0.008097165992,0.02941176471,0.3539325843,0.4438202247,0.202247191,0.1428571429,0.5163599182,0.4346938776,0.5653061224,0.4612244898,0.5387755102,0.04693877551,0.112244898,0.3721881391,,18.21862348,6.882591093,44.5807771,60.99009901,26.94736842,81.42201835,89.28571429,62.5,8.282208589,18.57798165,27.40286299,64.72392638,35.27607362,60.40816327,15.30612245,58.99795501,52.80898876,38.20224719,8.988764045,28.08988764,10.11235955,47.19101124,0.8097165992,2.941176471,35.39325843,44.38202247,20.2247191,14.28571429,51.63599182,43.46938776,56.53061224,46.12244898,53.87755102,4.693877551,11.2244898,37.21881391
Fujihira Shoma,Rakuten,R,58.0,237,94.4,0.27848101,0.07594937,0.49281768,0.68080357,0.30853392,0.69955157,0.84590164,0.38297872,0.1480662983,0.3004484305,0.3038674033,0.6519337017,0.3480662983,0.6212765957,0.2304964539,0.6011049724,0.5103448276,0.4482758621,0.04137931034,0.3103448276,0.1379310345,0.4896551724,0.0253164557,0.09230769231,0.3379310345,0.4551724138,0.2068965517,0.1118421053,0.4950276243,0.573480663,0.426519337,0.4309392265,0.5690607735,0.05193370166,0.09171270718,0.3977900552,,27.84810127,7.594936709,49.28176796,68.08035714,30.85339168,69.95515695,84.59016393,38.29787234,14.80662983,30.04484305,30.38674033,65.19337017,34.80662983,62.12765957,23.04964539,60.11049724,51.03448276,44.82758621,4.137931034,31.03448276,13.79310345,48.96551724,2.53164557,9.230769231,33.79310345,45.51724138,20.68965517,11.18421053,49.50276243,57.3480663,42.6519337,43.09392265,56.90607735,5.193370166,9.171270718,39.77900552
Nishigaki Masaya,Rakuten,R,57.33333333,238,92.8,0.26890756,0.08403361,0.45138178,0.62653061,0.275154,0.76643991,0.86970684,0.52985075,0.1054247697,0.2335600907,0.2896622313,0.6438075742,0.3561924258,0.6127659574,0.2026143791,0.5967246673,0.5555555556,0.3819444444,0.0625,0.2847222222,0.09722222222,0.4444444444,0.01680672269,0.07272727273,0.3194444444,0.5277777778,0.1527777778,0.1140939597,0.5015353122,0.5516888434,0.4483111566,0.3940634596,0.6059365404,0.06448311157,0.110542477,0.4534288639,,26.8907563,8.403361345,45.1381781,62.65306122,27.51540041,76.64399093,86.97068404,52.98507463,10.54247697,23.35600907,28.96622313,64.38075742,35.61924258,61.27659574,20.26143791,59.67246673,55.55555556,38.19444444,6.25,28.47222222,9.722222222,44.44444444,1.680672269,7.272727273,31.94444444,52.77777778,15.27777778,11.40939597,50.15353122,55.16888434,44.83111566,39.40634596,60.59365404,6.448311157,11.0542477,45.34288639
Shimauchi Sotaro,Hiroshima,R,56.66666667,224,94.1,0.25446429,0.08928571,0.49825378,0.7,0.31403118,0.70093458,0.83275261,0.43262411,0.1490104773,0.2990654206,0.2887077998,0.6449359721,0.3550640279,0.5855855856,0.2298387097,0.6076833527,0.4539007092,0.4680851064,0.0780141844,0.3333333333,0.134751773,0.5460992908,0.004464285714,0.01515151515,0.3262411348,0.3687943262,0.304964539,0.1172413793,0.4772991851,0.6437718277,0.3562281723,0.4528521537,0.5471478463,0.05471478463,0.1187427241,0.4190919674,,25.44642857,8.928571429,49.82537835,70.0,31.40311804,70.09345794,83.27526132,43.26241135,14.90104773,29.90654206,28.87077998,64.49359721,35.50640279,58.55855856,22.98387097,60.76833527,45.39007092,46.80851064,7.80141844,33.33333333,13.4751773,54.60992908,0.4464285714,1.515151515,32.62411348,36.87943262,30.4964539,11.72413793,47.72991851,64.37718277,35.62281723,45.28521537,54.71478463,5.471478463,11.87427241,41.90919674
Yokoyama Rikuto,Lotte,R,55.66666667,227,93.8,0.20264317,0.06167401,0.48356808,0.68544601,0.28103045,0.74271845,0.83561644,0.51666667,0.1244131455,0.2572815534,0.2769953052,0.6478873239,0.3521126761,0.5644444444,0.1844262295,0.5962441315,0.4551282051,0.4743589744,0.07051282051,0.3653846154,0.108974359,0.5448717949,0.01321585903,0.04054054054,0.3397435897,0.4038461538,0.2564102564,0.1635220126,0.5,0.4736225088,0.5263774912,0.3575615475,0.6424384525,0.0468933177,0.1242672919,0.1842723005,,20.26431718,6.167400881,48.35680751,68.54460094,28.1030445,74.27184466,83.56164384,51.66666667,12.44131455,25.72815534,27.69953052,64.78873239,35.21126761,56.44444444,18.44262295,59.62441315,45.51282051,47.43589744,7.051282051,36.53846154,10.8974359,54.48717949,1.321585903,4.054054054,33.97435897,40.38461538,25.64102564,16.35220126,50.0,47.36225088,52.63774912,35.75615475,64.24384525,4.68933177,12.42672919,18.42723005
Norimoto Takahiro,Rakuten,R,55.66666667,248,92.5,0.1733871,0.08064516,0.48239061,0.68950749,0.27659574,0.77433628,0.85714286,0.56923077,0.1088580576,0.2256637168,0.2508004269,0.6435432231,0.3564567769,0.6072874494,0.1653846154,0.5773745998,0.5384615385,0.3956043956,0.06593406593,0.3021978022,0.09340659341,0.4615384615,0.01612903226,0.05555555556,0.2857142857,0.521978022,0.1923076923,0.07650273224,0.4983991462,0.4866595518,0.5133404482,0.3810032017,0.6189967983,0.04802561366,0.1141942369,0.462113127,,17.33870968,8.064516129,48.23906083,68.95074946,27.65957447,77.43362832,85.71428571,56.92307692,10.88580576,22.56637168,25.08004269,64.35432231,35.64567769,60.72874494,16.53846154,57.73745998,53.84615385,39.56043956,6.593406593,30.21978022,9.340659341,46.15384615,1.612903226,5.555555556,28.57142857,52.1978022,19.23076923,7.650273224,49.83991462,48.66595518,51.33404482,38.10032017,61.89967983,4.802561366,11.41942369,46.2113127
Machado Andres,ORIX,R,54.66666667,232,97.0,0.29310345,0.06034483,0.56320542,0.74943567,0.37612613,0.6993988,0.81927711,0.46107784,0.1693002257,0.3006012024,0.2900677201,0.6930022573,0.3069977427,0.6535087719,0.2281879195,0.6320541761,0.5571428571,0.3857142857,0.05714285714,0.3,0.08571428571,0.4428571429,0.0,0.0,0.3642857143,0.4214285714,0.2142857143,0.08275862069,0.5,0.603156708,0.396843292,0.4058624577,0.5941375423,0.04171364149,0.08342728298,0.434537246,,29.31034483,6.034482759,56.32054176,74.94356659,37.61261261,69.93987976,81.92771084,46.10778443,16.93002257,30.06012024,29.00677201,69.30022573,30.69977427,65.35087719,22.81879195,63.20541761,55.71428571,38.57142857,5.714285714,30.0,8.571428571,44.28571429,0.0,0.0,36.42857143,42.14285714,21.42857143,8.275862069,50.0,60.3156708,39.6843292,40.58624577,59.41375423,4.171364149,8.342728298,43.4537246
Martinez Raidel,Yomiuri,R,54.66666667,208,95.4,0.3125,0.03365385,0.57843137,0.72303922,0.43382353,0.6779661,0.77966102,0.50847458,0.1862745098,0.3220338983,0.3198529412,0.7181372549,0.2818627451,0.6634146341,0.2352941176,0.6776960784,0.4672131148,0.4344262295,0.09836065574,0.3196721311,0.1147540984,0.5327868852,0.01442307692,0.05660377358,0.3360655738,0.4180327869,0.2459016393,0.1044776119,0.5,0.5441176471,0.4558823529,0.5355392157,0.4644607843,0.05392156863,0.07720588235,0.3909313725,,31.25,3.365384615,57.84313725,72.30392157,43.38235294,67.79661017,77.96610169,50.84745763,18.62745098,32.20338983,31.98529412,71.81372549,28.18627451,66.34146341,23.52941176,67.76960784,46.72131148,43.44262295,9.836065574,31.96721311,11.47540984,53.27868852,1.442307692,5.660377358,33.60655738,41.80327869,24.59016393,10.44776119,50.0,54.41176471,45.58823529,53.55392157,46.44607843,5.392156863,7.720588235,39.09313725
Taira Kentaro,DeNA,R,54.33333333,229,88.2,0.20087336,0.04803493,0.45851064,0.59292035,0.33401639,0.79350348,0.90298507,0.61349693,0.09468085106,0.2064965197,0.2882978723,0.6574468085,0.3425531915,0.6462882096,0.1518151815,0.5989361702,0.4764705882,0.4647058824,0.05882352941,0.3294117647,0.1352941176,0.5235294118,0.02183406114,0.06329113924,0.3882352941,0.4058823529,0.2058823529,0.1470588235,0.4808510638,0.3914893617,0.6085106383,0.2904255319,0.7095744681,0.03510638298,0.1159574468,0.3085106383,,20.08733624,4.80349345,45.85106383,59.2920354,33.40163934,79.35034803,90.29850746,61.34969325,9.468085106,20.64965197,28.82978723,65.74468085,34.25531915,64.62882096,15.18151815,59.89361702,47.64705882,46.47058824,5.882352941,32.94117647,13.52941176,52.35294118,2.183406114,6.329113924,38.82352941,40.58823529,20.58823529,14.70588235,48.08510638,39.14893617,60.85106383,29.04255319,70.95744681,3.510638298,11.59574468,30.85106383
Sugai Shinya,Seibu,L,54.0,239,87.8,0.19665272,0.12133891,0.45937161,0.64644351,0.25842697,0.75235849,0.86084142,0.46086957,0.11375948,0.2476415094,0.2903575298,0.6424702059,0.3575297941,0.6150627615,0.1800766284,0.5861321777,0.3558282209,0.5337423313,0.1104294479,0.4110429448,0.1226993865,0.6441717791,0.02092050209,0.05747126437,0.3374233129,0.4110429448,0.2515337423,0.1717791411,0.5178764897,0.4052004334,0.5947995666,0.4149512459,0.5850487541,0.05308775731,0.1430119177,0.429035753,,19.66527197,12.13389121,45.93716143,64.64435146,25.84269663,75.23584906,86.08414239,46.08695652,11.375948,24.76415094,29.03575298,64.24702059,35.75297941,61.50627615,18.00766284,58.61321777,35.58282209,53.37423313,11.04294479,41.10429448,12.26993865,64.41717791,2.092050209,5.747126437,33.74233129,41.10429448,25.15337423,17.17791411,51.78764897,40.52004334,59.47995666,41.49512459,58.50487541,5.308775731,14.30119177,42.9035753
Takano Shuta,Lotte,L,53.0,218,89.5,0.27981651,0.05504587,0.46860465,0.61165049,0.3363029,0.67493797,0.83333333,0.41059603,0.1523255814,0.3250620347,0.3313953488,0.6604651163,0.3395348837,0.5972222222,0.2371541502,0.6069767442,0.4964028777,0.4316546763,0.07194244604,0.309352518,0.1223021583,0.5035971223,0.01376146789,0.05,0.345323741,0.4460431655,0.2086330935,0.0985915493,0.4790697674,0.5493612079,0.4506387921,0.3867595819,0.6132404181,0.06155632985,0.1219512195,0.5441860465,,27.98165138,5.504587156,46.86046512,61.16504854,33.63028953,67.49379653,83.33333333,41.05960265,15.23255814,32.50620347,33.13953488,66.04651163,33.95348837,59.72222222,23.71541502,60.69767442,49.64028777,43.16546763,7.194244604,30.9352518,12.23021583,50.35971223,1.376146789,5.0,34.5323741,44.60431655,20.86330935,9.85915493,47.90697674,54.93612079,45.06387921,38.67595819,61.32404181,6.155632985,12.19512195,54.41860465
Nishidate Yuhi,Yomiuri,R,52.33333333,227,92.5,0.19823789,0.04405286,0.48104265,0.64142539,0.29873418,0.79310345,0.89236111,0.55084746,0.09952606635,0.2068965517,0.2843601896,0.6753554502,0.3246445498,0.6371681416,0.1890756303,0.6030805687,0.4424242424,0.4666666667,0.09090909091,0.3636363636,0.103030303,0.5575757576,0.02643171806,0.07792207792,0.4484848485,0.3696969697,0.1818181818,0.2176470588,0.5319905213,0.4680094787,0.5319905213,0.4502369668,0.5497630332,0.05568720379,0.07938388626,0.3566350711,,19.82378855,4.405286344,48.1042654,64.14253898,29.87341772,79.31034483,89.23611111,55.08474576,9.952606635,20.68965517,28.43601896,67.53554502,32.46445498,63.71681416,18.90756303,60.30805687,44.24242424,46.66666667,9.090909091,36.36363636,10.3030303,55.75757576,2.643171806,7.792207792,44.84848485,36.96969697,18.18181818,21.76470588,53.19905213,46.80094787,53.19905213,45.02369668,54.97630332,5.568720379,7.938388626,35.66350711
Moriura Daisuke,Hiroshima,L,52.33333333,220,92.2,0.27272727,0.04545455,0.47761194,0.67213115,0.28988764,0.71153846,0.78397213,0.5503876,0.1377726751,0.2884615385,0.2904707233,0.6452353617,0.3547646383,0.5953488372,0.2140221402,0.5901262916,0.465648855,0.3893129771,0.1450381679,0.2977099237,0.09160305344,0.534351145,0.01363636364,0.05882352941,0.3129770992,0.4809160305,0.2061068702,0.1448275862,0.4902411022,0.4598623853,0.5401376147,0.4231651376,0.5768348624,0.04931192661,0.1055045872,0.4075774971,,27.27272727,4.545454545,47.76119403,67.21311475,28.98876404,71.15384615,78.39721254,55.03875969,13.77726751,28.84615385,29.04707233,64.52353617,35.47646383,59.53488372,21.40221402,59.01262916,46.5648855,38.93129771,14.50381679,29.77099237,9.160305344,53.4351145,1.363636364,5.882352941,31.29770992,48.09160305,20.61068702,14.48275862,49.02411022,45.98623853,54.01376147,42.31651376,57.68348624,4.931192661,10.55045872,40.75774971
Fujishima Kento,Chunichi,R,52.0,219,88.8,0.15525114,0.05936073,0.45506912,0.63302752,0.27482679,0.79240506,0.86231884,0.6302521,0.09447004608,0.2075949367,0.267281106,0.6428571429,0.3571428571,0.5648148148,0.1235955056,0.58640553,0.490797546,0.4417177914,0.06748466258,0.3558282209,0.08588957055,0.509202454,0.01369863014,0.04166666667,0.3374233129,0.3680981595,0.2944785276,0.134502924,0.5023041475,0.4718066743,0.5281933257,0.4695051784,0.5304948216,0.05063291139,0.1024165708,0.4953917051,,15.52511416,5.936073059,45.50691244,63.30275229,27.48267898,79.24050633,86.23188406,63.02521008,9.447004608,20.75949367,26.7281106,64.28571429,35.71428571,56.48148148,12.35955056,58.640553,49.0797546,44.17177914,6.748466258,35.58282209,8.588957055,50.9202454,1.369863014,4.166666667,33.74233129,36.80981595,29.44785276,13.4502924,50.23041475,47.18066743,52.81933257,46.95051784,53.04948216,5.063291139,10.24165708,49.53917051
