Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Saito Kyosuke,6,0,2,0,0,0,.000,115,27,.2,25,2,11,0,1,13,2,0,13,13,4.23,ORIX Buffaloes,
Satoh Kazuma,6,3,1,0,0,0,.750,141,34,.2,26,1,14,0,2,27,1,1,7,7,1.82,ORIX Buffaloes,
Sotani Ryuhei,1,0,0,0,0,0,.000,22,6,,1,0,2,0,0,6,0,0,0,0,0.00,ORIX Buffaloes,
Suga Hiroto,1,0,0,0,0,0,.000,4,1,,0,0,1,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
Suzuki Hiroshi,6,2,0,0,0,0,1.000,30,8,,6,0,2,0,0,5,0,0,1,1,1.13,ORIX Buffaloes,
Tajima Daiki,3,0,1,0,0,0,.000,37,10,,8,0,0,0,0,7,0,0,1,1,0.90,ORIX Buffaloes,
Takashima Taito,4,1,1,0,0,0,.500,49,11,,11,0,4,0,0,6,0,0,2,2,1.64,ORIX Buffaloes,
Teranishi Naruki,7,1,3,0,0,0,.250,149,34,.2,32,1,10,0,1,21,0,0,16,11,2.86,ORIX Buffaloes,
Tomiyama Ryoga,10,0,0,0,0,0,.000,41,8,.2,10,0,6,0,0,6,0,0,6,4,4.15,ORIX Buffaloes,
Toumatsu Kaisei,8,0,0,0,0,0,.000,53,14,,7,0,4,0,1,12,1,0,2,1,0.64,ORIX Buffaloes,
Yamada Nobuyoshi,2,0,0,0,0,0,.000,10,2,,2,0,2,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Yamaoka Taisuke,8,1,3,0,0,0,.250,51,11,.2,14,1,3,0,0,15,1,0,8,8,6.17,ORIX Buffaloes,
Yamazaki Soichiro,6,1,0,1,0,0,1.000,22,6,,2,0,4,0,0,6,1,0,0,0,0.00,ORIX Buffaloes,
Yokoyama Kaede,17,1,2,6,0,0,.333,71,17,,14,1,5,0,0,22,0,0,7,7,3.71,ORIX Buffaloes,
Akiyama Seiun,5,1,0,0,0,0,1.000,29,6,.1,6,0,4,0,0,5,0,0,3,3,4.26,Lotte Marines,
Azuma Yusuke,10,0,1,3,0,0,.000,42,10,.2,8,0,3,0,1,11,2,0,1,1,0.84,Lotte Marines,
Futaki Kota,8,0,0,0,0,0,.000,103,25,.1,28,0,5,0,1,20,1,0,11,10,3.55,Lotte Marines,
Hayasaka Oto,8,0,1,0,0,0,.000,45,9,.2,12,3,6,0,1,5,1,0,6,6,5.59,Lotte Marines,
Hirohata Atsuya,12,2,0,1,0,0,1.000,58,15,.2,9,0,3,0,0,12,1,0,1,1,0.57,Lotte Marines,
Hiroike Koshiro,2,0,0,0,0,0,.000,9,3,,1,0,0,0,0,3,0,0,0,0,0.00,Lotte Marines,
Ichijo Rikima,6,0,0,0,0,0,.000,19,4,.1,2,0,3,0,0,7,0,0,3,1,2.08,Lotte Marines,
Ishikawa Ayumu,2,1,1,0,0,0,.500,34,7,,11,3,1,0,1,3,1,0,7,6,7.71,Lotte Marines,
Ishikawa Shuta,1,1,0,0,0,0,1.000,20,5,,4,0,0,0,0,1,0,0,2,2,3.60,Lotte Marines,
Iwashita Daiki,7,0,0,0,0,0,.000,28,6,.2,5,0,3,0,1,1,0,0,1,1,1.35,Lotte Marines,
Karakawa Yuki,7,2,3,0,0,0,.400,148,33,.1,45,1,6,0,0,25,0,0,12,11,2.97,Lotte Marines,
Kawamura Tokito,7,3,2,0,0,0,.600,147,38,,26,0,8,0,1,17,2,0,7,5,1.18,Lotte Marines,
Kikuchi Riku,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,Lotte Marines,
Kimura Yuto,1,0,0,0,0,0,.000,6,2,,0,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Kuniyoshi Yuki,10,2,0,0,0,0,1.000,40,9,,14,1,2,0,1,6,3,0,6,6,6.00,Lotte Marines,
Nagashima Kosuke,3,1,0,0,0,0,1.000,22,3,,8,1,4,0,0,2,0,0,8,8,24.00,Lotte Marines,
Nagashimada Kirato,3,0,0,0,0,0,.000,18,3,.1,3,0,3,0,0,2,0,0,1,0,0.00,Lotte Marines,
Nakamori Shunsuke,1,0,0,1,0,0,.000,10,3,,0,0,0,0,0,2,0,0,0,0,0.00,Lotte Marines,
Nakamura Ryota,7,2,1,0,0,0,.667,88,21,,20,1,2,0,1,17,1,0,11,9,3.86,Lotte Marines,
Nakamura Toshiya,14,2,1,1,0,0,.667,69,17,.1,17,0,1,0,0,11,0,0,7,6,3.12,Lotte Marines,
Nishimura Takahiro,12,0,2,1,0,0,.000,48,13,,9,0,1,0,0,18,0,0,2,2,1.38,Lotte Marines,
Nishino Yuji,1,0,0,0,0,0,.000,16,4,,4,0,1,0,0,7,0,0,1,1,2.25,Lotte Marines,
Sakamoto Koshiro,15,0,0,3,0,0,.000,59,15,,9,1,5,0,0,15,1,0,4,4,2.40,Lotte Marines,
Sammons Bryan,6,3,1,0,0,0,.750,105,27,,19,1,5,0,0,24,1,0,6,5,1.67,Lotte Marines,
Sawada Keisuke,9,0,0,0,0,0,.000,42,8,.2,11,0,2,0,2,12,0,0,4,4,4.15,Lotte Marines,
Sawamura Hirokazu,4,0,0,0,0,0,.000,15,4,,2,0,1,0,0,2,0,0,0,0,0.00,Lotte Marines,
Takano Shuta,5,1,0,0,0,0,1.000,33,9,,4,0,3,0,0,5,0,0,4,2,2.00,Lotte Marines,
Tanaka Fuki,7,1,0,0,0,0,1.000,41,10,,9,0,3,0,1,6,0,0,2,2,1.80,Lotte Marines,
Tanaka Haruya,2,1,0,0,0,0,1.000,41,11,.2,5,0,2,0,0,14,0,0,0,0,0.00,Lotte Marines,
Taneichi Atsuki,1,0,0,0,0,0,.000,16,3,,6,0,0,0,0,4,1,0,1,1,3.00,Lotte Marines,
Yagi Akira,8,0,0,0,0,0,.000,47,13,,8,0,1,0,1,10,0,0,5,3,2.08,Lotte Marines,
Yokoyama Rikuto,2,0,0,0,0,0,.000,31,7,.2,6,0,1,0,1,8,0,0,2,1,1.17,Lotte Marines,
Yoshikawa Yuto,6,2,2,0,0,0,.500,113,26,.1,27,2,5,0,0,21,1,0,15,13,4.44,Lotte Marines,
Bandoh Yugo,8,3,0,0,0,0,1.000,190,46,,47,0,7,0,2,22,0,0,13,11,2.15,SoftBank Hawks,
Fujii Kouya,1,0,0,0,0,0,.000,5,1,,1,0,1,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Hamaguchi Haruhiro,5,1,0,1,0,0,1.000,27,6,.2,5,0,3,0,0,5,0,0,1,1,1.35,SoftBank Hawks,
Hernandez Darwinzon,3,0,0,0,0,0,.000,10,3,,1,0,0,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Higashihama Nao,3,2,1,0,0,0,.667,70,19,,12,0,2,0,0,12,0,0,1,0,0.00,SoftBank Hawks,
Itoh Yusuke,7,1,5,0,0,0,.167,142,33,,29,1,18,0,1,19,3,0,21,17,4.64,SoftBank Hawks,
Iwai Shunsuke,11,2,0,2,0,0,1.000,46,12,.1,10,0,2,0,0,17,0,0,1,1,0.73,SoftBank Hawks,
Iwasaki Shunsuke,12,0,2,2,0,0,.000,57,13,.1,13,0,3,1,2,8,0,0,8,6,4.05,SoftBank Hawks,
Izaki Sanshiro,5,0,1,0,0,0,.000,67,15,.2,13,0,10,0,0,10,2,1,4,4,2.30,SoftBank Hawks,
Kamichatani Taiga,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Kawaguchi Toya,11,0,0,2,0,0,.000,49,13,,5,0,4,0,1,15,0,0,0,0,0.00,SoftBank Hawks,
Kimura Hikaru,11,2,1,0,0,0,.667,99,24,,20,1,11,0,0,20,1,1,14,11,4.13,SoftBank Hawks,
Kimura Taisei,13,1,1,0,0,0,.500,74,18,.1,12,0,7,0,1,8,1,0,5,3,1.47,SoftBank Hawks,
Maeda Yugo,5,1,2,0,0,0,.333,105,25,.2,28,1,1,0,1,16,0,0,8,7,2.45,SoftBank Hawks,
Matayoshi Katsuki,6,1,2,0,0,0,.333,120,27,.1,37,1,5,0,0,15,1,0,15,14,4.61,SoftBank Hawks,
Matsumoto Haru,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Miyasato Yuwa,7,0,0,2,0,0,.000,27,7,.1,2,0,3,0,1,6,0,0,0,0,0.00,SoftBank Hawks,
Miyazaki Hayato,9,0,1,0,0,0,.000,47,12,.2,8,0,2,0,0,15,2,0,3,3,2.13,SoftBank Hawks,
Murata Kenichi,8,3,1,0,0,0,.750,119,27,.1,37,0,8,0,0,10,2,0,13,12,3.95,SoftBank Hawks,
Ogata Shuto,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,SoftBank Hawks,
Ohe Ryusei,2,0,0,1,0,0,.000,6,2,,0,0,0,0,0,2,0,0,0,0,0.00,SoftBank Hawks,
Ohno Kazuo,4,1,0,0,0,0,1.000,28,6,.1,3,1,5,0,1,12,0,1,1,1,1.42,SoftBank Hawks,
Ohshiro Shinno,4,0,0,0,0,0,.000,19,4,.1,5,0,2,0,1,1,0,0,3,2,4.15,SoftBank Hawks,
Ohtake Fuga,5,1,1,0,0,0,.500,57,13,,10,0,8,0,0,14,3,0,9,7,4.85,SoftBank Hawks,
Ohtsu Ryosuke,3,2,0,0,1,1,1.000,79,20,,17,0,2,0,1,14,0,0,6,6,2.70,SoftBank Hawks,
Ohyama Ryo,2,0,0,0,0,0,.000,13,3,,2,0,2,0,0,4,0,0,0,0,0.00,SoftBank Hawks,
Okada Koichiro,5,0,0,0,0,0,.000,35,5,.2,15,0,2,0,1,3,0,0,8,3,4.76,SoftBank Hawks,
Sugiyama Kazuki,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Taura Fumimaru,8,1,0,2,0,0,1.000,35,9,,6,0,3,0,0,5,0,0,3,3,3.00,SoftBank Hawks,
Tsumori Yuki,6,2,0,1,0,0,1.000,30,7,.2,5,1,4,0,0,8,0,0,2,2,2.35,SoftBank Hawks,
Ehara Masahiro,5,0,1,0,0,0,.000,24,5,.2,8,0,1,0,0,4,0,0,2,2,3.18,Rakuten Eagles,
Fujihira Shoma,2,0,0,0,0,0,.000,8,2,,2,0,0,0,0,3,1,0,1,1,4.50,Rakuten Eagles,
Fujii Masaru,1,0,0,0,0,0,.000,18,3,.2,5,0,1,0,1,0,0,0,2,2,4.91,Rakuten Eagles,
Hayashi Yuki,14,0,1,0,0,0,.000,72,15,.1,22,4,7,0,0,13,1,0,10,9,5.28,Rakuten Eagles,
Hinata Naoki,11,0,1,1,0,0,.000,42,11,,7,1,3,0,0,14,0,0,2,2,1.64,Rakuten Eagles,
Howard Spencer,3,1,0,0,0,0,1.000,46,14,,7,0,0,0,0,16,0,0,1,1,0.64,Rakuten Eagles,
Kajiya Ren,4,1,0,0,0,0,1.000,21,5,,6,1,1,0,0,6,0,0,3,3,5.40,Rakuten Eagles,
Karashima Wataru,4,1,1,0,0,0,.500,101,25,,25,1,3,0,1,14,0,0,10,10,3.60,Rakuten Eagles,
Kishi Takayuki,2,1,0,0,1,0,1.000,38,11,,6,0,0,0,0,11,0,0,1,1,0.82,Rakuten Eagles,
Koga Kosei,6,1,1,1,0,0,.500,109,25,,24,0,13,0,2,7,1,0,7,6,2.16,Rakuten Eagles,
Koja Tatsuki,1,0,0,0,0,0,.000,12,3,,5,0,0,0,0,3,0,0,2,2,6.00,Rakuten Eagles,
Komago Ryuji,10,1,0,0,0,0,1.000,54,12,,10,0,8,0,1,14,2,0,5,4,3.00,Rakuten Eagles,
Matsuda Takuma,4,1,0,0,0,0,1.000,60,14,.2,11,0,5,0,0,13,0,0,2,2,1.23,Rakuten Eagles,
Miyamori Satoshi,9,2,0,0,0,0,1.000,37,9,,5,0,4,0,1,8,0,0,5,3,3.00,Rakuten Eagles,
Nakagomi Haruto,11,1,0,0,0,0,1.000,43,12,.1,5,0,2,0,0,10,0,0,2,1,0.73,Rakuten Eagles,
Ohuchi Seiya,6,0,2,0,0,0,.000,108,27,,21,1,8,0,0,15,1,0,7,6,2.00,Rakuten Eagles,
Sakai Haruto,5,1,2,0,0,0,.333,88,19,.2,23,0,8,0,1,8,0,0,13,9,4.12,Rakuten Eagles,
Shibata Daichi,13,1,1,0,0,0,.500,63,13,.2,13,0,7,0,3,15,0,0,8,6,3.95,Rakuten Eagles,
Shoji Kosei,6,2,2,0,0,0,.500,133,32,,27,1,12,0,1,28,1,0,14,11,3.09,Rakuten Eagles,
Tai Katsutoshi,15,0,0,13,0,0,.000,61,14,,7,0,11,0,1,13,1,0,3,2,1.29,Rakuten Eagles,
Takinaka Ryota,3,0,1,0,0,0,.000,67,15,,21,0,1,0,0,3,1,0,10,10,6.00,Rakuten Eagles,
Tsurusaki Taisei,11,2,1,0,0,0,.667,57,13,,12,1,5,0,0,14,1,0,10,4,2.77,Rakuten Eagles,
Turley Nik,8,0,1,0,0,0,.000,33,8,,7,0,2,0,0,13,2,0,3,3,3.38,Rakuten Eagles,
Wang Yan-Cheng,8,3,2,0,0,0,.600,140,33,,38,1,10,0,1,19,1,0,16,16,4.36,Rakuten Eagles,
Watanabe Shota,12,1,2,0,0,0,.333,45,11,.1,5,0,6,0,0,6,1,0,2,2,1.59,Rakuten Eagles,
Yajure Miguel,5,1,1,0,0,0,.500,84,22,.2,14,0,4,0,1,14,0,0,3,3,1.19,Rakuten Eagles,
Yuge Hayato,11,1,1,0,0,0,.500,62,13,.1,18,0,3,0,0,10,0,0,9,6,4.05,Rakuten Eagles,
Fuji Yamato,1,0,1,0,0,0,.000,20,3,.1,5,0,5,0,0,1,0,0,3,3,8.10,Seibu Lions,
Hamaya Shota,1,0,0,0,0,0,.000,6,1,,2,0,1,0,0,2,0,0,1,1,9.00,Seibu Lions,
Hirai Katsunori,13,0,1,0,0,0,.000,60,14,,12,1,6,0,1,13,0,0,6,6,3.86,Seibu Lions,
Itogawa Ryota,9,3,1,0,0,0,.750,197,47,.1,46,3,12,0,1,31,2,0,15,15,2.85,Seibu Lions,
Kaino Hiroshi,1,0,0,1,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Seibu Lions,
Kariu Shoma,1,0,1,0,0,0,.000,23,5,,7,0,1,0,0,5,1,0,4,4,7.20,Seibu Lions,
Kawashimo Masahiro,4,2,0,0,0,0,1.000,68,16,.2,10,0,15,0,0,13,0,0,4,4,2.16,Seibu Lions,
Kuroda Masaya,7,2,0,1,0,0,1.000,33,8,,7,0,4,0,0,4,0,0,2,2,2.25,Seibu Lions,
Kuroki Yuta,7,0,1,0,0,0,.000,26,6,.2,3,0,3,0,1,6,0,0,3,2,2.70,Seibu Lions,
Lopez Victor,9,1,1,0,0,0,.500,81,19,.1,18,0,3,0,3,14,0,0,9,5,2.33,Seibu Lions,
Mameda Taishi,9,0,1,0,0,0,.000,59,11,.1,14,2,12,0,0,12,0,0,8,8,6.35,Seibu Lions,
Matsumoto Wataru,5,2,0,0,0,0,1.000,105,26,,23,0,9,0,0,14,0,0,5,5,1.73,Seibu Lions,
Miyazawa Taisei,13,3,0,2,0,0,1.000,54,13,.1,11,2,3,0,0,14,1,0,6,4,2.70,Seibu Lions,
Mizukami Yoshinobu,10,0,1,0,0,0,.000,49,11,.2,10,0,2,0,1,11,1,0,4,2,1.54,Seibu Lions,
Moriwaki Ryosuke,3,0,1,0,0,0,.000,21,4,,7,1,2,0,0,1,0,0,4,4,9.00,Seibu Lions,
Nakamura Yuta,15,0,1,6,0,0,.000,67,16,.1,11,1,7,1,0,21,1,0,6,5,2.76,Seibu Lions,
Omagari Ren,13,0,0,0,0,0,.000,72,16,.2,13,0,10,2,0,10,1,0,5,3,1.62,Seibu Lions,
Sasaki Takeru,8,0,0,0,0,0,.000,29,7,.2,6,0,2,0,1,4,0,0,1,0,0.00,Seibu Lions,
Shinohara Hibiki,6,3,2,0,0,0,.600,115,27,.1,33,1,2,0,0,21,2,0,10,7,2.30,Seibu Lions,
Sugai Shinya,1,0,1,0,0,0,.000,12,3,,2,0,1,0,0,1,0,0,2,2,6.00,Seibu Lions,
Sugiyama Haruki,6,1,3,0,0,0,.250,132,29,,37,3,13,0,1,14,0,0,21,19,5.90,Seibu Lions,
Sumida Chihiro,1,0,0,0,0,0,.000,10,3,,0,0,1,0,0,3,0,0,0,0,0.00,Seibu Lions,
Takahashi Bo,4,0,1,0,0,0,.000,56,12,.2,13,1,5,0,2,12,0,0,4,4,2.84,Seibu Lions,
Takeuchi Natsuki,4,1,0,0,0,0,1.000,63,17,,13,1,0,0,0,17,0,0,4,3,1.59,Seibu Lions,
Tamura Ichiro,7,0,1,4,0,0,.000,29,8,,1,0,3,2,0,5,0,0,2,0,0.00,Seibu Lions,
Ueda Taiga,3,1,0,0,0,0,1.000,61,14,,17,0,4,0,1,7,1,0,6,2,1.29,Seibu Lions,
Uema Towa,3,2,0,0,0,0,1.000,72,19,,12,0,3,0,0,6,0,0,2,1,0.47,Seibu Lions,
Yamada Haruto,1,0,0,0,0,0,.000,4,1,,1,0,1,0,0,0,0,0,0,0,0.00,Seibu Lions,
Yoza Kaito,4,3,0,0,0,0,1.000,75,20,,14,1,2,0,1,12,0,0,4,3,1.35,Seibu Lions,
Asari Tamon,7,0,0,0,0,0,.000,50,12,,11,0,4,0,0,7,1,0,5,3,2.25,Nipponham Fighters,
Fujita Ryusei,2,0,0,0,0,0,.000,9,1,.2,1,0,2,0,0,2,0,0,2,1,5.40,Nipponham Fighters,
Fukushima Ren,6,0,2,0,0,0,.000,103,24,.2,21,2,8,0,0,25,1,0,12,9,3.28,Nipponham Fighters,
Gu Lin Ruei-Yang,3,3,0,0,0,0,1.000,60,15,.2,8,0,4,0,0,15,1,0,4,3,1.72,Nipponham Fighters,
Hori Mizuki,13,2,0,2,0,0,1.000,50,12,.1,10,0,4,0,0,15,0,0,2,1,0.73,Nipponham Fighters,
Hosono Haruki,7,2,1,0,1,0,.667,137,34,.1,27,3,7,0,1,32,0,0,10,8,2.10,Nipponham Fighters,
Ishikawa Naoya,6,0,0,0,0,0,.000,24,6,,5,1,1,0,0,5,0,0,3,3,4.50,Nipponham Fighters,
Katoh Yamato,3,0,0,0,0,0,.000,13,3,,1,1,3,0,0,2,0,0,1,1,3.00,Nipponham Fighters,
Kitaura Ryuji,6,1,0,0,0,0,1.000,19,5,,1,0,5,0,0,4,0,0,1,1,1.80,Nipponham Fighters,
Kitayama Koki,2,0,0,0,0,0,.000,36,9,.2,5,0,2,0,0,9,1,0,1,1,0.93,Nipponham Fighters,
Kuroyanagi Kyosuke,8,1,2,0,0,0,.333,134,30,,34,1,12,0,1,20,1,0,15,12,3.60,Nipponham Fighters,
Matsumoto Ryodai,8,0,0,0,0,0,.000,31,8,,4,0,5,0,0,6,0,1,0,0,0.00,Nipponham Fighters,
Matsuoka Koki,7,0,2,0,0,0,.000,31,6,.2,6,0,3,0,2,5,0,0,6,4,5.40,Nipponham Fighters,
Matsuura Keito,10,1,1,2,0,0,.500,63,15,,12,0,8,0,0,14,1,1,4,3,1.80,Nipponham Fighters,
Miyauchi Haruki,10,1,0,2,0,0,1.000,33,9,.2,3,0,0,0,0,7,0,0,1,0,0.00,Nipponham Fighters,
Nabatame Tsubasa,2,0,0,1,0,0,.000,10,2,,3,0,0,0,0,4,0,0,1,1,4.50,Nipponham Fighters,
Nakayama Terukazu,6,1,1,0,0,0,.500,31,6,.1,6,0,4,0,1,3,0,0,5,2,2.84,Nipponham Fighters,
Nemoto Haruka,11,0,0,1,0,0,.000,51,11,,14,2,3,0,1,9,0,0,5,3,2.45,Nipponham Fighters,
Seimiya Kotaro,7,1,0,0,0,0,1.000,50,11,,7,0,12,0,0,9,2,0,4,4,3.27,Nipponham Fighters,
Shibata Reo,3,0,0,0,0,0,.000,11,3,,2,1,0,0,0,6,0,0,1,1,3.00,Nipponham Fighters,
Shibuya Junki,1,0,0,0,0,0,.000,6,0,.1,3,0,2,0,0,0,0,0,2,2,54.00,Nipponham Fighters,
Shimizu Daiki,1,0,0,0,0,0,.000,5,1,,0,0,1,0,1,0,0,0,0,0,0.00,Nipponham Fighters,
Sugiura Toshihiro,4,1,0,0,0,0,1.000,15,4,,3,0,1,0,0,3,0,0,1,1,2.25,Nipponham Fighters,
Sun Yi-Lei,7,2,0,0,0,0,1.000,98,26,.2,13,1,5,0,1,21,1,0,5,4,1.35,Nipponham Fighters,
Tamai Taisho,8,1,0,2,0,0,1.000,25,7,,3,0,0,0,1,6,0,0,0,0,0.00,Nipponham Fighters,
Tatsu Kota,5,1,1,0,0,0,.500,90,25,.2,8,1,8,0,0,24,1,0,1,1,0.35,Nipponham Fighters,
Uehara Kenta,14,2,1,1,0,0,.667,75,15,,22,1,5,0,0,17,1,0,10,7,4.20,Nipponham Fighters,
VerHagen Drew,4,0,1,0,0,0,.000,89,23,,21,1,5,0,0,18,1,0,7,7,2.74,Nipponham Fighters,
Yamamoto Kodai,7,1,0,0,0,0,1.000,41,10,,7,0,4,0,1,8,1,0,3,3,2.70,Nipponham Fighters,
Yamamoto Takumi,5,0,0,2,0,0,.000,17,5,,2,1,0,0,0,4,0,0,1,1,1.80,Nipponham Fighters,
Yamasaki Sachiya,1,0,0,0,0,0,.000,23,6,,5,1,0,0,0,6,0,0,1,1,1.50,Nipponham Fighters,
Yamashiro Kotaro,7,1,3,0,0,0,.250,46,10,.2,10,0,6,0,0,12,1,0,5,4,3.38,Nipponham Fighters,
Yanagawa Taisei,4,1,0,0,0,0,1.000,16,4,,2,0,2,0,0,8,0,0,0,0,0.00,Nipponham Fighters,
Zabala Aneurys,10,0,3,1,0,0,.000,42,8,.2,15,0,2,0,0,12,0,0,9,9,9.35,Nipponham Fighters,
Ajiro Kenta,5,2,2,0,0,0,.500,62,15,,15,1,1,0,0,8,0,0,11,6,3.60,Oisix Albirex,
Escobar Edwin,16,0,1,0,0,0,.000,67,15,.1,20,0,3,0,0,9,1,0,10,9,5.28,Oisix Albirex,
Hiwatashi Shuta,10,0,1,0,0,0,.000,52,10,,20,1,4,0,0,9,1,0,7,6,5.40,Oisix Albirex,
Imai Ryota,6,0,0,0,0,0,.000,27,8,,2,0,1,0,0,6,0,0,1,1,1.13,Oisix Albirex,
Irei Kaito,6,1,0,0,0,0,1.000,21,4,.1,7,0,1,0,0,5,0,0,1,1,2.08,Oisix Albirex,
Kasahara Shotaro,8,0,4,0,0,0,.000,178,40,.1,46,3,16,0,1,21,2,0,21,20,4.46,Oisix Albirex,
Kobayashi Jui,10,0,4,0,0,0,.000,96,20,.2,24,2,9,0,2,17,1,0,12,11,4.79,Oisix Albirex,
Kobayashi Keisuke,12,0,0,0,0,0,.000,57,13,,16,0,2,0,0,10,1,0,5,3,2.08,Oisix Albirex,
Makino Kenshin,8,3,2,0,1,1,.600,221,51,.2,55,3,13,0,1,38,2,0,17,14,2.44,Oisix Albirex,
Meguro Koya,6,0,1,0,0,0,.000,22,5,.1,2,0,3,0,1,4,0,0,5,5,8.44,Oisix Albirex,
Mikami Tomoya,10,2,3,0,0,0,.400,43,9,,14,0,2,0,0,12,0,0,11,10,10.00,Oisix Albirex,
Namba Shu,8,1,0,0,0,0,1.000,45,10,.1,13,1,1,0,0,9,0,0,6,6,5.23,Oisix Albirex,
Nishimura Riku,14,0,1,0,0,0,.000,50,9,.2,17,1,5,0,0,4,0,0,7,7,6.52,Oisix Albirex,
Noto Syuto,9,5,1,0,0,0,.833,219,52,.2,37,1,23,0,1,48,1,1,15,12,2.05,Oisix Albirex,
Padysak Daniel,2,0,0,0,0,0,.000,21,5,,4,0,4,0,0,2,1,0,0,0,0.00,Oisix Albirex,
Suzuki Hayato,4,0,0,0,0,0,.000,14,4,,2,0,1,0,0,4,1,0,0,0,0.00,Oisix Albirex,
Takada Takuto,6,0,0,0,0,0,.000,78,20,,12,1,5,0,0,11,0,0,6,4,1.80,Oisix Albirex,
Takano Yu,2,0,0,0,0,0,.000,8,2,,1,1,2,0,0,0,0,0,1,1,4.50,Oisix Albirex,
Uchida Kenta,1,1,0,0,0,0,1.000,2,0,.1,1,0,0,0,0,0,0,0,0,0,0.00,Oisix Albirex,
Uemura Tomoki,20,1,3,13,0,0,.250,85,18,.2,17,0,14,1,1,18,3,0,6,5,2.41,Oisix Albirex,
Yabuta Kazuki,9,1,2,0,0,0,.333,212,47,.2,53,2,16,0,0,25,2,0,27,20,3.78,Oisix Albirex,
Yamashita Kazuma,3,0,0,0,0,0,.000,9,2,.2,1,0,0,0,0,1,0,0,1,0,0.00,Oisix Albirex,
Adachi Masahiko,7,1,1,0,0,0,.500,128,30,,35,2,8,0,0,17,1,0,12,12,3.60,HAYATE Ventures,
Fujioka Yoshiaki,8,0,0,2,0,0,.000,44,9,.1,17,0,1,0,0,5,1,0,5,4,3.86,HAYATE Ventures,
Hamamoto Ken,14,0,1,1,0,0,.000,76,13,.2,20,1,16,0,0,8,0,0,18,16,10.54,HAYATE Ventures,
Ikeya Sohta,11,1,1,0,0,0,.500,63,13,.1,20,0,8,1,0,10,0,0,4,3,2.03,HAYATE Ventures,
Kasashima Naoki,8,2,3,0,0,0,.400,183,42,.1,39,1,15,0,1,35,1,1,19,11,2.34,HAYATE Ventures,
Kurahashi Dojin,16,0,1,0,0,0,.000,65,16,,15,1,8,0,0,9,1,0,5,5,2.81,HAYATE Ventures,
Noguchi Wataru,5,0,2,0,0,0,.000,72,10,.1,24,1,17,0,3,5,2,0,22,22,19.16,HAYATE Ventures,
Nomura Yuhki,16,0,3,0,0,0,.000,82,16,.1,21,0,12,0,1,9,0,1,11,11,6.06,HAYATE Ventures,
Nozato Keishiro,17,2,0,1,0,0,1.000,71,17,,14,0,4,0,2,9,0,0,3,3,1.59,HAYATE Ventures,
Ohbae Kohshi,8,0,2,0,0,0,.000,62,10,.2,12,1,16,0,2,8,0,0,9,7,5.91,HAYATE Ventures,
Oishi Wataru,8,2,3,0,0,0,.400,141,32,,39,1,10,0,2,17,0,0,19,15,4.22,HAYATE Ventures,
Okuda Kanata,8,2,5,0,0,0,.286,183,41,,54,1,11,0,0,16,1,1,20,19,4.17,HAYATE Ventures,
Okuda Kensei,2,0,0,0,0,0,.000,10,1,.1,2,0,2,0,2,1,0,0,4,4,27.00,HAYATE Ventures,
Satoh Hiroki,6,0,4,0,0,0,.000,118,26,.2,26,0,17,0,0,15,4,0,13,11,3.71,HAYATE Ventures,
Shohji Aoba,3,0,0,0,0,0,.000,9,1,,0,0,5,0,0,3,0,0,5,4,36.00,HAYATE Ventures,
Takatori Shonosuke,3,1,0,0,0,0,1.000,54,12,,15,0,6,0,1,5,0,0,4,4,3.00,HAYATE Ventures,
Takeuchi Keito,12,1,1,0,0,0,.500,101,23,.1,22,2,11,0,1,16,1,3,14,9,3.47,HAYATE Ventures,
Tanaka Kenjiro,15,1,0,3,0,0,1.000,62,17,,11,1,2,0,0,12,0,0,2,2,1.06,HAYATE Ventures,
Yamada Ryu,10,0,1,6,0,0,.000,47,9,.2,12,0,8,0,0,8,1,0,5,4,3.72,HAYATE Ventures,
Yamada Ryusei,8,2,1,0,0,0,.667,157,40,,24,0,17,0,0,31,2,0,7,6,1.35,HAYATE Ventures,
