Batter,Team,Bats,PA,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%
Chikamoto Koji,Hanshin,L,640.0,13.59375,9.21875,43.22033898,60.63110443,23.01656495,86.2745098,93.30855019,64.77272727,5.93220339,13.7254902,26.99757869,57.58676352,54.58333333,34.58333333,10.83333333,29.79166667,4.791666667,45.41666667,0.46875,1.807228916,35.625,40.41666667,23.95833333,9.016393443,,0.1359375,0.0921875,0.4322033898,0.6063110443,0.2301656495,0.862745098,0.9330855019,0.6477272727,0.0593220339,0.137254902,0.2699757869,0.5758676352,0.5458333333,0.3458333333,0.1083333333,0.2979166667,0.04791666667,0.4541666667,0.0046875,0.01807228916,0.35625,0.4041666667,0.2395833333,0.09016393443
Okabayashi Yuki,Chunichi,L,628.0,8.757961783,6.52866242,43.41317365,57.6433121,26.74632353,90.73891626,95.5801105,78.69415808,4.020530368,9.261083744,26.56116339,58.81094953,49.71098266,40.8477842,9.441233141,32.56262042,8.285163776,50.28901734,0.7961783439,2.358490566,29.67244701,46.82080925,23.50674374,11.74242424,,0.08757961783,0.0652866242,0.4341317365,0.576433121,0.2674632353,0.9073891626,0.955801105,0.7869415808,0.04020530368,0.09261083744,0.2656116339,0.5881094953,0.4971098266,0.408477842,0.09441233141,0.3256262042,0.08285163776,0.5028901734,0.007961783439,0.02358490566,0.2967244701,0.4682080925,0.2350674374,0.1174242424
Nakano Takumu,Hanshin,L,628.0,12.2611465,6.847133758,40.5648267,55.87076438,22.37827715,86.28691983,92.66572638,67.36401674,5.562687206,13.71308017,27.64227642,57.98031665,62.24489796,28.57142857,9.183673469,22.24489796,6.326530612,37.75510204,0.0,0.0,24.89795918,52.44897959,22.65306122,5.210420842,,0.122611465,0.06847133758,0.405648267,0.5587076438,0.2237827715,0.8628691983,0.9266572638,0.6736401674,0.05562687206,0.1371308017,0.2764227642,0.5798031665,0.6224489796,0.2857142857,0.09183673469,0.2224489796,0.06326530612,0.3775510204,0.0,0.0,0.2489795918,0.5244897959,0.2265306122,0.05210420842
Morishita Shota,Hanshin,R,621.0,13.84863124,8.051529791,39.62338172,58.62903226,21.55369383,85.34653465,93.81017882,63.60424028,5.806198509,14.65346535,25.77481365,53.43271871,40.78947368,50.43859649,8.771929825,36.84210526,13.59649123,59.21052632,3.703703704,10.0,43.64035088,42.3245614,14.03508772,20.51282051,,0.1384863124,0.08051529791,0.3962338172,0.5862903226,0.2155369383,0.8534653465,0.9381017882,0.6360424028,0.05806198509,0.1465346535,0.2577481365,0.5343271871,0.4078947368,0.5043859649,0.08771929825,0.3684210526,0.1359649123,0.5921052632,0.03703703704,0.1,0.4364035088,0.423245614,0.1403508772,0.2051282051
Sato Teruaki,Hanshin,L,590.0,27.45762712,8.13559322,50.27299454,74.05247813,32.10332103,69.17293233,83.33333333,44.36781609,15.49769005,30.82706767,26.62746745,55.10289794,38.58695652,52.98913043,8.423913043,40.76086957,12.22826087,61.41304348,6.779661017,20.51282051,44.02173913,38.04347826,17.93478261,18.88297872,,0.2745762712,0.0813559322,0.5027299454,0.7405247813,0.3210332103,0.6917293233,0.8333333333,0.4436781609,0.1549769005,0.3082706767,0.2662746745,0.5510289794,0.3858695652,0.5298913043,0.08423913043,0.4076086957,0.1222826087,0.6141304348,0.06779661017,0.2051282051,0.4402173913,0.3804347826,0.1793478261,0.1888297872
Ohyama Yusuke,Hanshin,R,581.0,16.5232358,11.53184165,43.02736099,63.79310345,23.28767123,77.74358974,87.90896159,51.47058824,9.576345984,22.25641026,27.00794351,54.6337158,42.39401496,47.63092269,9.975062344,38.65336658,8.97755611,57.60598504,2.237521515,6.806282723,39.1521197,39.90024938,20.94763092,16.78832117,,0.165232358,0.1153184165,0.4302736099,0.6379310345,0.2328767123,0.7774358974,0.8790896159,0.5147058824,0.09576345984,0.2225641026,0.2700794351,0.546337158,0.4239401496,0.4763092269,0.09975062344,0.3865336658,0.0897755611,0.5760598504,0.02237521515,0.06806282723,0.391521197,0.3990024938,0.2094763092,0.1678832117
Kiyomiya Kotaro,Nipponham,L,581.0,14.62994836,7.917383821,50.33175355,71.8960539,29.41176471,77.02448211,87.41633199,52.38095238,11.56398104,22.97551789,25.21327014,57.44075829,44.89795918,44.44444444,10.65759637,36.05442177,8.390022676,55.10204082,2.065404475,6.12244898,38.54875283,42.63038549,18.82086168,12.78026906,,0.1462994836,0.07917383821,0.5033175355,0.718960539,0.2941176471,0.7702448211,0.8741633199,0.5238095238,0.1156398104,0.2297551789,0.2521327014,0.5744075829,0.4489795918,0.4444444444,0.1065759637,0.3605442177,0.08390022676,0.5510204082,0.02065404475,0.0612244898,0.3854875283,0.4263038549,0.1882086168,0.1278026906
Izuguchi Yuta,Yomiuri,L,573.0,10.47120419,7.853403141,42.65828469,61.85654008,20.82533589,88.52631579,92.9058663,73.73271889,4.894476875,11.47368421,24.78670858,55.94970813,44.73684211,43.42105263,11.84210526,36.40350877,7.01754386,55.26315789,1.047120419,3.03030303,30.26315789,44.29824561,25.43859649,13.41991342,,0.1047120419,0.07853403141,0.4265828469,0.6185654008,0.2082533589,0.8852631579,0.929058663,0.7373271889,0.04894476875,0.1147368421,0.2478670858,0.5594970813,0.4473684211,0.4342105263,0.1184210526,0.3640350877,0.0701754386,0.5526315789,0.01047120419,0.0303030303,0.3026315789,0.4429824561,0.2543859649,0.1341991342
Kozono Kaito,Hiroshima,L,572.0,8.216783217,6.293706294,56.13856342,74.34869739,37.30569948,83.75680581,90.70080863,69.44444444,9.118695874,16.24319419,22.00713194,60.92715232,48.10126582,41.13924051,10.75949367,33.5443038,7.594936709,51.89873418,0.5244755245,1.538461538,28.69198312,44.30379747,27.00421941,9.394572025,,0.08216783217,0.06293706294,0.5613856342,0.7434869739,0.3730569948,0.8375680581,0.9070080863,0.6944444444,0.09118695874,0.1624319419,0.2200713194,0.6092715232,0.4810126582,0.4113924051,0.1075949367,0.335443038,0.07594936709,0.5189873418,0.005244755245,0.01538461538,0.2869198312,0.4430379747,0.2700421941,0.09394572025
Fabian Sandro,Hiroshima,R,572.0,14.68531469,3.321678322,54.66101695,71.81208054,38.07763401,82.34280792,90.9212283,66.74757282,9.651600753,17.65719208,23.44632768,61.11111111,34.30493274,58.74439462,6.950672646,37.44394619,21.30044843,65.69506726,2.972027972,6.488549618,43.2735426,41.47982063,15.24663677,23.90350877,,0.1468531469,0.03321678322,0.5466101695,0.7181208054,0.3807763401,0.8234280792,0.909212283,0.6674757282,0.09651600753,0.1765719208,0.2344632768,0.6111111111,0.3430493274,0.5874439462,0.06950672646,0.3744394619,0.2130044843,0.6569506726,0.02972027972,0.06488549618,0.432735426,0.4147982063,0.1524663677,0.2390350877
Osuna Jose,Yakult,R,571.0,13.30998249,5.954465849,44.01456532,61.63003663,26.53429603,82.83350569,90.78751857,64.62585034,7.555757852,17.16649431,26.30860264,56.66818389,42.9844098,48.77505568,8.240534521,33.63028953,15.14476615,57.0155902,2.451838879,6.392694064,38.75278396,40.53452116,20.71269488,18.20175439,,0.1330998249,0.05954465849,0.4401456532,0.6163003663,0.2653429603,0.8283350569,0.9078751857,0.6462585034,0.07555757852,0.1716649431,0.2630860264,0.5666818389,0.429844098,0.4877505568,0.08240534521,0.3363028953,0.1514476615,0.570155902,0.02451838879,0.06392694064,0.3875278396,0.4053452116,0.2071269488,0.1820175439
Sano Keita,DeNA,L,569.0,10.72056239,5.799648506,43.93656716,60.9009009,25.67567568,85.88110403,91.86390533,70.67669173,6.203358209,14.11889597,26.25932836,57.41604478,50.33112583,40.61810155,9.050772627,31.34657837,9.271523179,49.66887417,2.636203866,8.152173913,40.8388521,41.7218543,17.4392936,14.28571429,,0.1072056239,0.05799648506,0.4393656716,0.609009009,0.2567567568,0.8588110403,0.9186390533,0.7067669173,0.06203358209,0.1411889597,0.2625932836,0.5741604478,0.5033112583,0.4061810155,0.09050772627,0.3134657837,0.09271523179,0.4966887417,0.02636203866,0.08152173913,0.408388521,0.417218543,0.174392936,0.1428571429
Nevin Tyler,Seibu,R,567.0,13.75661376,6.878306878,44.75294118,66.08775137,22.05029014,83.80651945,90.17980636,63.59649123,7.247058824,16.19348055,24.47058824,55.34117647,38.8372093,51.39534884,9.76744186,44.88372093,6.511627907,61.1627907,3.703703704,9.502262443,39.06976744,41.62790698,19.30232558,16.51376147,,0.1375661376,0.06878306878,0.4475294118,0.6608775137,0.2205029014,0.8380651945,0.9017980636,0.6359649123,0.07247058824,0.1619348055,0.2447058824,0.5534117647,0.388372093,0.5139534884,0.0976744186,0.4488372093,0.06511627907,0.611627907,0.03703703704,0.09502262443,0.3906976744,0.4162790698,0.1930232558,0.1651376147
Murabayashi Itsuki,Rakuten,R,558.0,18.27956989,4.659498208,46.41013609,59.5113438,31.13590264,82.60869565,89.44281525,67.4267101,8.071328015,17.39130435,29.18817457,61.09807602,49.40617577,39.19239905,11.40142518,30.64133017,8.551068884,50.59382423,0.5376344086,1.818181818,29.92874109,42.28028504,27.79097387,12.26415094,,0.1827956989,0.04659498208,0.4641013609,0.595113438,0.3113590264,0.8260869565,0.8944281525,0.674267101,0.08071328015,0.1739130435,0.2918817457,0.6109807602,0.4940617577,0.3919239905,0.1140142518,0.3064133017,0.08551068884,0.5059382423,0.005376344086,0.01818181818,0.2992874109,0.4228028504,0.2779097387,0.1226415094
Nishikawa Manaya,Seibu,L,554.0,14.2599278,5.59566787,48.93511639,65.3256705,31.38461538,80.87044534,89.88269795,60.78431373,9.361069837,19.12955466,27.09262011,59.88112927,46.97674419,45.34883721,7.674418605,34.41860465,10.93023256,53.02325581,1.805054152,5.128205128,36.51162791,40.23255814,23.25581395,13.65740741,,0.142599278,0.0559566787,0.4893511639,0.653256705,0.3138461538,0.8087044534,0.8988269795,0.6078431373,0.09361069837,0.1912955466,0.2709262011,0.5988112927,0.4697674419,0.4534883721,0.07674418605,0.3441860465,0.1093023256,0.5302325581,0.01805054152,0.05128205128,0.3651162791,0.4023255814,0.2325581395,0.1365740741
Reyes Franmil,Nipponham,R,528.0,24.43181818,8.901515152,49.56521739,73.91304348,28.20976492,67.1539961,80.95238095,35.57692308,16.28019324,32.8460039,28.35748792,55.26570048,42.24137931,46.55172414,11.20689655,39.94252874,6.609195402,57.75862069,6.060606061,19.75308642,32.75862069,46.55172414,20.68965517,13.42857143,,0.2443181818,0.08901515152,0.4956521739,0.7391304348,0.2820976492,0.671539961,0.8095238095,0.3557692308,0.1628019324,0.328460039,0.2835748792,0.5526570048,0.4224137931,0.4655172414,0.1120689655,0.3994252874,0.06609195402,0.5775862069,0.06060606061,0.1975308642,0.3275862069,0.4655172414,0.2068965517,0.1342857143
Tongu Yuma,ORIX,R,523.0,15.4875717,7.648183556,47.66178555,66.20879121,27.90243902,80.37661051,87.82849239,61.53846154,9.352857818,19.62338949,26.59423713,59.32923949,37.91348601,53.94402036,8.142493639,38.67684478,15.26717557,62.08651399,2.485659656,6.132075472,34.09669211,44.27480916,21.62849873,18.93939394,,0.154875717,0.07648183556,0.4766178555,0.6620879121,0.2790243902,0.8037661051,0.8782849239,0.6153846154,0.09352857818,0.1962338949,0.2659423713,0.5932923949,0.3791348601,0.5394402036,0.08142493639,0.3867684478,0.1526717557,0.6208651399,0.02485659656,0.06132075472,0.3409669211,0.4427480916,0.2162849873,0.1893939394
Yanagimachi Tatsuru,SoftBank,L,516.0,21.12403101,11.82170543,38.75338753,60.01734605,15.64561734,79.25407925,85.83815029,51.80722892,8.039747064,20.74592075,28.45528455,53.47786811,51.49700599,34.73053892,13.77245509,33.23353293,1.497005988,48.50299401,1.162790698,5.172413793,29.64071856,49.4011976,20.95808383,9.734513274,,0.2112403101,0.1182170543,0.3875338753,0.6001734605,0.1564561734,0.7925407925,0.8583815029,0.5180722892,0.08039747064,0.2074592075,0.2845528455,0.5347786811,0.5149700599,0.3473053892,0.1377245509,0.3323353293,0.01497005988,0.4850299401,0.01162790698,0.05172413793,0.2964071856,0.494011976,0.2095808383,0.09734513274
Uebayashi Seiji,Chunichi,L,513.0,19.88304094,2.53411306,59.19234857,75.61497326,42.88724974,75.58348294,86.42149929,56.75675676,14.45270988,24.41651706,26.24867163,64.13390011,37.85900783,50.91383812,11.22715405,37.85900783,13.05483029,62.14099217,3.313840156,8.717948718,40.9921671,42.03655352,16.97127937,20.97186701,,0.1988304094,0.0253411306,0.5919234857,0.7561497326,0.4288724974,0.7558348294,0.8642149929,0.5675675676,0.1445270988,0.2441651706,0.2624867163,0.6413390011,0.3785900783,0.5091383812,0.1122715405,0.3785900783,0.1305483029,0.6214099217,0.03313840156,0.08717948718,0.409921671,0.4203655352,0.1697127937,0.2097186701
Yamakawa Hotaka,SoftBank,R,494.0,25.50607287,8.502024291,50.05015045,73.43049327,31.09700816,68.03607214,82.29007634,40.81632653,15.99799398,31.96392786,27.6328987,56.77031093,34.81012658,56.32911392,8.860759494,41.7721519,14.55696203,65.18987342,4.655870445,12.92134831,46.51898734,39.55696203,13.92405063,25.23364486,,0.2550607287,0.08502024291,0.5005015045,0.7343049327,0.3109700816,0.6803607214,0.8229007634,0.4081632653,0.1599799398,0.3196392786,0.276328987,0.5677031093,0.3481012658,0.5632911392,0.08860759494,0.417721519,0.1455696203,0.6518987342,0.04655870445,0.1292134831,0.4651898734,0.3955696203,0.1392405063,0.2523364486
Ohta Ryo,ORIX,R,494.0,20.64777328,6.072874494,50.42328042,71.71514544,26.65173572,77.8593914,85.17482517,55.88235294,11.16402116,22.1406086,25.66137566,58.35978836,52.97450425,37.11048159,9.915014164,31.16147309,5.949008499,47.02549575,2.024291498,7.633587786,26.9121813,47.87535411,25.21246459,9.550561798,,0.2064777328,0.06072874494,0.5042328042,0.7171514544,0.2665173572,0.778593914,0.8517482517,0.5588235294,0.1116402116,0.221406086,0.2566137566,0.5835978836,0.5297450425,0.3711048159,0.09915014164,0.3116147309,0.05949008499,0.4702549575,0.02024291498,0.07633587786,0.269121813,0.4787535411,0.2521246459,0.09550561798
Vosler Jason,Chunichi,L,492.0,20.32520325,5.487804878,48.27586207,66.01941748,32.05506391,76.11940299,86.92810458,55.82822086,11.52856408,23.88059701,27.53474009,58.36335564,33.52769679,58.89212828,7.580174927,43.73177843,15.16034985,66.47230321,2.642276423,6.435643564,45.18950437,31.77842566,23.03206997,25.28089888,,0.2032520325,0.05487804878,0.4827586207,0.6601941748,0.3205506391,0.7611940299,0.8692810458,0.5582822086,0.1152856408,0.2388059701,0.2753474009,0.5836335564,0.3352769679,0.5889212828,0.07580174927,0.4373177843,0.1516034985,0.6647230321,0.02642276423,0.06435643564,0.4518950437,0.3177842566,0.2303206997,0.2528089888
Nakashima Daisuke,Rakuten,L,491.0,15.27494908,3.462321792,48.68080704,60.37549407,35.83061889,81.72157279,91.16202946,64.24242424,8.898085877,18.27842721,29.22917744,62.64873254,49.48979592,42.09183673,8.418367347,28.31632653,13.7755102,50.51020408,1.221995927,3.636363636,31.63265306,41.32653061,27.04081633,13.13131313,,0.1527494908,0.03462321792,0.4868080704,0.6037549407,0.3583061889,0.8172157279,0.9116202946,0.6424242424,0.08898085877,0.1827842721,0.2922917744,0.6264873254,0.4948979592,0.4209183673,0.08418367347,0.2831632653,0.137755102,0.5051020408,0.01221995927,0.03636363636,0.3163265306,0.4132653061,0.2704081633,0.1313131313
Suekane Shota,Hiroshima,R,481.0,19.95841996,6.860706861,54.79840999,75.73170732,36.55685441,69.84455959,82.76972625,46.51162791,16.52470187,30.15544041,27.59795571,60.02271437,40.24024024,52.25225225,7.507507508,37.23723724,15.01501502,59.75975976,2.286902287,6.32183908,40.24024024,42.64264264,17.11711712,18.60465116,,0.1995841996,0.06860706861,0.5479840999,0.7573170732,0.3655685441,0.6984455959,0.8276972625,0.4651162791,0.1652470187,0.3015544041,0.2759795571,0.6002271437,0.4024024024,0.5225225225,0.07507507508,0.3723723724,0.1501501502,0.5975975976,0.02286902287,0.0632183908,0.4024024024,0.4264264264,0.1711711712,0.1860465116
Cabbage Trey,Yomiuri,L,474.0,30.16877637,7.172995781,51.04510451,73.28431373,32.8685259,66.48706897,83.11036789,36.36363636,17.10671067,33.51293103,28.76787679,56.32563256,43.70629371,48.95104895,7.342657343,40.20979021,8.741258741,56.29370629,3.58649789,12.14285714,39.51048951,39.51048951,20.97902098,16.55172414,,0.3016877637,0.07172995781,0.5104510451,0.7328431373,0.328685259,0.6648706897,0.8311036789,0.3636363636,0.1710671067,0.3351293103,0.2876787679,0.5632563256,0.4370629371,0.4895104895,0.07342657343,0.4020979021,0.08741258741,0.5629370629,0.0358649789,0.1214285714,0.3951048951,0.3951048951,0.2097902098,0.1655172414
Uchiyama Souma,Yakult,R,471.0,14.01273885,8.704883227,40.64408662,59.68586387,19.14893617,87.56830601,94.73684211,62.34567901,5.052748473,12.43169399,26.09661299,55.5802332,38.92045455,52.27272727,8.806818182,39.48863636,12.78409091,61.07954545,1.6985138,4.347826087,36.36363636,44.03409091,19.60227273,18.2320442,,0.1401273885,0.08704883227,0.4064408662,0.5968586387,0.1914893617,0.8756830601,0.9473684211,0.6234567901,0.05052748473,0.1243169399,0.2609661299,0.555802332,0.3892045455,0.5227272727,0.08806818182,0.3948863636,0.1278409091,0.6107954545,0.016985138,0.04347826087,0.3636363636,0.4403409091,0.1960227273,0.182320442
Mannami Chusei,Nipponham,R,464.0,26.93965517,7.974137931,46.215781,69.27374302,24.84536082,70.96399535,81.77419355,43.15352697,13.41921632,29.03600465,28.1266774,55.77026302,34.91525424,60.33898305,4.745762712,49.49152542,10.84745763,65.08474576,4.310344828,11.23595506,29.15254237,49.15254237,21.69491525,14.52702703,,0.2693965517,0.07974137931,0.46215781,0.6927374302,0.2484536082,0.7096399535,0.8177419355,0.4315352697,0.1341921632,0.2903600465,0.281266774,0.5577026302,0.3491525424,0.6033898305,0.04745762712,0.4949152542,0.1084745763,0.6508474576,0.04310344828,0.1123595506,0.2915254237,0.4915254237,0.2169491525,0.1452702703
Nakagawa Keita,ORIX,R,463.0,10.58315335,4.103671706,49.19976289,67.92249731,26.18421053,84.93975904,93.02694136,59.29648241,7.409602845,15.06024096,24.54060462,59.39537641,38.71794872,52.56410256,8.717948718,37.94871795,14.61538462,61.28205128,2.591792657,5.853658537,38.71794872,41.28205128,20.0,18.82951654,,0.1058315335,0.04103671706,0.4919976289,0.6792249731,0.2618421053,0.8493975904,0.9302694136,0.5929648241,0.07409602845,0.1506024096,0.2454060462,0.5939537641,0.3871794872,0.5256410256,0.08717948718,0.3794871795,0.1461538462,0.6128205128,0.02591792657,0.05853658537,0.3871794872,0.4128205128,0.2,0.1882951654
Muneyama Rui,Rakuten,L,459.0,17.64705882,3.921568627,54.06698565,72.09821429,33.2046332,81.96902655,91.33126935,58.52713178,9.748803828,18.03097345,24.34210526,62.32057416,40.79320113,47.87535411,11.33144476,37.11048159,10.76487252,59.20679887,0.6535947712,1.775147929,37.39376771,43.3427762,19.26345609,15.96638655,,0.1764705882,0.03921568627,0.5406698565,0.7209821429,0.332046332,0.8196902655,0.9133126935,0.5852713178,0.09748803828,0.1803097345,0.2434210526,0.6232057416,0.4079320113,0.4787535411,0.1133144476,0.3711048159,0.1076487252,0.5920679887,0.006535947712,0.01775147929,0.3739376771,0.433427762,0.1926345609,0.1596638655
Yoshikawa Naoki,Yomiuri,L,458.0,13.75545852,8.951965066,45.41284404,65.45866365,24.85481998,81.69191919,91.00346021,56.54205607,8.314220183,18.30808081,25.5733945,56.3646789,53.68731563,39.23303835,7.079646018,34.51327434,4.719764012,46.31268437,0.6550218341,2.255639098,28.31858407,47.78761062,23.89380531,8.092485549,,0.1375545852,0.08951965066,0.4541284404,0.6545866365,0.2485481998,0.8169191919,0.9100346021,0.5654205607,0.08314220183,0.1830808081,0.255733945,0.563646789,0.5368731563,0.3923303835,0.07079646018,0.3451327434,0.04719764012,0.4631268437,0.006550218341,0.02255639098,0.2831858407,0.4778761062,0.2389380531,0.08092485549
Sugimoto Yutaro,ORIX,R,455.0,26.81318681,8.131868132,53.87803434,73.88613861,35.48752834,66.59340659,81.0720268,38.97763578,17.99881587,33.40659341,30.07696862,60.03552398,38.86925795,53.35689046,7.77385159,39.92932862,13.42756184,61.13074205,3.516483516,10.59602649,40.98939929,36.04240283,22.96819788,18.24561404,,0.2681318681,0.08131868132,0.5387803434,0.7388613861,0.3548752834,0.6659340659,0.810720268,0.3897763578,0.1799881587,0.3340659341,0.3007696862,0.6003552398,0.3886925795,0.5335689046,0.0777385159,0.3992932862,0.1342756184,0.6113074205,0.03516483516,0.1059602649,0.4098939929,0.3604240283,0.2296819788,0.1824561404
Hasegawa Shinya,Seibu,R,453.0,12.14128035,7.06401766,42.9700734,60.63829787,22.95673077,83.96846255,90.87719298,63.35078534,6.888763411,16.03153745,27.32919255,58.55448899,44.22535211,46.1971831,9.577464789,30.14084507,16.05633803,55.77464789,1.324503311,3.658536585,38.5915493,43.09859155,18.30985915,18.48739496,,0.1214128035,0.0706401766,0.429700734,0.6063829787,0.2295673077,0.8396846255,0.9087719298,0.6335078534,0.06888763411,0.1603153745,0.2732919255,0.5855448899,0.4422535211,0.461971831,0.09577464789,0.3014084507,0.1605633803,0.5577464789,0.01324503311,0.03658536585,0.385915493,0.4309859155,0.1830985915,0.1848739496
Hirooka Taishi,ORIX,R,453.0,19.86754967,8.609271523,46.35584137,65.29351184,25.81005587,76.30057803,83.2807571,57.14285714,10.98606645,23.69942197,28.51018221,58.94962487,44.58204334,47.36842105,8.049535604,36.84210526,10.52631579,55.41795666,1.545253863,4.575163399,31.57894737,47.9876161,20.43343653,15.74074074,,0.1986754967,0.08609271523,0.4635584137,0.6529351184,0.2581005587,0.7630057803,0.832807571,0.5714285714,0.1098606645,0.2369942197,0.2851018221,0.5894962487,0.4458204334,0.4736842105,0.08049535604,0.3684210526,0.1052631579,0.5541795666,0.01545253863,0.04575163399,0.3157894737,0.479876161,0.2043343653,0.1574074074
Fujiwara Kyota,Lotte,L,451.0,17.7383592,6.873614191,46.28916987,61.35216953,28.19277108,83.49168646,90.13157895,66.23931624,7.641561297,16.50831354,28.47718527,61.02253986,50.15197568,40.72948328,9.118541033,31.00303951,9.726443769,49.84802432,0.8869179601,2.985074627,31.30699088,45.59270517,23.10030395,9.638554217,,0.177383592,0.06873614191,0.4628916987,0.6135216953,0.2819277108,0.8349168646,0.9013157895,0.6623931624,0.07641561297,0.1650831354,0.2847718527,0.6102253986,0.5015197568,0.4072948328,0.09118541033,0.3100303951,0.09726443769,0.4984802432,0.008869179601,0.02985074627,0.3130699088,0.4559270517,0.2310030395,0.09638554217
Watanabe Seiya,Seibu,R,450.0,18.88888889,4.222222222,51.84956843,68.40277778,32.98153034,79.78596908,88.15566836,60.0,10.48088779,20.21403092,27.25030826,61.71393342,52.05882353,40.29411765,7.647058824,32.35294118,7.941176471,47.94117647,2.666666667,8.759124088,31.76470588,45.58823529,22.64705882,12.28070175,,0.1888888889,0.04222222222,0.5184956843,0.6840277778,0.3298153034,0.7978596908,0.8815566836,0.6,0.1048088779,0.2021403092,0.2725030826,0.6171393342,0.5205882353,0.4029411765,0.07647058824,0.3235294118,0.07941176471,0.4794117647,0.02666666667,0.08759124088,0.3176470588,0.4558823529,0.2264705882,0.1228070175
Kuwahara Masayuki,DeNA,R,448.0,13.16964286,6.473214286,48.01026958,67.81750925,26.5060241,83.42245989,91.27272727,61.61616162,7.958921694,16.57754011,24.19768935,57.50962773,42.81524927,46.62756598,10.55718475,37.53665689,9.090909091,57.18475073,1.339285714,3.773584906,34.31085044,43.69501466,21.9941349,14.89971347,,0.1316964286,0.06473214286,0.4801026958,0.6781750925,0.265060241,0.8342245989,0.9127272727,0.6161616162,0.07958921694,0.1657754011,0.2419768935,0.5750962773,0.4281524927,0.4662756598,0.1055718475,0.3753665689,0.09090909091,0.5718475073,0.01339285714,0.03773584906,0.3431085044,0.4369501466,0.219941349,0.1489971347
Kurebayashi Kotaro,ORIX,R,446.0,12.78026906,7.399103139,47.89719626,66.96730552,27.36077482,80.6097561,88.55218855,59.73451327,9.287383178,19.3902439,25.99299065,58.93691589,41.02564103,48.43304843,10.54131054,40.17094017,8.262108262,58.97435897,2.01793722,5.294117647,26.21082621,47.86324786,25.92592593,12.21590909,,0.1278026906,0.07399103139,0.4789719626,0.6696730552,0.2736077482,0.806097561,0.8855218855,0.5973451327,0.09287383178,0.193902439,0.2599299065,0.5893691589,0.4102564103,0.4843304843,0.1054131054,0.4017094017,0.08262108262,0.5897435897,0.0201793722,0.05294117647,0.2621082621,0.4786324786,0.2592592593,0.1221590909
Terachi Ryusei,Lotte,L,445.0,14.83146067,4.04494382,50.24783147,67.11560045,29.46058091,82.73736128,90.96989967,59.62441315,8.674101611,17.26263872,26.51796778,61.58612144,55.27065527,37.32193732,7.407407407,27.35042735,9.971509972,44.72934473,1.123595506,3.816793893,26.78062678,49.85754986,23.36182336,8.522727273,,0.1483146067,0.0404494382,0.5024783147,0.6711560045,0.2946058091,0.8273736128,0.9096989967,0.5962441315,0.08674101611,0.1726263872,0.2651796778,0.6158612144,0.5527065527,0.3732193732,0.07407407407,0.2735042735,0.09971509972,0.4472934473,0.01123595506,0.03816793893,0.2678062678,0.4985754986,0.2336182336,0.08522727273
Nishikawa Misho,Lotte,R,445.0,19.1011236,3.595505618,53.47264905,70.01140251,34.13333333,79.1954023,89.90228013,53.515625,11.12476951,20.8045977,27.16656423,62.26183159,49.24924925,41.44144144,9.309309309,32.43243243,9.009009009,50.75075075,0.6741573034,2.173913043,26.12612613,47.74774775,26.12612613,9.226190476,,0.191011236,0.03595505618,0.5347264905,0.7001140251,0.3413333333,0.791954023,0.8990228013,0.53515625,0.1112476951,0.208045977,0.2716656423,0.6226183159,0.4924924925,0.4144144144,0.09309309309,0.3243243243,0.09009009009,0.5075075075,0.006741573034,0.02173913043,0.2612612613,0.4774774775,0.2612612613,0.09226190476
Makihara Taisei,SoftBank,L,443.0,13.99548533,1.58013544,61.1030479,76.57534247,43.67283951,77.79097387,93.73881932,46.28975265,13.57039187,22.20902613,24.96371553,64.1509434,56.71232877,33.15068493,10.1369863,26.84931507,6.301369863,43.28767123,1.128668172,4.132231405,43.56164384,43.01369863,13.42465753,14.63414634,,0.1399548533,0.0158013544,0.611030479,0.7657534247,0.4367283951,0.7779097387,0.9373881932,0.4628975265,0.1357039187,0.2220902613,0.2496371553,0.641509434,0.5671232877,0.3315068493,0.101369863,0.2684931507,0.06301369863,0.4328767123,0.01128668172,0.04132231405,0.4356164384,0.4301369863,0.1342465753,0.1463414634
Takizawa Natsuo,Seibu,L,440.0,15.22727273,6.363636364,43.17365269,57.03544576,25.71041949,87.51733703,94.35028249,68.42105263,5.389221557,12.48266297,28.20359281,61.79640719,57.56676558,33.23442136,9.198813056,24.92581602,8.308605341,42.43323442,0.0,0.0,31.15727003,45.99406528,22.84866469,9.384164223,,0.1522727273,0.06363636364,0.4317365269,0.5703544576,0.2571041949,0.8751733703,0.9435028249,0.6842105263,0.05389221557,0.1248266297,0.2820359281,0.6179640719,0.5756676558,0.3323442136,0.09198813056,0.2492581602,0.08308605341,0.4243323442,0.0,0.0,0.3115727003,0.4599406528,0.2284866469,0.09384164223
