                   Player    G   PA   AB    R    H  2B  3B  HR   TB  RBI  SB  CS  SH  SF   SO   BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP    TTO%      K%     BB%  BB/K                Team League
0          Akiyama Takumi    5    9    7    0    0   0   0   0    0    1   0   0   2   0    2    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   22.2%   22.2%    0.0%  0.00      Hanshin Tigers     CL
2             Aoyagi Koyo   24   54   50    2    7   0   0   0    7    2   0   0   3   0   26    1    0   0    1  0.140  0.157  0.140  0.297   -11  0.000  0.292   50.0%   48.1%    1.9%  0.04      Hanshin Tigers     CL
4          Chikamoto Koji  132  580  525   71  154  16   3   3  185   34  30   5   6   1   63   41    0   7    7  0.293  0.352  0.352  0.704   113  0.059  0.328   18.4%   10.9%    7.1%  0.65      Hanshin Tigers     CL
5            Egoshi Taiga   24    5    4    4    0   0   0   0    0    0   4   0   0   0    3    1    0   0    0  0.000  0.200  0.000  0.200   -36  0.000  0.000   80.0%   60.0%   20.0%  0.33      Hanshin Tigers     CL
6       Fujinami Shintaro   16   22   20    0    0   0   0   0    0    0   0   0   2   0   13    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   59.1%   59.1%    0.0%  0.00      Hanshin Tigers     CL
7              Gunkel Joe   16   27   24    1    7   2   0   0    9    2   0   0   2   0   10    1    0   0    0  0.292  0.320  0.375  0.695   109  0.083  0.500   40.7%   37.0%    3.7%  0.10      Hanshin Tigers     CL
8          Hamachi Masumi   52    1    1    0    0   0   0   0    0    0   0   0   0   0    0    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000    0.0%    0.0%    0.0%            Hanshin Tigers     CL
9      Haraguchi Fumihito   33   83   71    5   23   2   0   2   31   10   0   0   1   2    5    9    0   0    1  0.324  0.390  0.437  0.827   149  0.113  0.318   19.3%    6.0%   10.8%  1.80      Hanshin Tigers     CL
10           Hojoh Fumiya   32   48   43    5    8   1   0   1   12    7   0   0   2   1    6    2    0   0    1  0.186  0.217  0.279  0.496    48  0.093  0.189   18.8%   12.5%    4.2%  0.33      Hanshin Tigers     CL
11            Inoue Kouta    2    5    5    0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   40.0%   40.0%    0.0%  0.00      Hanshin Tigers     CL
12           Ishii Daichi   18    1    1    0    0   0   0   0    0    0   0   0   0   0    0    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000    0.0%    0.0%    0.0%            Hanshin Tigers     CL
13         Itayama Yutaro   14    9    8    0    1   0   0   0    1    0   0   0   0   0    4    1    0   0    0  0.125  0.222  0.125  0.347     6  0.000  0.250   55.6%   44.4%   11.1%  0.25      Hanshin Tigers     CL
14           Itoh Masashi   20   46   33    1    4   1   0   0    5    5   0   0  11   0   19    2    0   0    1  0.121  0.171  0.152  0.323    -3  0.031  0.286   45.7%   41.3%    4.3%  0.11      Hanshin Tigers     CL
15          Itohara Kento  132  495  445   31  110  12   1   3  133   36   2   3   6   4   48   35    1   5    7  0.247  0.307  0.299  0.606    84  0.052  0.269   17.4%    9.7%    7.1%  0.73      Hanshin Tigers     CL
16            Itoi Yoshio   62  182  163   12   37   3   0   3   49   22   0   0   0   1   29   16    2   2    3  0.227  0.302  0.301  0.603    82  0.074  0.258   26.4%   15.9%    8.8%  0.55      Hanshin Tigers     CL
20          Katayama Yuya    2    2    2    0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000         100.0%  100.0%    0.0%  0.00      Hanshin Tigers     CL
22           Kinami Seiya   41  101   93    6   19   4   0   1   26    6   0   0   2   0   19    5    0   1    2  0.204  0.253  0.280  0.533    60  0.076  0.247   24.8%   18.8%    5.0%  0.26      Hanshin Tigers     CL
23       Kirishiki Takuma    7    3    3    0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   66.7%   66.7%    0.0%  0.00      Hanshin Tigers     CL
25       Kumagai Takahiro   63   52   45    8    7   0   0   0    7    3   7   5   6   1   10    0    0   0    0  0.156  0.152  0.156  0.308    -8  0.000  0.194   19.2%   19.2%    0.0%  0.00      Hanshin Tigers     CL
26            Marte Jefry   33  102   90    8   23   1   0   1   27   11   0   0   0   2   19    8    0   2    1  0.256  0.324  0.300  0.624    89  0.044  0.306   27.5%   18.6%    7.8%  0.42      Hanshin Tigers     CL
27          Moriki Daichi    2    3    3    0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   33.3%   33.3%    0.0%  0.00      Hanshin Tigers     CL
28         Nagasaka Kenya   27   46   40    2    7   1   1   0   10    1   0   0   6   0   16    0    0   0    2  0.175  0.175  0.250  0.425    26  0.075  0.292   34.8%   34.8%    0.0%  0.00      Hanshin Tigers     CL
29          Nakano Takumu  135  610  569   69  157  16   3   6  197   25  23   7  19   1   89   18    0   3    9  0.276  0.301  0.346  0.647    95  0.070  0.318   18.5%   14.6%    3.0%  0.20      Hanshin Tigers     CL
30            Nishi Junya   14   26   26    1    6   1   0   1   10    4   0   0   0   0    8    0    0   0    0  0.231  0.231  0.385  0.616    83  0.154  0.294   34.6%   30.8%    0.0%  0.00      Hanshin Tigers     CL
31             Nishi Yuki   23   49   42    1    2   0   0   0    2    0   0   0   6   0   17    1    0   0    0  0.048  0.070  0.048  0.118   -65  0.000  0.080   36.7%   34.7%    2.0%  0.06      Hanshin Tigers     CL
32           Obata Ryuhei   49   73   69    7   13   1   0   1   17    5   0   0   1   1   21    2    0   0    0  0.188  0.208  0.246  0.454    36  0.058  0.250   32.9%   28.8%    2.7%  0.10      Hanshin Tigers     CL
33            Ogawa Ippei    6    6    4    0    0   0   0   0    0    0   0   0   2   0    3    0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   50.0%   50.0%    0.0%  0.00      Hanshin Tigers     CL
34          Ohyama Yusuke  124  510  439   54  117  18   1  23  206   87   0   1   1   5  103   59    5   6   17  0.267  0.358  0.469  0.827   148  0.202  0.296   36.3%   20.2%   11.6%  0.57      Hanshin Tigers     CL
37            Onodera Dan   32   45   44    3    6   1   1   1   12    7   0   0   0   0   12    1    0   0    3  0.136  0.156  0.273  0.429    26  0.137  0.161   31.1%   26.7%    2.2%  0.08      Hanshin Tigers     CL
39      Rodriguez Aderlin   24   70   65    5   10   2   0   2   18    9   0   0   0   1   17    2    0   2    4  0.154  0.200  0.277  0.477    42  0.123  0.170   30.0%   24.3%    2.9%  0.12      Hanshin Tigers     CL
40          Rojas Jr. Mel   89  211  183   19   41   7   0   9   75   27   0   0   0   1   53   22    1   5    4  0.224  0.322  0.410  0.732   119  0.186  0.262   39.8%   25.1%   10.4%  0.42      Hanshin Tigers     CL
41           Saiki Hiroto    9   19   16    0    1   0   0   0    1    0   0   0   2   0   11    1    0   0    0  0.063  0.118  0.063  0.181   -45  0.000  0.200   63.2%   57.9%    5.3%  0.09      Hanshin Tigers     CL
42          Saitoh Yukiya   20    1    1    1    1   1   0   0    2    0   0   0   0   0    0    0    0   0    0  1.000  1.000  2.000  3.000   789  1.000  1.000    0.0%    0.0%    0.0%            Hanshin Tigers     CL
43           Sakaeda Yuki    1    1    1    0    1   0   0   0    1    1   0   0   0   0    0    0    0   0    0  1.000  1.000  1.000  2.000   509  0.000  1.000    0.0%    0.0%    0.0%            Hanshin Tigers     CL
44      Sakamoto Seishiro   60  151  127    5   24   3   0   0   27    6   0   0   7   0   26   13    2   4    1  0.189  0.285  0.213  0.498    52  0.024  0.238   25.8%   17.2%    8.6%  0.50      Hanshin Tigers     CL
45           Sato Teruaki  143  603  541   70  143  35   8  20  254   84  11   3   0   7  137   51    5   4    5  0.264  0.328  0.470  0.798   138  0.206  0.315   34.5%   22.7%    8.5%  0.37      Hanshin Tigers     CL
46          Shimada Kairi  123  339  311   36   82   7   2   0   93   17  21   5   9   1   56   15    0   3    3  0.264  0.303  0.299  0.602    82  0.035  0.320   20.9%   16.5%    4.4%  0.27      Hanshin Tigers     CL
48        Takatera Nozomu    8   27   23    0    3   3   0   0    6    2   1   0   1   1    5    2    0   0    0  0.130  0.192  0.261  0.453    35  0.131  0.158   25.9%   18.5%    7.4%  0.40      Hanshin Tigers     CL
49          Takayama Shun   38   56   53    1   10   2   0   0   12    0   2   0   1   0   12    2    0   0    0  0.189  0.218  0.226  0.444    34  0.037  0.244   25.0%   21.4%    3.6%  0.17      Hanshin Tigers     CL
50         Toyoda Hiroshi    5    9    7    0    0   0   0   0    0    0   0   0   1   0    4    1    0   0    1  0.000  0.125  0.000  0.125   -60  0.000  0.000   55.6%   44.4%   11.1%  0.25      Hanshin Tigers     CL
51               Ueda Kai   57   14   12   10    3   0   0   0    3    1   4   2   0   0    1    2    0   0    0  0.250  0.357  0.250  0.607    86  0.000  0.273   21.4%    7.1%   14.3%  2.00      Hanshin Tigers     CL
52          Umeno Ryutaro  100  331  294   26   67   2   1   4   83   25   2   1   6   1   77   30    5   0   16  0.228  0.298  0.282  0.580    76  0.054  0.294   33.5%   23.3%    9.1%  0.39      Hanshin Tigers     CL
54        Wilkerson Aaron   14   18   15    0    1   0   0   0    1    1   0   0   3   0    7    0    0   0    0  0.067  0.067  0.067  0.134   -61  0.000  0.125   38.9%   38.9%    0.0%  0.00      Hanshin Tigers     CL
55      Yamamoto Yasuhiro   86  203  181   19   45   4   0   2   55   15   3   3  10   1   42   10    0   1    1  0.249  0.290  0.304  0.594    79  0.055  0.312   26.6%   20.7%    4.9%  0.24      Hanshin Tigers     CL
56        Yohkawa Naomasa   45   75   68    6   20   6   0   1   29    6   0   0   1   0   20    4    0   2    0  0.294  0.351  0.426  0.777   134  0.132  0.404   33.3%   26.7%    5.3%  0.20      Hanshin Tigers     CL
58         Aizawa Tsubasa   98  325  290   18   60  10   0   3   79   33   0   0   2   4   49   23    0   6   11  0.207  0.276  0.272  0.548    66  0.065  0.236   23.1%   15.1%    7.1%  0.47      Hiroshima Carp     CL
59          Akiyama Shogo   44  174  155   19   41   6   1   5   64   26   0   0   0   2   34   11    0   6    6  0.265  0.333  0.413  0.746   125  0.148  0.305   28.7%   19.5%    6.3%  0.32      Hiroshima Carp     CL
60          Anderson Drew   13   17   14    0    1   0   0   0    1    0   0   0   3   0    8    0    0   0    0  0.071  0.071  0.071  0.142   -60  0.000  0.167   47.1%   47.1%    0.0%  0.00      Hiroshima Carp     CL
