0                 Team    PA    AB    R     H   2B  3B   HR    TB  RBI  SB  CS  SH  SF   SO   BB IBB  HP  GDP    AVG    OBP    SLG    OPS OPS+    ISO  BABIP   TTO%     K%    BB%  BB/K League
1       Hanshin Tigers  4160  3637  493   916  172  27   65  1337  453  78  39  67  27  877  387   2  42   76  0.252  0.329  0.368  0.697  101  0.116  0.313  31.9%  21.1%   9.3%  0.44     WL
2       Hiroshima Carp  3953  3505  371   855  152  23   50  1203  336  47  21  64  24  782  323   3  37   70  0.244  0.312  0.343  0.655   91  0.099  0.298  29.2%  19.8%   8.2%  0.41     WL
3        DeNA BayStars  4006  3532  435   911  174  19   61  1306  398  80  43  58  31  867  342   1  42   71  0.258  0.328  0.370  0.698  106  0.112  0.323  31.7%  21.6%   8.5%  0.39     EL
4       Yomiuri Giants  4830  4218  547  1054  189  16  100  1575  512  30  17  75  32  839  454   3  51  107  0.250  0.328  0.373  0.701  102  0.123  0.288  28.8%  17.4%   9.4%  0.54     EL
5      Yakult Swallows  4276  3778  512   980  184  33   67  1431  484  83  36  45  31  664  389   0  33   84  0.259  0.331  0.379  0.710  104  0.120  0.297  26.2%  15.5%   9.1%  0.59     EL
6     Chunichi Dragons  4140  3628  402   903  171  24   46  1260  367  66  35  62  35  776  369   4  46   97  0.249  0.323  0.347  0.670   90  0.098  0.302  28.8%  18.7%   8.9%  0.48     WL
7       ORIX Buffaloes  4641  4031  445  1001  158  32   54  1385  418  51  41  84  29  768  457   4  40   99  0.248  0.329  0.344  0.673  100  0.096  0.292  27.6%  16.5%   9.8%  0.60     WL
8        Lotte Marines  4107  3574  461   869  174  15   70  1283  433  73  43  21  41  815  423   1  48   84  0.243  0.328  0.359  0.687   98  0.116  0.293  31.8%  19.8%  10.3%  0.52     EL
9       SoftBank Hawks  4362  3738  533   914  158  42   88  1420  502  75  37  80  29  882  447   3  68   57  0.245  0.334  0.380  0.714  105  0.135  0.295  32.5%  20.2%  10.2%  0.51     WL
10      Rakuten Eagles  4424  3818  525   991  185  26   66  1426  492  85  24  59  29  831  461   0  56   95  0.260  0.346  0.373  0.719  109  0.113  0.314  30.7%  18.8%  10.4%  0.55     EL
11         Seibu Lions  4219  3699  477   911  156  26   93  1398  439  68  50  41  36  777  403   1  40   94  0.246  0.324  0.378  0.702  102  0.132  0.286  30.2%  18.4%   9.6%  0.52     EL
12  Nipponham Fighters  3674  3285  337   766  137  19   78  1175  305  55  41  39  16  834  290   1  44   62  0.233  0.303  0.358  0.661   91  0.125  0.288  32.7%  22.7%   7.9%  0.35     EL
13      League Average  4233  3704  462   923  168  25   70  1350  428  66  36  58  30  809  395   2  46   83  0.249  0.327  0.364  0.691  100  0.115  0.299  30.1%  19.1%   9.3%  0.49    NaN
