                  Pitcher   G   W  L  SV  CG  SHO   BF     IP    H  HR  SO  BB  IBB  HB  WP   R  ER    ERA    FIP  kwERA  WHIP  ERA+  FIP- kwERA-    Diff    HR%     K%    BB%   K-BB%                Team League
0          Akiyama Takumi  13   9  3   0   0    0  308   73.1   77   2  36  12    0   2   1  27  25   3.07   3.54   4.02  1.21   119    84    105   -0.47   0.6%  11.7%   3.9%    7.8%      Hanshin Tigers     WL
1          Alcantara Raul   9   0  1   1   0    0   40    9.0   10   0  12   2    0   0   1   4   3   3.00   1.60   2.30  1.33   122    38     60    1.40   0.0%  30.0%   5.0%   25.0%      Hanshin Tigers     WL
2             Aoyagi Koyo   2   0  0   0   0    0   29    7.0    4   1   5   2    0   0   0   2   2   2.57   4.88   3.77  0.86   142   115     99   -2.31   3.4%  17.2%   6.9%   10.3%      Hanshin Tigers     WL
3             Baba Kosuke  31   1  3   3   0    0  122   28.2   26   1  26  12    0   1   3  11   9   2.83   3.60   3.65  1.33   129    85     96   -0.77   0.8%  21.3%   9.8%   11.5%      Hanshin Tigers     WL
4            Chen Wei-Yin   7   2  1   0   0    0  127   29.2   36   1  16   5    0   0   0  12  10   3.03   3.46   3.93  1.38   121    82    103   -0.43   0.8%  12.6%   3.9%    8.7%      Hanshin Tigers     WL
5       Fujinami Shintaro   9   4  1   0   0    0  163   40.2   26   2  50  15    0   2   2   9   8   1.77   3.03   2.65  1.01   207    72     69   -1.26   1.2%  30.7%   9.2%   21.5%      Hanshin Tigers     WL
6              Gunkel Joe   3   0  1   0   0    0   42    7.2   20   3   3   0    0   0   0  12  12  14.09   7.90   4.09  2.61    26   186    107    6.19   7.1%   7.1%   0.0%    7.1%      Hanshin Tigers     WL
7          Hamachi Masumi   3   0  0   0   0    0    9    3.0    0   0   2   0    0   0   0   0   0   0.00   2.26   2.58  0.00   999    53     68   -2.26   0.0%  22.2%   0.0%   22.2%      Hanshin Tigers     WL
8            Ishii Daichi  13   2  0   1   0    0   53   12.0   16   1  18   2    0   0   0   3   3   2.25   2.18   1.78  1.50   162    51     47    0.07   1.9%  34.0%   3.8%   30.2%      Hanshin Tigers     WL
9            Itoh Masashi   4   2  0   0   0    0   59   16.0   15   0   4   4    0   0   0   2   2   1.13   3.85   4.80  1.19   324    91    126   -2.72   0.0%   6.8%   6.8%    0.0%      Hanshin Tigers     WL
10           Iwasada Yuta   4   0  0   0   0    0   13    4.0    1   0   7   0    0   0   0   0   0   0.00   0.10  -0.58  0.25   999     2    -15   -0.10   0.0%  53.8%   0.0%   53.8%      Hanshin Tigers     WL
11           Iwata Masaki  41   4  1   0   0    0  126   32.0   19   1  34   9    1   4   0   9   7   1.97   3.10   2.82  0.88   186    73     74   -1.13   0.8%  27.0%   7.1%   19.9%      Hanshin Tigers     WL
12             Kajiya Ren   9   0  0   0   0    0   30    7.2    8   1   8   2    0   0   0   3   3   3.52   3.99   2.80  1.30   104    94     73   -0.47   3.3%  26.7%   6.7%   20.0%      Hanshin Tigers     WL
