#,Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,,Team,League
,居谷 匠真,,2,166.0,-3.1,-24.0,,-3.5,,0.4,2.3,-1.9,-1.3,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,居谷 匠真,,9,23.0,0.9,50.4,0.3,0.6,,0.0,-0.1,,,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Watanabe Haruto,24,7,32.0,1.5,60.3,0.5,1.0,,0.0,-0.3,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Watanabe Haruto,24,8,145.1,7.3,64.7,6.5,0.7,,0.1,0.5,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Watanabe Haruto,24,9,23.1,0.8,44.2,0.4,0.5,,0.0,-0.1,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,富山 太樹,,3,20.2,-0.8,-49.7,-0.8,,0.0,0.0,-0.2,,,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,富山 太樹,,7,92.2,1.9,26.4,2.7,-0.8,,0.1,-0.9,,,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,富山 太樹,,8,17.0,1.6,121.1,1.1,0.5,,0.0,0.1,,,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,富山 太樹,,9,356.2,-1.0,-3.6,1.7,-3.0,,0.3,-1.4,,,✌️,<a href=https://hayateventures.jp/>HAYATE</a>,WL
,Shimada Kairi,28,7,109.0,-4.7,-55.5,-5.1,0.3,,0.1,-1.0,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Shimada Kairi,28,8,90.0,-2.6,-37.2,-2.1,-0.5,,0.0,0.3,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Shimada Kairi,28,9,45.1,0.3,8.5,0.7,-0.5,,0.0,-0.2,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Shimada Kairi,28,DH,31.0,,,,,,,-0.4,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Hatsuki Ryutaro,24,4,45.0,0.5,14.3,0.6,,-0.5,0.4,0.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Hatsuki Ryutaro,24,5,4.0,0.0,0.0,-0.1,,0.0,0.1,0.0,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Hatsuki Ryutaro,24,6,37.0,-0.3,-10.4,0.0,,-0.3,-0.1,0.3,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Itsubo Hinase,19,7,49.1,-1.0,-26.1,-1.0,0.0,,0.0,-0.5,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Itsubo Hinase,19,8,448.2,-5.7,-16.3,-5.5,-0.4,,0.3,1.5,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
