Rank,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,wSB,Age,Pos,B,,Team,League
,Yoshino Soshi,74,248,225,20,55,10,1,1,70,24,3,3,1,2,56,18,0,2,10,0.244,0.304,0.311,0.615,85,0.067,0.318,30.2%,22.6%,7.3%,0.32,-0.4,21,8,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Cordero Franchy,76,297,270,21,73,21,0,6,112,37,0,2,0,0,61,25,0,2,7,0.270,0.337,0.415,0.752,119,0.145,0.330,31.0%,20.5%,8.4%,0.41,-0.6,30,DH,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Furuichi Takeru,50,140,124,14,28,3,0,0,31,6,6,1,4,0,25,9,0,3,2,0.226,0.294,0.250,0.544,60,0.024,0.283,24.3%,17.9%,6.4%,0.36,0.7,23,2,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Furukawa Yuudai,32,75,69,10,18,1,2,1,26,8,0,2,0,1,25,4,0,1,1,0.261,0.307,0.377,0.684,99,0.116,0.386,40.0%,33.3%,5.3%,0.16,-0.6,21,9,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Garcia Anthony,35,137,120,10,24,0,0,3,33,10,1,1,0,0,46,14,0,3,3,0.200,0.299,0.275,0.574,69,0.075,0.296,46.0%,33.6%,10.2%,0.30,-0.1,24,DH,S,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Hasegawa Shinya,45,205,187,28,60,14,0,4,86,25,18,2,1,2,24,11,1,4,1,0.321,0.368,0.460,0.828,140,0.139,0.348,19.0%,11.7%,5.4%,0.46,2.5,23,8,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Higuma Montell,60,194,176,28,50,8,3,0,64,16,12,4,10,1,39,5,0,2,1,0.284,0.310,0.364,0.674,97,0.080,0.362,22.7%,20.1%,2.6%,0.13,0.8,25,8,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Hiranuma Shota,16,71,64,10,18,4,0,1,25,6,1,2,0,0,5,7,0,0,1,0.281,0.352,0.391,0.743,117,0.110,0.293,18.3%,7.0%,9.9%,1.40,-0.5,27,UTL,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Hiruma Takuya,52,199,184,14,52,7,0,3,68,12,5,4,0,1,37,12,0,2,3,0.283,0.332,0.370,0.702,105,0.087,0.338,26.1%,18.6%,6.0%,0.32,-0.4,24,9,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Kaneko Koji,68,210,191,19,40,11,3,1,60,16,2,2,5,0,34,12,0,2,7,0.209,0.263,0.314,0.577,69,0.105,0.250,22.4%,16.2%,5.7%,0.35,-0.3,21,6,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Kaneko Yuji,35,148,131,23,38,9,0,3,56,16,10,2,1,2,17,13,0,1,4,0.290,0.354,0.427,0.781,127,0.137,0.310,22.3%,11.5%,8.8%,0.76,1.1,35,8,S,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Kawano Ryota,35,101,87,14,21,3,0,1,27,11,1,1,3,2,21,9,0,0,2,0.241,0.306,0.310,0.616,81,0.069,0.299,30.7%,20.8%,8.9%,0.43,-0.1,24,4,S,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Kishi Junichiro,10,43,40,6,13,3,1,3,27,7,0,2,1,0,6,1,0,1,0,0.325,0.357,0.675,1.032,197,0.350,0.323,23.3%,14.0%,2.3%,0.17,-0.7,28,8,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Kodama Ryosuke,15,58,51,5,13,0,0,0,13,5,2,0,0,1,6,4,0,2,1,0.255,0.328,0.255,0.583,72,0.000,0.283,17.2%,10.3%,6.9%,0.67,0.4,26,4,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Koga Yuto,2,6,5,1,2,2,0,0,4,1,0,0,0,0,0,1,0,0,1,0.400,0.500,0.800,1.300,274,0.400,0.400,16.7%,0.0%,16.7%,1.00,0.0,25,2,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Koresawa Ryosuke,31,99,89,12,24,4,0,0,28,10,0,0,1,1,15,6,0,2,0,0.270,0.327,0.315,0.642,88,0.045,0.320,21.2%,15.2%,6.1%,0.40,0.0,25,2,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Kuriyama Takumi,28,98,83,9,19,4,0,1,26,10,0,0,0,1,11,13,0,1,5,0.229,0.337,0.313,0.650,91,0.084,0.250,25.5%,11.2%,13.3%,1.18,0.0,41,DH,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Makino Shoya,36,128,116,13,30,6,3,0,42,10,3,0,2,0,30,8,1,2,3,0.259,0.317,0.362,0.679,98,0.103,0.349,29.7%,23.4%,6.2%,0.27,0.5,24,2,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Matsubara Seiya,27,86,72,10,14,2,0,0,16,6,2,2,2,0,18,11,0,1,0,0.194,0.310,0.222,0.532,57,0.028,0.259,33.7%,20.9%,12.8%,0.61,-0.3,30,9,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Miyamoto Joseph Ken,30,63,56,11,15,3,0,1,21,5,1,2,3,0,14,4,0,0,0,0.268,0.317,0.375,0.692,102,0.107,0.341,30.2%,22.2%,6.3%,0.29,-0.5,26,4,S,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Motoyama Hiyu,56,205,177,20,45,8,1,2,61,15,7,2,10,2,26,15,0,1,4,0.254,0.313,0.345,0.658,92,0.091,0.285,21.0%,12.7%,7.3%,0.58,0.6,26,6,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Murata Reon,18,61,56,11,20,6,0,2,32,13,0,0,0,0,16,4,1,1,3,0.357,0.410,0.571,0.981,184,0.214,0.474,36.1%,26.2%,6.6%,0.25,0.0,23,3,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Nakamigawa Yuta,19,51,45,5,7,1,0,2,14,7,0,0,0,1,19,5,0,0,1,0.156,0.235,0.311,0.546,60,0.155,0.200,51.0%,37.3%,9.8%,0.26,0.0,22,DH,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Nakamura Takeya,10,30,26,3,3,0,0,1,6,2,0,0,0,0,6,4,0,0,2,0.115,0.233,0.231,0.464,37,0.116,0.105,36.7%,20.0%,13.3%,0.67,0.0,41,DH,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Nishikawa Manaya,15,63,58,7,14,2,1,1,21,10,1,1,0,0,2,5,1,0,1,0.241,0.302,0.362,0.664,94,0.121,0.236,12.7%,3.2%,7.9%,2.50,-0.1,26,8,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Noda Kaito,8,26,24,2,6,0,0,0,6,1,0,0,0,0,6,2,0,0,2,0.250,0.308,0.250,0.558,65,0.000,0.333,30.8%,23.1%,7.7%,0.33,0.0,20,2,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Nomura Daiju,9,36,31,5,12,4,0,2,22,9,0,0,0,0,4,5,0,0,0,0.387,0.472,0.710,1.182,240,0.323,0.400,30.6%,11.1%,13.9%,1.25,0.0,24,UTL,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Nomura Kazuki,4,14,13,0,3,1,0,0,4,1,0,0,0,0,6,1,0,0,0,0.231,0.286,0.308,0.594,74,0.077,0.429,50.0%,42.9%,7.1%,0.17,0.0,22,5,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Okada Masatoshi,18,19,17,1,5,0,0,0,5,2,0,0,0,0,5,2,0,0,0,0.294,0.368,0.294,0.662,94,0.000,0.417,36.8%,26.3%,10.5%,0.40,0.0,36,2,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Okumura Koichi,30,113,99,17,24,2,3,2,38,9,13,1,1,3,10,10,0,0,2,0.242,0.304,0.384,0.688,100,0.142,0.244,19.5%,8.8%,8.8%,1.00,1.9,25,7,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Satoh Ryusei,11,41,38,4,8,0,0,1,11,3,0,0,0,0,8,3,0,0,2,0.211,0.268,0.289,0.557,64,0.078,0.241,29.3%,19.5%,7.3%,0.38,0.0,28,4,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Sumitani Ginjiro,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,95,0.000,0.333,0.0%,0.0%,0.0%,,0.0,37,2,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Suzuki Shohei,47,197,174,22,47,4,3,2,63,20,11,3,3,2,19,18,0,0,4,0.270,0.335,0.362,0.697,104,0.092,0.290,19.8%,9.6%,9.1%,0.95,0.9,,7,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Takagi Wataru,63,243,214,18,55,7,0,7,83,30,0,1,1,2,35,24,0,2,4,0.257,0.335,0.388,0.723,111,0.131,0.276,27.2%,14.4%,9.9%,0.69,-0.3,25,9,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Takamatsu Wataru,23,62,57,11,14,1,2,0,19,6,3,1,1,2,8,2,0,0,0,0.246,0.262,0.333,0.595,74,0.087,0.275,16.1%,12.9%,3.2%,0.25,0.2,25,3,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Takizawa Natsuo,38,154,129,16,31,1,1,0,34,15,7,3,6,3,18,16,0,0,1,0.240,0.318,0.264,0.582,71,0.024,0.272,22.1%,11.7%,10.4%,0.89,0.2,21,6,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Tonosaki Shuta,4,13,12,2,3,0,1,0,5,4,0,0,0,0,2,0,0,1,0,0.250,0.308,0.417,0.725,111,0.167,0.300,15.4%,15.4%,0.0%,0.00,0.0,32,4,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Tsuge Sena,23,83,79,1,15,1,0,1,19,8,0,0,1,0,6,3,0,0,2,0.190,0.220,0.241,0.461,36,0.051,0.194,12.0%,7.2%,3.6%,0.50,0.0,28,2,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Tysinger Brandon Taiga,9,37,35,6,10,3,0,3,22,4,0,0,0,0,7,2,0,0,1,0.286,0.324,0.629,0.953,174,0.343,0.280,32.4%,18.9%,5.4%,0.29,0.0,27,5,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Wakabayashi Gakuto,17,71,65,7,21,4,0,1,28,9,2,0,0,1,9,5,0,0,2,0.323,0.366,0.431,0.797,132,0.108,0.357,21.1%,12.7%,7.0%,0.56,0.4,27,4,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Watanabe Kento,98,383,320,43,79,22,1,11,136,48,5,1,0,4,81,48,0,11,8,0.247,0.360,0.425,0.785,128,0.178,0.293,36.6%,21.1%,12.5%,0.59,0.6,26,5,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Yamamura Takayoshi,39,156,141,13,34,2,2,0,40,6,2,0,1,1,19,11,1,2,3,0.241,0.303,0.284,0.587,72,0.043,0.276,19.2%,12.2%,7.1%,0.58,0.4,22,UTL,L,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Yamanobe Kakeru,34,128,107,14,29,6,0,0,35,9,8,4,3,0,17,15,0,3,2,0.271,0.376,0.327,0.703,106,0.056,0.322,25.0%,13.3%,11.7%,0.88,0.1,31,4,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Yohkawa Naomasa,74,269,227,33,45,8,0,2,59,33,0,0,0,1,54,38,0,3,2,0.198,0.320,0.260,0.580,71,0.062,0.250,34.9%,20.1%,14.1%,0.70,0.1,33,3,R,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Abe Kazuhiro,44,61,57,5,7,2,0,0,9,6,2,2,0,0,28,3,0,1,1,0.123,0.180,0.158,0.338,1,0.035,0.241,50.8%,45.9%,4.9%,0.11,-0.3,22,8,S,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Arizono Naoki,104,419,376,45,87,16,0,9,130,40,1,1,0,5,92,30,0,8,9,0.231,0.298,0.346,0.644,88,0.115,0.279,31.3%,22.0%,7.2%,0.33,-0.1,22,5,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Asama Daiki,22,77,70,11,18,2,3,2,32,7,2,4,0,0,17,6,0,1,1,0.257,0.325,0.457,0.782,126,0.200,0.314,32.5%,22.1%,7.8%,0.35,-1.0,29,8,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Egoshi Taiga,48,72,60,16,13,2,0,3,24,7,1,0,2,0,23,7,0,3,0,0.217,0.329,0.400,0.729,112,0.183,0.294,45.8%,31.9%,9.7%,0.30,0.2,32,8,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Fujita Taisei,41,102,92,9,17,2,1,0,21,7,0,0,1,2,25,6,0,1,1,0.185,0.238,0.228,0.466,38,0.043,0.246,30.4%,24.5%,5.9%,0.24,0.0,20,9,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Fukuda Koki,73,171,146,18,26,5,0,3,40,19,0,0,5,1,31,18,0,1,4,0.178,0.271,0.274,0.545,60,0.096,0.204,30.4%,18.1%,10.5%,0.58,0.0,27,UTL,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Furukawa Yudai,76,210,189,22,42,9,2,4,67,24,0,1,1,2,47,18,0,0,1,0.222,0.287,0.354,0.641,87,0.132,0.271,32.9%,22.4%,8.6%,0.38,-0.3,27,4,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Fushimi Torai,5,17,17,1,5,1,0,1,9,3,0,0,0,0,5,0,0,0,1,0.294,0.294,0.529,0.823,137,0.235,0.364,35.3%,29.4%,0.0%,0.00,0.0,35,2,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hamada Taiki,46,148,136,9,20,4,0,0,24,5,1,1,1,0,56,11,0,0,1,0.147,0.211,0.176,0.387,15,0.029,0.250,45.3%,37.8%,7.4%,0.20,-0.1,19,6,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hirata Daiju,38,111,110,10,18,2,2,2,30,6,1,0,0,0,31,1,0,0,3,0.164,0.171,0.273,0.444,30,0.109,0.208,30.6%,27.9%,0.9%,0.03,0.2,19,9,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hoshino Hinode,32,87,82,7,10,3,0,1,16,2,0,1,1,0,40,4,0,0,1,0.122,0.163,0.195,0.358,6,0.073,0.220,51.7%,46.0%,4.6%,0.10,-0.3,20,9,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,38,147,113,23,37,4,3,3,56,15,10,4,6,2,18,24,0,2,2,0.327,0.447,0.496,0.943,173,0.169,0.362,30.6%,12.2%,16.3%,1.33,0.4,23,6,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Imagawa Yuma,79,202,175,24,48,11,0,8,83,41,2,2,2,2,43,13,0,10,1,0.274,0.355,0.474,0.829,140,0.200,0.317,31.7%,21.3%,6.4%,0.30,-0.3,28,8,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Ishii Kazunari,22,80,76,11,21,5,0,2,32,10,0,1,0,0,13,4,0,0,0,0.276,0.313,0.421,0.734,113,0.145,0.311,23.8%,16.2%,5.0%,0.31,-0.3,31,UTL,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Isobata Ryota,1,3,3,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.667,0.667,1.000,1.667,377,0.333,0.667,0.0%,0.0%,0.0%,,0.0,26,8,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Kamikawabata Daigo,12,41,35,6,12,3,1,0,17,3,2,0,1,0,4,4,0,1,0,0.343,0.425,0.486,0.911,164,0.143,0.387,19.5%,9.8%,9.8%,1.00,0.4,28,6,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Katoh Gosuke,48,167,152,14,41,8,1,4,63,14,0,0,0,0,17,13,0,2,1,0.270,0.335,0.414,0.749,117,0.144,0.282,20.4%,10.2%,7.8%,0.76,0.0,30,4,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Kiyomiya Kotaro,35,145,124,19,36,11,0,4,59,16,1,0,0,2,18,17,0,2,5,0.290,0.379,0.476,0.855,147,0.186,0.308,26.9%,12.4%,11.7%,0.94,0.2,26,5,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Matsumoto Go,4,13,12,2,6,3,0,0,9,3,0,0,0,0,1,1,0,0,0,0.500,0.538,0.750,1.288,270,0.250,0.545,15.4%,7.7%,7.7%,1.00,0.0,31,DH,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Miyazaki Kazuki,73,240,218,28,53,13,0,2,72,17,10,0,4,3,52,14,0,1,0,0.243,0.288,0.330,0.618,80,0.087,0.305,28.3%,21.7%,5.8%,0.27,1.8,23,8,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Mizuno Tatsuki,6,18,18,1,7,1,0,0,8,2,0,1,0,0,4,0,0,0,0,0.389,0.389,0.444,0.833,142,0.055,0.500,22.2%,22.2%,0.0%,0.00,-0.3,24,6,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Mizutani Shun,32,121,106,16,30,9,0,8,63,23,1,0,0,5,20,9,0,1,0,0.283,0.331,0.594,0.925,166,0.311,0.265,30.6%,16.5%,7.4%,0.45,0.2,24,7,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Myose Ryosuke,47,158,147,12,25,7,0,2,38,10,0,0,0,1,47,7,0,3,2,0.170,0.222,0.259,0.481,41,0.089,0.232,35.4%,29.7%,4.4%,0.15,0.0,19,4,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Nakashima Takuya,21,60,46,11,12,0,0,0,12,4,6,1,3,1,7,10,0,0,1,0.261,0.386,0.261,0.647,90,0.000,0.300,28.3%,11.7%,16.7%,1.43,0.7,34,6,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Narama Taiki,18,73,64,6,16,1,0,2,23,9,0,2,1,1,13,5,0,2,2,0.250,0.319,0.359,0.678,98,0.109,0.280,27.4%,17.8%,6.8%,0.38,-0.6,25,4,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Nomura Yuki,50,205,186,38,65,14,2,14,125,57,2,0,1,4,24,11,3,3,4,0.349,0.387,0.672,1.059,204,0.323,0.336,23.9%,11.7%,5.4%,0.46,0.4,25,UTL,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Reyes Franmil,17,58,53,7,18,5,0,4,35,9,0,0,0,0,13,5,0,0,0,0.340,0.397,0.660,1.057,203,0.320,0.389,37.9%,22.4%,8.6%,0.38,0.0,29,DH,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Sakaguchi Uta,101,385,347,48,68,12,3,11,119,41,7,1,1,3,120,32,0,2,7,0.196,0.266,0.343,0.609,78,0.147,0.260,42.3%,31.2%,8.3%,0.27,0.9,22,3,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Shimizu Yushi,61,230,193,22,56,15,0,4,83,27,0,0,5,0,33,31,0,1,2,0.290,0.391,0.430,0.821,138,0.140,0.333,29.6%,14.3%,13.5%,0.94,0.1,29,2,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Shinto Yuya,60,208,179,20,39,9,1,4,62,12,0,1,5,0,48,21,0,3,3,0.218,0.310,0.346,0.656,91,0.128,0.276,35.1%,23.1%,10.1%,0.44,-0.3,,2,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Stevenson Andrew,51,173,150,23,49,11,0,3,69,26,9,1,1,4,19,11,0,7,2,0.327,0.390,0.460,0.850,146,0.133,0.348,19.1%,11.0%,6.4%,0.58,1.3,31,8,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Umebayashi Yuki,47,128,115,19,37,7,0,3,53,12,0,1,2,1,24,8,0,2,1,0.322,0.373,0.461,0.834,142,0.139,0.382,27.3%,18.8%,6.2%,0.33,-0.3,27,2,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Wakabayashi Akihiro,15,37,31,4,9,2,0,0,11,4,0,0,0,1,7,4,0,1,1,0.290,0.378,0.355,0.733,114,0.065,0.360,29.7%,18.9%,10.8%,0.57,0.0,31,4,S,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Yamaguchi Ataru,35,101,89,11,22,6,0,4,40,9,0,2,0,3,23,7,0,2,0,0.247,0.307,0.449,0.756,119,0.202,0.277,33.7%,22.8%,6.9%,0.30,-0.6,26,9,R,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Yazawa Kota,46,114,104,11,28,2,1,2,38,9,8,4,1,0,18,8,0,1,1,0.269,0.327,0.365,0.692,102,0.096,0.310,24.6%,15.8%,7.0%,0.44,0.1,24,DH,L,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Banzai Tamon,25,39,35,1,4,0,0,0,4,1,1,1,0,0,8,3,0,1,1,0.114,0.205,0.114,0.319,-4,0.000,0.148,28.2%,20.5%,7.7%,0.38,-0.2,23,,L,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Chinen Taisei,111,433,399,46,129,19,6,4,172,39,12,11,5,3,36,23,1,3,7,0.323,0.362,0.431,0.793,151,0.108,0.345,14.5%,8.3%,5.3%,0.64,-1.5,25,,L,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Fujiwara Daichi,116,371,326,50,85,9,2,2,104,23,7,2,6,2,57,33,0,4,3,0.261,0.334,0.319,0.653,105,0.058,0.309,24.8%,15.4%,8.9%,0.58,0.6,25,,S,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Higa Tenyu,48,82,74,11,14,3,0,1,20,2,1,0,0,0,15,4,0,4,0,0.189,0.268,0.270,0.538,67,0.081,0.224,24.4%,18.3%,4.9%,0.27,0.2,24,,L,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Inaba Hiroki,31,45,37,0,8,0,0,0,8,2,0,0,0,1,4,6,0,1,3,0.216,0.333,0.216,0.549,72,0.000,0.235,22.2%,8.9%,13.3%,1.50,0.0,40,,L,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Katano Yu,72,152,147,5,25,4,0,1,32,13,0,0,0,1,53,3,0,1,3,0.170,0.191,0.218,0.409,24,0.048,0.255,37.5%,34.9%,2.0%,0.06,0.0,20,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Katayama Yu,78,182,164,13,36,4,0,1,43,9,0,0,6,1,29,11,0,0,3,0.220,0.267,0.262,0.529,64,0.042,0.259,22.5%,15.9%,6.0%,0.38,0.0,26,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Koike Tomoya,112,406,361,36,97,15,2,4,128,35,1,3,0,6,57,36,0,3,12,0.269,0.335,0.355,0.690,117,0.086,0.304,23.9%,14.0%,8.9%,0.63,-0.7,26,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Konishi Keiji,105,336,295,24,66,15,0,3,90,24,2,1,8,1,80,26,0,6,6,0.224,0.299,0.305,0.604,89,0.081,0.296,32.4%,23.8%,7.7%,0.33,0.1,27,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Kumakura Ryo,12,28,23,0,4,0,0,0,4,0,0,0,1,0,5,3,0,1,1,0.174,0.296,0.174,0.470,46,0.000,0.222,28.6%,17.9%,10.7%,0.60,0.0,26,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Matsuo Syoujiro,25,37,33,7,6,2,0,1,11,6,0,1,0,0,8,3,0,1,2,0.182,0.270,0.333,0.603,88,0.151,0.208,32.4%,21.6%,8.1%,0.38,-0.3,22,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Miyazaki Tento,36,98,83,6,17,2,0,0,19,8,0,1,2,1,17,11,0,1,3,0.205,0.302,0.229,0.531,66,0.024,0.254,28.6%,17.3%,11.2%,0.65,-0.3,24,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Nagasawa Renji,70,150,131,4,23,3,0,0,26,7,0,1,5,0,22,14,0,0,1,0.176,0.255,0.198,0.453,40,0.022,0.211,24.0%,14.7%,9.3%,0.64,-0.3,27,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Nakayama Shota,95,325,286,31,68,17,2,2,95,34,0,4,0,6,52,24,0,9,5,0.238,0.311,0.332,0.643,102,0.094,0.277,24.0%,16.0%,7.4%,0.46,-1.2,28,,R,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
,Satoh Takumi,59,148,139,9,25,4,0,5,44,14,0,0,0,1,50,6,0,2,0,0.180,0.223,0.317,0.540,67,0.137,0.235,41.2%,33.8%,4.1%,0.12,0.0,23,,L,🦢,<a href=https://www.niigata-albirex-bc.jp/>Oisix</a>,EL
