pitId,pitcher_team_name_short,pitcher_name,Throws,IP,PA,Count,qualified,FB Velo,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,Whiff%,SwStr%,CSW%,Ball%,Strike%,F-Str%,PAR%,PLUS%,Behind%,Zone%,Glove%,Arm%,High%,Low%,MM%,Sec%,BIP,Pull AIR%,HR%,HR/FB,Usage,Avg Velo,Max Velo,YpERA Grade,null,GB%,FB%,LD%,IFFB%,OFFB%,AIR%,Pull%,Cent%,Oppo%,FB Velo_pctl,K%_pctl,BB%_pctl,Swing%_pctl,Z-Swing%_pctl,Chase%_pctl,Contact%_pctl,Z-Con%_pctl,O-Con%_pctl,Whiff%_pctl,SwStr%_pctl,CSW%_pctl,Ball%_pctl,Strike%_pctl,F-Str%_pctl,PAR%_pctl,PLUS%_pctl,Behind%_pctl,Zone%_pctl,Glove%_pctl,Arm%_pctl,High%_pctl,Low%_pctl,MM%_pctl,Sec%_pctl,BIP_pctl,GB%_pctl,FB%_pctl,LD%_pctl,IFFB%_pctl,OFFB%_pctl,AIR%_pctl,Pull%_pctl,Cent%_pctl,Oppo%_pctl,Pull AIR%_pctl,HR%_pctl,HR/FB_pctl,Usage_pctl,Avg Velo_pctl,Max Velo_pctl,YpERA Grade_pctl
1600153,ORIX,Yamamoto Yoshinobu,R,190.0,749,2909,True,94.3,0.2723631509,0.05607476636,0.5094534204,0.6498655914,0.3624208304,0.7206477733,0.8562564633,0.4660194175,0.2793522267,0.1423169474,0.3193537298,0.309728429,0.690271571,0.7009345794,0.2107438017,0.6387074596,0.08319009969,0.5115159849,0.4334822963,0.5665177037,0.3936060502,0.6063939498,0.06256445514,0.4936404263,495,0.1234817814,0.008010680908,0.03592814371,1.0,89.50242052,98.8,,0,0.5898989899,0.3373737374,0.07272727273,0.1050505051,0.2323232323,0.4101010101,0.4363636364,0.3434343434,0.2202020202,0.9245014245,0.905982906,0.754985755,0.886039886,0.4757834758,0.962962963,0.8433048433,0.660968661,0.8062678063,0.8433048433,0.8888888889,0.943019943,0.9287749288,0.9287749288,0.9658119658,0.8176638177,0.962962963,0.9487179487,0.5384615385,0.9145299145,0.08831908832,0.7065527066,0.2962962963,0.5726495726,0.1823361823,0.0113960114,0.905982906,0.9145299145,0.5299145299,0.3789173789,0.9202279202,0.905982906,0.1908831909,0.7150997151,0.6524216524,0.7207977208,0.7663817664,0.7207977208,0.4957264957,0.1367521368,0.03561253561,
1900052,Hiroshima,Morishita Masato,R,177.3333333,764,2835,True,92.4,0.1740837696,0.05759162304,0.4869442484,0.6893840105,0.2505729565,0.7782608696,0.8431558935,0.5701219512,0.2217391304,0.1079745942,0.27099506,0.341213832,0.658786168,0.6256544503,0.1743119266,0.5846859562,0.1245149912,0.5384615385,0.4846560847,0.5153439153,0.4758377425,0.5241622575,0.07513227513,0.2854622442,579,0.1349480969,0.01701570681,0.05752212389,1.0,85.75638102,95.7,,0,0.5112262522,0.390328152,0.09844559585,0.1226252159,0.2677029361,0.4887737478,0.3799654577,0.3488773748,0.2711571675,0.8162393162,0.4017094017,0.735042735,0.7663817664,0.207977208,0.4216524217,0.5498575499,0.7464387464,0.433048433,0.5498575499,0.6495726496,0.4843304843,0.7464387464,0.7464387464,0.7065527066,0.6125356125,0.603988604,0.4045584046,0.8404558405,0.735042735,0.2678062678,0.2792022792,0.7236467236,0.2478632479,0.792022792,0.002849002849,0.6894586895,0.7863247863,0.2478632479,0.5384615385,0.8062678063,0.6894586895,0.5441595442,0.6780626781,0.2336182336,0.6467236467,0.5299145299,0.5156695157,0.4957264957,0.5527065527,0.1965811966,
1800028,Yomiuri,Togo Shosei,R,169.6666667,703,2804,True,91.1,0.2190611664,0.07112375533,0.4975035663,0.6794692737,0.3075801749,0.7612903226,0.8715313464,0.5071090047,0.2387096774,0.1187589158,0.2771041369,0.3345221113,0.6654778887,0.6419400856,0.1677559913,0.6094864479,0.09129814551,0.5106990014,0.5,0.5,0.387660485,0.612339515,0.06419400856,0.477532097,482,0.1659836066,0.01564722617,0.04888888889,1.0,86.87674681,94.5,,0,0.4460580913,0.4668049793,0.08713692946,0.1825726141,0.2842323651,0.5539419087,0.4004149378,0.3506224066,0.2489626556,0.6182336182,0.7236467236,0.5811965812,0.8319088319,0.2849002849,0.8319088319,0.6809116809,0.5299145299,0.660968661,0.6809116809,0.7521367521,0.566951567,0.7977207977,0.7977207977,0.7806267806,0.547008547,0.8319088319,0.9116809117,0.5185185185,0.641025641,0.3618233618,0.7264957265,0.2763532764,0.5156695157,0.2336182336,0.02136752137,0.3646723647,0.4017094017,0.3732193732,0.886039886,0.7236467236,0.3646723647,0.3988603989,0.6638176638,0.3817663818,0.396011396,0.5726495726,0.6068376068,0.4957264957,0.3903133903,0.3803418803,
1400182,Seibu,Takahashi Kona,R,169.6666667,709,2824,True,91.1,0.1805359661,0.06911142454,0.4411764706,0.6276363636,0.2636300897,0.8040160643,0.9235225956,0.5340314136,0.1959839357,0.08646350106,0.2647058824,0.3734939759,0.6265060241,0.5776836158,0.16,0.565556343,0.1232294618,0.48724309,0.4398016997,0.5601983003,0.4872521246,0.5127478754,0.05347025496,0.4985825656,514,0.1223300971,0.01269393512,0.05084745763,1.0,86.27974406,95.7,,0,0.5700389105,0.3443579767,0.08560311284,0.08560311284,0.2587548638,0.4299610895,0.3891050584,0.3949416342,0.2159533074,0.6182336182,0.4472934473,0.6125356125,0.3247863248,0.6752136752,0.5185185185,0.3646723647,0.1282051282,0.5783475783,0.3646723647,0.3361823362,0.3760683761,0.3447293447,0.3447293447,0.4017094017,0.4515669516,0.3874643875,0.4245014245,0.2877492877,0.9031339031,0.09971509972,0.2393162393,0.7635327635,0.792022792,0.1595441595,0.005698005698,0.8803418803,0.905982906,0.3789173789,0.2421652422,0.8433048433,0.8803418803,0.49002849,0.3418803419,0.6723646724,0.7293447293,0.6581196581,0.594017094,0.4957264957,0.4672364672,0.1965811966,
1500090,Hanshin,Aoyagi Koyo,R,160.6666667,641,2552,True,89.0,0.2059282371,0.04212168487,0.4731477852,0.6420204978,0.2782462057,0.7895608948,0.8757126568,0.5606060606,0.2104391052,0.09956879655,0.2845942768,0.3304586437,0.6695413563,0.5949764521,0.1623616236,0.6134849079,0.1003134796,0.5354762838,0.4392633229,0.5607366771,0.2672413793,0.7327586207,0.06073667712,0.3567228538,459,0.1295116773,0.01092043682,0.04827586207,1.0,84.00184796,91.4,,0,0.5882352941,0.3159041394,0.09586056645,0.09586056645,0.220043573,0.4117647059,0.3921568627,0.4008714597,0.2069716776,0.2564102564,0.6581196581,0.8660968661,0.6666666667,0.5356125356,0.6552706553,0.4843304843,0.4957264957,0.4615384615,0.4843304843,0.5555555556,0.6894586895,0.8290598291,0.8290598291,0.4985754986,0.4786324786,0.8660968661,0.8176638177,0.8091168091,0.905982906,0.09686609687,0.9914529915,0.0113960114,0.6296296296,0.6324786325,0.03418803419,0.9031339031,0.9487179487,0.2905982906,0.2991452991,0.9287749288,0.9031339031,0.4800569801,0.2962962963,0.7435897436,0.6837606838,0.7122507123,0.6196581197,0.4957264957,0.7777777778,0.8091168091,
700069,Rakuten,Tanaka Masahiro,R,159.6666667,669,2519,True,91.5,0.1883408072,0.04334828102,0.4827312426,0.6379573171,0.314001657,0.7697368421,0.8829151732,0.5197889182,0.2302631579,0.1111552203,0.2941643509,0.3259229853,0.6740770147,0.622754491,0.1662269129,0.6065899166,0.09487892021,0.5208416038,0.5922985312,0.4077014688,0.3775307662,0.6224692338,0.06351726876,0.4986105597,503,0.1538461538,0.02391629297,0.07582938389,1.0,87.44795833,95.7,,0,0.4910536779,0.4194831014,0.08946322068,0.1133200795,0.3061630219,0.5089463221,0.421471173,0.3459244533,0.2326043738,0.6638176638,0.50997151,0.8547008547,0.7407407407,0.5783475783,0.8603988604,0.6096866097,0.4273504274,0.6210826211,0.6096866097,0.6780626781,0.7777777778,0.8746438746,0.8746438746,0.6951566952,0.5156695157,0.8148148148,0.8774928775,0.6182336182,0.1396011396,0.8632478632,0.7891737892,0.2136752137,0.5413105413,0.1566951567,0.008547008547,0.5897435897,0.641025641,0.3532763533,0.4472934473,0.6096866097,0.5897435897,0.2678062678,0.6951566952,0.5384615385,0.4914529915,0.358974359,0.3618233618,0.4957264957,0.3105413105,0.1965811966,
1000138,Chunichi,Ohno Yudai,L,153.6666667,628,2341,True,89.7,0.1719745223,0.05732484076,0.4982905983,0.6751227496,0.3047363718,0.7881646655,0.8484848485,0.642228739,0.2118353345,0.1055555556,0.2700854701,0.3277777778,0.6722222222,0.6517571885,0.1542857143,0.6115384615,0.1012387868,0.5222222222,0.4668944895,0.5331055105,0.4993592482,0.5006407518,0.06151217428,0.147008547,473,0.1501057082,0.01114649682,0.03414634146,1.0,86.2846223,93.2,,0,0.4820295983,0.4334038055,0.08456659619,0.1141649049,0.3192389006,0.5179704017,0.3868921776,0.3678646934,0.245243129,0.3675213675,0.3789173789,0.7378917379,0.8347578348,0.3105413105,0.8148148148,0.5042735043,0.7065527066,0.2250712251,0.5042735043,0.6239316239,0.4757834758,0.8547008547,0.8547008547,0.8290598291,0.3817663818,0.8461538462,0.8062678063,0.6467236467,0.8290598291,0.1737891738,0.2051282051,0.7977207977,0.6125356125,0.9544159544,0.02564102564,0.5441595442,0.5897435897,0.3931623932,0.452991453,0.5441595442,0.5441595442,0.4985754986,0.5213675214,0.415954416,0.5356125356,0.7037037037,0.7321937322,0.4957264957,0.4615384615,0.5626780627,
2000079,Nipponham,Itoh Hiromi,R,153.6666667,657,2504,True,90.6,0.1704718417,0.07458143075,0.4301118211,0.602919708,0.221340388,0.8375116063,0.8861985472,0.6772908367,0.1624883937,0.06988817891,0.2807507987,0.3506389776,0.6493610224,0.612804878,0.1467889908,0.589456869,0.1086261981,0.5471246006,0.5123801917,0.4876198083,0.4612619808,0.5387380192,0.07028753994,0.4516773163,487,0.121399177,0.007610350076,0.02304147465,1.0,84.98,95.1,,0,0.4784394251,0.4455852156,0.07597535934,0.1273100616,0.318275154,0.5215605749,0.3490759754,0.3983572895,0.2525667351,0.5227920228,0.3618233618,0.5384615385,0.2421652422,0.8547008547,0.2136752137,0.1538461538,0.3931623932,0.1310541311,0.1538461538,0.1396011396,0.6353276353,0.6524216524,0.6524216524,0.6153846154,0.3333333333,0.6695156695,0.6723646724,0.8945868946,0.5413105413,0.4615384615,0.3418803419,0.660968661,0.3675213675,0.3105413105,0.01709401709,0.5242165242,0.5156695157,0.49002849,0.603988604,0.547008547,0.5242165242,0.7521367521,0.3190883191,0.3532763533,0.735042735,0.7777777778,0.7863247863,0.4957264957,0.6638176638,0.2763532764,
1600106,Chunichi,Yanagi Yuya,R,152.3333333,649,2607,True,88.9,0.1895223421,0.05546995378,0.4313123561,0.5996810207,0.2749445676,0.7660142349,0.8736702128,0.5483870968,0.2339857651,0.1009209517,0.2877973906,0.373752878,0.626247122,0.5795981453,0.1609947644,0.5625479662,0.1265822785,0.4811972371,0.5197545071,0.4802454929,0.3855005754,0.6144994246,0.05178365938,0.3910207214,482,0.158004158,0.02619414484,0.07981220657,1.0,82.76129808,90.7,,0,0.4854771784,0.4419087137,0.07261410788,0.132780083,0.3091286307,0.5145228216,0.4211618257,0.3360995851,0.2427385892,0.2407407407,0.5156695157,0.7635327635,0.2507122507,0.8746438746,0.6125356125,0.641025641,0.5185185185,0.5014245014,0.641025641,0.584045584,0.7264957265,0.339031339,0.339031339,0.4188034188,0.4615384615,0.339031339,0.3732193732,0.2478632479,0.4957264957,0.5071225071,0.7464387464,0.2564102564,0.8233618234,0.5299145299,0.02136752137,0.566951567,0.5527065527,0.5327635328,0.6467236467,0.5982905983,0.566951567,0.2706552707,0.7492877493,0.4358974359,0.4472934473,0.3105413105,0.3219373219,0.4957264957,0.8632478632,0.8689458689,
1100099,Nipponham,Uwasawa Naoyuki,R,150.0,633,2473,True,90.9,0.2006319115,0.07898894155,0.511120097,0.7061435973,0.2762923351,0.7832278481,0.8553459119,0.5612903226,0.2167721519,0.1107966033,0.266477962,0.3247068338,0.6752931662,0.6503164557,0.1626120359,0.6170642944,0.10270926,0.5463000404,0.5224423777,0.4775576223,0.5095026284,0.4904973716,0.06591184796,0.4217549535,444,0.1460674157,0.02369668246,0.07653061224,1.0,86.18685225,94.5,,0,0.4954954955,0.4414414414,0.06306306306,0.1216216216,0.3198198198,0.5045045045,0.3873873874,0.3648648649,0.2477477477,0.5868945869,0.6182336182,0.4871794872,0.8945868946,0.1282051282,0.6267806268,0.5299145299,0.6695156695,0.4586894587,0.5299145299,0.6695156695,0.4074074074,0.8803418803,0.8803418803,0.8205128205,0.4843304843,0.8717948718,0.7806267806,0.886039886,0.4757834758,0.5270655271,0.1709401709,0.8319088319,0.4700854701,0.4273504274,0.04700854701,0.6096866097,0.5555555556,0.6267806268,0.5242165242,0.5413105413,0.6096866097,0.4957264957,0.547008547,0.4045584046,0.5612535613,0.3675213675,0.3532763533,0.4957264957,0.49002849,0.3803418803,
