Player,Team,Position,Inning,TZR,RngR,DPR,ARM,Error,位置補正,Framing,Blocking,
細川 凌平,日,RF,58.3,0.0,-0.1,-,0.0,0.0,-0.2,-,-,
細川 凌平,日,DH,8.0,-,-,-,-,-,-0.1,-,-,
中山 礼都,巨,2B,102.7,-2.5,-3.5,0.4,-,0.6,0.3,-,-,
中山 礼都,巨,SS,311.0,2.0,-0.7,1.1,-,1.6,2.5,-,-,
武岡 龍世,ヤ,2B,297.3,4.1,2.0,1.2,-,0.9,0.8,-,-,
武岡 龍世,ヤ,SS,317.3,-2.4,-0.3,0.0,-,-2.1,2.6,-,-,
伊藤 康祐,中,LF,90.7,-1.9,-2.0,-,0.1,0.1,-0.9,-,-,
伊藤 康祐,中,CF,269.7,-2.2,-3.0,-,0.6,0.2,0.9,-,-,
伊藤 康祐,中,RF,84.0,-4.4,-3.2,-,-1.2,0.0,-0.3,-,-,
羽月 隆太郎,広,2B,166.0,0.5,-0.4,0.3,-,0.6,0.4,-,-,
羽月 隆太郎,広,3B,38.0,-1.4,-0.4,0.2,-,-1.1,-0.1,-,-,
羽月 隆太郎,広,LF,44.0,-0.4,-0.3,-,-0.1,0.0,-0.4,-,-,
羽月 隆太郎,広,CF,250.7,14.5,14.3,-,-0.1,0.3,0.8,-,-,
羽月 隆太郎,広,RF,65.7,-1.0,-1.9,-,0.9,0.0,-0.3,-,-,
松原 聖弥,巨,LF,32.0,-1.3,-1.3,-,0.0,0.0,-0.3,-,-,
松原 聖弥,巨,CF,318.0,0.6,0.0,-,1.2,-0.6,1.1,-,-,
松原 聖弥,巨,RF,116.0,0.6,0.8,-,-0.2,0.0,-0.5,-,-,
並木 秀尊,ヤ,LF,92.0,-1.5,-0.4,-,-1.2,0.1,-0.9,-,-,
並木 秀尊,ヤ,CF,421.7,5.6,7.4,-,-2.2,0.3,1.4,-,-,
並木 秀尊,ヤ,RF,82.7,1.0,1.0,-,0.1,0.0,-0.3,-,-,
並木 秀尊,ヤ,DH,3.0,-,-,-,-,-,0.0,-,-,
蝦名 達夫,デ,LF,63.0,-0.2,-0.5,-,0.2,0.1,-0.6,-,-,
蝦名 達夫,デ,CF,132.3,4.4,2.1,-,2.2,0.1,0.4,-,-,
蝦名 達夫,デ,RF,47.0,1.0,1.4,-,-0.5,0.0,-0.2,-,-,
蝦名 達夫,デ,DH,8.0,-,-,-,-,-,-0.1,-,-,
川野 涼多,西,2B,204.3,0.2,-0.6,0.5,-,0.4,0.6,-,-,
川野 涼多,西,3B,52.0,1.4,1.9,0.0,-,-0.4,-0.2,-,-,
川野 涼多,西,SS,209.7,-0.9,-2.3,0.9,-,0.6,1.7,-,-,
村川 凪,デ,LF,145.7,4.1,3.7,-,0.3,0.1,-1.4,-,-,
村川 凪,デ,CF,152.3,0.4,0.6,-,-0.2,0.1,0.5,-,-,
村川 凪,デ,RF,109.0,-1.4,-0.7,-,-0.7,0.0,-0.4,-,-,
村川 凪,デ,DH,1.0,-,-,-,-,-,0.0,-,-,
溝脇 隼人,中,2B,35.0,1.2,0.9,-0.1,-,0.3,0.1,-,-,
ワカマツ,中,2B,150.0,-0.5,-0.1,-0.2,-,-0.2,0.4,-,-,
ワカマツ,中,3B,78.0,4.4,3.2,0.3,-,0.9,-0.3,-,-,
ワカマツ,中,SS,98.0,-3.3,-1.6,-0.2,-,-1.5,0.8,-,-,
ワカマツ,中,DH,19.0,-,-,-,-,-,-0.2,-,-,
野村 佑希,日,3B,49.0,2.5,1.6,0.2,-,0.7,-0.2,-,-,
野村 佑希,日,DH,28.0,-,-,-,-,-,-0.3,-,-,
有薗 直輝,日,3B,335.3,3.9,5.0,-0.5,-,-0.5,-1.3,-,-,
有薗 直輝,日,DH,56.0,-,-,-,-,-,-0.7,-,-,
武藤 敦貴,楽,LF,85.0,5.4,4.3,-,1.1,0.1,-0.8,-,-,
武藤 敦貴,楽,CF,175.0,-4.9,-5.3,-,0.3,0.1,0.6,-,-,
武藤 敦貴,楽,RF,78.0,0.9,0.9,-,0.0,0.0,-0.3,-,-,
岩田 幸宏,ヤ,LF,78.0,2.5,1.6,-,1.7,-0.8,-0.7,-,-,
岩田 幸宏,ヤ,CF,234.7,-0.7,1.0,-,-1.9,0.2,0.8,-,-,
岩田 幸宏,ヤ,RF,152.7,3.3,0.3,-,3.0,0.0,-0.6,-,-,
岩田 幸宏,ヤ,DH,10.0,-,-,-,-,-,-0.1,-,-,
宇草 孔基,広,LF,225.7,0.4,0.4,-,-0.1,0.2,-2.1,-,-,
宇草 孔基,広,CF,117.0,0.1,0.1,-,0.0,0.1,0.4,-,-,
宇草 孔基,広,RF,15.0,-0.1,-0.1,-,0.0,0.0,-0.1,-,-,
宇草 孔基,広,DH,1.0,-,-,-,-,-,0.0,-,-,
野村 勇,ソ,2B,3.0,0.6,0.5,0.0,-,0.1,0.0,-,-,
野村 勇,ソ,3B,19.0,0.1,0.1,0.0,-,0.1,-0.1,-,-,
野村 勇,ソ,SS,17.0,0.7,0.6,-0.1,-,0.3,0.1,-,-,
野村 勇,ソ,LF,5.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
野村 勇,ソ,CF,2.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
赤羽 由紘,ヤ,1B,30.0,-0.9,0.2,0.0,-,-1.1,-0.3,-,-,
赤羽 由紘,ヤ,2B,143.3,-3.4,-4.2,0.8,-,0.1,0.4,-,-,
赤羽 由紘,ヤ,3B,259.3,0.3,0.3,-0.2,-,0.1,-1.0,-,-,
赤羽 由紘,ヤ,SS,11.0,0.6,0.4,0.0,-,0.2,0.1,-,-,
赤羽 由紘,ヤ,LF,21.0,-0.2,-0.2,-,0.0,0.0,-0.2,-,-,
赤羽 由紘,ヤ,CF,41.0,-0.3,0.0,-,-0.3,0.0,0.1,-,-,
赤羽 由紘,ヤ,RF,9.0,1.1,1.1,-,0.0,0.0,0.0,-,-,
池田 来翔,ロ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
池田 来翔,ロ,2B,343.3,-0.7,3.1,1.0,-,-4.7,0.9,-,-,
池田 来翔,ロ,3B,222.3,0.3,0.3,-0.1,-,0.1,-0.8,-,-,
池田 来翔,ロ,DH,9.0,-,-,-,-,-,-0.1,-,-,
髙山 俊,神,LF,84.0,-7.0,-5.0,-,-1.2,-0.8,-0.8,-,-,
髙山 俊,神,CF,33.0,1.1,1.3,-,-0.3,0.0,0.1,-,-,
髙山 俊,神,RF,46.0,0.2,0.3,-,-0.1,0.0,-0.2,-,-,
髙山 俊,神,DH,81.0,-,-,-,-,-,-1.0,-,-,
中村 奨成,広,C,176.7,0.3,-,-,0.0,0.4,2.5,1.8,-0.1,
中村 奨成,広,LF,90.0,2.2,0.9,-,1.1,0.1,-0.9,-,-,
中村 奨成,広,CF,17.0,0.9,0.9,-,0.0,0.0,0.1,-,-,
中村 奨成,広,RF,44.7,-0.5,-1.0,-,0.5,0.0,-0.2,-,-,
ガルビス,ソ,3B,135.0,2.3,4.5,-0.1,-,-2.2,-0.5,-,-,
ガルビス,ソ,SS,48.0,-1.1,-1.2,0.5,-,-0.4,0.4,-,-,
ガルビス,ソ,DH,209.3,-,-,-,-,-,-2.5,-,-,
矢野 雅哉,広,2B,215.0,0.4,-0.1,0.6,-,0.0,0.6,-,-,
矢野 雅哉,広,3B,26.0,1.6,1.1,0.0,-,0.5,-0.1,-,-,
矢野 雅哉,広,SS,78.7,1.5,1.3,0.2,-,-0.1,0.6,-,-,
矢野 雅哉,広,RF,3.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
川瀬 晃,ソ,2B,25.7,0.8,0.7,-0.2,-,0.3,0.1,-,-,
川瀬 晃,ソ,3B,2.0,-0.4,0.2,0.0,-,-0.7,0.0,-,-,
川瀬 晃,ソ,SS,115.0,3.2,2.0,0.1,-,1.1,0.9,-,-,
西野 真弘,オ,2B,49.0,-1.4,-1.7,0.0,-,0.3,0.1,-,-,
西野 真弘,オ,3B,156.3,0.6,-1.4,0.3,-,1.8,-0.6,-,-,
大下 誠一郎,オ,1B,129.0,-0.4,-0.1,-0.1,-,-0.2,-1.4,-,-,
大下 誠一郎,オ,3B,295.0,-3.0,-3.3,-0.1,-,0.3,-1.1,-,-,
大下 誠一郎,オ,DH,28.0,-,-,-,-,-,-0.3,-,-,
釜元 豪,楽,LF,364.7,9.2,6.8,-,2.0,0.4,-3.5,-,-,
釜元 豪,楽,CF,93.7,1.0,1.2,-,0.5,-0.8,0.3,-,-,
釜元 豪,楽,RF,21.0,0.4,0.4,-,0.0,0.0,-0.1,-,-,
釜元 豪,楽,DH,32.0,-,-,-,-,-,-0.4,-,-,
梶原 昂希,デ,LF,204.0,-1.9,-0.8,-,-1.2,0.2,-1.9,-,-,
梶原 昂希,デ,CF,109.7,-2.0,-0.9,-,-1.2,0.1,0.4,-,-,
梶原 昂希,デ,RF,189.7,4.2,1.9,-,2.2,0.0,-0.8,-,-,
梶原 昂希,デ,DH,11.0,-,-,-,-,-,-0.1,-,-,
重信 慎之介,巨,LF,35.0,-2.8,-2.6,-,-0.2,0.0,-0.3,-,-,
重信 慎之介,巨,CF,123.3,0.7,0.8,-,-0.1,0.1,0.4,-,-,
重信 慎之介,巨,RF,27.0,-1.5,-1.3,-,-0.2,0.0,-0.1,-,-,
重信 慎之介,巨,DH,2.0,-,-,-,-,-,0.0,-,-,
三好 大倫,中,LF,78.0,-0.2,0.5,-,-0.8,0.1,-0.7,-,-,
三好 大倫,中,CF,296.7,-4.9,-2.6,-,-1.7,-0.6,1.0,-,-,
三好 大倫,中,RF,125.0,-0.5,-1.5,-,1.0,0.0,-0.5,-,-,
三好 大倫,中,DH,1.0,-,-,-,-,-,0.0,-,-,
バレラ,オ,1B,20.0,-0.3,-0.3,0.0,-,0.0,-0.2,-,-,
バレラ,オ,2B,50.0,-0.3,1.0,-0.5,-,-0.8,0.1,-,-,
バレラ,オ,3B,9.0,0.2,0.1,0.0,-,0.1,0.0,-,-,
バレラ,オ,DH,33.0,-,-,-,-,-,-0.4,-,-,
園部 佳太,オ,2B,114.0,-0.3,-0.9,0.0,-,0.7,0.3,-,-,
園部 佳太,オ,3B,45.0,-1.0,0.0,-0.2,-,-0.8,-0.2,-,-,
園部 佳太,オ,SS,277.3,-5.7,-5.8,-0.6,-,0.8,2.3,-,-,
園部 佳太,オ,DH,9.0,-,-,-,-,-,-0.1,-,-,
滝澤 夏央,西,2B,82.0,2.1,1.0,0.9,-,0.2,0.2,-,-,
滝澤 夏央,西,3B,16.0,-0.3,-0.4,0.0,-,0.1,-0.1,-,-,
滝澤 夏央,西,SS,179.3,-0.6,1.1,-1.4,-,-0.3,1.5,-,-,
吉持 亮汰,楽,2B,39.0,1.3,1.1,-0.2,-,0.3,0.1,-,-,
吉持 亮汰,楽,3B,48.0,-0.6,0.0,0.0,-,-0.7,-0.2,-,-,
吉持 亮汰,楽,SS,114.0,-0.5,-0.6,-0.6,-,0.7,0.9,-,-,
吉持 亮汰,楽,CF,4.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
吉持 亮汰,楽,DH,2.0,-,-,-,-,-,0.0,-,-,
増田 陸,巨,1B,127.0,-0.2,1.2,0.1,-,-1.5,-1.4,-,-,
増田 陸,巨,2B,242.7,-2.9,-3.6,-0.2,-,0.9,0.7,-,-,
増田 陸,巨,3B,2.7,-0.5,-0.5,0.0,-,0.0,0.0,-,-,
増田 陸,巨,DH,30.0,-,-,-,-,-,-0.4,-,-,
大盛 穂,広,LF,11.0,1.2,1.0,-,0.2,0.0,-0.1,-,-,
大盛 穂,広,CF,104.7,3.4,3.8,-,-0.5,0.1,0.3,-,-,
大盛 穂,広,RF,40.0,1.3,1.5,-,-0.2,0.0,-0.2,-,-,
宮本 秀明,デ,LF,146.7,4.2,3.9,-,0.1,0.1,-1.4,-,-,
宮本 秀明,デ,CF,177.0,3.5,3.6,-,-0.1,0.1,0.6,-,-,
宮本 秀明,デ,RF,43.0,-0.5,-0.7,-,0.2,0.0,-0.2,-,-,
宮本 秀明,デ,DH,20.0,-,-,-,-,-,-0.2,-,-,
和田 康士朗,ロ,LF,16.0,-0.4,-0.5,-,0.1,0.0,-0.2,-,-,
和田 康士朗,ロ,CF,60.0,0.6,0.9,-,-0.4,0.1,0.2,-,-,
和田 康士朗,ロ,RF,12.0,1.6,1.2,-,0.4,0.0,0.0,-,-,
ペラルタ,ロ,LF,67.0,2.2,3.1,-,-1.0,0.1,-0.6,-,-,
ペラルタ,ロ,CF,184.0,2.2,2.8,-,-0.7,0.1,0.6,-,-,
ペラルタ,ロ,DH,8.7,-,-,-,-,-,-0.1,-,-,
西浦 直亨,ヤ,3B,236.3,-1.4,-1.6,0.2,-,0.0,-0.9,-,-,
西浦 直亨,ヤ,SS,275.0,-2.4,-2.6,-0.2,-,0.4,2.2,-,-,
西浦 直亨,ヤ,DH,23.0,-,-,-,-,-,-0.3,-,-,
若林 楽人,西,2B,17.0,-0.9,-0.5,0.2,-,-0.6,0.0,-,-,
若林 楽人,西,LF,26.0,-0.4,-0.5,-,0.1,0.0,-0.2,-,-,
若林 楽人,西,CF,82.0,-3.3,-2.5,-,-0.8,0.0,0.3,-,-,
若林 楽人,西,RF,161.0,-2.2,-4.7,-,2.5,0.0,-0.6,-,-,
若林 楽人,西,DH,12.0,-,-,-,-,-,-0.1,-,-,
川村 啓真,西,1B,41.0,0.5,0.2,0.0,-,0.2,-0.5,-,-,
川村 啓真,西,LF,53.0,-5.1,-3.5,-,-1.6,0.0,-0.5,-,-,
川村 啓真,西,RF,124.0,5.4,3.9,-,1.5,0.0,-0.5,-,-,
川村 啓真,西,DH,28.0,-,-,-,-,-,-0.3,-,-,
松本 友,ヤ,1B,312.0,0.3,-0.9,-0.4,-,1.6,-3.5,-,-,
松本 友,ヤ,2B,3.0,0.1,0.1,0.0,-,0.0,0.0,-,-,
松本 友,ヤ,LF,131.0,-2.6,-0.5,-,-1.4,-0.7,-1.2,-,-,
松本 友,ヤ,CF,3.0,0.4,0.4,-,0.0,0.0,0.0,-,-,
松本 友,ヤ,RF,65.0,-3.0,-2.4,-,-0.6,0.0,-0.3,-,-,
松本 友,ヤ,DH,82.7,-,-,-,-,-,-1.0,-,-,
真砂 勇介,ソ,LF,9.0,1.1,1.0,-,0.0,0.0,-0.1,-,-,
真砂 勇介,ソ,CF,438.0,-5.2,-5.8,-,1.2,-0.6,1.5,-,-,
真砂 勇介,ソ,RF,86.0,2.4,2.2,-,0.2,0.0,-0.3,-,-,
真砂 勇介,ソ,DH,22.0,-,-,-,-,-,-0.3,-,-,
川端 慎吾,ヤ,1B,22.0,0.3,0.0,0.2,-,0.1,-0.2,-,-,
川端 慎吾,ヤ,DH,113.7,-,-,-,-,-,-1.4,-,-,
吉田 大成,ヤ,1B,95.3,1.2,0.4,0.1,-,0.7,-1.1,-,-,
吉田 大成,ヤ,2B,127.7,4.6,3.2,-0.1,-,1.4,0.3,-,-,
吉田 大成,ヤ,3B,339.0,1.5,0.8,1.2,-,-0.5,-1.3,-,-,
吉田 大成,ヤ,SS,2.0,-0.3,-0.1,-0.1,-,0.0,0.0,-,-,
吉田 大成,ヤ,LF,13.0,-1.0,-0.8,-,-0.2,0.0,-0.1,-,-,
吉田 大成,ヤ,RF,19.0,0.5,0.5,-,0.0,0.0,-0.1,-,-,
吉田 大成,ヤ,DH,7.0,-,-,-,-,-,-0.1,-,-,
川越 誠司,西,LF,20.0,-2.6,-2.0,-,-0.6,0.0,-0.2,-,-,
川越 誠司,西,CF,113.7,3.0,1.7,-,1.1,0.1,0.4,-,-,
川越 誠司,西,RF,70.0,2.3,2.1,-,0.2,0.0,-0.3,-,-,
川越 誠司,西,DH,117.0,-,-,-,-,-,-1.4,-,-,
木村 文紀,日,LF,39.0,1.4,1.7,-,-0.4,0.0,-0.4,-,-,
木村 文紀,日,RF,28.0,-0.4,-0.2,-,-0.2,0.0,-0.1,-,-,
木村 文紀,日,DH,15.3,-,-,-,-,-,-0.2,-,-,
髙寺 望夢,神,2B,172.7,2.8,3.1,-0.4,-,0.1,0.5,-,-,
髙寺 望夢,神,3B,179.0,-1.3,-1.3,0.3,-,-0.3,-0.7,-,-,
髙寺 望夢,神,SS,430.3,0.4,0.1,-0.7,-,1.0,3.5,-,-,
速水 隆成,日,C,31.3,-0.6,-,-,-0.4,-0.2,0.4,0.2,-0.3,
速水 隆成,日,1B,120.7,1.7,1.9,0.3,-,-0.5,-1.4,-,-,
速水 隆成,日,DH,237.0,-,-,-,-,-,-2.8,-,-,
緒方 理貢,ソ,1B,1.0,0.3,0.2,0.0,-,0.0,0.0,-,-,
緒方 理貢,ソ,2B,280.7,-2.8,-2.1,-1.1,-,0.5,0.8,-,-,
緒方 理貢,ソ,3B,9.0,-0.5,-0.5,0.0,-,0.0,0.0,-,-,
緒方 理貢,ソ,LF,88.0,0.2,1.3,-,-0.3,-0.8,-0.8,-,-,
緒方 理貢,ソ,DH,2.7,-,-,-,-,-,0.0,-,-,
小林 珠維,ソ,1B,4.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
小林 珠維,ソ,2B,175.0,-0.4,2.3,-0.4,-,-2.3,0.5,-,-,
小林 珠維,ソ,3B,25.7,0.9,0.6,-0.1,-,0.5,-0.1,-,-,
小林 珠維,ソ,SS,16.0,-0.2,-0.2,-0.1,-,0.2,0.1,-,-,
小林 珠維,ソ,DH,3.0,-,-,-,-,-,0.0,-,-,
岩見 政暉,楽,1B,30.0,1.1,1.5,0.0,-,-0.4,-0.3,-,-,
岩見 政暉,楽,LF,61.7,2.9,3.3,-,-0.5,0.1,-0.6,-,-,
岩見 政暉,楽,DH,57.0,-,-,-,-,-,-0.7,-,-,
宜保 翔,オ,2B,103.0,-0.9,-0.1,-0.9,-,0.1,0.3,-,-,
宜保 翔,オ,3B,4.0,0.3,0.3,-0.1,-,0.1,0.0,-,-,
宜保 翔,オ,SS,278.0,1.4,0.4,0.6,-,0.4,2.3,-,-,
佐野 如一,オ,1B,282.3,0.3,-0.8,-0.1,-,1.2,-3.2,-,-,
佐野 如一,オ,3B,261.3,-0.5,-0.9,0.1,-,0.3,-1.0,-,-,
佐野 如一,オ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
佐野 如一,オ,CF,41.0,-0.3,0.0,-,-0.3,0.0,0.1,-,-,
佐野 如一,オ,RF,48.7,2.0,1.1,-,0.9,0.0,-0.2,-,-,
佐野 如一,オ,DH,3.0,-,-,-,-,-,0.0,-,-,
島田 海吏,神,LF,8.0,-0.4,-0.4,-,0.0,0.0,-0.1,-,-,
島田 海吏,神,CF,36.0,2.5,2.5,-,0.0,0.0,0.1,-,-,
古川 裕大,日,C,156.0,-1.1,-,-,-0.6,-0.5,2.2,2.2,-0.2,
古川 裕大,日,LF,18.0,-1.9,-1.3,-,-0.6,0.0,-0.2,-,-,
古川 裕大,日,RF,18.0,-0.1,-0.9,-,0.8,0.0,-0.1,-,-,
古川 裕大,日,DH,28.0,-,-,-,-,-,-0.3,-,-,
荻野 貴司,ロ,LF,39.0,-1.5,-1.5,-,0.0,0.0,-0.4,-,-,
荻野 貴司,ロ,DH,22.0,-,-,-,-,-,-0.3,-,-,
陽川 尚将,神,1B,175.0,-1.8,-1.4,0.2,-,-0.7,-2.0,-,-,
陽川 尚将,神,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
陽川 尚将,神,LF,73.0,3.4,1.8,-,1.5,0.1,-0.7,-,-,
陽川 尚将,神,CF,9.0,-1.3,-0.7,-,-0.6,0.0,0.0,-,-,
陽川 尚将,神,RF,35.0,2.3,1.0,-,1.2,0.0,-0.1,-,-,
陽川 尚将,神,DH,103.0,-,-,-,-,-,-1.2,-,-,
粟飯原 龍之介,デ,2B,236.0,-10.2,-7.0,-1.1,-,-2.0,0.6,-,-,
粟飯原 龍之介,デ,SS,84.0,-5.2,-1.8,0.0,-,-3.3,0.7,-,-,
粟飯原 龍之介,デ,DH,70.0,-,-,-,-,-,-0.8,-,-,
谷川 唯人,ロ,C,34.0,-0.7,-,-,-0.3,-0.5,0.5,-1.2,-0.3,
谷川 唯人,ロ,LF,29.0,-1.1,-0.5,-,-0.6,0.0,-0.3,-,-,
谷川 唯人,ロ,CF,62.7,-0.1,-0.7,-,1.5,-0.8,0.2,-,-,
谷川 唯人,ロ,RF,142.0,4.8,3.2,-,1.6,0.0,-0.6,-,-,
谷川 唯人,ロ,DH,1.0,-,-,-,-,-,0.0,-,-,
川原田 純平,ソ,2B,53.0,2.3,1.3,0.5,-,0.5,0.1,-,-,
川原田 純平,ソ,3B,5.0,0.2,0.1,0.0,-,0.1,0.0,-,-,
川原田 純平,ソ,SS,479.7,8.3,5.9,-0.8,-,3.2,3.9,-,-,
前田 銀治,楽,CF,166.0,5.7,5.4,-,0.1,0.1,0.6,-,-,
前田 銀治,楽,RF,158.0,4.2,4.0,-,0.1,0.0,-0.6,-,-,
前田 銀治,楽,DH,6.0,-,-,-,-,-,-0.1,-,-,
湯浅 大,巨,2B,78.0,-1.9,-0.7,-0.2,-,-0.9,0.2,-,-,
湯浅 大,巨,SS,244.7,1.4,3.7,-0.4,-,-1.9,2.0,-,-,
山崎 晃大朗,ヤ,LF,11.0,0.4,0.4,-,0.0,0.0,-0.1,-,-,
山崎 晃大朗,ヤ,CF,14.0,0.1,-0.1,-,0.1,0.0,0.0,-,-,
山崎 晃大朗,ヤ,RF,10.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
山崎 晃大朗,ヤ,DH,1.0,-,-,-,-,-,0.0,-,-,
大里 昂生,オ,1B,10.0,0.6,0.5,0.0,-,0.1,-0.1,-,-,
大里 昂生,オ,2B,124.0,-3.6,-2.6,0.2,-,-1.2,0.3,-,-,
大里 昂生,オ,3B,150.0,0.7,-0.8,0.6,-,0.9,-0.6,-,-,
大里 昂生,オ,SS,119.3,-1.2,2.2,-0.7,-,-2.6,1.0,-,-,
大里 昂生,オ,DH,1.0,-,-,-,-,-,0.0,-,-,
勝連 大稀,ソ,2B,20.3,0.4,0.7,-0.6,-,0.2,0.1,-,-,
勝連 大稀,ソ,3B,14.0,0.3,0.6,0.1,-,-0.4,-0.1,-,-,
勝連 大稀,ソ,SS,178.0,2.2,1.6,-0.7,-,1.4,1.5,-,-,
髙濱 祐仁,日,1B,423.3,4.6,2.9,-0.1,-,1.8,-4.7,-,-,
髙濱 祐仁,日,2B,28.0,2.6,2.3,-0.1,-,0.4,0.1,-,-,
髙濱 祐仁,日,3B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
髙濱 祐仁,日,DH,27.0,-,-,-,-,-,-0.3,-,-,
大城 滉二,オ,2B,44.0,-2.0,-2.3,0.2,-,0.1,0.1,-,-,
大城 滉二,オ,3B,11.0,0.1,0.1,0.0,-,0.1,0.0,-,-,
大城 滉二,オ,SS,8.0,0.1,0.0,-0.1,-,0.2,0.1,-,-,
大城 滉二,オ,DH,34.0,-,-,-,-,-,-0.4,-,-,
野間 峻祥,広,CF,93.0,2.3,4.2,-,-2.0,0.1,0.3,-,-,
野間 峻祥,広,RF,19.0,1.6,1.5,-,0.1,0.0,-0.1,-,-,
野間 峻祥,広,DH,17.0,-,-,-,-,-,-0.2,-,-,
正木 智也,ソ,1B,46.0,-0.5,0.1,-0.2,-,-0.4,-0.5,-,-,
正木 智也,ソ,LF,95.7,-6.5,-5.3,-,-1.3,0.1,-0.9,-,-,
正木 智也,ソ,CF,112.0,-4.0,-3.6,-,-0.4,0.0,0.4,-,-,
正木 智也,ソ,RF,213.3,-1.9,-4.0,-,2.1,0.0,-0.8,-,-,
正木 智也,ソ,DH,2.7,-,-,-,-,-,0.0,-,-,
平間 隼人,巨,2B,282.0,-1.8,-2.6,0.3,-,0.6,0.8,-,-,
平間 隼人,巨,SS,27.0,1.8,1.2,0.1,-,0.5,0.2,-,-,
平間 隼人,巨,LF,60.7,0.1,0.6,-,-0.6,0.1,-0.6,-,-,
平間 隼人,巨,CF,43.0,0.3,0.3,-,-0.1,0.0,0.1,-,-,
平間 隼人,巨,RF,43.0,-0.6,-0.2,-,-0.4,0.0,-0.2,-,-,
平間 隼人,巨,DH,3.0,-,-,-,-,-,0.0,-,-,
大河原 翔,楽,LF,34.0,-0.6,-0.5,-,-0.1,0.0,-0.3,-,-,
大河原 翔,楽,DH,7.0,-,-,-,-,-,-0.1,-,-,
愛斗,西,RF,9.0,1.0,1.0,-,0.0,0.0,0.0,-,-,
梅林 優貴,日,C,136.7,-0.9,-,-,-0.3,-0.7,1.9,-3.7,0.4,
梅林 優貴,日,LF,10.0,0.3,0.3,-,0.0,0.0,-0.1,-,-,
梅林 優貴,日,RF,31.0,-2.1,-2.1,-,0.0,0.0,-0.1,-,-,
梅林 優貴,日,DH,27.0,-,-,-,-,-,-0.3,-,-,
佐藤 龍世,日,1B,122.0,-1.5,-2.1,0.1,-,0.4,-1.4,-,-,
佐藤 龍世,日,2B,81.3,1.0,1.1,0.0,-,-0.1,0.2,-,-,
佐藤 龍世,日,3B,137.0,-0.6,-0.6,-0.2,-,0.3,-0.5,-,-,
佐藤 龍世,日,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
佐藤 龍世,日,DH,27.0,-,-,-,-,-,-0.3,-,-,
中川 圭太,オ,1B,27.0,-0.8,-0.8,-0.1,-,0.1,-0.3,-,-,
中川 圭太,オ,2B,33.0,-0.1,0.5,-0.2,-,-0.4,0.1,-,-,
中川 圭太,オ,LF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
中川 圭太,オ,CF,1.3,0.0,0.0,-,0.0,0.0,0.0,-,-,
中川 圭太,オ,DH,19.0,-,-,-,-,-,-0.2,-,-,
