Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Yamazaki Soichiro,15,0,2,1,6,0,0,.000,145,36,,30,2,10,1,1,29,0,0,15,12,3.00,ORIX Buffaloes,
Yoshida Ryo,6,1,1,0,2,0,0,.500,15,3,.1,5,1,1,0,0,3,0,0,3,3,8.10,ORIX Buffaloes,
Azuma Yusuke,3,0,0,0,0,0,0,.000,21,4,,9,2,2,0,0,1,1,0,4,3,6.75,Lotte Marines,
Dohi Seiya,1,1,0,0,0,0,0,1.000,6,1,,2,0,1,0,0,0,0,0,0,0,0.00,Lotte Marines,
Futaki Kota,9,2,4,0,0,0,0,.333,208,47,.1,48,6,20,1,3,42,4,0,24,22,4.18,Lotte Marines,
Guerrero Tayron,49,3,3,3,24,0,0,.500,194,46,,34,2,20,1,5,63,3,0,19,18,3.52,Lotte Marines,
Hirohata Atsuya,30,0,1,0,2,0,0,.000,171,36,.2,48,5,15,2,2,29,2,0,25,20,4.91,Lotte Marines,
Ishikawa Ayumu,20,7,7,0,0,0,0,.500,504,123,,128,12,20,3,4,67,0,0,48,40,2.93,Lotte Marines,
Iwashita Daiki,14,1,0,0,3,0,0,1.000,61,16,.1,6,1,8,1,0,9,1,0,1,1,0.55,Lotte Marines,
Karakawa Yuki,17,2,1,0,8,0,0,.667,63,15,.1,14,3,2,0,1,8,0,0,9,9,5.28,Lotte Marines,
Kawamura Tokito,4,2,0,0,0,0,0,1.000,82,19,,18,1,10,0,0,9,1,0,7,7,3.32,Lotte Marines,
Kuniyoshi Yuki,6,0,0,0,0,0,0,.000,22,5,,5,0,3,0,0,4,1,0,1,1,1.80,Lotte Marines,
Masuda Naoya,52,1,2,25,8,0,0,.333,224,52,,46,6,19,3,3,47,8,0,21,19,3.29,Lotte Marines,
Mima Manabu,20,10,6,0,0,1,1,.625,481,117,.2,107,9,29,2,3,86,6,0,40,38,2.91,Lotte Marines,
Mori Ryotaro,3,0,1,0,0,0,0,.000,39,8,,11,1,5,0,0,4,0,0,9,9,10.13,Lotte Marines,
Motomae Fumiya,12,3,2,0,0,0,0,.600,254,56,,61,14,26,1,2,40,2,1,32,29,4.66,Lotte Marines,
Nakamura Toshiya,10,0,0,0,1,0,0,.000,64,12,.1,17,0,9,1,1,10,1,0,11,11,8.03,Lotte Marines,
Nishino Yuji,37,3,3,0,15,0,0,.500,152,36,.1,28,4,17,1,0,35,1,0,8,7,1.73,Lotte Marines,
Ojima Kazuya,24,3,11,0,0,0,0,.214,599,143,.1,140,10,43,1,4,89,1,0,57,50,3.14,Lotte Marines,
Ono Fumiya,44,0,0,0,18,0,0,.000,176,40,.2,36,2,16,2,1,33,2,0,11,9,1.99,Lotte Marines,
Onuma Kenta,21,1,1,0,1,0,0,.500,117,25,.1,30,4,14,0,0,15,1,0,18,17,6.04,Lotte Marines,
Osuna Roberto,29,4,1,10,9,0,0,.800,107,29,.2,15,1,3,0,1,32,0,0,3,3,0.91,Lotte Marines,
Romero Enny,20,8,9,0,0,0,0,.471,481,115,.1,107,7,38,0,2,77,0,2,52,43,3.36,Lotte Marines,
Sakamoto Koshiro,7,0,0,0,1,0,0,.000,34,8,.2,9,3,1,0,0,6,0,0,4,4,4.15,Lotte Marines,
Sasaki Chihaya,23,2,3,0,1,0,0,.400,120,25,.1,35,2,11,2,0,17,1,0,18,18,6.39,Lotte Marines,
Sasaki Roki,20,9,4,0,0,2,1,.692,490,129,.1,80,7,23,2,7,173,4,1,31,29,2.02,Lotte Marines,
Sato Shoma,11,2,6,0,0,0,0,.250,214,52,.1,48,4,16,0,1,28,1,0,28,27,4.64,Lotte Marines,
Suzuki Shota,6,1,3,0,0,0,0,.250,65,12,.1,22,1,9,0,0,5,0,0,10,10,7.30,Lotte Marines,
Tanaka Yasuhiro,15,0,1,0,2,0,0,.000,75,14,,25,2,10,2,0,6,2,0,17,13,8.36,Lotte Marines,
Taneichi Atsuki,1,0,0,0,0,0,0,.000,16,3,,5,1,4,0,0,2,1,0,3,3,9.00,Lotte Marines,
Tojo Taiki,59,4,4,0,30,0,0,.500,227,56,.1,51,3,10,2,4,63,1,0,14,13,2.08,Lotte Marines,
Yagi Akira,22,0,0,0,0,0,0,.000,96,22,.1,25,3,8,1,0,21,2,0,9,9,3.63,Lotte Marines,
Yokoyama Rikuto,1,0,0,0,0,0,0,.000,5,0,.2,2,0,1,0,0,1,0,0,2,2,27.00,Lotte Marines,
Akiyoshi Ryo,2,0,0,0,0,0,0,.000,10,2,,4,1,0,0,0,1,0,0,3,3,13.50,SoftBank Hawks,
Bandoh Yugo,25,3,3,0,3,2,1,.500,255,62,.1,45,8,24,1,2,48,0,0,22,22,3.18,SoftBank Hawks,
Fujii Kouya,55,5,1,3,22,0,0,.833,218,56,.1,18,4,27,3,1,81,1,0,9,7,1.12,SoftBank Hawks,
Higashihama Nao,23,10,6,0,0,1,1,.625,542,136,,114,14,37,0,1,94,3,0,47,47,3.11,SoftBank Hawks,
Ishikawa Shuta,23,7,10,0,0,1,1,.412,585,136,.1,122,9,57,1,8,106,0,0,57,51,3.37,SoftBank Hawks,
Izumi Keisuke,30,0,2,0,6,0,0,.000,116,29,,24,3,9,0,1,25,1,0,12,12,3.72,SoftBank Hawks,
Kaino Hiroshi,27,2,0,0,3,0,0,1.000,106,25,,19,0,14,1,0,27,0,0,7,7,2.52,SoftBank Hawks,
Kasaya Shunsuke,16,0,0,0,0,0,0,.000,82,17,,19,4,9,0,5,14,0,0,12,12,6.35,SoftBank Hawks,
Kayama Shinya,56,0,0,0,28,0,0,.000,109,27,.1,18,1,11,1,1,22,0,0,3,3,0.99,SoftBank Hawks,
Matayoshi Katsuki,31,3,3,1,14,0,0,.500,122,30,,27,4,8,2,0,22,0,0,8,7,2.10,SoftBank Hawks,
Matsumoto Yuki,44,5,1,0,15,0,0,.833,206,50,.2,40,6,14,1,1,60,1,0,15,15,2.66,SoftBank Hawks,
Moinelo Livan,53,1,1,24,8,0,0,.500,202,52,.2,22,2,20,1,2,87,2,0,10,6,1.03,SoftBank Hawks,
Mori Yuito,29,2,4,6,3,0,0,.333,141,34,.1,30,4,12,0,1,27,0,0,13,10,2.62,SoftBank Hawks,
Nakamura Ryota,2,0,0,0,0,0,0,.000,22,2,.2,11,1,3,0,1,1,0,0,10,10,33.75,SoftBank Hawks,
Ogata Shuto,9,1,0,0,0,0,0,1.000,54,11,.1,14,2,6,0,0,11,1,0,7,7,5.56,SoftBank Hawks,
Ohtake Koutaro,2,0,2,0,0,0,0,.000,35,7,,10,1,2,0,1,5,2,0,6,5,6.43,SoftBank Hawks,
Ohzeki Tomohisa,21,7,6,0,0,2,2,.538,409,101,.1,88,8,28,0,4,70,1,1,37,33,2.93,SoftBank Hawks,
Okumura Masato,4,0,0,0,0,0,0,.000,34,10,,5,1,1,0,0,7,2,0,1,1,0.90,SoftBank Hawks,
Rea Colin,23,5,6,0,1,1,1,.455,409,100,,82,13,32,2,4,80,2,0,46,44,3.96,SoftBank Hawks,
Senga Koudai,22,11,6,0,0,1,0,.647,568,144,,103,7,49,0,3,156,2,2,37,31,1.94,SoftBank Hawks,
Shiino Arata,18,0,0,0,1,0,0,.000,109,24,.2,25,2,14,1,1,21,1,0,11,11,4.01,SoftBank Hawks,
Sugiyama Kazuki,10,1,3,0,0,0,0,.250,194,42,.1,45,10,26,0,1,37,4,0,33,32,6.80,SoftBank Hawks,
Takahashi Rei,4,0,0,0,0,0,0,.000,19,3,.1,5,0,4,0,0,2,0,0,5,5,13.50,SoftBank Hawks,
Takeda Shota,10,2,1,0,0,0,0,.667,126,28,,25,2,15,0,3,34,0,0,8,8,2.57,SoftBank Hawks,
Tanaka Seigi,5,0,0,0,1,0,0,.000,16,5,,2,0,0,0,0,6,0,0,0,0,0.00,SoftBank Hawks,
Tanoue Sota,2,0,0,0,0,0,0,.000,31,7,.1,4,0,6,0,0,2,0,0,2,2,2.45,SoftBank Hawks,
Taura Fumimaru,4,0,0,0,1,0,0,.000,23,4,.2,7,1,0,0,2,4,0,0,5,5,9.64,SoftBank Hawks,
Tsumori Yuki,51,4,6,1,18,0,0,.400,193,46,.1,36,4,24,1,2,51,0,0,17,15,2.91,SoftBank Hawks,
Wada Tsuyoshi,17,7,4,0,0,0,0,.636,324,81,,64,3,22,0,1,75,0,0,28,25,2.78,SoftBank Hawks,
Anraku Tomohiro,52,6,2,1,13,0,0,.750,209,49,.1,51,2,12,1,2,39,3,0,25,24,4.38,Rakuten Eagles,
Busenitz Alan,34,3,1,0,11,0,0,.750,125,31,.2,22,1,10,0,0,25,4,0,8,8,2.27,Rakuten Eagles,
Fujihira Shoma,8,1,0,0,0,0,0,1.000,94,22,.2,15,0,12,0,0,17,3,0,11,10,3.97,Rakuten Eagles,
Fujii Masaru,4,1,2,0,0,0,0,.333,82,18,.2,16,1,10,0,0,10,1,0,8,7,3.38,Rakuten Eagles,
Fukui Yuya,11,0,0,0,1,0,0,.000,49,11,,14,1,4,1,0,7,1,0,5,5,4.09,Rakuten Eagles,
Fukuyama Hiroyuki,3,0,0,0,0,0,0,.000,11,3,,3,0,0,0,0,3,0,0,0,0,0.00,Rakuten Eagles,
Hayakawa Takahisa,19,5,9,0,0,0,0,.357,444,107,.1,105,19,23,0,3,86,0,0,48,46,3.86,Rakuten Eagles,
Ishibashi Ryota,26,2,0,0,3,0,0,1.000,146,32,.1,35,3,12,0,4,18,2,0,22,22,6.12,Rakuten Eagles,
Kamata Yoshinao,2,0,0,0,0,0,0,.000,29,6,,10,0,3,0,0,2,0,0,4,4,6.00,Rakuten Eagles,
Karashima Wataru,17,6,4,0,0,0,0,.600,371,90,,86,10,24,0,3,53,0,0,36,34,3.40,Rakuten Eagles,
Kishi Takayuki,22,8,10,0,0,0,0,.444,555,141,,116,18,28,0,1,118,2,1,51,50,3.19,Rakuten Eagles,
Komine Shinri,6,0,0,0,0,0,0,.000,30,6,,9,0,5,0,0,4,0,0,4,4,6.00,Rakuten Eagles,
Matsui Tomotaka,1,0,0,0,0,0,0,.000,19,4,,6,1,2,0,0,3,0,0,4,4,9.00,Rakuten Eagles,
Matsui Yuki,53,1,3,32,7,0,0,.250,194,51,.2,21,4,19,1,0,83,1,0,11,11,1.92,Rakuten Eagles,
Miyamori Satoshi,26,1,1,1,7,0,0,.500,92,23,.1,12,0,12,0,2,23,0,0,4,4,1.54,Rakuten Eagles,
Morihara Kohei,3,0,0,0,1,0,0,.000,11,2,.1,3,0,1,0,0,3,0,0,0,0,0.00,Rakuten Eagles,
Nishigaki Masaya,24,0,0,0,0,0,0,.000,96,23,.2,20,2,10,0,0,15,2,0,7,7,2.66,Rakuten Eagles,
Nishiguchi Naoto,61,4,0,0,30,0,0,1.000,233,55,.2,39,2,26,2,2,59,1,0,16,14,2.26,Rakuten Eagles,
Norimoto Takahiro,21,10,8,0,0,1,0,.556,536,125,,127,9,38,0,4,104,3,0,54,49,3.53,Rakuten Eagles,
Sakai Tomohito,34,1,1,0,1,0,0,.500,141,32,.2,23,4,17,0,4,32,2,0,12,12,3.31,Rakuten Eagles,
Sung Chia-Hao,54,4,2,0,20,0,0,.667,209,51,.2,45,5,15,1,0,38,2,0,18,15,2.61,Rakuten Eagles,
Suzuki Sora,38,1,3,0,7,0,0,.250,162,38,,25,2,25,1,2,35,2,1,17,17,4.03,Rakuten Eagles,
Takada Koichi,2,0,0,0,0,0,0,.000,30,6,.1,8,2,4,0,0,9,0,0,5,5,7.11,Rakuten Eagles,
Takata Hosei,3,0,0,0,0,0,0,.000,24,5,,5,1,5,1,0,5,0,0,5,4,7.20,Rakuten Eagles,
Takinaka Ryota,15,2,9,0,0,0,0,.182,346,78,,94,12,27,0,3,42,1,0,44,40,4.62,Rakuten Eagles,
Tanaka Masahiro,25,9,12,0,0,1,1,.429,668,163,,160,16,30,1,4,126,4,0,65,60,3.31,Rakuten Eagles,
Tsurusaki Taisei,11,0,0,0,2,0,0,.000,56,12,,16,0,6,1,0,7,0,0,6,6,4.50,Rakuten Eagles,
Uchima Takuma,1,0,0,0,0,0,0,.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,Rakuten Eagles,
Wakui Hideaki,10,4,3,0,0,1,0,.571,224,56,,50,6,10,0,1,35,0,0,23,22,3.54,Rakuten Eagles,
Watanabe Yuki,13,0,0,0,1,0,0,.000,52,12,.2,7,0,4,0,5,10,1,0,3,3,2.13,Rakuten Eagles,
Yoshikawa Kazuki,4,0,0,0,0,0,0,.000,20,5,,3,0,1,0,0,2,0,0,1,1,1.80,Rakuten Eagles,
Yuge Hayato,13,0,1,1,0,0,0,.000,61,13,.2,14,2,6,0,2,5,0,0,5,5,3.29,Rakuten Eagles,
Enns Dietrich,23,10,7,0,0,0,0,.588,506,122,.1,103,14,45,0,3,92,0,0,44,40,2.94,Seibu Lions,
Hirai Katsunori,30,6,8,0,2,0,0,.429,349,81,,77,7,27,1,6,48,1,0,34,26,2.89,Seibu Lions,
Honda Keisuke,45,4,2,0,20,0,0,.667,202,50,.1,37,2,15,1,3,33,3,0,11,11,1.97,Seibu Lions,
Imai Tatsuya,9,5,1,0,0,0,0,.833,246,59,.2,37,3,34,0,5,61,1,0,16,16,2.41,Seibu Lions,
Kumon Katsuhiko,18,0,0,0,7,0,0,.000,36,9,,5,0,5,0,1,8,0,0,0,0,0.00,Seibu Lions,
Masuda Tatsushi,52,2,5,31,5,0,0,.286,200,51,.1,37,7,10,3,0,34,0,0,14,14,2.45,Seibu Lions,
Matsumoto Wataru,21,7,6,0,0,1,0,.538,536,129,.2,106,8,44,1,3,104,3,0,49,46,3.19,Seibu Lions,
Miyagawa Tetsu,45,1,0,1,1,0,0,1.000,205,48,.2,46,3,19,1,0,44,3,0,17,14,2.59,Seibu Lions,
Mizukami Yoshinobu,60,4,4,1,31,0,0,.500,218,56,,34,1,17,1,5,40,4,0,13,11,1.77,Seibu Lions,
Moriwaki Ryosuke,43,1,1,1,10,0,0,.500,148,36,.2,30,2,8,1,2,33,0,0,10,7,1.72,Seibu Lions,
Omagari Ren,6,0,0,0,0,0,0,.000,25,5,.2,5,0,4,0,0,0,0,0,5,4,6.35,Seibu Lions,
Sano Yasuo,2,0,0,0,0,0,0,.000,9,2,,0,0,2,0,1,0,0,0,0,0,0.00,Seibu Lions,
Sasaki Takeru,37,3,0,0,5,0,0,1.000,135,29,.2,29,0,18,1,4,24,1,0,11,10,3.03,Seibu Lions,
Sato Shunsuke,12,3,4,0,0,0,0,.429,205,47,,47,1,22,0,4,33,1,0,26,24,4.60,Seibu Lions,
Smith Burch,20,1,0,1,4,0,0,1.000,156,38,.1,30,0,14,0,1,37,0,0,16,14,3.29,Seibu Lions,
Sumida Chihiro,16,1,10,0,0,0,0,.091,357,81,.2,90,4,30,0,1,73,4,0,38,34,3.75,Seibu Lions,
Taira Kaima,61,1,3,9,34,0,0,.250,226,57,.2,36,2,18,4,2,75,3,0,15,10,1.56,Seibu Lions,
Takahashi Bo,27,0,0,0,2,0,0,.000,133,31,.2,19,2,15,0,7,26,1,0,14,9,2.56,Seibu Lions,
Takahashi Kona,26,12,8,0,0,0,0,.600,705,175,.2,153,9,51,2,11,128,5,0,48,43,2.20,Seibu Lions,
Tamura Ichiro,3,0,0,0,0,0,0,.000,13,3,,3,0,1,0,0,1,1,0,2,2,6.00,Seibu Lions,
Togame Ken,13,0,0,0,0,0,0,.000,70,15,.1,15,2,8,1,1,15,1,0,11,4,2.35,Seibu Lions,
Utsumi Tetsuya,5,0,1,0,0,0,0,.000,50,12,,12,2,2,0,0,8,0,0,4,4,3.00,Seibu Lions,
Watanabe Yutaro,3,1,1,0,0,0,0,.500,67,13,.1,15,1,11,0,1,6,2,0,11,9,6.08,Seibu Lions,
Yoza Kaito,20,10,7,0,0,1,1,.588,463,115,.2,104,11,16,0,4,61,2,0,39,37,2.88,Seibu Lions,
Fukuda Suguru,13,0,0,0,3,0,0,.000,45,10,.1,7,0,7,0,0,11,0,0,1,1,0.87,Nipponham Fighters,
Furukawa Yuri,34,0,1,0,3,0,0,.000,162,35,.1,37,3,24,2,2,32,1,0,17,16,4.08,Nipponham Fighters,
Hasegawa Takehiro,2,0,0,0,1,0,0,.000,9,2,,2,0,1,0,0,2,0,0,0,0,0.00,Nipponham Fighters,
Hori Mizuki,41,1,5,5,11,0,0,.167,160,34,,41,4,16,0,3,34,0,0,23,22,5.82,Nipponham Fighters,
Iguchi Kazutomo,23,2,0,1,6,0,0,1.000,112,24,.1,34,3,4,1,2,27,1,0,14,14,5.18,Nipponham Fighters,
Ikeda Takahide,4,1,3,0,0,0,0,.250,71,16,.1,15,0,6,0,0,11,1,0,7,6,3.31,Nipponham Fighters,
Ishikawa Naoya,36,2,2,6,8,0,0,.500,135,32,,26,1,13,1,1,37,3,0,14,14,3.94,Nipponham Fighters,
Itoh Hiromi,26,10,9,1,1,2,2,.526,653,155,.2,140,5,49,0,5,112,5,0,60,51,2.95,Nipponham Fighters,
Kakigi Ren,4,0,0,0,0,0,0,.000,16,4,.1,2,1,2,0,0,1,0,0,1,1,2.08,Nipponham Fighters,
Kaneko Chihiro,3,1,2,0,0,0,0,.333,54,13,,15,0,1,0,0,11,0,0,7,7,4.85,Nipponham Fighters,
Katoh Takayuki,22,8,7,0,1,3,2,.533,564,147,.2,124,9,11,0,1,98,0,0,35,33,2.01,Nipponham Fighters,
Kawano Ryusei,21,0,2,1,1,0,0,.000,150,34,.2,36,3,11,0,3,25,3,0,24,17,4.41,Nipponham Fighters,
Kitaura Ryuji,11,0,0,1,0,0,0,.000,38,7,.2,10,0,5,0,0,6,0,0,2,2,2.35,Nipponham Fighters,
Kitayama Koki,55,3,5,9,16,0,0,.375,219,51,.1,37,3,28,1,4,58,1,1,21,20,3.51,Nipponham Fighters,
Kuroyanagi Kyosuke,1,0,0,0,1,0,0,.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,Nipponham Fighters,
Matsuura Keito,1,0,1,0,0,0,0,.000,6,1,,2,0,1,0,0,0,0,0,2,2,18.00,Nipponham Fighters,
Menez Conner,15,1,0,0,6,0,0,1.000,97,25,,14,1,13,0,1,28,1,0,5,3,1.08,Nipponham Fighters,
Miyanishi Naoki,24,0,3,1,7,0,0,.000,91,20,.2,20,1,11,1,1,14,1,0,13,13,5.66,Nipponham Fighters,
Mochizuki Daiki,9,0,0,0,0,0,0,.000,46,9,,15,1,4,0,1,8,1,0,8,7,7.00,Nipponham Fighters,
Nabatame Tsubasa,2,0,1,0,0,0,0,.000,41,10,,7,0,4,0,1,7,0,0,5,4,3.60,Nipponham Fighters,
Nemoto Haruka,13,3,3,0,1,0,0,.500,254,60,.2,52,8,24,0,4,53,1,0,19,17,2.52,Nipponham Fighters,
Nishimura Takahiro,18,0,0,0,0,0,0,.000,94,21,.2,22,4,10,1,1,25,1,0,15,12,4.98,Nipponham Fighters,
Ponce Cody,14,3,5,0,0,1,1,.375,344,83,.1,69,10,23,0,2,66,3,1,35,31,3.35,Nipponham Fighters,
Rodriguez Bryan,22,3,2,0,8,0,0,.600,66,16,.1,14,0,3,1,1,13,0,0,5,4,2.20,Nipponham Fighters,
Sugiura Toshihiro,16,3,6,0,0,0,0,.333,184,42,.2,45,5,10,0,2,48,3,0,25,25,5.27,Nipponham Fighters,
Suzuki Kenya,19,2,1,0,3,0,0,.667,159,38,,33,2,13,2,4,25,1,0,12,12,2.84,Nipponham Fighters,
Tamai Taisho,50,1,1,0,19,0,0,.500,167,37,.2,37,1,17,2,0,16,1,0,17,14,3.35,Nipponham Fighters,
Tanaka Eito,4,1,3,0,0,0,0,.250,87,18,.2,22,3,7,0,7,8,0,2,11,10,4.82,Nipponham Fighters,
Tanigawa Masaki,9,0,0,0,0,0,0,.000,41,9,.1,10,1,3,0,0,8,0,0,5,4,3.86,Nipponham Fighters,
Tateno Kazuaki,3,1,2,0,0,0,0,.333,52,10,.2,16,1,4,0,1,4,2,0,12,12,10.13,Nipponham Fighters,
Tatsu Kota,1,0,0,0,0,0,0,.000,12,3,,1,0,3,0,0,0,0,0,0,0,0.00,Nipponham Fighters,
Uehara Kenta,25,3,5,0,1,0,0,.375,302,73,.1,73,2,21,0,3,59,2,0,28,26,3.19,Nipponham Fighters,
Uwasawa Naoyuki,23,8,9,0,0,3,0,.471,631,152,,129,15,50,0,9,127,2,0,61,57,3.38,Nipponham Fighters,
Yoshida Kosei,51,2,3,0,5,0,0,.400,256,63,.1,53,5,23,0,1,40,4,0,30,30,4.26,Nipponham Fighters,
