Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,Team,
Maegawa Ukyo,21,64,60,8,15,3,0,3,27,7,0,0,0,1,2,0,1,8,1,.250,.450,.281,Hanshin Tigers,
Maki Johichiro,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Marte Jefry,20,66,55,11,20,4,0,4,36,13,0,0,0,0,9,1,2,6,5,.364,.655,.470,Hanshin Tigers,
Mochizuki Atsushi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Moriki Daichi,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Moriya Kouki,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Murakami Shoki,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Nagasaka Kenya,16,48,40,5,6,2,0,0,8,2,1,0,1,0,7,0,0,12,3,.150,.200,.277,Hanshin Tigers,
Nakagawa Hayato,50,103,88,9,26,5,0,3,40,15,1,1,3,0,11,0,1,25,2,.295,.455,.380,Hanshin Tigers,
Niho Akira,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Nishi Junya,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Obata Ryuhei,46,200,175,31,58,7,3,1,74,22,15,2,7,2,14,0,2,28,4,.331,.423,.383,Hanshin Tigers,
Ogawa Ippei,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Ohyama Yusuke,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,.000,.000,.333,Hanshin Tigers,
Okadome Hidetaka,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Onaka Yuya,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Ono Taiki,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Onodera Dan,57,217,193,23,55,10,0,2,71,23,2,3,2,1,19,0,2,39,3,.285,.368,.353,Hanshin Tigers,
Oyokawa Masaki,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Rodriguez Aderlin,21,78,71,9,22,3,0,4,37,12,0,0,0,0,6,0,1,16,2,.310,.521,.372,Hanshin Tigers,
Rojas Jr. Mel,11,43,37,5,13,5,0,1,21,11,0,1,0,0,6,0,0,10,1,.351,.568,.442,Hanshin Tigers,
Saiki Hiroto,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Saitoh Yukiya,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Sakaeda Yuki,68,211,181,19,44,8,2,1,59,14,5,1,6,3,19,0,2,32,5,.243,.326,.317,Hanshin Tigers,
Sakamoto Seishiro,4,12,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,.000,.000,.000,Hanshin Tigers,
Satoh Ren,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Shimada Kairi,6,23,20,3,6,4,0,0,10,2,0,0,0,0,2,0,1,3,2,.300,.500,.391,Hanshin Tigers,
Shimamoto Hiroya,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Suzuki Yuto,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Takatera Nozomu,90,360,318,55,89,14,4,3,120,44,14,6,7,2,32,0,1,63,3,.280,.377,.346,Hanshin Tigers,
Takayama Shun,41,123,109,14,27,4,1,0,33,12,2,1,1,2,10,0,1,12,3,.248,.303,.311,Hanshin Tigers,
Toyoda Hiroshi,80,284,255,32,62,13,4,4,95,32,5,9,1,2,26,0,0,69,5,.243,.373,.311,Hanshin Tigers,
Ueda Kai,15,56,44,9,13,3,0,0,16,2,1,0,1,0,11,0,0,10,0,.295,.364,.436,Hanshin Tigers,
Umeno Ryutaro,4,12,11,4,3,0,0,0,3,0,0,0,0,0,1,0,0,1,1,.273,.273,.333,Hanshin Tigers,
Watanabe Yuta,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Wilkerson Aaron,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Yamamoto Yasuhiro,14,43,38,2,8,1,1,0,11,2,0,0,2,0,3,0,0,4,1,.211,.289,.268,Hanshin Tigers,
Yohkawa Naomasa,53,180,149,17,33,7,0,6,58,18,3,0,0,1,23,0,7,29,5,.221,.389,.350,Hanshin Tigers,
Abe Tomohiro,37,87,76,7,28,6,0,1,37,8,0,0,0,1,9,0,1,15,0,.368,.487,.437,Hiroshima Carp,
Aduwa Makoto,20,13,12,0,2,0,0,0,2,0,0,0,1,0,0,0,0,6,0,.167,.167,.167,Hiroshima Carp,
Akiyama Shogo,6,17,16,1,6,1,0,0,7,2,0,0,0,0,1,0,0,5,1,.375,.438,.412,Hiroshima Carp,
Anderson Drew,4,4,1,0,1,1,0,0,2,0,0,0,2,0,0,0,1,0,0,1.000,2.000,1.000,Hiroshima Carp,
Chono Hisayoshi,23,59,48,9,19,5,0,3,33,13,0,0,0,0,11,0,0,12,1,.396,.688,.508,Hiroshima Carp,
Corniel Robert,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Endoh Atsushi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Franzua Geronimo,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Fujii Reira,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Futamata Shoichi,62,213,199,17,49,11,1,3,71,18,0,1,2,0,10,0,2,46,5,.246,.357,.289,Hiroshima Carp,
Hatsuki Ryutaro,66,285,240,32,61,6,1,1,72,16,16,5,5,0,40,1,0,52,5,.254,.300,.361,Hiroshima Carp,
Hayashi Kota,102,399,360,25,78,15,0,2,99,27,1,0,1,4,32,1,2,92,7,.217,.275,.281,Hiroshima Carp,
Horie Atsuya,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Ichioka Ryuji,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Ishihara Tomoki,44,148,128,19,31,6,1,4,51,9,0,0,3,0,14,0,3,21,5,.242,.398,.331,Hiroshima Carp,
Isomura Yoshitaka,13,46,40,7,12,3,0,0,15,4,0,0,1,0,4,0,1,7,1,.300,.375,.378,Hiroshima Carp,
Kemna Makoto,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Kikuchi Yasunori,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Kinoshita Motohide,79,248,225,26,56,10,0,3,75,32,1,0,1,3,17,0,2,37,5,.249,.333,.304,Hiroshima Carp,
Kobayashi Tatsuto,8,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,.000,.000,.500,Hiroshima Carp,
Kuri Aren,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Hiroshima Carp,
Maekawa Seita,50,101,86,11,17,3,2,0,24,11,2,0,3,2,10,1,0,15,1,.198,.279,.276,Hiroshima Carp,
Matsumoto Ryuya,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Matsuyama Ryuhei,4,9,9,1,2,1,0,0,3,1,0,0,0,0,0,0,0,1,0,.222,.333,.222,Hiroshima Carp,
McBroom Ryan,3,11,9,1,1,0,0,1,4,1,0,0,0,0,2,0,0,1,0,.111,.444,.273,Hiroshima Carp,
Miyoshi Takumi,57,83,73,7,13,5,0,2,24,13,1,0,2,0,7,0,1,21,2,.178,.329,.259,Hiroshima Carp,
Mochimaru Taiki,56,156,138,8,27,6,0,3,42,10,0,0,3,2,9,0,4,48,1,.196,.304,.261,Hiroshima Carp,
Mori Shohei,13,9,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,.000,.000,.000,Hiroshima Carp,
Moriura Daisuke,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Nakagami Takuto,46,74,69,4,19,3,0,1,25,5,0,0,2,0,2,0,1,26,1,.275,.362,.306,Hiroshima Carp,
Nakamura Kento,28,109,93,13,24,4,0,3,37,8,4,1,4,0,9,0,3,18,0,.258,.398,.343,Hiroshima Carp,
Nakamura Raisei,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Nakamura Shosei,48,162,153,18,45,11,2,2,66,17,6,2,0,2,6,0,1,18,1,.294,.431,.321,Hiroshima Carp,
Nakamura Yuta,20,17,15,1,4,2,0,0,6,2,0,0,2,0,0,0,0,4,1,.267,.400,.267,Hiroshima Carp,
Nakata Ren,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Nakazaki Shota,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Namiki Shun,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Nirasawa Yuya,98,375,344,32,82,11,1,2,101,23,2,1,10,2,18,0,1,43,12,.238,.294,.277,Hiroshima Carp,
Nishikawa Ryoma,4,10,9,1,3,1,0,0,4,0,0,0,0,0,1,0,0,4,0,.333,.444,.400,Hiroshima Carp,
Noma Takayoshi,17,64,53,7,19,4,1,1,28,6,0,0,2,0,9,0,0,8,1,.358,.528,.452,Hiroshima Carp,
Nomura Yusuke,14,8,6,1,2,0,0,0,2,0,0,0,1,0,1,0,0,2,0,.333,.333,.429,Hiroshima Carp,
Ohmichi Haruki,16,6,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,.000,.000,.000,Hiroshima Carp,
Ohmori Minoru,23,76,66,10,16,2,1,0,20,5,1,0,3,1,6,0,0,12,0,.242,.303,.301,Hiroshima Carp,
Sakata Rei,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Shimauchi Sotaro,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Shinya Soh,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Shirahama Yuta,21,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.500,.500,.500,Hiroshima Carp,
Shozui Yuya,75,275,248,30,65,10,4,8,107,40,2,4,0,4,22,0,1,60,5,.262,.431,.320,Hiroshima Carp,
Sone Kaisei,9,13,11,3,5,1,0,0,6,2,0,1,0,1,1,0,0,3,0,.455,.545,.462,Hiroshima Carp,
Suekane Shota,51,181,159,22,36,7,0,6,61,14,0,0,0,0,17,0,5,46,5,.226,.384,.320,Hiroshima Carp,
Takagi Shoto,22,39,34,1,4,0,0,0,4,1,0,0,1,0,4,0,0,8,2,.118,.118,.211,Hiroshima Carp,
Takahashi Koya,12,10,9,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,0,.111,.111,.111,Hiroshima Carp,
Tamamura Shogo,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,Hiroshima Carp,
Tamura Shunsuke,43,139,130,5,24,4,1,0,30,11,1,0,0,2,7,0,0,38,2,.185,.231,.223,Hiroshima Carp,
Tanaka Kosuke,39,149,126,12,31,4,3,0,41,8,4,1,1,0,20,0,2,27,2,.246,.325,.358,Hiroshima Carp,
Tanaka Norihiko,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Hiroshima Carp,
Toda Takaya,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Tokoda Hiroki,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.000,1.000,1.000,Hiroshima Carp,
Turley Nik,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Uemoto Takashi,3,9,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,.000,.000,.333,Hiroshima Carp,
Ugusa Koki,49,184,171,18,40,5,4,4,65,20,3,3,0,0,10,0,3,41,1,.234,.380,.288,Hiroshima Carp,
Yabuta Kazuki,21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Yamaguchi Sho,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Yano Masaya,38,147,119,21,30,4,1,0,36,8,3,2,6,0,20,0,2,27,2,.252,.303,.369,Hiroshima Carp,
Yasaki Takuya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Aibara Ryunosuke,59,189,171,16,32,7,0,4,51,17,3,2,0,3,11,0,4,68,2,.187,.298,.249,DeNA BayStars,
Ariyoshi Yuki,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Asada Sota,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Austin Tyler,11,40,36,4,8,1,0,3,18,6,0,0,0,0,3,0,1,10,1,.222,.500,.300,DeNA BayStars,
Azuma Junpei,59,157,135,24,33,9,2,2,52,12,3,1,3,1,14,0,4,35,5,.244,.385,.331,DeNA BayStars,
Azuma Katsuki,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Chino Naoto,56,238,211,27,54,8,3,6,86,35,7,2,3,5,17,0,2,48,5,.256,.408,.311,DeNA BayStars,
Cordero Starlin,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Ebina Tatsuo,31,127,111,20,33,6,0,3,48,12,7,2,0,1,12,0,3,21,5,.297,.432,.378,DeNA BayStars,
Fujita Kazuya,24,65,59,3,11,2,0,0,13,2,0,0,3,0,2,0,1,5,4,.186,.220,.226,DeNA BayStars,
Fukazawa Osuke,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Gsellman Robert,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Hamaguchi Haruhiro,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Higashide Naoya,17,40,34,1,3,0,0,0,3,0,0,0,3,0,3,0,0,12,1,.088,.088,.162,DeNA BayStars,
Hirata Shingo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Hosokawa Seiya,62,234,207,32,57,10,0,11,100,28,0,0,0,2,24,0,1,56,6,.275,.483,.350,DeNA BayStars,
Ikeya Sota,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Imanaga Shota,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Ishida Kenta,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Ishikawa Tatsuya,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Itoh Hikaru,14,42,41,3,12,3,0,0,15,4,0,0,0,0,0,0,1,7,3,.293,.366,.310,DeNA BayStars,
Itoh Yukiya,49,192,170,17,51,7,0,4,70,33,2,0,2,0,19,0,1,31,1,.300,.412,.374,DeNA BayStars,
Kajiwara Kouki,68,252,233,25,63,17,3,2,92,26,2,3,1,2,16,0,0,74,3,.270,.395,.315,DeNA BayStars,
Kamichatani Taiga,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Kamizato Kazuki,7,23,21,4,5,1,0,1,9,5,0,1,0,0,2,0,0,9,0,.238,.429,.304,DeNA BayStars,
Kato Dai,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Katsumata Atsushi,69,227,205,24,60,14,1,6,94,23,2,1,1,3,13,1,4,51,4,.293,.459,.342,DeNA BayStars,
Kobukata Daichi,96,376,331,33,91,14,2,3,118,43,2,3,3,2,39,0,1,79,9,.275,.356,.351,DeNA BayStars,
Kozono Kenta,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Kriske Brooks,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Kuramoto Toshihiko,29,96,90,6,17,3,0,0,20,3,0,0,0,1,4,0,1,21,0,.189,.222,.229,DeNA BayStars,
Kusumoto Taishi,7,27,23,4,6,2,0,0,8,0,0,0,0,0,3,0,1,5,0,.261,.348,.370,DeNA BayStars,
Kuwahara Masayuki,2,7,4,4,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,.250,.250,.571,DeNA BayStars,
Kyoyama Masaya,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Maeda Yamato,3,8,7,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,.143,.143,.250,DeNA BayStars,
Maki Shugo,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.500,DeNA BayStars,
Marcelino Hansel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Mashiko Kyosuke,63,186,166,20,35,7,1,1,47,8,1,0,1,1,14,0,4,45,4,.211,.283,.286,DeNA BayStars,
Mikami Tomoya,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Minei Hiroki,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,DeNA BayStars,
Mishima Kazuki,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Miura Ginji,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Miyagi Daita,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Miyaguni Ryosuke,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Miyamoto Shumei,52,196,167,33,58,10,4,5,91,15,16,5,4,0,25,0,0,30,1,.347,.545,.432,DeNA BayStars,
Miyazaki Toshiro,3,12,12,1,4,0,0,1,7,1,0,0,0,0,0,0,0,0,1,.333,.583,.333,DeNA BayStars,
Mori Keito,14,52,47,5,12,2,0,0,14,6,1,0,0,2,3,0,0,15,0,.255,.298,.288,DeNA BayStars,
Morihara Kohei,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Murakawa Nagi,72,190,159,24,33,5,1,0,40,13,13,10,8,2,21,0,0,54,0,.208,.252,.297,DeNA BayStars,
Nakagawa Koh,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Ohashi Takeru,51,138,118,22,33,8,0,0,41,14,12,6,2,0,18,0,0,38,1,.280,.347,.375,DeNA BayStars,
Ohta Taishi,6,20,18,2,7,2,0,0,9,4,0,0,0,0,1,0,1,2,1,.389,.500,.450,DeNA BayStars,
Peoples Michael,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Romero Fernando,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Sakaguchi Kousuke,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Sakamoto Yuya,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Sakurai Shuto,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Sano Keita,2,7,7,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,.286,.286,.286,DeNA BayStars,
Shibata Tatsuhiro,2,7,5,3,3,1,0,0,4,2,0,0,0,0,2,0,0,0,0,.600,.800,.714,DeNA BayStars,
Soto Neftali,3,9,9,1,1,0,0,1,4,1,0,0,0,0,0,0,0,3,1,.111,.444,.111,DeNA BayStars,
Sunada Yoshiki,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Taira Kentaro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Takada Takuto,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Takajoh Shuto,39,92,78,4,16,1,0,1,20,4,0,0,3,0,7,0,4,15,2,.205,.256,.303,DeNA BayStars,
Tanabe Hayato,80,290,256,29,66,16,1,2,90,38,1,0,10,3,18,0,3,73,4,.258,.352,.311,DeNA BayStars,
Tanaka Kenjiro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Tanaka Shunta,57,172,136,13,33,4,0,0,37,13,7,1,7,1,27,0,1,28,3,.243,.272,.370,DeNA BayStars,
Tobashira Yasutaka,1,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.500,1.000,.500,DeNA BayStars,
Tokuyama Souma,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Yamamoto Yuudai,38,120,103,11,21,3,0,1,27,7,1,0,2,1,13,0,1,9,3,.204,.262,.297,DeNA BayStars,
Yamasaki Yasuaki,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Yamashita Kouki,53,168,156,20,48,10,1,4,72,21,0,6,2,1,7,0,2,21,1,.308,.462,.343,DeNA BayStars,
Akahoshi Yuji,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
