                   Player    G   PA   AB   R    H  2B  3B  HR   TB  RBI  SB  CS  SH  SF   SO  BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP      K%     BB%  BB/K   wSB    TTO% Age  Pos  B                Team League
0          Akiyama Takumi   18   46   38   3    5   2   0   0    7    1   0   0   6   0   23   2    0   0    0  0.132  0.175  0.184  0.359     2  0.052  0.333   50.0%    4.3%  0.09  -0.0   54.3%  29    1  L      Hanshin Tigers     CL
1             Aoyagi Koyo   21   39   31   1    1   0   0   0    1    0   0   0   7   0   19   1    0   0    0  0.032  0.063  0.032  0.095   -76  0.000  0.083   48.7%    2.6%  0.05  -0.0   51.3%  26    1  R      Hanshin Tigers     CL
2            Araki Fumiya   16   11   11   2    1   0   0   0    1    0   2   1   0   0    4   0    0   0    0  0.091  0.091  0.091  0.182   -51  0.000  0.143   36.4%    0.0%  0.00   0.0   36.4%  32    3  L      Hanshin Tigers     CL
4             Bour Justin   99  379  329  27   80   8   0  17  139   45   1   1   0   2   88  45    5   3   13  0.243  0.338  0.422  0.760   121  0.179  0.279   23.2%   11.9%  0.51  -0.3   39.6%  32    3  L      Hanshin Tigers     CL
5          Chikamoto Koji  120  519  474  81  139  21   5   9  197   45  31   8   7   1   61  30    2   7    4  0.293  0.344  0.416  0.760   121  0.123  0.321   11.8%    5.8%  0.49   2.4   19.3%  25    8  L      Hanshin Tigers     CL
7            Egoshi Taiga   45   13   10  11    0   0   0   0    0    1   3   1   0   1    6   2    0   0    0  0.000  0.154  0.000  0.154   -56  0.000  0.000   46.2%   15.4%  0.33   0.2   61.5%  27    7  R      Hanshin Tigers     CL
9       Fujikawa Shunsuke    9    8    8   0    1   0   0   0    1    0   0   1   0   0    2   0    0   0    0  0.125  0.125  0.125  0.250   -31  0.000  0.167   25.0%    0.0%  0.00  -0.3   25.0%  32    9  R      Hanshin Tigers     CL
10      Fujinami Shintaro   24   19   16   1    1   0   0   0    1    1   0   0   3   0   11   0    0   0    0  0.063  0.063  0.063  0.126   -68  0.000  0.200   57.9%    0.0%  0.00  -0.0   57.9%  26    1  R      Hanshin Tigers     CL
11        Fukudome Kosuke   43   92   78   3   12   2   0   1   17   12   0   0   0   3   31  11    0   0    4  0.154  0.250  0.218  0.468    36  0.064  0.224   33.7%   12.0%  0.35  -0.0   46.7%  43    9  L      Hanshin Tigers     CL
13          Garcia Onelki   14   23   22   0    2   0   0   0    2    0   0   0   1   0    8   0    0   0    0  0.091  0.091  0.091  0.182   -51  0.000  0.143   34.8%    0.0%  0.00  -0.0   34.8%  30    1  L      Hanshin Tigers     CL
14             Gunkel Joe   28   13   11   0    3   1   0   0    4    0   0   0   1   0    5   0    0   1    0  0.273  0.333  0.364  0.697   103  0.091  0.500   38.5%    0.0%  0.00  -0.0   38.5%        1         Hanshin Tigers     CL
16     Haraguchi Fumihito   48   78   72   5   20   3   0   3   32   19   0   0   0   0   16   5    1   1    2  0.278  0.333  0.444  0.777   125  0.166  0.321   20.5%    6.4%  0.31  -0.0   30.8%  28    2  R      Hanshin Tigers     CL
