                  Player  G  PA  AB  R  H  2B  3B  HR  TB  RBI  SB  CS  SH  SF  SO  BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP    TTO%      K%    BB%  BB/K   wSB            Team League
0         Wheeler Zelous  4  16  13  1  2   0   0   1   5    3   0   0   0   1   5   2    0   0    0  0.154  0.250  0.385  0.635    80  0.231  0.125   50.0%   31.2%  12.5%  0.40   0.0  Yomiuri Giants     CL
1       Gracial Yurisbel  6  24  21  6  7   0   0   1  10    3   0   0   0   0   2   3    0   0    0  0.333  0.417  0.476  0.893   161  0.143  0.333   25.0%    8.3%  12.5%  1.50   0.1  SoftBank Hawks     PL
2      Despaigne Alfredo  6  23  21  3  6   1   0   1  10    7   0   0   0   1   4   1    0   0    0  0.286  0.304  0.476  0.781   124  0.190  0.294   26.1%   17.4%   4.3%  0.25   0.0  SoftBank Hawks     PL
3        Uebayashi Seiji  6   2   2  1  0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -101  0.000  0.000    0.0%    0.0%   0.0%         0.0  SoftBank Hawks     PL
4      Nakajima Hiroyuki  4  15  11  1  2   0   0   0   2    0   0   0   0   0   5   1    0   3    1  0.182  0.400  0.182  0.582    75  0.000  0.333   40.0%   33.3%   6.7%  0.20   0.0  Yomiuri Giants     CL
5         Nakamura Shogo  2   9   8  1  2   0   0   0   2    1   0   0   0   0   3   0    0   1    0  0.250  0.333  0.250  0.583    71  0.000  0.400   33.3%   33.3%   0.0%  0.00   0.0   Lotte Marines     PL
6         Nakamura Akira  6  24  23  4  8   1   0   3  18    8   0   0   0   0   3   1    0   0    0  0.348  0.375  0.783  1.158   229  0.435  0.294   29.2%   12.5%   4.2%  0.33   0.0  SoftBank Hawks     PL
7         Maru Yoshihiro  4  16  15  0  2   0   0   0   2    0   0   0   0   0   2   1    0   0    1  0.133  0.188  0.133  0.321    -4  0.000  0.154   18.8%   12.5%   6.2%  0.50   0.0  Yomiuri Giants     CL
8        Kamei Yoshiyuki  4   9   9  0  0   0   0   0   0    0   0   0   0   0   1   0    0   0    1  0.000  0.000  0.000  0.000   -97  0.000  0.000   11.1%   11.1%   0.0%  0.00   0.0  Yomiuri Giants     CL
9            Inoue Seiya  2   5   5  0  0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000   -97  0.000  0.000   20.0%   20.0%   0.0%  0.00   0.0   Lotte Marines     PL
10         Satoh Toshiya  1   1   1  0  0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000   -97  0.000  0.000    0.0%    0.0%   0.0%         0.0   Lotte Marines     PL
11       Yoshikawa Naoki  4  10  10  0  1   0   0   0   1    0   0   0   0   0   1   0    0   0    0  0.100  0.100  0.100  0.200   -40  0.000  0.111   10.0%   10.0%   0.0%  0.00   0.0  Yomiuri Giants     CL
12            Shuto Ukyo  6  27  24  3  3   1   1   0   6    1   1   1   0   0   7   1    0   2    0  0.125  0.222  0.250  0.472    38  0.125  0.176   29.6%   25.9%   3.7%  0.14  -0.1  SoftBank Hawks     PL
13       Sakamoto Hayato  4  16  14  0  3   1   0   0   4    1   0   0   0   0   7   2    0   0    0  0.214  0.312  0.286  0.598    74  0.071  0.429   56.2%   43.8%  12.5%  0.29   0.0  Yomiuri Giants     CL
