Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Wakabayashi Gakuto,27,7,342.2,-8.5,-31.9,-8.6,0.1,,0.1,-3.3,,,Yomiuri Giants,CL
Wakabayashi Gakuto,27,8,127.0,-1.7,-17.2,-1.5,-0.3,,0.0,0.4,,,Yomiuri Giants,CL
Wakabayashi Gakuto,27,9,22.0,-0.2,-11.7,-0.1,0.0,,0.0,-0.1,,,Yomiuri Giants,CL
Nishikawa Haruki,33,7,16.2,0.1,7.7,0.3,-0.2,,0.0,-0.2,,,Yakult Swallows,CL
Nishikawa Haruki,33,8,131.0,-0.9,-8.8,0.4,-0.4,,-0.8,0.4,,,Yakult Swallows,CL
Nishikawa Haruki,33,9,77.2,1.7,28.2,0.5,1.2,,0.0,-0.3,,,Yakult Swallows,CL
Kajiwara Kouki,25,8,314.0,-2.1,-8.6,-2.1,-0.1,,0.1,1.0,,,DeNA BayStars,CL
Kajiwara Kouki,25,9,30.0,-0.4,-17.2,-0.5,0.1,,0.0,-0.1,,,DeNA BayStars,CL
Okabayashi Yuki,23,8,1277.1,-3.6,-3.6,-3.9,-0.2,,0.5,4.2,,,Chunichi Dragons,CL
Futamata Shoichi,22,3,53.0,1.9,46.1,1.3,,0.2,0.4,-0.6,,,Hiroshima Carp,CL
Futamata Shoichi,22,5,62.0,-0.1,-2.1,0.3,,-0.2,-0.2,-0.2,,,Hiroshima Carp,CL
Futamata Shoichi,22,6,51.1,-1.5,-37.6,-1.4,,0.0,-0.2,0.4,,,Hiroshima Carp,CL
Futamata Shoichi,22,7,5.0,0.4,103.0,0.3,0.1,,0.0,0.0,,,Hiroshima Carp,CL
Futamata Shoichi,22,8,65.0,3.5,69.3,2.3,1.1,,0.0,0.2,,,Hiroshima Carp,CL
Futamata Shoichi,22,9,31.0,0.7,29.1,0.3,0.3,,0.0,-0.1,,,Hiroshima Carp,CL
Chikamoto Koji,30,8,1246.2,8.7,9.0,8.9,-0.8,,0.5,4.1,,,Hanshin Tigers,CL
Hasegawa Shinya,23,8,132.0,1.8,17.6,2.0,-0.3,,0.1,0.4,,,Seibu Lions,PL
Hasegawa Shinya,23,9,870.1,4.8,7.1,5.3,-0.8,,0.3,-3.4,,,Seibu Lions,PL
Hasegawa Shinya,23,DH,4.0,,,,,,,0.0,,,Seibu Lions,PL
Yazawa Kota,24,7,144.1,5.5,49.1,5.6,-0.2,,0.0,-1.4,,,Nipponham Fighters,PL
Yazawa Kota,24,8,107.2,-0.8,-9.6,-1.2,1.2,,-0.8,0.4,,,Nipponham Fighters,PL
Yazawa Kota,24,9,159.0,4.1,33.2,5.0,-1.0,,0.1,-0.6,,,Nipponham Fighters,PL
Yazawa Kota,24,DH,4.0,,,,,,,0.0,,,Nipponham Fighters,PL
Nakagawa Keita,29,7,283.2,-3.9,-17.7,-2.8,-1.1,,0.1,-2.7,,,ORIX Buffaloes,PL
Nakagawa Keita,29,8,394.1,-5.2,-17.0,-4.3,-1.1,,0.2,1.3,,,ORIX Buffaloes,PL
Nakagawa Keita,29,9,299.1,-8.2,-35.3,-6.5,-1.8,,0.1,-1.2,,,ORIX Buffaloes,PL
Kobukata Hiroto,29,4,767.0,-4.1,-6.9,-2.9,,-1.4,0.2,2.1,,,Rakuten Eagles,PL
Kobukata Hiroto,29,DH,4.0,,,,,,,0.0,,,Rakuten Eagles,PL
Shuto Ukyo,29,8,799.0,15.3,24.6,10.1,4.7,,0.4,2.7,,,SoftBank Hawks,PL
Nishikawa Misho,22,7,851.0,9.0,13.6,7.0,2.6,,-0.6,-8.1,,,Lotte Marines,PL
Nishikawa Misho,22,8,14.0,-1.3,-119.5,-1.3,0.0,,0.0,0.0,,,Lotte Marines,PL
Nishikawa Misho,22,9,17.0,-0.7,-53.0,-0.7,0.0,,0.0,-0.1,,,Lotte Marines,PL
Nishikawa Misho,22,DH,17.0,,,,,,,-0.2,,,Lotte Marines,PL
Wada Koshiro,26,7,5.0,1.1,283.1,1.1,0.0,,0.0,0.0,,,Lotte Marines,PL
Wada Koshiro,26,9,24.0,0.1,5.4,0.0,0.2,,0.0,-0.1,,,Lotte Marines,PL
Wada Koshiro,26,DH,3.0,,,,,,,0.0,,,Lotte Marines,PL
Masuda Shu,26,3,14.0,-0.8,-73.5,-0.4,,0.2,-0.6,-0.2,,,Yakult Swallows,CL
Masuda Shu,26,7,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Yakult Swallows,CL
Masuda Shu,26,8,9.0,-0.5,-71.5,-0.5,0.0,,0.0,0.0,,,Yakult Swallows,CL
Masuda Shu,26,9,155.0,0.0,0.0,1.0,-1.0,,0.1,-0.6,,,Yakult Swallows,CL
Mannami Chusei,25,7,29.1,1.3,57.1,1.4,-0.1,,0.0,-0.3,,,Nipponham Fighters,PL
Mannami Chusei,25,8,111.0,-2.3,-26.7,-2.3,0.0,,0.0,0.4,,,Nipponham Fighters,PL
Mannami Chusei,25,9,864.0,12.4,18.5,13.8,0.0,,-1.4,-3.4,,,Nipponham Fighters,PL
Mannami Chusei,25,DH,3.0,,,,,,,0.0,,,Nipponham Fighters,PL
Oka Hiromi,33,3,23.0,0.1,5.6,0.1,,-0.1,0.1,-0.3,,,Lotte Marines,PL
Oka Hiromi,33,7,107.2,2.6,31.1,1.6,1.0,,0.0,-1.0,,,Lotte Marines,PL
Oka Hiromi,33,8,28.0,-1.3,-59.8,-1.3,0.0,,0.0,0.1,,,Lotte Marines,PL
Oka Hiromi,33,9,96.0,-1.2,-16.1,-0.7,-0.6,,0.0,-0.4,,,Lotte Marines,PL
Oka Hiromi,33,DH,71.0,,,,,,,-0.8,,,Lotte Marines,PL
