#,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,,Team,League
,<a href=https://npb.jp/bis/eng/players/51855132.html>Masuda Daiki</a>,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,33.3%,0.0%,0.00,0.0,33.3%,31,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/01605138.html>Masuda Riku</a>,39,128,123,11,37,2,0,2,45,15,2,0,0,1,22,2,0,2,1,0.301,0.320,0.366,0.686,109,0.065,0.350,17.2%,1.6%,0.09,0.3,20.3%,25,4,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/13115157.html>Mitsuka Rui</a>,78,253,236,25,75,14,0,9,116,40,4,1,2,0,46,12,0,3,7,0.318,0.359,0.492,0.851,159,0.174,0.365,18.2%,4.7%,0.26,0.3,26.5%,21,3,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/03305159.html>Murayama Gen</a>,13,22,18,3,3,1,0,0,4,3,0,1,2,0,4,2,0,0,0,0.167,0.250,0.222,0.472,44,0.055,0.214,18.2%,9.1%,0.50,-0.3,27.3%,20,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/01205157.html>Nakata Ayumu</a>,38,97,78,13,21,6,3,0,33,10,1,1,6,0,18,9,0,4,1,0.269,0.374,0.423,0.797,143,0.154,0.350,18.6%,9.3%,0.50,-0.2,27.8%,21,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/51655153.html>Nakayama Raito</a>,8,31,26,4,11,0,0,1,14,4,0,0,0,1,3,2,0,2,0,0.423,0.484,0.538,1.022,213,0.115,0.435,9.7%,6.5%,0.67,-0.0,19.4%,23,UTL,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/31635159.html>Nishidate Yuhi</a>,9,2,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.500,0.500,1.000,1.500,356,0.500,0.500,0.0%,0.0%,,0.0,0.0%,23,1,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/21325136.html>Ohshiro Takumi</a>,17,55,50,10,16,6,0,3,31,13,0,0,0,0,8,5,0,0,0,0.320,0.382,0.620,1.002,205,0.300,0.333,14.5%,9.1%,0.62,-0.0,29.1%,32,2,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/41345155.html>Ohtsu Ryoya</a>,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,1.000,0.000,1.000,216,0.000,,0.0%,100.0%,1.00,-0.0,100.0%,22,7,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/81385155.html>Okada Yuki</a>,90,257,218,40,61,9,1,8,96,40,8,3,2,1,59,34,0,2,4,0.280,0.380,0.440,0.820,150,0.160,0.349,23.0%,13.2%,0.58,0.3,39.3%,25,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/11515130.html>Okamoto Kazuma</a>,8,21,19,1,5,2,0,0,7,2,0,0,0,0,3,1,0,1,1,0.263,0.333,0.368,0.701,114,0.105,0.312,14.3%,4.8%,0.33,-0.0,19.0%,29,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/01505132.html>Okoye Louis</a>,26,68,64,9,22,4,0,3,35,17,2,0,0,0,13,4,0,0,1,0.344,0.382,0.547,0.929,183,0.203,0.396,19.1%,5.9%,0.31,0.3,29.4%,27,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/41345135.html>Otosaka Tomo</a>,24,45,41,3,9,3,0,0,12,4,0,0,0,1,6,3,0,0,2,0.220,0.267,0.293,0.560,70,0.073,0.250,13.3%,6.7%,0.50,-0.0,20.0%,31,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/51955114.html>Sakamoto Hayato</a>,19,61,56,2,14,1,0,1,18,4,0,0,0,0,11,5,0,0,0,0.250,0.311,0.321,0.632,93,0.071,0.295,18.0%,8.2%,0.45,-0.0,27.9%,36,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/81985150.html>Sakamoto Tatsuya</a>,18,43,35,12,11,2,1,0,15,1,1,0,3,0,8,3,0,2,0,0.314,0.400,0.429,0.829,153,0.115,0.407,18.6%,7.0%,0.38,0.2,25.6%,22,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/21925155.html>Sasahara Misaki</a>,86,230,196,31,48,8,1,2,64,20,15,3,1,6,40,25,0,2,6,0.245,0.328,0.327,0.655,100,0.082,0.287,17.4%,10.9%,0.62,1.5,29.1%,21,9,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/51955159.html>Sasaki Shunsuke</a>,61,182,156,26,50,8,2,1,65,22,12,3,5,3,33,14,0,4,1,0.321,0.384,0.417,0.801,145,0.096,0.392,18.1%,7.7%,0.42,1.0,26.4%,25,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/21925132.html>Shigenobu Shinnosuke</a>,64,109,94,24,19,3,0,1,25,7,9,2,1,1,21,13,0,0,1,0.202,0.296,0.266,0.562,71,0.064,0.247,19.3%,11.9%,0.62,0.8,32.1%,32,8,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/11015136.html>Sunagawa Richard</a>,14,55,49,9,12,4,0,3,25,14,0,0,0,0,22,5,0,1,0,0.245,0.327,0.510,0.837,154,0.265,0.375,40.0%,9.1%,0.23,-0.0,54.5%,26,3,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/91095155.html>Suzuki Yamato</a>,44,82,71,14,19,2,2,0,25,10,7,0,5,1,13,3,0,2,1,0.268,0.312,0.352,0.664,102,0.084,0.322,15.9%,3.7%,0.23,1.2,19.5%,26,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/81285150.html>Takeshita Raia</a>,1,2,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,516,0.000,1.000,0.0%,0.0%,,-0.0,0.0%,18,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/11215114.html>Tanaka Masahiro</a>,13,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,36,1,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/13015153.html>Tima Julian</a>,106,381,357,33,90,23,0,8,137,49,0,0,0,3,81,20,0,1,14,0.252,0.291,0.384,0.675,105,0.132,0.303,21.3%,5.2%,0.25,-0.1,28.6%,20,3,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/81385150.html>Urata Shunsuke</a>,91,286,243,39,68,9,1,0,79,16,20,3,10,1,34,30,0,2,3,0.280,0.362,0.325,0.687,110,0.045,0.324,11.9%,10.5%,0.88,2.3,22.4%,22,6,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/01305159.html>Utsunomiya Kisara</a>,84,244,211,34,61,3,0,1,67,16,20,4,12,0,37,18,0,3,3,0.289,0.353,0.318,0.671,105,0.029,0.347,15.2%,7.4%,0.49,2.0,23.0%,21,4,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/53555153.html>Wakabayashi Gakuto</a>,4,9,8,0,4,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0.500,0.556,0.500,1.056,224,0.000,0.571,11.1%,11.1%,1.00,-0.0,22.2%,27,7,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/03305153.html>Yamasaki Iori</a>,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,26,1,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/03105151.html>Yamase Shinnosuke</a>,100,265,225,29,68,8,2,3,89,24,0,1,11,2,51,26,1,1,7,0.302,0.374,0.396,0.770,135,0.094,0.376,19.2%,9.8%,0.51,-0.4,30.2%,24,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/73375134.html>Yoshikawa Naoki</a>,3,9,9,2,3,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0.333,0.333,0.556,0.889,170,0.223,0.375,11.1%,0.0%,0.00,-0.0,11.1%,30,4,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/43145136.html>Yuasa Dai</a>,95,224,181,24,36,8,0,1,47,17,11,3,12,1,52,25,0,5,2,0.199,0.311,0.260,0.571,74,0.061,0.271,23.2%,11.2%,0.48,0.8,34.8%,25,4,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/51155153.html>Akahane Yoshihiro</a>,6,23,19,5,7,1,0,0,8,0,1,0,0,0,3,4,0,0,1,0.368,0.478,0.421,0.899,176,0.053,0.438,13.0%,17.4%,1.33,0.2,30.4%,25,UTL,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/71175132.html>Aoyagi Koyo</a>,5,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,66.7%,0.0%,0.00,0.0,66.7%,31,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/73075150.html>Avila Pedro</a>,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,28,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/91495138.html>Hamada Taiki</a>,72,219,193,12,33,10,1,5,60,28,1,4,3,2,55,17,0,4,8,0.171,0.250,0.311,0.561,70,0.140,0.207,25.1%,7.8%,0.31,-1.2,35.2%,24,6,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/11615157.html>Hashimoto Seiya</a>,91,331,299,36,84,14,2,2,108,37,7,7,1,3,35,26,0,2,8,0.281,0.339,0.361,0.700,114,0.080,0.309,10.6%,7.9%,0.74,-1.2,19.0%,24,7,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/41145159.html>Ishihara Yuki</a>,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,23,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/81185159.html>Itoh Ryui</a>,17,71,62,4,13,1,0,0,14,4,1,2,4,0,16,5,0,0,0,0.210,0.269,0.226,0.495,51,0.016,0.283,22.5%,7.0%,0.31,-0.5,29.6%,22,6,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/51355155.html>Iwata Yukihiro</a>,7,27,22,6,9,1,0,0,10,1,4,0,2,0,3,3,0,0,0,0.409,0.480,0.455,0.935,187,0.046,0.474,11.1%,11.1%,1.00,0.7,22.2%,27,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/31735112.html>Kawabata Shingo</a>,75,206,191,12,46,2,0,2,54,19,0,0,0,0,14,14,0,1,4,0.241,0.296,0.283,0.579,77,0.042,0.251,6.8%,6.8%,1.00,-0.1,14.6%,37,DH,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/01505157.html>Kitamura Keigo</a>,72,257,226,14,53,10,0,2,69,10,2,0,2,1,40,21,0,7,7,0.235,0.318,0.305,0.623,90,0.070,0.276,15.6%,8.2%,0.53,0.2,24.5%,24,UTL,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/21525136.html>Kitamura Takumi</a>,14,40,37,4,8,2,0,0,10,3,0,0,0,0,6,2,0,1,2,0.216,0.275,0.270,0.545,66,0.054,0.258,15.0%,5.0%,0.33,-0.0,20.0%,29,4,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/01705134.html>Koga Yudai</a>,1,5,5,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.600,0.600,0.600,1.200,268,0.000,0.600,0.0%,0.0%,,-0.0,0.0%,26,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/93995150.html>Lambert Peter</a>,2,2,2,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0.500,0.500,1.000,1.500,356,0.500,1.000,50.0%,0.0%,0.00,0.0,50.0%,28,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/93195155.html>Maruyama Kazuya</a>,33,113,98,11,16,1,1,0,19,3,6,1,3,2,20,10,1,0,2,0.163,0.236,0.194,0.430,31,0.031,0.200,17.7%,8.8%,0.50,0.7,26.5%,25,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/11815136.html>Masuda Shu</a>,3,11,10,1,3,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0.300,0.364,0.300,0.664,103,0.000,0.429,27.3%,9.1%,0.33,-0.0,36.4%,26,9,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/51855136.html>Matsumoto Naoki</a>,33,94,83,4,18,3,0,0,21,9,0,0,4,0,10,5,0,2,5,0.217,0.278,0.253,0.531,62,0.036,0.247,10.6%,5.3%,0.50,-0.0,16.0%,31,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/61865150.html>Matsumoto Ryunosuke</a>,84,172,144,14,26,5,1,0,33,7,13,6,1,0,65,23,0,4,0,0.181,0.310,0.229,0.539,65,0.048,0.329,37.8%,13.4%,0.35,0.2,51.2%,20,2,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/01805136.html>Miyamoto Takeshi</a>,2,7,7,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0.143,0.143,0.143,0.286,-14,0.000,0.250,42.9%,0.0%,0.00,-0.0,42.9%,30,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/93195150.html>Moiseev Nikita</a>,56,175,162,9,22,6,1,4,42,15,1,2,0,0,54,13,0,0,3,0.136,0.200,0.259,0.459,39,0.123,0.173,30.9%,7.4%,0.24,-0.5,40.6%,18,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/41845136.html>Murakami Munetaka</a>,13,39,33,6,12,3,0,2,21,5,1,1,0,0,7,6,0,0,1,0.364,0.462,0.636,1.098,235,0.272,0.417,17.9%,15.4%,0.86,-0.2,38.5%,25,5,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/51455151.html>Nagaoka Hideki</a>,12,40,33,1,6,1,0,0,7,3,0,1,0,0,5,5,0,2,1,0.182,0.325,0.212,0.537,65,0.030,0.214,12.5%,12.5%,1.00,-0.3,25.0%,23,6,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/01405153.html>Nakagawa Takuma</a>,55,117,108,8,19,1,0,2,26,5,0,1,1,1,31,7,0,0,2,0.176,0.224,0.241,0.465,41,0.065,0.224,26.5%,6.0%,0.23,-0.4,34.2%,22,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/91695150.html>Nakamura Yuto</a>,10,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,516,0.000,1.000,0.0%,0.0%,,-0.0,0.0%,22,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/91695153.html>Namiki Hidetaka</a>,11,34,31,4,9,0,0,0,9,0,2,1,0,0,3,3,0,0,1,0.290,0.353,0.290,0.643,97,0.000,0.321,8.8%,8.8%,1.00,-0.0,17.6%,26,8,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/41645150.html>Negishi Tatsunori</a>,47,140,131,5,28,5,1,0,35,6,0,1,0,0,26,9,0,0,6,0.214,0.264,0.267,0.531,62,0.053,0.267,18.6%,6.4%,0.35,-0.4,25.0%,24,3,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/21225133.html>Nishikawa Haruki</a>,44,138,105,15,29,8,1,1,42,12,1,0,0,0,26,32,0,1,3,0.276,0.449,0.400,0.849,160,0.124,0.359,18.8%,23.2%,1.23,0.1,42.8%,33,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/91495157.html>Nishimura Ruito</a>,100,343,318,32,73,15,0,4,100,25,5,7,0,3,85,22,0,0,8,0.230,0.277,0.314,0.591,80,0.084,0.297,24.8%,6.4%,0.26,-1.6,32.4%,20,5,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/11515137.html>Ogawa Yasuhiro</a>,7,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,103,0.000,0.333,0.0%,0.0%,,-0.0,0.0%,35,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/81385130.html>Ohta Kengo</a>,40,137,124,8,33,1,1,2,42,11,1,0,0,0,18,12,0,1,1,0.266,0.336,0.339,0.675,106,0.073,0.298,13.1%,8.8%,0.67,0.1,23.4%,28,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/51955157.html>Sawai Ren</a>,86,326,282,33,61,11,1,10,104,28,2,2,0,1,82,32,1,11,8,0.216,0.319,0.369,0.688,110,0.153,0.267,25.2%,9.8%,0.39,-0.4,38.0%,25,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/21025151.html>Sawano Kiyoharu</a>,85,241,223,22,35,5,5,2,56,11,9,3,7,0,83,11,0,0,2,0.157,0.197,0.251,0.448,35,0.094,0.239,34.4%,4.6%,0.13,0.5,39.8%,23,UTL,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/01005159.html>Suzuki Kyo</a>,33,89,80,7,20,3,0,1,26,12,1,1,0,1,26,8,0,0,3,0.250,0.315,0.325,0.640,95,0.075,0.352,29.2%,9.0%,0.31,-0.2,39.3%,19,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/21925139.html>Takanashi Hirotoshi</a>,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,34,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/81085159.html>Takano Souta</a>,77,199,184,7,24,5,0,0,29,10,2,0,4,3,55,8,0,0,2,0.130,0.164,0.158,0.322,-3,0.028,0.182,27.6%,4.0%,0.15,0.3,31.7%,19,3,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/71275151.html>Takeoka Ryusei</a>,50,208,180,24,47,8,1,2,63,19,4,5,0,1,44,25,0,2,3,0.261,0.356,0.350,0.706,116,0.089,0.333,21.2%,12.0%,0.57,-1.1,34.1%,24,UTL,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/01405150.html>Tanaka Haruto</a>,75,274,244,26,62,15,4,2,91,20,1,2,0,1,65,26,1,3,4,0.254,0.332,0.373,0.705,115,0.119,0.337,23.7%,9.5%,0.40,-0.6,33.9%,19,6,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/91595153.html>Uchiyama Souma</a>,15,47,42,2,10,2,0,0,12,2,0,0,0,0,9,3,0,2,0,0.238,0.319,0.286,0.605,85,0.048,0.303,19.1%,6.4%,0.33,-0.0,25.5%,23,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/91895133.html>Yamada Tetsuto</a>,9,25,24,1,4,1,0,1,8,2,0,0,0,0,3,1,0,0,0,0.167,0.200,0.333,0.533,61,0.166,0.150,12.0%,4.0%,0.33,-0.0,20.0%,32,4,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/63365153.html>Yamano Taichi</a>,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,26,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/21825138.html>Yamanobe Kakeru</a>,40,131,115,9,29,3,1,2,40,8,4,1,2,2,14,9,0,3,3,0.252,0.318,0.348,0.666,103,0.096,0.267,10.7%,6.9%,0.64,0.3,19.1%,31,4,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/43145150.html>Yano Taijiro</a>,66,148,130,8,22,4,0,0,26,3,2,0,4,0,21,13,0,1,3,0.169,0.250,0.200,0.450,37,0.031,0.202,14.2%,8.8%,0.62,0.3,23.0%,23,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,<a href=https://npb.jp/bis/eng/players/71875155.html>Bright Kenta</a>,12,42,37,7,16,4,1,1,25,8,2,0,0,0,7,4,0,1,1,0.432,0.500,0.676,1.176,242,0.244,0.517,16.7%,9.5%,0.57,0.3,28.6%,26,7,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/93795157.html>Calixte Orlando</a>,20,69,63,6,17,3,0,1,23,6,0,1,0,1,12,5,0,0,1,0.270,0.319,0.365,0.684,101,0.095,0.314,17.4%,7.2%,0.42,-0.4,26.1%,33,7,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/63065150.html>Chavis Michael</a>,12,46,41,4,12,2,0,1,17,8,0,0,0,1,5,4,0,0,1,0.293,0.348,0.415,0.763,124,0.122,0.306,10.9%,8.7%,0.80,-0.0,21.7%,29,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/31835155.html>Fukumoto Yuma</a>,66,182,169,14,51,11,1,3,73,33,2,2,0,6,21,6,0,1,8,0.302,0.319,0.432,0.751,120,0.130,0.318,11.5%,3.3%,0.29,-0.4,16.5%,25,DH,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/81685157.html>Fukunaga Hiroki</a>,8,25,23,5,7,1,0,0,8,3,0,0,0,0,4,2,0,0,0,0.304,0.360,0.348,0.708,109,0.044,0.368,16.0%,8.0%,0.50,-0.0,24.0%,28,4,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/81785133.html>Gotoh Shunta</a>,47,153,126,14,32,5,3,2,49,12,0,1,0,2,24,24,0,1,2,0.254,0.373,0.389,0.762,124,0.135,0.294,15.7%,15.7%,1.00,-0.4,32.7%,32,9,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,<a href=https://npb.jp/bis/eng/players/71675157.html>Hama Shonosuke</a>,93,332,287,37,74,12,8,0,102,24,15,9,4,1,62,39,1,1,6,0.258,0.348,0.355,0.703,107,0.097,0.327,18.7%,11.7%,0.63,-0.5,30.4%,25,8,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
