#,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,,Team,League
,<a href=https://npb.jp/bis/eng/players/71075150.html>Sato Ryunosuke</a>,18,5,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,40.0%,0.0%,0.00,0.0,40.0%,22,1,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/91995157.html>Shimizu Kanato</a>,54,147,127,12,24,4,0,0,28,4,0,2,4,1,26,13,0,2,3,0.189,0.273,0.220,0.493,50,0.031,0.235,17.7%,8.8%,0.50,-0.7,26.5%,20,2,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/51055155.html>Suekane Shota</a>,2,8,8,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.125,0.125,0.125,0.250,-25,0.000,0.167,25.0%,0.0%,0.00,-0.0,25.0%,29,7,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/61065151.html>Suzuki Kenya</a>,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,0.0%,0.00,0.0,100.0%,27,1,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/41045159.html>Taka Taichi</a>,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,23,1,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/11215155.html>Takagi Shoto</a>,30,54,47,6,11,0,0,0,11,1,0,0,2,0,8,4,0,1,0,0.234,0.308,0.234,0.542,66,0.000,0.282,14.8%,7.4%,0.50,-0.0,22.2%,21,2,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/01005134.html>Takahashi Kouya</a>,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,0.0%,0.0%,,0.0,0.0%,26,1,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/31235159.html>Takita Kazuki</a>,28,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,100.0%,0.0%,0.00,0.0,100.0%,23,1,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/41245151.html>Tamamura Shogo</a>,6,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,33.3%,0.0%,0.00,0.0,33.3%,24,1,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/61265155.html>Tamura Shunsuke</a>,69,241,210,21,46,9,0,1,58,20,4,1,0,1,58,27,1,3,7,0.219,0.315,0.276,0.591,81,0.057,0.296,24.1%,11.2%,0.47,0.3,35.7%,21,9,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/61965139.html>Tanaka Kosuke</a>,62,235,183,39,61,10,5,2,87,22,6,4,0,0,26,47,0,5,1,0.333,0.481,0.475,0.956,193,0.142,0.381,11.1%,20.0%,1.81,-0.4,31.9%,35,6,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/31435159.html>Tsunehiro Hayato</a>,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,1.000,0.000,1.000,216,0.000,,0.0%,100.0%,1.00,-0.0,100.0%,23,1,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/51355157.html>Uchida Shodai</a>,83,281,264,15,53,13,0,2,72,21,0,2,4,1,68,9,0,3,8,0.201,0.235,0.273,0.508,54,0.072,0.262,24.2%,3.2%,0.13,-0.7,28.1%,20,5,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/31335137.html>Uemoto Takashi</a>,27,96,81,9,25,3,1,0,30,5,1,2,1,0,15,10,0,4,2,0.309,0.411,0.370,0.781,139,0.061,0.379,15.6%,10.4%,0.67,-0.5,26.0%,34,6,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/41345151.html>Ugusa Koki</a>,50,116,103,14,25,2,3,0,33,11,4,3,1,1,24,10,0,1,1,0.243,0.313,0.320,0.633,93,0.077,0.312,20.7%,8.6%,0.42,-0.4,29.3%,28,7,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/13515150.html>Watanabe Yuto</a>,59,207,195,8,44,9,0,1,56,17,0,0,0,1,37,7,0,4,12,0.226,0.266,0.287,0.553,68,0.061,0.272,17.9%,3.4%,0.19,-0.1,21.7%,22,5,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/13115136.html>Yamaashi Tatsuya</a>,56,163,139,22,36,4,1,1,45,13,2,0,4,2,14,17,0,1,7,0.259,0.340,0.324,0.664,103,0.065,0.278,8.6%,10.4%,1.21,0.3,19.6%,31,6,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/93395153.html>Yano Masaya</a>,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,26,6,L,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/23125150.html>Yasutake Toshiki</a>,16,24,19,3,3,1,0,0,4,0,0,0,1,0,6,4,0,0,2,0.158,0.304,0.211,0.515,58,0.053,0.231,25.0%,16.7%,0.67,-0.0,41.7%,24,2,R,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,<a href=https://npb.jp/bis/eng/players/31135155.html>Aibara Ryunosuke</a>,56,98,86,14,13,1,0,1,17,4,5,0,1,1,19,10,0,0,2,0.151,0.237,0.198,0.435,31,0.047,0.179,19.4%,10.2%,0.53,0.8,30.6%,21,7,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/73375151.html>Austin Tyler</a>,7,24,20,5,8,1,1,1,14,3,0,0,0,0,3,4,0,0,1,0.400,0.500,0.700,1.200,259,0.300,0.438,12.5%,16.7%,1.33,-0.0,33.3%,33,DH,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/51155151.html>Azuma Junpei</a>,75,255,221,28,54,16,0,3,79,26,7,3,3,2,60,23,0,6,5,0.244,0.329,0.357,0.686,106,0.113,0.319,23.5%,9.0%,0.38,0.1,33.7%,23,8,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/91095138.html>Chino Naoto</a>,83,214,188,27,44,9,1,4,67,20,10,4,1,0,39,24,0,1,6,0.234,0.324,0.356,0.680,104,0.122,0.276,18.2%,11.2%,0.62,0.3,31.3%,26,UTL,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/51555151.html>Ebina Tatsuo</a>,3,13,12,1,4,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0.333,0.385,0.333,0.718,116,0.000,0.400,15.4%,0.0%,0.00,-0.0,15.4%,27,8,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/03205159.html>Ford Mike</a>,24,90,84,7,23,3,0,4,38,12,0,0,0,0,9,4,0,2,2,0.274,0.322,0.452,0.774,131,0.178,0.268,10.0%,4.4%,0.44,-0.0,18.9%,32,DH,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/91695157.html>Hayashi Takuma</a>,8,27,26,7,11,1,1,2,20,6,3,2,0,0,1,1,0,0,1,0.423,0.444,0.769,1.213,261,0.346,0.391,3.7%,3.7%,1.00,-0.2,14.8%,24,6,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/31335159.html>Inoue Kento</a>,100,412,371,38,88,16,3,10,140,54,5,6,2,5,72,28,1,6,8,0.237,0.298,0.377,0.675,102,0.140,0.265,17.5%,6.8%,0.39,-1.3,26.7%,25,5,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/91195159.html>Ishikami Taiki</a>,29,126,105,15,34,7,1,1,46,13,4,2,1,2,17,17,0,1,3,0.324,0.416,0.438,0.854,156,0.114,0.371,13.5%,13.5%,1.00,-0.0,27.8%,24,UTL,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/81185116.html>Itoh Hikaru</a>,75,248,217,22,67,15,0,2,88,28,2,0,0,3,42,21,0,7,6,0.309,0.383,0.406,0.789,137,0.097,0.369,16.9%,8.5%,0.50,0.2,26.2%,36,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/43745159.html>Jackson Andre</a>,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,29,1,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/01905157.html>Joko Ryota</a>,46,99,85,9,19,3,0,3,31,11,0,0,4,0,29,10,0,0,0,0.224,0.305,0.365,0.670,101,0.141,0.302,29.3%,10.1%,0.34,-0.0,42.4%,24,2,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/51555155.html>Kajiwara Kouki</a>,47,207,191,26,48,8,2,5,75,25,11,2,2,2,49,9,0,3,1,0.251,0.293,0.393,0.686,105,0.142,0.309,23.7%,4.3%,0.18,1.1,30.4%,25,8,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/71575136.html>Kamizato Kazuki</a>,33,133,106,17,32,4,1,0,38,3,5,0,3,0,27,24,0,0,2,0.302,0.431,0.358,0.789,138,0.056,0.405,20.3%,18.0%,0.89,0.8,38.3%,31,8,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/21525150.html>Kato Hibiki</a>,87,336,308,36,72,21,1,5,110,32,3,4,3,1,43,23,0,1,4,0.234,0.288,0.357,0.645,93,0.123,0.257,12.8%,6.8%,0.53,-0.9,21.1%,23,UTL,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/41545138.html>Katsumata Atsushi</a>,71,259,240,28,63,9,1,3,83,21,4,1,3,2,30,10,0,3,9,0.263,0.298,0.346,0.644,93,0.083,0.287,11.6%,3.9%,0.33,0.3,16.6%,25,7,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/71975150.html>Kobari Daiki</a>,34,97,89,6,15,1,0,0,16,8,3,1,2,0,28,5,0,1,1,0.169,0.221,0.180,0.401,21,0.011,0.246,28.9%,5.2%,0.18,0.2,34.0%,18,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/81785159.html>Kondo Taiga</a>,9,15,13,1,1,0,0,0,1,2,0,0,0,0,3,1,0,1,1,0.077,0.200,0.077,0.277,-15,0.000,0.100,20.0%,6.7%,0.33,-0.0,26.7%,19,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/31735134.html>Kuki Ryuhei</a>,91,323,280,37,70,14,2,8,112,45,4,2,2,2,61,39,1,0,8,0.250,0.340,0.400,0.740,122,0.150,0.291,18.9%,12.1%,0.64,-0.1,33.4%,26,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/51755135.html>Kuwahara Masayuki</a>,2,7,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.167,0.286,0.167,0.453,38,0.000,0.200,14.3%,0.0%,0.00,-0.0,14.3%,31,8,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/91695138.html>Mashiko Kyosuke</a>,67,210,180,17,43,8,0,5,66,22,0,1,2,3,34,23,1,2,7,0.239,0.327,0.367,0.694,108,0.128,0.264,16.2%,11.0%,0.68,-0.4,29.5%,24,3,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/21825157.html>Matsuo Shion</a>,18,66,62,8,24,6,1,2,38,13,1,0,1,1,5,2,0,0,0,0.387,0.400,0.613,1.013,202,0.226,0.393,7.6%,3.0%,0.40,0.1,13.6%,20,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/33135134.html>Mimori Masaki</a>,1,3,3,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.667,0.667,1.000,1.667,397,0.333,0.667,0.0%,0.0%,,-0.0,0.0%,26,5,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/51455137.html>Miyazaki Toshiro</a>,3,8,8,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0.125,0.125,0.250,0.375,12,0.125,0.143,12.5%,0.0%,0.00,0.0,12.5%,36,DH,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/33135151.html>Mori Keito</a>,52,223,192,27,56,3,2,0,63,17,4,7,8,2,34,21,1,0,5,0.292,0.358,0.328,0.686,107,0.036,0.350,15.2%,9.4%,0.62,-1.7,24.7%,23,6,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/71475136.html>Nishimaki Kenji</a>,80,184,159,27,42,5,1,3,58,18,16,8,4,2,31,16,0,3,5,0.264,0.339,0.365,0.704,111,0.101,0.307,16.8%,8.7%,0.52,0.0,27.2%,26,4,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/31535159.html>Ogasawara Sou</a>,12,15,14,1,1,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0.071,0.133,0.071,0.204,-38,0.000,0.167,53.3%,6.7%,0.12,-0.0,60.0%,19,3,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/01305138.html>Ohnuki Shinichi</a>,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,31,1,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/31935139.html>Sekine Taiki</a>,88,344,304,34,90,12,3,2,114,31,11,4,12,3,23,23,1,2,4,0.296,0.346,0.375,0.721,116,0.079,0.312,6.7%,6.7%,1.00,0.4,14.0%,30,8,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/41945132.html>Shibata Tatsuhiro</a>,7,25,22,2,4,2,0,0,6,3,1,0,1,0,3,1,0,1,0,0.182,0.250,0.273,0.523,57,0.091,0.211,12.0%,4.0%,0.33,0.2,16.0%,31,4,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/93595157.html>Suzuki Ren</a>,47,111,100,10,20,4,0,1,27,8,0,0,1,0,23,10,0,0,4,0.200,0.273,0.270,0.543,63,0.070,0.250,20.7%,9.0%,0.43,-0.0,30.6%,20,3,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/11215159.html>Takamizawa Ikumi</a>,52,174,159,20,41,6,1,2,55,16,0,0,3,1,40,10,0,1,4,0.258,0.304,0.346,0.650,95,0.088,0.331,23.0%,5.7%,0.25,-0.1,29.9%,19,UTL,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/91295159.html>Takeda Riku</a>,53,106,98,8,19,0,0,0,19,6,0,1,1,1,31,6,0,0,3,0.194,0.238,0.194,0.432,30,0.000,0.279,29.2%,5.7%,0.19,-0.4,34.9%,20,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/91495150.html>Tanai Manato</a>,80,252,237,22,60,14,4,0,82,13,1,0,2,0,42,12,0,1,10,0.253,0.292,0.346,0.638,91,0.093,0.308,16.7%,4.8%,0.29,0.1,21.4%,18,6,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/41245132.html>Tobashira Yasutaka</a>,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,-100,0.000,0.000,0.0%,0.0%,,0.0,0.0%,35,2,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/41945131.html>Tsutsugoh Yoshitomo</a>,16,54,47,4,15,4,0,1,22,6,0,0,0,0,12,7,0,0,1,0.319,0.407,0.468,0.875,162,0.149,0.412,22.2%,13.0%,0.58,-0.0,37.0%,33,DH,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/13715132.html>Viciedo Dayan</a>,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,-100,0.000,0.000,0.0%,0.0%,,0.0,0.0%,36,DH,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/33535159.html>Watarai Ryuki</a>,36,156,138,14,53,7,1,0,62,20,1,0,0,7,12,11,0,0,3,0.384,0.410,0.449,0.859,158,0.065,0.398,7.7%,7.1%,0.92,0.1,14.7%,22,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,<a href=https://npb.jp/bis/eng/players/71175153.html>Akihiro Yuto</a>,25,80,70,4,11,0,0,2,17,5,0,0,0,1,16,9,0,0,1,0.157,0.250,0.243,0.493,50,0.086,0.170,20.0%,11.2%,0.56,-0.0,33.8%,22,3,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/71175150.html>Aramaki Yu</a>,56,169,146,15,35,13,0,3,57,22,1,0,0,0,34,22,0,1,2,0.240,0.343,0.390,0.733,124,0.150,0.294,20.1%,13.0%,0.65,0.1,34.9%,22,5,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/91195157.html>Asano Shogo</a>,46,124,112,11,23,3,0,2,32,19,1,4,0,2,19,9,0,1,1,0.205,0.266,0.286,0.552,68,0.081,0.226,15.3%,7.3%,0.47,-1.2,24.2%,20,9,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/73575150.html>Cabbage Trey</a>,4,12,12,3,6,1,0,0,7,0,0,0,0,0,3,0,0,0,0,0.500,0.500,0.583,1.083,231,0.083,0.667,25.0%,0.0%,0.00,-0.0,25.0%,28,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/83285159.html>Chlup Marek</a>,73,182,165,26,45,6,2,4,67,31,8,2,0,2,48,13,0,2,2,0.273,0.330,0.406,0.736,124,0.133,0.357,26.4%,7.1%,0.27,0.6,35.7%,26,9,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/91995131.html>Chono Hisayoshi</a>,58,117,112,4,23,4,0,1,30,12,1,1,0,1,22,4,0,0,1,0.205,0.231,0.268,0.499,51,0.063,0.244,18.8%,3.4%,0.18,-0.2,23.1%,40,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Feliz Cristian,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/01605151.html>Funakoshi Hidetora</a>,9,18,15,4,3,0,0,0,3,0,2,1,2,0,9,1,0,0,0,0.200,0.250,0.200,0.450,37,0.000,0.500,50.0%,5.6%,0.11,0.0,55.6%,23,8,S,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/81485157.html>Hagio Masaya</a>,59,177,164,23,37,5,0,5,57,15,3,2,0,3,39,9,0,1,5,0.226,0.266,0.348,0.614,86,0.122,0.260,22.0%,5.1%,0.23,-0.2,29.9%,24,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/33235159.html>Hernandez Elier</a>,42,129,123,13,27,7,0,2,40,18,1,1,0,0,26,5,0,1,3,0.220,0.256,0.325,0.581,76,0.105,0.263,20.2%,3.9%,0.19,-0.2,25.6%,30,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/41645159.html>Hirayama Kota</a>,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,21,5,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/51355151.html>Inoue Haruto</a>,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,0.0%,0.0%,,0.0,0.0%,24,1,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/61165150.html>Ishizuka Yusei</a>,55,192,159,29,52,10,1,3,73,25,4,4,2,1,19,25,0,5,0,0.327,0.432,0.459,0.891,173,0.132,0.355,9.9%,13.0%,1.32,-0.7,24.5%,19,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/61165159.html>Izuguchi Yuta</a>,7,26,22,4,7,0,0,1,10,4,1,0,1,1,2,2,1,0,0,0.318,0.360,0.455,0.815,148,0.137,0.300,7.7%,7.7%,1.00,0.2,19.2%,26,6,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/11515157.html>Kadowaki Makoto</a>,12,46,36,8,8,3,0,0,11,3,1,2,1,1,8,7,0,1,2,0.222,0.356,0.306,0.662,103,0.084,0.276,17.4%,15.2%,0.88,-0.5,32.6%,24,6,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/21525155.html>Kameda Keita</a>,17,28,25,4,8,0,0,0,8,3,0,0,0,0,6,2,0,1,1,0.320,0.393,0.320,0.713,119,0.000,0.421,21.4%,7.1%,0.33,-0.0,28.6%,26,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/91595136.html>Kishida Yukinori</a>,4,14,11,2,3,0,0,0,3,1,0,0,0,0,3,3,0,0,2,0.273,0.429,0.273,0.702,116,0.000,0.375,21.4%,21.4%,1.00,-0.0,42.9%,28,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/31935153.html>Kita Ryusuke</a>,41,95,87,10,20,5,0,0,25,8,0,1,3,0,11,4,0,1,3,0.230,0.272,0.287,0.559,70,0.057,0.263,11.6%,4.2%,0.36,-0.4,15.8%,26,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/91795139.html>Kobayashi Seiji</a>,21,37,29,1,7,0,0,0,7,7,0,0,3,0,3,5,0,0,0,0.241,0.353,0.241,0.594,82,0.000,0.269,8.1%,13.5%,1.67,-0.0,21.6%,36,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/91795134.html>Kohri Takuya</a>,84,135,128,14,27,4,1,1,36,16,3,1,1,0,15,4,0,2,5,0.211,0.246,0.281,0.527,60,0.070,0.232,11.1%,3.0%,0.27,0.1,14.8%,27,UTL,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,<a href=https://npb.jp/bis/eng/players/21425116.html>Maru Yoshihiro</a>,5,18,18,2,3,0,0,1,6,2,0,0,0,0,0,0,0,0,1,0.167,0.167,0.333,0.500,50,0.166,0.118,0.0%,0.0%,,-0.0,5.6%,36,7,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
