Player,Link,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,投球回_2,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
岩崎　優,https://npb.jp/bis/players/31335139.html,2014,阪　神,17,5,4,0,0.0,0.0,0,0,0,0.556,379,90.0,,85,6,26,4,76,1,0,37,35,3.50
岩崎　優,https://npb.jp/bis/players/31335139.html,2015,阪　神,15,3,10,0,0.0,0.0,0,0,0,0.231,326,77.0,,74,7,19,5,57,0,0,39,30,3.51
岩崎　優,https://npb.jp/bis/players/31335139.html,2016,阪　神,16,3,5,0,0.0,0.0,0,0,0,0.375,319,74.0,.1,73,10,27,2,59,3,0,33,30,3.63
岩崎　優,https://npb.jp/bis/players/31335139.html,2017,阪　神,66,4,1,0,15.0,19.0,0,0,0,0.8,311,71.0,.2,63,2,27,5,88,0,0,28,19,2.39
岩崎　優,https://npb.jp/bis/players/31335139.html,2018,阪　神,61,1,3,0,10.0,11.0,0,0,0,0.25,275,62.0,,66,8,25,4,70,5,0,37,34,4.94
岩崎　優,https://npb.jp/bis/players/31335139.html,2019,阪　神,48,3,0,0,26.0,29.0,0,0,0,1.0,204,53.0,.2,24,5,17,3,58,1,0,11,6,1.01
岩崎　優,https://npb.jp/bis/players/31335139.html,2020,阪　神,41,5,2,2,17.0,22.0,0,0,0,0.714,163,39.0,.2,26,2,15,2,37,3,0,9,8,1.82
岩崎　優,https://npb.jp/bis/players/31335139.html,2021,阪　神,62,3,4,1,41.0,44.0,0,0,0,0.429,230,57.0,.2,47,6,15,0,51,3,0,21,17,2.65
岩崎　優,https://npb.jp/bis/players/31335139.html,2022,阪　神,57,1,6,28,11.0,12.0,0,0,0,0.143,239,55.0,,63,1,10,2,44,0,0,16,12,1.96
岩崎　優,https://npb.jp/bis/players/31335139.html,2023,阪　神,60,3,3,35,12.0,15.0,0,0,0,0.5,217,56.0,,32,3,14,2,62,0,0,13,11,1.77
岩崎　優,https://npb.jp/bis/players/31335139.html,2024,阪　神,60,4,4,23,17.0,21.0,0,0,0,0.5,231,57.0,.1,48,3,15,0,46,1,0,14,14,2.20
岩崎　優,https://npb.jp/bis/players/31335139.html,2025,阪　神,53,1,3,31,8.0,9.0,0,0,0,0.25,211,51.0,.1,49,1,13,0,40,0,0,15,12,2.10
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2014,阪　神,6,1,4,0,0.0,0.0,0,0,0,0.2,127,29.0,.1,24,2,15,0,21,0,0,18,15,4.60
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2015,阪　神,5,1,1,0,0.0,0.0,0,0,0,0.5,95,20.0,.2,24,2,11,2,11,3,0,12,10,4.35
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2016,阪　神,25,10,9,0,0.0,0.0,2,2,0,0.526,644,158.0,.1,119,10,55,3,156,6,0,56,51,2.90
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2017,阪　神,18,5,10,0,0.0,0.0,0,0,0,0.333,428,98.0,,93,14,44,4,93,3,0,56,54,4.96
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2018,阪　神,23,7,10,0,0.0,0.0,1,0,0,0.412,554,132.0,,128,18,32,1,122,1,0,56,51,3.48
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2019,阪　神,8,2,4,0,0.0,0.0,0,0,0,0.333,173,40.0,.1,43,4,15,0,33,0,0,19,18,4.02
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2020,阪　神,38,7,3,0,8.0,13.0,0,0,0,0.7,298,71.0,,67,7,23,0,63,3,0,32,26,3.30
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2021,阪　神,46,4,0,0,12.0,16.0,0,0,0,1.0,174,38.0,.2,42,4,14,3,33,1,0,21,20,4.66
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2022,阪　神,53,2,1,0,11.0,13.0,0,0,0,0.667,176,42.0,,34,1,12,2,38,1,0,16,12,2.57
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2023,阪　神,50,1,0,0,24.0,25.0,0,0,0,1.0,177,43.0,.1,36,2,12,2,30,0,0,15,13,2.70
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2024,阪　神,2,0,1,0,0.0,0.0,0,0,0,0.0,9,1.0,.2,1,0,2,1,2,0,0,2,1,5.40
岩貞　祐太,https://npb.jp/bis/players/51355139.html,2025,阪　神,29,3,1,0,4.0,7.0,0,0,0,0.75,123,29.0,.2,30,1,7,0,22,1,0,7,7,2.12
石井　大智,https://npb.jp/bis/players/41145153.html,2021,阪　神,18,0,1,0,0.0,0.0,0,0,0,0.0,75,17.0,.1,17,3,6,0,16,1,0,12,12,6.23
石井　大智,https://npb.jp/bis/players/41145153.html,2022,阪　神,18,0,1,0,0.0,0.0,0,0,0,0.0,94,24.0,,11,2,9,2,24,2,0,4,2,0.75
石井　大智,https://npb.jp/bis/players/41145153.html,2023,阪　神,44,1,1,0,19.0,20.0,0,0,0,0.5,165,40.0,,43,2,8,1,29,0,0,8,6,1.35
石井　大智,https://npb.jp/bis/players/41145153.html,2024,阪　神,56,4,1,1,30.0,34.0,0,0,0,0.8,189,48.0,.2,34,0,14,0,58,5,0,12,8,1.48
石井　大智,https://npb.jp/bis/players/41145153.html,2025,阪　神,53,1,0,9,36.0,37.0,0,0,0,1.0,199,53.0,,37,0,7,1,42,2,0,1,1,0.17
伊藤　将司,https://npb.jp/bis/players/71375153.html,2021,阪　神,23,10,7,0,1.0,1.0,1,0,0,0.588,557,140.0,.1,119,15,34,3,79,1,0,42,38,2.44
伊藤　将司,https://npb.jp/bis/players/71375153.html,2022,阪　神,20,9,5,0,0.0,0.0,6,2,2,0.643,539,136.0,.2,119,10,22,2,92,1,0,45,40,2.63
伊藤　将司,https://npb.jp/bis/players/71375153.html,2023,阪　神,21,10,5,0,0.0,0.0,3,2,2,0.667,572,146.0,.2,120,8,21,4,91,3,0,40,39,2.39
伊藤　将司,https://npb.jp/bis/players/71375153.html,2024,阪　神,18,4,5,0,0.0,0.0,1,0,1,0.444,323,74.0,,90,5,16,2,33,1,0,46,38,4.62
伊藤　将司,https://npb.jp/bis/players/71375153.html,2025,阪　神,14,4,3,0,0.0,0.0,1,1,0,0.571,348,88.0,,78,8,12,0,49,1,0,31,30,3.07
茨木　秀俊,https://npb.jp/bis/players/81185157.html,2025,阪　神,2,0,0,0,0.0,0.0,0,0,0,0.0,11,2.0,.2,1,0,1,0,1,0,0,0,0,0.00
石黒　佑弥,https://npb.jp/bis/players/01105159.html,2024,阪　神,3,0,0,0,0.0,0.0,0,0,0,0.0,16,3.0,.1,6,0,1,0,3,0,0,2,2,5.40
石黒　佑弥,https://npb.jp/bis/players/01105159.html,2025,阪　神,8,0,0,0,1.0,1.0,0,0,0,0.0,33,8.0,,9,1,2,0,7,0,0,4,4,4.50
伊原　陵人,https://npb.jp/bis/players/71375150.html,2025,阪　神,28,5,7,0,1.0,1.0,0,0,0,0.417,448,110.0,,95,4,25,2,81,1,1,36,28,2.29
漆原　大晟,https://npb.jp/bis/players/11315138.html,2020,オリックス,22,0,0,2,5.0,5.0,0,0,0,0.0,102,23.0,.2,20,2,13,1,30,0,0,9,9,3.42
漆原　大晟,https://npb.jp/bis/players/11315138.html,2021,オリックス,34,2,2,2,4.0,6.0,0,0,0,0.5,148,35.0,.2,30,4,14,1,23,1,0,13,12,3.03
漆原　大晟,https://npb.jp/bis/players/11315138.html,2023,オリックス,16,0,0,0,1.0,1.0,0,0,0,0.0,99,21.0,,23,1,12,3,10,4,0,11,7,3.00
漆原　大晟,https://npb.jp/bis/players/11315138.html,2024,阪　神,38,1,4,0,5.0,6.0,0,0,0,0.2,153,34.0,.2,38,0,17,0,22,0,0,16,15,3.89
漆原　大晟,https://npb.jp/bis/players/11315138.html,2025,阪　神,11,0,0,0,2.0,2.0,0,0,0,0.0,43,11.0,.2,5,0,5,0,9,1,0,0,0,0.00
大竹　耕太郎,https://npb.jp/bis/players/41345136.html,2018,福岡ソフトバンク,11,3,2,0,0.0,0.0,0,0,0,0.6,197,48.0,.2,45,6,13,1,36,0,0,21,21,3.88
大竹　耕太郎,https://npb.jp/bis/players/41345136.html,2019,福岡ソフトバンク,17,5,4,0,0.0,0.0,1,0,0,0.556,442,106.0,,111,13,20,4,72,0,1,47,45,3.82
大竹　耕太郎,https://npb.jp/bis/players/41345136.html,2020,福岡ソフトバンク,3,2,0,0,0.0,0.0,0,0,0,1.0,60,15.0,.2,13,1,3,0,8,0,0,4,4,2.30
大竹　耕太郎,https://npb.jp/bis/players/41345136.html,2021,福岡ソフトバンク,2,0,1,0,1.0,1.0,0,0,0,0.0,22,4.0,,7,0,3,0,1,0,0,7,7,15.75
大竹　耕太郎,https://npb.jp/bis/players/41345136.html,2022,福岡ソフトバンク,2,0,2,0,0.0,0.0,0,0,0,0.0,35,7.0,,10,1,2,1,5,2,0,6,5,6.43
大竹　耕太郎,https://npb.jp/bis/players/41345136.html,2023,阪　神,21,12,2,0,0.0,0.0,1,1,1,0.857,513,131.0,.2,122,10,12,3,82,0,0,36,33,2.26
大竹　耕太郎,https://npb.jp/bis/players/41345136.html,2024,阪　神,24,11,7,0,0.0,0.0,0,0,0,0.611,587,144.0,.2,134,8,33,1,91,1,0,47,45,2.80
大竹　耕太郎,https://npb.jp/bis/players/41345136.html,2025,阪　神,16,9,4,0,0.0,0.0,1,1,0,0.692,388,98.0,,87,5,7,8,48,1,0,31,31,2.85
小川　一平,https://npb.jp/bis/players/11715151.html,2020,阪　神,21,0,0,0,0.0,0.0,0,0,0,0.0,101,21.0,,28,1,13,0,18,5,0,15,11,4.71
小川　一平,https://npb.jp/bis/players/11715151.html,2021,阪　神,19,1,0,0,2.0,3.0,0,0,0,1.0,83,21.0,.1,15,2,7,0,19,0,0,7,7,2.95
小川　一平,https://npb.jp/bis/players/11715151.html,2022,阪　神,6,0,2,0,0.0,0.0,0,0,0,0.0,100,24.0,.2,16,3,9,3,22,1,0,12,12,4.38
及川　雅貴,https://npb.jp/bis/players/91795151.html,2021,阪　神,39,2,3,0,10.0,12.0,0,0,0,0.4,169,39.0,,31,4,24,2,38,4,0,18,16,3.69
及川　雅貴,https://npb.jp/bis/players/91795151.html,2022,阪　神,1,0,0,0,0.0,0.0,0,0,0,0.0,4,1.0,,1,1,0,0,0,0,0,1,1,9.00
及川　雅貴,https://npb.jp/bis/players/91795151.html,2023,阪　神,33,3,1,0,7.0,10.0,0,0,0,0.75,147,36.0,.1,28,2,14,2,40,1,0,10,9,2.23
及川　雅貴,https://npb.jp/bis/players/91795151.html,2024,阪　神,9,1,3,0,0.0,0.0,1,0,0,0.25,121,29.0,.1,25,2,10,0,23,2,0,11,9,2.76
及川　雅貴,https://npb.jp/bis/players/91795151.html,2025,阪　神,66,6,3,1,46.0,52.0,0,0,0,0.667,237,62.0,,34,2,17,2,66,1,1,8,6,0.87
岡留　英貴,https://npb.jp/bis/players/11515155.html,2023,阪　神,8,1,0,0,0.0,1.0,0,0,0,1.0,25,7.0,,5,0,1,0,6,0,0,1,1,1.29
岡留　英貴,https://npb.jp/bis/players/11515155.html,2024,阪　神,35,1,0,1,6.0,7.0,0,0,0,1.0,163,38.0,,36,1,11,2,24,0,0,16,12,2.84
岡留　英貴,https://npb.jp/bis/players/11515155.html,2025,阪　神,10,1,0,0,3.0,4.0,0,0,0,1.0,38,9.0,.1,7,1,3,0,2,0,0,2,2,1.93
川原　陸,https://npb.jp/bis/players/11715138.html,2024,阪　神,1,0,0,0,0.0,0.0,0,0,0,0.0,5,1.0,,1,0,1,0,2,0,0,0,0,0.00
桐敷　拓馬,https://npb.jp/bis/players/01705155.html,2022,阪　神,7,0,3,0,0.0,0.0,0,0,0,0.0,65,14.0,.1,20,2,4,0,16,0,0,8,8,5.02
桐敷　拓馬,https://npb.jp/bis/players/01705155.html,2023,阪　神,27,2,0,0,14.0,15.0,0,0,0,1.0,158,40.0,.1,28,1,12,0,40,0,0,10,8,1.79
桐敷　拓馬,https://npb.jp/bis/players/01705155.html,2024,阪　神,70,3,1,0,40.0,43.0,0,0,0,0.75,263,65.0,.1,48,0,18,4,60,1,0,14,13,1.79
桐敷　拓馬,https://npb.jp/bis/players/01705155.html,2025,阪　神,43,2,1,1,13.0,15.0,0,0,0,0.667,166,38.0,,45,0,7,2,35,0,0,13,12,2.84
木下　里都,https://npb.jp/bis/players/41745150.html,2025,阪　神,11,0,0,0,1.0,1.0,0,0,0,0.0,59,13.0,.2,18,0,2,0,12,1,0,7,5,3.29
工藤　泰成,https://npb.jp/bis/players/81785150.html,2025,阪　神,18,0,2,0,1.0,1.0,0,0,0,0.0,72,16.0,.1,12,0,13,1,16,2,0,7,6,3.31
Ｊ．ゲラ,https://npb.jp/bis/players/33735159.html,2024,阪　神,59,1,4,14,31.0,32.0,0,0,0,0.2,226,58.0,,47,3,11,0,48,2,2,10,10,1.55
Ｊ．ゲラ,https://npb.jp/bis/players/33735159.html,2025,阪　神,6,0,1,0,1.0,1.0,0,0,0,0.0,29,4.0,.2,10,0,5,0,4,0,0,7,7,13.50
才木　浩人,https://npb.jp/bis/players/41745134.html,2017,阪　神,2,0,0,0,1.0,1.0,0,0,0,0.0,13,2.0,.2,2,0,3,0,3,0,0,0,0,0.00
才木　浩人,https://npb.jp/bis/players/41745134.html,2018,阪　神,22,6,10,0,1.0,2.0,0,0,0,0.375,368,82.0,,81,12,38,5,85,5,0,46,42,4.61
才木　浩人,https://npb.jp/bis/players/41745134.html,2019,阪　神,3,2,1,0,0.0,0.0,0,0,0,0.667,70,15.0,.1,20,0,5,0,14,0,0,8,8,4.70
才木　浩人,https://npb.jp/bis/players/41745134.html,2022,阪　神,9,4,1,0,0.0,0.0,1,1,0,0.8,186,47.0,,40,4,11,0,43,0,0,10,8,1.53
才木　浩人,https://npb.jp/bis/players/41745134.html,2023,阪　神,19,8,5,0,1.0,1.0,1,1,0,0.615,473,118.0,.2,88,8,36,2,107,3,0,29,24,1.82
才木　浩人,https://npb.jp/bis/players/41745134.html,2024,阪　神,25,13,3,0,0.0,0.0,4,3,1,0.813,671,167.0,.2,140,4,38,0,137,4,0,35,34,1.83
才木　浩人,https://npb.jp/bis/players/41745134.html,2025,阪　神,24,12,6,0,0.0,0.0,3,2,2,0.667,636,157.0,,123,6,44,1,122,1,0,29,27,1.55
佐藤　蓮,https://npb.jp/bis/players/81085153.html,2024,阪　神,1,0,0,0,0.0,0.0,0,0,0,0.0,3,1.0,,0,0,0,0,1,0,0,0,0,0.00
島本　浩也,https://npb.jp/bis/players/51055133.html,2015,阪　神,18,0,0,0,1.0,1.0,0,0,0,0.0,93,18.0,.1,31,6,8,1,12,0,0,19,18,8.84
島本　浩也,https://npb.jp/bis/players/51055133.html,2016,阪　神,23,1,0,0,2.0,3.0,0,0,0,1.0,105,24.0,.2,23,2,10,0,24,1,0,10,10,3.65
島本　浩也,https://npb.jp/bis/players/51055133.html,2018,阪　神,1,0,0,0,0.0,0.0,0,0,0,0.0,8,2.0,,2,0,2,0,2,2,0,2,2,9.00
島本　浩也,https://npb.jp/bis/players/51055133.html,2019,阪　神,63,4,0,1,11.0,15.0,0,0,0,1.0,229,59.0,.1,42,4,14,4,60,0,0,13,11,1.67
島本　浩也,https://npb.jp/bis/players/51055133.html,2022,阪　神,15,0,0,0,2.0,2.0,0,0,0,0.0,56,14.0,,12,1,2,0,11,0,0,4,4,2.57
島本　浩也,https://npb.jp/bis/players/51055133.html,2023,阪　神,35,4,2,0,15.0,19.0,0,0,0,0.667,100,26.0,.2,19,0,3,1,20,0,0,6,5,1.69
島本　浩也,https://npb.jp/bis/players/51055133.html,2024,阪　神,33,2,1,0,6.0,8.0,0,0,0,0.667,113,25.0,.2,27,1,10,1,10,1,0,9,8,2.81
島本　浩也,https://npb.jp/bis/players/51055133.html,2025,阪　神,16,2,1,0,2.0,4.0,0,0,0,0.667,56,14.0,.1,12,1,3,1,6,0,0,3,3,1.88
椎葉　剛,https://npb.jp/bis/players/21925159.html,2025,阪　神,3,0,0,0,0.0,0.0,0,0,0,0.0,13,3.0,,2,0,2,0,1,0,0,0,0,0.00
髙橋　遥人,https://npb.jp/bis/players/91095136.html,2018,阪　神,6,2,3,0,0.0,0.0,0,0,0,0.4,150,34.0,.2,34,4,14,0,27,1,0,18,14,3.63
髙橋　遥人,https://npb.jp/bis/players/91095136.html,2019,阪　神,19,3,9,0,1.0,1.0,0,0,0,0.25,474,109.0,.2,115,9,38,0,125,4,0,56,46,3.78
髙橋　遥人,https://npb.jp/bis/players/91095136.html,2020,阪　神,12,5,4,0,0.0,0.0,1,0,1,0.556,306,76.0,,67,4,17,1,75,1,0,25,21,2.49
髙橋　遥人,https://npb.jp/bis/players/91095136.html,2021,阪　神,7,4,2,0,0.0,0.0,2,2,1,0.667,181,49.0,,30,1,5,0,55,0,0,10,9,1.65
髙橋　遥人,https://npb.jp/bis/players/91095136.html,2024,阪　神,5,4,1,0,0.0,0.0,0,0,0,0.8,114,29.0,.2,20,0,4,1,28,1,0,5,5,1.52
髙橋　遥人,https://npb.jp/bis/players/91095136.html,2025,阪　神,8,3,1,0,0.0,0.0,0,0,0,0.75,174,43.0,.1,38,3,8,0,48,0,0,16,11,2.28
Ｊ．デュプランティエ,https://npb.jp/bis/players/13715150.html,2025,阪　神,15,6,3,0,0.0,0.0,2,2,0,0.667,349,90.0,.2,53,1,20,6,113,2,0,19,14,1.39
Ｒ．ドリス,https://npb.jp/bis/players/03505132.html,2016,阪　神,34,3,3,8,9.0,12.0,0,0,0,0.5,138,34.0,,19,0,16,2,36,1,0,11,8,2.12
Ｒ．ドリス,https://npb.jp/bis/players/03505132.html,2017,阪　神,63,4,4,37,5.0,9.0,0,0,0,0.5,259,63.0,,53,1,17,1,85,8,0,22,19,2.71
Ｒ．ドリス,https://npb.jp/bis/players/03505132.html,2018,阪　神,55,1,7,32,4.0,5.0,0,0,0,0.125,229,53.0,.2,50,4,17,2,56,3,0,22,17,2.85
Ｒ．ドリス,https://npb.jp/bis/players/03505132.html,2019,阪　神,56,5,4,19,10.0,15.0,0,0,0,0.556,213,55.0,.1,36,1,11,1,50,7,0,16,13,2.11
Ｒ．ドリス,https://npb.jp/bis/players/03505132.html,2025,阪　神,20,2,2,0,5.0,7.0,0,0,0,0.5,74,18.0,.2,14,1,5,0,16,0,0,4,4,1.93
富田　蓮,https://npb.jp/bis/players/51255157.html,2023,阪　神,9,1,2,0,0.0,1.0,0,0,0,0.333,66,16.0,,14,2,5,0,10,0,0,11,8,4.50
富田　蓮,https://npb.jp/bis/players/51255157.html,2024,阪　神,33,0,1,0,4.0,4.0,0,0,0,0.0,142,35.0,.2,26,1,5,2,22,1,1,7,3,0.76
富田　蓮,https://npb.jp/bis/players/51255157.html,2025,阪　神,9,1,0,0,0.0,0.0,0,0,0,1.0,95,23.0,.1,26,0,3,0,10,2,0,8,8,3.09
西　勇輝,https://npb.jp/bis/players/71275118.html,2009,オリックス,3,0,0,0,0.0,0.0,0,0,0,0.0,13,4.0,,0,0,1,0,2,0,0,0,0,0.00
西　勇輝,https://npb.jp/bis/players/71275118.html,2010,オリックス,18,0,0,0,1.0,1.0,0,0,0,0.0,128,31.0,.2,21,3,14,1,31,0,0,12,12,3.41
西　勇輝,https://npb.jp/bis/players/71275118.html,2011,オリックス,25,10,7,1,0.0,1.0,1,0,1,0.588,537,130.0,.2,109,8,26,16,106,1,0,49,44,3.03
西　勇輝,https://npb.jp/bis/players/71275118.html,2012,オリックス,19,8,3,0,0.0,0.0,2,1,0,0.727,503,123.0,,106,3,33,5,87,2,0,41,38,2.78
西　勇輝,https://npb.jp/bis/players/71275118.html,2013,オリックス,28,9,8,0,0.0,0.0,3,0,1,0.529,708,166.0,,178,13,42,14,137,5,0,74,67,3.63
西　勇輝,https://npb.jp/bis/players/71275118.html,2014,オリックス,24,12,10,0,0.0,0.0,3,1,2,0.545,640,156.0,,146,11,35,7,119,1,0,65,57,3.29
西　勇輝,https://npb.jp/bis/players/71275118.html,2015,オリックス,24,10,6,0,0.0,0.0,3,2,0,0.625,655,162.0,.2,140,11,43,6,143,3,0,46,43,2.38
西　勇輝,https://npb.jp/bis/players/71275118.html,2016,オリックス,26,10,12,0,0.0,0.0,2,1,0,0.455,712,165.0,.1,171,4,48,8,108,2,0,80,76,4.14
西　勇輝,https://npb.jp/bis/players/71275118.html,2017,オリックス,17,5,6,0,0.0,0.0,3,1,0,0.455,483,117.0,.2,108,14,29,7,88,0,0,46,45,3.44
西　勇輝,https://npb.jp/bis/players/71275118.html,2018,オリックス,25,10,13,0,0.0,0.0,0,0,0,0.435,679,162.0,.1,162,15,36,6,119,1,0,66,65,3.60
西　勇輝,https://npb.jp/bis/players/71275118.html,2019,阪　神,26,10,8,0,0.0,0.0,1,1,0,0.556,702,172.0,.1,159,12,36,9,112,2,0,60,56,2.92
西　勇輝,https://npb.jp/bis/players/71275118.html,2020,阪　神,21,11,5,0,0.0,0.0,4,2,2,0.688,582,147.0,.2,116,15,28,4,115,1,1,44,37,2.26
西　勇輝,https://npb.jp/bis/players/71275118.html,2021,阪　神,24,6,9,0,0.0,0.0,2,0,1,0.4,610,143.0,.2,143,12,40,4,95,2,0,68,60,3.76
西　勇輝,https://npb.jp/bis/players/71275118.html,2022,阪　神,23,9,9,0,0.0,0.0,2,2,1,0.5,599,148.0,.1,132,8,26,5,93,2,0,40,36,2.18
西　勇輝,https://npb.jp/bis/players/71275118.html,2023,阪　神,18,8,5,0,0.0,0.0,2,1,0,0.615,452,108.0,.1,106,8,24,8,56,0,1,47,43,3.57
西　勇輝,https://npb.jp/bis/players/71275118.html,2024,阪　神,21,6,7,0,0.0,0.0,1,1,1,0.462,511,124.0,.2,113,5,23,5,71,0,0,39,31,2.24
西　勇輝,https://npb.jp/bis/players/71275118.html,2025,阪　神,1,0,1,0,0.0,0.0,0,0,0,0.0,23,4.0,.2,7,0,2,0,2,0,0,3,3,5.79
西　純矢,https://npb.jp/bis/players/91495151.html,2021,阪　神,2,1,1,0,0.0,0.0,0,0,0,0.5,34,8.0,,4,0,7,0,2,0,0,3,3,3.38
西　純矢,https://npb.jp/bis/players/91495151.html,2022,阪　神,14,6,3,0,0.0,0.0,1,0,1,0.667,309,77.0,.1,67,7,19,1,60,2,0,24,23,2.68
西　純矢,https://npb.jp/bis/players/91495151.html,2023,阪　神,17,5,2,0,0.0,0.0,1,0,1,0.714,316,72.0,.1,79,9,28,3,45,0,0,33,31,3.86
西　純矢,https://npb.jp/bis/players/91495151.html,2024,阪　神,4,0,1,0,0.0,0.0,0,0,0,0.0,28,6.0,.2,5,0,3,0,0,0,0,2,2,2.70
Ｎ．ネルソン,https://npb.jp/bis/players/73775150.html,2025,阪　神,23,2,1,0,7.0,8.0,0,0,0,0.667,136,32.0,.2,29,2,9,2,25,3,0,7,7,1.93
畠　世周,https://npb.jp/bis/players/31635134.html,2017,読　売,13,6,4,0,0.0,0.0,0,0,0,0.6,288,72.0,.1,53,9,23,2,72,1,0,27,24,2.99
畠　世周,https://npb.jp/bis/players/31635134.html,2018,読　売,9,2,0,0,3.0,5.0,0,0,0,1.0,41,9.0,.2,10,0,2,0,10,1,0,3,3,2.79
畠　世周,https://npb.jp/bis/players/31635134.html,2019,読　売,5,0,1,0,0.0,0.0,0,0,0,0.0,76,15.0,.2,26,2,5,1,14,0,0,14,12,6.89
畠　世周,https://npb.jp/bis/players/31635134.html,2020,読　売,12,4,4,0,0.0,0.0,1,1,0,0.5,265,65.0,.2,47,5,23,4,49,1,0,22,21,2.88
畠　世周,https://npb.jp/bis/players/31635134.html,2021,読　売,52,4,3,1,11.0,13.0,0,0,0,0.571,390,96.0,.2,83,13,25,4,97,2,1,37,33,3.07
畠　世周,https://npb.jp/bis/players/31635134.html,2022,読　売,27,3,0,1,5.0,8.0,0,0,0,1.0,122,28.0,.2,22,3,14,0,22,1,0,11,10,3.14
畠　世周,https://npb.jp/bis/players/31635134.html,2024,読　売,1,0,0,0,0.0,0.0,0,0,0,0.0,10,3.0,,1,1,0,0,3,0,0,1,1,3.00
畠　世周,https://npb.jp/bis/players/31635134.html,2025,阪　神,12,0,0,0,4.0,4.0,0,0,0,0.0,47,12.0,.1,8,0,5,0,3,0,0,0,0,0.00
早川　太貴,https://npb.jp/bis/players/57955159.html,2025,阪　神,3,2,0,0,0.0,0.0,0,0,0,1.0,42,11.0,.1,8,0,2,1,5,0,1,0,0,0.00
Ｇ．ハートウィグ,https://npb.jp/bis/players/43045150.html,2025,阪　神,16,2,0,0,5.0,7.0,0,0,0,1.0,53,12.0,.1,9,1,7,1,8,1,0,5,5,3.65
Ｊ．ビーズリー,https://npb.jp/bis/players/03905157.html,2023,阪　神,18,1,2,0,0.0,0.0,0,0,0,0.333,170,41.0,,35,1,13,1,43,2,0,12,10,2.20
Ｊ．ビーズリー,https://npb.jp/bis/players/03905157.html,2024,阪　神,14,8,3,0,0.0,0.0,1,0,0,0.727,305,76.0,.2,53,6,24,5,75,4,0,23,21,2.47
Ｊ．ビーズリー,https://npb.jp/bis/players/03905157.html,2025,阪　神,8,1,3,0,0.0,1.0,0,0,0,0.25,132,29.0,.1,35,0,12,3,25,1,0,16,15,4.60
村上　頌樹,https://npb.jp/bis/players/13315153.html,2021,阪　神,2,0,1,0,0.0,0.0,0,0,0,0.0,30,5.0,.1,9,3,5,0,0,1,0,10,10,16.88
村上　頌樹,https://npb.jp/bis/players/13315153.html,2023,阪　神,22,10,6,0,1.0,1.0,2,1,1,0.625,532,144.0,.1,92,9,15,1,137,0,0,30,28,1.75
村上　頌樹,https://npb.jp/bis/players/13315153.html,2024,阪　神,25,7,11,0,0.0,0.0,2,0,1,0.389,635,153.0,.2,143,7,33,2,130,5,0,57,44,2.58
村上　頌樹,https://npb.jp/bis/players/13315153.html,2025,阪　神,26,14,4,0,0.0,0.0,3,3,2,0.778,679,175.0,.1,131,9,25,7,144,3,1,41,41,2.10
森木　大智,https://npb.jp/bis/players/03305155.html,2022,阪　神,2,0,2,0,0.0,0.0,0,0,0,0.0,37,8.0,.2,9,0,3,0,6,0,0,8,6,6.23
門別　啓人,https://npb.jp/bis/players/53355157.html,2023,阪　神,2,0,0,0,0.0,0.0,0,0,0,0.0,37,8.0,,13,0,1,0,5,0,0,3,3,3.38
門別　啓人,https://npb.jp/bis/players/53355157.html,2024,阪　神,5,0,2,0,0.0,0.0,0,0,0,0.0,54,12.0,,15,1,4,0,8,2,0,8,6,4.50
門別　啓人,https://npb.jp/bis/players/53355157.html,2025,阪　神,12,2,3,0,0.0,0.0,0,0,0,0.4,198,44.0,.2,55,5,15,3,28,0,0,22,22,4.43
湯浅　京己,https://npb.jp/bis/players/41845138.html,2021,阪　神,3,0,0,0,0.0,0.0,0,0,0,0.0,21,3.0,,10,0,2,0,2,2,0,7,6,18.00
湯浅　京己,https://npb.jp/bis/players/41845138.html,2022,阪　神,59,2,3,0,43.0,45.0,0,0,0,0.4,221,58.0,,38,1,12,0,67,2,0,7,7,1.09
湯浅　京己,https://npb.jp/bis/players/41845138.html,2023,阪　神,15,0,2,8,3.0,3.0,0,0,0,0.0,67,14.0,.1,15,3,8,0,15,0,0,8,7,4.40
湯浅　京己,https://npb.jp/bis/players/41845138.html,2025,阪　神,40,4,4,0,22.0,26.0,0,0,0,0.5,144,35.0,.2,26,1,15,2,27,1,0,10,10,2.52
アドゥワ　誠,https://npb.jp/bis/players/31135134.html,2018,広島東洋,53,6,2,0,5.0,11.0,0,0,0,0.75,293,67.0,.1,62,4,36,2,30,2,0,29,28,3.74
