Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Matsukihira Yuta,16,5,4,0,0,0,.556,353,81,,77,3,41,0,1,34,5,0,46,41,4.56,Chunichi Dragons,
Matsuyama Shinya,23,0,1,10,0,0,.000,91,21,.1,17,1,10,1,1,23,2,0,7,7,2.95,Chunichi Dragons,
Mejia Humberto,3,0,1,0,0,0,.000,52,14,,13,0,0,0,0,11,1,0,3,3,1.93,Chunichi Dragons,
Mori Hiroto,33,2,4,1,0,0,.333,154,33,,32,2,22,0,3,26,4,0,24,21,5.73,Chunichi Dragons,
Moriyama Akio,4,0,1,0,0,0,.000,101,23,,24,2,8,0,0,7,0,0,12,8,3.13,Chunichi Dragons,
Nakachi Reia,9,4,2,0,0,0,.667,210,49,.1,48,3,18,0,4,45,1,0,22,20,3.65,Chunichi Dragons,
Neo Akira,23,0,7,0,0,0,.000,323,76,,55,5,45,0,2,64,8,0,32,29,3.43,Chunichi Dragons,
Ohno Yudai,3,0,1,0,0,0,.000,25,4,.1,9,0,2,0,1,5,0,0,4,4,8.31,Chunichi Dragons,
Okano Yuichiro,18,2,6,0,0,0,.250,291,65,,79,9,15,0,3,51,2,0,43,37,5.12,Chunichi Dragons,
Saitoh Kohki,2,0,0,0,0,0,.000,12,3,.1,1,0,2,0,0,5,0,0,0,0,0.00,Chunichi Dragons,
Shimizu Tatsuya,1,0,0,0,0,0,.000,6,1,,2,0,0,0,0,3,0,0,1,1,9.00,Chunichi Dragons,
Sobue Daisuke,11,1,0,4,0,0,1.000,35,9,.2,10,1,0,0,0,9,0,0,1,1,0.93,Chunichi Dragons,
Sunada Yoshiki,24,1,0,0,0,0,1.000,97,22,.2,27,2,2,0,2,19,0,0,9,9,3.57,Chunichi Dragons,
Suzuki Hiroshi,15,3,5,0,0,0,.375,283,66,.1,69,2,15,1,4,47,2,1,34,27,3.66,Chunichi Dragons,
Tajima Shinji,9,0,1,2,0,0,.000,42,9,,12,0,2,0,0,8,3,0,7,4,4.00,Chunichi Dragons,
Takahashi Hiroto,1,0,1,0,0,0,.000,18,4,,4,1,2,0,0,6,2,0,3,2,4.50,Chunichi Dragons,
Tanimoto Keisuke,32,0,2,0,0,0,.000,121,29,,27,0,5,2,3,22,1,0,9,7,2.17,Chunichi Dragons,
Ueda Kotaro,11,3,3,0,0,0,.500,219,51,.2,55,5,17,0,2,35,2,0,24,24,4.18,Chunichi Dragons,
Umetsu Kodai,8,1,3,0,0,0,.250,133,32,.2,30,5,7,0,2,30,1,0,15,14,3.86,Chunichi Dragons,
Wakui Hideaki,1,0,0,0,0,0,.000,7,2,,1,0,0,0,0,4,0,0,0,0,0.00,Chunichi Dragons,
Yamamoto Takumi,10,0,0,0,0,0,.000,46,11,,9,1,5,0,0,6,0,0,2,2,1.64,Chunichi Dragons,
Abe Shota,4,0,0,1,0,0,.000,17,4,.2,1,0,2,0,0,5,0,0,0,0,0.00,ORIX Buffaloes,
Azuma Kohei,12,5,2,0,0,0,.714,247,62,,46,2,16,0,4,47,1,0,15,15,2.18,ORIX Buffaloes,
Cotton Jharel,11,2,2,1,0,0,.500,159,38,,33,6,13,0,1,32,1,0,17,16,3.79,ORIX Buffaloes,
Hidaka Atsumi,12,1,1,0,0,0,.500,79,20,,17,1,7,0,1,9,1,0,7,7,3.15,ORIX Buffaloes,
Higa Motoki,4,0,0,0,0,0,.000,12,3,.1,2,0,1,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Hirano Yoshihisa,1,0,0,0,0,0,.000,4,1,,1,1,0,0,0,0,0,0,1,1,9.00,ORIX Buffaloes,
Honda Hitomi,10,0,2,0,0,0,.000,54,12,.2,12,1,5,0,1,15,0,0,8,8,5.68,ORIX Buffaloes,
Iriyama Kaito,44,5,3,13,0,0,.625,187,42,,35,3,26,0,4,31,2,1,11,11,2.36,ORIX Buffaloes,
Kawase Kento,16,1,4,0,0,0,.200,247,57,.1,64,3,16,0,2,37,4,0,28,23,3.61,ORIX Buffaloes,
Kogita Atsuya,12,0,0,1,0,0,.000,44,11,,9,0,0,0,2,19,0,0,3,3,2.45,ORIX Buffaloes,
Kondoh Taisuke,33,1,0,6,0,0,1.000,125,33,.1,23,2,4,0,1,33,0,0,4,4,1.08,ORIX Buffaloes,
Kuroki Yuta,24,4,1,1,0,0,.800,194,47,,41,3,9,0,1,41,6,0,17,15,2.87,ORIX Buffaloes,
Mae Yuito,40,3,3,0,0,0,.500,171,39,,31,2,23,1,5,33,3,0,22,19,4.38,ORIX Buffaloes,
Miyagi Hiroya,1,1,0,0,0,0,1.000,20,6,,1,0,1,0,0,5,0,0,0,0,0.00,ORIX Buffaloes,
Muranishi Ryota,22,6,5,0,0,0,.545,407,99,,78,5,27,0,14,69,0,0,24,19,1.73,ORIX Buffaloes,
Nakagawa Hayate,21,0,1,0,0,0,.000,117,32,.2,18,1,4,0,0,34,0,0,6,5,1.38,ORIX Buffaloes,
Nakata Yuito,19,0,0,0,0,0,.000,85,19,.2,22,2,4,0,1,13,0,0,8,8,3.66,ORIX Buffaloes,
Nishihama Yusei,3,0,0,0,0,0,.000,15,3,,5,0,1,0,0,2,1,0,3,3,9.00,ORIX Buffaloes,
Nix Jacob,5,1,2,0,0,0,.333,95,23,.2,17,1,6,0,1,22,0,0,11,9,3.42,ORIX Buffaloes,
Ono Taiki,19,2,5,1,0,0,.286,213,50,.1,38,2,26,0,4,47,3,0,22,20,3.58,ORIX Buffaloes,
Saiki Kaito,10,0,0,0,0,0,.000,48,10,.1,15,0,4,0,0,10,0,0,8,8,6.97,ORIX Buffaloes,
Saito Kyosuke,11,1,2,0,0,0,.333,138,36,,20,2,13,0,1,32,2,0,12,9,2.25,ORIX Buffaloes,
Satoh Kazuma,19,8,3,0,0,0,.727,413,96,,98,9,36,0,3,66,4,2,42,42,3.94,ORIX Buffaloes,
Sotani Ryuhei,16,6,2,1,1,1,.750,342,84,.1,73,5,17,0,6,87,3,1,25,24,2.56,ORIX Buffaloes,
Suzuki Kohei,12,0,2,0,0,0,.000,90,18,.1,28,0,6,0,2,17,0,0,14,11,5.40,ORIX Buffaloes,
Tajima Daiki,6,1,2,0,0,0,.333,91,22,,21,1,5,0,1,18,0,0,7,4,1.64,ORIX Buffaloes,
Takeyasu Daichi,5,2,0,0,0,0,1.000,82,22,.1,15,0,2,0,0,16,0,0,0,0,0.00,ORIX Buffaloes,
Tomiyama Ryoga,1,0,0,0,0,0,.000,5,1,,2,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
Tsujigaki Takara,20,3,5,0,0,0,.375,213,47,.1,64,8,10,0,2,39,2,0,40,38,7.23,ORIX Buffaloes,
Udagawa Yuki,6,0,0,0,0,0,.000,32,6,.1,10,0,3,0,0,7,0,0,7,5,7.11,ORIX Buffaloes,
Urushihara Taisei,32,3,0,0,0,0,1.000,131,31,.1,34,1,9,0,1,23,1,0,15,15,4.31,ORIX Buffaloes,
Waguespack Jacob,5,0,0,0,0,0,.000,49,13,,7,0,4,0,0,11,0,0,2,2,1.38,ORIX Buffaloes,
Yamada Nobuyoshi,13,0,0,0,0,0,.000,47,11,.1,12,1,1,0,0,10,0,0,4,4,3.18,ORIX Buffaloes,
Yamamoto Yoshinobu,1,1,0,0,0,0,1.000,23,7,,2,0,0,0,0,7,0,0,0,0,0.00,ORIX Buffaloes,
Yamasaki Sachiya,2,1,0,0,0,0,1.000,52,11,.1,15,1,3,0,0,13,0,1,6,6,4.76,ORIX Buffaloes,
Yamazaki Soichiro,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
Yokoyama Kaede,32,4,2,2,0,0,.667,129,29,,30,4,11,0,0,26,3,0,19,15,4.66,ORIX Buffaloes,
Yoshida Ryo,30,2,0,4,0,0,1.000,103,27,.2,11,3,11,0,0,27,1,0,6,6,1.95,ORIX Buffaloes,
Akiyama Seiun,22,3,3,1,0,0,.500,203,44,.1,55,9,18,0,1,28,0,0,32,28,5.68,Lotte Marines,
Azuma Yusuke,17,0,1,0,0,0,.000,67,16,,13,0,6,0,0,6,5,0,4,3,1.69,Lotte Marines,
Castillo Luis,9,1,2,0,0,0,.333,165,40,,37,1,6,0,2,39,0,0,13,11,2.48,Lotte Marines,
Dohi Seiya,34,3,1,0,0,0,.750,220,51,.2,44,2,21,0,3,40,2,0,22,17,2.96,Lotte Marines,
Doi Hideto,7,0,0,0,0,0,.000,30,6,.1,7,0,6,0,0,3,0,0,1,1,1.42,Lotte Marines,
Feliz Daritzon,20,1,1,0,0,0,.500,116,25,.2,23,1,14,0,0,28,1,0,14,12,4.21,Lotte Marines,
Furuya Takuro,23,3,1,0,0,0,.750,154,34,,38,1,18,0,1,21,0,0,16,16,4.24,Lotte Marines,
Futaki Kota,4,0,0,0,0,0,.000,35,8,.1,6,1,2,0,1,8,0,0,2,1,1.08,Lotte Marines,
Hirohata Atsuya,31,3,4,4,1,0,.429,249,56,.2,64,6,15,0,3,47,2,0,29,23,3.65,Lotte Marines,
Ishikawa Ayumu,3,0,2,0,0,0,.000,27,4,.2,14,1,1,0,0,3,0,0,4,4,7.71,Lotte Marines,
Iwashita Daiki,9,0,0,1,0,0,.000,52,11,,14,0,5,0,0,15,2,0,3,3,2.45,Lotte Marines,
Karakawa Yuki,29,2,6,2,0,0,.250,262,64,,58,9,7,0,6,48,0,0,28,24,3.38,Lotte Marines,
Kikuchi Riku,14,4,5,0,0,0,.444,257,59,.2,62,4,14,0,2,52,3,0,31,28,4.22,Lotte Marines,
Kuniyoshi Yuki,28,2,3,0,0,0,.400,150,31,.1,40,3,16,0,1,29,3,0,23,21,6.03,Lotte Marines,
Mercedes Cristopher Crisostomo,2,0,0,0,0,0,.000,41,9,,10,1,2,0,0,7,1,0,5,4,4.00,Lotte Marines,
Mima Manabu,4,1,0,0,0,0,1.000,95,25,,19,2,4,0,0,11,1,0,5,4,1.44,Lotte Marines,
Mori Ryotaro,11,4,2,0,0,0,.667,178,44,.1,34,2,11,0,1,40,1,0,13,12,2.44,Lotte Marines,
Motomae Fumiya,21,3,9,0,0,0,.250,444,104,,109,9,21,0,6,84,2,0,50,48,4.15,Lotte Marines,
Nagashimada Kirato,9,0,0,0,0,0,.000,46,7,,7,1,16,1,0,2,2,0,11,5,6.43,Lotte Marines,
Nakamori Shunsuke,15,1,1,2,0,0,.500,175,41,.1,43,2,14,0,0,27,3,0,14,12,2.61,Lotte Marines,
Nakamura Toshiya,11,2,2,0,0,0,.500,74,18,.1,13,1,5,0,0,17,2,0,5,5,2.45,Lotte Marines,
Nishimura Takahiro,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Nishino Yuji,1,0,1,0,0,0,.000,13,2,.1,2,0,2,0,0,1,0,0,1,1,3.86,Lotte Marines,
Onuma Kenta,15,0,2,2,0,0,.000,72,17,,19,4,2,0,0,12,2,0,9,8,4.24,Lotte Marines,
Sakamoto Koshiro,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Sasaki Chihaya,26,4,7,1,0,0,.364,336,79,.2,86,7,20,0,1,35,2,0,41,34,3.84,Lotte Marines,
Sato Shoma,24,1,9,0,1,0,.100,339,75,,102,10,14,0,3,45,2,0,46,39,4.68,Lotte Marines,
Sawada Keisuke,19,0,0,0,0,0,.000,80,17,.2,24,2,6,0,2,16,1,0,12,9,4.58,Lotte Marines,
Sawamura Hirokazu,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Suzuki Shota,25,1,2,1,0,0,.333,106,27,,20,2,4,0,1,33,2,0,11,10,3.33,Lotte Marines,
Takano Shuta,22,1,1,2,0,0,.500,147,34,.2,34,5,12,0,1,31,2,0,19,17,4.41,Lotte Marines,
Tanaka Fuki,20,1,3,0,0,0,.250,169,35,,51,2,17,0,2,19,1,0,36,30,7.71,Lotte Marines,
Tanaka Haruya,5,0,1,0,0,0,.000,32,8,,7,1,1,0,1,7,0,0,1,1,1.13,Lotte Marines,
Tojo Taiki,36,1,3,1,0,0,.250,167,36,.2,46,8,6,0,2,31,2,0,28,21,5.15,Lotte Marines,
Yagi Akira,24,1,3,3,0,0,.250,110,27,.1,25,2,6,0,0,25,2,0,10,10,3.29,Lotte Marines,
Yokoyama Rikuto,17,0,0,1,0,0,.000,60,16,,10,1,1,0,2,20,1,0,2,2,1.13,Lotte Marines,
Yoshikawa Yuto,1,0,0,1,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Arihara Kohei,8,2,0,0,0,0,1.000,171,42,.1,41,2,9,0,1,18,1,0,19,18,3.83,SoftBank Hawks,
Armenta Alexander,3,0,0,0,0,0,.000,20,4,,5,1,3,0,0,4,1,0,5,5,11.25,SoftBank Hawks,
Bandoh Yugo,3,2,1,0,0,0,.667,62,18,,6,0,1,0,0,19,1,0,3,2,1.00,SoftBank Hawks,
Felix Mailon,6,0,1,0,0,0,.000,39,7,.2,10,0,5,0,1,6,0,1,8,5,5.87,SoftBank Hawks,
Fujii Kouya,2,0,0,0,0,0,.000,9,2,,0,0,3,0,0,6,0,0,0,0,0.00,SoftBank Hawks,
Furukawa Yuri,34,2,2,3,0,0,.500,152,37,.2,31,0,11,0,0,42,2,0,10,6,1.43,SoftBank Hawks,
Gunkel Joe,16,6,6,0,0,0,.500,336,79,,93,8,7,0,4,55,2,0,40,31,3.53,SoftBank Hawks,
Hernandez Darwinzon,10,1,1,0,0,0,.500,43,10,,7,0,8,0,1,18,1,0,3,3,2.70,SoftBank Hawks,
Higashihama Nao,2,2,0,0,0,0,1.000,42,12,,9,0,0,0,0,9,0,0,2,2,1.50,SoftBank Hawks,
Ishikawa Shuta,2,1,0,0,0,0,1.000,26,7,,4,0,0,0,1,7,0,0,1,1,1.29,SoftBank Hawks,
Izumi Keisuke,46,4,2,2,0,0,.667,196,47,.1,48,1,5,0,1,32,5,1,22,22,4.18,SoftBank Hawks,
Kaino Hiroshi,15,0,0,3,0,0,.000,62,15,.2,14,2,3,0,0,25,1,0,6,6,3.45,SoftBank Hawks,
Kasaya Shunsuke,28,3,0,0,0,0,1.000,119,28,,17,1,16,1,1,42,1,0,4,3,0.96,SoftBank Hawks,
Kayama Shinya,23,1,0,0,0,0,1.000,94,22,.1,23,1,2,0,2,16,1,0,15,12,4.84,SoftBank Hawks,
Kimura Hikaru,17,2,4,0,0,0,.333,265,63,.1,60,3,19,0,2,48,4,0,27,24,3.41,SoftBank Hawks,
Maeda Jun,1,0,1,0,0,0,.000,18,4,.1,2,0,3,0,0,6,1,0,2,2,4.15,SoftBank Hawks,
Matayoshi Katsuki,27,1,2,2,0,0,.333,111,25,,20,1,10,1,3,26,0,1,10,7,2.52,SoftBank Hawks,
Matsumoto Haru,17,1,2,1,0,0,.333,267,65,.1,61,4,12,0,5,47,0,1,28,24,3.31,SoftBank Hawks,
Matsumoto Yuki,2,0,0,0,0,0,.000,11,2,,4,1,1,0,0,4,0,0,2,2,9.00,SoftBank Hawks,
Miura Mizuki,5,0,3,0,0,0,.000,104,20,,26,0,13,0,3,15,1,0,19,14,6.30,SoftBank Hawks,
Moinelo Livan,1,0,0,0,0,0,.000,5,1,.1,1,0,0,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Mori Yuito,12,5,5,0,1,1,.500,243,64,.1,46,2,7,0,2,57,1,0,15,11,1.54,SoftBank Hawks,
Murakami Shun,2,0,0,0,0,0,.000,6,2,,0,0,1,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
Nakamura Ryota,53,5,4,0,0,0,.556,201,49,.2,49,1,7,1,1,47,5,1,12,12,2.17,SoftBank Hawks,
Ogata Shuto,41,2,1,16,0,0,.667,176,46,,23,1,13,1,1,59,1,0,7,5,0.98,SoftBank Hawks,
Ohtsu Ryosuke,5,0,0,0,0,0,.000,22,6,,3,0,1,0,0,4,0,0,1,1,1.50,SoftBank Hawks,
Ohzeki Tomohisa,7,1,3,0,0,0,.250,145,32,,40,1,9,0,1,24,3,0,18,14,3.94,SoftBank Hawks,
Okumura Masato,11,3,2,0,0,0,.600,194,43,.2,49,6,16,0,2,31,5,0,28,24,4.95,SoftBank Hawks,
Satoh Hiroki,1,0,0,0,0,0,.000,5,1,,1,0,1,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Shigeta Tomoaki,6,2,1,0,0,0,.667,63,13,.2,13,0,9,0,1,9,2,0,7,6,3.95,SoftBank Hawks,
Shiino Arata,29,2,1,3,0,0,.667,118,31,,18,0,7,0,0,42,2,0,4,4,1.16,SoftBank Hawks,
Stewart Jr. Carter,4,0,0,0,0,0,.000,85,23,,13,2,3,0,1,29,1,0,5,3,1.17,SoftBank Hawks,
Sugiyama Kazuki,14,1,0,0,0,0,1.000,122,27,.2,21,1,14,0,2,25,4,0,21,11,3.58,SoftBank Hawks,
Takahashi Jumpei,29,2,0,0,0,0,1.000,149,33,,31,1,19,0,5,25,2,0,22,18,4.91,SoftBank Hawks,
Takahashi Rei,21,7,1,1,0,0,.875,315,79,.2,66,1,14,0,4,57,1,0,17,11,1.24,SoftBank Hawks,
Takeda Shota,12,1,0,1,0,0,1.000,149,37,,29,5,12,0,1,38,1,0,16,14,3.41,SoftBank Hawks,
Tanoue Sota,11,4,5,0,0,0,.444,217,50,.2,49,7,24,0,2,31,1,1,26,20,3.55,SoftBank Hawks,
Taura Fumimaru,5,0,0,0,0,0,.000,16,4,.1,3,0,0,0,0,7,0,0,0,0,0.00,SoftBank Hawks,
Tsumori Yuki,3,1,0,0,0,0,1.000,14,3,,3,0,0,0,0,3,0,0,2,1,3.00,SoftBank Hawks,
Wada Tsuyoshi,1,1,0,0,0,0,1.000,16,5,,1,0,0,0,0,6,0,0,0,0,0.00,SoftBank Hawks,
Watanabe Yuki,21,2,1,0,0,0,.667,82,20,,16,0,3,0,4,15,0,0,9,7,3.15,SoftBank Hawks,
Banuelos Manny,18,7,6,0,1,1,.538,375,90,,85,9,31,0,2,77,4,1,40,39,3.90,Rakuten Eagles,
Fujihira Shoma,8,2,1,0,0,0,.667,195,48,.1,30,1,21,0,3,42,1,0,11,10,1.86,Rakuten Eagles,
Fujii Masaru,17,6,3,0,0,0,.667,381,85,.2,97,4,35,0,5,57,2,0,36,35,3.68,Rakuten Eagles,
Fukumori Yoma,5,0,0,0,0,0,.000,23,4,.2,2,0,8,0,0,6,1,0,4,4,7.71,Rakuten Eagles,
Hayakawa Takahisa,6,1,2,1,0,0,.333,113,28,,27,3,3,0,0,24,1,0,8,6,1.93,Rakuten Eagles,
Hayashi Yuki,24,1,1,0,0,0,.500,95,20,.2,21,1,12,0,2,25,0,0,5,5,2.18,Rakuten Eagles,
Hikiji Shuichiro,11,1,2,0,0,0,.333,71,14,,18,2,10,0,2,11,1,0,11,10,6.43,Rakuten Eagles,
Ishibashi Ryota,34,3,0,4,0,0,1.000,144,34,.2,31,4,12,0,2,36,1,0,10,10,2.60,Rakuten Eagles,
Itoh Mao,23,2,2,0,0,0,.500,83,20,.2,12,0,7,0,4,21,2,0,8,8,3.48,Rakuten Eagles,
Karashima Wataru,11,4,3,2,0,0,.571,231,56,.1,51,1,13,0,0,43,3,0,18,18,2.88,Rakuten Eagles,
Kishi Takayuki,4,3,0,0,1,1,1.000,106,28,,22,1,3,0,1,21,0,0,6,6,1.93,Rakuten Eagles,
Komago Ryuji,39,1,0,3,0,0,1.000,137,34,.1,31,2,9,1,0,37,1,0,11,11,2.88,Rakuten Eagles,
Matsui Tomotaka,17,6,4,0,1,1,.600,388,97,.1,70,5,35,0,3,75,4,1,29,28,2.59,Rakuten Eagles,
Miyamori Satoshi,23,0,0,0,0,0,.000,94,21,.1,22,0,6,0,2,12,1,0,6,6,2.53,Rakuten Eagles,
Nishigaki Masaya,24,2,2,0,0,0,.500,93,21,,11,1,19,0,2,20,5,0,8,7,3.00,Rakuten Eagles,
Nishiguchi Naoto,11,1,0,1,0,0,1.000,46,9,.2,13,1,6,0,1,7,1,0,11,11,10.24,Rakuten Eagles,
Norimoto Takahiro,1,0,1,0,0,0,.000,13,3,,3,1,2,0,0,2,0,0,1,1,3.00,Rakuten Eagles,
Sakai Tomohito,7,1,0,0,0,0,1.000,27,7,,5,0,2,0,0,2,0,0,1,0,0.00,Rakuten Eagles,
Satoh Tomoki,2,0,0,0,0,0,.000,5,0,.2,0,0,3,0,0,1,1,0,3,3,40.50,Rakuten Eagles,
Seimiya Kotaro,39,2,2,22,0,0,.500,168,36,,31,4,24,0,3,39,5,0,17,16,4.00,Rakuten Eagles,
Shiomi Takahiro,16,8,2,0,0,0,.800,376,92,.2,90,7,16,0,3,64,0,0,33,31,3.01,Rakuten Eagles,
Shoji Kosei,3,2,1,0,0,0,.667,76,19,,16,1,6,0,0,14,3,0,7,7,3.32,Rakuten Eagles,
Sung Chia-Hao,9,0,1,0,0,0,.000,37,9,,8,0,0,0,0,8,0,0,4,4,4.00,Rakuten Eagles,
Suzuki Sora,4,0,0,0,0,0,.000,15,4,,4,0,0,0,0,5,1,0,0,0,0.00,Rakuten Eagles,
Takada Koichi,15,1,0,1,0,0,1.000,96,21,,26,2,9,0,0,20,0,0,11,8,3.43,Rakuten Eagles,
Takata Hosei,28,2,3,0,0,0,.400,120,23,,35,2,21,0,0,22,3,1,24,22,8.61,Rakuten Eagles,
Takeshita Akihiro,15,1,2,1,0,0,.333,121,27,.1,27,1,14,0,2,18,1,0,20,20,6.59,Rakuten Eagles,
Takinaka Ryota,14,7,5,0,0,0,.583,362,87,,89,11,15,0,2,41,1,0,46,42,4.34,Rakuten Eagles,
Tsurusaki Taisei,22,1,1,1,0,0,.500,102,21,.1,22,1,17,0,0,14,1,0,6,4,1.69,Rakuten Eagles,
Uchima Takuma,17,3,0,0,0,0,1.000,238,53,.1,52,5,30,0,3,33,2,0,24,23,3.88,Rakuten Eagles,
Wang Yan-Cheng,11,3,1,0,1,0,.750,169,41,.1,41,1,16,0,0,24,1,0,19,17,3.70,Rakuten Eagles,
Watanabe Shota,6,0,0,0,0,0,.000,22,6,,4,0,2,0,0,5,0,0,1,1,1.50,Rakuten Eagles,
Yoshikawa Kazuki,40,4,1,2,0,0,.800,235,53,.1,61,4,15,0,5,38,3,0,29,26,4.39,Rakuten Eagles,
Yuge Hayato,33,3,2,1,0,0,.600,103,26,,20,0,6,1,2,23,1,0,5,5,1.73,Rakuten Eagles,
Akagami Yuto,1,0,0,0,0,0,.000,7,1,.1,3,0,1,0,0,1,0,0,0,0,0.00,Seibu Lions,
Awatsu Kaito,30,2,3,1,0,0,.400,223,55,.1,43,5,20,0,2,37,3,0,12,12,1.95,Seibu Lions,
Cho Yaku,5,0,1,2,0,0,.000,20,5,,3,0,2,0,0,5,1,0,2,2,3.60,Seibu Lions,
Enns Dietrich,11,6,0,0,0,0,1.000,263,66,.1,54,3,16,0,3,69,0,0,18,17,2.31,Seibu Lions,
Hada Shinnosuke,8,1,2,0,0,0,.333,119,29,.1,16,2,15,0,2,28,3,0,15,7,2.15,Seibu Lions,
Hamaya Shota,17,7,6,0,0,0,.538,425,98,,105,8,42,0,12,60,3,2,57,51,4.68,Seibu Lions,
Herrera Jasier,9,2,4,0,0,0,.333,210,52,,42,4,18,0,4,30,3,0,23,19,3.29,Seibu Lions,
Honda Keisuke,6,1,0,0,0,0,1.000,46,11,,11,3,3,0,0,3,0,0,7,7,5.73,Seibu Lions,
Idei Toshihiro,20,3,2,1,0,0,.600,165,35,,44,2,19,0,0,27,0,0,23,15,3.86,Seibu Lions,
Imai Tatsuya,5,2,1,0,0,0,.667,106,25,,20,3,11,0,1,31,3,0,10,9,3.24,Seibu Lions,
Inoue Hiroki,24,1,1,0,0,0,.500,117,25,.1,26,3,18,0,1,15,2,0,14,13,4.62,Seibu Lions,
Itoh Sho,30,2,0,0,0,0,1.000,171,38,.1,36,0,27,0,1,23,2,0,16,16,3.76,Seibu Lions,
Kriske Brooks,4,0,0,0,0,0,.000,14,3,.1,2,0,2,0,0,4,0,0,2,2,5.40,Seibu Lions,
Kumon Katsuhiko,23,3,1,3,0,0,.750,109,24,.2,24,0,10,0,2,23,0,0,6,5,1.82,Seibu Lions,
Kuroda Masaya,13,3,3,0,0,0,.500,233,52,.2,48,5,30,0,3,44,3,0,34,23,3.93,Seibu Lions,
Mameda Taishi,26,1,0,1,0,0,1.000,121,29,.2,20,2,14,0,0,38,3,0,9,8,2.43,Seibu Lions,
Masuda Tatsushi,8,0,0,2,0,0,.000,30,8,,2,0,2,0,0,4,0,0,0,0,0.00,Seibu Lions,
Matsumoto Wataru,4,1,0,1,1,0,1.000,89,24,,18,1,6,0,0,17,1,0,4,2,0.75,Seibu Lions,
Miura Daiki,13,1,1,0,0,0,.500,81,16,.1,20,1,12,0,2,13,1,0,11,11,6.06,Seibu Lions,
Miyagawa Tetsu,20,6,2,0,0,0,.750,415,103,,75,9,39,0,2,81,3,1,36,28,2.45,Seibu Lions,
Mizukami Yoshinobu,13,1,2,1,0,0,.333,59,12,.1,13,4,7,0,1,8,0,0,13,13,9.49,Seibu Lions,
Omagari Ren,31,4,4,2,0,0,.500,144,33,.2,22,1,19,0,1,31,2,0,16,12,3.21,Seibu Lions,
Saito Hiromasa,40,3,4,0,0,0,.429,185,43,.1,37,3,14,0,2,42,2,0,24,13,2.70,Seibu Lions,
Sasaki Takeru,11,1,0,0,0,0,1.000,45,12,,7,0,5,0,0,9,0,0,1,0,0.00,Seibu Lions,
Sato Shunsuke,7,0,1,1,0,0,.000,28,7,,4,1,3,0,0,11,0,0,2,2,2.57,Seibu Lions,
Sugai Shinya,15,4,2,0,0,0,.667,294,66,.1,71,3,29,0,6,54,2,0,31,23,3.12,Seibu Lions,
Sumida Chihiro,2,1,0,0,1,0,1.000,46,12,,7,1,2,0,1,10,0,0,3,3,2.25,Seibu Lions,
Takahashi Bo,14,1,0,3,0,0,1.000,59,14,,12,1,5,0,1,8,0,0,3,3,1.93,Seibu Lions,
Tamura Ichiro,33,3,1,15,0,0,.750,132,35,.2,20,3,4,1,0,40,0,0,7,5,1.26,Seibu Lions,
Tinoco Jesus,14,0,0,1,0,0,.000,57,15,,10,1,2,0,0,14,1,0,7,7,4.20,Seibu Lions,
Uema Towa,3,1,2,0,0,0,.333,66,12,.2,21,3,12,0,1,6,3,0,14,14,9.95,Seibu Lions,
Watanabe Yutaro,14,5,4,0,0,0,.556,338,76,,83,7,36,0,1,66,0,0,38,32,3.79,Seibu Lions,
Yamada Haruto,3,0,0,0,0,0,.000,38,7,.2,6,1,10,0,1,3,0,0,5,5,5.87,Seibu Lions,
Yoza Kaito,10,5,2,0,1,0,.714,235,57,,57,9,9,0,3,32,0,0,21,20,3.16,Seibu Lions,
Anzai Kanato,3,0,0,0,0,0,.000,13,3,,2,0,2,0,0,1,1,0,1,1,3.00,Nipponham Fighters,
Fukuda Suguru,12,0,0,0,0,0,.000,56,14,.2,6,1,5,0,0,17,0,0,3,2,1.23,Nipponham Fighters,
Fukushima Ren,17,4,2,0,0,0,.667,206,51,.2,36,1,23,0,1,51,2,0,19,16,2.79,Nipponham Fighters,
Gant John,3,0,2,0,0,0,.000,49,9,.2,9,1,15,0,0,11,1,0,9,7,6.52,Nipponham Fighters,
Hasegawa Takehiro,34,8,0,0,0,0,1.000,178,42,,30,0,21,1,4,43,2,0,16,14,3.00,Nipponham Fighters,
Himeno Yuya,17,2,3,1,0,0,.400,109,22,.2,20,1,20,0,1,24,3,0,20,10,3.97,Nipponham Fighters,
Hori Mizuki,18,0,0,0,0,0,.000,81,18,.2,18,1,6,0,1,27,1,0,10,10,4.82,Nipponham Fighters,
