Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,Team,
Akiyama Takumi,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Aoyagi Koyo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Baba Kosuke,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Beasley Jeremy,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Brewer Colten,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Endo Jo,112,331,296,42,80,10,6,2,108,37,10,7,9,1,21,0,4,68,3,.270,.365,.326,Hanshin Tigers,
Fujita Kento,50,98,85,16,18,0,0,1,21,10,0,2,3,1,7,0,2,19,2,.212,.247,.284,Hanshin Tigers,
Hamachi Masumi,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Haraguchi Fumihito,13,49,44,4,16,1,0,2,23,6,0,0,0,0,4,0,1,6,2,.364,.523,.429,Hanshin Tigers,
Hojoh Fumiya,78,242,214,19,50,10,1,2,68,19,0,0,1,3,24,0,0,37,1,.234,.318,.307,Hanshin Tigers,
Ibaragi Hidetoshi,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Inoue Kouta,94,376,337,38,79,24,0,11,136,48,0,2,0,4,27,0,8,108,9,.234,.404,.303,Hanshin Tigers,
Ishii Daichi,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Itayama Yutaro,72,216,193,21,44,7,1,2,59,15,0,0,1,2,20,1,0,40,2,.228,.306,.298,Hanshin Tigers,
Itoh Masashi,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Hanshin Tigers,
Itohara Kento,7,29,24,3,7,1,0,0,8,2,0,0,0,0,5,0,0,3,0,.292,.333,.414,Hanshin Tigers,
Itsubo Hinase,93,242,226,33,56,16,0,3,81,34,4,5,0,1,11,0,4,43,9,.248,.358,.293,Hanshin Tigers,
Iwasada Yuta,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Iwata Masaki,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kajiya Ren,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Katayama Yuya,79,188,163,17,47,9,2,0,60,15,1,1,3,0,22,0,0,21,1,.288,.368,.373,Hanshin Tigers,
Kawahara Riku,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Keller Brian,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kirishiki Takuma,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kobayashi Keisuke,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kumagai Takahiro,41,98,84,22,16,1,0,0,17,5,3,1,3,1,9,0,1,20,1,.190,.202,.274,Hanshin Tigers,
Maegawa Ukyo,39,138,125,11,40,2,0,2,48,17,0,0,0,0,11,0,2,20,0,.320,.384,.384,Hanshin Tigers,
Mieses Johan,16,51,44,6,14,2,0,2,22,7,0,0,0,0,7,0,0,8,2,.318,.500,.412,Hanshin Tigers,
Mochizuki Atsushi,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Mombetsu Keito,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Moriki Daichi,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Morishita Shota,27,115,99,16,36,11,1,3,58,20,1,0,0,2,11,0,3,15,5,.364,.586,.435,Hanshin Tigers,
Nagasaka Kenya,27,68,58,9,10,0,0,0,10,2,0,0,3,0,5,0,2,17,2,.172,.172,.262,Hanshin Tigers,
Nakagawa Hayato,57,150,132,16,35,8,2,3,56,18,0,0,6,1,11,0,0,31,4,.265,.424,.319,Hanshin Tigers,
Nakano Takumu,1,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.250,.500,.250,Hanshin Tigers,
Niho Akira,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Nishi Junya,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Nishi Yuki,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Noguchi Kyosuke,67,214,198,22,60,8,0,6,86,18,0,2,0,1,11,0,4,32,8,.303,.434,.350,Hanshin Tigers,
Obata Ryuhei,5,24,20,3,3,0,0,0,3,2,1,0,0,1,2,0,1,3,0,.150,.150,.250,Hanshin Tigers,
Ogawa Ippei,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Ohtake Koutaro,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Okadome Hidetaka,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Onodera Dan,38,166,141,21,43,7,1,3,61,22,3,0,1,2,22,0,0,17,6,.305,.433,.394,Hanshin Tigers,
Oyokawa Masaki,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Saiki Hiroto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Sakaeda Yuki,63,151,129,16,31,6,0,2,43,20,7,0,3,2,17,1,0,25,2,.240,.333,.324,Hanshin Tigers,
Sato Teruaki,5,22,20,7,9,2,2,1,18,4,0,0,0,0,2,0,0,2,0,.450,.900,.500,Hanshin Tigers,
Satoh Ren,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Shimada Kairi,6,25,18,3,3,0,0,0,3,1,0,0,1,0,6,0,0,4,0,.167,.167,.375,Hanshin Tigers,
Shimamoto Hiroya,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Suzuki Yuto,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Takahama Yuto,69,170,156,13,30,6,0,3,45,12,2,0,0,1,10,0,3,53,0,.192,.288,.253,Hanshin Tigers,
Takatera Nozomu,106,259,231,34,60,5,2,3,78,25,4,4,5,2,21,0,0,53,1,.260,.338,.319,Hanshin Tigers,
Takayama Shun,92,304,261,27,65,11,1,9,105,37,0,3,2,3,34,2,3,38,10,.249,.402,.339,Hanshin Tigers,
Toi Reiji,69,145,139,11,20,5,0,2,31,13,1,0,2,1,3,0,0,48,5,.144,.223,.161,Hanshin Tigers,
Tomida Ren,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Toyoda Hiroshi,93,266,236,28,64,9,0,2,79,17,5,2,2,2,25,0,1,58,3,.271,.335,.341,Hanshin Tigers,
Ueda Kai,5,18,15,2,3,0,0,1,6,1,0,0,0,0,3,0,0,4,0,.200,.400,.333,Hanshin Tigers,
Watanabe Ryo,23,84,70,9,19,2,0,2,27,10,0,0,0,3,10,0,1,10,1,.271,.386,.357,Hanshin Tigers,
Watanabe Yuta,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Yamamoto Yasuhiro,85,261,220,32,54,9,3,0,69,25,5,0,9,0,31,1,1,31,6,.245,.314,.341,Hanshin Tigers,
Yuasa Atsuki,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Aduwa Makoto,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Akiyama Shogo,2,6,6,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,.500,.667,.500,Hiroshima Carp,
Anderson Drew,8,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,.000,.000,.000,Hiroshima Carp,
Corniel Robert,12,7,7,0,1,1,0,0,2,1,0,0,0,0,0,0,0,4,0,.143,.286,.143,Hiroshima Carp,
Davidson Matt,5,15,13,5,8,1,0,2,15,3,0,0,0,0,2,0,0,2,0,.615,1.154,.667,Hiroshima Carp,
Endoh Atsushi,13,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,.000,.000,.000,Hiroshima Carp,
Fujii Reira,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Futamata Shoichi,107,405,366,39,94,21,2,5,134,36,1,2,4,4,22,0,9,89,8,.257,.366,.312,Hiroshima Carp,
Hasebe Ginji,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Hatsuki Ryutaro,25,96,91,13,25,1,0,0,26,7,10,3,0,0,5,0,0,20,0,.275,.286,.313,Hiroshima Carp,
Hayashi Kota,87,343,308,30,73,13,4,10,124,41,3,1,0,5,26,2,4,75,7,.237,.403,.300,Hiroshima Carp,
Horie Atsuya,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Ichioka Ryuji,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Ishihara Tomoki,54,163,136,14,32,3,0,3,44,19,1,0,3,1,22,0,1,17,6,.235,.324,.344,Hiroshima Carp,
Isomura Yoshitaka,20,64,52,5,13,5,1,0,20,5,0,0,1,0,9,0,2,6,1,.250,.385,.381,Hiroshima Carp,
Kawano Kei,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Hiroshima Carp,
Kemna Makoto,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Kinoshita Motohide,69,134,129,8,27,6,2,0,37,14,0,1,0,0,5,0,0,19,1,.209,.287,.239,Hiroshima Carp,
Kobayashi Tatsuto,16,10,8,0,1,0,0,0,1,1,0,0,1,0,1,0,0,3,0,.125,.125,.222,Hiroshima Carp,
Kozono Kaito,40,170,151,29,39,4,4,3,60,14,1,2,1,1,16,0,1,11,3,.258,.397,.331,Hiroshima Carp,
Kubo Shu,61,125,116,10,22,4,1,0,28,6,2,4,2,0,3,0,4,28,0,.190,.241,.236,Hiroshima Carp,
Kuri Aren,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Hiroshima Carp,
Kuribayashi Ryoji,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Kurohara Takumi,17,13,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1,.000,.000,.000,Hiroshima Carp,
Maekawa Seita,56,140,124,5,23,6,0,1,32,6,3,2,5,1,10,0,0,20,4,.185,.258,.244,Hiroshima Carp,
Masuda Takehisa,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,.000,.000,.000,Hiroshima Carp,
Matsumoto Ryuya,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
