Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Kuniyoshi Yuki,3,0,0,0,0,0,0,.000,13,3,.2,1,0,2,0,0,2,0,0,0,0,0.00,Lotte Marines,
Masuda Naoya,58,2,5,36,13,0,0,.286,222,53,.1,49,9,14,1,1,54,4,0,23,22,3.71,Lotte Marines,
Mercedes Cristopher Crisostomo,22,4,8,1,0,0,0,.333,483,116,.1,111,8,36,0,2,58,3,0,46,43,3.33,Lotte Marines,
Mima Manabu,18,3,9,0,0,0,0,.250,429,98,.1,106,13,32,1,3,67,1,0,55,52,4.76,Lotte Marines,
Mori Ryotaro,7,1,4,0,0,0,0,.200,153,33,,41,3,10,0,2,29,0,0,23,22,6.00,Lotte Marines,
Motomae Fumiya,1,0,0,0,0,0,0,.000,22,5,,4,1,4,0,0,5,0,0,2,2,3.60,Lotte Marines,
Nakamori Shunsuke,13,3,2,0,0,0,0,.600,86,20,.1,17,2,8,2,3,10,1,0,8,8,3.54,Lotte Marines,
Nakamura Toshiya,17,3,1,0,0,0,0,.750,99,23,.1,22,0,6,0,1,19,1,0,6,6,2.31,Lotte Marines,
Nishimura Takahiro,44,4,0,0,14,0,0,1.000,174,43,.1,28,2,16,0,1,41,3,0,7,6,1.25,Lotte Marines,
Nishino Yuji,18,8,5,0,0,1,0,.615,464,117,,109,4,23,0,4,92,1,0,39,35,2.69,Lotte Marines,
Ojima Kazuya,25,10,6,0,0,0,0,.625,657,158,.1,143,14,57,0,6,114,2,0,64,61,3.47,Lotte Marines,
Ono Fumiya,10,0,1,0,4,0,0,.000,41,9,.2,9,0,3,0,1,6,2,0,5,5,4.66,Lotte Marines,
Onuma Kenta,4,0,0,0,0,0,0,.000,34,7,,9,1,3,0,1,4,0,0,7,7,9.00,Lotte Marines,
Perdomo Luis,53,1,3,1,41,0,0,.250,209,50,.2,49,1,15,0,0,41,1,0,15,12,2.13,Lotte Marines,
Sakamoto Koshiro,51,1,0,0,16,0,0,1.000,209,47,.2,46,5,22,3,2,48,2,0,18,17,3.21,Lotte Marines,
Sasaki Chihaya,2,0,0,0,0,0,0,.000,15,3,,6,0,0,0,1,0,0,0,2,1,3.00,Lotte Marines,
Sasaki Roki,15,7,4,0,0,0,0,.636,345,91,,51,1,17,0,5,135,12,0,19,18,1.78,Lotte Marines,
Sawada Keisuke,17,2,0,2,6,0,0,1.000,63,16,.2,11,1,6,0,0,18,0,0,2,2,1.08,Lotte Marines,
Sawamura Hirokazu,34,4,3,3,14,0,0,.571,148,33,,33,6,18,2,1,24,0,1,18,18,4.91,Lotte Marines,
Suzuki Shota,13,0,0,0,0,0,0,.000,67,16,.1,12,2,7,0,0,13,0,0,8,5,2.76,Lotte Marines,
Takano Shuta,7,0,0,0,0,0,0,.000,45,11,,9,1,5,0,0,8,1,0,4,2,1.64,Lotte Marines,
Taneichi Atsuki,23,10,7,0,0,0,0,.588,571,136,.2,124,12,45,1,7,157,3,0,56,52,3.42,Lotte Marines,
Tojo Taiki,11,0,0,1,2,0,0,.000,45,9,.2,12,1,5,0,0,10,1,0,9,8,7.45,Lotte Marines,
Yagi Akira,3,0,0,0,0,0,0,.000,20,3,,9,1,2,0,0,2,0,0,6,6,18.00,Lotte Marines,
Yokoyama Rikuto,38,2,3,1,8,0,0,.400,172,39,.1,41,3,18,2,1,42,3,0,25,23,5.26,Lotte Marines,
Arihara Kohei,17,10,5,0,0,1,1,.667,490,120,.2,105,13,25,1,7,74,1,0,40,31,2.31,SoftBank Hawks,
Bandoh Yugo,30,5,4,0,1,0,0,.556,349,83,,73,5,34,0,3,58,1,0,32,28,3.04,SoftBank Hawks,
Fujii Kouya,34,5,3,0,9,0,0,.625,288,69,.2,46,3,33,1,7,84,1,0,21,18,2.33,SoftBank Hawks,
Furukawa Yuri,9,0,0,0,0,0,0,.000,42,10,,12,3,1,0,0,11,0,0,5,5,4.50,SoftBank Hawks,
Gunkel Joe,5,0,1,0,0,0,0,.000,80,17,,21,3,5,0,2,11,0,0,14,11,5.82,SoftBank Hawks,
Hernandez Darwinzon,1,0,0,0,0,0,0,.000,7,0,.2,3,1,1,0,1,1,0,0,2,2,27.00,SoftBank Hawks,
Higashihama Nao,17,6,7,0,0,0,0,.462,428,99,.2,114,6,24,0,0,73,1,0,50,50,4.52,SoftBank Hawks,
Ishikawa Shuta,23,4,8,0,0,1,1,.333,550,125,.2,108,15,61,2,8,119,3,0,63,58,4.15,SoftBank Hawks,
Izumi Keisuke,3,0,0,0,0,0,0,.000,17,2,.2,4,1,3,0,2,2,0,0,5,5,16.88,SoftBank Hawks,
Kaino Hiroshi,46,3,1,2,8,0,0,.750,172,42,.2,33,2,13,0,2,39,0,0,12,12,2.53,SoftBank Hawks,
Kasaya Shunsuke,8,0,0,0,0,0,0,.000,47,11,.1,8,0,8,0,0,11,0,0,2,2,1.59,SoftBank Hawks,
Kayama Shinya,23,1,0,0,7,0,0,1.000,56,12,,16,1,6,0,1,7,0,0,7,7,5.25,SoftBank Hawks,
Matayoshi Katsuki,32,2,2,0,10,0,0,.500,113,28,,21,2,10,0,2,15,1,0,7,7,2.25,SoftBank Hawks,
Matsumoto Haru,3,0,1,0,0,0,0,.000,31,6,.1,8,0,3,0,1,4,0,0,5,5,7.11,SoftBank Hawks,
Matsumoto Yuki,53,2,2,0,25,0,0,.500,189,47,,32,5,17,1,0,60,1,0,16,14,2.68,SoftBank Hawks,
Moinelo Livan,27,3,0,5,13,0,0,1.000,97,27,.2,11,0,5,2,0,37,0,0,3,3,0.98,SoftBank Hawks,
Mori Yuito,6,2,3,0,0,0,0,.400,126,29,.1,28,2,9,0,0,27,0,0,15,15,4.60,SoftBank Hawks,
Ogata Shuto,12,0,1,0,0,0,0,.000,75,18,,18,3,3,0,1,15,0,0,11,8,4.00,SoftBank Hawks,
Ohtsu Ryosuke,46,2,0,0,13,0,0,1.000,164,40,.2,34,5,11,1,2,21,1,0,14,11,2.43,SoftBank Hawks,
Ohzeki Tomohisa,17,5,7,0,0,2,1,.417,427,104,.2,86,11,35,0,6,76,1,0,36,34,2.92,SoftBank Hawks,
Osuna Roberto,49,3,2,26,12,0,0,.600,170,49,,28,3,6,1,0,42,0,0,5,5,0.92,SoftBank Hawks,
Shiino Arata,11,0,1,0,0,0,0,.000,73,16,.1,17,1,9,2,0,17,1,0,9,7,3.86,SoftBank Hawks,
Stewart Jr. Carter,14,3,6,0,0,0,0,.333,344,77,.1,70,7,42,1,1,67,3,0,31,29,3.38,SoftBank Hawks,
Takahashi Rei,5,0,2,0,0,0,0,.000,63,11,.2,23,3,6,0,1,2,0,0,14,14,10.80,SoftBank Hawks,
Takeda Shota,29,1,2,0,2,0,0,.333,197,46,,45,1,19,0,2,38,1,0,20,20,3.91,SoftBank Hawks,
Taura Fumimaru,45,2,1,0,7,0,0,.667,150,34,,31,1,12,1,7,28,3,0,9,9,2.38,SoftBank Hawks,
Tsumori Yuki,56,4,4,0,22,0,0,.500,202,48,.2,37,4,21,2,3,44,0,0,20,19,3.51,SoftBank Hawks,
Wada Tsuyoshi,21,8,6,0,0,0,0,.571,414,100,,89,10,29,0,3,85,0,0,39,36,3.24,SoftBank Hawks,
Anraku Tomohiro,57,3,2,0,10,0,0,.600,214,47,.1,48,2,18,1,8,32,4,0,16,16,3.04,Rakuten Eagles,
Banuelos Manny,1,0,0,0,0,0,0,.000,8,0,.2,4,0,2,0,0,0,0,0,6,6,81.00,Rakuten Eagles,
Fujihira Shoma,11,2,4,0,0,0,0,.333,231,50,.2,50,5,27,0,1,42,5,0,30,25,4.44,Rakuten Eagles,
Fujii Masaru,10,3,0,0,0,0,0,1.000,148,35,.1,28,1,18,0,0,24,1,0,12,9,2.29,Rakuten Eagles,
Hayakawa Takahisa,17,6,7,0,0,0,0,.462,413,96,.2,102,13,27,0,2,78,0,0,42,37,3.44,Rakuten Eagles,
Ishibashi Ryota,2,0,0,0,0,0,0,.000,18,3,.1,8,1,1,0,0,2,0,0,7,7,18.90,Rakuten Eagles,
Itoh Mao,25,1,0,0,3,0,0,1.000,98,22,,18,1,14,0,3,9,2,0,11,8,3.27,Rakuten Eagles,
Karashima Wataru,10,1,5,0,0,0,0,.167,224,51,.1,57,7,16,0,1,24,1,0,27,26,4.56,Rakuten Eagles,
Kishi Takayuki,20,9,5,0,0,1,1,.643,506,120,.1,123,10,20,0,3,76,2,0,44,41,3.07,Rakuten Eagles,
Komago Ryuji,4,0,0,0,0,0,0,.000,23,4,,4,0,6,0,0,3,1,0,4,4,9.00,Rakuten Eagles,
Matsui Tomotaka,6,1,2,0,0,0,0,.333,78,18,.2,15,0,8,1,0,13,1,0,9,8,3.86,Rakuten Eagles,
Matsui Yuki,59,2,3,39,8,0,0,.400,222,57,.1,38,3,13,2,0,72,2,0,14,10,1.57,Rakuten Eagles,
Miyamori Satoshi,24,0,2,0,3,0,0,.000,106,21,,30,2,14,0,0,15,1,0,18,18,7.71,Rakuten Eagles,
Nishigaki Masaya,1,0,0,0,0,0,0,.000,4,0,.1,1,0,1,0,1,0,0,0,3,3,81.00,Rakuten Eagles,
Nishiguchi Naoto,26,0,4,0,7,0,0,.000,109,23,.2,32,4,9,0,0,18,1,0,14,12,4.56,Rakuten Eagles,
Norimoto Takahiro,24,8,8,0,0,0,0,.500,636,155,,134,7,44,0,1,111,5,0,57,45,2.61,Rakuten Eagles,
Sakai Tomohito,47,5,3,1,20,0,0,.625,184,42,.1,36,1,25,2,0,30,1,0,17,14,2.98,Rakuten Eagles,
Shiomi Takahiro,1,0,1,0,0,0,0,.000,17,4,,4,2,1,0,0,4,0,0,4,4,9.00,Rakuten Eagles,
Shoji Kosei,19,5,3,0,0,0,0,.625,460,109,.2,90,6,48,0,5,93,3,0,43,41,3.36,Rakuten Eagles,
Sung Chia-Hao,49,2,1,0,16,0,0,.667,188,46,.2,41,5,11,0,0,35,3,0,16,15,2.89,Rakuten Eagles,
Suzuki Sora,61,1,1,1,22,0,0,.500,195,43,.2,37,5,25,3,3,47,4,0,18,16,3.30,Rakuten Eagles,
Takada Koichi,7,0,0,0,0,0,0,.000,44,9,.2,14,0,2,0,0,6,2,0,4,2,1.86,Rakuten Eagles,
Takinaka Ryota,8,2,4,0,0,0,0,.333,179,42,.1,45,3,11,0,1,18,4,0,20,18,3.83,Rakuten Eagles,
Tanaka Masahiro,24,7,11,0,0,0,0,.389,600,139,.1,156,15,38,0,5,81,5,0,79,76,4.91,Rakuten Eagles,
Tsurusaki Taisei,7,0,0,0,0,0,0,.000,38,9,.2,11,1,0,0,0,7,0,0,2,2,1.86,Rakuten Eagles,
Uchi Seiryu,53,4,2,0,7,0,0,.667,222,55,.1,38,5,17,2,1,35,1,1,17,14,2.28,Rakuten Eagles,
Watanabe Shota,51,8,3,1,25,0,0,.727,197,48,.2,30,1,20,3,2,41,3,0,15,13,2.40,Rakuten Eagles,
Yuge Hayato,12,0,0,0,0,0,0,.000,47,9,.2,12,1,4,1,2,5,0,0,7,6,5.59,Rakuten Eagles,
Aoyama Minato,39,0,1,3,1,0,0,.000,186,45,.2,32,4,23,0,0,34,5,1,15,15,2.96,Seibu Lions,
Cho Yaku,5,0,0,0,0,0,0,.000,25,5,,10,2,1,0,0,3,0,0,5,5,9.00,Seibu Lions,
Enns Dietrich,12,1,10,0,0,0,0,.091,236,54,,53,6,23,0,5,30,1,0,37,31,5.17,Seibu Lions,
Hirai Katsunori,54,4,3,0,28,0,0,.571,222,53,,46,3,22,3,1,29,1,0,15,15,2.55,Seibu Lions,
Honda Keisuke,25,0,1,0,2,0,0,.000,148,34,.2,34,2,15,0,0,29,1,0,7,6,1.56,Seibu Lions,
Imai Tatsuya,19,10,5,0,0,2,1,.667,533,133,,87,11,61,0,8,130,4,0,38,34,2.30,Seibu Lions,
Kriske Brooks,14,0,0,7,2,0,0,.000,56,14,,6,1,9,1,0,13,3,0,3,3,1.93,Seibu Lions,
Kumon Katsuhiko,7,1,1,0,0,0,0,.500,25,4,.2,7,0,5,0,0,1,0,0,5,5,9.64,Seibu Lions,
Mameda Taishi,16,0,0,1,6,0,0,.000,62,15,.1,8,0,7,0,1,12,0,0,1,1,0.59,Seibu Lions,
Masuda Tatsushi,40,4,4,19,6,0,0,.500,169,38,,44,5,7,0,2,27,0,0,24,23,5.45,Seibu Lions,
Matsumoto Wataru,20,6,8,0,0,1,0,.429,496,116,.2,102,14,48,1,5,89,3,1,48,45,3.47,Seibu Lions,
Miyagawa Tetsu,4,1,2,0,0,0,0,.333,83,16,.1,23,3,13,0,2,9,1,0,13,13,7.16,Seibu Lions,
Mizukami Yoshinobu,23,0,2,1,5,0,0,.000,75,17,,12,1,14,0,0,13,0,0,4,4,2.12,Seibu Lions,
Moriwaki Ryosuke,31,2,1,3,12,0,0,.667,117,27,.2,22,1,15,0,0,26,1,0,8,6,1.95,Seibu Lions,
Omagari Ren,10,0,0,0,0,0,0,.000,50,10,,14,0,8,0,0,5,2,1,8,6,5.40,Seibu Lions,
Sasaki Takeru,21,0,1,0,4,0,0,.000,83,20,.2,14,0,8,1,1,13,0,0,5,2,0.87,Seibu Lions,
Sato Shunsuke,47,1,2,0,18,0,0,.333,167,39,.2,35,1,16,2,0,27,2,0,15,11,2.50,Seibu Lions,
Sumida Chihiro,22,9,10,0,0,2,1,.474,554,131,,123,11,41,0,7,128,2,0,52,50,3.44,Seibu Lions,
Taira Kaima,23,11,7,0,0,0,0,.611,611,150,,115,10,55,2,5,153,0,0,47,40,2.40,Seibu Lions,
Takahashi Bo,28,0,1,0,0,0,0,.000,151,36,,20,1,19,0,7,27,2,0,12,12,3.00,Seibu Lions,
Takahashi Kona,23,10,8,0,0,4,2,.556,626,155,,123,8,47,1,7,120,7,0,47,38,2.21,Seibu Lions,
Tamura Ichiro,24,2,1,1,6,0,0,.667,93,23,.2,14,1,8,0,0,20,4,0,4,4,1.52,Seibu Lions,
Tinoco Jesus,38,0,3,0,8,0,0,.000,160,35,,33,1,20,2,3,29,0,0,13,11,2.83,Seibu Lions,
Watanabe Yutaro,2,1,0,0,0,0,0,1.000,42,11,,7,0,5,0,0,4,0,0,1,1,0.82,Seibu Lions,
Yoza Kaito,15,2,6,0,0,1,1,.250,340,83,,72,9,21,0,5,39,1,0,38,34,3.69,Seibu Lions,
Fukuda Suguru,29,1,0,0,3,0,0,1.000,100,26,.1,11,0,10,0,2,19,4,0,0,0,0.00,Nipponham Fighters,
Hasegawa Takehiro,9,0,0,0,0,0,0,.000,35,8,.1,8,0,3,0,1,5,0,0,1,1,1.08,Nipponham Fighters,
Hori Mizuki,5,1,0,0,0,0,0,1.000,21,4,,9,3,1,0,0,3,0,0,4,4,9.00,Nipponham Fighters,
Iguchi Kazutomo,5,0,0,0,0,0,0,.000,23,5,,6,0,3,0,0,2,1,0,3,3,5.40,Nipponham Fighters,
Ikeda Takahide,51,1,5,0,25,0,0,.167,195,50,.1,33,5,12,0,2,45,1,0,18,16,2.86,Nipponham Fighters,
Ishikawa Naoya,16,0,0,1,3,0,0,.000,67,15,.1,17,1,4,0,1,12,3,0,10,10,5.87,Nipponham Fighters,
Itoh Hiromi,24,7,10,0,0,3,1,.412,649,153,.1,147,11,41,0,8,134,2,0,64,59,3.46,Nipponham Fighters,
Kanemura Shoma,4,2,1,0,0,0,0,.667,97,25,,18,0,5,0,0,23,2,0,7,5,1.80,Nipponham Fighters,
Katoh Takayuki,24,7,9,0,0,3,1,.438,648,163,.1,162,14,16,2,1,83,2,1,59,52,2.87,Nipponham Fighters,
Kawano Ryusei,50,1,4,0,20,0,0,.200,164,42,.1,30,1,9,0,3,35,0,0,9,8,1.70,Nipponham Fighters,
Kitaura Ryuji,12,0,0,0,0,0,0,.000,47,11,.2,12,1,2,0,0,11,0,0,4,4,3.09,Nipponham Fighters,
Kitayama Koki,14,6,5,0,0,0,0,.545,273,66,,49,9,34,1,0,58,1,2,26,25,3.41,Nipponham Fighters,
Marvel James,8,2,2,0,0,0,0,.500,93,21,.2,21,1,9,0,1,12,0,0,9,6,2.49,Nipponham Fighters,
Menez Conner,12,0,2,0,0,0,0,.000,116,25,.2,24,1,14,0,2,19,1,0,13,9,3.16,Nipponham Fighters,
Miyanishi Naoki,31,1,3,1,13,0,0,.250,111,23,.2,29,3,10,3,3,24,1,0,7,7,2.66,Nipponham Fighters,
Miyauchi Haruki,15,1,0,0,1,0,0,1.000,78,16,.2,23,1,5,1,0,18,0,0,12,12,6.48,Nipponham Fighters,
Nabatame Tsubasa,5,0,1,0,0,0,0,.000,35,8,.1,5,0,4,0,2,5,2,0,3,2,2.16,Nipponham Fighters,
Nemoto Haruka,5,3,1,0,0,0,0,.750,105,25,,12,2,14,0,3,23,0,0,8,8,2.88,Nipponham Fighters,
Ponce Cody,10,4,5,0,0,0,0,.444,237,51,.2,59,3,17,0,3,43,2,0,27,21,3.66,Nipponham Fighters,
Rodriguez Bryan,37,1,7,0,12,0,0,.125,163,35,.1,42,5,20,3,0,20,1,0,21,20,5.09,Nipponham Fighters,
Saitoh Koki,4,1,0,0,0,0,0,1.000,15,3,.1,5,2,0,0,0,3,0,0,4,4,10.80,Nipponham Fighters,
Sugiura Toshihiro,24,0,1,0,0,0,0,.000,99,22,.2,22,4,10,1,2,22,1,0,9,7,2.78,Nipponham Fighters,
Suzuki Kenya,24,6,4,0,1,0,0,.600,273,65,,59,3,21,0,3,23,0,0,24,19,2.63,Nipponham Fighters,
Tamai Taisho,50,0,2,2,10,0,0,.000,162,37,.2,43,3,7,1,3,21,3,0,14,11,2.63,Nipponham Fighters,
Tanaka Eito,2,0,0,0,0,0,0,.000,41,8,.1,8,1,7,0,1,4,0,0,5,5,5.40,Nipponham Fighters,
Tanaka Seigi,47,2,3,25,8,0,0,.400,194,46,.1,43,6,13,0,0,46,0,0,18,18,3.50,Nipponham Fighters,
Tateno Kazuaki,4,0,1,0,0,0,0,.000,29,6,,10,2,1,0,0,7,1,0,4,4,6.00,Nipponham Fighters,
Uehara Kenta,19,4,7,0,0,0,0,.364,424,101,.1,101,7,22,1,4,74,0,0,40,31,2.75,Nipponham Fighters,
Uwasawa Naoyuki,24,9,9,0,0,2,2,.500,696,170,,152,14,41,0,5,124,5,1,66,56,2.96,Nipponham Fighters,
Yamamoto Takumi,26,0,0,0,3,0,0,.000,97,24,,23,2,6,0,0,19,1,0,4,4,1.50,Nipponham Fighters,
Yazawa Kota,2,0,0,0,0,0,0,.000,7,2,,1,0,0,0,0,3,0,0,0,0,0.00,Nipponham Fighters,
Yoshida Kosei,3,0,0,0,0,0,0,.000,15,3,,5,1,2,1,0,2,0,0,3,3,9.00,Nipponham Fighters,
