,Player,Link,Year,Team,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,HP,SO,GDP,AVG,SLG,OBP,ParkF,OPS,ISO,K%,BB%,BB/K,TTO%,BABIP,OPS+,wSB,Pos,PullAIR%,Chase%,Z-Con%,Swing%,SwStr%
2080,Ohno Yudai,https://npb.jp/bis/players/11515133.html,2017,Chunichi Dragons,24,48,40,0,0,0,0,0,0,1,0,0,8,0,0,0,24,0,0.0,0.0,0.0,0.925,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-108.1081081081081,0.0,,,,,,
2081,Katoh Takuma,https://npb.jp/bis/players/41545130.html,2017,Chunichi Dragons,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,,0.0,0.0,-108.1081081081081,0.0,,,,,,
2082,Kinoshita Takuya,https://npb.jp/bis/players/31735132.html,2017,Chunichi Dragons,51,94,78,4,15,5,0,0,20,4,0,0,4,1,10,1,21,4,0.192,0.256,0.289,0.925,0.5449999999999999,0.064,0.22340425531914893,0.10638297872340426,0.47619047619047616,0.32978723404255317,0.25862068965517243,62.45401164580188,-0.030892778993435448,,,,,,
2083,Gotoh Shunta,https://npb.jp/bis/players/81785133.html,2017,ORIX Buffaloes,129,329,296,29,71,16,7,2,107,27,4,3,13,4,15,1,76,3,0.24,0.361,0.275,0.98,0.636,0.121,0.23100303951367782,0.04559270516717325,0.19736842105263158,0.2826747720364742,0.3108108108108108,82.52507281167986,-0.4012072522663332,,,,,,
2084,Sobue Daisuke,https://npb.jp/bis/players/91995139.html,2017,Chunichi Dragons,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.925,0.0,0.0,,,,,,-108.1081081081081,0.0,,,,,,
2085,Takahashi Shuhei,https://npb.jp/bis/players/91095135.html,2017,Chunichi Dragons,41,148,129,12,30,6,0,2,42,10,0,2,1,3,15,0,31,3,0.233,0.326,0.306,0.925,0.632,0.093,0.20945945945945946,0.10135135135135136,0.4838709677419355,0.32432432432432434,0.2828282828282828,88.04286685851496,-0.7144301344170053,,,,,,
2086,Nakata Sho,https://npb.jp/bis/players/61065116.html,2017,Nipponham Fighters,129,542,472,56,102,23,0,16,173,67,0,1,0,4,61,5,103,14,0.216,0.367,0.31,0.995,0.677,0.151,0.1900369003690037,0.11254612546125461,0.5922330097087378,0.33210332103321033,0.24089635854341737,93.90276259688405,-0.5197699281025321,,,,,,
2087,Fuku Hiroto,https://npb.jp/bis/players/41645132.html,2017,Chunichi Dragons,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.925,0.0,0.0,,,,,,-108.1081081081081,0.0,,,,,,
2088,Hosokawa Seiya,https://npb.jp/bis/players/31835134.html,2017,DeNA BayStars,2,6,5,2,2,0,0,2,8,4,0,0,0,0,1,0,3,0,0.4,1.6,0.5,1.0550000000000002,2.1,1.2000000000000002,0.5,0.16666666666666666,0.3333333333333333,1.0,,451.1861706424319,-0.0014710847139731166,,,,,,
2089,Matsuba Takahiro,https://npb.jp/bis/players/21225137.html,2017,ORIX Buffaloes,23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.98,0.0,0.0,0.8,0.0,0.0,0.8,0.0,-102.04081632653062,0.0,,,,,,
2090,Yamamoto Yasuhiro,https://npb.jp/bis/players/93195132.html,2017,Yomiuri Giants,29,83,66,8,12,2,0,1,17,7,1,0,7,0,9,1,18,1,0.182,0.258,0.289,1.02,0.5469999999999999,0.07600000000000001,0.21686746987951808,0.10843373493975904,0.5,0.3373493975903614,0.23404255319148937,57.15074624877779,0.14204939043451079,,,,,,
2091,Yanagi Yuya,https://npb.jp/bis/players/63165134.html,2017,Chunichi Dragons,11,12,10,0,1,0,0,0,1,1,0,0,1,0,1,0,4,0,0.1,0.1,0.182,0.925,0.28200000000000003,0.0,0.3333333333333333,0.08333333333333333,0.25,0.4166666666666667,0.16666666666666666,-18.028263312803475,-0.0029421694279462333,,,,,,
2092,Wakui Hideaki,https://npb.jp/bis/players/31635110.html,2017,Lotte Marines,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0,1.0,,-105.26315789473685,0.0,,,,,,
2093,Iguchi Kazutomo,https://npb.jp/bis/players/31335132.html,2017,Nipponham Fighters,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
2094,Ohshiro Koji,https://npb.jp/bis/players/11515132.html,2017,ORIX Buffaloes,122,400,345,28,85,10,1,2,103,21,7,4,35,1,16,3,59,6,0.246,0.299,0.285,0.98,0.584,0.05299999999999999,0.1475,0.04,0.2711864406779661,0.1925,0.2912280701754386,69.15916397023571,-0.2638687089715535,,,,,,
2095,Ono Taiki,https://npb.jp/bis/players/81385134.html,2017,Hanshin Tigers,15,24,19,0,1,0,0,0,1,0,0,0,4,0,1,0,7,0,0.053,0.053,0.1,0.96,0.153,0.0,0.2916666666666667,0.041666666666666664,0.14285714285714285,0.3333333333333333,0.08333333333333333,-57.00736622870737,-0.0029421694279462333,,,,,,
2096,Katsuki Kazuya,https://npb.jp/bis/players/21525130.html,2017,Lotte Marines,19,42,41,1,8,0,0,0,8,2,0,0,1,0,0,0,6,1,0.195,0.195,0.195,0.95,0.39,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.22857142857142856,12.931961908843318,-0.011768677711784933,,,,,,
2097,Kuri Allen,https://npb.jp/bis/players/71775139.html,2017,Hiroshima Carp,35,30,25,1,1,0,0,0,1,0,0,0,3,0,2,0,15,0,0.04,0.04,0.111,0.99,0.151,0.0,0.5,0.06666666666666667,0.13333333333333333,0.5666666666666667,0.1,-55.230939628651996,-0.00441325414191935,,,,,,
2098,Sugimoto Yutaro,https://npb.jp/bis/players/61965132.html,2017,ORIX Buffaloes,9,17,17,2,2,1,0,1,6,2,0,0,0,0,0,0,6,1,0.118,0.353,0.118,0.98,0.471,0.235,0.35294117647058826,0.0,0.0,0.4117647058823529,0.1,30.095497785201434,0.0,,,,,,
2099,Nishino Masahiro,https://npb.jp/bis/players/91495130.html,2017,ORIX Buffaloes,100,331,282,33,66,11,2,2,87,21,8,4,16,3,24,6,46,4,0.234,0.309,0.305,0.98,0.614,0.07499999999999998,0.13897280966767372,0.07250755287009064,0.5217391304347826,0.2175226586102719,0.270042194092827,78.2381900556155,-0.07915786183182241,,,,,,
2100,Nishikawa Ryoma,https://npb.jp/bis/players/71475132.html,2017,Hiroshima Carp,95,220,204,23,56,10,2,5,85,27,4,1,3,2,10,1,35,4,0.275,0.417,0.309,0.99,0.726,0.14199999999999996,0.1590909090909091,0.045454545454545456,0.2857142857142857,0.22727272727272727,0.3072289156626506,107.28720872800793,0.2764457643013442,,,,,,
2101,Hirano Yoshihisa,https://npb.jp/bis/players/81285112.html,2017,ORIX Buffaloes,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0,1.0,,-102.04081632653062,0.0,,,,,,
2102,Hirooka Taishi,https://npb.jp/bis/players/21625132.html,2017,Yakult Swallows,11,31,28,6,7,1,0,0,8,1,0,0,0,0,2,1,11,1,0.25,0.286,0.323,1.0550000000000002,0.609,0.035999999999999976,0.3548387096774194,0.06451612903225806,0.18181818181818182,0.41935483870967744,0.4117647058823529,72.3225789949028,-0.013239762425758049,,,,,,
2103,Honda Keisuke,https://npb.jp/bis/players/31835132.html,2017,Seibu Lions,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.045,0.0,0.0,,,,,,-95.69377990430623,0.0,,,,,,
2104,Mune Yuma,https://npb.jp/bis/players/11815130.html,2017,ORIX Buffaloes,10,26,22,2,4,1,0,0,5,0,0,3,0,0,3,1,6,1,0.182,0.227,0.308,0.98,0.535,0.04500000000000001,0.23076923076923078,0.11538461538461539,0.5,0.34615384615384615,0.25,57.28507788894199,-1.0002975929978117,,,,,,
2105,Mori Tomoya,https://npb.jp/bis/players/91495139.html,2017,Seibu Lions,38,145,124,16,42,8,3,2,62,18,3,1,0,0,21,0,24,4,0.339,0.5,0.434,1.045,0.9339999999999999,0.16099999999999998,0.16551724137931034,0.14482758620689656,0.875,0.32413793103448274,0.40816326530612246,159.99265600755206,0.10644576430134416,,,,,,
2106,Yamada Nobuyoshi,https://npb.jp/bis/players/61465131.html,2017,ORIX Buffaloes,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.98,0.0,0.0,,,,,,-102.04081632653062,0.0,,,,,,
2107,Yamaoka Taisuke,https://npb.jp/bis/players/83185134.html,2017,ORIX Buffaloes,24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.98,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,-102.04081632653062,0.0,,,,,,
2108,Wakatsuki Kenya,https://npb.jp/bis/players/41645139.html,2017,ORIX Buffaloes,100,256,218,16,44,8,2,1,59,18,0,0,23,2,10,3,50,9,0.202,0.271,0.245,0.98,0.516,0.069,0.1953125,0.0390625,0.2,0.23828125,0.25443786982248523,48.86315097748996,-0.06766989684276337,,,,,,
2109,Takeda Aito,https://npb.jp/bis/players/31535132.html,2017,Seibu Lions,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.0,0.0,0.167,1.045,0.167,0.0,0.5,0.0,0.0,0.5,0.0,-45.52631224997894,-0.0014710847139731166,,,,,,
2110,Ishikawa Shingo,https://npb.jp/bis/players/01105135.html,2017,Yomiuri Giants,99,251,236,21,57,12,3,5,90,20,2,0,0,0,13,2,51,8,0.242,0.381,0.287,1.02,0.6679999999999999,0.139,0.20318725099601595,0.05179282868525897,0.2549019607843137,0.2749003984063745,0.28888888888888886,88.11729559152535,0.263503594873398,,,,,,
2111,Ishikawa Ayumu,https://npb.jp/bis/players/41145139.html,2017,Lotte Marines,16,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.5,0.95,0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,59.95904096682007,-0.0014710847139731166,,,,,,
2112,Ishikawa Shuta,https://npb.jp/bis/players/61165139.html,2017,SoftBank Hawks,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1.0150000000000001,0.0,0.0,1.0,0.0,0.0,1.0,,-98.52216748768471,0.0,,,,,,
2113,Ishigaki Masami,https://npb.jp/bis/players/41145134.html,2017,Chunichi Dragons,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.925,0.0,0.0,1.0,0.0,0.0,1.0,,-108.1081081081081,0.0,,,,,,
2114,Ogino Takashi,https://npb.jp/bis/players/71575131.html,2017,Lotte Marines,103,394,356,53,94,22,1,5,133,24,26,3,10,1,25,2,44,6,0.264,0.374,0.315,0.95,0.6890000000000001,0.10999999999999999,0.1116751269035533,0.06345177664974619,0.5681818181818182,0.18781725888324874,0.288961038961039,101.93280113467112,3.2931891216005,,,,,,
2115,Oka Hiromi,https://npb.jp/bis/players/11515139.html,2017,Nipponham Fighters,60,132,124,15,21,4,1,0,27,7,6,2,3,1,4,0,34,4,0.169,0.218,0.194,0.995,0.41200000000000003,0.04899999999999999,0.25757575757575757,0.030303030303030304,0.11764705882352941,0.2878787878787879,0.23076923076923078,18.08557412212078,0.33057830572053765,,,,,,
2116,Ono Fumiya,https://npb.jp/bis/players/51555130.html,2017,Rakuten Eagles,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.02,0.0,0.0,,,,,,-98.0392156862745,0.0,,,,,,
2117,Kakunaka Katsuya,https://npb.jp/bis/players/41545114.html,2017,Lotte Marines,110,452,383,44,103,17,4,8,152,44,6,1,1,2,62,4,44,6,0.269,0.397,0.375,0.95,0.772,0.128,0.09734513274336283,0.13716814159292035,1.4090909090909092,0.252212389380531,0.2852852852852853,128.10020669905373,0.4840481400437636,,,,,,
2118,Karakawa Yuki,https://npb.jp/bis/players/21525116.html,2017,Lotte Marines,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,0.0,1.0,,-105.26315789473685,0.0,,,,,,
2119,Kakinuma Tomoya,https://npb.jp/bis/players/21525132.html,2017,Lotte Marines,8,9,8,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.95,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,-105.26315789473685,0.0,,,,,,
2120,Kuniyoshi Yuki,https://npb.jp/bis/players/01705131.html,2017,DeNA BayStars,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0550000000000002,0.0,0.0,,,,,,-94.78672985781989,0.0,,,,,,
2121,Sawada Keisuke,https://npb.jp/bis/players/01905134.html,2017,ORIX Buffaloes,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.98,0.0,0.0,,,,,,-102.04081632653062,0.0,,,,,,
2122,Tamura Tatsuhiro,https://npb.jp/bis/players/41945137.html,2017,Lotte Marines,132,359,311,31,77,12,3,3,104,36,4,2,17,4,26,1,68,7,0.248,0.334,0.304,0.95,0.638,0.08600000000000002,0.1894150417827298,0.07242339832869081,0.38235294117647056,0.27019498607242337,0.30327868852459017,87.27053588841986,-0.106513285401688,,,,,,
2123,Chatani Kenta,https://npb.jp/bis/players/71275132.html,2017,SoftBank Hawks,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0150000000000001,1.0,0.0,0.0,0.0,,0.0,0.5,185.1341766158927,-0.0014710847139731166,,,,,,
2124,Nakamura Shogo,https://npb.jp/bis/players/51455130.html,2017,Lotte Marines,85,312,280,32,77,13,2,9,121,32,11,3,5,1,20,6,63,5,0.275,0.432,0.336,0.95,0.768,0.15699999999999997,0.20192307692307693,0.0641025641025641,0.31746031746031744,0.2948717948717949,0.3253588516746411,124.86182995023717,0.7637843075961239,,,,,,
2125,Nishino Yuji,https://npb.jp/bis/players/01205118.html,2017,Lotte Marines,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,-105.26315789473685,0.0,,,,,,
2126,Futaki Kota,https://npb.jp/bis/players/21225139.html,2017,Lotte Marines,23,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,0.0,0.95,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,,-105.26315789473685,0.0,,,,,,
2127,Masuda Naoya,https://npb.jp/bis/players/71675135.html,2017,Lotte Marines,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,-105.26315789473685,0.0,,,,,,
2128,Mima Manabu,https://npb.jp/bis/players/01605133.html,2017,Rakuten Eagles,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,1.02,0.0,0.0,0.8333333333333334,0.0,0.0,0.8333333333333334,0.0,-98.0392156862745,0.0,,,,,,
2129,Arihara Kohei,https://npb.jp/bis/players/51155130.html,2017,Nipponham Fighters,25,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25,0.995,0.5,0.0,0.5,0.0,0.0,0.5,0.5,44.176477017653816,-0.0014710847139731166,,,,,,
2130,Imamiya Kenta,https://npb.jp/bis/players/31335131.html,2017,SoftBank Hawks,141,623,526,78,139,27,7,14,222,64,15,4,52,3,38,4,93,12,0.264,0.422,0.317,1.0150000000000001,0.739,0.15799999999999997,0.1492776886035313,0.060995184590690206,0.40860215053763443,0.23274478330658105,0.2962085308056872,108.4090788836355,1.0343457330415757,,,,,,
2131,Uwasawa Naoyuki,https://npb.jp/bis/players/51355135.html,2017,Nipponham Fighters,15,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.995,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,-100.50251256281408,0.0,,,,,,
2132,Kurihara Ryoya,https://npb.jp/bis/players/01705130.html,2017,SoftBank Hawks,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0150000000000001,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,-98.52216748768471,0.0,,,,,,
2133,Kondoh Kensuke,https://npb.jp/bis/players/41745135.html,2017,Nipponham Fighters,57,231,167,32,69,15,0,3,93,29,3,0,0,2,60,2,27,3,0.413,0.557,0.567,0.995,1.124,0.14400000000000007,0.11688311688311688,0.2597402597402597,2.2222222222222223,0.38961038961038963,0.4748201438848921,224.9972729846489,0.3437674273210378,,,,,,
2134,Takeda Shota,https://npb.jp/bis/players/01005135.html,2017,SoftBank Hawks,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0150000000000001,0.0,0.0,,,,,,-98.52216748768471,0.0,,,,,,
2135,Nakamura Akira,https://npb.jp/bis/players/11215116.html,2017,SoftBank Hawks,143,600,511,66,138,19,2,6,179,42,3,5,14,5,67,3,57,5,0.27,0.35,0.355,1.0150000000000001,0.705,0.07999999999999996,0.095,0.11166666666666666,1.1754385964912282,0.21666666666666667,0.2913907284768212,101.58368805396708,-1.4062663332291343,,,,,,
2136,Hamaguchi Haruhiro,https://npb.jp/bis/players/51655134.html,2017,DeNA BayStars,22,40,34,1,2,0,0,0,2,0,0,0,5,0,1,0,19,0,0.059,0.059,0.086,1.0550000000000002,0.145,0.0,0.475,0.025,0.05263157894736842,0.5,0.13333333333333333,-54.550313616224315,-0.00441325414191935,,,,,,
2137,Higashihama Nao,https://npb.jp/bis/players/01005137.html,2017,SoftBank Hawks,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1.0150000000000001,0.0,0.0,1.0,0.0,0.0,1.0,,-98.52216748768471,0.0,,,,,,
2138,Fujii Kouya,https://npb.jp/bis/players/51655130.html,2017,Hiroshima Carp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.99,0.0,0.0,,,,,,-101.01010101010101,0.0,,,,,,
2139,Makihara Taisei,https://npb.jp/bis/players/61465133.html,2017,SoftBank Hawks,10,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1.0150000000000001,0.666,0.0,0.0,0.0,,0.0,0.3333333333333333,90.39295768529784,-0.0014710847139731166,,,,,,
2140,Matayoshi Katsuki,https://npb.jp/bis/players/61265139.html,2017,Chunichi Dragons,50,21,20,0,1,0,0,0,1,1,0,0,1,0,0,0,13,1,0.05,0.05,0.05,0.925,0.1,0.0,0.6190476190476191,0.0,0.0,0.6190476190476191,0.14285714285714285,-76.98257413349933,-0.0014710847139731166,,,,,,
2141,Matsumoto Yuki,https://npb.jp/bis/players/61665130.html,2017,SoftBank Hawks,15,6,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0.25,0.25,0.25,1.0150000000000001,0.5,0.0,0.0,0.0,,0.0,0.25,43.306004564103986,-0.0014710847139731166,,,,,,
2142,Minei Hiroki,https://npb.jp/bis/players/71475139.html,2017,DeNA BayStars,52,135,121,14,30,3,1,3,44,12,0,0,4,0,4,6,35,3,0.248,0.364,0.305,1.0550000000000002,0.669,0.11599999999999999,0.25925925925925924,0.02962962962962963,0.11428571428571428,0.3111111111111111,0.3253012048192771,86.32979838164448,-0.048545795561112846,,,,,,
2143,Moinelo Livan,https://npb.jp/bis/players/63965134.html,2017,SoftBank Hawks,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0150000000000001,0.0,0.0,,,,,,-98.52216748768471,0.0,,,,,,
2144,Yanagita Yuki,https://npb.jp/bis/players/31835133.html,2017,SoftBank Hawks,130,551,448,95,139,30,1,31,264,99,14,7,0,7,89,7,123,6,0.31,0.589,0.426,1.0150000000000001,1.015,0.27899999999999997,0.22323049001814882,0.16152450090744103,0.7235772357723578,0.44101633393829404,0.3588039867109635,185.21188765211852,-0.18449765551734887,,,,,,
2145,Yamakawa Hotaka,https://npb.jp/bis/players/21425139.html,2017,Seibu Lions,78,293,242,46,72,19,0,23,160,61,0,1,0,0,46,5,72,7,0.298,0.661,0.42,1.045,1.081,0.36300000000000004,0.24573378839590443,0.15699658703071673,0.6388888888888888,0.4812286689419795,0.3333333333333333,196.13717449741287,-0.4491578618318225,,,,,,
2146,Wada Tsuyoshi,https://npb.jp/bis/players/11815117.html,2017,SoftBank Hawks,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0150000000000001,0.0,0.0,,,,,,-98.52216748768471,0.0,,,,,,
2147,Asamura Hideto,https://npb.jp/bis/players/51155118.html,2017,Seibu Lions,143,633,574,78,167,34,1,19,260,99,5,1,1,6,44,8,96,17,0.291,0.453,0.347,1.045,0.8,0.16200000000000003,0.15165876777251186,0.06951026856240126,0.4583333333333333,0.25118483412322273,0.31827956989247314,122.07826471147489,0.2772710221944358,,,,,,
2148,Abe Toshiki,https://npb.jp/bis/players/61165132.html,2017,Chunichi Dragons,21,46,41,3,11,1,0,0,12,2,1,0,1,0,4,0,13,0,0.268,0.293,0.333,0.925,0.626,0.024999999999999967,0.2826086956521739,0.08695652173913043,0.3076923076923077,0.3695652173913043,0.39285714285714285,87.86253407875152,0.14940481400437639,,,,,,
2149,Okajima Takero,https://npb.jp/bis/players/21325135.html,2017,Rakuten Eagles,111,400,342,51,89,13,5,3,121,32,3,2,10,5,41,2,65,6,0.26,0.354,0.338,1.02,0.692,0.09399999999999997,0.1625,0.1025,0.6307692307692307,0.2725,0.30824372759856633,96.8807521120799,-0.313290403251016,,,,,,
2150,Karashima Wataru,https://npb.jp/bis/players/01505118.html,2017,Rakuten Eagles,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.02,0.0,0.0,,,,,,-98.0392156862745,0.0,,,,,,
2151,Kajiya Ren,https://npb.jp/bis/players/21525139.html,2017,SoftBank Hawks,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0150000000000001,0.0,0.0,,,,,,-98.52216748768471,0.0,,,,,,
2152,Kishi Takayuki,https://npb.jp/bis/players/91795114.html,2017,Rakuten Eagles,26,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,0.0,1.02,0.0,0.0,0.6,0.0,0.0,0.6,0.0,-98.0392156862745,0.0,,,,,,
2153,Konno Ryuta,https://npb.jp/bis/players/21725139.html,2017,Rakuten Eagles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.02,0.0,0.0,,,,,,-98.0392156862745,0.0,,,,,,
2154,Sakai Tomohito,https://npb.jp/bis/players/61765134.html,2017,Lotte Marines,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,-105.26315789473685,0.0,,,,,,
2155,Shimauchi Hiroaki,https://npb.jp/bis/players/71975135.html,2017,Rakuten Eagles,143,577,494,62,131,14,3,14,193,47,3,6,12,3,64,4,67,8,0.265,0.391,0.352,1.02,0.743,0.126,0.11611785095320624,0.11091854419410745,0.9552238805970149,0.2512998266897747,0.28125,110.68978928401098,-1.7171422319474836,,,,,,
2156,Suzuki Daichi,https://npb.jp/bis/players/81985135.html,2017,Lotte Marines,143,588,508,56,132,27,5,11,202,52,6,5,3,4,55,18,85,7,0.26,0.398,0.35,0.95,0.748,0.138,0.1445578231292517,0.0935374149659864,0.6470588235294118,0.2568027210884354,0.29086538461538464,120.11478117775829,-0.868315723663645,,,,,,
2157,Sung Chia-Hao,https://npb.jp/bis/players/73575132.html,2017,Rakuten Eagles,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.02,0.0,0.0,,,,,,-98.0392156862745,0.0,,,,,,
2158,Tanaka Kazuki,https://npb.jp/bis/players/11215134.html,2017,Rakuten Eagles,51,59,54,9,6,2,0,1,11,2,7,2,2,0,3,0,25,0,0.111,0.204,0.158,1.02,0.362,0.09299999999999999,0.423728813559322,0.05084745762711865,0.12,0.4915254237288136,0.17857142857142858,2.9679853330131714,0.5211734917161615,,,,,,
2159,Norimoto Takahiro,https://npb.jp/bis/players/51055137.html,2017,Rakuten Eagles,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1.02,0.0,0.0,1.0,0.0,0.0,1.0,,-98.0392156862745,0.0,,,,,,
2160,Fujihira Shoma,https://npb.jp/bis/players/61665134.html,2017,Rakuten Eagles,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,,0.0,,-98.0392156862745,0.0,,,,,,
2161,Murabayashi Itsuki,https://npb.jp/bis/players/41845132.html,2017,Rakuten Eagles,1,3,2,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.5,0.5,0.667,1.02,1.167,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,235.62371859206195,-0.0029421694279462333,,,,,,
2162,Kuriyama Takumi,https://npb.jp/bis/players/51755115.html,2017,Seibu Lions,116,374,333,28,84,13,0,9,124,46,0,0,4,7,27,3,64,10,0.252,0.372,0.308,1.045,0.6799999999999999,0.12,0.1711229946524064,0.07219251336898395,0.421875,0.26737967914438504,0.2808988764044944,90.06211046094951,-0.13533979368552673,,,,,,
2163,Kuroki Yuta,https://npb.jp/bis/players/51755134.html,2017,ORIX Buffaloes,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.98,0.0,0.0,,,,,,-102.04081632653062,0.0,,,,,,
2164,Genda Sosuke,https://npb.jp/bis/players/71775134.html,2017,Seibu Lions,143,647,575,85,155,18,10,3,202,57,37,10,26,4,36,6,100,5,0.27,0.351,0.317,1.045,0.6679999999999999,0.08099999999999996,0.1545595054095827,0.05564142194744977,0.36,0.21483771251931993,0.31932773109243695,87.50268020829232,2.7457999374804625,,,,,,
2165,Sumitani Ginjiro,https://npb.jp/bis/players/91995112.html,2017,Seibu Lions,104,310,267,32,67,11,0,5,93,30,2,1,23,4,8,8,45,6,0.251,0.348,0.289,1.045,0.637,0.09699999999999998,0.14516129032258066,0.025806451612903226,0.17777777777777778,0.1870967741935484,0.28054298642533937,78.33950166138825,-0.08856267583619881,,,,,,
2166,Takahashi Kona,https://npb.jp/bis/players/71075130.html,2017,Seibu Lions,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.045,0.0,0.0,,,,,,-95.69377990430623,0.0,,,,,,
2167,Tamura Ichiro,https://npb.jp/bis/players/01205134.html,2017,Seibu Lions,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.045,0.0,0.0,,,,,,-95.69377990430623,0.0,,,,,,
