,Player,Link,Year,Team,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,HP,SO,GDP,AVG,SLG,OBP,ParkF,OPS,ISO,K%,BB%,BB/K,TTO%,BABIP,OPS+,wSB,Pos,PullAIR%,Chase%,Z-Con%,Swing%,SwStr%
6840,Nishi Junya,https://npb.jp/bis/players/91495151.html,2024,Hanshin Tigers,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.96,0.0,0.0,,,,,,-104.16666666666667,0.0,,,,,,
6841,Noguchi Kyosuke,https://npb.jp/bis/players/01405157.html,2024,Hanshin Tigers,26,61,53,6,10,0,0,0,10,5,0,0,0,1,5,2,12,1,0.189,0.189,0.279,0.96,0.468,0.0,0.19672131147540983,0.08196721311475409,0.4166666666666667,0.2786885245901639,0.23809523809523808,48.849868692137555,-0.018492849284928514,9,0.07142857143,0.2358490566,0.8656716418,0.4259259259,0.1064814815
6842,Haraguchi Fumihito,https://npb.jp/bis/players/61065131.html,2024,Hanshin Tigers,52,65,58,5,14,1,0,2,21,9,1,0,0,0,5,2,14,0,0.241,0.362,0.323,0.96,0.685,0.121,0.2153846153846154,0.07692307692307693,0.35714285714285715,0.3230769230769231,0.2857142857142857,116.38157927238237,0.15041933605125218,3,0.1590909091,0.3088235294,0.8817204301,0.4909090909,0.1236363636
6843,Hatake Seishu,https://npb.jp/bis/players/31635134.html,2024,Yomiuri Giants,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.985,0.0,0.0,,,,,,-101.5228426395939,0.0,,,,,,
6844,Beasley Jeremy,https://npb.jp/bis/players/03905157.html,2024,Hanshin Tigers,14,23,21,2,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0.0,0.0,0.045,0.96,0.045,0.0,0.4782608695652174,0.043478260869565216,0.09090909090909091,0.5217391304347826,0.0,-88.72583841998176,-0.0010878146638193243,1,0.0,0.3793103448,0.8076923077,0.4567901235,0.1481481481
6845,Maegawa Ukyo,https://npb.jp/bis/players/21825155.html,2024,Hanshin Tigers,116,362,324,25,87,16,0,4,115,42,0,0,0,1,27,10,50,7,0.269,0.355,0.343,0.96,0.698,0.08599999999999997,0.13812154696132597,0.07458563535911603,0.54,0.22375690607734808,0.3062730627306273,121.12256218834023,-0.11313272503720972,7,0.1927272727,0.2562674095,0.9069767442,0.4368351064,0.06582446809
6846,Murakami Shoki,https://npb.jp/bis/players/13315153.html,2024,Hanshin Tigers,25,48,44,0,5,0,0,0,5,3,0,0,3,0,1,0,24,0,0.114,0.114,0.133,0.96,0.247,0.0,0.5,0.020833333333333332,0.041666666666666664,0.5208333333333334,0.25,-23.978548757963075,-0.006526887982915945,1,0.04347826087,0.2328767123,0.6923076923,0.3575129534,0.1502590674
6847,Morishita Shota,https://npb.jp/bis/players/43145157.html,2024,Hanshin Tigers,129,526,458,64,126,24,2,16,202,73,0,2,0,3,53,12,78,13,0.275,0.441,0.363,0.96,0.804,0.16599999999999998,0.1482889733840304,0.10076045627376426,0.6794871794871795,0.279467680608365,0.2997275204359673,154.05061505842644,-0.8220843849090793,9,0.2245430809,0.226487524,0.9175911252,0.4160268714,0.07389635317
6848,Mombetsu Keito,https://npb.jp/bis/players/53355157.html,2024,Hanshin Tigers,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.96,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-104.16666666666667,0.0,1,0.0,0.4,0.0,0.3333333333,0.2222222222
6849,Watanabe Ryo,https://npb.jp/bis/players/81685139.html,2024,Hanshin Tigers,67,137,123,7,32,5,0,2,43,11,0,1,0,2,11,1,34,2,0.26,0.35,0.321,0.96,0.671,0.08999999999999997,0.24817518248175183,0.08029197080291971,0.3235294117647059,0.34306569343065696,0.33707865168539325,112.05827895479267,-0.370249142561315,5,0.1538461538,0.2483221477,0.8670520231,0.4356261023,0.102292769
6850,Aizawa Tsubasa,https://npb.jp/bis/players/31135114.html,2024,Hiroshima Carp,57,159,150,9,28,6,0,0,34,13,0,0,0,0,7,2,43,6,0.187,0.227,0.233,0.995,0.46,0.04000000000000001,0.27044025157232704,0.0440251572327044,0.16279069767441862,0.31446540880503143,0.2616822429906542,43.01495477014314,-0.03372225457839905,2,0.2523364486,0.2828282828,0.823255814,0.4592933948,0.1075268817
6851,Akiyama Shogo,https://npb.jp/bis/players/31135133.html,2024,Hiroshima Carp,138,587,547,60,158,20,1,4,192,30,6,5,2,4,29,5,96,6,0.289,0.351,0.328,0.995,0.679,0.062,0.1635434412265758,0.049403747870528106,0.3020833333333333,0.21976149914821125,0.34146341463414637,110.72637331744546,-0.8116650488578272,8,0.08278867102,0.3030035336,0.8944658945,0.4653095139,0.08226007478
6852,Aduwa Makoto,https://npb.jp/bis/players/31135134.html,2024,Hiroshima Carp,20,32,29,1,1,0,0,0,1,0,0,0,3,0,0,0,14,0,0.034,0.034,0.034,0.995,0.068,0.0,0.4375,0.0,0.0,0.4375,0.06666666666666667,-79.30402038676036,-0.0010878146638193243,1,0.0,0.3333333333,0.8571428571,0.3619047619,0.1142857143
6853,Isomura Yoshitaka,https://npb.jp/bis/players/81185133.html,2024,Hiroshima Carp,10,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0.0,0.0,0.1,0.995,0.1,0.0,0.4,0.1,0.25,0.5,0.0,-67.39654915283639,-0.0010878146638193243,,0.4,0.2105263158,0.8823529412,0.4666666667,0.1111111111
6854,Ishihara Tomoki,https://npb.jp/bis/players/21125151.html,2024,Hiroshima Carp,56,139,122,11,28,6,0,3,43,11,0,0,5,2,5,5,22,1,0.23,0.352,0.284,0.995,0.6359999999999999,0.12199999999999997,0.15827338129496402,0.03597122302158273,0.22727272727272727,0.2158273381294964,0.25252525252525254,96.45217484695706,-0.0315466252507604,2,0.1388888889,0.3948497854,0.8548387097,0.5696721311,0.1209016393
6855,Uemoto Takashi,https://npb.jp/bis/players/31335137.html,2024,Hiroshima Carp,62,146,129,16,27,2,0,0,29,7,0,2,9,0,4,4,24,3,0.209,0.225,0.255,0.995,0.48,0.016000000000000014,0.1643835616438356,0.0273972602739726,0.16666666666666666,0.1917808219178082,0.2571428571428571,49.71341586053462,-0.6958978839060377,7,0.1391304348,0.2316602317,0.8472906404,0.4450084602,0.08291032149
6856,Ugusa Koki,https://npb.jp/bis/players/41345151.html,2024,Hiroshima Carp,41,75,66,10,16,2,0,3,27,8,3,1,3,0,4,2,22,1,0.242,0.409,0.306,0.995,0.715,0.16699999999999998,0.29333333333333333,0.05333333333333334,0.18181818181818182,0.38666666666666666,0.3170731707317073,120.4037363015549,0.1615071507150715,7,0.1063829787,0.2948717949,0.77,0.4882943144,0.1638795987
6857,Uchida Shodai,https://npb.jp/bis/players/51355157.html,2024,Hiroshima Carp,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.995,0.666,0.0,0.0,0.0,,0.0,0.3333333333333333,107.11801374971189,-0.0010878146638193243,5,0.3333333333,0.2,0.8,0.5454545455,0.09090909091
6858,Endoh Atsushi,https://npb.jp/bis/players/71375136.html,2024,Hiroshima Carp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6859,Ohsera Daichi,https://npb.jp/bis/players/61365139.html,2024,Hiroshima Carp,25,45,42,0,2,0,0,0,2,0,0,0,3,0,0,0,21,2,0.048,0.048,0.048,0.995,0.096,0.0,0.4666666666666667,0.0,0.0,0.4666666666666667,0.09523809523809523,-70.57522949073825,-0.0021756293276386485,1,0.04166666667,0.3181818182,0.847826087,0.3947368421,0.1052631579
6860,Ohmori Minoru,https://npb.jp/bis/players/21325138.html,2024,Hiroshima Carp,74,35,31,7,7,2,0,0,9,4,2,1,2,0,2,0,10,0,0.226,0.29,0.273,0.995,0.563,0.06399999999999997,0.2857142857142857,0.05714285714285714,0.2,0.34285714285714286,0.3333333333333333,74.68014221794778,0.0023852973532647393,9,0.0,0.2881355932,0.6666666667,0.484375,0.203125
6861,Ohmichi Haruki,https://npb.jp/bis/players/41545153.html,2024,Hiroshima Carp,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6862,Kawano Kei,https://npb.jp/bis/players/71575157.html,2024,Hiroshima Carp,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.995,0.0,0.0,1.0,0.0,0.0,1.0,,-100.50251256281408,0.0,1,,1.0,,0.25,0.0
6863,Kikuchi Ryosuke,https://npb.jp/bis/players/61565135.html,2024,Hiroshima Carp,136,497,453,27,109,19,0,9,155,38,2,2,17,1,25,1,69,9,0.241,0.342,0.281,0.995,0.623,0.10100000000000003,0.13883299798792756,0.05030181086519115,0.36231884057971014,0.20724346076458752,0.26595744680851063,92.53474164563973,-0.43639616902866774,4,0.2213930348,0.321978022,0.9252336449,0.4279069767,0.06408268734
6864,Kuribayashi Ryoji,https://npb.jp/bis/players/91995153.html,2024,Hiroshima Carp,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6865,Kurohara Takumi,https://npb.jp/bis/players/41745155.html,2024,Hiroshima Carp,53,2,1,1,1,0,1,0,3,1,0,0,1,0,0,0,0,0,1.0,3.0,1.0,0.995,4.0,2.0,0.0,0.0,,0.0,1.0,1107.8334112423706,0.0,1,0.0,0.3333333333,1.0,0.3333333333,0.0
6866,Kubo Shu,https://npb.jp/bis/players/81585157.html,2024,Hiroshima Carp,19,18,17,1,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0.059,0.059,0.111,0.995,0.16999999999999998,0.0,0.4444444444444444,0.0,0.0,0.4444444444444444,0.1111111111111111,-46.501792813532475,-0.0021756293276386485,8,0.0,0.4242424242,0.6538461538,0.5797101449,0.2753623188
6867,Kemna Makoto,https://npb.jp/bis/players/71775136.html,2024,Hiroshima Carp,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6868,Kozono Kaito,https://npb.jp/bis/players/01705138.html,2024,Hiroshima Carp,143,588,540,52,151,15,3,2,178,61,13,9,7,5,30,6,53,6,0.28,0.33,0.322,0.995,0.652,0.04999999999999999,0.09013605442176871,0.05102040816326531,0.5660377358490566,0.1445578231292517,0.3040816326530612,102.59908148490896,-0.9416650488578273,5,0.108,0.3575883576,0.9344262295,0.5407565264,0.09110282365
6869,Sakakura Shogo,https://npb.jp/bis/players/11915134.html,2024,Hiroshima Carp,121,462,427,43,119,19,1,12,176,44,3,2,1,2,31,1,80,7,0.279,0.412,0.328,0.995,0.74,0.13299999999999995,0.17316017316017315,0.0670995670995671,0.3875,0.2662337662337662,0.31750741839762614,128.56432454145545,-0.2794499449944996,2,0.2257142857,0.252900232,0.8731218698,0.4464480874,0.08907103825
6870,Sato Keisuke,https://npb.jp/bis/players/71975159.html,2024,Hiroshima Carp,7,17,15,1,2,0,0,0,2,0,0,0,0,0,2,0,3,0,0.133,0.133,0.235,0.995,0.368,0.0,0.17647058823529413,0.11764705882352941,0.6666666666666666,0.29411764705882354,0.16666666666666666,16.18908362757324,-0.004351258655277297,3,0.0,0.3076923077,0.875,0.48,0.1
6871,Shimauchi Sotaro,https://npb.jp/bis/players/31935138.html,2024,Hiroshima Carp,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6872,Suzuki Kenya,https://npb.jp/bis/players/61065151.html,2024,Nipponham Fighters,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.03,0.0,0.0,1.0,0.0,0.0,1.0,,-97.08737864077669,0.0,1,,1.0,1.0,0.6666666667,0.3333333333
6873,Suekane Shota,https://npb.jp/bis/players/51055155.html,2024,Hiroshima Carp,79,304,286,22,68,14,0,9,109,37,1,2,0,0,12,6,85,6,0.238,0.381,0.283,0.995,0.6639999999999999,0.14300000000000002,0.27960526315789475,0.039473684210526314,0.1411764705882353,0.34868421052631576,0.3072916666666667,104.60145268000957,-0.5585323238206175,7,0.2139303483,0.4070512821,0.821686747,0.5878734622,0.2038664323
6874,Tanaka Kosuke,https://npb.jp/bis/players/61965139.html,2024,Hiroshima Carp,66,108,96,5,15,2,0,2,23,7,1,1,0,2,9,1,26,2,0.156,0.24,0.231,0.995,0.471,0.08399999999999999,0.24074074074074073,0.08333333333333333,0.34615384615384615,0.3425925925925926,0.18571428571428572,46.15436609066702,-0.1828441079402058,3,0.1805555556,0.2427184466,0.8235294118,0.4742990654,0.1214953271
6875,Takahashi Kouya,https://npb.jp/bis/players/01005134.html,2024,Hiroshima Carp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6876,Tamamura Shogo,https://npb.jp/bis/players/41245151.html,2024,Hiroshima Carp,15,19,18,1,3,0,0,0,3,2,0,0,1,0,0,0,9,1,0.167,0.167,0.167,0.995,0.334,0.0,0.47368421052631576,0.0,0.0,0.47368421052631576,0.3333333333333333,3.6194931254496967,-0.0032634439914579726,1,0.2,0.4074074074,0.7692307692,0.3529411765,0.1470588235
6877,Tamura Shunsuke,https://npb.jp/bis/players/61265155.html,2024,Hiroshima Carp,37,106,101,4,20,3,2,0,27,5,1,1,1,0,3,1,27,2,0.198,0.267,0.229,0.995,0.496,0.069,0.25471698113207547,0.02830188679245283,0.1111111111111111,0.2830188679245283,0.2702702702702703,53.38773342981615,-0.18066847861256716,9,0.09333333333,0.3862433862,0.8686131387,0.546875,0.1484375
6878,Taka Taichi,https://npb.jp/bis/players/41045159.html,2024,Hiroshima Carp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6879,Takita Kazuki,https://npb.jp/bis/players/31235159.html,2024,Hiroshima Carp,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.995,0.0,0.0,1.0,0.0,0.0,1.0,,-100.50251256281408,0.0,1,,,0.5,0.6666666667,0.3333333333
6880,Tsunehiro Hayato,https://npb.jp/bis/players/31435159.html,2024,Hiroshima Carp,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.995,0.0,0.0,1.0,0.0,0.0,1.0,,-100.50251256281408,0.0,1,,0.2857142857,0.4,0.4117647059,0.2941176471
6881,Dohbayashi Shota,https://npb.jp/bis/players/61965131.html,2024,Hiroshima Carp,87,273,244,15,56,13,0,1,72,17,0,2,9,3,16,1,67,4,0.23,0.295,0.277,0.995,0.5720000000000001,0.06499999999999997,0.2454212454212454,0.05860805860805861,0.23880597014925373,0.3076923076923077,0.30726256983240224,77.4665079038559,-0.7241810651653402,3,0.1542553191,0.3143939394,0.8126801153,0.4871794872,0.1595441595
6882,Tokoda Hiroki,https://npb.jp/bis/players/11415134.html,2024,Hiroshima Carp,26,52,45,1,8,0,0,0,8,1,0,0,7,0,0,0,7,0,0.178,0.178,0.178,0.995,0.356,0.0,0.1346153846153846,0.0,0.0,0.1346153846153846,0.21052631578947367,10.477828829467084,-0.008702517310554594,1,0.1111111111,0.4202898551,0.9230769231,0.5802469136,0.08024691358
6883,Nakazaki Shota,https://npb.jp/bis/players/31235133.html,2024,Hiroshima Carp,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6884,Nakamura Shosei,https://npb.jp/bis/players/81285136.html,2024,Hiroshima Carp,30,70,69,4,10,2,0,0,12,1,0,1,0,0,1,0,13,1,0.145,0.174,0.157,0.995,0.33099999999999996,0.028999999999999998,0.18571428571428572,0.014285714285714285,0.07692307692307693,0.2,0.17857142857142858,2.355874793764567,-0.3397903319743739,7,0.125,0.3695652174,0.8737864078,0.6227272727,0.1318181818
6885,Nakamura Kento,https://npb.jp/bis/players/01405155.html,2024,Hiroshima Carp,12,24,24,1,2,0,0,1,5,2,0,0,0,0,0,0,8,0,0.083,0.208,0.083,0.995,0.291,0.12499999999999999,0.3333333333333333,0.0,0.0,0.375,0.06666666666666667,-12.200073512957651,-0.0010878146638193243,3,0.375,0.3913043478,0.9375,0.5494505495,0.1208791209
6886,Nakamura Takahiro,https://npb.jp/bis/players/61265157.html,2024,Hiroshima Carp,11,25,24,4,5,0,0,0,5,3,0,0,1,0,0,0,5,1,0.208,0.208,0.208,0.995,0.416,0.0,0.2,0.0,0.0,0.2,0.2631578947368421,29.182380749514465,-0.0054390733190966215,7,0.1,0.3888888889,0.7575757576,0.5802469136,0.1975308642
6887,Nakada Yuto,https://npb.jp/bis/players/41445159.html,2024,Hiroshima Carp,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.995,0.5,0.0,0.25,0.0,0.0,0.25,0.3333333333333333,55.368753437580786,-0.0010878146638193243,3,0.3333333333,0.0,0.875,0.7272727273,0.09090909091
6888,Nirasawa Yuya,https://npb.jp/bis/players/01405151.html,2024,Hiroshima Carp,11,15,15,1,2,0,0,0,2,0,0,0,0,0,0,0,2,1,0.133,0.133,0.133,0.995,0.266,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.15384615384615385,-17.57899905060399,-0.0021756293276386485,3,0.0,0.2631578947,0.875,0.5,0.08620689655
6889,Noma Takayoshi,https://npb.jp/bis/players/01405130.html,2024,Hiroshima Carp,113,443,391,40,106,14,5,1,133,28,8,5,3,1,43,5,52,9,0.271,0.34,0.35,0.995,0.69,0.069,0.11738148984198646,0.09706546275395034,0.8269230769230769,0.21670428893905191,0.30973451327433627,114.79300553872069,-0.43576716495178947,9,0.08115942029,0.2251655629,0.9329608939,0.3769074262,0.04577822991
6890,Hatsuki Ryutaro,https://npb.jp/bis/players/71475138.html,2024,Hiroshima Carp,53,25,22,12,5,1,0,0,6,1,12,7,2,0,1,0,8,0,0.227,0.273,0.261,0.995,0.534,0.04600000000000001,0.32,0.04,0.125,0.36,0.35714285714285715,65.73619430041981,-0.2754390733190966,5,0.125,0.3421052632,0.84375,0.4945054945,0.08791208791
6891,Hayashi Kota,https://npb.jp/bis/players/01405138.html,2024,Hiroshima Carp,27,64,60,4,11,4,0,0,15,2,0,0,0,0,4,0,20,3,0.183,0.25,0.234,0.995,0.484,0.067,0.3125,0.0625,0.2,0.375,0.275,50.07179929198437,-0.011965961302012567,3,0.1282051282,0.3818181818,0.7027027027,0.534562212,0.2165898618
6892,Hasebe Ginji,https://npb.jp/bis/players/51655157.html,2024,Hiroshima Carp,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6893,Hearn Taylor,https://npb.jp/bis/players/73975159.html,2024,Hiroshima Carp,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6894,Futamata Shoichi,https://npb.jp/bis/players/91895153.html,2024,Hiroshima Carp,80,122,107,7,21,4,0,1,28,7,1,0,6,0,8,1,26,3,0.196,0.262,0.259,0.995,0.521,0.066,0.21311475409836064,0.06557377049180328,0.3076923076923077,0.28688524590163933,0.25,61.85739530330043,0.1428046334045169,UTL,0.1395348837,0.4465116279,0.8456790123,0.5797752809,0.1438202247
6895,Horie Atsuya,https://npb.jp/bis/players/21625130.html,2024,Hiroshima Carp,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6896,Matsuyama Ryuhei,https://npb.jp/bis/players/01405116.html,2024,Hiroshima Carp,65,78,73,2,13,4,0,1,20,10,0,0,0,1,4,0,12,5,0.178,0.274,0.218,0.995,0.492,0.09600000000000003,0.15384615384615385,0.05128205128205128,0.3333333333333333,0.21794871794871795,0.19672131147540983,51.793055464031205,-0.01305377596583189,3,0.1774193548,0.3880597015,0.8865979381,0.5265017668,0.09893992933
6897,Matsumoto Ryuya,https://npb.jp/bis/players/73175155.html,2024,Hiroshima Carp,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6898,Masuda Takehisa,https://npb.jp/bis/players/91895157.html,2024,Hiroshima Carp,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6899,Morishita Masato,https://npb.jp/bis/players/53155151.html,2024,Hiroshima Carp,23,52,47,5,11,1,0,0,12,3,0,0,3,0,1,1,12,0,0.234,0.255,0.265,0.995,0.52,0.02099999999999999,0.23076923076923078,0.019230769230769232,0.08333333333333333,0.25,0.3142857142857143,61.79677509858647,-0.01305377596583189,1,0.1052631579,0.4505494505,0.8378378378,0.5582524272,0.1165048544
6900,Moriura Daisuke,https://npb.jp/bis/players/73375153.html,2024,Hiroshima Carp,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.995,0.0,0.0,,,,,,-100.50251256281408,0.0,,,,,,
6901,Mori Shohei,https://npb.jp/bis/players/93395155.html,2024,Hiroshima Carp,5,8,6,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0.167,0.167,0.167,0.995,0.334,0.0,0.25,0.0,0.0,0.25,0.25,3.6194931254496967,-0.0010878146638193243,1,0.0,0.5,0.6666666667,0.4583333333,0.1666666667
6902,Yamaashi Tatsuya,https://npb.jp/bis/players/13115136.html,2024,ORIX Buffaloes,43,18,15,5,2,0,0,0,2,0,2,0,0,0,3,0,3,0,0.133,0.133,0.278,0.975,0.41100000000000003,0.0,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.16666666666666666,31.048743235276245,0.3345609266809034,4,0.08333333333,0.15625,0.9333333333,0.4605263158,0.06578947368
6903,Yano Masaya,https://npb.jp/bis/players/93395153.html,2024,Hiroshima Carp,137,495,430,45,112,13,6,2,143,38,13,10,20,4,38,3,109,8,0.26,0.333,0.322,0.995,0.655,0.07300000000000001,0.2202020202020202,0.07676767676767676,0.3486238532110092,0.301010101010101,0.34055727554179566,103.47635777461437,-1.2335915356241511,6,0.0988372093,0.2732855681,0.8785900783,0.4732020156,0.08245533669
6904,Azuma Katsuki,https://npb.jp/bis/players/51155136.html,2024,DeNA BayStars,26,63,51,3,5,0,0,0,5,1,0,0,8,0,4,0,16,1,0.098,0.098,0.164,1.02,0.262,0.0,0.25396825396825395,0.06349206349206349,0.25,0.31746031746031744,0.14285714285714285,-17.12086788026827,-0.009790331974373918,1,0.02325581395,0.1168831169,0.8148148148,0.3829787234,0.06808510638
6905,Azuma Junpei,https://npb.jp/bis/players/51155151.html,2024,DeNA BayStars,3,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0.5,1.0,0.5,1.02,1.5,0.5,0.0,0.0,,0.0,0.5,348.69163795777706,0.0,7,0.0,0.375,0.75,0.5,0.07142857143
6906,Itoh Hikaru,https://npb.jp/bis/players/81185116.html,2024,DeNA BayStars,39,94,88,7,18,4,0,1,25,14,0,0,0,0,4,2,24,1,0.205,0.284,0.255,1.02,0.5389999999999999,0.07899999999999999,0.2553191489361702,0.0425531914893617,0.16666666666666666,0.30851063829787234,0.2698412698412698,65.32518004276201,-0.02066847861256716,2,0.125,0.3101604278,0.8484848485,0.4896907216,0.1262886598
6907,Ishida Kenta,https://npb.jp/bis/players/11315130.html,2024,DeNA BayStars,6,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,7,0,0.083,0.083,0.083,1.02,0.166,0.0,0.5384615384615384,0.0,0.0,0.5384615384615384,0.2,-47.55831959747996,-0.0010878146638193243,1,0.0,0.25,0.8,0.2777777778,0.07407407407
6908,Ise Hiromu,https://npb.jp/bis/players/41145151.html,2024,DeNA BayStars,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.02,0.0,0.0,,,,,,-98.0392156862745,0.0,,,,,,
6909,Ishikami Taiki,https://npb.jp/bis/players/91195159.html,2024,DeNA BayStars,26,79,71,3,13,4,0,0,17,3,2,0,2,0,6,0,17,3,0.183,0.239,0.247,1.02,0.486,0.055999999999999994,0.21518987341772153,0.0759493670886076,0.35294117647058826,0.2911392405063291,0.24074074074074073,49.90500032581355,0.32368278004271017,6,0.05357142857,0.2900763359,0.8659793814,0.5,0.1296296296
6910,Ishida Yutaro,https://npb.jp/bis/players/21125159.html,2024,DeNA BayStars,12,18,16,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0.0,0.0,0.0,1.02,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-98.0392156862745,0.0,1,0.0,0.5,0.8,0.4642857143,0.1071428571
6911,Inoue Kento,https://npb.jp/bis/players/31335159.html,2024,DeNA BayStars,25,48,42,2,8,5,0,0,13,4,1,0,2,0,2,2,8,1,0.19,0.31,0.261,1.02,0.571,0.12,0.16666666666666666,0.041666666666666664,0.25,0.20833333333333334,0.23529411764705882,74.67956424583585,0.16238529735326473,5,0.2222222222,0.4112149533,0.868852459,0.5614973262,0.128342246
6912,Wick Rowan,https://npb.jp/bis/players/03505159.html,2024,DeNA BayStars,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.02,0.0,0.0,1.0,0.0,0.0,1.0,,-98.0392156862745,0.0,1,,0.3333333333,0.0,0.4,0.4
6913,Ebina Tatsuo,https://npb.jp/bis/players/51555151.html,2024,DeNA BayStars,76,253,223,28,57,13,0,3,79,17,3,7,6,1,17,6,51,1,0.256,0.354,0.324,1.02,0.6779999999999999,0.09799999999999998,0.2015810276679842,0.06719367588932806,0.3333333333333333,0.28063241106719367,0.3176470588235294,107.57648432882156,-1.8696201384844369,8,0.1173184358,0.24375,0.8246575342,0.4634615385,0.1173076923
6914,Ohnuki Shinichi,https://npb.jp/bis/players/01305138.html,2024,DeNA BayStars,15,30,24,1,2,0,0,0,2,0,0,0,5,0,1,0,9,0,0.083,0.083,0.12,1.02,0.203,0.0,0.3,0.03333333333333333,0.1111111111111111,0.3333333333333333,0.13333333333333333,-35.609338784359096,-0.0032634439914579726,1,0.0,0.1707317073,0.8947368421,0.2476190476,0.05714285714
6915,Austin Tyler,https://npb.jp/bis/players/73375151.html,2024,DeNA BayStars,106,445,396,66,125,34,2,25,238,69,0,1,0,4,45,0,88,12,0.316,0.601,0.382,1.02,0.983,0.285,0.19775280898876405,0.10112359550561797,0.5113636363636364,0.3550561797752809,0.34843205574912894,196.76607968540452,-0.44857179835630634,3,0.2019230769,0.2224576271,0.8374125874,0.4289632474,0.1239714756
6916,Kamizato Kazuki,https://npb.jp/bis/players/71575136.html,2024,DeNA BayStars,25,25,23,3,3,0,0,0,3,0,2,0,0,0,1,1,12,0,0.13,0.13,0.2,1.02,0.33,0.0,0.48,0.04,0.08333333333333333,0.52,0.2727272727272727,3.633427983974284,0.3345609266809034,9,0.0,0.2653061224,0.6764705882,0.4747474747,0.202020202
