Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Ishigaki Masami,27,3,28.0,0.1,4.6,-0.0,,0.0,0.1,-0.3,,,Lotte Marines,E
Tanaka Haruto,20,6,18.0,0.1,7.2,0.0,,-0.1,0.2,0.1,,,Yakult Swallows,E
Hiruma Takuya,25,9,20.0,0.1,6.4,0.1,0.0,,0.0,-0.1,,,Seibu Lions,C
Tanaka Kazuki,31,9,2.0,0.1,64.4,-0.2,0.3,,0.0,-0.0,,,Rakuten Eagles,E
Katsumata Atsushi,26,8,7.0,0.1,18.4,0.1,0.0,,0.0,0.0,,,DeNA BayStars,C
Imasaka Tomoki,19,4,5.0,0.1,25.7,0.1,,-0.1,0.0,0.0,,,ORIX Buffaloes,W
Moiseev Nikita,19,7,19.0,0.1,6.8,-0.3,0.4,,0.0,-0.2,,,Yakult Swallows,E
Sakamoto Tatsuya,23,2,29.0,0.0,0.0,,-0.0,,0.1,0.4,-0.7,-0.4,Yomiuri Giants,C
Mutoh Atsuki,25,7,18.0,0.0,0.0,-0.4,0.4,,0.0,-0.2,,,Rakuten Eagles,E
Tsuchida Ryuku,23,6,31.0,0.0,0.0,-0.2,,0.0,0.2,0.3,,,Chunichi Dragons,C
Nakamura Yuhei,36,2,16.0,0.0,0.0,,0.0,,0.0,0.2,-0.9,-0.1,Yakult Swallows,E
Shibata Tatsuhiro,32,5,21.0,0.0,0.0,-0.1,,0.0,0.1,-0.1,,,DeNA BayStars,C
Toi Reiji,21,5,17.0,0.0,0.0,-0.1,,0.0,0.1,-0.1,,,Hanshin Tigers,W
Takano Souta,20,5,17.1,0.0,0.0,-0.1,,0.0,0.1,-0.1,,,Yakult Swallows,E
Satoh Toshiya,28,2,16.0,0.0,0.0,,0.0,,0.0,0.2,0.6,0.2,Lotte Marines,E
Makihara Kota,23,2,11.0,0.0,0.0,,0.0,,0.0,0.1,-0.8,0.0,SoftBank Hawks,W
Sato Taiyo,24,6,25.0,0.0,0.0,-0.3,,-0.1,0.4,0.2,,,Seibu Lions,C
Morishima Ryota,22,2,10.0,0.0,0.0,,0.0,,0.0,0.1,1.2,-0.3,SoftBank Hawks,W
Hiwatari Touki,21,2,8.0,0.0,0.0,,0.0,,0.0,0.1,-0.1,0.1,Chunichi Dragons,C
Fujita Yutaro,21,2,4.0,0.0,0.0,,0.0,,0.0,0.1,0.0,0.0,SoftBank Hawks,W
Usami Shingo,33,2,8.0,0.0,0.0,,0.0,,0.0,0.1,-0.4,0.0,Chunichi Dragons,C
Shimahara Taiga,24,2,3.0,0.0,0.0,,0.0,,0.0,0.0,-0.4,0.0,Rakuten Eagles,E
Uchida Shodai,21,5,22.0,0.0,0.0,0.5,,0.0,-0.5,-0.1,,,Hiroshima Carp,W
Hirasawa Taiga,28,7,2.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Seibu Lions,C
Masuda Daiki,32,7,0.2,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Yomiuri Giants,C
Hanada Asahi,23,7,1.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Chunichi Dragons,C
Acevedo Stiven,23,3,1.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Lotte Marines,E
Ishizuka Soichiro,25,7,1.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,SoftBank Hawks,W
Kobari Daiki,19,9,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,DeNA BayStars,C
Hiruma Takuya,25,8,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Seibu Lions,C
Ishizuka Yusei,20,6,22.0,0.0,0.0,-0.4,,0.0,0.4,0.2,,,Yomiuri Giants,C
Katsumata Rui,21,6,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,,,Lotte Marines,E
Onodera Dan,28,9,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Hanshin Tigers,W
Sugisawa Ryu,26,7,5.0,0.0,0.0,0.0,0.0,,0.0,-0.1,,,ORIX Buffaloes,W
Kamizato Kazuki,32,9,5.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,DeNA BayStars,C
Ishikawa Taiga,18,3,1.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Chunichi Dragons,C
Inoue Tomoya,23,5,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,SoftBank Hawks,W
Tanihata Shogo,22,5,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Hanshin Tigers,W
Mikata Haruto,23,7,1.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,ORIX Buffaloes,W
Mikami Aisuke,22,9,2.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Chunichi Dragons,C
Nakagawa Takuma,23,2,2.0,0.0,0.0,,0.0,,0.0,0.0,-0.4,0.0,Yakult Swallows,E
Nakata Keisuke,26,4,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Seibu Lions,C
Chatani Kenta,28,3,1.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Lotte Marines,E
Tatsumi Konosuke,25,3,4.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Hiroshima Carp,W
Kawasaki Toshiaki,25,4,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Hanshin Tigers,W
Kawasaki Toshiaki,25,7,2.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Hanshin Tigers,W
Shimizu Musashi,23,5,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,ORIX Buffaloes,W
Watanabe Yuto,23,3,2.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Hiroshima Carp,W
Tsuchida Ryuku,23,8,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Chunichi Dragons,C
Kaneko Koji,22,4,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Seibu Lions,C
Takamatsu Wataru,26,3,3.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Seibu Lions,C
Hama Shonosuke,26,7,1.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,DeNA BayStars,C
Katsuki Kazuya,30,5,3.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,ORIX Buffaloes,W
Sato Naoki,27,9,4.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Rakuten Eagles,E
Yamanaka Ryoma,25,8,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,ORIX Buffaloes,W
Hayashi Kota,25,3,1.2,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Hiroshima Carp,W
Hayashi Kota,25,9,8.0,0.0,0.0,-0.1,0.1,,0.0,-0.0,,,Hiroshima Carp,W
Arizono Naoki,23,3,9.0,-0.0,-0.0,-0.1,,0.0,0.1,-0.1,,,Nipponham Fighters,E
Takahashi Takanori,24,3,14.0,-0.0,-0.0,-0.1,,0.0,0.1,-0.2,,,SoftBank Hawks,W
Ramirez Moises,24,3,15.0,-0.0,-0.0,-0.1,,0.0,0.1,-0.2,,,Hiroshima Carp,W
Ikhine Itua,21,7,9.0,-0.0,-0.0,-0.0,0.0,,0.0,-0.1,,,SoftBank Hawks,W
Sakura Kyoshiro,20,3,9.0,-0.0,-0.0,-0.1,,0.0,0.1,-0.1,,,SoftBank Hawks,W
Namiki Hidetaka,27,7,5.0,-0.0,-0.0,-0.0,0.0,,0.0,-0.1,,,Yakult Swallows,E
Mikami Aisuke,22,7,3.0,-0.0,-0.0,-0.0,0.0,,0.0,-0.0,,,Chunichi Dragons,C
Ikeda Raito,26,7,4.0,-0.0,-0.0,-0.1,0.0,,0.0,-0.0,,,Lotte Marines,E
Shimizu Yushi,30,2,28.0,-0.0,-0.0,,-0.1,,0.1,0.4,-0.1,-0.3,Nipponham Fighters,E
Oka Hiromi,34,7,5.0,-0.0,-0.0,-0.1,0.0,,0.0,-0.1,,,Lotte Marines,E
Chatani Kenta,28,4,1.0,-0.0,-0.0,-0.1,,0.1,0.0,0.0,,,Lotte Marines,E
Waters RikaiJyumile,20,4,16.0,-0.0,-0.0,-0.2,,-0.0,0.2,0.0,,,Rakuten Eagles,E
Mogi Eigoro,32,4,5.1,-0.1,-24.3,-0.1,,0.0,0.0,0.0,,,Yakult Swallows,E
Mashiko Kyosuke,25,2,9.0,-0.1,-14.3,,-0.1,,0.0,0.1,-1.1,-0.1,DeNA BayStars,C
Horomura Daita,21,7,9.2,-0.1,-13.3,-0.1,0.0,,0.0,-0.1,,,Rakuten Eagles,E
Uchiyama Souma,24,5,7.0,-0.1,-18.4,-0.1,,0.0,0.1,-0.0,,,Yakult Swallows,E
Yamashita Kyogo,21,5,6.0,-0.1,-21.4,-0.1,,0.0,0.1,-0.0,,,SoftBank Hawks,W
Lin Lyle Chia-Cheng,29,2,16.0,-0.1,-8.0,,-0.1,,0.0,0.2,-0.6,-0.1,Nipponham Fighters,E
Nishio Ayuma,26,5,9.0,-0.1,-14.3,-0.1,,0.0,0.1,-0.0,,,SoftBank Hawks,W
Itsubo Hinase,21,8,18.0,-0.1,-7.2,-0.1,0.1,,0.0,0.1,,,Hanshin Tigers,W
Irie Daiki,24,6,5.0,-0.1,-25.7,-0.1,,-0.1,0.1,0.0,,,Rakuten Eagles,E
Sakaguchi Uta,23,9,12.0,-0.1,-10.7,-0.2,0.1,,0.0,-0.1,,,Nipponham Fighters,E
Mannami Chusei,26,9,42.0,-0.1,-3.1,0.1,-0.2,,0.0,-0.2,,,Nipponham Fighters,E
Fujioka Yudai,32,6,6.0,-0.1,-21.4,-0.3,,0.1,0.1,0.1,,,Lotte Marines,E
Sobukawa Zairen,20,3,11.0,-0.1,-11.7,-0.1,,0.0,0.0,-0.1,,,SoftBank Hawks,W
Maekawa Seita,23,3,9.0,-0.1,-14.3,-0.1,,0.0,0.0,-0.1,,,Hiroshima Carp,W
Myose Ryosuke,20,5,17.0,-0.1,-7.6,1.2,,-0.3,-1.0,-0.1,,,Nipponham Fighters,E
Ogasawara Sou,20,3,15.0,-0.1,-8.6,-0.1,,0.0,0.0,-0.2,,,DeNA BayStars,C
Kobayashi Yuta,22,2,19.0,-0.1,-6.8,,0.1,,-0.2,0.3,0.1,0.1,Hiroshima Carp,W
Yoshino Soshi,22,9,31.0,-0.1,-4.2,0.4,-0.5,,0.0,-0.1,,,Rakuten Eagles,E
Onodera Dan,28,7,11.0,-0.1,-11.7,-0.1,-0.0,,0.0,-0.1,,,Hanshin Tigers,W
Ishihara Tsuyoshi,27,2,22.0,-0.1,-5.9,,-0.1,,0.0,0.3,-0.1,0.1,Rakuten Eagles,E
Yamaasa Ryunosuke,22,2,21.0,-0.1,-6.1,,-0.1,,0.0,0.3,-0.8,0.1,Chunichi Dragons,C
Sawai Ren,26,3,33.0,-0.1,-3.9,-0.2,,0.0,0.1,-0.4,,,Yakult Swallows,E
Kawano Sota,26,4,9.0,-0.1,-14.3,-0.1,,0.0,0.0,0.0,,,ORIX Buffaloes,W
Oda Gouki,25,7,21.0,-0.1,-6.1,-0.1,0.0,,0.0,-0.2,,,Chunichi Dragons,C
Shimizu Musashi,23,4,9.0,-0.1,-14.3,-0.1,,0.0,0.0,0.0,,,ORIX Buffaloes,W
Itsubo Hinase,21,7,28.0,-0.1,-4.6,-1.9,1.8,,0.0,-0.3,,,Hanshin Tigers,W
Nishimura Ruito,21,8,17.0,-0.1,-7.6,0.1,-0.2,,0.0,0.1,,,Yakult Swallows,E
Mutoh Atsuki,25,8,9.0,-0.1,-14.3,0.1,-0.2,,0.0,0.0,,,Rakuten Eagles,E
Yamanobe Kakeru,32,6,45.0,-0.1,-2.9,0.8,,-0.4,-0.6,0.4,,,Yakult Swallows,E
Katsuda Naru,23,6,6.0,-0.1,-21.4,-0.1,,0.0,0.0,0.1,,,Hiroshima Carp,W
Ohshima Yohei,40,7,18.0,-0.1,-7.2,0.2,-0.3,,0.0,-0.2,,,Chunichi Dragons,C
Machida Hayato,23,2,20.0,-0.1,-6.4,,-0.2,,0.0,0.3,0.8,0.0,Hanshin Tigers,W
Hosokawa Ryohei,24,9,13.0,-0.1,-9.9,-0.1,0.0,,0.0,-0.1,,,Nipponham Fighters,E
Satoh Kota,22,9,10.0,-0.1,-12.9,-0.1,0.0,,0.0,-0.0,,,SoftBank Hawks,W
Ishibashi Kota,25,2,11.0,-0.1,-11.7,,-0.1,,0.0,0.1,0.3,0.1,Chunichi Dragons,C
Sugimoto Yutaro,35,9,7.0,-0.1,-18.4,0.1,-0.3,,0.0,-0.0,,,ORIX Buffaloes,W
Fukunaga Sho,26,2,14.0,-0.1,-9.2,,-0.1,,0.0,0.2,0.8,0.0,ORIX Buffaloes,W
Miyashita Asahi,22,6,55.0,-0.1,-2.3,0.5,,-0.2,-0.4,0.5,,,DeNA BayStars,C
Hiruma Takuya,25,7,18.0,-0.1,-7.2,-0.0,-0.1,,0.0,-0.2,,,Seibu Lions,C
Shimamura Rinshiro,22,2,11.0,-0.1,-11.7,,-0.2,,0.0,0.1,0.6,-0.1,Hanshin Tigers,W
Matsukawa Kou,22,2,10.0,-0.1,-12.9,,-0.1,,0.0,0.1,0.2,-0.1,Lotte Marines,E
Takamizawa Ikumi,20,5,6.0,-0.1,-21.4,-0.3,,0.0,0.1,-0.0,,,DeNA BayStars,C
Sugisawa Ryu,26,4,7.0,-0.1,-18.4,-0.1,,0.0,0.0,0.0,,,ORIX Buffaloes,W
Takagi Shoto,22,2,5.0,-0.1,-25.7,,-0.2,,0.0,0.1,-0.5,0.0,Hiroshima Carp,W
Ishihara Tomoki,28,2,7.0,-0.1,-18.4,,-0.2,,0.0,0.1,-0.1,0.0,Hiroshima Carp,W
Tanimura Tsuyoshi,19,4,0.2,-0.1,-183.9,-0.1,,0.0,0.0,0.0,,,Lotte Marines,E
Ishikawa Ryo,30,2,7.0,-0.1,-18.4,,-0.2,,0.0,0.1,1.6,0.0,ORIX Buffaloes,W
Satoh Kota,22,7,4.0,-0.2,-64.4,-0.2,0.0,,0.0,-0.0,,,SoftBank Hawks,W
Inoue Kouta,24,3,2.0,-0.2,-128.7,-0.2,,0.0,0.0,-0.0,,,Lotte Marines,E
Nogami Shikira,19,2,2.0,-0.2,-128.7,,-0.2,,0.0,0.0,-0.0,-0.1,ORIX Buffaloes,W
Yamanaka Ryoma,25,9,12.0,-0.2,-21.4,-0.3,0.2,,0.0,-0.1,,,ORIX Buffaloes,W
Consuegra Stanley,25,7,25.0,-0.2,-10.3,0.4,-0.6,,0.0,-0.2,,,Hanshin Tigers,W
Utsunomiya Kisara,22,5,1.0,-0.2,-257.4,-0.2,,0.0,0.0,0.0,,,Yomiuri Giants,C
Arnaez Jean,23,5,4.0,-0.2,-64.4,-0.2,,0.0,0.0,-0.0,,,Hanshin Tigers,W
Kawasaki Toshiaki,25,5,1.0,-0.2,-257.4,-0.2,,0.0,0.0,0.0,,,Hanshin Tigers,W
Takahashi Shuhei,32,5,5.0,-0.2,-51.5,-0.2,,0.0,0.0,-0.0,,,Chunichi Dragons,C
Hirayama Kota,22,8,23.0,-0.2,-11.2,-0.2,0.0,,0.0,0.1,,,Yomiuri Giants,C
Yuasa Dai,26,5,0.1,-0.2,-858.0,-0.2,,0.0,0.0,0.0,,,Yomiuri Giants,C
Chano Tokumasa,26,7,17.0,-0.2,-15.1,0.1,-0.3,,0.0,-0.2,,,Seibu Lions,C
Imagawa Yuma,29,7,21.0,-0.2,-12.3,-0.2,0.0,,0.0,-0.2,,,Nipponham Fighters,E
Suzuki Yamato,27,9,3.0,-0.2,-85.8,-0.2,0.0,,0.0,-0.0,,,Yomiuri Giants,C
Ohtsubo Shion,22,9,6.0,-0.2,-42.9,-0.2,0.0,,0.0,-0.0,,,Rakuten Eagles,E
Kita Ryoto,23,9,23.0,-0.2,-11.2,-0.1,-0.1,,0.0,-0.1,,,ORIX Buffaloes,W
Nishikawa Atsumu,18,6,24.0,-0.2,-10.7,0.0,,0.1,-0.3,0.2,,,Hiroshima Carp,W
Nabara Norihiko,26,7,3.0,-0.2,-85.8,-0.2,0.0,,0.0,-0.0,,,Hiroshima Carp,W
Yamamoto Daito,23,7,2.0,-0.2,-128.7,-0.2,0.0,,0.0,-0.0,,,Lotte Marines,E
Kaneko Koji,22,6,7.0,-0.2,-36.8,-0.2,,-0.1,0.1,0.1,,,Seibu Lions,C
Okamura Ryoju,19,2,46.0,-0.2,-5.6,,-0.3,,0.1,0.7,-1.8,0.0,Lotte Marines,E
Ishigaki Masami,27,4,8.0,-0.2,-32.2,-0.5,,0.1,0.1,0.0,,,Lotte Marines,E
Yokoyama Seiya,20,6,54.0,-0.2,-4.8,-0.3,,-0.6,0.7,0.4,,,ORIX Buffaloes,W
Waters RikaiJyumile,20,6,59.0,-0.2,-4.4,0.1,,-0.1,-0.3,0.5,,,Rakuten Eagles,E
Fujimori Kaito,19,2,16.0,-0.2,-16.1,,-0.3,,0.0,0.2,-1.2,-0.1,Nipponham Fighters,E
Yasuda Hisanori,27,3,50.0,-0.2,-5.1,-0.4,,-0.1,0.2,-0.6,,,Lotte Marines,E
Bright Kenta,27,8,13.0,-0.2,-19.8,-0.3,0.1,,0.0,0.0,,,Chunichi Dragons,C
Kakinuma Tomoya,33,2,11.1,-0.2,-22.8,,0.0,,-0.3,0.2,-0.6,0.0,Yakult Swallows,E
Yamaguchi Koki,25,3,8.2,-0.3,-44.4,-0.3,,0.0,0.0,-0.1,,,Lotte Marines,E
Mikami Aisuke,22,8,13.0,-0.3,-29.7,-0.3,0.0,,0.0,0.0,,,Chunichi Dragons,C
Tatematsu Yu,27,3,5.0,-0.3,-77.2,-0.3,,0.0,0.0,-0.1,,,Lotte Marines,E
Sakaeda Yuki,28,2,25.0,-0.3,-15.4,,-0.3,,0.0,0.3,2.4,-0.2,Hanshin Tigers,W
Yang Po-Hsiang,21,6,30.0,-0.3,-12.9,0.9,,0.4,-1.6,0.3,,,Rakuten Eagles,E
Watanabe Riku,25,2,40.1,-0.3,-9.6,,-0.1,,-0.2,0.6,1.3,0.0,SoftBank Hawks,W
Horiuchi Kengo,29,2,21.0,-0.3,-18.4,,-0.3,,0.0,0.3,-0.5,-0.1,Rakuten Eagles,E
Kobukata Hiroto,30,4,4.0,-0.3,-96.5,-0.4,,0.1,0.0,0.0,,,Rakuten Eagles,E
Higuma Montell,26,9,21.1,-0.3,-18.1,-1.1,0.8,,0.0,-0.1,,,Yakult Swallows,E
Sawai Ren,26,9,10.0,-0.3,-38.6,-0.3,-0.0,,0.0,-0.0,,,Yakult Swallows,E
Hanada Asahi,23,9,18.0,-0.3,-21.4,0.1,-0.5,,0.0,-0.1,,,Chunichi Dragons,C
Wakatsuki Kenya,30,2,9.0,-0.3,-42.9,,-0.3,,0.0,0.1,0.1,0.1,ORIX Buffaloes,W
Miya Taisei,23,2,41.0,-0.3,-9.4,,-0.4,,0.1,0.6,-1.1,0.1,Chunichi Dragons,C
Tsuda Keishi,23,3,8.0,-0.3,-48.3,-0.3,,0.0,0.0,-0.1,,,Chunichi Dragons,C
Takamizawa Ikumi,20,3,10.0,-0.3,-38.6,-0.3,,0.0,0.0,-0.1,,,DeNA BayStars,C
Hamada Taiki,20,4,14.0,-0.3,-27.6,-0.5,,0.1,0.1,0.0,,,Nipponham Fighters,E
Kawagoe Seiji,33,9,27.0,-0.3,-14.3,-0.4,0.0,,0.0,-0.1,,,Chunichi Dragons,C
Yamamoto Yasuhiro,32,6,6.0,-0.3,-64.4,-0.5,,0.1,0.1,0.1,,,Chunichi Dragons,C
Sugisawa Ryu,26,9,17.0,-0.3,-22.7,-0.5,0.1,,0.0,-0.1,,,ORIX Buffaloes,W
Takeshita Raia,19,5,4.0,-0.3,-96.5,-0.3,,0.0,0.0,-0.0,,,Yomiuri Giants,C
Suzuki Daichi,36,5,5.0,-0.3,-77.2,-0.3,,0.0,0.0,-0.0,,,Rakuten Eagles,E
Miyazaki Ryusei,25,5,5.0,-0.3,-77.2,-0.3,,0.0,0.0,-0.0,,,Lotte Marines,E
Kobari Daiki,19,8,2.0,-0.3,-193.0,-0.5,0.1,,0.0,0.0,,,DeNA BayStars,C
Kawano Sota,26,6,22.0,-0.3,-17.6,-0.7,,-0.1,0.5,0.2,,,ORIX Buffaloes,W
Imasaka Tomoki,19,5,3.0,-0.4,-171.6,0.3,,0.0,-0.6,-0.0,,,ORIX Buffaloes,W
Kurebayashi Kotaro,24,6,9.0,-0.4,-57.2,-0.5,,0.1,0.0,0.1,,,ORIX Buffaloes,W
Kaneda Yuta,21,4,13.0,-0.4,-39.6,-0.5,,0.1,0.0,0.0,,,Lotte Marines,E
Murakami Kyoichiro,25,2,18.0,-0.4,-28.6,,-0.1,,-0.2,0.3,2.0,0.1,ORIX Buffaloes,W
Tomiyama Konoshin,20,2,20.0,-0.4,-25.7,,-0.1,,-0.2,0.3,-0.7,-0.1,Lotte Marines,E
Kobayashi Seiji,37,2,38.0,-0.4,-13.5,,-0.5,,0.1,0.5,-1.9,0.0,Yomiuri Giants,C
Kita Ryoto,23,7,22.0,-0.4,-23.4,0.0,-0.4,,0.0,-0.2,,,ORIX Buffaloes,W
Devanney Cam,29,6,35.0,-0.4,-14.7,-0.2,,-0.4,0.2,0.3,,,Hanshin Tigers,W
Kohno Hikaru,22,7,15.0,-0.4,-34.3,0.1,-0.5,,0.0,-0.1,,,Lotte Marines,E
Maegawa Ukyo,23,7,16.0,-0.4,-32.2,-0.4,0.0,,0.0,-0.1,,,Hanshin Tigers,W
Yasuda Yuma,26,2,38.2,-0.4,-13.3,,-0.5,,0.1,0.5,0.1,0.0,Rakuten Eagles,E
Akihiro Yuto,23,7,7.0,-0.4,-73.5,-0.8,0.4,,0.0,-0.1,,,SoftBank Hawks,W
Mori Shunta,19,5,61.0,-0.4,-8.4,-1.1,,0.1,0.6,-0.2,,,Chunichi Dragons,C
Katsuki Kazuya,30,3,11.0,-0.4,-46.8,-0.4,,0.0,0.0,-0.1,,,ORIX Buffaloes,W
Kato Hibiki,24,5,8.0,-0.4,-64.4,-0.5,,0.0,0.1,-0.0,,,DeNA BayStars,C
Koresawa Ryosuke,26,2,27.0,-0.4,-19.1,,-0.5,,0.1,0.4,-1.3,-0.1,Seibu Lions,C
Hiranuma Shota,28,5,21.0,-0.4,-24.5,-0.5,,-0.1,0.2,-0.1,,,ORIX Buffaloes,W
Kawada Yushin,24,8,49.1,-0.4,-10.4,-2.1,1.6,,0.0,0.2,,,Seibu Lions,C
Ikeda Ryoma,22,7,54.0,-0.4,-9.5,-0.1,-0.4,,0.0,-0.5,,,ORIX Buffaloes,W
Yamaguchi Ataru,27,9,10.0,-0.4,-51.5,-0.4,0.0,,0.0,-0.0,,,Nipponham Fighters,E
Dohbayashi Shota,34,7,23.0,-0.4,-22.4,-0.4,0.0,,0.0,-0.2,,,Hiroshima Carp,W
Ohtsubo Shion,22,7,24.0,-0.4,-21.4,-0.1,-0.3,,0.0,-0.2,,,Rakuten Eagles,E
Kishimoto Yuya,19,6,14.2,-0.5,-43.8,-0.6,,0.0,0.1,0.1,,,Rakuten Eagles,E
Kai Takuya,33,2,17.0,-0.5,-37.9,,-0.5,,0.0,0.2,1.2,0.0,Yomiuri Giants,C
Minei Hiroki,35,2,20.0,-0.5,-32.2,,-0.5,,0.0,0.3,1.0,0.0,SoftBank Hawks,W
Sato Keisuke,25,4,7.0,-0.5,-91.9,-0.5,,0.0,0.0,0.0,,,Hiroshima Carp,W
Fujita Taisei,21,7,4.0,-0.5,-160.9,-0.2,-0.2,,0.0,-0.0,,,Nipponham Fighters,E
Chatani Kenta,28,6,7.0,-0.5,-91.9,-0.5,,-0.1,0.1,0.1,,,Lotte Marines,E
Ogoh Yuya,29,7,8.0,-0.5,-80.4,-0.2,-0.3,,0.0,-0.1,,,Rakuten Eagles,E
Ishibashi Kota,25,3,9.0,-0.5,-71.5,-0.5,,0.0,0.0,-0.1,,,Chunichi Dragons,C
Nakamura Takahiro,26,8,39.0,-0.5,-16.5,-1.2,0.7,,0.0,0.1,,,Hiroshima Carp,W
Nakagawa Takuma,23,3,18.1,-0.5,-35.2,-0.6,,0.0,0.1,-0.2,,,Yakult Swallows,E
Tsuchida Ryuku,23,4,20.0,-0.5,-32.2,-0.5,,-0.2,0.2,0.1,,,Chunichi Dragons,C
Watanabe Yuto,23,7,4.0,-0.5,-160.9,-0.5,0.0,,0.0,-0.0,,,Hiroshima Carp,W
Miyashita Asahi,22,5,6.0,-0.5,-107.2,-0.5,,0.0,0.0,-0.0,,,DeNA BayStars,C
Akiyama Shun,23,8,51.0,-0.5,-12.6,-0.3,-0.2,,0.0,0.2,,,Seibu Lions,C
Kameda Keita,27,3,6.2,-0.5,-96.0,-0.5,,0.0,0.0,-0.1,,,Yomiuri Giants,C
Naito Ho,21,5,50.0,-0.5,-12.9,-0.6,,0.0,0.1,-0.2,,,ORIX Buffaloes,W
Horomura Daita,21,8,22.0,-0.5,-29.2,-0.3,-0.2,,0.0,0.1,,,Rakuten Eagles,E
Itsubo Hinase,21,9,9.0,-0.5,-71.5,-0.5,0.0,,0.0,-0.0,,,Hanshin Tigers,W
Yuasa Dai,26,4,26.2,-0.5,-24.1,0.1,,-0.2,-0.5,0.1,,,Yomiuri Giants,C
Matsumoto Ryunosuke,21,8,9.0,-0.5,-71.5,-0.3,-0.3,,0.0,0.0,,,Yakult Swallows,E
Chino Naoto,27,3,33.0,-0.6,-23.4,-0.8,,0.0,0.2,-0.4,,,Chunichi Dragons,C
Higuma Montell,26,7,3.0,-0.6,-257.4,-0.6,0.0,,0.0,-0.0,,,Yakult Swallows,E
Bright Kenta,27,9,39.0,-0.6,-19.8,-0.5,-0.1,,0.0,-0.1,,,Chunichi Dragons,C
Kondo Taiga,20,2,21.0,-0.6,-36.8,,-0.3,,-0.2,0.3,0.7,-0.1,DeNA BayStars,C
Yamanaka Ryoma,25,3,66.0,-0.6,-11.7,-0.8,,0.0,0.3,-0.7,,,ORIX Buffaloes,W
Sekine Taiki,31,9,37.0,-0.6,-20.9,-0.5,-0.0,,0.0,-0.1,,,DeNA BayStars,C
Shigematsu Kaito,26,9,8.0,-0.6,-96.5,-0.6,0.0,,0.0,-0.0,,,SoftBank Hawks,W
Mitsuka Rui,22,3,16.0,-0.6,-48.3,-0.6,,0.0,0.0,-0.2,,,Yomiuri Giants,C
Akahane Yoshihiro,26,4,9.0,-0.6,-85.8,0.1,,0.0,-0.7,0.0,,,Yakult Swallows,E
Umebayashi Yuki,28,2,32.0,-0.6,-24.1,,-0.6,,0.1,0.5,-0.8,-0.0,Nipponham Fighters,E
Kohno Hikaru,22,9,10.0,-0.6,-77.2,-0.7,0.1,,0.0,-0.0,,,Lotte Marines,E
Noda Kaito,21,2,27.0,-0.6,-28.6,,-0.7,,0.1,0.4,0.5,0.1,Seibu Lions,C
Tajima Kosuke,26,2,16.0,-0.6,-48.3,,-0.6,,0.0,0.2,1.3,-0.0,ORIX Buffaloes,W
Shiomi Yasutaka,33,9,21.0,-0.6,-36.8,-0.6,0.0,,0.0,-0.1,,,Yakult Swallows,E
Kiyomiya Kotaro,27,3,28.0,-0.6,-27.6,0.0,,-0.1,-0.6,-0.3,,,Nipponham Fighters,E
Itoh Yukiya,29,3,28.0,-0.7,-32.2,-0.7,,0.0,0.1,-0.3,,,Rakuten Eagles,E
Yokoyama Seiya,20,4,8.0,-0.7,-112.6,-0.4,,-0.3,0.0,0.0,,,ORIX Buffaloes,W
Miyazaki Kazuki,24,7,44.0,-0.7,-20.5,-0.2,-0.5,,0.0,-0.4,,,Nipponham Fighters,E
Itoh Yukiya,29,7,9.0,-0.7,-100.1,-0.7,0.0,,0.0,-0.1,,,Rakuten Eagles,E
