Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Fabian Sandro,28,7,26.0,0.6,29.7,0.9,-0.3,,0.0,-0.3,,,Hiroshima Carp,CL
Nishino Masahiro,35,4,6.0,0.6,128.7,0.6,,0.0,0.0,0.0,,,ORIX Buffaloes,PL
Yamamoto Daito,23,7,3.0,0.6,257.4,0.6,0.0,,0.0,-0.0,,,Lotte Marines,PL
Ebina Tatsuo,28,8,27.0,0.6,28.6,0.7,-0.1,,0.0,0.1,,,DeNA BayStars,CL
Nomura Yuki,26,7,7.0,0.6,110.3,0.9,-0.3,,0.0,-0.1,,,Nipponham Fighters,PL
Dalbec Bobby,31,3,27.0,0.6,28.6,0.6,,0.0,0.0,-0.3,,,Yomiuri Giants,CL
Sano Miguel,33,3,24.0,0.6,32.2,0.6,,0.0,0.0,-0.3,,,Chunichi Dragons,CL
Kurebayashi Kotaro,24,6,24.0,0.5,26.8,0.4,,0.0,0.1,0.2,,,ORIX Buffaloes,PL
Urata Shunsuke,23,4,18.0,0.5,35.8,0.0,,0.3,0.1,0.1,,,Yomiuri Giants,CL
Koga Yudai,27,2,18.0,0.5,35.8,,0.4,,0.1,0.3,-0.3,0.1,Yakult Swallows,CL
Ohyama Yusuke,31,3,24.0,0.5,26.8,0.5,,0.0,0.0,-0.3,,,Hanshin Tigers,CL
Asamura Hideto,35,3,23.0,0.4,22.4,0.3,,0.1,0.0,-0.3,,,Rakuten Eagles,PL
Sakamoto Seishiro,32,2,11.0,0.4,46.8,,0.4,,0.0,0.2,0.3,0.0,Hanshin Tigers,CL
Fukunaga Hiroki,29,5,25.2,0.4,20.0,0.2,,0.0,0.2,-0.1,,,Chunichi Dragons,CL
Mori Tomoya,30,2,9.0,0.4,57.2,,0.4,,0.0,0.1,-0.3,0.1,ORIX Buffaloes,PL
Takizawa Natsuo,22,4,9.0,0.4,57.2,0.2,,0.1,0.1,0.0,,,Seibu Lions,PL
Nakagawa Hayato,22,7,20.0,0.4,25.7,0.6,-0.2,,0.0,-0.2,,,Hanshin Tigers,CL
Tsutsugoh Yoshitomo,34,5,7.0,0.4,73.5,0.2,,0.0,0.2,-0.0,,,DeNA BayStars,CL
Kurokawa Fumiya,25,5,18.0,0.4,28.6,0.2,,0.0,0.2,-0.1,,,Rakuten Eagles,PL
Ohmori Minoru,29,8,3.0,0.4,171.6,0.4,0.0,,0.0,0.0,,,Hiroshima Carp,CL
Kawamura Yuto,26,9,1.0,0.3,386.1,0.3,0.0,,0.0,0.0,,,SoftBank Hawks,PL
Sato Naoki,27,7,1.0,0.3,386.1,0.3,0.0,,0.0,-0.0,,,Rakuten Eagles,PL
Sasaki Shunsuke,26,7,1.0,0.3,386.1,0.3,0.0,,0.0,-0.0,,,Yomiuri Giants,CL
Sato Teruaki,27,5,26.0,0.3,14.8,-0.0,,-0.1,0.4,-0.1,,,Hanshin Tigers,CL
Sano Keita,31,3,9.0,0.3,42.9,0.4,,-0.1,0.0,-0.1,,,DeNA BayStars,CL
Akahane Yoshihiro,26,7,8.0,0.3,48.3,0.4,-0.1,,0.0,-0.1,,,Yakult Swallows,CL
Calixte Orlando,34,9,21.0,0.2,12.3,0.3,-0.1,,0.0,-0.1,,,Chunichi Dragons,CL
Nomura Yuki,26,4,1.0,0.2,257.4,0.2,,0.0,0.0,0.0,,,Nipponham Fighters,PL
Ohshiro Koji,33,4,2.0,0.2,128.7,0.2,,0.0,0.0,0.0,,,ORIX Buffaloes,PL
Ishii Yuta,25,2,25.2,0.2,10.0,,0.4,,-0.2,0.4,0.6,0.1,Chunichi Dragons,CL
Ohta Ryo,25,3,8.0,0.2,32.2,0.2,,0.0,0.0,-0.1,,,ORIX Buffaloes,PL
Noguchi Tomoya,26,6,3.0,0.2,85.8,0.2,,0.0,0.0,0.0,,,ORIX Buffaloes,PL
Tonosaki Shuta,33,4,6.0,0.2,42.9,0.2,,-0.1,0.1,0.0,,,Seibu Lions,PL
Nakayama Raito,24,9,27.0,0.2,9.5,0.3,-0.1,,0.0,-0.1,,,Yomiuri Giants,CL
Takizawa Natsuo,22,6,8.0,0.2,32.2,0.4,,-0.2,0.0,0.1,,,Seibu Lions,PL
Yanagimachi Tatsuru,29,7,18.0,0.2,14.3,-0.5,0.6,,0.0,-0.2,,,SoftBank Hawks,PL
Hasegawa Shinya,24,3,17.0,0.2,15.1,0.2,,0.0,0.0,-0.2,,,Seibu Lions,PL
Maki Shugo,28,4,27.0,0.1,4.8,0.8,,-0.1,-0.6,0.1,,,DeNA BayStars,CL
Terachi Ryusei,20,5,27.0,0.1,4.8,0.5,,-0.2,-0.2,-0.1,,,Lotte Marines,PL
Ohta Hikaru,29,2,21.0,0.1,6.1,,0.1,,0.1,0.3,-0.1,-0.0,Rakuten Eagles,PL
Sasaki Tai,23,3,28.0,0.1,4.6,0.1,,0.0,0.0,-0.3,,,Hiroshima Carp,CL
Ogawa Ryusei,28,4,15.0,0.1,8.6,-0.0,,0.1,0.1,0.0,,,Lotte Marines,PL
Okabayashi Yuki,24,8,25.2,0.1,5.0,0.3,-0.2,,0.0,0.1,,,Chunichi Dragons,CL
Matsumoto Go,32,8,27.0,0.1,4.8,-0.0,0.1,,0.0,0.1,,,Yomiuri Giants,CL
Wakatsuki Kenya,30,2,18.0,0.1,7.2,,0.0,,0.1,0.3,0.9,-0.1,ORIX Buffaloes,PL
Fushimi Torai,36,2,15.0,0.0,0.0,,0.0,,0.0,0.2,-0.2,0.0,Hanshin Tigers,CL
Yamamoto Yuudai,27,2,16.0,0.0,0.0,,0.0,,0.0,0.2,-0.1,0.0,DeNA BayStars,CL
Kojima Taiga,22,2,17.0,0.0,0.0,,0.0,,0.0,0.2,0.5,0.1,Seibu Lions,PL
Tanaka Mikiya,25,4,24.0,0.0,0.0,0.3,,-0.3,0.1,0.1,,,Chunichi Dragons,CL
Matsuo Shion,21,2,11.0,0.0,0.0,,-0.2,,0.2,0.2,-0.3,-0.1,DeNA BayStars,CL
Tanigawara Kenta,29,2,8.0,0.0,0.0,,0.0,,0.0,0.1,0.2,-0.1,SoftBank Hawks,PL
Satoh Toshiya,28,2,4.0,0.0,0.0,,0.0,,0.0,0.1,-0.1,0.0,Lotte Marines,PL
Itoh Hikaru,37,2,4.0,0.0,0.0,,0.0,,0.0,0.1,-0.2,0.0,Rakuten Eagles,PL
Nomura Isami,29,6,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,SoftBank Hawks,PL
Akahane Yoshihiro,26,5,6.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Yakult Swallows,CL
Takatera Nozomu,23,7,4.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Hanshin Tigers,CL
Oka Hiromi,34,3,3.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Lotte Marines,PL
Ogoh Yuya,29,9,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Rakuten Eagles,PL
Watanabe Yoshiaki,29,5,3.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Rakuten Eagles,PL
Nakata Keisuke,26,7,2.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Seibu Lions,PL
Ikhine Itua,21,7,1.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,SoftBank Hawks,PL
Narama Taiki,26,6,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Nipponham Fighters,PL
Hirooka Taishi,29,3,3.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,ORIX Buffaloes,PL
Nakashima Daisuke,25,7,1.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Rakuten Eagles,PL
Shimizu Yushi,30,2,1.0,0.0,0.0,,0.0,,0.0,0.0,0.1,0.0,Nipponham Fighters,PL
Mugitani Yusuke,23,9,3.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,ORIX Buffaloes,PL
Miyazaki Ryusei,25,4,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Lotte Marines,PL
Oda Gouki,25,9,2.2,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Chunichi Dragons,CL
Itayama Yutaro,32,9,2.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Chunichi Dragons,CL
Yamagata Shu,24,6,8.0,0.0,0.0,0.0,,0.0,0.0,0.1,,,Nipponham Fighters,PL
Kumagai Takahiro,30,3,2.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Hanshin Tigers,CL
Kumagai Takahiro,30,7,2.0,0.0,0.0,0.0,0.0,,0.0,-0.0,,,Hanshin Tigers,CL
Irie Daiki,24,6,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Rakuten Eagles,PL
Suzuki Daichi,36,3,2.0,0.0,0.0,0.0,,0.0,0.0,-0.0,,,Rakuten Eagles,PL
Mizuno Tatsuki,25,4,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Nipponham Fighters,PL
Ishikami Taiki,25,6,11.0,-0.0,-0.0,-0.2,,0.1,0.0,0.1,,,DeNA BayStars,CL
Seymour Bob,27,3,16.0,-0.0,-0.0,-0.0,,0.0,0.0,-0.2,,,ORIX Buffaloes,PL
Hasegawa Shinya,24,9,8.0,-0.1,-16.1,0.6,-0.7,,0.0,-0.0,,,Seibu Lions,PL
Tamiya Yua,26,2,23.0,-0.1,-5.6,,0.4,,-0.5,0.3,0.2,-0.2,Nipponham Fighters,PL
Itoh Ryui,23,4,27.0,-0.1,-4.8,0.0,,-0.3,0.1,0.1,,,Yakult Swallows,CL
Sato Naoki,27,9,9.0,-0.1,-14.3,-0.2,0.1,,0.0,-0.0,,,Rakuten Eagles,PL
Castro Rodolfo,27,4,15.0,-0.1,-8.6,-0.1,,-0.1,0.1,0.0,,,Nipponham Fighters,PL
Makihara Taisei,33,4,27.0,-0.1,-4.8,-0.4,,0.2,0.1,0.1,,,SoftBank Hawks,PL
Kishida Yukinori,29,2,27.0,-0.1,-4.8,,-0.1,,-0.0,0.4,-1.5,0.1,Yomiuri Giants,CL
Ishii Kazunari,32,4,10.0,-0.1,-12.9,-0.1,,0.0,0.0,0.0,,,Seibu Lions,PL
Masuda Riku,26,4,9.0,-0.1,-14.3,-0.3,,0.1,0.0,0.0,,,Yomiuri Giants,CL
Kurokawa Fumiya,25,4,7.0,-0.1,-18.4,-0.2,,0.1,0.0,0.0,,,Rakuten Eagles,PL
Kuwahara Masayuki,32,7,23.0,-0.1,-5.6,0.2,-0.3,,0.0,-0.2,,,Seibu Lions,PL
Genda Sosuke,33,6,17.0,-0.1,-7.6,-0.3,,0.1,0.1,0.1,,,Seibu Lions,PL
Takabe Akito,28,8,27.0,-0.2,-9.5,-0.1,-0.1,,0.0,0.1,,,Lotte Marines,PL
Watanabe Haruto,26,7,3.0,-0.2,-85.8,-0.2,0.0,,0.0,-0.0,,,ORIX Buffaloes,PL
Ishikawa Takaya,25,3,1.2,-0.2,-151.4,-0.2,,0.0,0.0,-0.0,,,Chunichi Dragons,CL
Nakamura Shosei,27,7,2.0,-0.2,-128.7,-0.2,0.0,,0.0,-0.0,,,Hiroshima Carp,CL
Sakakura Shogo,28,2,28.0,-0.3,-13.8,,-0.5,,0.3,0.4,0.1,0.1,Hiroshima Carp,CL
Nakagawa Keita,30,8,27.0,-0.3,-14.3,-0.1,-0.1,,0.0,0.1,,,ORIX Buffaloes,PL
Matsukawa Kou,22,2,23.0,-0.3,-16.8,,-0.3,,0.1,0.3,-0.1,-0.1,Lotte Marines,PL
Osuna Jose,33,3,27.0,-0.3,-14.3,-0.3,,0.0,0.0,-0.3,,,Yakult Swallows,CL
Nakamura Shosei,27,9,25.0,-0.3,-15.4,0.4,-0.7,,0.0,-0.1,,,Hiroshima Carp,CL
Tsujimoto Rintaro,24,4,1.2,-0.3,-227.1,-0.3,,0.0,0.0,0.0,,,Chunichi Dragons,CL
Hayashi Takuma,25,6,16.0,-0.3,-24.1,-0.3,,-0.1,0.0,0.1,,,DeNA BayStars,CL
Kiyomiya Kotaro,27,3,24.0,-0.3,-16.1,-0.3,,0.0,0.0,-0.3,,,Nipponham Fighters,PL
Hirooka Taishi,29,9,24.0,-0.3,-16.1,0.1,-0.4,,0.0,-0.1,,,ORIX Buffaloes,PL
Suzuki Kyo,20,2,9.0,-0.3,-42.9,,-0.3,,0.0,0.1,0.4,0.0,Yakult Swallows,CL
Yamamura Takayoshi,23,3,8.0,-0.3,-48.3,-0.3,,0.0,0.0,-0.1,,,Seibu Lions,PL
Miyazaki Toshiro,37,5,18.0,-0.3,-21.4,-0.5,,0.0,0.2,-0.1,,,DeNA BayStars,CL
Yazawa Kota,25,8,8.0,-0.3,-48.3,-0.3,0.0,,0.0,0.0,,,Nipponham Fighters,PL
Gunji Yuya,28,5,24.0,-0.4,-21.4,-0.5,,0.0,0.2,-0.1,,,Nipponham Fighters,PL
Umino Takashi,28,2,19.0,-0.4,-27.1,,-0.2,,-0.2,0.3,0.4,0.0,SoftBank Hawks,PL
Imamiya Kenta,34,6,17.0,-0.4,-30.3,0.5,,-0.2,-0.7,0.1,,,SoftBank Hawks,PL
Hummel Cooper,31,9,27.0,-0.4,-19.1,-0.1,-0.4,,0.0,-0.1,,,DeNA BayStars,CL
Koga Yuto,26,2,8.0,-0.5,-80.4,,-0.5,,0.0,0.1,-0.8,0.0,Seibu Lions,PL
Viciedo Dayan,37,3,18.0,-0.5,-35.8,-0.5,,0.0,0.0,-0.2,,,DeNA BayStars,CL
Hirakawa Ren,22,9,3.0,-0.5,-214.5,-0.5,0.0,,0.0,-0.0,,,Hiroshima Carp,CL
Muramatsu Kaito,25,6,25.2,-0.5,-25.0,-0.3,,-0.3,0.1,0.2,,,Chunichi Dragons,CL
Kawase Hikaru,28,6,9.0,-0.5,-71.5,-0.5,,0.0,0.0,0.1,,,SoftBank Hawks,PL
Kondoh Kensuke,32,7,8.0,-0.5,-80.4,-0.5,0.0,,0.0,-0.1,,,SoftBank Hawks,PL
Ikeda Raito,26,4,11.0,-0.5,-58.5,-0.5,,-0.1,0.0,0.0,,,Lotte Marines,PL
Yamakawa Hotaka,34,3,27.0,-0.6,-28.6,-0.6,,0.0,0.0,-0.3,,,SoftBank Hawks,PL
Soto Neftali,37,3,24.0,-0.6,-32.2,-0.6,,0.0,0.0,-0.3,,,Lotte Marines,PL
Mizutani Shun,25,8,7.0,-0.6,-110.3,-0.3,-0.4,,0.0,0.0,,,Nipponham Fighters,PL
Kozono Kaito,26,5,28.0,-0.6,-27.6,-0.8,,0.0,0.2,-0.1,,,Hiroshima Carp,CL
Mizuno Tatsuki,25,6,15.0,-0.7,-60.1,-0.5,,-0.2,0.0,0.1,,,Nipponham Fighters,PL
Suzuki Daichi,36,5,4.0,-0.7,-225.2,-0.7,,0.0,0.0,-0.0,,,Rakuten Eagles,PL
Irie Daiki,24,4,4.0,-0.8,-257.4,-0.7,,-0.1,0.0,0.0,,,Rakuten Eagles,PL
Ohta Ryo,25,4,19.0,-0.8,-54.2,-0.2,,0.1,-0.6,0.1,,,ORIX Buffaloes,PL
Higuchi Seishu,27,7,1.2,-0.8,-605.6,-0.5,-0.3,,0.0,-0.0,,,Chunichi Dragons,CL
Nagaoka Hideki,24,6,27.0,-0.8,-38.1,-0.7,,-0.2,0.1,0.2,,,Yakult Swallows,CL
Nishikawa Manaya,27,8,25.0,-0.8,-41.2,-0.7,-0.1,,0.0,0.1,,,Seibu Lions,PL
Watanabe Seiya,23,5,25.0,-0.9,-46.3,-0.6,,0.0,-0.3,-0.1,,,Seibu Lions,PL
Murabayashi Itsuki,28,6,24.0,-0.9,-48.3,-1.0,,0.1,0.0,0.2,,,Rakuten Eagles,PL
Katsuda Naru,23,6,28.0,-0.9,-41.4,-0.8,,-0.2,0.1,0.2,,,Hiroshima Carp,CL
Hayashi Takuma,25,5,2.0,-0.9,-579.2,0.5,,-0.2,-1.2,-0.0,,,DeNA BayStars,CL
Hosokawa Seiya,27,7,24.0,-0.9,-48.3,-0.9,0.0,,0.0,-0.2,,,Chunichi Dragons,CL
Isobata Ryota,27,8,9.0,-1.0,-143.0,-1.1,0.1,,0.0,0.0,,,Nipponham Fighters,PL
Nakashima Daisuke,25,9,15.0,-1.1,-94.4,-1.2,0.1,,0.0,-0.1,,,Rakuten Eagles,PL
Mizutani Shun,25,7,17.0,-1.2,-90.8,-0.4,-0.8,,0.0,-0.2,,,Nipponham Fighters,PL
Mune Yuma,30,5,27.0,-1.2,-57.2,-1.5,,0.2,0.2,-0.1,,,ORIX Buffaloes,PL
Maruyama Kazuya,26,9,7.0,-1.2,-220.6,-1.0,-0.2,,0.0,-0.0,,,Yakult Swallows,CL
Kondoh Kensuke,32,9,18.0,-1.4,-100.1,-1.2,-0.1,,0.0,-0.1,,,SoftBank Hawks,PL
Iwata Yukihiro,28,8,27.0,-1.5,-71.5,-1.6,0.1,,0.0,0.1,,,Yakult Swallows,CL
McCusker Carson,28,7,23.0,-1.5,-83.9,-2.1,0.6,,0.0,-0.2,,,Rakuten Eagles,PL
Watarai Ryuki,23,7,9.0,-1.6,-228.8,-1.6,0.0,,0.0,-0.1,,,DeNA BayStars,CL
Mannami Chusei,26,9,24.0,-1.8,-96.5,-2.1,0.3,,0.0,-0.1,,,Nipponham Fighters,PL
Nishikawa Ryoma,31,7,24.0,-1.8,-96.5,-1.5,-0.3,,0.0,-0.2,,,ORIX Buffaloes,PL
Kikuchi Ryosuke,36,4,28.0,-1.9,-87.3,-2.0,,0.0,0.1,0.1,,,Hiroshima Carp,CL
Hashimoto Seiya,25,9,12.0,-2.2,-236.0,-1.7,-0.5,,0.0,-0.1,,,Yakult Swallows,CL
Voit Luke,35,DH,25.0,,,,,,,-0.3,,,Rakuten Eagles,PL
Lin An-Ko,29,DH,16.0,,,,,,,-0.2,,,Seibu Lions,PL
Nakata Keisuke,26,DH,1.0,,,,,,,-0.0,,,Seibu Lions,PL
Mori Tomoya,30,DH,18.0,,,,,,,-0.2,,,ORIX Buffaloes,PL
Polanco Gregory,34,DH,26.0,,,,,,,-0.3,,,Lotte Marines,PL
Yamaguchi Koki,25,DH,1.0,,,,,,,-0.0,,,Lotte Marines,PL
Yanagita Yuki,37,DH,27.0,,,,,,,-0.3,,,SoftBank Hawks,PL
Reyes Franmil,30,DH,24.0,,,,,,,-0.3,,,Nipponham Fighters,PL
Wakatsuki Kenya,30,DH,9.0,,,,,,,-0.1,,,ORIX Buffaloes,PL
Tonosaki Shuta,33,DH,8.0,,,,,,,-0.1,,,Seibu Lions,PL
