Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Narama Taiki,23,DH,9.0,,,,,,,-0.1,,,Nipponham Fighters,EL
Takabe Akito,25,9,29.0,0.0,0.0,-0.1,0.2,,0.0,-0.1,,,Lotte Marines,EL
Takabe Akito,25,DH,111.1,,,,,,,-1.3,,,Lotte Marines,EL
Nishimaki Kenji,24,4,278.1,-8.0,-37.0,-8.0,,0.1,-0.1,0.8,,,DeNA BayStars,EL
Nishimaki Kenji,24,5,326.0,3.6,14.2,0.2,,0.7,2.7,-1.2,,,DeNA BayStars,EL
Nishimaki Kenji,24,6,142.0,-0.5,-4.5,1.1,,-0.9,-0.7,1.2,,,DeNA BayStars,EL
Nishimaki Kenji,24,7,35.0,0.4,14.7,0.4,-0.1,,0.0,-0.3,,,DeNA BayStars,EL
Nishimaki Kenji,24,DH,1.1,,,,,,,0.0,,,DeNA BayStars,EL
Murayama Ryosuke,19,3,8.0,0.2,32.2,0.0,,0.0,0.1,-0.1,,,Lotte Marines,EL
Murayama Ryosuke,19,DH,38.0,,,,,,,-0.5,,,Lotte Marines,EL
Takatera Nozomu,20,4,25.0,0.3,15.4,0.8,,-0.1,-0.4,0.1,,,Hanshin Tigers,WL
Takatera Nozomu,20,5,69.0,1.9,35.4,0.9,,0.1,0.8,-0.3,,,Hanshin Tigers,WL
Takatera Nozomu,20,6,497.2,5.3,13.7,6.1,,-0.6,-0.2,4.1,,,Hanshin Tigers,WL
Takatera Nozomu,20,DH,3.0,,,,,,,0.0,,,Hanshin Tigers,WL
Tamiya Yua,23,2,373.1,-0.7,-2.4,,0.3,,-1.0,5.3,-5.7,0.1,Nipponham Fighters,EL
Tamiya Yua,23,4,7.0,0.6,110.3,0.6,,0.0,0.1,0.0,,,Nipponham Fighters,EL
Tamiya Yua,23,7,225.0,-4.9,-28.0,-5.7,0.7,,0.1,-2.1,,,Nipponham Fighters,EL
Tamiya Yua,23,9,3.0,-0.2,-85.8,-0.3,0.1,,0.0,0.0,,,Nipponham Fighters,EL
Tamiya Yua,23,DH,55.2,,,,,,,-0.7,,,Nipponham Fighters,EL
Mutoh Atsuki,22,7,23.0,2.3,128.7,1.3,0.9,,0.0,-0.2,,,Rakuten Eagles,EL
Mutoh Atsuki,22,8,554.0,-6.2,-14.4,-8.7,2.2,,0.4,1.8,,,Rakuten Eagles,EL
Mutoh Atsuki,22,9,27.0,-1.6,-76.3,-1.0,-0.6,,0.0,-0.1,,,Rakuten Eagles,EL
Hasegawa Shinya,21,6,21.0,-0.4,-24.5,0.4,,-0.3,-0.5,0.2,,,Seibu Lions,EL
Hasegawa Shinya,21,7,35.0,4.3,158.1,2.8,1.4,,0.0,-0.3,,,Seibu Lions,EL
Hasegawa Shinya,21,8,254.2,5.8,29.3,5.8,0.6,,-0.6,0.8,,,Seibu Lions,EL
Hasegawa Shinya,21,9,116.2,2.6,28.7,1.5,1.1,,0.1,-0.5,,,Seibu Lions,EL
Hasegawa Shinya,21,DH,9.0,,,,,,,-0.1,,,Seibu Lions,EL
Aibara Ryunosuke,19,3,7.0,0.3,55.2,0.2,,0.0,0.0,-0.1,,,DeNA BayStars,EL
Aibara Ryunosuke,19,4,519.2,0.1,0.2,1.8,,-1.4,-0.3,1.4,,,DeNA BayStars,EL
Aibara Ryunosuke,19,DH,16.0,,,,,,,-0.2,,,DeNA BayStars,EL
Kitamura Keigo,22,3,77.0,0.5,8.4,0.3,,-0.1,0.3,-0.9,,,Yakult Swallows,EL
Kitamura Keigo,22,4,180.0,-5.0,-35.8,-4.7,,0.6,-0.9,0.5,,,Yakult Swallows,EL
Kitamura Keigo,22,5,418.0,1.0,3.1,-0.1,,0.1,1.0,-1.6,,,Yakult Swallows,EL
Kitamura Keigo,22,6,96.0,3.5,46.9,3.1,,0.1,0.3,0.8,,,Yakult Swallows,EL
Kitamura Keigo,22,9,3.0,0.1,42.9,0.3,-0.2,,0.0,0.0,,,Yakult Swallows,EL
Kitamura Keigo,22,DH,9.0,,,,,,,-0.1,,,Yakult Swallows,EL
Chino Naoto,24,3,61.0,-0.7,-14.8,-0.2,,-0.1,-0.4,-0.7,,,DeNA BayStars,EL
Chino Naoto,24,4,131.0,-3.4,-33.4,-3.6,,0.3,0.0,0.4,,,DeNA BayStars,EL
Chino Naoto,24,5,132.0,-1.1,-10.7,-0.9,,0.1,-0.2,-0.5,,,DeNA BayStars,EL
Chino Naoto,24,6,222.0,-1.8,-10.4,-1.5,,-0.1,-0.2,1.8,,,DeNA BayStars,EL
Fukuda Shuhei,30,4,161.1,0.0,0.0,2.8,,-0.6,-2.2,0.4,,,ORIX Buffaloes,WL
Fukuda Shuhei,30,7,19.0,1.2,81.3,1.2,0.0,,0.0,-0.2,,,ORIX Buffaloes,WL
Fukuda Shuhei,30,8,78.0,-2.6,-42.9,-2.4,-0.2,,0.0,0.3,,,ORIX Buffaloes,WL
Fukuda Shuhei,30,DH,2.2,,,,,,,0.0,,,ORIX Buffaloes,WL
Gotoh Shunta,30,7,14.0,-1.7,-156.3,-1.9,0.3,,0.0,-0.1,,,Chunichi Dragons,WL
Gotoh Shunta,30,8,67.0,0.4,7.7,-0.7,1.1,,0.0,0.2,,,Chunichi Dragons,WL
Gotoh Shunta,30,9,77.0,-1.1,-18.4,-1.0,-0.2,,0.0,-0.3,,,Chunichi Dragons,WL
Oda Yuya,33,8,19.0,0.8,54.2,0.8,0.0,,0.0,0.1,,,ORIX Buffaloes,WL
Oda Yuya,33,9,17.0,-1.9,-143.8,-1.2,-0.7,,0.0,-0.1,,,ORIX Buffaloes,WL
Toi Reiji,18,4,2.0,0.1,64.4,0.1,,0.0,0.0,0.0,,,Hanshin Tigers,WL
Toi Reiji,18,6,320.0,-8.4,-33.8,-1.9,,-1.3,-5.2,2.6,,,Hanshin Tigers,WL
Toi Reiji,18,DH,13.0,,,,,,,-0.2,,,Hanshin Tigers,WL
Kohri Takuya,25,2,7.0,0.4,73.5,,0.4,,0.0,0.1,-0.1,0.1,Nipponham Fighters,EL
Kohri Takuya,25,3,266.0,1.0,4.8,0.8,,-0.2,0.4,-3.0,,,Nipponham Fighters,EL
Kohri Takuya,25,4,99.0,-0.2,-2.6,0.6,,-0.8,0.0,0.3,,,Nipponham Fighters,EL
Kohri Takuya,25,5,66.0,0.8,15.6,0.1,,0.0,0.7,-0.3,,,Nipponham Fighters,EL
Kohri Takuya,25,6,17.0,1.1,83.3,0.6,,0.3,0.3,0.1,,,Nipponham Fighters,EL
Kohri Takuya,25,7,81.0,-0.3,-4.8,-1.4,1.1,,0.1,-0.8,,,Nipponham Fighters,EL
Kohri Takuya,25,8,170.1,-3.3,-24.9,-4.0,0.6,,0.1,0.6,,,Nipponham Fighters,EL
Kohri Takuya,25,9,85.0,1.5,22.7,1.3,0.1,,0.0,-0.3,,,Nipponham Fighters,EL
Kohri Takuya,25,DH,1.0,,,,,,,0.0,,,Nipponham Fighters,EL
Wada Ren,27,3,83.2,1.0,15.4,0.3,,-0.1,0.7,-0.9,,,Rakuten Eagles,EL
Wada Ren,27,7,75.0,2.5,42.9,1.9,0.5,,0.1,-0.7,,,Rakuten Eagles,EL
Wada Ren,27,8,351.1,6.8,24.9,5.9,0.7,,0.3,1.2,,,Rakuten Eagles,EL
Wada Ren,27,9,202.2,-3.7,-23.5,-3.5,-0.3,,0.1,-0.8,,,Rakuten Eagles,EL
Hashimoto Seiya,22,2,284.0,-5.7,-25.8,,-5.1,,-0.6,4.0,-5.4,0.2,Yakult Swallows,EL
Hashimoto Seiya,22,7,69.0,-2.6,-48.5,-4.9,2.3,,0.0,-0.7,,,Yakult Swallows,EL
Hashimoto Seiya,22,8,5.0,-0.2,-51.5,-0.2,0.0,,0.0,0.0,,,Yakult Swallows,EL
Hashimoto Seiya,22,9,67.2,-3.4,-64.6,-3.3,-0.1,,0.0,-0.3,,,Yakult Swallows,EL
Hashimoto Seiya,22,DH,22.0,,,,,,,-0.3,,,Yakult Swallows,EL
Watanabe Daiki,26,3,132.1,-3.1,-30.2,-0.9,,0.0,-2.1,-1.5,,,ORIX Buffaloes,WL
Watanabe Daiki,26,7,2.0,0.4,257.4,0.3,0.0,,0.0,0.0,,,ORIX Buffaloes,WL
Watanabe Daiki,26,8,14.0,1.8,165.5,1.9,-0.1,,0.0,0.0,,,ORIX Buffaloes,WL
Watanabe Daiki,26,9,17.0,1.4,106.0,1.3,0.1,,0.0,-0.1,,,ORIX Buffaloes,WL
Watanabe Daiki,26,DH,25.0,,,,,,,-0.3,,,ORIX Buffaloes,WL
Bright Kenta,24,7,82.0,-3.1,-48.7,-2.1,-1.0,,0.1,-0.8,,,Chunichi Dragons,WL
Bright Kenta,24,8,267.2,1.0,4.8,1.7,-0.9,,0.2,0.9,,,Chunichi Dragons,WL
Bright Kenta,24,9,110.0,2.2,25.7,1.4,0.7,,0.1,-0.4,,,Chunichi Dragons,WL
Itsubo Hinase,18,7,23.1,-0.8,-44.2,-0.5,-0.3,,0.0,-0.2,,,Hanshin Tigers,WL
Itsubo Hinase,18,8,492.0,-2.6,-6.8,-1.8,-0.3,,-0.5,1.6,,,Hanshin Tigers,WL
Itsubo Hinase,18,DH,1.0,,,,,,,0.0,,,Hanshin Tigers,WL
Yuasa Dai,23,4,113.0,1.1,12.5,1.5,,0.2,-0.6,0.3,,,Yomiuri Giants,EL
Yuasa Dai,23,5,10.0,0.3,38.6,0.0,,0.1,0.2,0.0,,,Yomiuri Giants,EL
Yuasa Dai,23,6,302.2,2.1,8.9,1.9,,1.2,-1.0,2.5,,,Yomiuri Giants,EL
Murakawa Nagi,25,7,449.0,2.9,8.3,-6.6,9.1,,0.3,-4.3,,,DeNA BayStars,EL
Murakawa Nagi,25,8,202.1,-0.8,-5.1,-1.1,0.2,,0.1,0.7,,,DeNA BayStars,EL
Murakawa Nagi,25,9,137.1,4.2,39.4,2.0,2.1,,0.1,-0.5,,,DeNA BayStars,EL
Murakawa Nagi,25,DH,1.0,,,,,,,0.0,,,DeNA BayStars,EL
Maegawa Ukyo,20,7,42.0,0.6,18.4,0.3,0.2,,0.0,-0.4,,,Hanshin Tigers,WL
Maegawa Ukyo,20,9,120.0,-4.1,-44.0,-2.2,-2.0,,0.1,-0.5,,,Hanshin Tigers,WL
Maegawa Ukyo,20,DH,103.0,,,,,,,-1.2,,,Hanshin Tigers,WL
Hatsuki Ryutaro,23,4,168.0,3.3,25.3,3.6,,-0.2,-0.1,0.5,,,Hiroshima Carp,WL
Hatsuki Ryutaro,23,5,15.0,0.1,8.6,0.1,,0.0,0.1,-0.1,,,Hiroshima Carp,WL
Hatsuki Ryutaro,23,7,4.0,0.4,128.7,0.3,0.0,,0.0,0.0,,,Hiroshima Carp,WL
Maekawa Seita,20,4,279.1,-2.9,-13.4,-1.5,,0.3,-1.7,0.8,,,Hiroshima Carp,WL
Maekawa Seita,20,DH,7.2,,,,,,,-0.1,,,Hiroshima Carp,WL
Gen Kendai,21,5,270.2,-1.1,-5.2,-1.4,,-0.4,0.6,-1.0,,,ORIX Buffaloes,WL
Gen Kendai,21,7,0.1,-0.5,-2145.0,-0.5,0.0,,0.0,0.0,,,ORIX Buffaloes,WL
Gen Kendai,21,8,63.0,1.0,20.4,1.5,-0.5,,0.0,0.2,,,ORIX Buffaloes,WL
Gen Kendai,21,9,182.1,3.7,26.1,4.2,-0.5,,0.1,-0.7,,,ORIX Buffaloes,WL
Gen Kendai,21,DH,2.0,,,,,,,0.0,,,ORIX Buffaloes,WL
Ohta Kengo,26,3,46.2,-0.2,-5.5,0.3,,-0.1,-0.3,-0.5,,,Yakult Swallows,EL
Ohta Kengo,26,7,23.0,0.9,50.4,0.7,0.2,,0.0,-0.2,,,Yakult Swallows,EL
Ohta Kengo,26,8,144.0,-6.1,-54.5,-4.5,-1.7,,0.1,0.5,,,Yakult Swallows,EL
Ohta Kengo,26,9,106.0,-0.6,-7.3,-0.7,0.1,,0.1,-0.4,,,Yakult Swallows,EL
Ohta Kengo,26,DH,68.0,,,,,,,-0.8,,,Yakult Swallows,EL
Sawai Ren,23,7,325.0,1.7,6.7,3.2,-1.8,,0.3,-3.1,,,Yakult Swallows,EL
Sawai Ren,23,8,8.0,0.3,48.3,0.3,0.0,,0.0,0.0,,,Yakult Swallows,EL
Sawai Ren,23,9,406.1,-5.2,-16.5,-4.7,-0.7,,0.2,-1.6,,,Yakult Swallows,EL
Sawai Ren,23,DH,24.0,,,,,,,-0.3,,,Yakult Swallows,EL
Miyamoto Joseph Ken,24,7,8.0,-0.6,-96.5,-0.6,0.0,,0.0,-0.1,,,Seibu Lions,EL
Miyamoto Joseph Ken,24,8,35.0,0.9,33.1,1.4,-0.5,,0.0,0.1,,,Seibu Lions,EL
Miyamoto Joseph Ken,24,9,41.0,2.9,91.0,1.7,1.2,,0.0,-0.2,,,Seibu Lions,EL
Hosokawa Ryohei,21,4,122.0,-0.7,-7.4,-0.9,,-0.3,0.6,0.3,,,Nipponham Fighters,EL
Hosokawa Ryohei,21,5,49.0,-0.6,-15.8,0.1,,-0.3,-0.4,-0.2,,,Nipponham Fighters,EL
Hosokawa Ryohei,21,6,72.1,-1.3,-23.1,-1.2,,-0.1,0.1,0.6,,,Nipponham Fighters,EL
Hosokawa Ryohei,21,7,6.0,-0.8,-171.6,-0.8,0.0,,0.0,-0.1,,,Nipponham Fighters,EL
Hosokawa Ryohei,21,8,43.0,1.0,29.9,0.5,0.4,,0.0,0.1,,,Nipponham Fighters,EL
Hosokawa Ryohei,21,9,18.2,-0.5,-34.4,-0.5,0.0,,0.0,-0.1,,,Nipponham Fighters,EL
Sano Kodai,26,3,23.0,-0.4,-22.4,-0.4,,0.0,0.0,-0.3,,,ORIX Buffaloes,WL
Sano Kodai,26,7,6.0,-0.2,-42.9,-0.2,0.0,,0.0,-0.1,,,ORIX Buffaloes,WL
Sano Kodai,26,8,150.1,3.6,30.8,4.5,-1.1,,0.1,0.5,,,ORIX Buffaloes,WL
Sano Kodai,26,9,30.0,0.9,38.6,0.8,0.1,,0.0,-0.1,,,ORIX Buffaloes,WL
Sano Kodai,26,DH,9.0,,,,,,,-0.1,,,ORIX Buffaloes,WL
Shimada Kairi,27,7,20.0,-0.8,-51.5,-0.3,-0.5,,0.0,-0.2,,,Hanshin Tigers,WL
Shimada Kairi,27,8,8.0,0.4,64.4,0.4,0.0,,0.0,0.0,,,Hanshin Tigers,WL
Shimada Kairi,27,9,11.0,-0.4,-46.8,-0.4,0.0,,0.0,0.0,,,Hanshin Tigers,WL
Shimada Kairi,27,DH,7.0,,,,,,,-0.1,,,Hanshin Tigers,WL
Shuto Ukyo,27,4,10.0,0.4,51.5,0.3,,0.0,0.1,0.0,,,SoftBank Hawks,WL
Shuto Ukyo,27,5,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,SoftBank Hawks,WL
Shuto Ukyo,27,8,21.0,-0.2,-12.3,-0.2,-0.1,,0.0,0.1,,,SoftBank Hawks,WL
Ohmori Minoru,26,8,240.0,0.3,1.6,0.2,-0.1,,0.2,0.8,,,Hiroshima Carp,WL
Ohmori Minoru,26,9,56.2,3.1,70.4,2.5,0.5,,0.0,-0.2,,,Hiroshima Carp,WL
Ohmori Minoru,26,DH,8.0,,,,,,,-0.1,,,Hiroshima Carp,WL
Sasagawa Yoshiyasu,21,7,69.0,1.1,20.5,1.4,-0.4,,0.0,-0.7,,,SoftBank Hawks,WL
Sasagawa Yoshiyasu,21,8,276.0,-3.2,-14.9,-3.0,-0.3,,0.2,0.9,,,SoftBank Hawks,WL
Sasagawa Yoshiyasu,21,9,210.0,-0.1,-0.6,-0.7,0.5,,0.1,-0.8,,,SoftBank Hawks,WL
Sasagawa Yoshiyasu,21,DH,8.0,,,,,,,-0.1,,,SoftBank Hawks,WL
Nishikawa Haruki,31,7,226.2,3.7,21.0,2.4,1.1,,0.2,-2.2,,,Rakuten Eagles,EL
Nishikawa Haruki,31,8,34.0,-1.7,-64.4,-0.8,0.0,,-0.8,0.1,,,Rakuten Eagles,EL
Nishikawa Haruki,31,9,49.0,0.2,5.3,-0.4,0.6,,0.0,-0.2,,,Rakuten Eagles,EL
Nishikawa Haruki,31,DH,108.1,,,,,,,-1.3,,,Rakuten Eagles,EL
Itoh Kosuke,23,4,33.0,0.6,23.4,0.5,,-0.2,0.2,0.1,,,Chunichi Dragons,WL
Itoh Kosuke,23,7,95.0,0.5,6.8,1.8,-1.4,,0.1,-0.9,,,Chunichi Dragons,WL
Itoh Kosuke,23,8,180.0,-5.3,-37.9,-5.8,0.4,,0.1,0.6,,,Chunichi Dragons,WL
Itoh Kosuke,23,9,69.0,-1.9,-35.4,-0.6,-1.3,,0.0,-0.3,,,Chunichi Dragons,WL
Shiomi Yasutaka,30,8,117.1,3.1,34.0,1.6,1.3,,0.1,0.4,,,Yakult Swallows,EL
Shiomi Yasutaka,30,DH,31.0,,,,,,,-0.4,,,Yakult Swallows,EL
Yamasaki Kotaro,29,7,48.0,0.1,2.7,-0.7,0.8,,0.0,-0.5,,,Yakult Swallows,EL
Yamasaki Kotaro,29,8,117.2,3.4,37.2,3.2,0.0,,0.1,0.4,,,Yakult Swallows,EL
Yamasaki Kotaro,29,9,4.0,0.2,64.4,0.1,0.1,,0.0,0.0,,,Yakult Swallows,EL
Yamasaki Kotaro,29,DH,45.0,,,,,,,-0.5,,,Yakult Swallows,EL
Matsumoto Yu,28,3,208.2,2.8,17.3,2.1,,-0.2,0.9,-2.3,,,Yakult Swallows,EL
Matsumoto Yu,28,4,68.0,-2.2,-41.6,-0.7,,-0.6,-0.8,0.2,,,Yakult Swallows,EL
Matsumoto Yu,28,7,287.2,-0.1,-0.4,1.1,-1.4,,0.2,-2.7,,,Yakult Swallows,EL
Matsumoto Yu,28,8,22.0,0.1,5.9,0.4,-0.4,,0.0,0.1,,,Yakult Swallows,EL
Matsumoto Yu,28,9,109.1,-1.5,-17.7,-0.7,-0.8,,0.1,-0.4,,,Yakult Swallows,EL
Matsumoto Yu,28,DH,37.0,,,,,,,-0.4,,,Yakult Swallows,EL
Amburgey Trey,28,7,122.1,3.5,36.8,2.7,0.8,,0.1,-1.2,,,DeNA BayStars,EL
Amburgey Trey,28,9,272.0,0.1,0.5,0.7,-0.8,,0.1,-1.1,,,DeNA BayStars,EL
Amburgey Trey,28,DH,42.0,,,,,,,-0.5,,,DeNA BayStars,EL
Kajiwara Kouki,23,7,165.1,5.6,43.6,6.0,-0.5,,0.1,-1.6,,,DeNA BayStars,EL
Kajiwara Kouki,23,8,319.2,5.8,23.3,5.9,-0.3,,0.2,1.1,,,DeNA BayStars,EL
Kajiwara Kouki,23,9,133.0,3.6,34.8,3.5,-0.1,,0.1,-0.5,,,DeNA BayStars,EL
Irie Daiki,21,4,13.0,0.3,29.7,0.3,,0.0,0.1,0.0,,,Rakuten Eagles,EL
Irie Daiki,21,5,17.0,-1.0,-75.7,-0.4,,0.0,-0.6,-0.1,,,Rakuten Eagles,EL
Irie Daiki,21,6,713.0,5.9,10.6,1.4,,0.2,4.3,5.8,,,Rakuten Eagles,EL
Irie Daiki,21,DH,2.0,,,,,,,0.0,,,Rakuten Eagles,EL
Ohta Ryo,22,4,113.0,1.8,20.5,1.9,,-0.2,0.1,0.3,,,ORIX Buffaloes,WL
Ohta Ryo,22,5,5.0,0.1,25.7,-0.1,,0.0,0.1,0.0,,,ORIX Buffaloes,WL
Ohsato Kosei,23,3,32.0,-0.8,-32.2,-0.2,,0.0,-0.5,-0.4,,,ORIX Buffaloes,WL
Ohsato Kosei,23,4,157.2,-3.3,-26.9,-3.6,,-0.2,0.5,0.4,,,ORIX Buffaloes,WL
Ohsato Kosei,23,5,35.2,-0.1,-3.6,0.1,,0.0,-0.2,-0.1,,,ORIX Buffaloes,WL
Ohsato Kosei,23,6,153.2,-1.4,-11.7,-1.6,,0.1,0.1,1.3,,,ORIX Buffaloes,WL
Nirasawa Yuya,22,3,19.0,-0.6,-40.6,-0.5,,-0.1,0.1,-0.2,,,Hiroshima Carp,WL
Nirasawa Yuya,22,4,123.1,-3.8,-39.7,-4.0,,-0.5,0.7,0.3,,,Hiroshima Carp,WL
Nirasawa Yuya,22,5,15.0,0.1,8.6,0.6,,0.0,-0.5,-0.1,,,Hiroshima Carp,WL
Nirasawa Yuya,22,6,211.0,-0.7,-4.3,-1.0,,0.7,-0.4,1.7,,,Hiroshima Carp,WL
Matsubara Seiya,28,7,260.0,0.0,0.0,0.7,-0.9,,0.2,-2.5,,,Yomiuri Giants,EL
Matsubara Seiya,28,8,150.1,1.4,12.0,0.9,0.4,,0.1,0.5,,,Yomiuri Giants,EL
Matsubara Seiya,28,9,190.0,0.5,3.4,2.3,-1.1,,-0.7,-0.8,,,Yomiuri Giants,EL
Matsubara Seiya,28,DH,12.0,,,,,,,-0.1,,,Yomiuri Giants,EL
Katsumata Rui,18,4,45.0,1.1,31.5,1.5,,0.0,-0.3,0.1,,,Lotte Marines,EL
Katsumata Rui,18,5,304.2,3.2,13.5,4.6,,-0.1,-1.2,-1.2,,,Lotte Marines,EL
Katsumata Rui,18,6,517.0,-3.8,-9.5,-2.7,,0.2,-1.3,4.2,,,Lotte Marines,EL
Katsumata Rui,18,8,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,,,Lotte Marines,EL
Masuda Riku,23,3,111.0,2.9,33.6,1.8,,0.3,0.9,-1.2,,,Yomiuri Giants,EL
Masuda Riku,23,4,357.0,-5.8,-20.9,-6.2,,-0.3,0.7,1.0,,,Yomiuri Giants,EL
Masuda Riku,23,5,18.0,0.4,28.6,0.2,,-0.1,0.3,-0.1,,,Yomiuri Giants,EL
Masuda Riku,23,DH,37.0,,,,,,,-0.4,,,Yomiuri Giants,EL
Hayamizu Shota,22,3,2.1,0.5,279.8,0.4,,0.0,0.1,0.0,,,Lotte Marines,EL
Hayamizu Shota,22,4,238.1,-1.4,-7.6,-2.6,,0.7,0.5,0.6,,,Lotte Marines,EL
Hayamizu Shota,22,5,63.0,-0.9,-18.4,0.6,,-0.1,-1.5,-0.2,,,Lotte Marines,EL
Hayamizu Shota,22,6,100.1,-1.4,-18.0,-2.1,,-0.5,1.3,0.8,,,Lotte Marines,EL
