                     Player    G   PA   AB   R   H  2B  3B  HR   TB  RBI  SB  CS  SH  SF   SO  BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP    TTO%      K%    BB%  BB/K                Team League
1            Alcantara Raul    6    2    1   0   0   0   0   0    0    0   0   0   0   0    0   1    0   0    0  0.000  0.500  0.000  0.500    54  0.000  0.000   50.0%    0.0%  50.0%  1.00      Hanshin Tigers     WL
2              Araki Fumiya   52  104   94  14  29   5   1   1   39   11   4   3   0   2   14   8    0   0    2  0.309  0.356  0.415  0.771   122  0.106  0.346   22.1%   13.5%   7.7%  0.57      Hanshin Tigers     WL
5            Chikamoto Koji    1    3    3   0   0   0   0   0    0    0   0   0   0   0    0   0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000    0.0%    0.0%   0.0%            Hanshin Tigers     WL
7              Egoshi Taiga   47  201  179  30  45   7   2   7   77   19   7   3   1   0   79  15    1   6    2  0.251  0.330  0.430  0.760   118  0.179  0.409   50.2%   39.3%   7.5%  0.19      Hanshin Tigers     WL
8                   Endo Jo   86  267  230  25  54   5   3   0   65   21   3   2  12   3   57  18    0   4    4  0.235  0.298  0.283  0.581    68  0.048  0.307   28.1%   21.3%   6.7%  0.32      Hanshin Tigers     WL
9         Fujikawa Shunsuke   29   46   40   3  10   1   0   0   11    2   1   2   0   0    5   6    1   0    2  0.250  0.348  0.275  0.623    82  0.025  0.286   23.9%   10.9%  13.0%  1.20      Hanshin Tigers     WL
11             Fujita Kento   32   45   42   3   6   1   0   0    7    0   0   0   0   0   14   2    0   1    1  0.143  0.200  0.167  0.367     6  0.024  0.214   35.6%   31.1%   4.4%  0.14      Hanshin Tigers     WL
12          Fujitani Kosuke   24   20   19   0   1   0   0   0    1    1   0   0   0   1    8   0    0   0    1  0.053  0.050  0.053  0.103   -72  0.000  0.083   40.0%   40.0%   0.0%  0.00      Hanshin Tigers     WL
15       Haraguchi Fumihito    5   19   16   2   2   0   0   0    2    1   0   0   0   1    1   1    0   1    2  0.125  0.211  0.125  0.336    -2  0.000  0.125   10.5%    5.3%   5.3%  1.00      Hanshin Tigers     WL
16             Hojoh Fumiya   17   56   50   4  15   3   0   1   21    6   2   0   0   0   10   4    0   2    3  0.300  0.375  0.420  0.795   130  0.120  0.359   26.8%   17.9%   7.1%  0.40      Hanshin Tigers     WL
17              Inoue Kouta   68  275  255  35  68  19   2   9  118   50   2   0   0   3   95  15    0   2    4  0.267  0.309  0.463  0.772   120  0.196  0.383   43.3%   34.5%   5.5%  0.16      Hanshin Tigers     WL
20           Itayama Yutaro   64  244  215  28  57   9   7   5   95   33  12   4   1   2   34  26    0   0    5  0.265  0.342  0.442  0.784   126  0.177  0.292   26.6%   13.9%  10.7%  0.76      Hanshin Tigers     WL
23            Itohara Kento    4   13   10   2   4   0   0   0    4    2   0   0   0   1    1   2    0   0    0  0.400  0.462  0.400  0.862   151  0.000  0.400   23.1%    7.7%  15.4%  2.00      Hanshin Tigers     WL
24              Itoi Yoshio    1    2    2   0   1   1   0   0    2    0   0   0   0   0    0   0    0   0    0  0.500  0.500  1.000  1.500   327  0.500  0.500    0.0%    0.0%   0.0%            Hanshin Tigers     WL
29            Katayama Yuya   45   81   69  13  15   1   0   3   25    5   3   1   0   0   13  12    0   0    0  0.217  0.333  0.362  0.695   101  0.145  0.226   34.6%   16.0%  14.8%  0.92      Hanshin Tigers     WL
30             Kinami Seiya   20   83   78  11  28   5   0   1   36   15   1   1   0   2    8   3    0   0    3  0.359  0.373  0.462  0.835   140  0.103  0.380   14.5%    9.6%   3.6%  0.38      Hanshin Tigers     WL
32         Kumagai Takahiro   25  102   86  12  22   4   1   0   28    9   5   0   6   0   15  10    0   0    0  0.256  0.333  0.326  0.659    91  0.070  0.310   24.5%   14.7%   9.8%  0.67      Hanshin Tigers     WL
35              Marte Jefry    5   15   13   3   6   1   0   2   13    4   0   0   0   0    4   2    0   0    0  0.462  0.533  1.000  1.533   337  0.538  0.571   53.3%   26.7%  13.3%  0.50      Hanshin Tigers     WL
39           Nagasaka Kenya   66  193  165  13  35   6   0   0   41   11   3   2   3   1   45  21    0   3    4  0.212  0.311  0.248  0.559    62  0.036  0.289   34.2%   23.3%  10.9%  0.47      Hanshin Tigers     WL
40            Nakano Takumu    2    8    8   0   3   0   0   0    3    0   0   0   0   0    1   0    0   0    1  0.375  0.375  0.375  0.750   117  0.000  0.429   12.5%   12.5%   0.0%  0.00      Hanshin Tigers     WL
42        Nakatani Masahiro   59  225  203  20  54  10   2   5   83   26   5   1   0   1   33  20    0   1    3  0.266  0.333  0.409  0.742   113  0.143  0.295   25.8%   14.7%   8.9%  0.61      Hanshin Tigers     WL
46             Obata Ryuhei   65  277  244  35  70  11   1   0   83   18  14   5   5   1   42  26    0   1    3  0.287  0.357  0.340  0.697   102  0.053  0.345   24.5%   15.2%   9.4%  0.62      Hanshin Tigers     WL
48            Ohyama Yusuke    2    8    7   1   2   0   0   0    2    0   0   0   0   0    1   1    0   0    0  0.286  0.375  0.286  0.661    93  0.000  0.333   25.0%   12.5%  12.5%  1.00      Hanshin Tigers     WL
49            Okuyama Kouta   33   23   19   4   5   1   0   0    6    1   0   1   1   0    8   3    0   0    1  0.263  0.364  0.316  0.680    98  0.053  0.455   47.8%   34.8%  13.0%  0.38      Hanshin Tigers     WL
52              Onodera Dan   75  303  267  36  84  12   3   6  120   44   9   2   1   1   39  33    0   1    6  0.315  0.391  0.449  0.840   143  0.134  0.350   25.7%   12.9%  10.9%  0.85      Hanshin Tigers     WL
53           Oyokawa Masaki    8    2    2   0   0   0   0   0    0    0   0   0   0   0    2   0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000         100.0%  100.0%   0.0%  0.00      Hanshin Tigers     WL
54            Rojas Jr. Mel   36  130  105  24  28   6   0   7   55   20   4   0   0   1   31  21    0   3    2  0.267  0.400  0.524  0.924   165  0.257  0.309   45.4%   23.8%  16.2%  0.68      Hanshin Tigers     WL
56             Sakaeda Yuki   47  129  109  17  28   5   3   1   42   18   2   1   4   0   23  14    1   2    2  0.257  0.352  0.385  0.737   112  0.128  0.318   29.5%   17.8%  10.9%  0.61      Hanshin Tigers     WL
57        Sakamoto Seishiro    5   17   15   2   6   3   0   0    9    4   0   0   0   0    4   2    0   0    0  0.400  0.471  0.600  1.071   208  0.200  0.545   35.3%   23.5%  11.8%  0.50      Hanshin Tigers     WL
58             Sato Teruaki    8   34   33   4   9   3   0   1   15    5   1   0   0   0   11   1    0   0    0  0.273  0.294  0.455  0.749   113  0.182  0.381   38.2%   32.4%   2.9%  0.09      Hanshin Tigers     WL
60            Shimada Kairi   63  228  195  37  67   7   6   3   95   29  21   7   6   1   28  25    0   1    4  0.344  0.419  0.487  0.906   161  0.143  0.388   24.6%   12.3%  11.0%  0.89      Hanshin Tigers     WL
63          Takatera Nozomu   58  157  136  16  22   5   2   1   34   10   2   1   3   0   28  17    0   1    3  0.162  0.260  0.250  0.510    47  0.088  0.196   29.3%   17.8%  10.8%  0.61      Hanshin Tigers     WL
64            Takayama Shun   95  351  321  28  65  11   3   3   91   23   8   6   2   1   45  24    0   2    7  0.202  0.261  0.283  0.544    56  0.081  0.226   20.5%   12.8%   6.8%  0.53      Hanshin Tigers     WL
66                 Ueda Kai   18   54   45   5   8   1   0   0    9    1   3   0   3   0    9   6    0   0    1  0.178  0.275  0.200  0.475    39  0.022  0.222   27.8%   16.7%  11.1%  0.67      Hanshin Tigers     WL
67            Umeno Ryutaro    1    2    1   0   0   0   0   0    0    0   0   0   0   0    0   1    0   0    0  0.000  0.500  0.000  0.500    54  0.000  0.000   50.0%    0.0%  50.0%  1.00      Hanshin Tigers     WL
68        Yamamoto Yasuhiro   30  111   90  19  27   6   0   0   33    8   2   0   6   2   12  12    0   1    1  0.300  0.381  0.367  0.748   117  0.067  0.338   21.6%   10.8%  10.8%  1.00      Hanshin Tigers     WL
69          Yohkawa Naomasa   46  181  155  24  42  10   2   5   71   28   4   0   0   3   45  23    0   0    4  0.271  0.359  0.458  0.817   135  0.187  0.343   40.3%   24.9%  12.7%  0.51      Hanshin Tigers     WL
71             Abe Tomohiro   13   41   37   4  10   2   1   2   20    5   0   0   0   0    9   4    0   0    2  0.270  0.341  0.541  0.882   152  0.271  0.308   36.6%   22.0%   9.8%  0.44      Hiroshima Carp     WL
72           Aizawa Tsubasa    4   10    8   1   4   1   0   0    5    1   0   0   0   0    0   2    0   0    1  0.500  0.600  0.625  1.225   255  0.125  0.500   20.0%    0.0%  20.0%  1.00      Hiroshima Carp     WL
74          Chono Hisayoshi   11   30   27   1   6   1   0   0    7    1   0   0   0   0    3   3    0   0    1  0.222  0.300  0.259  0.559    62  0.037  0.250   20.0%   10.0%  10.0%  1.00      Hiroshima Carp     WL
76               Cron Kevin   53  177  159  18  39   3   0   9   69   18   0   0   0   1   55  15    0   2    3  0.245  0.316  0.434  0.750   115  0.189  0.312   44.6%   31.1%   8.5%  0.27      Hiroshima Carp     WL
77         Dohbayashi Shota   44  174  159  19  46  13   0   7   80   25   2   4   0   2   38  11    0   2    4  0.289  0.339  0.503  0.842   141  0.214  0.336   32.2%   21.8%   6.3%  0.29      Hiroshima Carp     WL
78            Endoh Atsushi   20    7    5   1   0   0   0   0    0    0   0   0   1   0    1   1    0   0    0  0.000  0.167  0.000  0.167   -50  0.000  0.000   28.6%   14.3%  14.3%  1.00      Hiroshima Carp     WL
81         Futamata Shoichi   46  141  133  15  29   5   1   4   48   14   0   0   0   2   28   3    0   3    4  0.218  0.248  0.361  0.609    73  0.143  0.243   24.8%   19.9%   2.1%  0.11      Hiroshima Carp     WL
82          Hatsuki Ryutaro   40  176  138  22  40   3   3   0   49   11  20   7   2   0   25  35    0   1    1  0.290  0.437  0.355  0.792   131  0.065  0.354   34.1%   14.2%  19.9%  1.40      Hiroshima Carp     WL
83             Hayashi Kota   38  144  137  19  35   6   0   6   59   18   0   1   0   1   25   6    0   0    2  0.255  0.285  0.431  0.716   104  0.176  0.271   25.7%   17.4%   4.2%  0.24      Hiroshima Carp     WL
87          Ishihara Tomoki   17   59   55   4  21   8   0   2   35   11   0   0   0   0   12   4    0   0    1  0.382  0.424  0.636  1.060   204  0.254  0.463   30.5%   20.3%   6.8%  0.33      Hiroshima Carp     WL
88        Isomura Yoshitaka   22   75   62  10  18   2   0   4   32   13   0   0   2   1   10   9    0   1    1  0.290  0.384  0.516  0.900   158  0.226  0.286   30.7%   13.3%  12.0%  0.90      Hiroshima Carp     WL
89             Kemna Makoto   13    1    1   0   0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000         100.0%  100.0%   0.0%  0.00      Hiroshima Carp     WL
90          Kikuchi Ryosuke    1    3    3   1   1   1   0   0    2    0   0   0   0   0    0   0    0   0    0  0.333  0.333  0.667  1.000   184  0.334  0.333    0.0%    0.0%   0.0%            Hiroshima Carp     WL
92       Kinoshita Motohide   89  292  278  29  67  15   3   2   94   22   2   1   0   1   39  10    0   3    7  0.241  0.274  0.338  0.612    76  0.097  0.273   17.5%   13.4%   3.4%  0.26      Hiroshima Carp     WL
93        Kobayashi Tatsuto    8    5    4   0   1   0   0   0    1    1   0   0   1   0    2   0    0   0    0  0.250  0.250  0.250  0.500    44  0.000  0.500   40.0%   40.0%   0.0%  0.00      Hiroshima Carp     WL
94             Kozono Kaito   20   84   79  10  23   1   2   1   31    4   4   2   2   0    7   3    0   0    1  0.291  0.317  0.392  0.709   104  0.101  0.310   13.1%    8.3%   3.6%  0.43      Hiroshima Carp     WL
95                Kuri Aren    1    2    2   0   0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -102  0.000  0.000   50.0%   50.0%   0.0%  0.00      Hiroshima Carp     WL
96         Kuwahara Tatsuki   62  145  128  13  31   5   4   0   44    9   0   0   2   0   24  15    0   0    5  0.242  0.322  0.344  0.666    92  0.102  0.298   26.9%   16.6%  10.3%  0.62      Hiroshima Carp     WL
97         Matsuyama Ryuhei    4   11   11   1   4   0   0   0    4    2   0   0   0   0    2   0    0   0    1  0.364  0.364  0.364  0.728   111  0.000  0.444   18.2%   18.2%   0.0%  0.00      Hiroshima Carp     WL
98          Mejia Alejandro   69  226  211  27  57  10   0   9   94   31   1   0   0   2   39  13    1   0    7  0.270  0.310  0.445  0.755   116  0.175  0.291   27.0%   17.3%   5.8%  0.33      Hiroshima Carp     WL
99           Miyoshi Takumi   14   34   31   2   7   1   0   0    8    2   0   0   0   0    6   3    0   0    1  0.226  0.294  0.258  0.552    60  0.032  0.280   26.5%   17.6%   8.8%  0.50      Hiroshima Carp     WL
100         Mochimaru Taiki   54  139  124   5  28   7   0   1   38   10   0   0   2   1   38  10    0   2    2  0.226  0.292  0.306  0.598    72  0.080  0.314   35.3%   27.3%   7.2%  0.26      Hiroshima Carp     WL
