                Pitcher  G  W  L  SV  CG  SHO  BF    IP   H  HR  SO  BB  IBB  HB  WP  R  ER    ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-    Diff    HR%      K%    BB%   K-BB%             Team League
0                アルカンタラ  1  0  0   0   0    0   6   2.0   0   0   0   0    0   0   0  0   0   0.00   3.15   4.80  0.00  999  101    140   -3.15   0.0%    0.0%   0.0%    0.0%   Hanshin Tigers     CL
1                  スアレス  5  0  0   0   0    0  23   6.1   1   0   6   3    0   0   0  1   1   1.42   2.68   3.50  0.63  151   86    102   -1.26   0.0%   26.1%  13.0%   13.0%   Hanshin Tigers     CL
2      De La Rosa Rubby  3  0  0   0   0    0  13   2.2   3   0   2   2    0   0   0  2   2   6.75   3.90   4.80  1.88   34  116    140    2.85   0.0%   15.4%  15.4%    0.0%   Yomiuri Giants     CL
3                  バルガス  3  0  0   0   0    0  18   4.1   2   0   3   3    0   0   0  3   1   2.08   3.85   4.80  1.15  102  124    140   -1.77   0.0%   16.7%  16.7%    0.0%   ORIX Buffaloes     PL
4         Higgins Tyler  5  0  0   0   0    0  23   4.1   6   3   6   4    0   0   0  6   6  12.46  12.15   3.93  2.31   17  393    115    0.31  13.0%   26.1%  17.4%    8.7%   ORIX Buffaloes     PL
5         Vieira Thyago  2  0  0   1   0    0  10   1.2   2   0   3   3    0   0   0  0   0   0.00   4.95   4.80  3.00  999  147    140   -4.95   0.0%   30.0%  30.0%    0.0%   Yomiuri Giants     CL
6         McGough Scott  7  1  2   2   0    0  32   7.1   6   1   8   2    1   1   0  4   4   4.91   3.97   2.92  1.09   46  120     86    0.94   3.1%   25.0%   6.2%   18.8%  Yakult Swallows     CL
7           Mercedes CC  1  0  0   0   0    0  23   6.0   1   0   4   3    0   1   0  0   0   0.00   3.82   4.37  0.67  999  113    128   -3.82   0.0%   17.4%  13.0%    4.3%   Yomiuri Giants     CL
8         Nakagawa Kota  2  0  0   0   0    0   7   2.1   1   0   1   0    0   0   0  0   0   0.00   2.30   3.37  0.43  999   68     99   -2.30   0.0%   14.3%   0.0%   14.3%   Yomiuri Giants     CL
9           Konno Ryuta  1  0  0   0   0    0   3   0.2   1   0   0   0    0   0   0  0   0   0.00   3.15   4.80  1.50  999   95    140   -3.15   0.0%    0.0%   0.0%    0.0%  Yakult Swallows     CL
10                伊藤 将司  1  0  0   0   0    0   6   1.1   1   0   2   1    0   0   0  0   0   0.00   2.40   3.13  1.50  999   77     92   -2.40   0.0%   33.3%  16.7%   16.7%   Hanshin Tigers     CL
11       Sasaki Chihaya  3  0  0   0   0    0  13   3.0   1   0   1   3    1   0   0  0   0   0.00   5.49   6.34  1.33  999  166    185   -5.49   0.0%    7.7%  23.1%  -15.4%    Lotte Marines     PL
12          Sasaki Roki  1  0  0   0   0    0  25   6.0   4   0  10   2    0   0   0  1   0   0.00   0.82   1.60  1.00  999   25     47   -0.82   0.0%   40.0%   8.0%   32.0%    Lotte Marines     PL
13    Norimoto Takahiro  1  0  0   0   0    0  20   4.0   6   0   3   2    0   0   1  3   3   6.75   3.15   4.30  2.00   32  101    126    3.60   0.0%   15.0%  10.0%    5.0%   Rakuten Eagles     PL
14            Hara Juri  2  0  0   0   0    0  28   7.0   7   0   2   0    0   1   0  2   1   1.29   3.01   4.09  1.00  177   91    119   -1.72   0.0%    7.1%   0.0%    7.1%  Yakult Swallows     CL
15                及川 雅貴  1  0  0   0   0    0   5   0.2   2   0   0   1    0   0   0  1   1  13.50   7.65   6.80  4.50   16  245    199    5.85   0.0%    0.0%  20.0%  -20.0%   Hanshin Tigers     CL
16          Yoshida Ryo  7  0  2   0   0    0  22   5.0   7   1   5   0    0   0   0  3   2   3.60   3.75   2.53  1.40   59  121     74   -0.15   4.5%   22.7%   0.0%   22.7%   ORIX Buffaloes     PL
17        Karakawa Yuki  2  0  0   0   0    0   6   1.1   1   0   0   1    0   0   0  0   0   0.00   5.40   6.47  1.50  999  164    189   -5.40   0.0%    0.0%  16.7%  -16.7%    Lotte Marines     PL
18                国吉 佑樹  3  0  0   0   0    0  11   2.1   1   0   2   3    0   0   1  3   3  11.57   5.30   5.71  1.71   20  161    167    6.28   0.0%   18.2%  27.3%   -9.1%    Lotte Marines     PL
19      Masui Hirotoshi  2  0  1   0   0    0   8   1.2   1   0   1   3    0   0   0  1   1   5.40   7.35   7.30  2.40   39  238    213   -1.95   0.0%   12.5%  37.5%  -25.0%   ORIX Buffaloes     PL
20           Ohe Ryusei  1  0  0   0   0    0   1   0.1   0   0   0   0    0   0   0  0   0   0.00   3.15   4.80  0.00  999   93    140   -3.15   0.0%    0.0%   0.0%    0.0%   Yomiuri Giants     CL
21       Ohnishi Hiroki  1  0  0   0   0    0   5   1.0   2   0   1   0    0   0   0  1   1   9.00   1.15   2.80  2.00   25   35     82    7.85   0.0%   20.0%   0.0%   20.0%  Yakult Swallows     CL
22     Okugawa Yasunobu  2  1  0   0   1    1  61  16.0  12   1  12   2    0   0   0  1   1   0.56   2.84   3.16  0.88  405   86     92   -2.28   1.6%   19.7%   3.3%   16.4%  Yakult Swallows     CL
23      Anraku Tomohiro  2  0  0   0   0    0   7   2.0   2   1   2   0    0   0   0  1   1   4.50   7.65   1.94  1.00   48  245     57   -3.15  14.3%   28.6%   0.0%   28.6%   Rakuten Eagles     PL
24        Sung Chia-Hao  1  0  1   0   0    0   3   0.1   1   0   0   0    0   1   0  1   1  27.00  12.15   4.80  3.00    8  389    140   14.85   0.0%    0.0%   0.0%    0.0%   Rakuten Eagles     PL
25        Miyagi Hiroya  1  0  1   0   0    0  29   7.2   5   0   7   1    0   0   0  1   1   1.17   1.72   2.73  0.78  181   56     80   -0.54   0.0%   24.1%   3.4%   20.7%   ORIX Buffaloes     PL
26       Tomiyama Ryoga  4  0  0   0   0    0  12   4.0   1   0   3   0    0   0   0  0   0   0.00   1.65   2.30  0.25  999   54     67   -1.65   0.0%   25.0%   0.0%   25.0%   ORIX Buffaloes     PL
27         Ojima Kazuya  1  0  0   0   0    0  31   6.1  10   1   6   2    0   0   0  4   4   5.68   4.26   3.51  1.89   40  129    103    1.43   3.2%   19.4%   6.5%   12.9%    Lotte Marines     PL
28       Ogawa Yasuhiro  1  0  0   0   0    0  25   6.0   5   1   7   1    0   0   0  3   2   3.00   3.49   2.40  1.00   76  105     70   -0.49   4.0%   28.0%   4.0%   24.0%  Yakult Swallows     CL
29                小林 慶祐  1  0  0   0   0    0   1   0.1   0   0   0   0    0   0   1  0   0   0.00   3.15   4.80  0.00  999  101    140   -3.15   0.0%    0.0%   0.0%    0.0%   Hanshin Tigers     CL
30           Ono Fumiya  1  0  0   0   0    0   5   1.0   1   0   0   1    1   0   0  0   0   0.00   6.15   6.80  2.00  999  187    199   -6.15   0.0%    0.0%  20.0%  -20.0%    Lotte Marines     PL
31                 山口 俊  1  0  1   0   0    0  18   4.0   3   1   4   4    1   0   1  3   3   6.75   7.40   4.80  1.75   34  219    140   -0.65   5.6%   22.2%  22.2%    0.0%   Yomiuri Giants     CL
32      Yamaoka Taisuke  1  1  0   0   0    0   3   0.2   0   0   0   1    0   0   0  0   0   0.00   7.65   8.13  1.50  999  248    238   -7.65   0.0%    0.0%  33.3%  -33.3%   ORIX Buffaloes     PL
33   Yamamoto Yoshinobu  3  1  0   0   1    1  90  24.0  15   0  30   3    0   1   0  2   2   0.75   1.15   1.80  0.75  283   37     53   -0.40   0.0%   33.3%   3.3%   30.0%   ORIX Buffaloes     PL
34     Yamasaki Sachiya  1  0  0   0   0    0  23   5.2   5   1   5   2    0   0   0  2   2   3.18   4.74   3.50  1.24   67  153    102   -1.56   4.3%   21.7%   8.7%   13.0%   ORIX Buffaloes     PL
35    Yamazaki Soichiro  2  0  0   0   0    0  33   7.2   8   1   6   3    0   0   0  2   2   2.35   4.46   3.89  1.43   91  144    114   -2.11   3.0%   18.2%   9.1%    9.1%   ORIX Buffaloes     PL
36       Iwashita Daiki  1  0  0   0   0    0  22   6.0   3   1   9   1    1   0   0  2   2   3.00   2.82   1.16  0.67   76   86     34    0.18   4.5%   40.9%   4.5%   36.4%    Lotte Marines     PL
37       Iwazaki Suguru  1  0  0   0   0    0   7   1.1   1   0   1   1    0   0   0  1   0   0.00   3.90   4.80  1.50  999  125    140   -3.90   0.0%   14.3%  14.3%    0.0%   Hanshin Tigers     CL
