                     Player Age Pos     Inn    TZR TZR/143   RngR   ARM   DPR  ErrR  Pos Adj Framing Blocking                Team League
0         Kajitani Takayuki  32   8     6.0   -0.2   -42.9    0.0  -0.2         0.0      0.0                       Yomiuri Giants     CL
1         Kajitani Takayuki  32   9   480.2    5.1    13.7    7.4  -1.6        -0.7     -1.9                       Yomiuri Giants     CL
2         Kuwahara Masayuki  27   8  1068.1   -9.5   -11.4   -3.6  -5.3        -0.6      3.5                        DeNA BayStars     CL
3        Sakaguchi Tomotaka  36   7    21.0   -0.2   -12.3   -0.5   0.3         0.0     -0.2                      Yakult Swallows     CL
4        Sakaguchi Tomotaka  36   8    27.0    0.6    28.6    0.9  -0.2         0.0      0.1                      Yakult Swallows     CL
5        Sakaguchi Tomotaka  36   9    37.0   -0.1    -3.5    0.4  -0.4         0.0     -0.1                      Yakult Swallows     CL
6            Chikamoto Koji  26   8  1194.0   -2.9    -3.1   -1.8  -1.3         0.2      4.0                       Hanshin Tigers     CL
7            Watanabe Daiki  24   7     9.0    0.2    28.6    0.2   0.0         0.0     -0.1                      Yakult Swallows     CL
8            Watanabe Daiki  24   8    11.0   -0.2   -23.4   -0.2   0.0         0.0      0.0                      Yakult Swallows     CL
9            Watanabe Daiki  24   9   179.1    0.7     5.0    0.1   0.5         0.0     -0.7                      Yakult Swallows     CL
10            Tanaka Kosuke  31   5    36.0   -0.6   -21.4   -0.8         0.0   0.3     -0.1                       Hiroshima Carp     CL
11            Tanaka Kosuke  31   6   267.2    0.3     1.4    1.2        -0.7  -0.2      2.2                       Hiroshima Carp     CL
12            Ohshima Yohei  35   8  1183.0   -5.3    -5.8   -3.4  -2.2         0.2      3.9                     Chunichi Dragons     CL
13          Tatsumi Ryosuke  24   8   990.0    3.1     4.0   -0.3   3.2         0.2      3.3                       Rakuten Eagles     PL
14          Tatsumi Ryosuke  24   9     2.0   -0.2  -128.7   -0.2   0.0         0.0      0.0                       Rakuten Eagles     PL
15          Tatsumi Ryosuke  24  DH     2.0                                              0.0                       Rakuten Eagles     PL
16         Nishikawa Haruki  29   7   910.2    4.0     5.7    4.5  -1.2         0.7     -8.6                   Nipponham Fighters     PL
17         Nishikawa Haruki  29   8    98.0   -5.0   -65.7   -2.8  -1.3        -0.8      0.3                   Nipponham Fighters     PL
18         Nishikawa Haruki  29  DH    35.0                                             -0.4                   Nipponham Fighters     PL
19           Ishii Kazunari  27   4    30.0    2.0    85.8    1.7         0.2   0.1      0.1                   Nipponham Fighters     PL
20           Ishii Kazunari  27   5    13.0    0.2    19.8    0.2         0.0   0.0      0.0                   Nipponham Fighters     PL
21           Ishii Kazunari  27   6   761.2   -0.4    -0.7   -4.5         3.2   0.8      6.2                   Nipponham Fighters     PL
22           Ishii Kazunari  27  DH     2.0                                              0.0                   Nipponham Fighters     PL
23              Kaneko Yuji  31   7     0.1    0.0     0.0    0.0   0.0         0.0      0.0                          Seibu Lions     PL
24              Kaneko Yuji  31   8   535.2   -4.5   -10.8   -3.7  -0.9         0.1      1.8                          Seibu Lions     PL
25              Kaneko Yuji  31  DH     2.0                                              0.0                          Seibu Lions     PL
