                 Player  G  PA  AB  R   H  2B  3B  HR  TB  RBI  SB  CS  SH  SF  SO  BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP    TTO%      K%    BB%  BB/K   wSB             Team League
0        Wheeler Zelous  5  20  17  0   4   1   0   0   5    4   0   0   1   1   1   1    0   0    1  0.235  0.263  0.294  0.557    81  0.059  0.235   10.0%    5.0%   5.0%  1.00   0.0   Yomiuri Giants     CL
1    Hechavarria Adeiny  5  15  14  3   5   1   0   1   9    1   0   1   0   0   4   1    0   0    1  0.357  0.400  0.643  1.043   238  0.286  0.444   40.0%   26.7%   6.7%  0.25  -0.3    Lotte Marines     PL
2            Osuna Jose  9  35  34  1   9   2   0   0  11    1   0   1   0   0   9   1    0   0    3  0.265  0.286  0.324  0.609    99  0.059  0.360   28.6%   25.7%   2.9%  0.11  -0.3  Yakult Swallows     CL
3       Santana Domingo  9  36  27  7   3   0   0   3  12    5   0   0   0   0   9   9    0   0    1  0.111  0.333  0.444  0.778   153  0.333  0.000   58.3%   25.0%  25.0%  1.00   0.1  Yakult Swallows     CL
4            Jones Adam  7   7   5  1   1   0   0   1   4    1   0   0   0   0   3   2    1   0    0  0.200  0.429  0.800  1.229   316  0.600  0.000   85.7%   42.9%  28.6%  0.67   0.0   ORIX Buffaloes     PL
5           Marte Jefry  2   9   9  0   2   0   0   0   2    0   0   1   0   0   2   0    0   0    0  0.222  0.222  0.222  0.444    50  0.000  0.286   22.2%   22.2%   0.0%  0.00  -0.3   Hanshin Tigers     CL
6         Martin Leonys  5  20  17  3   3   1   0   1   7    1   0   0   0   0   9   3    0   0    0  0.176  0.300  0.412  0.712   132  0.235  0.286   65.0%   45.0%  15.0%  0.33   0.0    Lotte Marines     PL
7           Mercedes CC  1   2   2  0   0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000   -94  0.000  0.000   50.0%   50.0%   0.0%  0.00   0.0   Yomiuri Giants     CL
8           Moya Steven  6  13  12  1   4   0   0   1   7    2   0   0   0   0   5   1    0   0    0  0.333  0.385  0.583  0.968   228  0.250  0.500   53.8%   38.5%   7.7%  0.20   0.0   ORIX Buffaloes     PL
9         Ravelo Rangel  5  17  16  0   1   1   0   0   2    0   0   0   0   0   3   1    0   0    1  0.062  0.118  0.125  0.243   -20  0.062  0.077   23.5%   17.6%   5.9%  0.33   0.0   ORIX Buffaloes     PL
10        Laird Brandon  5  18  17  0   3   0   0   0   3    2   0   0   0   0   5   1    0   0    0  0.176  0.222  0.176  0.399    33  0.000  0.250   33.3%   27.8%   5.6%  0.20   0.0    Lotte Marines     PL
11        Rojas Jr. Mel  2   9   8  0   2   1   0   0   3    0   0   0   0   0   1   1    0   0    0  0.250  0.333  0.375  0.708   139  0.125  0.286   22.2%   11.1%  11.1%  1.00   0.0   Hanshin Tigers     CL
12    Nakajima Hiroyuki  4  10   9  0   2   0   0   0   2    0   0   0   0   0   3   1    0   0    0  0.222  0.300  0.222  0.522    71  0.000  0.333   40.0%   30.0%  10.0%  0.33   0.0   Yomiuri Giants     CL
13       Nakamura Shogo  5  20  18  2   6   0   0   1   9    2   2   0   0   1   4   1    0   0    0  0.333  0.350  0.500  0.850   176  0.167  0.357   30.0%   20.0%   5.0%  0.25   0.4    Lotte Marines     PL
14       Nakamura Yuhei  9  35  30  0   9   1   0   0  10    3   0   0   3   0  10   2    0   0    0  0.300  0.344  0.333  0.677   122  0.033  0.450   34.3%   28.6%   5.7%  0.20   0.1  Yakult Swallows     CL
15           Nakata Sho  2   2   2  0   0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000   -94  0.000  0.000   50.0%   50.0%   0.0%  0.00   0.0   Yomiuri Giants     CL
16        Nakano Takumu  2   9   8  0   3   1   0   0   4    1   0   0   0   0   2   1    0   0    0  0.375  0.444  0.500  0.944   220  0.125  0.500   33.3%   22.2%  11.1%  0.50   0.0   Hanshin Tigers     CL
17       Maru Yoshihiro  5  20  16  2   5   1   0   0   6    2   0   0   0   0   3   4    0   0    0  0.312  0.450  0.375  0.825   167  0.062  0.385   35.0%   15.0%  20.0%  1.33   0.1   Yomiuri Giants     CL
18      Kamei Yoshiyuki  3  10   8  0   1   0   0   0   1    0   0   0   1   0   1   1    0   0    0  0.125  0.222  0.125  0.347    16  0.000  0.143   20.0%   10.0%  10.0%  1.00   0.0   Yomiuri Giants     CL
