               Team    G   W   L   T    PCT    GB   RS   RA Diff   XPCT       Home       Road      vs S      vs T      vs G      vs C      vs D     vs DB    Inter
0   Yakult Swallows  143  73  52  18  0.584    --  625  531   94  0.574   36-29(7)  37-23(11)        --   8-13(4)  11-11(3)   14-8(3)   13-6(6)   17-6(2)     10-8
1    Hanshin Tigers  143  77  56  10  0.579   0.0  541  508   33  0.529   36-31(4)   41-25(6)   13-8(4)        --   13-9(3)  12-12(1)   14-9(2)     14-11     11-7
2    Yomiuri Giants  143  61  62  20  0.496  11.0  552  541   11  0.509  32-30(10)  29-32(10)  11-11(3)   9-13(3)        --  12-12(1)  10-12(3)   12-6(7)   7-8(3)
3    Hiroshima Carp  143  63  68  12  0.481  13.0  557  589  -32  0.474   30-34(8)   33-34(4)   8-14(3)  12-12(1)  12-12(1)        --   14-9(2)   14-9(2)  3-12(3)
4  Chunichi Dragons  143  55  71  17  0.437  18.5  405  478  -73  0.425  33-27(11)   22-44(6)   6-13(6)   9-14(2)  12-10(3)   9-14(2)        --  10-13(2)   9-7(2)
5     DeNA BayStars  143  54  73  16  0.425  20.0  559  624  -65  0.450   27-37(7)   27-36(9)   6-17(2)     11-14   6-12(7)   9-14(2)  13-10(2)        --   9-6(3)
