batId,batter_team_name_short,batter_name,Bats,IP,PA,Count,qualified,FB Velo,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,Whiff%,SwStr%,CSW%,Ball%,Strike%,F-Str%,PAR%,PLUS%,Behind%,Zone%,Glove%,Arm%,High%,Low%,MM%,Sec%,BIP,Pull AIR%,HR%,HR/FB,Usage,Avg Velo,Max Velo,YpERA Grade,null,GB%,FB%,LD%,IFFB%,OFFB%,AIR%,Pull%,Cent%,Oppo%,FB Velo_pctl,K%_pctl,BB%_pctl,Swing%_pctl,Z-Swing%_pctl,Chase%_pctl,Contact%_pctl,Z-Con%_pctl,O-Con%_pctl,Whiff%_pctl,SwStr%_pctl,CSW%_pctl,Ball%_pctl,Strike%_pctl,F-Str%_pctl,PAR%_pctl,PLUS%_pctl,Behind%_pctl,Zone%_pctl,Glove%_pctl,Arm%_pctl,High%_pctl,Low%_pctl,MM%_pctl,Sec%_pctl,BIP_pctl,GB%_pctl,FB%_pctl,LD%_pctl,IFFB%_pctl,OFFB%_pctl,AIR%_pctl,Pull%_pctl,Cent%_pctl,Oppo%_pctl,Pull AIR%_pctl,HR%_pctl,HR/FB_pctl,Usage_pctl,Avg Velo_pctl,Max Velo_pctl,YpERA Grade_pctl
1800123,Rakuten,Ogoh Yuya,L,141.0,644,2642,True,91.3,0.1863354037,0.100931677,0.4119651647,0.5904761905,0.2208300705,0.8198529412,0.8833746898,0.6382978723,0.1801470588,0.07421431276,0.2836046952,0.3752366528,0.6247633472,0.5732087227,0.1531531532,0.5653161681,0.1362604088,0.5168496782,0.4935654807,0.5064345193,0.4121877366,0.5878122634,0.06169568509,0.4149943203,448,0.1485587583,0.01086956522,0.03333333333,1.0,86.19822754,98.8,,0,0.4397321429,0.46875,0.09151785714,0.1116071429,0.3571428571,0.5602678571,0.328125,0.4419642857,0.2299107143,0.4225941423,0.6255230126,0.910041841,0.1987447699,0.3284518828,0.8012552301,0.7322175732,0.6129707113,0.6966527197,0.7405857741,0.769874477,0.6087866109,0.8870292887,0.8870292887,0.7907949791,0.6987447699,0.9058577406,0.9037656904,0.6589958159,0.5606694561,0.4414225941,0.5523012552,0.449790795,0.4184100418,0.2991631799,0.02092050209,0.6422594142,0.6966527197,0.6715481172,0.3242677824,0.7165271967,0.7112970711,0.5282426778,0.4560669456,0.4163179916,0.6317991632,0.7426778243,0.5721757322,0.4947698745,0.5606694561,0.1809623431,
2000056,Hanshin,Nakano Takumu,L,152.3333333,638,2591,True,90.6,0.1520376176,0.07210031348,0.374372829,0.5031892275,0.2203389831,0.8670103093,0.9126760563,0.7423076923,0.1329896907,0.04978772675,0.3091470475,0.3504438441,0.6495561559,0.6062992126,0.123566879,0.5970667696,0.121960633,0.5445773832,0.4677730606,0.5322269394,0.4646854496,0.5353145504,0.059436511,0.3214974913,478,0.1051546392,0.001567398119,0.005524861878,1.0,86.80046968,97.0,,0,0.510460251,0.3786610879,0.1108786611,0.07740585774,0.3012552301,0.489539749,0.3075313808,0.4916317992,0.2008368201,0.6893305439,0.7970711297,0.7615062762,0.10041841,0.1882845188,0.8033472803,0.8870292887,0.730125523,0.8577405858,0.8953974895,0.9121338912,0.4163179916,0.7364016736,0.7364016736,0.629707113,0.8493723849,0.6882845188,0.8012552301,0.4225941423,0.6652719665,0.3368200837,0.2426778243,0.7594142259,0.4748953975,0.7050209205,0.008368200837,0.4456066946,0.4518828452,0.8158995816,0.5439330544,0.5418410042,0.5146443515,0.4644351464,0.2531380753,0.539748954,0.460251046,0.6213389121,0.4644351464,0.4947698745,0.3535564854,0.4916317992,
1800065,Hanshin,Chikamoto Koji,L,136.6666667,637,2697,True,91.2,0.1459968603,0.0989010989,0.4054154303,0.5855855856,0.1977671451,0.8591033852,0.9313609467,0.6129032258,0.1408966148,0.05712166172,0.2770771513,0.3712908012,0.6287091988,0.6132075472,0.1139705882,0.5649109792,0.1290322581,0.5352373887,0.4653318502,0.5346681498,0.4134223211,0.5865776789,0.05153874676,0.3976261128,471,0.1014799154,0.009419152276,0.03260869565,1.0,86.12977162,98.2,,0,0.4883227176,0.3906581741,0.1210191083,0.08704883227,0.3036093418,0.5116772824,0.3099787686,0.4437367304,0.2462845011,0.4654811715,0.8179916318,0.9058577406,0.1757322176,0.3117154812,0.8744769874,0.8682008368,0.8368200837,0.6380753138,0.8765690377,0.8807531381,0.6736401674,0.8661087866,0.8661087866,0.5983263598,0.8807531381,0.9079497908,0.8619246862,0.4958158996,0.6778242678,0.3242677824,0.5439330544,0.4581589958,0.6548117155,0.3807531381,0.01046025105,0.5271966527,0.4769874477,0.8744769874,0.4707112971,0.5460251046,0.5962343096,0.4728033473,0.4435146444,0.3451882845,0.4456066946,0.719665272,0.5669456067,0.4947698745,0.5983263598,0.2876569038,
1900028,Yakult,Nagaoka Hideki,L,138.6666667,611,2323,True,91.0,0.1145662848,0.0441898527,0.5150732127,0.696,0.3038210624,0.877090301,0.9218390805,0.7576687117,0.122909699,0.06330749354,0.2209302326,0.3204134367,0.6795865633,0.6009852217,0.1013024602,0.6059431525,0.1106328024,0.5383290267,0.4916056823,0.5083943177,0.3835557469,0.6164442531,0.06284976324,0.3858742463,494,0.1257367387,0.009819967267,0.0306122449,1.0,86.30337621,99.4,,0,0.520242915,0.3967611336,0.08299595142,0.08704453441,0.3097165992,0.479757085,0.3218623482,0.4433198381,0.2348178138,0.5491631799,0.9016736402,0.5251046025,0.7343096234,0.7280334728,0.449790795,0.9079497908,0.7949790795,0.8661087866,0.9163179916,0.8535564854,0.9456066946,0.510460251,0.510460251,0.6527196653,0.9246861925,0.6234309623,0.679916318,0.4769874477,0.5774058577,0.4246861925,0.769874477,0.2322175732,0.4058577406,0.4456066946,0.002092050209,0.4142259414,0.4937238494,0.5836820084,0.4728033473,0.5690376569,0.4832635983,0.5062761506,0.4476987448,0.39958159,0.5460251046,0.7217573222,0.5585774059,0.4947698745,0.5230125523,0.08786610879,
1300101,SoftBank,Yamakawa Hotaka,R,142.0,609,2383,True,91.8,0.2594417077,0.07389162562,0.5170096598,0.7307351639,0.3237639553,0.657189277,0.7975757576,0.3719211823,0.342810723,0.1772364553,0.3036539269,0.3511129777,0.6488870223,0.6085526316,0.2217453505,0.585048299,0.1099454469,0.4741705166,0.5753252203,0.4246747797,0.3642467478,0.6357532522,0.04951741502,0.4733305334,390,0.2683544304,0.05582922824,0.1559633028,1.0,85.48182711,100.7,,0,0.3615384615,0.558974359,0.07948717949,0.1538461538,0.4051282051,0.6384615385,0.4948717949,0.3692307692,0.1358974359,0.2165271967,0.410041841,0.769874477,0.7426778243,0.8430962343,0.3849372385,0.2238493724,0.2426778243,0.1778242678,0.2322175732,0.1987447699,0.449790795,0.7384937238,0.7384937238,0.6255230126,0.4456066946,0.780334728,0.6715481172,0.9016736402,0.2364016736,0.7656903766,0.8577405858,0.1443514644,0.6966527197,0.089958159,0.05020920502,0.8263598326,0.8974895397,0.5627615063,0.1736401674,0.8556485356,0.8953974895,0.89958159,0.7217573222,0.7656903766,0.8891213389,0.989539749,0.8242677824,0.4947698745,0.809623431,0.01046025105,
1400101,Yomiuri,Okamoto Kazuma,R,131.0,606,2424,True,91.3,0.1600660066,0.09240924092,0.4415530772,0.6494932432,0.2419354839,0.7848456501,0.8673602081,0.5733333333,0.2151543499,0.09500206526,0.2647666254,0.3849648905,0.6150351095,0.5801652893,0.1443452381,0.5493597687,0.1514026403,0.4890541099,0.5833333333,0.4166666667,0.400990099,0.599009901,0.05693069307,0.4192482445,431,0.286036036,0.04455445545,0.112033195,1.0,86.26244464,98.8,,0,0.3225058005,0.5591647332,0.1183294664,0.1438515081,0.4153132251,0.6774941995,0.4918793503,0.3642691415,0.1438515081,0.4225941423,0.7510460251,0.8786610879,0.3451882845,0.5460251046,0.7154811715,0.589958159,0.5376569038,0.5543933054,0.5983263598,0.6192468619,0.7887029289,0.9225941423,0.9225941423,0.7510460251,0.7510460251,0.949790795,0.9581589958,0.8493723849,0.1914225941,0.8106694561,0.640167364,0.3619246862,0.5355648536,0.2845188285,0.03138075314,0.8723849372,0.89958159,0.8640167364,0.2050209205,0.870292887,0.9414225941,0.8974895397,0.7343096234,0.7364016736,0.8974895397,0.9686192469,0.7970711297,0.4947698745,0.539748954,0.1809623431,
1700084,Yakult,Murakami Munetaka,L,126.0,603,2711,True,91.8,0.2985074627,0.1592039801,0.4298892989,0.671875,0.2327759197,0.625751073,0.7172582619,0.4109195402,0.374248927,0.1608856089,0.3073800738,0.4217712177,0.5782287823,0.5640599002,0.2158273381,0.5295202952,0.1460715603,0.4487084871,0.5215787532,0.4784212468,0.4002213205,0.5997786795,0.04758391737,0.4284132841,313,0.1152647975,0.05472636816,0.2129032258,1.0,86.30719178,100.1,,0,0.4376996805,0.4952076677,0.06709265176,0.09584664537,0.3993610224,0.5623003195,0.3610223642,0.4632587859,0.1757188498,0.2165271967,0.320083682,0.9748953975,0.2991631799,0.6725941423,0.7447698745,0.1882845188,0.1631799163,0.2175732218,0.1966527197,0.2384937238,0.4267782427,0.9853556485,0.9853556485,0.8221757322,0.4665271967,0.9748953975,0.949790795,0.9414225941,0.4372384937,0.5648535565,0.6422594142,0.359832636,0.7238493724,0.2405857741,0.09832635983,0.6485355649,0.7635983264,0.4560669456,0.4246861925,0.8305439331,0.7175732218,0.6464435146,0.3577405858,0.6610878661,0.5,0.9874476987,0.8368200837,0.4947698745,0.5209205021,0.03451882845,
1600059,Yomiuri,Yoshikawa Naoki,L,135.0,603,2348,True,91.1,0.1011608624,0.06467661692,0.4344122658,0.5979216627,0.2479489517,0.8745098039,0.9532085561,0.6580882353,0.1254901961,0.05451448041,0.2593696763,0.3496592845,0.6503407155,0.5890183028,0.09146341463,0.5792163543,0.1226575809,0.5327938671,0.4706132879,0.5293867121,0.436967632,0.563032368,0.05238500852,0.3909710392,482,0.1108870968,0.008291873964,0.02336448598,1.0,86.19818351,100.1,,0,0.4730290456,0.4439834025,0.08298755187,0.07053941909,0.3734439834,0.5269709544,0.3278008299,0.4232365145,0.2489626556,0.5094142259,0.9184100418,0.7092050209,0.3158995816,0.3493723849,0.6820083682,0.9016736402,0.8912133891,0.7280334728,0.910041841,0.8974895397,0.8221757322,0.719665272,0.719665272,0.719665272,0.949790795,0.8305439331,0.8075313808,0.5292887029,0.6506276151,0.3514644351,0.3723849372,0.629707113,0.629707113,0.4121338912,0.006276150628,0.5690376569,0.6380753138,0.5815899582,0.5753138075,0.7719665272,0.6380753138,0.5251046025,0.5418410042,0.3368200837,0.4853556485,0.7029288703,0.5251046025,0.4947698745,0.5627615063,0.03451882845,
1600085,Chunichi,Hosokawa Seiya,R,129.6666667,600,2367,True,90.8,0.265,0.095,0.4727272727,0.6580645161,0.3151326053,0.6645796064,0.8025210084,0.4207920792,0.3354203936,0.1585623679,0.3154334038,0.3678646934,0.6321353066,0.6237458194,0.2220670391,0.5623678647,0.1018166455,0.4587737844,0.5618926912,0.4381073088,0.3637515843,0.6362484157,0.05027460921,0.466807611,367,0.1808510638,0.03833333333,0.123655914,1.0,84.81969766,98.8,,0,0.408719346,0.5068119891,0.08446866485,0.1471389646,0.3596730245,0.591280654,0.3950953678,0.3950953678,0.2098092643,0.6213389121,0.3912133891,0.8933054393,0.4937238494,0.5836820084,0.4142259414,0.2322175732,0.2635983264,0.2259414226,0.2405857741,0.2447698745,0.4037656904,0.8535564854,0.8535564854,0.5523012552,0.4435146444,0.9121338912,0.5962343096,0.9267782427,0.2949790795,0.7071129707,0.859832636,0.1422594142,0.6820083682,0.1025104603,0.06485355649,0.719665272,0.8242677824,0.60041841,0.1882845188,0.730125523,0.7887029289,0.7615062762,0.6527196653,0.5146443515,0.7468619247,0.9539748954,0.8075313808,0.4947698745,0.89958159,0.1809623431,
1800117,Rakuten,Tatsumi Ryosuke,L,132.3333333,598,2302,True,91.1,0.1806020067,0.07023411371,0.4278887924,0.6243697479,0.2176258993,0.7614213198,0.8613728129,0.4545454545,0.2385786802,0.1020851434,0.2932232841,0.3740225891,0.6259774109,0.5738255034,0.1725239617,0.5529973936,0.1251086012,0.5169417897,0.4973935708,0.5026064292,0.3987836664,0.6012163336,0.05777584709,0.438748914,434,0.1304347826,0.01170568562,0.04242424242,1.0,85.85456685,98.8,,0,0.4976958525,0.3801843318,0.1221198157,0.04608294931,0.3341013825,0.5023041475,0.3732718894,0.4400921659,0.1866359447,0.5094142259,0.6569037657,0.7405857741,0.2677824268,0.4539748954,0.8117154812,0.4623430962,0.4937238494,0.2824267782,0.4707112971,0.5606694561,0.5230125523,0.8849372385,0.8849372385,0.7866108787,0.60041841,0.9393305439,0.8326359833,0.6548117155,0.5439330544,0.4581589958,0.6548117155,0.3472803347,0.5209205021,0.1966527197,0.02928870293,0.5062761506,0.4581589958,0.8765690377,0.6673640167,0.6548117155,0.5753138075,0.6924686192,0.4686192469,0.6150627615,0.5627615063,0.7594142259,0.6234309623,0.4947698745,0.6945606695,0.1809623431,
