Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,Team,
Akiyama Takumi,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Aoyagi Koyo,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Beasley Jeremy,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Betances Jose,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Endo Jo,126,410,324,48,85,7,5,0,102,30,30,15,12,3,65,0,6,66,6,.262,.315,.392,Hanshin Tigers,
Fujita Kento,60,134,121,14,21,5,0,0,26,7,0,0,2,2,8,0,1,19,4,.174,.215,.227,Hanshin Tigers,
Fukushima Kein,110,232,196,34,48,5,2,1,60,23,15,12,5,1,21,0,9,39,3,.245,.306,.344,Hanshin Tigers,
Guerra Javy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Hamachi Masumi,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Haraguchi Fumihito,7,25,22,1,5,0,0,0,5,3,0,0,0,2,1,0,0,2,2,.227,.227,.240,Hanshin Tigers,
Ibaragi Hidetoshi,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Inoue Kouta,83,355,308,39,95,16,0,8,135,52,1,1,0,5,37,2,5,92,6,.308,.438,.386,Hanshin Tigers,
Ishiguro Yuya,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Ishii Daichi,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Itoh Masashi,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Itoh Ryo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Itsubo Hinase,105,301,273,38,75,9,1,2,92,28,15,10,4,1,20,0,3,27,12,.275,.337,.330,Hanshin Tigers,
Iwasada Yuta,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Iwata Masaki,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kajiya Ren,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Katayama Yuya,90,236,210,28,65,6,2,2,81,21,1,1,4,1,19,1,2,24,7,.310,.386,.371,Hanshin Tigers,
Kawahara Riku,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kinami Seiya,3,8,6,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,.167,.167,.375,Hanshin Tigers,
Kumagai Takahiro,3,14,12,1,2,1,0,1,6,5,0,0,0,1,1,0,0,4,0,.167,.500,.214,Hanshin Tigers,
Martinez Anthony,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Matsubara Kai,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Mieses Johan,58,188,162,20,37,9,0,5,61,22,0,1,0,1,22,0,3,44,6,.228,.377,.330,Hanshin Tigers,
Mombetsu Keito,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Momosaki Aoi,74,137,119,11,22,8,0,1,33,10,2,1,5,3,8,0,2,36,2,.185,.277,.242,Hanshin Tigers,
Moriki Daichi,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Morishita Shota,3,11,8,1,3,0,0,0,3,1,0,0,0,0,3,0,0,1,0,.375,.375,.545,Hanshin Tigers,
