Player,Team,Position,Inning,TZR,RngR,DPR,ARM,ErrR,位置補正,Framing,Blocking,
水谷 瞬,日,RF,21.0,1.0,0.5,-,0.5,0.0,-0.1,-,-,
水谷 瞬,日,DH,36.0,-,-,-,-,-,-0.4,-,-,
茶谷 健太,ロ,1B,132.0,-0.3,1.0,-0.1,-,-1.1,-1.5,-,-,
茶谷 健太,ロ,2B,8.0,0.3,0.2,0.0,-,0.0,0.0,-,-,
茶谷 健太,ロ,3B,9.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
茶谷 健太,ロ,SS,111.0,0.5,-0.5,0.5,-,0.5,0.9,-,-,
茶谷 健太,ロ,DH,1.0,-,-,-,-,-,0.0,-,-,
リチャード,ソ,1B,40.3,0.6,0.5,0.0,-,0.1,-0.4,-,-,
リチャード,ソ,3B,26.0,0.4,0.2,0.0,-,0.2,-0.1,-,-,
大盛 穂,広,LF,38.7,3.9,2.7,-,1.1,0.1,-0.4,-,-,
大盛 穂,広,CF,27.0,0.3,0.4,-,-0.1,0.0,0.1,-,-,
大盛 穂,広,RF,60.0,2.6,1.6,-,0.9,0.0,-0.2,-,-,
柳町 達,ソ,LF,265.3,-0.2,0.9,-,-1.3,0.2,-2.5,-,-,
柳町 達,ソ,CF,33.0,-1.3,-1.0,-,-0.2,0.0,0.1,-,-,
柳町 達,ソ,RF,170.0,2.3,1.1,-,1.0,0.1,-0.7,-,-,
柳町 達,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
中川 圭太,オ,1B,10.0,-0.3,-0.3,0.0,-,0.0,-0.1,-,-,
中川 圭太,オ,CF,260.3,-3.8,-2.3,-,-1.6,0.0,0.9,-,-,
中川 圭太,オ,RF,165.3,2.9,2.8,-,0.0,0.1,-0.7,-,-,
中川 圭太,オ,DH,30.0,-,-,-,-,-,-0.4,-,-,
中野 拓夢,神,2B,1279.7,-0.4,-0.8,-1.1,-,1.6,3.4,-,-,
佐藤 直樹,ソ,CF,126.0,1.8,0.1,-,1.7,0.0,0.4,-,-,
佐藤 直樹,ソ,RF,94.0,-2.2,-1.0,-,-0.4,-0.8,-0.4,-,-,
佐藤 直樹,ソ,DH,1.0,-,-,-,-,-,0.0,-,-,
柿沼 友哉,ロ,C,4.0,0.0,-,-,0.0,0.0,0.1,-0.2,0.0,
杉本 裕太郎,オ,LF,44.7,-1.3,-1.5,-,0.2,0.0,-0.4,-,-,
杉本 裕太郎,オ,RF,344.0,0.4,1.2,-,-0.8,0.1,-1.4,-,-,
杉本 裕太郎,オ,DH,110.3,-,-,-,-,-,-1.3,-,-,
小田 裕也,オ,LF,18.0,0.3,0.3,-,0.0,0.0,-0.2,-,-,
小田 裕也,オ,CF,20.0,1.1,0.7,-,0.5,0.0,0.1,-,-,
小田 裕也,オ,RF,10.7,0.6,0.5,-,0.1,0.0,0.0,-,-,
梶原 昂希,デ,LF,46.0,-4.0,-3.7,-,-0.4,0.0,-0.4,-,-,
梶原 昂希,デ,CF,134.0,1.2,0.8,-,0.4,0.0,0.4,-,-,
梶原 昂希,デ,RF,495.3,-3.2,-3.8,-,0.4,0.2,-2.0,-,-,
奥村 光一,西,LF,125.0,-1.1,-0.9,-,-0.3,0.1,-1.2,-,-,
奥村 光一,西,CF,26.0,1.3,1.4,-,0.0,0.0,0.1,-,-,
奥村 光一,西,RF,30.0,0.0,0.1,-,-0.2,0.0,-0.1,-,-,
奥村 光一,西,DH,5.3,-,-,-,-,-,-0.1,-,-,
石川 慎吾,ロ,LF,73.0,-2.5,-1.0,-,0.1,-1.6,-0.7,-,-,
石川 慎吾,ロ,DH,95.3,-,-,-,-,-,-1.1,-,-,
佐野 皓大,オ,CF,7.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
佐野 皓大,オ,RF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
佐藤 都志也,ロ,C,856.7,-3.0,-,-,-3.0,0.1,12.3,-5.3,-0.7,
佐藤 都志也,ロ,1B,118.0,-0.3,-0.5,-0.1,-,0.3,-1.3,-,-,
立岡 宗一郎,巨,LF,119.0,-2.0,-2.1,-,0.0,0.1,-1.1,-,-,
立岡 宗一郎,巨,CF,48.7,1.4,1.6,-,-0.2,0.0,0.2,-,-,
立岡 宗一郎,巨,RF,31.0,0.1,0.1,-,0.0,0.0,-0.1,-,-,
山野辺 翔,西,2B,63.0,-0.5,0.0,0.0,-,-0.4,0.2,-,-,
山野辺 翔,西,3B,39.0,-0.6,-0.8,0.0,-,0.2,-0.1,-,-,
山野辺 翔,西,LF,68.0,-0.7,0.0,-,-0.8,0.1,-0.6,-,-,
山野辺 翔,西,DH,15.0,-,-,-,-,-,-0.2,-,-,
ブライト 健太,中,LF,25.0,-1.2,-1.2,-,0.1,0.0,-0.2,-,-,
ブライト 健太,中,CF,18.0,-1.6,-1.5,-,-0.2,0.0,0.1,-,-,
茶野 篤政,オ,LF,8.0,-0.3,-0.1,-,-0.3,0.0,-0.1,-,-,
茶野 篤政,オ,CF,32.0,0.7,1.0,-,-0.3,0.0,0.1,-,-,
茶野 篤政,オ,RF,71.7,0.4,0.9,-,-0.5,0.0,-0.3,-,-,
鈴木 将平,西,LF,102.0,-4.6,-2.8,-,-1.8,0.1,-1.0,-,-,
鈴木 将平,西,CF,27.0,-1.2,-1.3,-,0.1,0.0,0.1,-,-,
鈴木 将平,西,DH,26.0,-,-,-,-,-,-0.3,-,-,
関根 大気,デ,LF,176.3,1.0,0.4,-,1.2,-0.7,-1.7,-,-,
関根 大気,デ,CF,157.0,0.2,1.9,-,-1.8,0.0,0.5,-,-,
石川 亮,オ,C,31.7,0.5,-,-,0.4,0.0,0.5,-0.2,-0.2,
松原 聖弥,西,CF,17.0,0.9,0.9,-,0.0,0.0,0.1,-,-,
松原 聖弥,西,RF,148.7,-0.5,0.0,-,-0.6,0.1,-0.6,-,-,
島田 海吏,神,LF,107.7,8.6,7.7,-,0.8,0.2,-1.0,-,-,
島田 海吏,神,CF,17.0,-0.5,-0.6,-,0.1,0.0,0.1,-,-,
島田 海吏,神,RF,77.3,2.6,2.7,-,-0.1,0.0,-0.3,-,-,
二俣 翔一,広,1B,21.7,1.4,1.3,-0.1,-,0.2,-0.2,-,-,
二俣 翔一,広,2B,44.0,-0.2,-0.1,0.4,-,-0.5,0.1,-,-,
二俣 翔一,広,3B,56.7,-0.7,-0.3,0.0,-,-0.4,-0.2,-,-,
二俣 翔一,広,SS,23.7,-0.9,-0.1,-0.3,-,-0.5,0.2,-,-,
二俣 翔一,広,LF,84.7,4.9,3.6,-,1.2,0.1,-0.8,-,-,
二俣 翔一,広,RF,30.0,0.8,1.0,-,-0.3,0.0,-0.1,-,-,
二俣 翔一,広,DH,3.0,-,-,-,-,-,0.0,-,-,
辰己 涼介,楽,CF,1269.7,0.0,0.3,-,0.4,-0.7,4.2,-,-,
藤原 恭大,ロ,CF,155.7,1.7,1.7,-,-0.1,0.0,0.5,-,-,
藤原 恭大,ロ,RF,421.0,3.7,3.0,-,0.5,0.2,-1.7,-,-,
山田 哲人,ヤ,2B,752.7,-6.6,-6.6,-0.1,-,0.1,2.0,-,-,
山田 哲人,ヤ,DH,9.0,-,-,-,-,-,-0.1,-,-,
髙部 瑛斗,ロ,CF,589.3,-3.3,-1.9,-,-1.4,0.1,2.0,-,-,
仲田 慶介,ソ,2B,32.0,0.7,0.9,-0.3,-,0.1,0.1,-,-,
仲田 慶介,ソ,3B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
仲田 慶介,ソ,LF,4.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
仲田 慶介,ソ,DH,6.0,-,-,-,-,-,-0.1,-,-,
宮本 丈,ヤ,1B,10.0,-0.2,-0.2,0.0,-,0.0,-0.1,-,-,
宮本 丈,ヤ,2B,29.3,-1.0,-0.9,-0.3,-,0.1,0.1,-,-,
宮本 丈,ヤ,LF,148.0,0.1,0.0,-,0.0,0.1,-1.4,-,-,
宮本 丈,ヤ,RF,89.0,0.6,0.5,-,0.0,0.0,-0.4,-,-,
淺間 大基,日,LF,64.0,1.2,1.0,-,0.1,0.1,-0.6,-,-,
淺間 大基,日,CF,106.0,-0.4,-1.9,-,1.5,0.0,0.4,-,-,
淺間 大基,日,RF,74.0,-1.0,-1.1,-,0.0,0.0,-0.3,-,-,
淺間 大基,日,DH,2.0,-,-,-,-,-,0.0,-,-,
大里 昂生,オ,1B,40.0,-0.2,-0.3,0.0,-,0.1,-0.4,-,-,
大里 昂生,オ,2B,218.7,2.2,3.6,-0.2,-,-1.2,0.6,-,-,
大里 昂生,オ,3B,85.0,3.3,2.5,-0.1,-,0.9,-0.3,-,-,
大里 昂生,オ,SS,41.0,-0.3,0.1,0.0,-,-0.4,0.3,-,-,
板山 祐太郎,中,1B,47.3,-0.8,-0.9,0.0,-,0.1,-0.5,-,-,
板山 祐太郎,中,2B,294.7,1.6,-0.4,0.4,-,1.6,0.8,-,-,
板山 祐太郎,中,3B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
板山 祐太郎,中,LF,6.0,0.9,0.8,-,0.0,0.0,-0.1,-,-,
板山 祐太郎,中,RF,76.0,-0.6,-1.4,-,0.9,0.0,-0.3,-,-,
長岡 秀樹,ヤ,SS,1255.3,-11.7,-13.4,0.7,-,1.0,10.2,-,-,
野口 恭佑,神,LF,47.0,0.3,0.2,-,0.2,0.0,-0.4,-,-,
野口 恭佑,神,RF,52.0,-2.5,-2.1,-,-0.4,0.0,-0.2,-,-,
山足 達也,オ,1B,26.7,0.7,0.4,0.2,-,0.1,-0.3,-,-,
山足 達也,オ,2B,43.3,0.1,0.7,0.0,-,-0.5,0.1,-,-,
山足 達也,オ,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
安達 了一,オ,2B,70.0,-4.4,-1.7,-0.1,-,-2.6,0.2,-,-,
安達 了一,オ,SS,26.0,0.3,0.1,0.1,-,0.1,0.2,-,-,
安達 了一,オ,DH,1.0,-,-,-,-,-,0.0,-,-,
伏見 寅威,日,C,461.7,-0.9,-,-,-1.6,0.7,6.6,-2.7,-0.9,
モンテス,巨,2B,6.0,0.1,0.2,-0.1,-,0.0,0.0,-,-,
モンテス,巨,3B,48.0,0.3,0.1,0.0,-,0.3,-0.2,-,-,
モンテス,巨,SS,29.0,-0.5,-0.4,-0.3,-,0.2,0.2,-,-,
モンテス,巨,LF,213.0,-7.5,-5.7,-,-1.9,0.1,-2.0,-,-,
山本 祐大,デ,C,888.7,2.7,-,-,1.8,0.9,12.7,4.8,-0.6,
大下 誠一郎,ロ,1B,23.7,0.2,0.1,0.0,-,0.1,-0.3,-,-,
大下 誠一郎,ロ,3B,10.0,0.1,0.1,-0.1,-,0.1,0.0,-,-,
大下 誠一郎,ロ,DH,1.0,-,-,-,-,-,0.0,-,-,
牧原 大成,ソ,2B,591.7,1.6,2.8,0.6,-,-1.8,1.6,-,-,
牧原 大成,ソ,DH,1.0,-,-,-,-,-,0.0,-,-,
村林 一輝,楽,SS,1209.7,-1.4,-4.1,2.9,-,-0.2,9.9,-,-,
中村 奨成,広,LF,124.0,1.1,1.1,-,-0.1,0.1,-1.2,-,-,
中村 奨成,広,CF,8.0,0.1,0.2,-,-0.2,0.0,0.0,-,-,
太田 賢吾,ヤ,LF,9.0,0.5,0.0,-,0.5,0.0,-0.1,-,-,
太田 賢吾,ヤ,CF,17.0,-1.1,-0.6,-,-0.5,0.0,0.1,-,-,
太田 賢吾,ヤ,RF,67.3,-0.8,-0.4,-,-0.4,0.0,-0.3,-,-,
池田 来翔,ロ,1B,25.0,0.2,0.1,0.0,-,0.1,-0.3,-,-,
池田 来翔,ロ,2B,65.0,-0.5,-0.2,-0.5,-,0.2,0.2,-,-,
池田 来翔,ロ,3B,18.0,-1.4,-0.7,0.0,-,-0.6,-0.1,-,-,
池田 来翔,ロ,DH,1.0,-,-,-,-,-,0.0,-,-,
増田 大輝,巨,3B,45.3,1.7,1.0,0.2,-,0.5,-0.2,-,-,
増田 大輝,巨,SS,2.0,0.1,-0.1,0.1,-,0.0,0.0,-,-,
増田 大輝,巨,LF,10.7,0.8,0.8,-,0.0,0.0,-0.1,-,-,
増田 大輝,巨,CF,11.0,0.4,0.2,-,0.2,0.0,0.0,-,-,
増田 大輝,巨,RF,7.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
栗原 陵矢,ソ,1B,15.0,-0.2,-0.2,0.0,-,0.0,-0.2,-,-,
栗原 陵矢,ソ,3B,1221.3,16.9,10.7,0.5,-,5.7,-4.6,-,-,
内山 壮真,ヤ,C,89.3,0.5,-,-,0.6,-0.1,1.3,2.7,-0.5,
内山 壮真,ヤ,LF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
内山 壮真,ヤ,RF,3.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
上林 誠知,中,LF,3.0,-0.3,-0.3,-,0.0,0.0,0.0,-,-,
上林 誠知,中,CF,102.0,-1.0,-0.2,-,-0.9,0.0,0.3,-,-,
上林 誠知,中,RF,111.7,1.2,0.4,-,0.8,0.0,-0.4,-,-,
高橋 周平,中,3B,377.3,-1.1,1.9,-0.4,-,-2.5,-1.4,-,-,
小川 龍成,ロ,2B,533.7,8.2,7.1,1.2,-,-0.1,1.4,-,-,
小川 龍成,ロ,SS,216.3,4.7,3.4,0.0,-,1.3,1.8,-,-,
小川 龍成,ロ,DH,3.0,-,-,-,-,-,0.0,-,-,
蛭間 拓哉,西,LF,198.7,-2.1,-3.7,-,1.5,0.1,-1.9,-,-,
蛭間 拓哉,西,CF,18.7,0.1,0.1,-,0.0,0.0,0.1,-,-,
蛭間 拓哉,西,RF,287.3,-0.7,-2.2,-,1.5,0.1,-1.1,-,-,
蛭間 拓哉,西,DH,8.0,-,-,-,-,-,-0.1,-,-,
並木 秀尊,ヤ,LF,15.0,0.0,-0.6,-,0.6,0.0,-0.1,-,-,
並木 秀尊,ヤ,CF,54.0,0.2,-1.5,-,1.7,0.0,0.2,-,-,
並木 秀尊,ヤ,RF,49.7,0.7,0.3,-,0.4,0.0,-0.2,-,-,
山本 大斗,ロ,LF,32.0,1.5,1.6,-,-0.2,0.0,-0.3,-,-,
山本 大斗,ロ,RF,8.0,-0.8,-0.9,-,0.1,0.0,0.0,-,-,
筒香 嘉智,デ,LF,120.7,1.3,1.1,-,0.1,0.1,-1.1,-,-,
筒香 嘉智,デ,RF,140.7,-7.3,-6.1,-,-1.3,0.0,-0.6,-,-,
筒香 嘉智,デ,DH,35.0,-,-,-,-,-,-0.4,-,-,
マルティネス,日,1B,730.7,1.1,1.6,-0.9,-,0.3,-8.1,-,-,
マルティネス,日,DH,186.7,-,-,-,-,-,-2.2,-,-,
福永 奨,オ,C,66.0,-1.1,-,-,-0.7,-0.5,0.9,0.7,0.3,
矢澤 宏太,日,LF,30.0,0.0,0.3,-,-0.3,0.0,-0.3,-,-,
矢澤 宏太,日,CF,10.0,-2.3,-1.8,-,-0.4,0.0,0.0,-,-,
矢澤 宏太,日,RF,4.0,0.6,0.8,-,-0.2,0.0,0.0,-,-,
ダウンズ,ソ,2B,33.3,-0.3,-0.5,0.1,-,0.1,0.1,-,-,
ダウンズ,ソ,SS,20.0,-0.7,-0.2,0.1,-,-0.6,0.2,-,-,
青木 宣親,ヤ,LF,25.0,-1.7,-0.9,-,0.1,-0.8,-0.2,-,-,
青木 宣親,ヤ,CF,7.0,-0.6,-0.6,-,0.0,0.0,0.0,-,-,
青木 宣親,ヤ,RF,111.0,-2.9,-1.8,-,-1.1,0.0,-0.4,-,-,
青木 宣親,ヤ,DH,5.0,-,-,-,-,-,-0.1,-,-,
寺地 隆成,ロ,C,8.0,-0.3,-,-,0.0,-0.3,0.1,-0.3,0.0,
寺地 隆成,ロ,DH,9.0,-,-,-,-,-,-0.1,-,-,
中島 大輔,楽,LF,285.0,-2.0,-2.4,-,0.2,0.2,-2.7,-,-,
中島 大輔,楽,DH,2.0,-,-,-,-,-,0.0,-,-,
オースティン,デ,1B,852.3,-3.7,-2.9,-1.2,-,0.3,-9.5,-,-,
オースティン,デ,DH,27.0,-,-,-,-,-,-0.3,-,-,
ソト,ロ,1B,698.3,-2.4,-2.9,-0.2,-,0.7,-7.8,-,-,
ソト,ロ,DH,345.3,-,-,-,-,-,-4.1,-,-,
松本 直樹,ヤ,C,343.0,2.7,-,-,2.7,0.0,4.9,1.8,-1.0,
西浦 直亨,デ,2B,15.7,-0.1,-0.3,0.1,-,0.0,0.0,-,-,
西浦 直亨,デ,3B,6.0,-1.5,-0.1,0.0,-,-1.4,0.0,-,-,
西浦 直亨,デ,SS,15.0,-2.5,-2.2,-0.4,-,0.1,0.1,-,-,
阿部 寿樹,楽,1B,73.0,1.7,1.2,0.2,-,0.3,-0.8,-,-,
阿部 寿樹,楽,3B,24.3,0.8,0.6,0.0,-,0.3,-0.1,-,-,
阿部 寿樹,楽,LF,217.0,-3.7,-0.2,-,-2.1,-1.5,-2.1,-,-,
阿部 寿樹,楽,DH,190.3,-,-,-,-,-,-2.3,-,-,
宗 佑磨,オ,3B,734.3,-6.6,-6.4,0.2,-,-0.4,-2.8,-,-,
大和,デ,1B,35.3,-0.1,-0.2,0.0,-,0.2,-0.4,-,-,
大和,デ,2B,23.0,1.1,1.1,-0.1,-,0.1,0.1,-,-,
大和,デ,3B,7.0,-0.6,-0.6,0.0,-,0.0,0.0,-,-,
大和,デ,SS,105.0,-0.2,-0.7,-0.1,-,0.6,0.9,-,-,
ゴンザレス,オ,1B,17.0,0.2,0.1,0.0,-,0.0,-0.2,-,-,
ゴンザレス,オ,2B,137.0,1.7,2.8,-0.4,-,-0.7,0.4,-,-,
ゴンザレス,オ,3B,7.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
ゴンザレス,オ,SS,1.0,-0.8,-0.8,0.0,-,0.0,0.0,-,-,
ポランコ,ロ,LF,254.7,-9.3,-6.0,-,-2.6,-0.7,-2.4,-,-,
ポランコ,ロ,DH,679.7,-,-,-,-,-,-8.1,-,-,
矢野 雅哉,広,2B,73.0,-2.8,-0.4,-0.6,-,-1.8,0.2,-,-,
矢野 雅哉,広,SS,1066.0,5.3,-1.0,2.9,-,3.3,8.7,-,-,
山田 遥楓,楽,1B,18.0,0.2,0.2,0.0,-,0.0,-0.2,-,-,
山田 遥楓,楽,2B,20.0,-0.6,-0.1,0.1,-,-0.6,0.1,-,-,
山田 遥楓,楽,3B,17.7,0.3,0.3,-0.1,-,0.1,-0.1,-,-,
山田 遥楓,楽,SS,19.0,0.9,0.6,0.1,-,0.2,0.2,-,-,
山田 遥楓,楽,DH,4.0,-,-,-,-,-,0.0,-,-,
石上 泰輝,デ,3B,19.0,0.2,0.1,0.0,-,0.1,-0.1,-,-,
石上 泰輝,デ,SS,162.0,-6.3,-3.7,-0.6,-,-2.0,1.3,-,-,
村上 宗隆,ヤ,1B,23.3,-0.3,-0.4,0.0,-,0.1,-0.3,-,-,
村上 宗隆,ヤ,3B,1213.3,-8.5,-6.2,-1.2,-,-1.0,-4.6,-,-,
村上 宗隆,ヤ,DH,8.0,-,-,-,-,-,-0.1,-,-,
梅野 隆太郎,神,C,748.7,-0.7,-,-,-1.7,0.9,10.7,0.7,-0.9,
元山 飛優,西,1B,109.7,0.7,1.0,-0.1,-,-0.2,-1.2,-,-,
元山 飛優,西,2B,9.0,0.1,0.1,0.0,-,0.0,0.0,-,-,
元山 飛優,西,3B,57.3,1.5,2.4,-0.2,-,-0.7,-0.2,-,-,
元山 飛優,西,SS,3.0,-0.7,-0.5,-0.1,-,0.0,0.0,-,-,
オスナ,ヤ,1B,1217.0,-9.9,-8.3,0.6,-,-2.2,-13.6,-,-,
武岡 龍世,ヤ,2B,356.7,-2.8,-4.1,0.3,-,0.9,1.0,-,-,
武岡 龍世,ヤ,3B,10.0,0.9,0.6,0.1,-,0.1,0.0,-,-,
武岡 龍世,ヤ,SS,4.0,-0.3,-0.5,0.3,-,0.0,0.0,-,-,
山本 泰寛,中,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
山本 泰寛,中,2B,165.0,-0.5,0.2,-1.0,-,0.3,0.4,-,-,
山本 泰寛,中,3B,41.0,1.6,1.0,0.3,-,0.4,-0.2,-,-,
山本 泰寛,中,SS,165.3,0.8,0.7,0.6,-,-0.5,1.3,-,-,
坂本 勇人,巨,3B,858.0,14.1,9.0,1.5,-,3.6,-3.3,-,-,
坂本 勇人,巨,DH,18.0,-,-,-,-,-,-0.2,-,-,
中村 剛也,西,1B,44.0,-0.9,-1.0,0.0,-,0.1,-0.5,-,-,
中村 剛也,西,DH,369.7,-,-,-,-,-,-4.4,-,-,
紅林 弘太郎,オ,3B,3.0,-0.1,-0.1,0.0,-,0.0,0.0,-,-,
紅林 弘太郎,オ,SS,1161.3,-2.7,-5.6,-0.6,-,3.6,9.5,-,-,
柘植 世那,西,C,149.3,-1.0,-,-,-1.1,0.0,2.1,-1.1,0.2,
角中 勝也,ロ,LF,252.0,-0.4,-2.0,-,1.4,0.2,-2.4,-,-,
角中 勝也,ロ,RF,62.0,-3.1,-2.0,-,-1.1,0.0,-0.2,-,-,
角中 勝也,ロ,DH,42.0,-,-,-,-,-,-0.5,-,-,
古市 尊,西,C,16.3,-0.3,-,-,0.0,-0.2,0.2,-0.2,0.1,
古市 尊,西,DH,1.7,-,-,-,-,-,0.0,-,-,
伊藤 裕季也,楽,1B,53.3,-1.2,-1.2,-0.1,-,0.1,-0.6,-,-,
伊藤 裕季也,楽,3B,18.0,-0.9,-0.9,0.0,-,0.0,-0.1,-,-,
伊藤 裕季也,楽,SS,3.0,-0.9,-0.1,-0.1,-,-0.7,0.0,-,-,
伊藤 裕季也,楽,LF,165.0,-4.2,-4.5,-,0.1,0.1,-1.6,-,-,
伊藤 裕季也,楽,DH,21.0,-,-,-,-,-,-0.3,-,-,
宜保 翔,オ,2B,32.0,-0.9,0.0,0.4,-,-1.3,0.1,-,-,
宜保 翔,オ,SS,16.0,-1.2,-0.5,0.0,-,-0.7,0.1,-,-,
佐野 恵太,デ,1B,263.0,1.6,1.6,-0.4,-,0.4,-2.9,-,-,
佐野 恵太,デ,LF,808.7,-10.1,-12.2,-,1.5,0.5,-7.7,-,-,
中村 悠平,ヤ,C,784.0,4.1,-,-,3.8,0.3,11.2,10.6,-0.4,
泉口 友汰,巨,2B,4.3,-0.8,-0.1,0.0,-,-0.7,0.0,-,-,
泉口 友汰,巨,3B,18.7,-0.6,-0.1,0.0,-,-0.5,-0.1,-,-,
泉口 友汰,巨,SS,380.7,2.5,3.6,-1.9,-,0.7,3.1,-,-,
森 敬斗,デ,2B,8.0,-0.6,-0.6,0.0,-,0.0,0.0,-,-,
森 敬斗,デ,SS,466.7,-0.6,5.9,-1.7,-,-4.8,3.8,-,-,
サンタナ,ヤ,LF,869.0,-20.2,-13.9,-,-6.2,-0.1,-8.2,-,-,
サンタナ,ヤ,DH,50.3,-,-,-,-,-,-0.6,-,-,
ヘルナンデス,巨,CF,442.3,-8.8,-8.7,-,-0.2,0.0,1.5,-,-,
ヘルナンデス,巨,RF,49.7,3.1,2.9,-,0.2,0.0,-0.2,-,-,
廣瀨 隆太,ソ,1B,14.0,0.6,0.5,0.0,-,0.1,-0.2,-,-,
廣瀨 隆太,ソ,2B,264.0,3.3,2.8,0.2,-,0.3,0.7,-,-,
宮崎 一樹,日,LF,8.0,0.0,0.0,-,0.0,0.0,-0.1,-,-,
宮崎 一樹,日,CF,3.0,-0.2,-0.2,-,0.0,0.0,0.0,-,-,
小幡 竜平,神,SS,313.7,-3.7,-2.0,-1.2,-,-0.4,2.6,-,-,
前川 右京,神,LF,670.0,-4.0,-3.9,-,0.2,-0.3,-6.4,-,-,
前川 右京,神,RF,8.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
前川 右京,神,DH,19.0,-,-,-,-,-,-0.2,-,-,
井上 絢登,デ,3B,47.0,1.7,1.2,-0.2,-,0.7,-0.2,-,-,
井上 絢登,デ,LF,15.0,0.0,-1.2,-,1.1,0.0,-0.1,-,-,
井上 絢登,デ,RF,2.0,-1.3,-1.1,-,-0.1,0.0,0.0,-,-,
羽月 隆太郎,広,2B,15.0,0.1,0.0,0.1,-,0.0,0.0,-,-,
羽月 隆太郎,広,3B,29.0,-0.3,0.0,0.2,-,-0.4,-0.1,-,-,
羽月 隆太郎,広,DH,8.0,-,-,-,-,-,-0.1,-,-,
松山 竜平,広,1B,22.0,0.9,0.9,-0.1,-,0.1,-0.2,-,-,
松山 竜平,広,DH,18.0,-,-,-,-,-,-0.2,-,-,
ディカーソン,中,LF,192.0,1.1,0.6,-,0.3,0.2,-1.8,-,-,
ディカーソン,中,DH,16.7,-,-,-,-,-,-0.2,-,-,
岸田 行倫,巨,C,645.0,3.3,-,-,4.5,-1.2,9.2,-3.5,1.4,
岸田 行倫,巨,DH,12.0,-,-,-,-,-,-0.1,-,-,
上田 希由翔,ロ,1B,81.0,1.7,2.3,-0.2,-,-0.4,-0.9,-,-,
上田 希由翔,ロ,3B,56.0,-2.3,-1.9,0.0,-,-0.5,-0.2,-,-,
鈴木 大地,楽,1B,621.3,2.6,0.4,0.3,-,2.0,-6.9,-,-,
鈴木 大地,楽,3B,329.0,-1.8,-2.4,0.8,-,-0.1,-1.2,-,-,
鈴木 大地,楽,DH,12.0,-,-,-,-,-,-0.1,-,-,
龍空,中,2B,15.0,-0.6,-0.4,-0.3,-,0.1,0.0,-,-,
龍空,中,SS,87.7,-0.8,-1.9,0.6,-,0.5,0.7,-,-,
野村 大樹,西,1B,343.7,0.6,1.0,-0.1,-,-0.4,-3.8,-,-,
野村 大樹,西,DH,107.0,-,-,-,-,-,-1.3,-,-,
京田 陽太,デ,1B,68.0,-0.4,0.0,0.0,-,-0.4,-0.8,-,-,
京田 陽太,デ,3B,130.7,-1.0,0.7,-0.6,-,-1.1,-0.5,-,-,
京田 陽太,デ,SS,328.3,0.3,0.7,-0.5,-,0.0,2.7,-,-,
吉田 賢吾,ソ,DH,58.0,-,-,-,-,-,-0.7,-,-,
後藤 駿太,中,LF,29.3,-4.7,-4.5,-,-0.3,0.0,-0.3,-,-,
後藤 駿太,中,CF,18.0,0.1,0.3,-,-0.2,0.0,0.1,-,-,
後藤 駿太,中,RF,24.0,-1.7,-1.5,-,-0.2,0.0,-0.1,-,-,
フォード,デ,1B,46.0,-0.6,0.5,0.0,-,-1.2,-0.5,-,-,
牧 秀悟,デ,1B,8.7,-0.2,-0.2,0.0,-,0.0,-0.1,-,-,
牧 秀悟,デ,2B,1127.0,-9.8,-2.4,-2.9,-,-4.5,3.0,-,-,
牧 秀悟,デ,DH,9.0,-,-,-,-,-,-0.1,-,-,
ガルシア,西,LF,38.0,0.0,1.2,-,-0.4,-0.8,-0.4,-,-,
ガルシア,西,DH,118.3,-,-,-,-,-,-1.4,-,-,
浅村 栄斗,楽,3B,830.3,-4.0,-6.4,0.8,-,1.7,-3.2,-,-,
浅村 栄斗,楽,DH,291.0,-,-,-,-,-,-3.5,-,-,
池田 陵真,オ,LF,17.0,0.7,1.1,-,-0.4,0.0,-0.2,-,-,
池田 陵真,オ,RF,31.0,-0.5,-0.5,-,0.0,0.0,-0.1,-,-,
池田 陵真,オ,DH,1.0,-,-,-,-,-,0.0,-,-,
石垣 雅海,中,1B,5.7,0.2,0.2,0.0,-,0.0,-0.1,-,-,
石垣 雅海,中,2B,15.0,0.2,0.2,0.0,-,0.1,0.0,-,-,
石垣 雅海,中,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
石垣 雅海,中,SS,5.0,0.5,0.4,0.1,-,0.0,0.0,-,-,
田村 俊介,広,LF,38.0,-0.3,-1.2,-,0.8,0.0,-0.4,-,-,
