PlayerNum,enPlayer,Link,BirthDate,Height,Weight,T,B,Note,Team
68,Nakagawa Hayato,https://npb.jp/bis/eng/players/51455155.html,Jan. 27 2004,172,75,R,R,,Hanshin Tigers
39,Sakaeda Yuki,https://npb.jp/bis/eng/players/51055153.html,May 16 1998,180,85,R,R,,Hanshin Tigers
12,Sakamoto Seishiro,https://npb.jp/bis/eng/players/11915132.html,Nov. 10 1993,176,80,R,R,,Hanshin Tigers
2,Umeno Ryutaro,https://npb.jp/bis/eng/players/21325139.html,Jun. 17 1991,173,79,R,R,,Hanshin Tigers
45,Endo Jo,https://npb.jp/bis/eng/players/71575151.html,Sep. 19 2001,178,85,R,L,,Hanshin Tigers
94,Haraguchi Fumihito,https://npb.jp/bis/eng/players/61065131.html,Mar. 3 1992,182,95,R,R,,Hanshin Tigers
33,Itohara Kento,https://npb.jp/bis/eng/players/81185134.html,Nov. 11 1992,175,78,R,L,,Hanshin Tigers
0,Kinami Seiya,https://npb.jp/bis/eng/players/31735138.html,Jun. 15 1994,179,83,R,L,,Hanshin Tigers
4,Kumagai Takahiro,https://npb.jp/bis/eng/players/81585136.html,Nov. 10 1995,175,68,R,R,,Hanshin Tigers
56,Momosaki Aoi,https://npb.jp/bis/eng/players/23325159.html,Sep. 11 2005,178,77,R,R,,Hanshin Tigers
51,Nakano Takumu,https://npb.jp/bis/eng/players/41445153.html,Jun. 28 1996,171,67,R,L,,Hanshin Tigers
38,Obata Ryuhei,https://npb.jp/bis/eng/players/31535138.html,Sep. 21 2000,184,76,R,L,,Hanshin Tigers
3,Ohyama Yusuke,https://npb.jp/bis/eng/players/21325134.html,Dec. 19 1994,181,94,R,R,,Hanshin Tigers
8,Sato Teruaki,https://npb.jp/bis/eng/players/41045153.html,Mar. 13 1999,187,96,R,L,,Hanshin Tigers
67,Takatera Nozomu,https://npb.jp/bis/eng/players/41245153.html,Oct. 17 2002,178,76,R,L,,Hanshin Tigers
44,Toi Reiji,https://npb.jp/bis/eng/players/11215157.html,Jan. 18 2005,181,78,R,R,,Hanshin Tigers
62,Ueda Kai,https://npb.jp/bis/eng/players/01305130.html,Apr. 19 1996,175,69,R,S,,Hanshin Tigers
25,Watanabe Ryo,https://npb.jp/bis/eng/players/81685139.html,Apr. 30 1995,178,82,R,R,,Hanshin Tigers
52,Yamada Shuya,https://npb.jp/bis/eng/players/63365159.html,Aug. 20 2005,177,71,R,R,,Hanshin Tigers
5,Chikamoto Koji,https://npb.jp/bis/eng/players/71075138.html,Nov. 9 1994,171,69,L,L,,Hanshin Tigers
32,Inoue Kouta,https://npb.jp/bis/eng/players/31335151.html,Aug. 12 2001,189,100,R,R,,Hanshin Tigers
40,Itsubo Hinase,https://npb.jp/bis/eng/players/41145157.html,Mar. 17 2005,177,88,R,R,,Hanshin Tigers
58,Maegawa Ukyo,https://npb.jp/bis/eng/players/21825155.html,May 18 2003,176,83,L,L,,Hanshin Tigers
55,Mieses Johan,https://npb.jp/bis/eng/players/73075157.html,Jul. 13 1995,185,119,R,R,,Hanshin Tigers
1,Morishita Shota,https://npb.jp/bis/eng/players/43145157.html,Aug. 14 2000,182,89,R,R,,Hanshin Tigers
7,Neuse Sheldon,https://npb.jp/bis/eng/players/73975157.html,Dec. 10 1994,183,100,R,R,,Hanshin Tigers
97,Noguchi Kyosuke,https://npb.jp/bis/eng/players/01405157.html,Jul. 17 2000,180,86,R,R,,Hanshin Tigers
60,Onodera Dan,https://npb.jp/bis/eng/players/71775151.html,Mar. 17 1998,183,83,R,R,,Hanshin Tigers
53,Shimada Kairi,https://npb.jp/bis/eng/players/91995136.html,Feb. 6 1996,176,71,R,L,,Hanshin Tigers
43,Takahama Yuto,https://npb.jp/bis/eng/players/01005130.html,Aug. 8 1996,185,88,R,R,,Hanshin Tigers
61,Toyoda Hiroshi,https://npb.jp/bis/eng/players/31435155.html,Apr. 28 1997,178,88,R,R,,Hanshin Tigers
131,Betances Jose,https://npb.jp/bis/eng/players/83085159.html,Oct. 17 1999,183,102,R,R,Registered (Mar. 13).,Hanshin Tigers
125,Itoh Ryo,https://npb.jp/bis/eng/players/31335155.html,Nov. 8 1999,178,79,L,L,,Hanshin Tigers
132,Martinez Anthony,https://npb.jp/bis/eng/players/13215159.html,Jan. 10 2000,190,79,R,R,Registered (Mar. 13).,Hanshin Tigers
123,Matsubara Kai,https://npb.jp/bis/eng/players/93195159.html,Aug. 24 1999,180,88,R,R,,Hanshin Tigers
122,Ogawa Ippei,https://npb.jp/bis/eng/players/11715151.html,Jun. 3 1997,183,85,R,R,,Hanshin Tigers
126,Fukushima Kein,https://npb.jp/bis/eng/players/11815159.html,Oct. 6 2001,171,72,R,L,,Hanshin Tigers
25,Arai Takahiro,Jan. 30 1977,,,Hiroshima Carp
48,Aduwa Makoto,https://npb.jp/bis/eng/players/31135134.html,Oct. 2 1998,196,84,R,R,,Hiroshima Carp
35,Akatsuka Kento,https://npb.jp/bis/eng/players/51155159.html,Jul. 1 2001,195,118,R,R,,Hiroshima Carp
98,Corniel Robert,https://npb.jp/bis/eng/players/53955151.html,Jun. 23 1995,194,103,R,R,,Hiroshima Carp
66,Endoh Atsushi,https://npb.jp/bis/eng/players/71375136.html,Apr. 8 1999,186,89,R,R,,Hiroshima Carp
39,Hasebe Ginji,https://npb.jp/bis/eng/players/51655157.html,Jul. 29 1998,184,84,L,L,,Hiroshima Carp
42,Hatch Thomas,https://npb.jp/bis/eng/players/93995159.html,Sep. 29 1994,185,88,R,R,,Hiroshima Carp
68,Hearn Taylor,https://npb.jp/bis/eng/players/73975159.html,Aug. 30 1994,198,104,L,L,,Hiroshima Carp
70,Hidaka Atsumi,https://npb.jp/bis/eng/players/41645157.html,Sep. 16 2004,183,74,R,L,,Hiroshima Carp
36,Horie Atsuya,https://npb.jp/bis/eng/players/21625130.html,Feb. 21 1997,178,90,L,L,,Hiroshima Carp
46,Kawano Kei,https://npb.jp/bis/eng/players/71575157.html,Aug. 23 2001,175,86,R,R,,Hiroshima Carp
29,Kemna Makoto,https://npb.jp/bis/eng/players/71775136.html,Jun. 5 1995,190,96,R,R,,Hiroshima Carp
53,Kobayashi Tatsuto,https://npb.jp/bis/eng/players/61965153.html,Jan. 16 2003,182,88,R,R,,Hiroshima Carp
11,Kuri Aren,https://npb.jp/bis/eng/players/71775139.html,Sep. 1 1991,188,97,R,R,,Hiroshima Carp
20,Kuribayashi Ryoji,https://npb.jp/bis/eng/players/91995153.html,Jul. 9 1996,177,87,R,R,,Hiroshima Carp
24,Kurohara Takumi,https://npb.jp/bis/eng/players/41745155.html,Nov. 29 1999,173,78,L,L,,Hiroshima Carp
26,Masuda Takehisa,https://npb.jp/bis/eng/players/91895157.html,Oct. 6 1998,174,88,R,R,,Hiroshima Carp
45,Matsumoto Ryuya,https://npb.jp/bis/eng/players/73175155.html,Sep. 18 1999,178,103,R,R,,Hiroshima Carp
16,Mori Shohei,https://npb.jp/bis/eng/players/93395155.html,Jan. 1 1998,177,82,L,L,,Hiroshima Carp
18,Morishita Masato,https://npb.jp/bis/eng/players/53155151.html,Aug. 25 1997,180,81,R,R,,Hiroshima Carp
13,Moriura Daisuke,https://npb.jp/bis/eng/players/73375153.html,Jun. 15 1998,175,72,L,L,,Hiroshima Carp
21,Nakazaki Shota,https://npb.jp/bis/eng/players/31235133.html,Aug. 10 1992,187,100,R,R,,Hiroshima Carp
19,Nomura Yusuke,https://npb.jp/bis/eng/players/21425135.html,Jun. 24 1989,177,85,R,R,,Hiroshima Carp
12,Ohmichi Haruki,https://npb.jp/bis/eng/players/41545153.html,Jan. 20 1999,180,88,R,R,,Hiroshima Carp
14,Ohsera Daichi,https://npb.jp/bis/eng/players/61365139.html,Jun. 17 1991,188,94,R,R,,Hiroshima Carp
47,Saitoh Yuta,https://npb.jp/bis/eng/players/61765157.html,May 27 2004,189,94,R,L,,Hiroshima Carp
43,Shimauchi Sotaro,https://npb.jp/bis/eng/players/31935138.html,Oct. 14 1996,180,84,R,R,,Hiroshima Carp
22,Taka Taichi,https://npb.jp/bis/eng/players/41045159.html,Jul. 26 2001,179,83,L,L,,Hiroshima Carp
34,Takahashi Kouya,https://npb.jp/bis/eng/players/01005134.html,Sep. 27 1998,182,95,L,L,,Hiroshima Carp
30,Takita Kazuki,https://npb.jp/bis/eng/players/31235159.html,Dec. 28 2001,183,83,L,L,,Hiroshima Carp
65,Tamamura Shogo,https://npb.jp/bis/eng/players/41245151.html,Apr. 16 2001,179,85,L,L,,Hiroshima Carp
28,Tokoda Hiroki,https://npb.jp/bis/eng/players/11415134.html,Mar. 1 1995,181,94,L,L,,Hiroshima Carp
49,Tone Chiaki,https://npb.jp/bis/eng/players/21225130.html,Oct. 17 1992,174,102,L,L,,Hiroshima Carp
17,Tsunehiro Hayato,https://npb.jp/bis/eng/players/31435159.html,Sep. 18 2001,180,77,R,R,,Hiroshima Carp
67,Uchima Takuma,https://npb.jp/bis/eng/players/71575153.html,Nov. 21 1998,179,86,R,R,,Hiroshima Carp
41,Yasaki Takuya,https://npb.jp/bis/eng/players/71575134.html,Dec. 31 1994,176,99,R,R,,Hiroshima Carp
27,Aizawa Tsubasa,https://npb.jp/bis/eng/players/31135114.html,Apr. 13 1988,175,95,R,R,,Hiroshima Carp
32,Ishihara Tomoki,https://npb.jp/bis/eng/players/21125151.html,Feb. 3 1998,173,85,R,R,,Hiroshima Carp
40,Isomura Yoshitaka,https://npb.jp/bis/eng/players/81185133.html,Nov. 1 1992,178,91,R,R,,Hiroshima Carp
57,Mochimaru Taiki,https://npb.jp/bis/eng/players/81885151.html,Oct. 26 2001,177,90,R,L,,Hiroshima Carp
31,Sakakura Shogo,https://npb.jp/bis/eng/players/11915134.html,May 29 1998,177,89,R,L,,Hiroshima Carp
62,Shimizu Kanato,https://npb.jp/bis/eng/players/91995157.html,Jul. 6 2004,176,91,R,L,,Hiroshima Carp
64,Takagi Shoto,https://npb.jp/bis/eng/players/11215155.html,Aug. 12 2003,188,93,R,R,,Hiroshima Carp
7,Dohbayashi Shota,https://npb.jp/bis/eng/players/61965131.html,Aug. 17 1991,184,96,R,R,,Hiroshima Carp
99,Futamata Shoichi,https://npb.jp/bis/eng/players/91895153.html,Oct. 21 2002,180,74,R,R,,Hiroshima Carp
69,Hatsuki Ryutaro,https://npb.jp/bis/eng/players/71475138.html,Apr. 19 2000,168,73,R,L,,Hiroshima Carp
44,Hayashi Kota,https://npb.jp/bis/eng/players/01405138.html,Nov. 16 2000,181,100,R,L,,Hiroshima Carp
33,Kikuchi Ryosuke,https://npb.jp/bis/eng/players/61565135.html,Mar. 11 1990,171,71,R,R,,Hiroshima Carp
51,Kozono Kaito,https://npb.jp/bis/eng/players/01705138.html,Jun. 7 2000,178,91,R,L,,Hiroshima Carp
58,Nakada Yuto,https://npb.jp/bis/eng/players/41445159.html,Jul. 31 2005,187,105,R,R,,Hiroshima Carp
54,Nirasawa Yuya,https://npb.jp/bis/eng/players/01405151.html,May 20 2001,175,85,R,L,,Hiroshima Carp
10,Reynolds Matt,https://npb.jp/bis/eng/players/93095159.html,Dec. 3 1990,185,95,R,R,,Hiroshima Carp
95,Scheiner Jake,https://npb.jp/bis/eng/players/23725159.html,Aug. 13 1995,185,90,R,R,,Hiroshima Carp
00,Sone Kaisei,https://npb.jp/bis/eng/players/51955139.html,Apr. 24 1995,175,73,R,L,,Hiroshima Carp
2,Tanaka Kosuke,https://npb.jp/bis/eng/players/61965139.html,Jul. 3 1989,171,85,R,L,,Hiroshima Carp
63,Uchida Shodai,https://npb.jp/bis/eng/players/51355157.html,Sep. 22 2004,183,97,R,R,,Hiroshima Carp
0,Uemoto Takashi,https://npb.jp/bis/eng/players/31335137.html,Aug. 22 1990,170,76,R,R,,Hiroshima Carp
61,Yano Masaya,https://npb.jp/bis/eng/players/93395153.html,Dec. 16 1998,171,71,R,L,,Hiroshima Carp
9,Akiyama Shogo,https://npb.jp/bis/eng/players/31135133.html,Apr. 16 1988,184,86,R,L,,Hiroshima Carp
56,Kubo Shu,https://npb.jp/bis/eng/players/81585157.html,Sep. 29 2000,181,83,R,R,,Hiroshima Carp
55,Matsuyama Ryuhei,https://npb.jp/bis/eng/players/01405116.html,Sep. 18 1985,176,96,R,L,,Hiroshima Carp
50,Nakamura Kento,https://npb.jp/bis/eng/players/01405155.html,May 21 1997,183,97,R,R,,Hiroshima Carp
96,Nakamura Shosei,https://npb.jp/bis/eng/players/81285136.html,Jun. 6 1999,181,84,R,R,,Hiroshima Carp
97,Nakamura Takahiro,https://npb.jp/bis/eng/players/61265157.html,Apr. 9 2000,177,87,R,L,,Hiroshima Carp
37,Noma Takayoshi,https://npb.jp/bis/eng/players/01405130.html,Jan. 28 1993,182,85,R,L,,Hiroshima Carp
59,Ohmori Minoru,https://npb.jp/bis/eng/players/21325138.html,Aug. 31 1996,179,80,R,L,,Hiroshima Carp
52,Suekane Shota,https://npb.jp/bis/eng/players/51055155.html,May 27 1996,188,112,R,R,,Hiroshima Carp
60,Tamura Shunsuke,https://npb.jp/bis/eng/players/61265155.html,Aug. 25 2003,178,97,L,L,,Hiroshima Carp
38,Ugusa Koki,https://npb.jp/bis/eng/players/41345151.html,Apr. 17 1997,185,84,R,L,,Hiroshima Carp
129,Fujii Reira,https://npb.jp/bis/eng/players/21625136.html,Sep. 17 1999,182,90,R,R,,Hiroshima Carp
93,Okada Akitake,https://npb.jp/bis/eng/players/91595132.html,Oct. 18 1993,184,96,R,L,,Hiroshima Carp
122,Sakata Rei,https://npb.jp/bis/eng/players/91995155.html,Sep. 13 1999,188,91,R,R,,Hiroshima Carp
126,Shinya Soh,https://npb.jp/bis/eng/players/31035155.html,Aug. 14 2003,182,83,L,L,,Hiroshima Carp
128,Sugihara Mirai,https://npb.jp/bis/eng/players/71075159.html,Sep. 23 2005,175,74,L,L,,Hiroshima Carp
120,Sugita Takeru,https://npb.jp/bis/eng/players/51055159.html,Aug. 28 2001,188,83,R,R,,Hiroshima Carp
125,Tsuji Taiga,https://npb.jp/bis/eng/players/81085157.html,Aug. 29 2004,182,82,L,L,,Hiroshima Carp
127,Maekawa Seita,https://npb.jp/bis/eng/players/41845155.html,Apr. 4 2003,176,69,R,R,,Hiroshima Carp
130,Ramirez Moises,https://npb.jp/bis/eng/players/43045159.html,Feb. 1 2002,191,124,R,R,Registered (Mar. 1).,Hiroshima Carp
94,Sato Keisuke,https://npb.jp/bis/eng/players/71975159.html,May 24 2001,182,95,R,L,,Hiroshima Carp
121,Nabara Norihiko,https://npb.jp/bis/eng/players/11415157.html,Jun. 24 2000,182,80,R,R,,Hiroshima Carp
131,Roberto Nelson,https://npb.jp/bis/eng/players/63065159.html,Oct. 27 2000,191,104,R,R,Registered (Mar. 1).,Hiroshima Carp
81,Miura Daisuke,Dec. 25 1973,,,DeNA BayStars
11,Azuma Katsuki,https://npb.jp/bis/eng/players/51155136.html,Nov. 29 1995,170,80,L,L,,DeNA BayStars
43,Fukazawa Osuke,https://npb.jp/bis/eng/players/61665155.html,Nov. 5 2003,177,74,R,R,,DeNA BayStars
26,Hamaguchi Haruhiro,https://npb.jp/bis/eng/players/51655134.html,Mar. 16 1995,173,80,L,L,,DeNA BayStars
35,Hashimoto Tatsuya,https://npb.jp/bis/eng/players/31635157.html,Jul. 18 2000,181,84,R,R,,DeNA BayStars
22,Irie Taisei,https://npb.jp/bis/eng/players/61365153.html,Aug. 26 1998,187,87,R,R,,DeNA BayStars
13,Ise Hiromu,https://npb.jp/bis/eng/players/41145151.html,Mar. 7 1998,183,94,R,R,,DeNA BayStars
14,Ishida Kenta,https://npb.jp/bis/eng/players/11315130.html,Mar. 1 1993,180,85,L,L,,DeNA BayStars
54,Ishida Yutaro,https://npb.jp/bis/eng/players/21125159.html,Jan. 22 2002,180,74,R,R,,DeNA BayStars
46,Ishikawa Tatsuya,https://npb.jp/bis/eng/players/61165153.html,Apr. 15 1998,178,75,L,R,,DeNA BayStars
42,Jackson Andre,https://npb.jp/bis/eng/players/43745159.html,May 1 1996,190,95,R,R,,DeNA BayStars
27,Kamichatani Taiga,https://npb.jp/bis/eng/players/81585138.html,Aug. 31 1996,182,83,R,R,,DeNA BayStars
69,Kay Anthony,https://npb.jp/bis/eng/players/13715159.html,Mar. 21 1995,183,102,L,L,,DeNA BayStars
18,Kozono Kenta,https://npb.jp/bis/eng/players/31935155.html,Apr. 9 2003,185,90,R,R,,DeNA BayStars
48,Kyoyama Masaya,https://npb.jp/bis/eng/players/11715134.html,Jul. 4 1998,182,77,R,R,,DeNA BayStars
34,Matsumoto Ryoto,https://npb.jp/bis/eng/players/23125159.html,Dec. 5 2001,185,88,R,R,,DeNA BayStars
40,Matsumoto Ryunosuke,https://npb.jp/bis/eng/players/93195153.html,Jul. 31 2002,188,94,L,L,,DeNA BayStars
17,Mishima Kazuki,https://npb.jp/bis/eng/players/41245137.html,May 7 1990,175,80,R,S,,DeNA BayStars
30,Miura Ginji,https://npb.jp/bis/eng/players/03105155.html,Dec. 30 1999,175,80,R,R,,DeNA BayStars
65,Miyagi Daita,https://npb.jp/bis/eng/players/51855138.html,Jul. 15 2000,181,80,R,R,,DeNA BayStars
38,Mori Yuito,https://npb.jp/bis/eng/players/01405139.html,Jan. 8 1992,175,91,R,R,,DeNA BayStars
45,Morihara Kohei,https://npb.jp/bis/eng/players/93195134.html,Dec. 26 1991,185,88,R,L,,DeNA BayStars
36,Morishita Ryudai,https://npb.jp/bis/eng/players/63165157.html,Sep. 19 2004,180,75,L,L,,DeNA BayStars
53,Nakagawa Hayate,https://npb.jp/bis/eng/players/21425153.html,Oct. 10 1998,184,80,R,L,,DeNA BayStars
64,Nakagawa Koh,https://npb.jp/bis/eng/players/21225136.html,Oct. 2 1999,178,85,R,R,,DeNA BayStars
16,Ohnuki Shinichi,https://npb.jp/bis/eng/players/01305138.html,Feb. 3 1994,181,73,R,R,,DeNA BayStars
20,Sakamoto Yuya,https://npb.jp/bis/eng/players/11015151.html,Jul. 28 1997,180,87,L,L,,DeNA BayStars
41,Sasaki Chihaya,https://npb.jp/bis/eng/players/71975134.html,Jun. 8 1994,181,83,R,R,,DeNA BayStars
59,Taira Kentaro,https://npb.jp/bis/eng/players/01905139.html,Jul. 12 1995,180,80,R,R,,DeNA BayStars
56,Takada Takuto,https://npb.jp/bis/eng/players/21225153.html,Sep. 18 2002,178,80,L,L,,DeNA BayStars
15,Tokuyama Souma,https://npb.jp/bis/eng/players/81285155.html,Jun. 6 1999,183,87,R,R,,DeNA BayStars
49,Wendelken J.B.,https://npb.jp/bis/eng/players/13715157.html,Mar. 24 1993,185,109,R,R,,DeNA BayStars
62,Wick Rowan,https://npb.jp/bis/eng/players/03505159.html,Nov. 9 1992,190,106,R,L,,DeNA BayStars
19,Yamasaki Yasuaki,https://npb.jp/bis/eng/players/41845130.html,Oct. 2 1992,179,88,R,R,,DeNA BayStars
24,Yoshino Teruki,https://npb.jp/bis/eng/players/33535157.html,Jul. 19 1998,176,80,R,R,,DeNA BayStars
57,Azuma Junpei,https://npb.jp/bis/eng/players/51155151.html,Jul. 3 2001,174,83,R,R,,DeNA BayStars
29,Itoh Hikaru,https://npb.jp/bis/eng/players/81185116.html,Apr. 23 1989,180,88,R,R,,DeNA BayStars
66,Joko Ryota,https://npb.jp/bis/eng/players/01905157.html,Jan. 29 2001,184,90,R,L,,DeNA BayStars
32,Mashiko Kyosuke,https://npb.jp/bis/eng/players/91695138.html,Dec. 27 2000,176,86,R,R,,DeNA BayStars
5,Matsuo Shion,https://npb.jp/bis/eng/players/21825157.html,Jul. 6 2004,178,82,R,R,,DeNA BayStars
10,Tobashira Yasutaka,https://npb.jp/bis/eng/players/41245132.html,Apr. 11 1990,179,90,R,L,,DeNA BayStars
50,Yamamoto Yuudai,https://npb.jp/bis/eng/players/23125136.html,Sep. 11 1998,180,87,R,R,,DeNA BayStars
3,Austin Tyler,https://npb.jp/bis/eng/players/73375151.html,Sep. 6 1991,188,100,R,R,Position: Outfielder -> Infielder (Mar. 26).,DeNA BayStars
60,Chino Naoto,https://npb.jp/bis/eng/players/91095138.html,Feb. 16 1999,182,85,R,R,,DeNA BayStars
00,Hayashi Takuma,https://npb.jp/bis/eng/players/91695157.html,Aug. 24 2000,174,74,R,L,,DeNA BayStars
55,Inoue Kento,https://npb.jp/bis/eng/players/31335159.html,Feb. 23 2000,178,83,R,L,,DeNA BayStars
44,Ishikami Taiki,https://npb.jp/bis/eng/players/91195159.html,May 18 2001,172,85,R,L,,DeNA BayStars
98,Kyoda Yota,https://npb.jp/bis/eng/players/81585134.html,Apr. 20 1994,184,90,R,L,,DeNA BayStars
9,Maeda Yamato,https://npb.jp/bis/eng/players/61465112.html,Nov. 5 1987,177,77,R,R,,DeNA BayStars
2,Maki Shugo,https://npb.jp/bis/eng/players/13115153.html,Apr. 21 1998,178,97,R,R,,DeNA BayStars
51,Miyazaki Toshiro,https://npb.jp/bis/eng/players/51455137.html,Dec. 12 1988,172,85,R,R,,DeNA BayStars
6,Mori Keito,https://npb.jp/bis/eng/players/33135151.html,Jan. 28 2002,177,80,R,L,,DeNA BayStars
67,Nishimaki Kenji,https://npb.jp/bis/eng/players/71475136.html,Apr. 22 1999,167,70,R,R,,DeNA BayStars
39,Nishiura Naomichi,https://npb.jp/bis/eng/players/91095139.html,Apr. 11 1991,178,82,R,R,,DeNA BayStars
31,Shibata Tatsuhiro,https://npb.jp/bis/eng/players/41945132.html,Dec. 16 1993,167,68,R,L,,DeNA BayStars
61,Ebina Tatsuo,https://npb.jp/bis/eng/players/51555151.html,Sep. 20 1997,185,88,R,R,,DeNA BayStars
58,Kajiwara Kouki,https://npb.jp/bis/eng/players/51555155.html,Sep. 19 1999,189,85,R,L,,DeNA BayStars
8,Kamizato Kazuki,https://npb.jp/bis/eng/players/71575136.html,Jan. 17 1994,179,86,R,L,,DeNA BayStars
28,Katsumata Atsushi,https://npb.jp/bis/eng/players/41545138.html,May 22 2000,180,83,R,L,,DeNA BayStars
37,Kusumoto Taishi,https://npb.jp/bis/eng/players/61565136.html,Jul. 7 1995,180,85,R,L,,DeNA BayStars
1,Kuwahara Masayuki,https://npb.jp/bis/eng/players/51755135.html,Jul. 21 1993,174,80,R,R,,DeNA BayStars
0,Ohta Taishi,https://npb.jp/bis/eng/players/41345118.html,Jun. 9 1990,188,96,R,R,,DeNA BayStars
7,Sano Keita,https://npb.jp/bis/eng/players/91995134.html,Nov. 28 1994,178,88,R,L,,DeNA BayStars
63,Sekine Taiki,https://npb.jp/bis/eng/players/31935139.html,Jun. 28 1995,173,78,L,L,,DeNA BayStars
33,Takeda Riku,https://npb.jp/bis/eng/players/91295159.html,Jun. 6 2005,173,78,L,L,,DeNA BayStars
4,Watarai Ryuki,https://npb.jp/bis/eng/players/33535159.html,Oct. 4 2002,183,83,R,L,,DeNA BayStars
