#,Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,,Team,League
,Asama Daiki,26,8,114.2,-1.3,-14.6,-1.5,0.2,,0.0,0.4,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Asama Daiki,26,9,209.2,3.5,21.5,3.9,-0.5,,0.0,-0.8,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Asama Daiki,26,DH,4.0,,,,,,,0.0,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Mizuno Tatsuki,21,4,33.0,-2.2,-85.8,-2.3,,0.0,0.1,0.1,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Mizuno Tatsuki,21,5,28.0,0.0,0.0,-0.2,,0.0,0.3,-0.1,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Mizuno Tatsuki,21,6,39.0,-0.9,-29.7,-0.5,,0.1,-0.5,0.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Wakatsuki Kenya,26,2,466.0,3.3,9.1,,3.2,,0.1,6.7,1.6,0.3,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Wang Po-Jung,28,3,26.0,-1.2,-59.4,-1.2,,-0.1,0.1,-0.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Wang Po-Jung,28,7,13.1,0.1,9.7,-0.2,0.3,,0.0,-0.1,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Wang Po-Jung,28,9,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Wang Po-Jung,28,DH,20.0,,,,,,,-0.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Tanaka Kosuke,32,5,109.1,-1.6,-18.8,-1.4,,0.0,-0.2,-0.4,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,Tanaka Kosuke,32,6,2.0,0.2,128.7,0.2,,0.0,0.0,0.0,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,Matsumoto Go,28,7,204.1,4.2,26.5,3.9,0.2,,0.1,-1.9,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Matsumoto Go,28,8,388.2,2.7,8.9,-0.8,3.4,,0.1,1.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Matsumoto Go,28,9,56.1,2.7,61.7,2.4,0.3,,0.0,-0.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Matsumoto Go,28,DH,249.0,,,,,,,-3.0,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Kiyomiya Kotaro,23,3,873.1,-7.2,-10.6,-5.8,,0.7,-2.1,-9.7,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Kiyomiya Kotaro,23,5,35.0,-1.8,-66.2,-1.1,,-0.2,-0.5,-0.1,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Kiyomiya Kotaro,23,7,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Kiyomiya Kotaro,23,DH,45.0,,,,,,,-0.5,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Kishi Junichiro,25,7,8.0,0.3,48.3,0.3,0.0,,0.0,-0.1,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,Kishi Junichiro,25,9,193.1,4.3,28.6,4.1,1.0,,-0.8,-0.8,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,Sano Kodai,25,3,31.0,-0.1,-4.2,-0.1,,0.0,0.1,-0.3,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Sano Kodai,25,7,7.0,0.0,0.0,0.0,0.0,,0.0,-0.1,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Sano Kodai,25,8,223.0,7.7,44.4,5.9,1.8,,0.0,0.7,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Sano Kodai,25,9,52.0,0.3,7.4,0.7,-0.4,,0.0,-0.2,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Sano Kodai,25,DH,3.0,,,,,,,0.0,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Nomura Yuki,22,3,108.2,0.5,5.9,0.3,,-0.1,0.4,-1.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Nomura Yuki,22,5,650.1,0.6,1.2,2.7,,0.0,-2.0,-2.5,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Nomura Yuki,22,DH,18.0,,,,,,,-0.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
,Gotoh Shunta,29,8,76.0,0.2,3.4,1.1,-0.9,,0.0,0.3,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Gotoh Shunta,29,9,59.0,0.4,8.7,-0.2,0.5,,0.0,-0.2,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Neo Akira,22,6,7.0,0.0,0.0,0.0,,-0.1,0.1,0.1,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,Neo Akira,22,9,73.2,-2.5,-43.7,-1.7,-0.9,,0.0,-0.3,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,Hirooka Taishi,25,3,19.0,1.1,74.5,0.7,,0.2,0.1,-0.2,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,Hirooka Taishi,25,4,45.0,-0.2,-5.7,0.2,,0.1,-0.5,0.1,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,Hirooka Taishi,25,6,53.1,-4.4,-106.2,-2.6,,-0.7,-1.1,0.4,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,Ohta Kengo,25,3,8.0,0.6,96.5,0.6,,0.0,0.1,-0.1,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
,Ohta Kengo,25,4,7.0,-1.2,-220.6,-1.2,,0.0,0.0,0.0,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
,Ohta Kengo,25,7,19.0,-2.2,-149.0,-1.9,-0.3,,0.0,-0.2,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
,Ohta Kengo,25,8,8.0,-0.2,-32.2,-0.1,-0.1,,0.0,0.0,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
,Ohta Kengo,25,9,181.0,-0.7,-5.0,-0.2,-0.5,,0.0,-0.7,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
,Ohta Kengo,25,DH,17.0,,,,,,,-0.2,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
,Tanaka Kazuki,27,7,73.0,-0.5,-8.8,-0.6,0.1,,0.0,-0.7,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,Tanaka Kazuki,27,8,34.0,-1.8,-68.1,-1.3,-0.5,,0.0,0.1,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,Tanaka Kazuki,27,9,110.1,3.7,43.2,3.6,0.1,,0.0,-0.4,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,Tanaka Kazuki,27,DH,1.0,,,,,,,0.0,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,Kawase Hikaru,24,3,52.0,0.5,12.4,1.0,,0.0,-0.5,-0.6,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kawase Hikaru,24,4,46.1,0.0,0.0,0.5,,0.0,-0.5,0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kawase Hikaru,24,5,97.2,1.7,22.4,1.9,,-0.1,-0.1,-0.4,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kawase Hikaru,24,6,72.0,2.9,51.8,2.6,,-0.4,0.7,0.6,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Kawase Hikaru,24,DH,3.0,,,,,,,0.0,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Gibo Sho,21,4,73.2,1.0,17.5,1.6,,-0.5,-0.2,0.2,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Gibo Sho,21,6,11.0,-0.4,-46.8,-0.5,,0.0,0.1,0.1,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Gibo Sho,21,DH,2.0,,,,,,,0.0,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Matsui Masato,34,2,11.0,-0.3,-35.1,,-0.4,,0.0,0.2,0.4,0.1,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,Fujioka Yudai,28,5,9.0,-0.3,-42.9,-0.3,,0.0,0.0,0.0,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Fujioka Yudai,28,6,204.0,-0.5,-3.2,-0.5,,0.1,-0.1,1.7,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Suekane Shota,26,3,8.0,0.5,80.4,0.5,,-0.1,0.1,-0.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,Suekane Shota,26,7,7.0,0.9,165.5,0.9,0.0,,0.0,-0.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,Suekane Shota,26,9,136.0,0.4,3.8,0.9,-0.6,,0.0,-0.5,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,Mutoh Atsuki,21,7,5.0,0.3,77.2,0.3,0.0,,0.0,0.0,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,Mutoh Atsuki,21,8,45.0,2.2,62.9,2.4,-0.2,,0.0,0.1,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,Mutoh Atsuki,21,9,167.0,1.6,12.3,1.1,0.5,,0.0,-0.7,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,Mutoh Atsuki,21,DH,4.0,,,,,,,0.0,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,Makihara Taisei,29,4,305.0,-0.6,-2.5,-1.6,,-0.3,1.2,0.8,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Makihara Taisei,29,5,115.0,-1.2,-13.4,1.1,,-0.2,-2.1,-0.4,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Makihara Taisei,29,6,40.0,2.0,64.4,2.2,,0.1,-0.3,0.3,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Makihara Taisei,29,8,444.1,-9.8,-28.4,-11.7,1.8,,0.1,1.5,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nomura Isami,25,4,138.0,0.5,4.7,0.4,,0.2,-0.1,0.4,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nomura Isami,25,5,244.0,-0.3,-1.6,-1.8,,-0.1,1.5,-0.9,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nomura Isami,25,6,68.0,1.7,32.2,1.0,,0.3,0.4,0.6,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nomura Isami,25,7,9.0,0.3,42.9,0.3,0.0,,0.0,-0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nomura Isami,25,DH,3.0,,,,,,,0.0,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Oka Hiromi,30,3,39.0,-0.5,-16.5,-0.6,,-0.1,0.2,-0.4,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Oka Hiromi,30,7,24.0,1.1,59.0,1.1,0.0,,0.0,-0.2,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Oka Hiromi,30,8,224.1,1.8,10.3,1.4,0.3,,0.0,0.7,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Oka Hiromi,30,9,273.0,-7.6,-35.8,-6.0,-1.6,,0.0,-1.1,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,Kajiwara Kouki,22,8,21.0,-0.5,-30.6,-0.1,-0.4,,0.0,0.1,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,Shimada Kairi,26,7,278.1,4.1,19.0,3.7,1.1,,-0.7,-2.6,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,Shimada Kairi,26,8,99.0,-0.2,-2.6,0.8,-1.0,,0.0,0.3,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,Shimada Kairi,26,9,319.0,9.4,37.9,9.6,-0.3,,0.1,-1.3,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,Masago Yusuke,28,7,36.2,0.9,31.6,0.9,-0.1,,0.0,-0.3,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Masago Yusuke,28,8,47.0,0.8,21.9,1.0,-0.2,,0.0,0.2,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Masago Yusuke,28,9,16.0,1.5,120.7,1.5,0.0,,0.0,-0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Masago Yusuke,28,DH,1.0,,,,,,,0.0,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Nakano Takumu,26,6,1205.1,-2.5,-2.7,-2.0,,1.1,-1.5,9.8,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,Yanagimachi Tatsuru,25,7,373.2,3.5,12.1,0.1,3.2,,0.2,-3.5,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Yanagimachi Tatsuru,25,8,299.1,2.4,10.3,1.4,1.0,,0.1,1.0,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Yanagimachi Tatsuru,25,9,94.0,4.4,60.2,4.8,-0.4,,0.0,-0.4,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Satoh Naoki,23,7,28.0,0.7,32.2,0.6,0.0,,0.0,-0.3,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Satoh Naoki,23,8,80.2,2.7,43.1,3.3,-0.6,,0.0,0.3,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Satoh Naoki,23,9,7.2,0.3,50.1,0.3,0.0,,0.0,0.0,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Satoh Naoki,23,DH,3.0,,,,,,,0.0,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,Ebina Tatsuo,24,7,24.0,-1.0,-53.6,-1.4,0.4,,0.0,-0.2,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
