Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
Ishii Daichi,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Itayama Yutaro,14,9,8,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0.125,0.222,0.125,0.347,6,0.000,0.250,55.6%,44.4%,11.1%,0.25,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Itoh Masashi,20,46,33,1,4,1,0,0,5,5,0,0,11,0,19,2,0,0,1,0.121,0.171,0.152,0.323,-3,0.031,0.286,45.7%,41.3%,4.3%,0.11,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Itohara Kento,132,495,445,31,110,12,1,3,133,36,2,3,6,4,48,35,1,5,7,0.247,0.307,0.299,0.606,84,0.052,0.269,17.4%,9.7%,7.1%,0.73,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Itoi Yoshio,62,182,163,12,37,3,0,3,49,22,0,0,0,1,29,16,2,2,3,0.227,0.302,0.301,0.603,82,0.074,0.258,26.4%,15.9%,8.8%,0.55,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Katayama Yuya,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Kinami Seiya,41,101,93,6,19,4,0,1,26,6,0,0,2,0,19,5,0,1,2,0.204,0.253,0.280,0.533,60,0.076,0.247,24.8%,18.8%,5.0%,0.26,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Kirishiki Takuma,7,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,66.7%,66.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Kumagai Takahiro,63,52,45,8,7,0,0,0,7,3,7,5,6,1,10,0,0,0,0,0.156,0.152,0.156,0.308,-8,0.000,0.194,19.2%,19.2%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Marte Jefry,33,102,90,8,23,1,0,1,27,11,0,0,0,2,19,8,0,2,1,0.256,0.324,0.300,0.624,89,0.044,0.306,27.5%,18.6%,7.8%,0.42,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Moriki Daichi,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,33.3%,33.3%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Nagasaka Kenya,27,46,40,2,7,1,1,0,10,1,0,0,6,0,16,0,0,0,2,0.175,0.175,0.250,0.425,26,0.075,0.292,34.8%,34.8%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Nakano Takumu,135,610,569,69,157,16,3,6,197,25,23,7,19,1,89,18,0,3,9,0.276,0.301,0.346,0.647,95,0.070,0.318,18.5%,14.6%,3.0%,0.20,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Nishi Junya,14,26,26,1,6,1,0,1,10,4,0,0,0,0,8,0,0,0,0,0.231,0.231,0.385,0.616,83,0.154,0.294,34.6%,30.8%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Nishi Yuki,23,49,42,1,2,0,0,0,2,0,0,0,6,0,17,1,0,0,0,0.048,0.070,0.048,0.118,-65,0.000,0.080,36.7%,34.7%,2.0%,0.06,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Obata Ryuhei,49,73,69,7,13,1,0,1,17,5,0,0,1,1,21,2,0,0,0,0.188,0.208,0.246,0.454,36,0.058,0.250,32.9%,28.8%,2.7%,0.10,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Ogawa Ippei,6,6,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Ohyama Yusuke,124,510,439,54,117,18,1,23,206,87,0,1,1,5,103,59,5,6,17,0.267,0.358,0.469,0.827,148,0.202,0.296,36.3%,20.2%,11.6%,0.57,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Onodera Dan,32,45,44,3,6,1,1,1,12,7,0,0,0,0,12,1,0,0,3,0.136,0.156,0.273,0.429,26,0.137,0.161,31.1%,26.7%,2.2%,0.08,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Rodriguez Aderlin,24,70,65,5,10,2,0,2,18,9,0,0,0,1,17,2,0,2,4,0.154,0.200,0.277,0.477,42,0.123,0.170,30.0%,24.3%,2.9%,0.12,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Rojas Jr. Mel,89,211,183,19,41,7,0,9,75,27,0,0,0,1,53,22,1,5,4,0.224,0.322,0.410,0.732,119,0.186,0.262,39.8%,25.1%,10.4%,0.42,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Saiki Hiroto,9,19,16,0,1,0,0,0,1,0,0,0,2,0,11,1,0,0,0,0.063,0.118,0.063,0.181,-45,0.000,0.200,63.2%,57.9%,5.3%,0.09,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Saitoh Yukiya,20,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,789,1.000,1.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Sakaeda Yuki,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,509,0.000,1.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Sakamoto Seishiro,60,151,127,5,24,3,0,0,27,6,0,0,7,0,26,13,2,4,1,0.189,0.285,0.213,0.498,52,0.024,0.238,25.8%,17.2%,8.6%,0.50,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Sato Teruaki,143,603,541,70,143,35,8,20,254,84,11,3,0,7,137,51,5,4,5,0.264,0.328,0.470,0.798,138,0.206,0.315,34.5%,22.7%,8.5%,0.37,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Shimada Kairi,123,339,311,36,82,7,2,0,93,17,21,5,9,1,56,15,0,3,3,0.264,0.303,0.299,0.602,82,0.035,0.320,20.9%,16.5%,4.4%,0.27,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Takatera Nozomu,8,27,23,0,3,3,0,0,6,2,1,0,1,1,5,2,0,0,0,0.130,0.192,0.261,0.453,35,0.131,0.158,25.9%,18.5%,7.4%,0.40,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Takayama Shun,38,56,53,1,10,2,0,0,12,0,2,0,1,0,12,2,0,0,0,0.189,0.218,0.226,0.444,34,0.037,0.244,25.0%,21.4%,3.6%,0.17,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Toyoda Hiroshi,5,9,7,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0.000,0.125,0.000,0.125,-60,0.000,0.000,55.6%,44.4%,11.1%,0.25,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Ueda Kai,57,14,12,10,3,0,0,0,3,1,4,2,0,0,1,2,0,0,0,0.250,0.357,0.250,0.607,86,0.000,0.273,21.4%,7.1%,14.3%,2.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Umeno Ryutaro,100,331,294,26,67,2,1,4,83,25,2,1,6,1,77,30,5,0,16,0.228,0.298,0.282,0.580,76,0.054,0.294,33.5%,23.3%,9.1%,0.39,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Wilkerson Aaron,14,18,15,0,1,0,0,0,1,1,0,0,3,0,7,0,0,0,0,0.067,0.067,0.067,0.134,-61,0.000,0.125,38.9%,38.9%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Yamamoto Yasuhiro,86,203,181,19,45,4,0,2,55,15,3,3,10,1,42,10,0,1,1,0.249,0.290,0.304,0.594,79,0.055,0.312,26.6%,20.7%,4.9%,0.24,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Yohkawa Naomasa,45,75,68,6,20,6,0,1,29,6,0,0,1,0,20,4,0,2,0,0.294,0.351,0.426,0.777,134,0.132,0.404,33.3%,26.7%,5.3%,0.20,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
Aizawa Tsubasa,98,325,290,18,60,10,0,3,79,33,0,0,2,4,49,23,0,6,11,0.207,0.276,0.272,0.548,66,0.065,0.236,23.1%,15.1%,7.1%,0.47,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Akiyama Shogo,44,174,155,19,41,6,1,5,64,26,0,0,0,2,34,11,0,6,6,0.265,0.333,0.413,0.746,125,0.148,0.305,28.7%,19.5%,6.3%,0.32,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Anderson Drew,13,17,14,0,1,0,0,0,1,0,0,0,3,0,8,0,0,0,0,0.071,0.071,0.071,0.142,-60,0.000,0.167,47.1%,47.1%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Chono Hisayoshi,58,134,123,11,26,5,0,3,40,15,2,0,0,1,34,10,0,0,3,0.211,0.269,0.325,0.594,79,0.114,0.264,35.1%,25.4%,7.5%,0.29,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Dohbayashi Shota,101,274,255,25,62,16,0,8,102,28,1,2,5,1,82,11,0,2,6,0.243,0.279,0.400,0.679,104,0.157,0.325,36.9%,29.9%,4.0%,0.13,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Endoh Atsushi,20,32,30,0,2,0,0,0,2,4,0,0,2,0,13,0,0,0,2,0.067,0.067,0.067,0.134,-62,0.000,0.118,40.6%,40.6%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Hatsuki Ryutaro,44,99,94,10,23,5,2,0,32,10,2,3,1,0,17,4,1,0,1,0.245,0.276,0.340,0.616,86,0.095,0.299,21.2%,17.2%,4.0%,0.24,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ishihara Tomoki,9,16,13,0,2,0,0,0,2,0,0,0,2,0,3,1,0,0,1,0.154,0.214,0.154,0.368,12,0.000,0.200,25.0%,18.8%,6.2%,0.33,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Isomura Yoshitaka,43,126,114,18,27,5,0,3,41,15,0,0,3,0,20,7,0,2,4,0.237,0.293,0.360,0.653,97,0.123,0.264,23.8%,15.9%,5.6%,0.35,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kikuchi Ryosuke,123,522,462,51,121,25,1,6,166,45,2,3,32,2,70,24,0,2,7,0.262,0.300,0.359,0.659,99,0.097,0.296,19.2%,13.4%,4.6%,0.34,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kozono Kaito,127,511,473,57,126,12,6,7,171,38,2,2,8,5,76,24,2,1,11,0.266,0.300,0.362,0.662,101,0.096,0.301,20.9%,14.9%,4.7%,0.32,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Kuri Aren,26,44,35,2,1,0,0,0,1,0,0,0,8,0,14,1,0,0,2,0.029,0.056,0.029,0.085,-77,0.000,0.048,34.1%,31.8%,2.3%,0.07,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Matsuyama Ryuhei,88,166,152,9,33,7,0,2,46,23,0,0,0,3,22,11,1,0,2,0.217,0.265,0.303,0.568,72,0.086,0.237,21.1%,13.3%,6.6%,0.50,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
McBroom Ryan,128,508,448,57,122,25,0,17,198,74,0,0,0,3,105,52,2,5,13,0.272,0.352,0.442,0.794,140,0.170,0.319,34.3%,20.7%,10.2%,0.50,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Miyoshi Takumi,10,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Mochimaru Taiki,5,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Mori Shohei,8,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Morishita Masato,27,65,58,4,11,2,1,0,15,7,0,0,6,0,14,1,0,0,0,0.190,0.203,0.259,0.462,38,0.069,0.250,23.1%,21.5%,1.5%,0.07,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nakamura Kento,63,137,121,12,29,3,0,3,41,10,0,0,7,1,31,8,2,0,1,0.240,0.285,0.339,0.624,88,0.099,0.295,30.7%,22.6%,5.8%,0.26,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nakamura Shosei,27,58,57,1,11,2,0,0,13,5,0,2,0,0,8,1,0,0,0,0.193,0.207,0.228,0.435,31,0.035,0.224,15.5%,13.8%,1.7%,0.12,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nirasawa Yuya,7,12,10,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0.100,0.182,0.100,0.282,-15,0.000,0.111,16.7%,8.3%,8.3%,1.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nishikawa Ryoma,97,424,390,60,123,19,3,10,178,53,2,2,0,2,74,30,4,2,8,0.315,0.366,0.456,0.822,149,0.141,0.367,26.9%,17.5%,7.1%,0.41,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Noma Takayoshi,85,338,317,42,99,21,3,0,126,16,7,5,4,0,53,16,0,1,5,0.312,0.347,0.397,0.744,125,0.085,0.375,20.4%,15.7%,4.7%,0.30,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Nomura Yusuke,9,12,11,1,1,0,0,0,1,2,0,0,1,0,4,0,0,0,0,0.091,0.091,0.091,0.182,-48,0.000,0.143,33.3%,33.3%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ohmichi Haruki,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.500,0.000,0.500,64,0.000,0.000,33.3%,0.0%,33.3%,1.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ohmori Minoru,52,76,69,8,14,2,2,1,23,3,0,2,0,0,17,6,0,1,2,0.203,0.276,0.333,0.609,84,0.130,0.255,31.6%,22.4%,7.9%,0.35,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ohsera Daichi,23,48,39,1,6,0,0,0,6,2,0,0,7,0,18,2,0,0,0,0.154,0.195,0.154,0.349,5,0.000,0.286,41.7%,37.5%,4.2%,0.11,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Sakakura Shogo,143,599,539,73,155,18,3,16,227,68,2,1,0,4,81,46,3,10,14,0.288,0.352,0.421,0.773,135,0.133,0.312,23.9%,13.5%,7.7%,0.57,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Shirahama Yuta,4,6,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,16.7%,16.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Sone Kaisei,44,7,6,9,0,0,0,0,0,0,4,3,1,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-104,0.000,0.000,42.9%,42.9%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Suekane Shota,31,80,77,9,23,3,1,2,34,14,0,0,0,2,20,1,0,0,2,0.299,0.300,0.442,0.742,123,0.143,0.368,28.7%,25.0%,1.2%,0.05,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Tamamura Shogo,9,12,11,0,3,1,0,0,4,1,0,0,1,0,7,0,0,0,0,0.273,0.273,0.364,0.637,91,0.091,0.750,58.3%,58.3%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Tanaka Kosuke,41,45,40,2,8,1,1,0,11,1,0,1,0,1,14,3,0,1,0,0.200,0.267,0.275,0.542,64,0.075,0.296,37.8%,31.1%,6.7%,0.21,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Tokoda Hiroki,17,38,32,0,6,1,0,0,7,2,0,0,6,0,7,0,0,0,1,0.188,0.188,0.219,0.407,22,0.031,0.240,18.4%,18.4%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Uemoto Takashi,94,300,261,36,80,9,1,2,97,18,2,1,10,0,31,21,5,8,8,0.307,0.376,0.372,0.748,128,0.065,0.342,18.0%,10.3%,7.0%,0.68,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ugusa Koki,45,98,88,6,18,2,0,1,23,6,0,1,1,0,23,4,0,5,2,0.205,0.278,0.261,0.539,64,0.056,0.266,28.6%,23.5%,4.1%,0.17,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Yano Masaya,55,78,67,11,13,0,0,2,19,5,0,1,3,0,21,7,0,1,0,0.194,0.280,0.284,0.564,72,0.090,0.250,38.5%,26.9%,9.0%,0.33,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
Ariyoshi Yuki,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-97,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Austin Tyler,38,38,32,3,5,2,0,1,10,3,0,0,0,0,14,6,1,0,1,0.156,0.289,0.313,0.602,77,0.157,0.235,55.3%,36.8%,15.8%,0.43,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Azuma Katsuki,12,15,14,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0.071,0.071,0.071,0.142,-56,0.000,0.111,33.3%,33.3%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Chino Naoto,16,14,13,4,2,0,0,0,2,0,1,0,0,0,5,1,0,0,0,0.154,0.214,0.154,0.368,12,0.000,0.250,42.9%,35.7%,7.1%,0.20,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ebina Tatsuo,61,181,158,21,39,4,0,3,52,8,6,5,7,0,43,10,0,6,3,0.247,0.316,0.329,0.645,90,0.082,0.321,30.9%,23.8%,5.5%,0.23,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Fujita Kazuya,33,40,36,1,9,0,0,0,9,5,0,0,0,0,5,4,0,0,1,0.250,0.325,0.250,0.575,71,0.000,0.290,22.5%,12.5%,10.0%,0.80,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Gsellman Robert,4,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-97,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Hamaguchi Haruhiro,19,34,30,0,3,0,0,0,3,1,0,0,4,0,13,0,0,0,0,0.100,0.100,0.100,0.200,-39,0.000,0.176,38.2%,38.2%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Hosokawa Seiya,18,20,19,1,1,0,0,1,4,1,0,0,0,0,9,1,0,0,0,0.053,0.100,0.211,0.311,-10,0.158,0.000,55.0%,45.0%,5.0%,0.11,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Imanaga Shota,21,47,38,2,7,1,0,0,8,4,0,0,8,0,9,1,0,0,1,0.184,0.205,0.211,0.416,23,0.027,0.241,21.3%,19.1%,2.1%,0.11,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ishida Kenta,15,29,24,1,4,0,0,0,4,1,0,0,4,0,7,1,0,0,0,0.167,0.200,0.167,0.367,11,0.000,0.235,27.6%,24.1%,3.4%,0.14,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ishikawa Tatsuya,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-97,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Itoh Hikaru,40,103,94,9,26,7,0,0,33,8,0,0,0,0,23,8,3,1,3,0.277,0.340,0.351,0.691,103,0.074,0.366,30.1%,22.3%,7.8%,0.35,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Itoh Yukiya,7,13,13,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0.077,0.077,0.077,0.154,-52,0.000,0.143,46.2%,46.2%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kajiwara Kouki,6,15,15,2,4,0,0,1,7,2,0,0,0,0,9,0,0,0,0,0.267,0.267,0.467,0.734,111,0.200,0.600,66.7%,60.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kamichatani Taiga,13,20,15,0,3,0,0,0,3,1,0,0,3,0,6,2,0,0,0,0.200,0.294,0.200,0.494,48,0.000,0.333,40.0%,30.0%,10.0%,0.33,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kamizato Kazuki,81,107,95,12,18,4,3,1,31,10,6,3,1,0,26,8,0,3,1,0.189,0.274,0.326,0.600,75,0.137,0.250,32.7%,24.3%,7.5%,0.31,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kuramoto Toshihiko,44,54,52,3,9,0,0,1,12,2,0,0,1,0,12,1,0,0,0,0.173,0.189,0.231,0.420,24,0.058,0.205,25.9%,22.2%,1.9%,0.08,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kusumoto Taishi,94,327,282,27,71,13,0,6,102,26,6,2,13,2,55,23,0,7,4,0.252,0.322,0.362,0.684,100,0.110,0.291,25.7%,16.8%,7.0%,0.42,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kuwahara Masayuki,130,529,475,61,122,32,1,4,168,39,13,8,7,1,89,42,0,4,3,0.257,0.322,0.354,0.676,99,0.097,0.308,25.5%,16.8%,7.9%,0.47,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Kyoyama Masaya,17,12,9,1,1,0,0,1,4,1,0,0,2,0,5,1,0,0,1,0.111,0.200,0.444,0.644,84,0.333,0.000,58.3%,41.7%,8.3%,0.20,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
