Player,Team,Position,Inning,TZR,RngR,DPR,ARM,Error,位置補正,Framing,Blocking,
呉 念庭,西,3B,6.0,0.7,0.5,0.0,-,0.2,0.0,-,-,
陽 岱鋼,巨,LF,6.0,-0.4,-0.4,-,0.0,0.0,-0.1,-,-,
陽 岱鋼,巨,CF,146.3,-3.6,-3.3,-,-0.4,0.1,0.5,-,-,
陽 岱鋼,巨,RF,89.0,1.9,2.2,-,-0.4,0.1,-0.4,-,-,
陽 岱鋼,巨,DH,86.0,-,-,-,-,-,-1.0,-,-,
長岡 秀樹,ヤ,2B,292.0,-2.7,-4.2,0.6,-,0.8,0.8,-,-,
長岡 秀樹,ヤ,3B,189.0,0.0,-1.2,0.0,-,1.2,-0.7,-,-,
長岡 秀樹,ヤ,SS,157.7,3.2,2.4,0.0,-,0.8,1.3,-,-,
長岡 秀樹,ヤ,DH,15.0,-,-,-,-,-,-0.2,-,-,
加藤 廉,巨,1B,40.0,-1.0,-1.3,0.2,-,0.1,-0.4,-,-,
加藤 廉,巨,2B,1.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
加藤 廉,巨,3B,70.7,0.1,-0.7,0.2,-,0.7,-0.3,-,-,
加藤 廉,巨,SS,49.0,0.6,0.0,-0.1,-,0.8,0.4,-,-,
加藤 廉,巨,DH,44.3,-,-,-,-,-,-0.5,-,-,
森 敬斗,デ,SS,588.3,5.5,5.2,1.7,-,-1.4,4.8,-,-,
森 敬斗,デ,DH,15.0,-,-,-,-,-,-0.2,-,-,
髙部 瑛斗,ロ,LF,29.0,1.8,0.9,-,0.8,0.0,-0.3,-,-,
髙部 瑛斗,ロ,CF,264.0,6.5,5.7,-,0.6,0.2,0.9,-,-,
髙部 瑛斗,ロ,RF,140.0,5.3,4.3,-,0.8,0.2,-0.6,-,-,
髙部 瑛斗,ロ,DH,18.0,-,-,-,-,-,-0.2,-,-,
平野 大和,オ,LF,113.0,1.5,0.4,-,1.0,0.1,-1.1,-,-,
平野 大和,オ,CF,36.3,-1.4,-1.2,-,-0.2,0.0,0.1,-,-,
平野 大和,オ,RF,4.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
平野 大和,オ,DH,14.0,-,-,-,-,-,-0.2,-,-,
渡辺 勝,中,LF,196.0,5.6,6.4,-,-1.0,0.2,-1.9,-,-,
渡辺 勝,中,CF,26.0,2.0,0.9,-,1.1,0.0,0.1,-,-,
渡辺 勝,中,RF,64.0,2.1,2.2,-,-0.2,0.1,-0.3,-,-,
渡辺 勝,中,DH,83.7,-,-,-,-,-,-1.0,-,-,
柳町 達,ソ,LF,229.7,3.3,2.8,-,0.3,0.2,-2.2,-,-,
柳町 達,ソ,CF,196.0,0.6,0.2,-,0.3,0.1,0.7,-,-,
柳町 達,ソ,RF,291.0,3.4,1.5,-,1.7,0.2,-1.2,-,-,
柳町 達,ソ,DH,18.0,-,-,-,-,-,-0.2,-,-,
五十幡 亮汰,日,CF,103.0,0.8,0.9,-,-0.3,0.1,0.3,-,-,
五十幡 亮汰,日,RF,36.0,-0.4,-0.2,-,-0.2,0.0,-0.1,-,-,
宮田 輝星,日,LF,29.0,1.5,0.5,-,1.0,0.0,-0.3,-,-,
宮田 輝星,日,CF,227.0,2.8,2.3,-,0.3,0.2,0.8,-,-,
宮田 輝星,日,RF,66.0,3.4,2.8,-,0.5,0.1,-0.3,-,-,
吉持 亮汰,楽,2B,66.7,-1.5,-1.2,0.6,-,-0.9,0.2,-,-,
吉持 亮汰,楽,3B,31.0,-0.4,0.2,-0.2,-,-0.3,-0.1,-,-,
吉持 亮汰,楽,SS,287.7,5.6,3.8,0.0,-,1.8,2.4,-,-,
吉持 亮汰,楽,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
吉持 亮汰,楽,CF,96.0,2.8,3.3,-,-0.6,0.1,0.3,-,-,
吉持 亮汰,楽,DH,4.0,-,-,-,-,-,0.0,-,-,
愛斗,西,CF,89.0,0.2,-0.7,-,0.8,0.1,0.3,-,-,
愛斗,西,RF,8.0,-0.6,-0.4,-,-0.2,0.0,0.0,-,-,
愛斗,西,DH,27.0,-,-,-,-,-,-0.3,-,-,
堂林 翔太,広,1B,46.7,0.5,0.2,0.0,-,0.3,-0.5,-,-,
堂林 翔太,広,3B,128.0,1.7,0.7,-0.2,-,1.2,-0.5,-,-,
堂林 翔太,広,LF,34.0,-2.7,-1.6,-,-1.1,0.0,-0.3,-,-,
堂林 翔太,広,CF,86.0,-1.6,-1.3,-,-0.3,0.1,0.3,-,-,
堂林 翔太,広,DH,49.0,-,-,-,-,-,-0.6,-,-,
三好 匠,広,2B,14.0,0.8,0.7,0.0,-,0.1,0.0,-,-,
三好 匠,広,3B,30.0,0.3,0.6,0.0,-,-0.3,-0.1,-,-,
三好 匠,広,SS,21.0,-1.5,-1.0,0.1,-,-0.6,0.2,-,-,
加藤 匠馬,中,C,61.0,-0.1,-,-,-0.1,0.0,0.9,-1.0,-0.1,
加藤 匠馬,中,3B,37.0,0.4,0.1,-0.1,-,0.3,-0.1,-,-,
加藤 匠馬,中,DH,17.0,-,-,-,-,-,-0.2,-,-,
周東 佑京,ソ,2B,65.0,-1.3,-0.9,-0.2,-,-0.2,0.2,-,-,
周東 佑京,ソ,SS,49.3,0.9,1.0,-0.1,-,0.1,0.4,-,-,
元 謙太,オ,3B,455.3,-4.6,-2.6,0.0,-,-2.0,-1.7,-,-,
元 謙太,オ,SS,358.0,-11.8,-6.2,-0.9,-,-4.6,2.9,-,-,
元 謙太,オ,DH,66.0,-,-,-,-,-,-0.8,-,-,
平沢 大河,ロ,2B,128.3,0.4,2.3,-0.5,-,-1.4,0.3,-,-,
平沢 大河,ロ,3B,98.0,1.0,2.6,-0.1,-,-1.5,-0.4,-,-,
平沢 大河,ロ,SS,495.7,3.3,4.9,-2.2,-,0.5,4.1,-,-,
平沢 大河,ロ,CF,6.0,-0.7,-0.7,-,0.0,0.0,0.0,-,-,
平沢 大河,ロ,RF,21.0,0.4,0.2,-,0.1,0.0,-0.1,-,-,
清宮 幸太郎,日,1B,870.7,0.2,0.0,0.6,-,-0.4,-9.7,-,-,
清宮 幸太郎,日,3B,9.0,-0.1,0.5,0.0,-,-0.6,0.0,-,-,
清宮 幸太郎,日,DH,45.3,-,-,-,-,-,-0.5,-,-,
武岡 龍世,ヤ,2B,135.0,-2.0,-2.7,0.3,-,0.4,0.4,-,-,
武岡 龍世,ヤ,3B,81.0,0.2,-0.7,0.2,-,0.7,-0.3,-,-,
武岡 龍世,ヤ,SS,499.3,0.0,1.5,-1.4,-,0.0,4.1,-,-,
山村 崇嘉,西,2B,92.0,-1.6,-2.3,0.2,-,0.5,0.2,-,-,
山村 崇嘉,西,3B,76.0,-0.9,-0.7,0.3,-,-0.5,-0.3,-,-,
山村 崇嘉,西,SS,472.7,-9.4,0.8,-0.9,-,-9.3,3.9,-,-,
立岡 宗一郎,巨,LF,0.3,-0.6,-0.4,-,-0.2,0.0,0.0,-,-,
立岡 宗一郎,巨,CF,263.7,-1.8,-2.8,-,0.9,0.2,0.9,-,-,
立岡 宗一郎,巨,RF,54.0,0.8,1.1,-,-0.3,0.1,-0.2,-,-,
立岡 宗一郎,巨,DH,64.3,-,-,-,-,-,-0.8,-,-,
伊藤 康祐,中,LF,117.0,0.0,-0.3,-,0.2,0.1,-1.1,-,-,
伊藤 康祐,中,CF,291.3,0.2,2.4,-,-2.5,0.2,1.0,-,-,
伊藤 康祐,中,RF,82.7,2.4,2.5,-,-0.2,0.1,-0.3,-,-,
長野 久義,広,LF,39.0,-0.1,0.1,-,-0.3,0.0,-0.4,-,-,
長野 久義,広,DH,10.0,-,-,-,-,-,-0.1,-,-,
木下 元秀,広,1B,239.3,-6.4,-4.9,-0.2,-,-1.2,-2.7,-,-,
木下 元秀,広,LF,32.0,-2.9,-2.3,-,-0.6,0.0,-0.3,-,-,
木下 元秀,広,RF,377.7,3.3,3.4,-,-0.5,0.4,-1.5,-,-,
勝俣 翔貴,オ,1B,374.3,-1.7,-0.9,0.1,-,-0.9,-4.2,-,-,
勝俣 翔貴,オ,3B,54.0,-1.4,-1.0,0.0,-,-0.5,-0.2,-,-,
勝俣 翔貴,オ,LF,21.0,-1.9,-2.1,-,0.1,0.0,-0.2,-,-,
勝俣 翔貴,オ,DH,23.0,-,-,-,-,-,-0.3,-,-,
吉田 大成,ヤ,1B,91.0,-0.9,-0.4,-0.1,-,-0.3,-1.0,-,-,
吉田 大成,ヤ,2B,92.7,0.6,1.9,-0.2,-,-1.1,0.3,-,-,
吉田 大成,ヤ,3B,166.0,0.7,-0.8,0.5,-,1.0,-0.6,-,-,
吉田 大成,ヤ,SS,117.3,2.2,2.0,-1.0,-,1.3,1.0,-,-,
吉田 大成,ヤ,LF,3.0,0.9,-0.2,-,1.1,0.0,0.0,-,-,
吉田 大成,ヤ,RF,2.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
吉田 大成,ヤ,DH,15.0,-,-,-,-,-,-0.2,-,-,
山下 航汰,巨,LF,48.0,3.2,3.3,-,-0.2,0.0,-0.5,-,-,
山下 航汰,巨,RF,95.0,-1.9,-1.1,-,-0.9,0.1,-0.4,-,-,
山下 航汰,巨,DH,3.0,-,-,-,-,-,0.0,-,-,
髙橋 大樹,広,LF,102.0,3.0,3.3,-,-0.4,0.1,-1.0,-,-,
髙橋 大樹,広,CF,54.7,1.3,1.7,-,-0.4,0.0,0.2,-,-,
髙橋 大樹,広,RF,20.0,-1.1,-0.1,-,-0.9,0.0,-0.1,-,-,
髙橋 大樹,広,DH,71.0,-,-,-,-,-,-0.9,-,-,
上林 誠知,ソ,CF,150.0,2.9,1.9,-,0.9,0.1,0.5,-,-,
上林 誠知,ソ,RF,178.0,1.9,2.0,-,-0.3,0.1,-0.7,-,-,
上林 誠知,ソ,DH,72.0,-,-,-,-,-,-0.9,-,-,
宜保 翔,オ,2B,276.0,-1.7,-2.5,0.0,-,0.8,0.7,-,-,
宜保 翔,オ,SS,216.0,-2.2,-2.8,0.7,-,0.0,1.8,-,-,
宜保 翔,オ,DH,9.0,-,-,-,-,-,-0.1,-,-,
釜元 豪,ソ,LF,15.0,0.4,0.1,-,0.3,0.0,-0.1,-,-,
釜元 豪,ソ,CF,367.0,2.9,0.7,-,1.9,0.3,1.2,-,-,
釜元 豪,ソ,RF,61.0,-1.6,-2.0,-,0.4,0.0,-0.2,-,-,
釜元 豪,ソ,DH,7.0,-,-,-,-,-,-0.1,-,-,
山足 達也,オ,1B,89.3,-0.2,-0.5,-0.1,-,0.4,-1.0,-,-,
山足 達也,オ,2B,47.0,0.0,0.2,0.1,-,-0.3,0.1,-,-,
山足 達也,オ,3B,13.0,0.2,0.1,0.0,-,0.1,0.0,-,-,
山足 達也,オ,DH,39.0,-,-,-,-,-,-0.5,-,-,
八百板 卓丸,巨,LF,86.3,-1.1,-1.2,-,0.0,0.1,-0.8,-,-,
八百板 卓丸,巨,CF,222.0,-1.4,-1.8,-,0.3,0.2,0.7,-,-,
八百板 卓丸,巨,RF,264.0,-6.5,-4.9,-,-1.9,0.2,-1.0,-,-,
八百板 卓丸,巨,DH,14.0,-,-,-,-,-,-0.2,-,-,
島田 海吏,神,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
島田 海吏,神,CF,431.3,-7.2,-4.7,-,-2.0,-0.5,1.4,-,-,
島田 海吏,神,RF,20.0,1.0,0.0,-,0.9,0.0,-0.1,-,-,
島田 海吏,神,DH,2.0,-,-,-,-,-,0.0,-,-,
田城 飛翔,オ,LF,136.3,-1.0,-0.9,-,-0.2,0.1,-1.3,-,-,
田城 飛翔,オ,CF,211.0,-0.7,-1.1,-,0.2,0.2,0.7,-,-,
田城 飛翔,オ,RF,128.7,1.1,0.5,-,0.5,0.1,-0.5,-,-,
田城 飛翔,オ,DH,15.0,-,-,-,-,-,-0.2,-,-,
羽月 隆太郎,広,2B,219.0,-3.4,-3.9,-0.3,-,0.8,0.6,-,-,
羽月 隆太郎,広,3B,10.0,0.4,0.4,-0.1,-,0.1,0.0,-,-,
羽月 隆太郎,広,SS,11.0,-0.2,-0.5,0.3,-,0.1,0.1,-,-,
羽月 隆太郎,広,LF,17.0,0.5,-0.3,-,0.7,0.0,-0.2,-,-,
羽月 隆太郎,広,CF,78.0,2.2,2.8,-,-0.7,0.1,0.3,-,-,
羽月 隆太郎,広,RF,9.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
後藤 駿太,オ,LF,19.0,-0.5,-0.4,-,-0.1,0.0,-0.2,-,-,
後藤 駿太,オ,CF,110.0,0.4,0.2,-,0.1,0.1,0.4,-,-,
後藤 駿太,オ,RF,59.0,0.3,1.0,-,-0.8,0.1,-0.2,-,-,
後藤 駿太,オ,DH,37.0,-,-,-,-,-,-0.4,-,-,
岡島 豪郎,楽,LF,8.0,0.6,0.6,-,0.0,0.0,-0.1,-,-,
岡島 豪郎,楽,CF,69.0,0.9,0.8,-,0.1,0.1,0.2,-,-,
岡島 豪郎,楽,RF,15.0,0.1,0.4,-,-0.3,0.0,-0.1,-,-,
足立 祐一,楽,C,178.3,-1.0,-,-,-1.1,0.1,2.5,0.4,-0.1,
足立 祐一,楽,DH,4.7,-,-,-,-,-,-0.1,-,-,
小深田 大地,デ,1B,128.0,-0.8,-0.6,-0.1,-,-0.1,-1.4,-,-,
小深田 大地,デ,3B,607.3,-8.7,-7.9,0.9,-,-1.7,-2.3,-,-,
小深田 大地,デ,DH,65.0,-,-,-,-,-,-0.8,-,-,
髙山 俊,神,LF,356.3,-5.0,-5.2,-,-0.1,0.2,-3.4,-,-,
髙山 俊,神,CF,36.0,-0.3,-0.5,-,0.1,0.0,0.1,-,-,
髙山 俊,神,RF,140.0,5.0,4.3,-,0.6,0.1,-0.6,-,-,
髙山 俊,神,DH,218.0,-,-,-,-,-,-2.6,-,-,
岡﨑 大輔,オ,1B,65.7,0.3,0.8,-0.1,-,-0.4,-0.7,-,-,
岡﨑 大輔,オ,2B,107.0,0.5,1.0,0.0,-,-0.5,0.3,-,-,
岡﨑 大輔,オ,3B,9.7,-0.9,-1.0,0.0,-,0.1,0.0,-,-,
岡﨑 大輔,オ,SS,115.3,-3.0,-3.6,0.4,-,0.2,0.9,-,-,
岡﨑 大輔,オ,DH,5.0,-,-,-,-,-,-0.1,-,-,
福田 秀平,ロ,LF,47.0,1.6,1.3,-,0.3,0.0,-0.4,-,-,
福田 秀平,ロ,CF,73.0,1.6,1.2,-,0.3,0.1,0.2,-,-,
福田 秀平,ロ,RF,78.7,4.2,4.0,-,0.1,0.1,-0.3,-,-,
福田 秀平,ロ,DH,92.0,-,-,-,-,-,-1.1,-,-,
加藤 翔平,ロ,LF,43.0,0.0,0.0,-,0.0,0.0,-0.4,-,-,
加藤 翔平,ロ,CF,83.7,-1.3,-1.7,-,0.3,0.1,0.3,-,-,
加藤 翔平,ロ,RF,69.3,-0.3,0.6,-,-1.0,0.1,-0.3,-,-,
加藤 翔平,ロ,DH,43.0,-,-,-,-,-,-0.5,-,-,
難波 侑平,日,2B,278.7,-2.9,-4.1,0.9,-,0.3,0.8,-,-,
難波 侑平,日,3B,231.0,-2.6,-2.5,-0.1,-,0.0,-0.9,-,-,
難波 侑平,日,SS,75.3,-4.1,-3.6,-0.3,-,-0.3,0.6,-,-,
難波 侑平,日,DH,4.0,-,-,-,-,-,0.0,-,-,
蝦名 達夫,デ,LF,92.0,-2.8,-3.2,-,0.3,0.1,-0.9,-,-,
蝦名 達夫,デ,CF,327.7,0.8,-0.6,-,1.2,0.2,1.1,-,-,
蝦名 達夫,デ,RF,110.0,-2.2,-2.6,-,0.3,0.1,-0.4,-,-,
蝦名 達夫,デ,DH,16.0,-,-,-,-,-,-0.2,-,-,
黒川 史陽,楽,2B,418.3,3.7,2.1,-0.2,-,1.8,1.1,-,-,
黒川 史陽,楽,3B,6.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
大村 孟,ヤ,1B,88.0,-3.6,-3.0,-0.1,-,-0.4,-1.0,-,-,
大村 孟,ヤ,LF,95.7,0.9,0.0,-,0.9,0.1,-0.9,-,-,
大村 孟,ヤ,CF,7.0,-0.7,-0.7,-,0.0,0.0,0.0,-,-,
大村 孟,ヤ,RF,85.0,-2.8,-2.2,-,-0.6,0.0,-0.3,-,-,
大村 孟,ヤ,DH,21.0,-,-,-,-,-,-0.3,-,-,
廣岡 大志,巨,1B,56.0,-0.8,-1.1,0.0,-,0.3,-0.6,-,-,
廣岡 大志,巨,2B,47.0,-0.9,-1.0,-0.3,-,0.4,0.1,-,-,
廣岡 大志,巨,3B,99.3,2.4,1.9,0.1,-,0.5,-0.4,-,-,
廣岡 大志,巨,SS,172.0,0.6,-0.9,0.0,-,1.5,1.4,-,-,
廣岡 大志,巨,LF,2.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
廣岡 大志,巨,RF,10.0,-1.2,-1.2,-,0.0,0.0,0.0,-,-,
佐野 如一,オ,LF,253.7,9.5,6.8,-,2.4,0.2,-2.4,-,-,
佐野 如一,オ,CF,184.0,-0.6,0.3,-,-1.1,0.2,0.6,-,-,
佐野 如一,オ,RF,183.0,-1.1,-2.0,-,0.7,0.2,-0.7,-,-,
佐野 如一,オ,DH,25.0,-,-,-,-,-,-0.3,-,-,
大盛 穂,広,LF,23.0,-0.6,-0.1,-,-0.5,0.0,-0.2,-,-,
大盛 穂,広,CF,238.0,-0.2,1.2,-,-1.6,0.2,0.8,-,-,
大盛 穂,広,RF,19.0,-0.3,-0.1,-,-0.2,0.0,-0.1,-,-,
山﨑 真彰,楽,1B,204.7,0.3,-0.1,-0.2,-,0.6,-2.3,-,-,
山﨑 真彰,楽,DH,203.3,-,-,-,-,-,-2.4,-,-,
三森 大貴,ソ,1B,104.0,2.2,2.1,0.0,-,0.1,-1.2,-,-,
三森 大貴,ソ,2B,160.0,-0.5,-1.7,0.0,-,1.2,0.4,-,-,
三森 大貴,ソ,DH,40.0,-,-,-,-,-,-0.5,-,-,
中神 拓都,広,1B,42.0,0.3,0.1,0.0,-,0.2,-0.5,-,-,
中神 拓都,広,2B,85.0,2.0,1.2,-0.1,-,0.8,0.2,-,-,
中神 拓都,広,3B,111.7,-0.8,0.9,-0.1,-,-1.6,-0.4,-,-,
中神 拓都,広,SS,16.0,0.1,0.0,0.0,-,0.1,0.1,-,-,
武藤 敦貴,楽,LF,162.0,5.1,4.4,-,0.6,0.1,-1.5,-,-,
武藤 敦貴,楽,CF,290.7,7.0,4.4,-,3.1,-0.6,1.0,-,-,
武藤 敦貴,楽,RF,26.7,-0.8,-0.6,-,-0.2,0.0,-0.1,-,-,
堀内 謙伍,楽,C,231.3,1.4,-,-,1.3,0.1,3.3,-0.8,0.4,
堀内 謙伍,楽,1B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
堀内 謙伍,楽,3B,364.0,1.4,1.2,0.0,-,0.2,-1.4,-,-,
堀内 謙伍,楽,RF,16.0,0.6,-0.1,-,0.7,0.0,-0.1,-,-,
堀内 謙伍,楽,DH,56.0,-,-,-,-,-,-0.7,-,-,
元山 飛優,ヤ,2B,25.0,-0.7,0.0,-0.2,-,-0.5,0.1,-,-,
元山 飛優,ヤ,3B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
元山 飛優,ヤ,SS,58.0,-1.4,-1.2,0.5,-,-0.7,0.5,-,-,
乙坂 智,デ,LF,246.7,-4.8,-0.2,-,-4.9,0.2,-2.3,-,-,
乙坂 智,デ,CF,69.0,-1.4,-0.4,-,-1.0,0.0,0.2,-,-,
乙坂 智,デ,RF,173.7,-1.1,-2.6,-,1.4,0.1,-0.7,-,-,
乙坂 智,デ,DH,24.0,-,-,-,-,-,-0.3,-,-,
小幡 竜平,神,1B,3.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
小幡 竜平,神,2B,109.0,4.5,4.9,-0.6,-,0.2,0.3,-,-,
小幡 竜平,神,3B,19.0,2.1,1.7,-0.1,-,0.4,-0.1,-,-,
小幡 竜平,神,SS,419.0,4.6,4.1,0.8,-,-0.2,3.4,-,-,
三好 大倫,中,LF,6.0,0.8,-0.1,-,0.9,0.0,-0.1,-,-,
三好 大倫,中,CF,40.7,-0.3,-1.1,-,0.7,0.0,0.1,-,-,
三好 大倫,中,RF,482.3,-3.9,-4.5,-,1.1,-0.5,-1.9,-,-,
平沼 翔太,日,2B,89.0,-0.2,0.2,-0.5,-,0.1,0.2,-,-,
平沼 翔太,日,3B,78.0,2.3,2.1,0.0,-,0.2,-0.3,-,-,
平沼 翔太,日,SS,78.0,-3.6,-3.3,-0.4,-,0.1,0.6,-,-,
平沼 翔太,日,DH,2.0,-,-,-,-,-,0.0,-,-,
上野 響平,日,SS,548.0,1.3,1.1,1.4,-,-1.3,4.5,-,-,
松井 義弥,巨,3B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
松井 義弥,巨,LF,36.0,-2.6,-1.9,-,-0.8,0.0,-0.3,-,-,
松井 義弥,巨,RF,9.0,-0.6,-0.5,-,0.0,0.0,0.0,-,-,
山本 大斗,ロ,LF,61.0,1.1,1.3,-,-0.2,0.0,-0.6,-,-,
山本 大斗,ロ,CF,128.0,1.5,-1.4,-,2.7,0.1,0.4,-,-,
山本 大斗,ロ,RF,261.0,5.8,4.6,-,1.1,0.2,-1.0,-,-,
片岡 奨人,日,LF,130.0,-0.1,0.4,-,0.2,-0.8,-1.2,-,-,
片岡 奨人,日,CF,121.3,3.6,2.3,-,1.2,0.1,0.4,-,-,
片岡 奨人,日,RF,96.0,0.5,0.5,-,-0.2,0.1,-0.4,-,-,
片岡 奨人,日,DH,34.0,-,-,-,-,-,-0.4,-,-,
今川 優馬,日,LF,250.7,3.3,0.6,-,2.5,0.2,-2.4,-,-,
今川 優馬,日,CF,45.0,1.7,1.7,-,0.0,0.0,0.2,-,-,
今川 優馬,日,RF,156.3,4.0,2.8,-,1.1,0.2,-0.6,-,-,
今川 優馬,日,DH,17.0,-,-,-,-,-,-0.2,-,-,
湯浅 大,巨,2B,166.3,4.0,3.0,0.0,-,1.1,0.4,-,-,
湯浅 大,巨,3B,53.7,-2.1,-1.7,-0.1,-,-0.3,-0.2,-,-,
湯浅 大,巨,SS,199.3,4.6,1.2,1.0,-,2.3,1.6,-,-,
湯浅 大,巨,DH,4.0,-,-,-,-,-,0.0,-,-,
中野 拓夢,神,SS,17.0,-0.9,-1.1,0.0,-,0.1,0.1,-,-,
片山 雄哉,神,C,105.7,0.1,-,-,0.3,-0.2,1.5,-0.9,0.0,
片山 雄哉,神,1B,31.0,0.2,-0.2,0.2,-,0.1,-0.3,-,-,
片山 雄哉,神,DH,42.0,-,-,-,-,-,-0.5,-,-,
西川 愛也,西,LF,19.0,-1.5,-1.7,-,0.2,0.0,-0.2,-,-,
西川 愛也,西,CF,120.0,-1.7,-2.0,-,0.2,0.1,0.4,-,-,
西川 愛也,西,RF,15.0,0.1,0.1,-,0.0,0.0,-0.1,-,-,
西川 愛也,西,DH,68.0,-,-,-,-,-,-0.8,-,-,
熊谷 敬宥,神,2B,63.0,5.1,4.3,0.6,-,0.2,0.2,-,-,
熊谷 敬宥,神,3B,18.0,0.5,0.4,0.0,-,0.1,-0.1,-,-,
熊谷 敬宥,神,SS,4.0,0.8,0.7,0.0,-,0.1,0.0,-,-,
熊谷 敬宥,神,LF,64.0,-0.6,-1.8,-,1.1,0.0,-0.6,-,-,
熊谷 敬宥,神,CF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
熊谷 敬宥,神,RF,53.0,0.5,1.7,-,-0.4,-0.8,-0.2,-,-,
綱島 龍生,西,2B,257.3,4.0,5.7,-0.9,-,-0.9,0.7,-,-,
綱島 龍生,西,3B,53.0,-2.5,-0.6,-0.2,-,-1.8,-0.2,-,-,
綱島 龍生,西,SS,19.0,0.3,0.0,0.0,-,0.3,0.2,-,-,
綱島 龍生,西,DH,42.0,-,-,-,-,-,-0.5,-,-,
髙松 渡,中,2B,27.0,-0.2,-0.7,0.2,-,0.3,0.1,-,-,
髙松 渡,中,LF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
髙松 渡,中,RF,9.0,0.0,0.9,-,-0.2,-0.8,0.0,-,-,
髙松 渡,中,DH,1.0,-,-,-,-,-,0.0,-,-,
福田 周平,オ,2B,29.0,-0.5,-0.4,-0.2,-,0.1,0.1,-,-,
福田 周平,オ,3B,9.0,-0.1,-0.1,0.0,-,0.1,0.0,-,-,
福田 周平,オ,LF,21.0,-0.6,-0.4,-,-0.2,0.0,-0.2,-,-,
福田 周平,オ,CF,34.0,1.0,1.1,-,-0.2,0.0,0.1,-,-,
福田 周平,オ,RF,11.0,-0.4,-0.4,-,0.0,0.0,0.0,-,-,
福田 周平,オ,DH,23.0,-,-,-,-,-,-0.3,-,-,
中村 奨成,広,C,174.0,1.8,-,-,1.5,0.3,2.4,0.0,0.6,
中村 奨成,広,3B,8.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
中村 奨成,広,LF,134.0,-2.3,-2.7,-,0.3,0.1,-1.3,-,-,
中村 奨成,広,CF,35.0,0.6,1.4,-,0.0,-0.8,0.1,-,-,
