Player,Team,Position,Inning,TZR,RngR,DPR,ARM,Error,位置補正,Framing,Blocking,
宗 佑磨,オ,RF,6.0,-0.3,-0.3,-,0.0,0.0,0.0,-,-,
山崎 晃大朗,ヤ,LF,219.7,7.4,6.3,-,0.9,0.2,-2.1,-,-,
山崎 晃大朗,ヤ,CF,163.0,-2.0,-1.4,-,-0.6,0.0,0.5,-,-,
山崎 晃大朗,ヤ,RF,147.7,-0.9,2.2,-,-2.3,-0.8,-0.6,-,-,
伏見 寅威,オ,C,644.0,3.4,-,-,2.3,1.1,9.2,3.3,0.3,
松本 剛,日,LF,42.0,-1.7,-2.1,-,0.3,0.0,-0.4,-,-,
松本 剛,日,CF,72.0,-0.2,0.3,-,-0.6,0.0,0.2,-,-,
松本 剛,日,RF,92.7,4.4,4.8,-,-0.4,0.0,-0.4,-,-,
松本 剛,日,DH,2.0,-,-,-,-,-,0.0,-,-,
太田 椋,オ,1B,7.0,0.4,0.2,0.2,-,0.0,-0.1,-,-,
太田 椋,オ,2B,341.0,-0.9,0.3,0.7,-,-1.9,0.9,-,-,
太田 椋,オ,3B,10.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
太田 椋,オ,DH,5.0,-,-,-,-,-,-0.1,-,-,
岡 大海,ロ,1B,25.0,0.3,0.1,0.0,-,0.2,-0.3,-,-,
岡 大海,ロ,LF,24.0,0.9,0.8,-,0.1,0.0,-0.2,-,-,
岡 大海,ロ,CF,203.0,-0.5,-0.2,-,-0.3,0.1,0.7,-,-,
岡 大海,ロ,RF,185.0,5.7,4.4,-,1.2,0.0,-0.7,-,-,
岡 大海,ロ,DH,4.0,-,-,-,-,-,0.0,-,-,
武岡 龍世,ヤ,2B,9.0,0.1,-0.2,0.2,-,0.0,0.0,-,-,
川島 慶三,ソ,1B,15.0,0.0,-0.1,0.0,-,0.0,-0.2,-,-,
川島 慶三,ソ,2B,155.0,-0.7,-0.2,0.3,-,-0.9,0.4,-,-,
川島 慶三,ソ,DH,22.0,-,-,-,-,-,-0.3,-,-,
神里 和毅,デ,LF,4.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
神里 和毅,デ,CF,116.0,-0.4,-1.5,-,1.1,0.0,0.4,-,-,
神里 和毅,デ,RF,65.7,1.8,2.1,-,-0.3,0.0,-0.3,-,-,
宇佐見 真吾,日,C,163.0,-0.5,-,-,0.3,-0.8,2.3,-1.4,-0.1,
髙田 知季,ソ,1B,3.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
髙田 知季,ソ,2B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
髙田 知季,ソ,3B,39.7,-0.8,0.5,-0.1,-,-1.3,-0.2,-,-,
髙田 知季,ソ,SS,60.0,0.0,-0.1,-0.3,-,0.3,0.5,-,-,
杉谷 拳士,日,1B,27.0,0.6,0.5,-0.1,-,0.1,-0.3,-,-,
杉谷 拳士,日,2B,91.0,1.1,0.9,-0.2,-,0.3,0.2,-,-,
杉谷 拳士,日,LF,51.0,-1.7,-1.8,-,0.1,0.0,-0.5,-,-,
杉谷 拳士,日,CF,3.0,-0.2,-0.2,-,0.0,0.0,0.0,-,-,
杉谷 拳士,日,RF,8.0,0.6,0.0,-,0.6,0.0,0.0,-,-,
杉谷 拳士,日,DH,1.0,-,-,-,-,-,0.0,-,-,
岸 潤一郎,西,LF,169.0,2.7,2.6,-,0.0,0.1,-1.6,-,-,
岸 潤一郎,西,CF,513.0,-6.5,-8.1,-,1.4,0.1,1.7,-,-,
岸 潤一郎,西,RF,18.0,-0.1,0.0,-,-0.1,0.0,-0.1,-,-,
岸 潤一郎,西,DH,10.0,-,-,-,-,-,-0.1,-,-,
菊池 涼介,広,2B,1088.7,-0.2,-3.4,1.5,-,1.6,2.9,-,-,
廣岡 大志,巨,1B,48.0,0.1,0.1,0.0,-,0.1,-0.5,-,-,
廣岡 大志,巨,2B,80.0,-2.7,-2.7,-0.2,-,0.2,0.2,-,-,
廣岡 大志,巨,3B,9.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
廣岡 大志,巨,SS,103.0,-5.0,-4.3,-0.7,-,0.0,0.8,-,-,
廣岡 大志,巨,LF,9.7,0.1,0.9,-,0.0,-0.8,-0.1,-,-,
廣岡 大志,巨,RF,10.0,0.6,0.6,-,0.0,0.0,0.0,-,-,
和田 康士朗,ロ,LF,3.0,0.6,0.6,-,0.0,0.0,0.0,-,-,
和田 康士朗,ロ,CF,76.0,-0.3,-1.4,-,1.1,0.0,0.3,-,-,
和田 康士朗,ロ,RF,46.7,2.1,2.1,-,0.0,0.0,-0.2,-,-,
和田 康士朗,ロ,DH,11.0,-,-,-,-,-,-0.1,-,-,
松原 聖弥,巨,LF,138.0,5.2,4.1,-,1.0,0.1,-1.3,-,-,
松原 聖弥,巨,CF,274.3,6.2,7.3,-,-1.2,0.1,0.9,-,-,
松原 聖弥,巨,RF,516.7,0.0,-0.8,-,0.7,0.1,-2.0,-,-,
熊谷 敬宥,神,2B,3.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
熊谷 敬宥,神,3B,9.0,0.2,0.0,0.0,-,0.1,0.0,-,-,
熊谷 敬宥,神,LF,40.0,2.3,2.3,-,0.0,0.0,-0.4,-,-,
熊谷 敬宥,神,CF,6.0,-0.2,-0.2,-,0.0,0.0,0.0,-,-,
熊谷 敬宥,神,RF,18.0,-0.8,-0.7,-,-0.1,0.0,-0.1,-,-,
安達 了一,オ,2B,614.0,-0.1,3.6,-1.9,-,-1.8,1.7,-,-,
安達 了一,オ,SS,201.0,4.1,2.7,1.4,-,-0.1,1.6,-,-,
関根 大気,デ,LF,36.0,-2.9,-2.8,-,0.0,0.0,-0.3,-,-,
関根 大気,デ,CF,36.0,0.1,0.0,-,0.1,0.0,0.1,-,-,
関根 大気,デ,RF,165.7,-1.0,-0.1,-,-0.9,0.0,-0.7,-,-,
北村 拓己,巨,1B,55.0,-0.1,-0.2,-0.1,-,0.2,-0.6,-,-,
北村 拓己,巨,2B,161.7,-0.4,-1.0,0.6,-,0.1,0.4,-,-,
北村 拓己,巨,3B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
若林 楽人,西,LF,206.3,1.7,1.9,-,-0.4,0.2,-2.0,-,-,
若林 楽人,西,CF,120.3,-1.3,-1.1,-,-0.2,0.0,0.4,-,-,
若林 楽人,西,RF,3.0,0.1,0.3,-,-0.2,0.0,0.0,-,-,
佐野 如一,オ,LF,5.3,-0.1,0.0,-,-0.1,0.0,-0.1,-,-,
佐野 如一,オ,CF,8.0,-0.1,-0.1,-,0.0,0.0,0.0,-,-,
佐野 如一,オ,RF,11.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
佐野 如一,オ,DH,3.7,-,-,-,-,-,0.0,-,-,
鈴木 将平,西,LF,44.0,2.3,1.9,-,0.4,0.0,-0.4,-,-,
鈴木 将平,西,RF,22.0,-1.9,-1.7,-,-0.3,0.0,-0.1,-,-,
鈴木 将平,西,DH,30.7,-,-,-,-,-,-0.4,-,-,
大城 滉二,オ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
大城 滉二,オ,2B,98.0,-0.4,-0.8,0.8,-,-0.3,0.3,-,-,
大城 滉二,オ,3B,25.0,0.6,0.3,0.1,-,0.2,-0.1,-,-,
大城 滉二,オ,SS,55.0,1.2,2.1,0.0,-,-1.0,0.4,-,-,
愛斗,西,LF,18.0,-0.1,-0.2,-,0.1,0.0,-0.2,-,-,
愛斗,西,CF,41.0,0.1,0.3,-,-0.2,0.0,0.1,-,-,
愛斗,西,RF,679.7,2.9,4.4,-,-1.7,0.2,-2.7,-,-,
愛斗,西,DH,1.0,-,-,-,-,-,0.0,-,-,
中島 卓也,日,2B,9.0,-0.8,0.0,-0.1,-,-0.7,0.0,-,-,
中島 卓也,日,SS,330.0,4.5,4.0,0.2,-,0.3,2.7,-,-,
中島 卓也,日,DH,5.0,-,-,-,-,-,-0.1,-,-,
小深田 大翔,楽,2B,5.0,0.5,0.6,-0.1,-,0.0,0.0,-,-,
小深田 大翔,楽,SS,891.0,-15.7,-10.5,-2.7,-,-2.5,7.3,-,-,
小深田 大翔,楽,DH,4.0,-,-,-,-,-,0.0,-,-,
髙松 渡,中,2B,174.0,0.4,1.5,0.2,-,-1.3,0.5,-,-,
髙松 渡,中,LF,62.7,2.1,1.6,-,0.4,0.1,-0.6,-,-,
髙松 渡,中,CF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
髙松 渡,中,RF,18.0,-2.6,-2.7,-,0.2,0.0,-0.1,-,-,
髙松 渡,中,DH,2.0,-,-,-,-,-,0.0,-,-,
武田 健吾,中,1B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
武田 健吾,中,LF,50.7,1.8,1.6,-,0.1,0.0,-0.5,-,-,
武田 健吾,中,CF,26.0,-2.8,-2.8,-,0.0,0.0,0.1,-,-,
武田 健吾,中,RF,89.0,0.0,0.8,-,-0.8,0.0,-0.4,-,-,
谷内 亮太,日,1B,21.0,0.2,0.1,0.0,-,0.1,-0.2,-,-,
谷内 亮太,日,2B,39.0,0.9,0.7,0.1,-,0.1,0.1,-,-,
谷内 亮太,日,3B,87.7,-1.1,-1.4,0.4,-,-0.2,-0.3,-,-,
谷内 亮太,日,SS,87.0,-4.6,-4.7,-0.3,-,0.4,0.7,-,-,
牧原 大成,ソ,2B,72.3,-1.7,-2.0,0.0,-,0.3,0.2,-,-,
牧原 大成,ソ,3B,27.0,0.2,0.7,0.0,-,-0.5,-0.1,-,-,
牧原 大成,ソ,SS,170.7,0.2,1.2,-0.7,-,-0.3,1.4,-,-,
牧原 大成,ソ,LF,15.0,-0.3,-0.1,-,-0.2,0.0,-0.1,-,-,
牧原 大成,ソ,CF,316.0,1.9,0.9,-,1.8,-0.8,1.0,-,-,
牧原 大成,ソ,RF,3.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
牧原 大成,ソ,DH,13.0,-,-,-,-,-,-0.2,-,-,
郡 拓也,日,C,19.0,-0.3,-,-,-0.1,-0.2,0.3,-0.3,-0.1,
郡 拓也,日,1B,7.0,-0.6,-0.6,0.0,-,0.0,-0.1,-,-,
郡 拓也,日,2B,13.0,0.0,0.0,0.0,-,0.1,0.0,-,-,
郡 拓也,日,3B,75.0,0.3,0.7,-0.1,-,-0.3,-0.3,-,-,
郡 拓也,日,LF,9.0,-0.4,-0.4,-,0.0,0.0,-0.1,-,-,
郡 拓也,日,RF,8.0,-1.3,-1.3,-,0.0,0.0,0.0,-,-,
中川 圭太,オ,1B,82.0,2.6,2.2,0.0,-,0.4,-0.9,-,-,
中川 圭太,オ,LF,71.0,-0.9,-2.0,-,1.0,0.0,-0.7,-,-,
中川 圭太,オ,CF,177.7,0.4,0.1,-,0.3,0.0,0.6,-,-,
中川 圭太,オ,DH,2.0,-,-,-,-,-,0.0,-,-,
西浦 直亨,ヤ,3B,9.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
西浦 直亨,ヤ,SS,625.0,2.6,2.8,2.3,-,-2.5,5.1,-,-,
西浦 直亨,ヤ,DH,1.0,-,-,-,-,-,0.0,-,-,
大田 泰示,日,CF,47.0,2.4,1.1,-,1.3,0.0,0.2,-,-,
大田 泰示,日,RF,341.7,-8.3,-6.7,-,-1.7,0.1,-1.4,-,-,
大田 泰示,日,DH,2.0,-,-,-,-,-,0.0,-,-,
田中 俊太,デ,1B,29.7,-0.2,0.5,-0.1,-,-0.6,-0.3,-,-,
田中 俊太,デ,2B,87.0,-1.5,0.4,-0.8,-,-1.0,0.2,-,-,
田中 俊太,デ,3B,21.0,0.4,0.2,0.0,-,0.2,-0.1,-,-,
田中 俊太,デ,SS,22.0,0.6,0.1,0.3,-,0.2,0.2,-,-,
山本 泰寛,神,1B,15.0,0.4,0.4,0.0,-,0.1,-0.2,-,-,
山本 泰寛,神,2B,31.0,-0.4,-0.2,-0.3,-,0.2,0.1,-,-,
山本 泰寛,神,3B,42.0,0.4,0.8,0.0,-,-0.4,-0.2,-,-,
山本 泰寛,神,SS,71.0,-0.3,0.8,-0.1,-,-1.0,0.6,-,-,
板山 祐太郎,神,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
板山 祐太郎,神,LF,58.0,2.3,2.1,-,0.1,0.0,-0.6,-,-,
板山 祐太郎,神,CF,5.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
板山 祐太郎,神,RF,9.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
京田 陽太,中,SS,916.7,5.5,4.9,-1.3,-,2.0,7.5,-,-,
乙坂 智,デ,LF,6.0,0.3,0.3,-,0.0,0.0,-0.1,-,-,
乙坂 智,デ,CF,15.0,-1.1,-0.7,-,-0.4,0.0,0.0,-,-,
乙坂 智,デ,RF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
西川 愛也,西,LF,32.7,2.6,2.0,-,0.6,0.0,-0.3,-,-,
西川 愛也,西,DH,36.0,-,-,-,-,-,-0.4,-,-,
海野 隆司,ソ,C,18.0,0.0,-,-,0.2,-0.2,0.3,0.0,0.1,
三好 匠,広,2B,16.0,0.1,0.2,-0.1,-,0.1,0.0,-,-,
三好 匠,広,3B,72.0,-0.9,-0.3,-0.3,-,-0.3,-0.3,-,-,
三好 匠,広,SS,8.0,0.3,0.2,0.1,-,0.0,0.1,-,-,
源田 壮亮,西,SS,1019.7,21.1,14.2,4.5,-,2.4,8.3,-,-,
三ツ俣 大樹,中,2B,112.0,1.9,1.2,0.2,-,0.5,0.3,-,-,
三ツ俣 大樹,中,3B,7.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
三ツ俣 大樹,中,SS,176.3,-2.6,-1.8,0.1,-,-0.9,1.4,-,-,
塩見 泰隆,ヤ,CF,1041.3,5.7,2.4,-,3.1,0.2,3.5,-,-,
増田 大輝,巨,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
増田 大輝,巨,2B,50.0,2.8,2.8,-0.3,-,0.3,0.1,-,-,
増田 大輝,巨,3B,12.0,0.0,-0.1,0.0,-,0.1,0.0,-,-,
増田 大輝,巨,SS,24.0,0.4,0.2,0.0,-,0.2,0.2,-,-,
増田 大輝,巨,LF,5.7,0.7,-0.1,-,0.8,0.0,-0.1,-,-,
増田 大輝,巨,CF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
増田 大輝,巨,RF,1.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
元山 飛優,ヤ,2B,19.0,0.1,0.1,-0.2,-,0.1,0.1,-,-,
元山 飛優,ヤ,3B,7.3,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
元山 飛優,ヤ,SS,538.3,-7.8,-8.6,0.6,-,0.2,4.4,-,-,
蝦名 達夫,デ,LF,10.7,0.1,0.1,-,0.0,0.0,-0.1,-,-,
蝦名 達夫,デ,RF,15.0,0.4,0.6,-,-0.2,0.0,-0.1,-,-,
上林 誠知,ソ,LF,12.0,1.0,1.0,-,0.0,0.0,-0.1,-,-,
上林 誠知,ソ,CF,153.0,-3.6,-3.2,-,-0.5,0.0,0.5,-,-,
上林 誠知,ソ,RF,16.0,-1.0,-0.6,-,-0.4,0.0,-0.1,-,-,
炭谷 銀仁朗,巨,C,170.0,-1.5,-,-,-1.6,0.1,2.4,-2.9,0.0,
木村 文紀,西,CF,14.0,-0.6,-0.1,-,-0.5,0.0,0.0,-,-,
木村 文紀,西,RF,105.0,-1.1,-1.2,-,0.1,0.0,-0.4,-,-,
木村 文紀,西,DH,4.0,-,-,-,-,-,0.0,-,-,
五十幡 亮汰,日,CF,159.0,1.1,1.5,-,-0.4,0.0,0.5,-,-,
五十幡 亮汰,日,DH,1.0,-,-,-,-,-,0.0,-,-,
万波 中正,日,LF,13.0,-0.2,-0.3,-,0.0,0.0,-0.1,-,-,
万波 中正,日,CF,110.0,0.5,-0.5,-,1.0,0.0,0.4,-,-,
万波 中正,日,RF,165.0,2.8,3.3,-,-0.6,0.0,-0.7,-,-,
万波 中正,日,DH,1.0,-,-,-,-,-,0.0,-,-,
鶴岡 慎也,日,C,48.0,-0.1,-,-,-0.2,0.1,0.7,-1.2,-0.1,
淺間 大基,日,LF,58.0,3.1,2.8,-,0.3,0.1,-0.6,-,-,
淺間 大基,日,CF,755.7,13.2,11.8,-,1.2,0.2,2.5,-,-,
淺間 大基,日,RF,64.0,1.2,1.1,-,0.1,0.0,-0.3,-,-,
淺間 大基,日,DH,11.0,-,-,-,-,-,-0.1,-,-,
渡邉 諒,日,2B,675.7,-7.9,-8.7,1.8,-,-1.0,1.8,-,-,
渡邉 諒,日,3B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
村林 一輝,楽,2B,61.7,0.5,1.1,-0.2,-,-0.4,0.2,-,-,
村林 一輝,楽,3B,49.0,0.1,-0.1,0.0,-,0.2,-0.2,-,-,
村林 一輝,楽,SS,58.3,0.1,0.1,-0.3,-,0.3,0.5,-,-,
村林 一輝,楽,DH,5.0,-,-,-,-,-,-0.1,-,-,
重信 慎之介,巨,LF,112.0,-0.2,-0.5,-,0.2,0.1,-1.1,-,-,
重信 慎之介,巨,CF,37.7,-0.3,-0.4,-,0.2,0.0,0.1,-,-,
重信 慎之介,巨,RF,32.3,2.0,1.5,-,0.4,0.0,-0.1,-,-,
植田 海,神,2B,50.0,0.4,0.2,-0.1,-,0.3,0.1,-,-,
植田 海,神,LF,11.0,-0.6,-0.7,-,0.1,0.0,-0.1,-,-,
植田 海,神,CF,6.0,0.3,0.2,-,0.0,0.0,0.0,-,-,
植田 海,神,RF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
明石 健志,ソ,1B,72.0,0.6,0.4,-0.1,-,0.3,-0.8,-,-,
明石 健志,ソ,LF,4.0,-0.2,-0.2,-,0.0,0.0,0.0,-,-,
明石 健志,ソ,DH,59.0,-,-,-,-,-,-0.7,-,-,
矢野 雅哉,広,3B,8.0,-0.9,-0.2,-0.1,-,-0.6,0.0,-,-,
矢野 雅哉,広,SS,7.0,-0.6,-0.7,0.0,-,0.1,0.1,-,-,
真砂 勇介,ソ,LF,23.3,-1.8,-1.4,-,-0.4,0.0,-0.2,-,-,
真砂 勇介,ソ,CF,217.0,-3.0,-2.8,-,-0.2,0.0,0.7,-,-,
真砂 勇介,ソ,RF,64.0,0.8,1.0,-,-0.2,0.0,-0.3,-,-,
真砂 勇介,ソ,DH,5.0,-,-,-,-,-,-0.1,-,-,
田中 和基,楽,LF,24.0,1.0,1.0,-,0.0,0.0,-0.2,-,-,
田中 和基,楽,CF,58.0,-0.5,-0.7,-,0.2,0.0,0.2,-,-,
田中 和基,楽,RF,92.0,1.1,0.9,-,0.1,0.0,-0.4,-,-,
長谷川 勇也,ソ,LF,38.0,0.9,1.2,-,-0.3,0.0,-0.4,-,-,
長谷川 勇也,ソ,DH,100.0,-,-,-,-,-,-1.2,-,-,
今宮 健太,ソ,SS,938.7,4.7,0.3,-0.2,-,4.6,7.6,-,-,
岡島 豪郎,楽,1B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
岡島 豪郎,楽,LF,109.3,3.3,4.3,-,-1.1,0.1,-1.0,-,-,
岡島 豪郎,楽,CF,73.0,1.0,1.7,-,-0.7,0.0,0.2,-,-,
岡島 豪郎,楽,RF,799.0,6.4,0.7,-,5.5,0.2,-3.2,-,-,
岡島 豪郎,楽,DH,49.0,-,-,-,-,-,-0.6,-,-,
岸田 行倫,巨,C,66.3,0.4,-,-,0.5,-0.1,0.9,-0.1,0.1,
後藤 駿太,オ,LF,20.0,-1.1,-1.0,-,0.0,0.0,-0.2,-,-,
後藤 駿太,オ,CF,17.0,-0.4,-0.1,-,-0.2,0.0,0.1,-,-,
後藤 駿太,オ,RF,47.0,1.2,1.6,-,-0.4,0.0,-0.2,-,-,
楠本 泰史,デ,LF,26.0,-1.6,-1.8,-,0.2,0.0,-0.2,-,-,
楠本 泰史,デ,CF,13.0,0.5,0.6,-,-0.1,0.0,0.0,-,-,
楠本 泰史,デ,RF,149.0,-0.5,-1.8,-,1.3,0.0,-0.6,-,-,
茂木 栄五郎,楽,3B,858.0,19.2,13.5,2.0,-,3.7,-3.3,-,-,
茂木 栄五郎,楽,SS,25.0,0.1,0.7,-0.1,-,-0.5,0.2,-,-,
茂木 栄五郎,楽,DH,94.0,-,-,-,-,-,-1.1,-,-,
川越 誠司,西,LF,36.0,-1.1,-0.4,-,-0.7,0.0,-0.3,-,-,
川越 誠司,西,CF,12.7,0.0,0.0,-,0.0,0.0,0.0,-,-,
川越 誠司,西,RF,345.3,-4.8,-3.7,-,-1.1,0.1,-1.4,-,-,
川越 誠司,西,DH,4.7,-,-,-,-,-,-0.1,-,-,
熊代 聖人,西,1B,16.0,-1.0,-0.4,0.0,-,-0.7,-0.2,-,-,
熊代 聖人,西,2B,2.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
熊代 聖人,西,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
熊代 聖人,西,SS,23.0,-2.5,-2.8,0.3,-,0.1,0.2,-,-,
熊代 聖人,西,LF,22.3,-0.5,-1.3,-,0.8,0.0,-0.2,-,-,
熊代 聖人,西,CF,7.0,-1.7,-1.5,-,-0.2,0.0,0.0,-,-,
熊代 聖人,西,RF,10.7,-0.2,-0.2,-,0.0,0.0,0.0,-,-,
熊代 聖人,西,DH,3.0,-,-,-,-,-,0.0,-,-,
加藤 翔平,ロ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
加藤 翔平,ロ,CF,63.0,-2.7,-3.8,-,1.1,0.0,0.2,-,-,
加藤 翔平,ロ,RF,7.0,-0.7,-0.6,-,-0.1,0.0,0.0,-,-,
丸 佳浩,巨,LF,17.0,-0.1,-1.1,-,1.0,0.0,-0.2,-,-,
丸 佳浩,巨,CF,913.0,4.3,4.8,-,-0.7,0.2,3.0,-,-,
呉 念庭,西,1B,357.0,1.2,-0.1,0.7,-,0.6,-4.0,-,-,
呉 念庭,西,2B,337.0,4.2,0.8,2.3,-,1.1,0.9,-,-,
呉 念庭,西,3B,219.0,0.6,-0.8,0.0,-,1.3,-0.8,-,-,
呉 念庭,西,LF,132.0,-0.8,-0.3,-,-0.6,0.1,-1.3,-,-,
石川 亮,日,C,346.0,-3.0,-,-,-2.6,-0.4,5.0,-7.8,0.0,
柿沼 友哉,ロ,C,193.7,-0.8,-,-,-0.8,0.0,2.8,-0.9,-0.3,
三森 大貴,ソ,1B,42.0,0.6,0.2,0.2,-,0.1,-0.5,-,-,
三森 大貴,ソ,2B,660.0,0.3,1.0,-1.4,-,0.8,1.8,-,-,
野間 峻祥,広,LF,0.7,0.0,0.0,-,0.0,0.0,0.0,-,-,
野間 峻祥,広,CF,523.3,5.4,1.6,-,3.7,0.1,1.7,-,-,
野間 峻祥,広,RF,22.0,0.0,-0.1,-,0.1,0.0,-0.1,-,-,
原口 文仁,神,C,8.0,0.0,-,-,0.0,0.0,0.1,-0.2,-0.1,
原口 文仁,神,1B,8.0,-0.8,-0.1,-0.1,-,-0.7,-0.1,-,-,
原口 文仁,神,DH,2.0,-,-,-,-,-,0.0,-,-,
江越 大賀,神,LF,15.0,-0.1,0.3,-,-0.4,0.0,-0.1,-,-,
江越 大賀,神,CF,3.0,0.2,0.2,-,0.0,0.0,0.0,-,-,
江越 大賀,神,RF,22.0,1.2,1.2,-,0.0,0.0,-0.1,-,-,
香月 一也,巨,1B,98.0,-0.8,-1.0,-0.1,-,0.3,-1.1,-,-,
