Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Suzuki Hiroshi,26,0,0,0,0,0,.000,85,20,.2,22,0,4,0,0,15,0,0,6,6,2.61,Chunichi Dragons,
Tajima Shinji,19,1,1,1,0,0,.500,69,18,.1,11,0,3,0,0,14,1,0,3,2,0.98,Chunichi Dragons,
Takahashi Hiroto,14,0,5,0,0,0,.000,162,34,.2,51,1,10,0,2,23,2,2,31,27,7.01,Chunichi Dragons,
Tanimoto Keisuke,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Chunichi Dragons,
Ueda Kotaro,12,1,0,0,0,0,1.000,42,11,.1,6,0,2,0,1,7,0,0,1,1,0.79,Chunichi Dragons,
Umetsu Kodai,9,2,3,0,0,0,.400,135,33,.1,26,0,11,0,3,35,3,0,6,5,1.35,Chunichi Dragons,
Yamai Daisuke,19,7,5,0,0,0,.583,339,80,,82,10,25,0,4,45,3,1,40,35,3.94,Chunichi Dragons,
Yamamoto Takumi,16,2,5,0,0,0,.286,251,55,.2,72,4,14,0,3,34,2,0,31,26,4.20,Chunichi Dragons,
Abe Shota,10,1,1,0,0,0,.500,65,15,,17,2,3,0,1,16,2,0,7,4,2.40,ORIX Buffaloes,
Aranishi Yudai,24,0,1,0,0,0,.000,108,26,.1,31,0,3,0,0,17,0,0,7,7,2.39,ORIX Buffaloes,
Azuma Kohei,18,5,9,1,0,0,.357,387,88,.1,98,4,33,0,2,80,4,0,48,39,3.97,ORIX Buffaloes,
Cho Yaku,31,4,5,6,0,0,.444,287,67,,68,2,21,0,2,60,4,0,26,22,2.96,ORIX Buffaloes,
Higa Motoki,7,0,1,2,0,0,.000,25,6,,7,1,1,0,0,5,0,0,3,3,4.50,ORIX Buffaloes,
Higgins Tyler,6,0,0,3,0,0,.000,21,5,.2,4,1,1,0,0,6,0,0,1,1,1.59,ORIX Buffaloes,
Hirano Yoshihisa,3,0,0,0,0,0,.000,10,3,,0,0,2,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
Honda Hitomi,18,2,10,0,1,1,.167,389,90,.2,87,9,30,0,2,92,5,0,55,51,5.06,ORIX Buffaloes,
Iida Yuya,26,0,0,0,0,0,.000,120,27,.1,21,1,19,0,0,31,1,0,12,8,2.63,ORIX Buffaloes,
Kaida Tomoyuki,27,1,2,0,0,0,.333,94,21,.1,24,1,5,0,0,15,0,0,11,7,2.95,ORIX Buffaloes,
Kambe Fumiya,19,0,0,0,0,0,.000,82,17,.2,22,2,5,0,0,12,0,0,13,7,3.57,ORIX Buffaloes,
Kaneda Kazuyuki,29,2,3,0,0,0,.400,131,28,.2,30,1,15,1,0,30,4,0,17,9,2.83,ORIX Buffaloes,
Kawase Kento,2,0,0,0,0,0,.000,17,4,,3,1,3,0,0,3,1,0,3,3,6.75,ORIX Buffaloes,
Kuroki Yuta,17,1,0,2,0,0,1.000,79,16,,22,1,6,0,1,15,2,0,11,11,6.19,ORIX Buffaloes,
Mae Yuito,7,0,1,0,0,0,.000,47,11,,10,0,6,0,0,7,0,0,6,4,3.27,ORIX Buffaloes,
Masui Hirotoshi,8,4,3,0,0,0,.571,148,36,,36,3,9,0,1,34,0,0,18,17,4.25,ORIX Buffaloes,
Matsuyama Masayuki,7,2,0,0,0,0,1.000,30,8,,4,0,4,0,1,3,0,0,0,0,0.00,ORIX Buffaloes,
Miyagi Hiroya,1,0,1,0,0,0,.000,17,4,,4,0,1,0,0,4,0,0,3,3,6.75,ORIX Buffaloes,
Muranishi Ryota,16,1,0,0,0,0,1.000,56,16,,2,0,8,0,1,12,0,0,0,0,0.00,ORIX Buffaloes,
Nakagawa Hayate,41,2,2,1,0,0,.500,153,40,,23,2,9,1,1,48,0,1,10,5,1.13,ORIX Buffaloes,
Nakata Yuito,10,0,0,3,0,0,.000,43,7,.2,13,0,8,0,0,6,1,0,11,9,10.57,ORIX Buffaloes,
Nohmi Atsushi,1,0,1,0,0,0,.000,26,5,,10,0,2,0,0,3,0,0,4,4,7.20,ORIX Buffaloes,
Saitoh Koki,49,1,1,1,0,0,.500,159,42,.2,25,3,11,0,3,57,2,0,7,7,1.48,ORIX Buffaloes,
Sakakibara Tsubasa,14,4,1,0,0,0,.800,206,47,.1,45,3,21,0,0,31,3,0,34,33,6.27,ORIX Buffaloes,
Satoh Kazuma,4,0,3,0,0,0,.000,63,13,.2,14,2,10,0,1,6,2,0,12,5,3.29,ORIX Buffaloes,
Sawada Keisuke,10,0,0,1,0,0,.000,36,10,,7,0,1,0,0,9,0,0,1,1,0.90,ORIX Buffaloes,
Sparkman Glenn,2,0,2,0,0,0,.000,28,5,,9,1,4,0,0,5,2,0,7,7,12.60,ORIX Buffaloes,
Suzuki Kohei,10,0,1,1,0,0,.000,41,10,,8,1,4,0,0,7,0,0,2,2,1.80,ORIX Buffaloes,
Suzuki Yu,25,0,1,0,0,0,.000,135,31,,30,3,13,0,3,16,5,0,15,11,3.19,ORIX Buffaloes,
Takeyasu Daichi,9,1,2,0,0,0,.333,196,44,.1,52,3,17,0,2,29,2,0,19,15,3.05,ORIX Buffaloes,
Tomiyama Ryoga,5,0,2,0,0,0,.000,20,4,.2,4,1,0,0,0,6,0,0,3,2,3.86,ORIX Buffaloes,
Udagawa Yuki,1,0,0,0,0,0,.000,6,0,.2,2,0,2,0,0,1,0,0,1,1,13.50,ORIX Buffaloes,
Urushihara Taisei,8,0,0,1,0,0,.000,39,8,.2,6,1,5,0,1,6,1,0,5,5,5.19,ORIX Buffaloes,
Vargas Cesar,1,0,0,0,0,0,.000,13,3,.2,2,0,0,0,0,7,0,0,0,0,0.00,ORIX Buffaloes,
Yamada Nobuyoshi,5,0,1,0,0,0,.000,19,4,.1,5,0,2,1,0,6,1,0,3,3,6.23,ORIX Buffaloes,
Yamaoka Taisuke,5,0,0,0,0,0,.000,24,5,,5,0,3,0,0,4,0,0,2,2,3.60,ORIX Buffaloes,
Yamasaki Sachiya,4,2,0,0,0,0,1.000,97,24,,22,0,4,0,0,17,1,0,8,8,3.00,ORIX Buffaloes,
Yamashita Shunpeita,18,2,9,0,0,0,.182,317,65,.2,79,6,45,0,2,48,6,3,53,40,5.48,ORIX Buffaloes,
Yamazaki Soichiro,13,1,5,0,0,0,.167,265,59,.1,63,7,23,0,1,57,6,0,33,22,3.34,ORIX Buffaloes,
Yoshida Kazumasa,24,0,2,0,0,0,.000,104,22,.1,29,2,10,0,0,26,5,0,19,19,7.66,ORIX Buffaloes,
Yoshida Ryo,17,1,1,1,0,0,.500,64,14,.2,15,1,8,0,0,24,1,0,9,9,5.52,ORIX Buffaloes,
Acosta Jose,13,0,3,0,0,0,.000,129,27,.1,30,3,17,0,1,21,1,0,20,18,5.93,Lotte Marines,
Ariyoshi Yuki,8,3,2,0,0,0,.600,128,31,,34,1,2,0,0,6,0,0,14,13,3.77,Lotte Marines,
Azuma Yusuke,19,2,1,0,0,0,.667,110,26,,20,0,12,0,1,25,3,0,9,8,2.77,Lotte Marines,
Dohi Seiya,14,4,2,0,0,0,.667,228,52,.1,57,9,18,0,1,37,4,0,31,31,5.33,Lotte Marines,
Doi Hideto,21,1,1,2,0,0,.500,81,21,,18,1,6,0,0,17,1,0,7,6,2.57,Lotte Marines,
Flores Jose,24,2,0,0,0,0,1.000,132,35,,24,0,11,0,0,37,1,0,8,7,1.80,Lotte Marines,
Furuya Takuro,9,0,1,0,0,0,.000,51,11,.1,10,0,8,0,1,11,0,0,5,5,3.97,Lotte Marines,
Hara Shu,20,0,1,1,0,0,.000,99,20,.2,23,3,13,1,0,12,3,0,13,11,4.79,Lotte Marines,
Herrmann Frank,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,3,0,0,0,0,0.00,Lotte Marines,
Ishikawa Ayumu,6,1,2,0,0,0,.333,83,19,.1,20,0,4,0,0,12,0,0,13,11,5.12,Lotte Marines,
Ishizaki Tsuyoshi,26,3,0,0,0,0,1.000,123,30,.1,15,2,17,0,0,44,0,0,5,4,1.19,Lotte Marines,
Iwashita Daiki,2,0,0,0,0,0,.000,55,12,,16,2,5,0,0,10,2,0,6,6,4.50,Lotte Marines,
Karakawa Yuki,2,0,0,0,0,0,.000,8,2,,2,0,0,0,0,3,0,0,0,0,0.00,Lotte Marines,
Kawamura Tokito,10,2,1,0,0,0,.667,179,44,,34,4,14,0,1,44,1,0,10,8,1.64,Lotte Marines,
Kuniyoshi Yuki,3,0,0,0,0,0,.000,14,3,,4,2,1,0,0,2,1,0,2,2,6.00,Lotte Marines,
Mima Manabu,1,0,0,0,0,0,.000,6,2,,1,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Minami Masaki,31,1,1,0,0,0,.500,126,32,.2,27,4,5,0,0,22,0,0,13,10,2.76,Lotte Marines,
Mori Ryotaro,20,10,5,0,1,1,.667,486,115,.1,101,12,43,0,2,87,3,0,45,41,3.20,Lotte Marines,
Motomae Fumiya,16,5,6,0,0,0,.455,329,79,,81,6,23,0,2,55,3,0,34,31,3.53,Lotte Marines,
Nagano Shoji,10,2,0,0,0,0,1.000,46,10,,13,1,4,0,0,10,0,0,10,9,8.10,Lotte Marines,
Nakamura Toshiya,10,4,2,0,0,0,.667,183,47,,33,7,10,0,1,40,4,0,14,14,2.68,Lotte Marines,
Narita Kakeru,36,3,1,1,0,0,.750,127,29,.2,18,0,16,0,4,23,1,0,9,6,1.82,Lotte Marines,
Ohmine Yuta,23,1,2,0,0,0,.333,155,34,.2,34,1,21,0,2,18,2,0,17,14,3.63,Lotte Marines,
Ojima Kazuya,3,0,1,0,0,0,.000,58,14,.2,13,0,3,0,0,12,0,0,5,4,2.45,Lotte Marines,
Ono Fumiya,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,2,0,0,0,0,0.00,Lotte Marines,
Onuma Kenta,34,0,2,18,0,0,.000,152,34,.2,37,4,10,0,1,20,0,0,14,11,2.86,Lotte Marines,
Romero Enny,1,0,0,0,0,0,.000,16,4,,3,0,1,0,0,8,0,0,1,1,2.25,Lotte Marines,
Sasaki Roki,5,1,0,0,0,0,1.000,76,20,,10,1,3,0,2,19,0,0,3,1,0.45,Lotte Marines,
Sato Shoma,17,7,5,0,2,2,.583,372,87,.1,83,10,40,0,1,58,3,0,36,34,3.50,Lotte Marines,
Suzuki Shota,3,2,1,0,0,0,.667,51,13,,12,2,3,0,0,8,0,0,5,5,3.46,Lotte Marines,
Tanaka Yasuhiro,2,0,0,0,0,0,.000,8,2,,2,0,0,0,0,0,1,0,1,1,4.50,Lotte Marines,
Tojo Taiki,37,2,1,0,0,0,.667,138,34,.1,26,2,9,0,1,30,0,1,7,6,1.57,Lotte Marines,
Yamamoto Daiki,34,3,1,1,0,0,.750,179,41,.2,39,1,20,0,1,35,1,0,13,13,2.81,Lotte Marines,
Yokoyama Rikuto,17,1,0,1,0,0,1.000,75,18,.1,11,2,8,0,0,22,1,0,3,3,1.47,Lotte Marines,
Bandoh Yugo,10,1,0,0,0,0,1.000,63,15,,14,0,3,0,1,15,1,0,6,6,3.60,SoftBank Hawks,
Furuya Yuto,10,1,1,1,0,0,.500,49,12,.2,8,1,7,0,0,13,0,0,5,5,3.55,SoftBank Hawks,
Higashihama Nao,8,2,2,0,0,0,.500,155,38,.1,31,6,8,0,2,39,1,0,16,13,3.05,SoftBank Hawks,
Ishikawa Shuta,1,0,0,0,0,0,.000,15,4,,2,0,1,0,0,5,0,0,1,1,2.25,SoftBank Hawks,
Iwasaki Sho,1,1,0,0,0,0,1.000,5,1,,1,0,1,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
Izumi Keisuke,24,2,1,1,0,0,.667,115,24,.2,30,1,14,0,0,24,2,0,12,8,2.92,SoftBank Hawks,
Kaino Hiroshi,13,1,1,1,0,0,.500,53,13,,13,2,5,0,1,15,0,0,6,5,3.46,SoftBank Hawks,
Kasaya Shunsuke,9,6,2,0,2,2,.750,180,48,,28,2,11,0,3,57,3,0,8,8,1.50,SoftBank Hawks,
Kawahara Hiroyuki,29,3,1,4,0,0,.750,136,30,,29,3,17,0,1,17,5,0,20,17,5.10,SoftBank Hawks,
Kayama Shinya,2,0,0,0,0,0,.000,6,2,,0,0,0,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Martinez Nick,2,1,1,0,0,0,.500,35,9,,7,0,1,0,0,8,0,0,2,2,2.00,SoftBank Hawks,
Matsumoto Yuki,6,0,0,0,0,0,.000,57,13,.1,13,1,5,0,0,16,0,0,3,3,2.03,SoftBank Hawks,
Moinelo Livan,5,1,0,0,0,0,1.000,17,5,,1,0,1,0,0,10,1,0,0,0,0.00,SoftBank Hawks,
Mori Yuito,4,0,0,0,0,0,.000,14,4,,2,0,0,0,0,2,0,0,0,0,0.00,SoftBank Hawks,
Nakamichi Yuya,2,0,0,0,0,0,.000,7,2,,1,0,1,0,0,2,0,0,0,0,0.00,SoftBank Hawks,
Nakamura Ryota,7,0,0,0,0,0,.000,38,8,.1,10,0,4,0,0,5,1,0,5,5,5.40,SoftBank Hawks,
Niho Akira,11,4,1,0,1,0,.800,244,63,,51,3,13,0,0,46,4,0,18,18,2.57,SoftBank Hawks,
Ogata Shuto,20,3,5,1,0,0,.375,209,51,.2,41,1,19,0,1,34,3,0,16,15,2.61,SoftBank Hawks,
Ohtake Koutaro,20,8,3,1,1,0,.727,382,90,.2,98,4,17,0,2,79,3,0,40,33,3.28,SoftBank Hawks,
Ohzeki Tomohisa,26,6,1,3,1,1,.857,205,53,.2,30,1,14,0,1,54,1,0,8,7,1.17,SoftBank Hawks,
Okumura Masato,36,4,2,4,0,0,.667,290,70,,53,2,29,0,3,76,3,0,25,18,2.31,SoftBank Hawks,
Rea Colin,2,0,2,0,0,0,.000,37,8,,11,0,4,0,0,8,0,0,6,6,6.75,SoftBank Hawks,
Rodriguez Andy,4,1,0,0,0,0,1.000,18,4,,4,0,3,0,1,4,0,0,1,1,2.25,SoftBank Hawks,
Senga Koudai,5,0,1,0,0,0,.000,107,26,.2,21,0,9,0,0,26,2,1,10,8,2.70,SoftBank Hawks,
Shigeta Tomoaki,9,2,4,0,2,1,.333,167,40,,33,2,15,0,4,31,1,1,16,15,3.38,SoftBank Hawks,
Shiino Arata,45,1,2,9,0,0,.333,191,46,.1,42,1,12,0,1,47,6,0,18,16,3.11,SoftBank Hawks,
Stewart Jr. Carter,12,6,1,0,0,0,.857,225,53,.2,40,2,26,0,0,55,4,0,18,11,1.84,SoftBank Hawks,
Sugiyama Kazuki,15,5,2,0,1,1,.714,259,64,.1,46,2,18,0,4,64,2,0,13,10,1.40,SoftBank Hawks,
Takahashi Jumpei,16,0,2,0,0,0,.000,82,15,.1,20,2,15,0,1,12,3,0,14,10,5.87,SoftBank Hawks,
Takahashi Rei,21,3,1,0,0,0,.750,154,37,.2,27,0,23,0,1,27,0,0,15,12,2.87,SoftBank Hawks,
Takeda Shota,7,2,1,0,0,0,.667,136,32,.2,28,2,14,0,1,21,0,0,14,13,3.58,SoftBank Hawks,
Tanaka Seigi,16,0,1,2,0,0,.000,70,17,,10,0,9,0,1,17,0,0,4,2,1.06,SoftBank Hawks,
Tanoue Sota,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
Taura Fumimaru,12,0,2,0,0,0,.000,58,13,.2,13,0,3,0,3,9,0,0,6,6,3.95,SoftBank Hawks,
Wada Tsuyoshi,1,1,0,0,1,0,1.000,20,5,,6,0,0,0,0,8,0,0,1,1,1.80,SoftBank Hawks,
Watanabe Yuta,34,0,0,1,0,0,.000,119,27,,25,0,12,2,2,34,1,0,6,5,1.67,SoftBank Hawks,
Yoshizumi Haruto,3,0,0,0,0,0,.000,16,3,,5,0,2,0,1,2,0,0,1,1,3.00,SoftBank Hawks,
Anraku Tomohiro,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,Rakuten Eagles,
Busenitz Alan,9,0,0,1,0,0,.000,37,9,,7,1,3,0,0,9,1,0,2,2,2.00,Rakuten Eagles,
Fujihira Shoma,18,0,6,0,0,0,.000,165,32,.2,30,4,33,0,7,37,5,0,31,26,7.16,Rakuten Eagles,
Fujii Masaru,17,4,3,0,1,1,.571,347,81,,67,1,45,0,2,66,2,0,33,32,3.56,Rakuten Eagles,
Fukui Yuya,15,1,3,0,0,0,.250,121,24,.1,37,4,8,1,3,16,1,0,23,21,7.77,Rakuten Eagles,
Fukumori Yoma,4,0,0,0,0,0,.000,29,3,,8,1,13,0,1,1,5,0,16,16,48.00,Rakuten Eagles,
Fukuyama Hiroyuki,1,0,0,0,0,0,.000,5,1,,2,0,0,0,0,2,0,0,0,0,0.00,Rakuten Eagles,
Hayakawa Takahisa,1,1,0,0,0,0,1.000,22,6,,4,0,1,0,0,4,0,0,0,0,0.00,Rakuten Eagles,
Ikeda Shun,32,1,2,3,0,0,.333,116,29,.2,21,3,9,0,0,33,3,0,5,5,1.52,Rakuten Eagles,
Ishibashi Ryota,8,2,1,0,0,0,.667,186,44,.2,41,4,17,0,2,25,0,0,17,14,2.82,Rakuten Eagles,
Ishida Shun,13,0,0,0,0,0,.000,63,11,.1,10,1,12,0,5,10,2,0,17,14,11.12,Rakuten Eagles,
Kamata Yoshinao,20,7,6,0,2,1,.538,467,117,.2,96,9,41,0,3,79,7,0,41,37,2.83,Rakuten Eagles,
Karashima Wataru,1,0,0,0,0,0,.000,5,1,,1,0,1,0,0,0,0,0,0,0,0.00,Rakuten Eagles,
Kishi Takayuki,2,1,0,0,0,0,1.000,48,10,.2,14,3,1,0,0,8,0,0,7,7,5.91,Rakuten Eagles,
Komine Shinri,9,1,1,0,0,0,.500,88,18,.2,16,2,17,0,0,14,2,0,10,10,4.82,Rakuten Eagles,
Makita Kazuhisa,29,2,1,3,0,0,.667,105,27,.2,20,1,5,0,0,26,0,0,3,1,0.33,Rakuten Eagles,
Mori Yudai,10,0,0,1,0,0,.000,48,13,,5,0,9,0,2,9,0,1,2,2,1.38,Rakuten Eagles,
Morihara Kohei,17,1,0,2,0,0,1.000,67,18,,10,2,2,0,1,20,0,0,4,4,2.00,Rakuten Eagles,
Nishiguchi Naoto,5,1,0,0,0,0,1.000,32,6,.2,9,0,4,0,0,7,0,0,4,4,5.40,Rakuten Eagles,
Norimoto Takahiro,1,1,0,0,0,0,1.000,16,5,,1,0,0,0,0,3,0,0,0,0,0.00,Rakuten Eagles,
Norimoto Yoshiki,9,0,1,0,0,0,.000,57,13,.1,15,0,4,0,0,8,0,0,6,6,4.05,Rakuten Eagles,
Satoh Tomoki,9,1,0,0,0,0,1.000,47,8,.2,11,1,10,0,0,3,1,0,11,10,10.38,Rakuten Eagles,
Shiomi Takahiro,13,3,2,0,0,0,.600,265,62,,65,13,10,0,4,43,1,0,35,33,4.79,Rakuten Eagles,
Sugahara Shu,16,1,0,0,0,0,1.000,112,24,.2,23,3,18,0,2,25,3,0,13,13,4.74,Rakuten Eagles,
Suzuki Sora,31,2,0,4,0,0,1.000,126,28,,26,2,17,0,1,37,1,0,15,15,4.82,Rakuten Eagles,
Takada Koichi,20,6,10,0,1,0,.375,471,109,.1,93,5,58,0,1,95,2,0,47,39,3.21,Rakuten Eagles,
Takata Hosei,38,0,3,3,0,0,.000,153,33,.1,35,4,21,0,0,26,2,0,19,18,4.86,Rakuten Eagles,
Takinaka Ryota,4,2,0,0,0,0,1.000,93,25,.1,14,3,5,0,0,21,0,0,6,6,2.13,Rakuten Eagles,
Teraoka Kanji,33,3,1,0,0,0,.750,108,24,.2,26,2,11,0,2,19,3,0,16,15,5.47,Rakuten Eagles,
Tsurusaki Taisei,18,3,1,0,0,0,.750,74,16,.1,21,3,8,0,0,9,0,0,13,12,6.61,Rakuten Eagles,
Uchi Seiryu,2,0,0,0,0,0,.000,8,2,,1,0,2,0,0,0,0,0,0,0,0.00,Rakuten Eagles,
Uchima Takuma,26,0,2,6,0,0,.000,105,23,.1,18,2,16,0,2,21,3,0,13,12,4.63,Rakuten Eagles,
Wakui Hideaki,5,3,2,0,0,0,.600,113,25,,32,4,8,0,1,25,1,0,14,13,4.68,Rakuten Eagles,
Wang Yan-Cheng,21,2,3,0,0,0,.400,223,50,.2,48,3,27,0,5,43,1,1,26,19,3.38,Rakuten Eagles,
Watanabe Yuki,42,3,2,0,0,0,.600,126,27,.1,29,1,13,2,5,30,1,0,14,14,4.61,Rakuten Eagles,
Yuge Hayato,16,2,5,0,0,0,.286,318,73,.2,72,4,27,0,7,46,3,0,31,29,3.54,Rakuten Eagles,
Akagami Yuto,12,1,2,0,0,0,.333,57,11,.1,11,0,13,0,1,9,1,0,6,6,4.76,Seibu Lions,
Dermody Matt,18,2,2,0,0,0,.500,108,24,.1,28,1,4,0,1,26,2,0,15,13,4.81,Seibu Lions,
Enokida Daiki,13,1,1,0,0,0,.500,72,19,.2,14,1,5,0,1,12,0,0,4,4,1.83,Seibu Lions,
Garrett Reed,1,0,0,0,0,0,.000,4,1,,0,0,1,0,0,1,0,0,0,0,0.00,Seibu Lions,
Hamaya Shota,12,5,2,1,0,0,.714,253,60,.1,54,2,24,0,3,51,1,2,27,22,3.28,Seibu Lions,
Hirai Katsunori,1,0,0,0,0,0,.000,23,7,,3,0,0,0,0,4,0,0,0,0,0.00,Seibu Lions,
Honda Keisuke,17,8,3,1,0,0,.727,407,97,,90,7,24,0,7,82,4,0,36,25,2.32,Seibu Lions,
Idei Toshihiro,12,1,3,0,0,0,.250,148,30,.1,41,6,13,0,5,20,0,0,29,27,8.01,Seibu Lions,
Imai Tatsuya,1,1,0,0,0,0,1.000,22,5,,2,0,4,0,1,2,0,0,1,0,0.00,Seibu Lions,
Inoue Hiroki,30,0,4,4,0,0,.000,211,47,.2,48,8,24,0,4,28,5,0,31,29,5.48,Seibu Lions,
Itoh Sho,18,0,3,0,0,0,.000,127,27,.1,34,7,16,0,2,20,5,0,24,23,7.57,Seibu Lions,
Kumon Katsuhiko,4,0,0,0,0,0,.000,17,4,,6,0,0,0,0,2,0,0,1,0,0.00,Seibu Lions,
Mameda Taishi,9,2,1,0,0,0,.667,135,26,.2,35,3,21,0,0,23,2,0,29,28,9.45,Seibu Lions,
Masuda Tatsushi,8,0,1,0,0,0,.000,32,8,,7,1,4,0,0,7,0,0,2,2,2.25,Seibu Lions,
Matsumoto Wataru,1,1,0,0,0,0,1.000,20,5,,3,0,2,0,0,3,0,0,0,0,0.00,Seibu Lions,
Matsuoka Kouki,13,1,1,0,0,0,.500,55,13,,10,0,3,0,3,15,0,0,6,2,1.38,Seibu Lions,
Miyagawa Tetsu,22,1,2,0,0,0,.333,102,22,.2,24,1,14,1,0,15,3,0,15,15,5.96,Seibu Lions,
Mizukami Yoshinobu,18,0,2,0,0,0,.000,79,17,.2,17,3,7,0,1,14,1,0,13,11,5.60,Seibu Lions,
Moriwaki Ryosuke,7,0,0,0,0,0,.000,28,7,,4,1,4,0,0,8,2,0,3,3,3.86,Seibu Lions,
Nakatsuka Shunta,5,0,0,0,0,0,.000,35,5,,5,1,15,0,2,4,2,0,9,9,16.20,Seibu Lions,
Neal Zach,5,1,2,0,0,0,.333,102,22,.2,26,6,7,0,1,18,0,0,18,15,5.96,Seibu Lions,
Ogawa Ryuya,31,1,1,2,0,0,.500,134,31,.2,27,0,7,1,3,21,1,0,9,3,0.85,Seibu Lions,
Ohkubo Jiyu,16,1,0,1,0,0,1.000,150,32,.2,28,3,24,0,3,21,0,1,20,13,3.58,Seibu Lions,
Omagari Ren,36,1,3,1,0,0,.250,217,44,.2,50,3,31,0,3,41,1,0,33,22,4.43,Seibu Lions,
Sano Yasuo,19,1,2,1,0,0,.333,96,20,,25,0,9,0,4,11,2,0,12,10,4.50,Seibu Lions,
Sasaki Takeru,9,1,2,0,0,0,.333,143,31,,38,5,11,0,2,31,3,0,25,18,5.23,Seibu Lions,
Takekuma Shota,7,0,0,1,0,0,.000,27,6,.2,4,0,2,0,0,6,0,0,0,0,0.00,Seibu Lions,
Tamura Ichiro,16,0,1,7,0,0,.000,62,16,,12,0,4,0,0,12,0,0,2,2,1.13,Seibu Lions,
Togame Ken,2,1,0,0,0,0,1.000,26,6,,5,0,1,0,0,6,2,0,2,1,1.50,Seibu Lions,
Uema Towa,14,7,3,0,2,0,.700,301,74,,57,3,31,0,2,37,2,0,22,13,1.58,Seibu Lions,
Utsumi Tetsuya,14,5,2,0,0,0,.714,267,60,.2,57,3,22,0,6,41,3,0,25,22,3.26,Seibu Lions,
Watanabe Yutaro,14,2,2,0,0,0,.500,161,34,,38,2,22,0,1,25,3,0,24,20,5.29,Seibu Lions,
Yoshikawa Mitsuo,19,0,6,0,1,0,.000,268,55,.1,72,4,26,0,4,32,4,0,45,35,5.69,Seibu Lions,
Yoza Kaito,12,3,2,0,1,0,.600,251,61,,49,1,20,0,2,40,2,1,16,9,1.33,Seibu Lions,
Akiyoshi Ryo,27,1,0,3,0,0,1.000,106,27,.1,18,7,7,0,0,27,0,0,10,10,3.29,Nipponham Fighters,
Erlin Robbie,5,0,1,0,0,0,.000,77,15,.1,24,2,5,0,2,13,1,0,11,8,4.70,Nipponham Fighters,
Fukuda Suguru,35,3,3,2,0,0,.500,190,44,,38,6,18,1,5,51,3,0,19,19,3.89,Nipponham Fighters,
Hasegawa Ryota,24,2,2,2,0,0,.500,164,36,.2,36,5,19,0,1,20,0,0,20,17,4.17,Nipponham Fighters,
Himeno Yuya,6,0,1,0,0,0,.000,26,6,,5,0,5,0,0,3,1,0,1,1,1.50,Nipponham Fighters,
Hori Mizuki,1,0,0,0,0,0,.000,5,0,.2,2,0,1,0,0,1,0,0,1,1,13.50,Nipponham Fighters,
Iguchi Kazutomo,8,4,1,0,0,0,.800,41,10,.2,9,1,2,0,0,7,0,0,4,4,3.38,Nipponham Fighters,
Ikeda Takahide,3,1,0,0,0,0,1.000,61,11,.2,20,5,5,0,0,11,1,0,15,13,10.03,Nipponham Fighters,
Itoh Hiromi,1,0,0,0,0,0,.000,15,4,,2,0,1,0,0,6,0,0,1,1,2.25,Nipponham Fighters,
Kakigi Ren,30,1,2,0,0,0,.333,259,55,.1,74,11,21,0,2,25,3,0,43,39,6.34,Nipponham Fighters,
Kaneko Chihiro,12,3,2,0,0,0,.600,260,64,,56,6,17,0,2,44,4,0,27,21,2.95,Nipponham Fighters,
Kawano Ryusei,2,0,0,0,0,0,.000,29,7,,8,1,2,0,0,7,2,0,5,3,3.86,Nipponham Fighters,
Kitaura Ryuji,7,0,0,0,0,0,.000,34,8,,5,0,4,0,1,8,0,0,2,2,2.25,Nipponham Fighters,
Kumon Katsuhiko,11,0,0,2,0,0,.000,41,10,,9,0,3,0,0,8,1,0,4,4,3.60,Nipponham Fighters,
Matsumoto Ryodai,11,0,0,1,0,0,.000,50,10,.2,16,2,6,0,0,4,0,0,11,11,9.28,Nipponham Fighters,
Miyanishi Naoki,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,2,0,0,0,0,0.00,Nipponham Fighters,
Mochizuki Daiki,22,3,4,1,1,0,.429,292,66,.2,66,10,27,0,1,44,6,1,31,27,3.65,Nipponham Fighters,
Murata Toru,18,3,2,0,0,0,.600,160,37,.2,39,2,12,0,2,20,0,0,16,15,3.58,Nipponham Fighters,
Nabatame Tsubasa,19,4,6,0,0,0,.400,369,90,,78,8,26,0,3,66,2,1,34,23,2.30,Nipponham Fighters,
Nemoto Haruka,12,1,1,0,0,0,.500,125,29,.2,23,1,14,0,3,20,0,0,8,6,1.82,Nipponham Fighters,
Nishimura Takahiro,20,3,2,4,0,0,.600,154,39,,24,4,12,1,2,43,1,0,8,6,1.38,Nipponham Fighters,
