                  Player   G  PA  AB   R   H  2B  3B  HR  TB  RBI  SB  CS  SH  SF  SO  BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP    TTO%      K%     BB%  BB/K                Team League
17      Nakashima Takuya   1   2   1   0   0   0   0   0   0    0   0   0   1   0   0   0    0   0    0  0.000  0.000  0.000  0.000   -97  0.000  0.000    0.0%    0.0%    0.0%        Nipponham Fighters     PL
18       Nakagawa Hayate   3   1   1   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000  0.000    0.0%    0.0%    0.0%             DeNA BayStars     CL
19        Nakamura Shogo   2   8   7   2   2   0   0   1   5    1   0   0   0   0   2   0    0   1    0  0.286  0.375  0.714  1.089   225  0.429  0.250   37.5%   25.0%    0.0%  0.00       Lotte Marines     PL
20        Nakamura Akira   3   3   3   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000  0.000    0.0%    0.0%    0.0%            SoftBank Hawks     PL
21         Nakano Takumu   2   9   9   0   1   0   0   0   1    0   0   0   0   0   1   0    0   0    0  0.111  0.111  0.111  0.222   -32  0.000  0.125   11.1%   11.1%    0.0%  0.00      Hanshin Tigers     CL
22        Maru Yoshihiro   6  25  24   0   5   1   0   0   6    0   0   1   0   0   4   1    0   0    1  0.208  0.240  0.250  0.490    53  0.042  0.250   20.0%   16.0%    4.0%  0.25      Yomiuri Giants     CL
23          Inoue Haruto   1   1   1   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -101  0.000  0.000    0.0%    0.0%    0.0%            Yomiuri Giants     CL
24         Imamiya Kenta   9  37  34   4  14   4   0   1  21    3   0   0   2   0   6   1    0   0    0  0.412  0.429  0.618  1.046   217  0.206  0.481   21.6%   16.2%    2.7%  0.17      SoftBank Hawks     PL
25           Itoh Hikaru   1   4   3   0   0   0   0   0   0    0   0   0   0   0   0   1    0   0    1  0.000  0.250  0.000  0.250   -15  0.000  0.000   25.0%    0.0%   25.0%  1.00       DeNA BayStars     CL
26         Fushimi Torai   4  10   9   1   2   0   0   1   5    1   0   0   1   0   1   0    0   0    0  0.222  0.222  0.556  0.778   130  0.333  0.143   20.0%   10.0%    0.0%  0.00  Nipponham Fighters     PL
27       Sasaki Shunsuke   2   2   2   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -101  0.000  0.000    0.0%    0.0%    0.0%            Yomiuri Giants     CL
28          Sato Teruaki   2   8   8   0   1   1   0   0   2    0   0   0   0   0   5   0    0   0    0  0.125  0.125  0.250  0.375    14  0.125  0.333   62.5%   62.5%    0.0%  0.00      Hanshin Tigers     CL
29         Satoh Toshiya   3  12  11   1   2   1   0   0   3    0   0   0   0   0   2   1    0   0    0  0.182  0.250  0.273  0.523    61  0.091  0.222   25.0%   16.7%    8.3%  0.50       Lotte Marines     PL
