     Player  Age  Pos     Inn   TZR  TZR/143  RngR  ARM  DPR  ErrR  Pos Adj  Framing  Blocking                Team League
624     NaN   23  9.0   267.1  -5.3    -25.5  -4.1 -1.3  NaN   0.1     -1.1      NaN       NaN       Lotte Marines     PL
625     NaN   36  2.0   400.1  -1.6     -5.1   NaN -1.3  NaN  -0.3      5.7      0.7       0.4      Hiroshima Carp     CL
626     NaN   25  3.0   311.1  -1.5     -6.2  -1.4  NaN -0.1   0.0     -3.5      NaN       NaN      ORIX Buffaloes     PL
627     NaN   25  NaN   359.0   NaN      NaN   NaN  NaN  NaN   NaN     -4.3      NaN       NaN      ORIX Buffaloes     PL
628     NaN   26  2.0   583.0   1.8      4.0   NaN  1.3  NaN   0.5      8.3     -0.2      -0.3      Hiroshima Carp     CL
629     NaN   26  3.0   413.1  -2.5     -7.8  -3.7  NaN  0.8   0.4     -4.6      NaN       NaN      Hiroshima Carp     CL
630     NaN   26  NaN     8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Hiroshima Carp     CL
631     NaN   35  2.0     1.0   0.0      0.0   NaN  0.0  NaN   0.0      0.0     -0.3       0.0         Seibu Lions     PL
632     NaN   24  2.0   771.0   1.7      2.8   NaN  2.5  NaN  -0.8     11.0      2.1      -0.3         Seibu Lions     PL
633     NaN   28  5.0     1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN      Rakuten Eagles     PL
634     NaN   28  6.0    17.0  -0.4    -30.3  -0.5  NaN  0.0   0.1      0.1      NaN       NaN      Rakuten Eagles     PL
635     NaN   35  9.0   327.0   7.0     27.6   7.0 -0.2  NaN   0.2     -1.3      NaN       NaN      SoftBank Hawks     PL
636     NaN   35  NaN   118.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.4      NaN       NaN      SoftBank Hawks     PL
637     NaN   31  4.0    34.0   1.0     37.9   0.9  NaN -0.2   0.3      0.1      NaN       NaN      ORIX Buffaloes     PL
638     NaN   31  5.0     2.0  -0.1    -64.4  -0.1  NaN  0.0   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
639     NaN   23  4.0    86.0  -0.7    -10.5  -1.4  NaN  0.5   0.3      0.2      NaN       NaN       DeNA BayStars     CL
640     NaN   23  5.0     7.0  -0.5    -91.9  -0.5  NaN  0.0   0.0      0.0      NaN       NaN       DeNA BayStars     CL
641     NaN   23  6.0   206.1  -2.1    -13.1  -1.5  NaN  0.5  -1.1      1.7      NaN       NaN       DeNA BayStars     CL
642     NaN   24  5.0  1048.0 -14.2    -17.4 -13.3  NaN -0.8  -0.1     -4.0      NaN       NaN      Hiroshima Carp     CL
643     NaN   24  6.0   190.1  -2.3    -15.6  -0.7  NaN -0.8  -0.8      1.6      NaN       NaN      Hiroshima Carp     CL
644     NaN   24  NaN     9.2   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Hiroshima Carp     CL
645     NaN   35  9.0    34.0   0.2      7.6   0.3 -0.2  NaN   0.0     -0.1      NaN       NaN      Yomiuri Giants     CL
646     NaN   25  7.0   381.2   0.8      2.7   1.3 -0.8  NaN   0.3     -3.6      NaN       NaN    Chunichi Dragons     CL
647     NaN   25  9.0   843.1  -7.9    -12.1  -3.1 -3.4  NaN  -1.4     -3.3      NaN       NaN    Chunichi Dragons     CL
648     NaN   25  NaN    16.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN    Chunichi Dragons     CL
649     NaN   27  3.0   475.0  -5.6    -15.2  -4.6  NaN -0.1  -0.9     -5.3      NaN       NaN      ORIX Buffaloes     PL
650     NaN   27  NaN   148.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.8      NaN       NaN      ORIX Buffaloes     PL
651     NaN   29  7.0   298.1   2.7     11.6   5.5 -2.2  NaN  -0.6     -2.8      NaN       NaN      Hanshin Tigers     CL
652     NaN   27  3.0    56.1  -0.5    -11.4  -0.9  NaN  0.2   0.2     -0.6      NaN       NaN         Seibu Lions     PL
653     NaN   27  4.0    36.0   0.6     21.4   0.5  NaN  0.0   0.2      0.1      NaN       NaN         Seibu Lions     PL
654     NaN   27  5.0   499.1   1.0      2.6  -0.1  NaN  0.0   1.1     -1.9      NaN       NaN         Seibu Lions     PL
655     NaN   27  NaN   168.2   NaN      NaN   NaN  NaN  NaN   NaN     -2.0      NaN       NaN         Seibu Lions     PL
656     NaN   31  2.0    33.0  -0.2     -7.8   NaN  0.0  NaN  -0.2      0.5     -1.9      -0.1      Rakuten Eagles     PL
657     NaN   25  3.0     6.0   0.0      0.0   0.0  NaN  0.0   0.0     -0.1      NaN       NaN      Yomiuri Giants     CL
658     NaN   25  5.0     2.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
659     NaN   25  5.0     7.0   0.4     73.5   0.4  NaN -0.1   0.1      0.0      NaN       NaN      Rakuten Eagles     PL
660     NaN   25  7.0    33.0   1.5     58.5   1.0  0.4  NaN   0.0     -0.3      NaN       NaN      Rakuten Eagles     PL
661     NaN   25  NaN     4.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      Rakuten Eagles     PL
662     NaN   25  5.0  1045.0  -9.1    -11.2  -4.0  NaN  0.2  -5.3     -4.0      NaN       NaN      Hanshin Tigers     CL
663     NaN   23  3.0   420.1   0.3      0.9  -0.8  NaN  0.6   0.5     -4.7      NaN       NaN    Chunichi Dragons     CL
664     NaN   23  5.0   107.0   1.4     16.8   0.9  NaN -0.1   0.6     -0.4      NaN       NaN    Chunichi Dragons     CL
665     NaN   23  NaN     6.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN    Chunichi Dragons     CL
666     NaN   35  5.0   911.2  -6.0     -8.5  -6.5  NaN -0.2   0.7     -3.5      NaN       NaN       DeNA BayStars     CL
667     NaN   35  NaN     8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN       DeNA BayStars     CL
668     NaN   32  5.0   968.1   7.0      9.3   4.5  NaN -0.3   2.9     -3.7      NaN       NaN       Lotte Marines     PL
669     NaN   29  7.0   127.1   1.6     16.2   0.7  0.8  NaN   0.1     -1.2      NaN       NaN      Rakuten Eagles     PL
670     NaN   29  8.0     7.0   0.5     91.9   0.5  0.0  NaN   0.0      0.0      NaN       NaN      Rakuten Eagles     PL
671     NaN   29  NaN     5.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Rakuten Eagles     PL
672     NaN   26  3.0     4.0   0.4    128.7   0.4  NaN  0.0   0.0      0.0      NaN       NaN      Hanshin Tigers     CL
673     NaN   26  7.0    27.0  -0.3    -14.3  -0.6  0.2  NaN   0.0     -0.3      NaN       NaN      Hanshin Tigers     CL
674     NaN   31  3.0    15.1   0.6     50.5   0.6  NaN  0.0   0.1     -0.2      NaN       NaN      Hanshin Tigers     CL
675     NaN   31  5.0    79.0  -1.5    -24.4  -1.7  NaN  0.2   0.0     -0.3      NaN       NaN      Hanshin Tigers     CL
676     NaN   31  NaN    27.2   NaN      NaN   NaN  NaN  NaN   NaN     -0.3      NaN       NaN      Hanshin Tigers     CL
677     NaN   29  3.0    76.2  -0.3     -5.0  -0.5  NaN  0.0   0.2     -0.9      NaN       NaN      Hanshin Tigers     CL
678     NaN   29  4.0     4.0  -0.2    -64.4   0.6  NaN -0.1  -0.6      0.0      NaN       NaN      Hanshin Tigers     CL
679     NaN   29  5.0   126.0   0.9      9.2   2.4  NaN  0.2  -1.7     -0.5      NaN       NaN      Hanshin Tigers     CL
680     NaN   28  5.0    33.2  -1.7    -64.9  -1.8  NaN  0.0   0.0     -0.1      NaN       NaN      Hanshin Tigers     CL
681     NaN   28  6.0     7.0   1.0    183.9   0.7  NaN  0.1   0.1      0.1      NaN       NaN      Hanshin Tigers     CL
682     NaN   28  7.0     3.0   0.3    128.7   0.3  0.0  NaN   0.0      0.0      NaN       NaN      Hanshin Tigers     CL
683     NaN   40  7.0    71.0   0.4      7.3  -1.0  1.3  NaN   0.1     -0.7      NaN       NaN         Seibu Lions     PL
684     NaN   40  NaN   189.2   NaN      NaN   NaN  NaN  NaN   NaN     -2.3      NaN       NaN         Seibu Lions     PL
685     NaN   27  7.0    10.0  -1.9   -244.5  -0.8 -0.2  NaN  -0.8     -0.1      NaN       NaN      Hanshin Tigers     CL
686     NaN   27  9.0    14.0  -1.3   -119.5  -1.0 -0.3  NaN   0.0     -0.1      NaN       NaN      Hanshin Tigers     CL
687     NaN   27  NaN     8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Hanshin Tigers     CL
688     NaN   25  3.0    10.0   0.2     25.7   0.2  NaN  0.0   0.0     -0.1      NaN       NaN       DeNA BayStars     CL
689     NaN   25  4.0    12.0  -0.7    -75.1  -0.8  NaN  0.1   0.0      0.0      NaN       NaN       DeNA BayStars     CL
690     NaN   25  5.0    16.2  -0.5    -38.5  -0.4  NaN -0.1   0.0     -0.1      NaN       NaN       DeNA BayStars     CL
691     NaN   24  7.0    40.0  -1.2    -38.6  -1.1 -0.1  NaN   0.0     -0.4      NaN       NaN      Hiroshima Carp     CL
692     NaN   24  9.0     7.0   0.3     55.2   0.3  0.0  NaN   0.0      0.0      NaN       NaN      Hiroshima Carp     CL
693     NaN   32  2.0   407.0   0.6      1.9   NaN -0.1  NaN   0.7      5.8      1.5       0.0    Chunichi Dragons     CL
694     NaN   26  5.0    27.2  -0.3    -13.9   0.3  NaN  0.0  -0.6     -0.1      NaN       NaN         Seibu Lions     PL
695     NaN   26  NaN     9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN         Seibu Lions     PL
696     NaN   31  7.0   146.0   2.9     25.6   1.6  1.1  NaN   0.1     -1.4      NaN       NaN    Chunichi Dragons     CL
697     NaN   26  3.0     3.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
698     NaN   28  2.0   762.0   6.9     11.7   NaN  6.4  NaN   0.5     10.9      3.2       2.2      ORIX Buffaloes     PL
699     NaN   26  7.0   115.0  -1.4    -15.7  -1.5  0.1  NaN   0.1     -1.1      NaN       NaN      Yomiuri Giants     CL
700     NaN   22  4.0    11.0  -0.3    -35.1  -0.3  NaN  0.0   0.0      0.0      NaN       NaN      Yomiuri Giants     CL
701     NaN   22  5.0    33.1   1.2     46.4   0.7  NaN  0.1   0.4     -0.1      NaN       NaN      Yomiuri Giants     CL
702     NaN   22  6.0    11.0   0.7     81.9   0.7  NaN -0.1   0.1      0.1      NaN       NaN      Yomiuri Giants     CL
703     NaN   28  7.0   405.0   0.2      0.6   0.3 -0.5  NaN   0.3     -3.8      NaN       NaN      Hiroshima Carp     CL
704     NaN   28  9.0   225.0   0.3      1.7  -0.5  1.5  NaN  -0.7     -0.9      NaN       NaN      Hiroshima Carp     CL
705     NaN   28  3.0   976.2   4.2      5.5   4.0  NaN  0.9  -0.8    -10.9      NaN       NaN      Yomiuri Giants     CL
706     NaN   28  5.0   207.1   4.1     25.5   3.3  NaN  0.2   0.6     -0.8      NaN       NaN      Yomiuri Giants     CL
707     NaN   28  7.0    98.0  -3.1    -40.7  -2.2 -0.9  NaN   0.0     -0.9      NaN       NaN      Yomiuri Giants     CL
708     NaN   29  3.0  1158.2  -3.4     -3.8  -0.7  NaN  0.0  -2.7    -12.9      NaN       NaN      Hanshin Tigers     CL
709     NaN   35  3.0   439.1   1.3      3.8  -0.2  NaN  0.7   0.7     -4.9      NaN       NaN    Chunichi Dragons     CL
710     NaN   35  NaN    28.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.3      NaN       NaN    Chunichi Dragons     CL
711     NaN   34  3.0   217.1   1.6      9.5   1.7  NaN -0.3   0.2     -2.4      NaN       NaN         Seibu Lions     PL
712     NaN   34  NaN    48.2   NaN      NaN   NaN  NaN  NaN   NaN     -0.6      NaN       NaN         Seibu Lions     PL
713     NaN   32  3.0   802.1   7.9     12.7   6.6  NaN  0.1   1.2     -8.9      NaN       NaN      SoftBank Hawks     PL
714     NaN   32  NaN   394.2   NaN      NaN   NaN  NaN  NaN   NaN     -4.7      NaN       NaN      SoftBank Hawks     PL
715     NaN   25  3.0     5.0  -0.3    -77.2  -0.3  NaN  0.0   0.0     -0.1      NaN       NaN      SoftBank Hawks     PL
716     NaN   25  4.0   160.0   1.4     11.3   2.9  NaN  0.6  -2.1      0.4      NaN       NaN      SoftBank Hawks     PL
717     NaN   31  2.0   322.1  -0.2     -0.8   NaN -0.3  NaN   0.2      4.6     -1.5      -0.5    Chunichi Dragons     CL
718     NaN   31  3.0     1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
719     NaN   32  2.0    33.0  -0.3    -11.7   NaN -0.4  NaN   0.0      0.5     -0.3       0.2     Yakult Swallows     CL
720     NaN   32  3.0     4.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN     Yakult Swallows     CL
721     NaN   25  3.0   193.1  -2.0    -13.3  -1.7  NaN -0.2  -0.1     -2.2      NaN       NaN       Lotte Marines     PL
722     NaN   25  5.0   215.0   3.6     21.5   1.5  NaN  0.5   1.6     -0.8      NaN       NaN       Lotte Marines     PL
723     NaN   32  3.0    29.0   0.2      8.9   0.1  NaN  0.0   0.1     -0.3      NaN       NaN      Hanshin Tigers     CL
724     NaN   32  NaN     9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Hanshin Tigers     CL
725     NaN   32  3.0    71.0  -1.8    -32.6  -1.2  NaN -0.1  -0.5     -0.8      NaN       NaN         Seibu Lions     PL
726     NaN   31  3.0   305.2  -0.6     -2.5  -1.8  NaN  0.4   0.8     -3.4      NaN       NaN      Rakuten Eagles     PL
727     NaN   31  NaN   218.0   NaN      NaN   NaN  NaN  NaN   NaN     -2.6      NaN       NaN      Rakuten Eagles     PL
728     NaN   21  3.0   223.1  -1.0     -5.8  -0.1  NaN  0.0  -0.9     -2.5      NaN       NaN         Seibu Lions     PL
729     NaN   21  5.0   210.2   1.0      6.1   2.4  NaN -0.4  -1.0     -0.8      NaN       NaN         Seibu Lions     PL
730     NaN   21  9.0    51.0  -3.7    -93.4  -2.9 -0.7  NaN   0.0     -0.2      NaN       NaN         Seibu Lions     PL
731     NaN   21  NaN     9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN         Seibu Lions     PL
732     NaN   25  4.0     1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
733     NaN   21  3.0    21.0  -0.3    -18.4  -0.3  NaN -0.1   0.1     -0.2      NaN       NaN      SoftBank Hawks     PL
734     NaN   21  NaN     5.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      SoftBank Hawks     PL
735     NaN   23  3.0    63.0   0.5     10.2   1.1  NaN  0.0  -0.6     -0.7      NaN       NaN      SoftBank Hawks     PL
736     NaN   23  NaN    17.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN      SoftBank Hawks     PL
737     NaN   24  3.0    36.0   0.2      7.2   0.1  NaN  0.0   0.0     -0.4      NaN       NaN      SoftBank Hawks     PL
738     NaN   24  7.0   136.0  -1.0     -9.5  -1.3  0.2  NaN   0.1     -1.3      NaN       NaN      SoftBank Hawks     PL
739     NaN   24  9.0   373.1   5.9     20.3   4.9  1.6  NaN  -0.6     -1.5      NaN       NaN      SoftBank Hawks     PL
740     NaN   24  NaN    30.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.4      NaN       NaN      SoftBank Hawks     PL
741     NaN   18  3.0     9.0   0.2     28.6   0.2  NaN  0.0   0.0     -0.1      NaN       NaN      Hiroshima Carp     CL
742     NaN   22  5.0    20.1  -0.3    -19.0   0.2  NaN  0.0  -0.5     -0.1      NaN       NaN      Rakuten Eagles     PL
743     NaN   22  6.0    17.0   0.3     22.7   0.2  NaN  0.0   0.1      0.1      NaN       NaN      Rakuten Eagles     PL
744     NaN   30  7.0   733.1  17.9     31.4  11.4  5.9  NaN   0.6     -7.0      NaN       NaN      SoftBank Hawks     PL
745     NaN   30  NaN   375.2   NaN      NaN   NaN  NaN  NaN   NaN     -4.5      NaN       NaN      SoftBank Hawks     PL
746     NaN   34  7.0   171.1  -6.0    -45.1  -4.7 -1.5  NaN   0.1     -1.6      NaN       NaN      Rakuten Eagles     PL
747     NaN   26  2.0   296.2   2.4     10.4   NaN  2.0  NaN   0.4      4.2      0.5       0.6      Hiroshima Carp     CL
748     NaN   26  NaN    11.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Hiroshima Carp     CL
749     NaN   32  2.0   489.1  -2.6     -6.8   NaN -2.9  NaN   0.3      7.0     -1.3      -0.6    Chunichi Dragons     CL
750     NaN   36  2.0   300.1  -1.3     -5.6   NaN -1.0  NaN  -0.3      4.3     -4.8      -0.1         Seibu Lions     PL
751     NaN   35  3.0    95.0   0.1      1.4  -0.1  NaN -0.1   0.3     -1.1      NaN       NaN    Chunichi Dragons     CL
752     NaN   27  3.0   124.0   0.6      6.2   0.1  NaN  0.0   0.4     -1.4      NaN       NaN      Rakuten Eagles     PL
753     NaN   27  7.0   190.0  -8.3    -56.2  -7.6 -0.8  NaN   0.1     -1.8      NaN       NaN      Rakuten Eagles     PL
754     NaN   28  2.0    29.0   0.9     39.9   NaN  0.8  NaN   0.0      0.4     -0.9       0.1  Nipponham Fighters     PL
755     NaN   21  3.0    33.0   0.1      3.9   0.7  NaN -0.1  -0.6     -0.4      NaN       NaN      Yomiuri Giants     CL
756     NaN   21  7.0    39.0  -3.9   -128.7  -2.5 -1.4  NaN   0.0     -0.4      NaN       NaN      Yomiuri Giants     CL
757     NaN   22  7.0     7.0   0.0      0.0   0.0  0.0  NaN   0.0     -0.1      NaN       NaN      SoftBank Hawks     PL
758     NaN   22  8.0    11.0  -1.1   -128.7  -1.2  0.1  NaN   0.0      0.0      NaN       NaN      SoftBank Hawks     PL
759     NaN   22  9.0    40.0   1.4     45.0   1.6 -0.3  NaN   0.0     -0.2      NaN       NaN      SoftBank Hawks     PL
760     NaN   22  2.0     7.2   0.0      0.0   NaN  0.0  NaN   0.0      0.1      2.0      -0.1  Nipponham Fighters     PL
761     NaN   23  3.0     3.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN      Rakuten Eagles     PL
762     NaN   23  4.0    99.0  -1.1    -14.3  -0.8  NaN -0.1  -0.3      0.3      NaN       NaN      Rakuten Eagles     PL
763     NaN   23  5.0    29.0  -0.9    -39.9  -0.4  NaN  0.0  -0.5     -0.1      NaN       NaN      Rakuten Eagles     PL
764     NaN   21  4.0     2.0   0.2    128.7   0.2  NaN  0.0   0.0      0.0      NaN       NaN     Yakult Swallows     CL
765     NaN   21  5.0     9.0  -1.1   -157.3  -0.4  NaN  0.0  -0.7      0.0      NaN       NaN     Yakult Swallows     CL
766     NaN   24  2.0    78.1  -0.1     -1.6   NaN -0.2  NaN   0.1      1.1      0.8      -0.2      Rakuten Eagles     PL
767     NaN   24  3.0     5.0   0.2     51.5   0.2  NaN  0.0   0.0     -0.1      NaN       NaN      Rakuten Eagles     PL
768     NaN   24  NaN   179.2   NaN      NaN   NaN  NaN  NaN   NaN     -2.1      NaN       NaN      Rakuten Eagles     PL
769     NaN   22  7.0     1.0   0.3    386.1   0.3  0.0  NaN   0.0      0.0      NaN       NaN       DeNA BayStars     CL
770     NaN   21  4.0     9.0   0.3     42.9   0.0  NaN  0.2   0.0      0.0      NaN       NaN     Yakult Swallows     CL
771     NaN   21  5.0     1.0   0.4    514.8   0.4  NaN -0.1   0.1      0.0      NaN       NaN     Yakult Swallows     CL
772     NaN   19  2.0    40.0   0.2      6.4   NaN  0.1  NaN   0.1      0.6      0.1       0.1       DeNA BayStars     CL
773     NaN   33  5.0    14.0  -0.4    -36.8  -0.5  NaN  0.0   0.1     -0.1      NaN       NaN      Hiroshima Carp     CL
774     NaN   32  7.0     4.0  -0.3    -96.5  -0.3  0.0  NaN   0.0      0.0      NaN       NaN      SoftBank Hawks     PL
775     NaN   32  NaN   131.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.6      NaN       NaN      SoftBank Hawks     PL
776     NaN   28  7.0    36.0   0.2      7.2   0.5 -0.3  NaN   0.0     -0.3      NaN       NaN       DeNA BayStars     CL
777     NaN   28  9.0     1.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN       DeNA BayStars     CL
778     NaN   27  3.0    32.0  -0.3    -12.1  -0.3  NaN  0.0   0.0     -0.4      NaN       NaN      Hiroshima Carp     CL
779     NaN   27  7.0    19.0   2.1    142.2   2.2 -0.2  NaN   0.0     -0.2      NaN       NaN      Hiroshima Carp     CL
780     NaN   22  3.0    12.1  -0.8    -83.7  -0.8  NaN  0.0   0.0     -0.1      NaN       NaN         Seibu Lions     PL
781     NaN   22  NaN    17.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN         Seibu Lions     PL
782     NaN   23  3.0   126.0   0.6      6.1   0.1  NaN  0.1   0.4     -1.4      NaN       NaN      Hiroshima Carp     CL
783     NaN   35  2.0   180.2  -1.8    -12.8   NaN -1.8  NaN   0.0      2.6      3.6       0.3       DeNA BayStars     CL
784     NaN   28  7.0     6.0  -0.3    -64.4  -0.3  0.0  NaN   0.0     -0.1      NaN       NaN      Hanshin Tigers     CL
785     NaN   28  NaN    14.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN      Hanshin Tigers     CL
786     NaN   29  9.0    12.0  -0.2    -21.4   0.0 -0.2  NaN   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
787     NaN   29  NaN    17.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN      ORIX Buffaloes     PL
788     NaN   22  8.0     7.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
789     NaN   22  9.0    21.0   0.9     55.2   1.1 -0.2  NaN   0.0     -0.1      NaN       NaN      ORIX Buffaloes     PL
790     NaN   24  9.0    52.2   0.1      2.4   0.6 -0.5  NaN   0.0     -0.2      NaN       NaN     Yakult Swallows     CL
791     NaN   25  3.0    72.0  -0.4     -7.2  -0.5  NaN -0.1   0.3     -0.8      NaN       NaN         Seibu Lions     PL
792     NaN   25  5.0     7.0   1.1    202.2   0.8  NaN  0.1   0.2      0.0      NaN       NaN         Seibu Lions     PL
793     NaN   22  4.0    27.0  -0.5    -23.8   0.4  NaN -0.3  -0.6      0.1      NaN       NaN    Chunichi Dragons     CL
794     NaN   22  6.0     2.0  -0.1    -64.4   0.0  NaN -0.1   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
795     NaN   19  3.0     9.0  -0.5    -71.5  -0.5  NaN  0.0   0.0     -0.1      NaN       NaN      ORIX Buffaloes     PL
796     NaN   19  NaN    37.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.4      NaN       NaN      ORIX Buffaloes     PL
797     NaN   27  2.0    23.0   0.0      0.0   NaN  0.0  NaN   0.0      0.3      0.4       0.1      SoftBank Hawks     PL
798     NaN   30  2.0   527.0  -0.3     -0.7   NaN -1.2  NaN   0.9      7.5      3.3       0.0      Hanshin Tigers     CL
799     NaN   36  3.0    13.0   0.4     39.6   0.3  NaN  0.0   0.1     -0.1      NaN       NaN      ORIX Buffaloes     PL
800     NaN   35  2.0   300.2  -1.2     -5.1   NaN -0.5  NaN  -0.6      4.3      1.7       0.3      Yomiuri Giants     CL
801     NaN   30  2.0     7.0   0.0      0.0   NaN  0.0  NaN   0.0      0.1     -0.5       0.0      Hanshin Tigers     CL
802     NaN   23  2.0    12.1  -0.2    -20.9   NaN -0.2  NaN   0.0      0.2      1.2       0.1      Yomiuri Giants     CL
803     NaN   33  2.0     8.0   0.0      0.0   NaN  0.0  NaN   0.0      0.1      0.5       0.1      SoftBank Hawks     PL
804     NaN   23  3.0    27.0   1.1     52.4   0.9  NaN  0.0   0.1     -0.3      NaN       NaN      Hiroshima Carp     CL
805     NaN   23  NaN     8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Hiroshima Carp     CL
806     NaN   23  2.0    39.0   0.4     13.2   NaN  0.6  NaN  -0.2      0.6     -0.1      -0.8         Seibu Lions     PL
807     NaN   23  NaN     8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN         Seibu Lions     PL
808     NaN   26  4.0    33.0   0.4     15.6   0.8  NaN -0.6   0.1      0.1      NaN       NaN  Nipponham Fighters     PL
809     NaN   23  2.0    61.1  -2.0    -42.0   NaN -2.1  NaN   0.1      0.9      1.2       0.0    Chunichi Dragons     CL
810     NaN   22  6.0   154.1   0.9      7.5   0.1  NaN  1.3  -0.5      1.3      NaN       NaN    Chunichi Dragons     CL
811     NaN   24  7.0    17.0  -1.7   -128.7  -1.4 -0.3  NaN   0.0     -0.2      NaN       NaN      Yomiuri Giants     CL
812     NaN   28  3.0    59.0  -2.9    -63.3  -3.0  NaN -0.1   0.2     -0.7      NaN       NaN      Hiroshima Carp     CL
813     NaN   24  NaN    18.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN         Seibu Lions     PL
814     NaN   21  2.0     2.0   0.0      0.0   NaN  0.0  NaN   0.0      0.0      0.0       0.0    Chunichi Dragons     CL
815     NaN   20  2.0     9.0  -0.2    -28.6   NaN -0.2  NaN   0.0      0.1     -0.5      -0.1       Lotte Marines     PL
816     NaN   25  7.0    49.0  -2.6    -68.3  -1.6 -1.1  NaN   0.0     -0.5      NaN       NaN    Chunichi Dragons     CL
817     NaN   23  3.0    20.1  -0.1     -6.3  -0.2  NaN  0.0   0.1     -0.2      NaN       NaN      Hiroshima Carp     CL
818     NaN   23  4.0     8.0   0.0      0.0   0.1  NaN -0.1   0.0      0.0      NaN       NaN      Hiroshima Carp     CL
819     NaN   26  3.0     9.0   0.0      0.0  -0.1  NaN  0.0   0.0     -0.1      NaN       NaN  Nipponham Fighters     PL
820     NaN   19  5.0     9.0  -0.1    -14.3  -0.1  NaN  0.0   0.0      0.0      NaN       NaN      Hiroshima Carp     CL
821     NaN   23  2.0     1.0  -0.2   -257.4   NaN -0.2  NaN   0.0      0.0     -0.1       0.0     Yakult Swallows     CL
822     NaN   27  2.0   698.0   1.0      1.8   NaN  0.1  NaN   0.9     10.0     -4.4       0.4      Rakuten Eagles     PL
823     NaN   25  2.0   452.1  -4.7    -13.4   NaN -4.6  NaN  -0.1      6.5     -7.9      -0.7      Rakuten Eagles     PL
824     NaN   18  5.0    73.0  -2.4    -42.3  -0.6  NaN -0.3  -1.5     -0.3      NaN       NaN      ORIX Buffaloes     PL
825     NaN   18  6.0     8.0   0.2     32.2   0.2  NaN -0.1   0.1      0.1      NaN       NaN      ORIX Buffaloes     PL
826     NaN   18  2.0     9.0   0.0      0.0   NaN  0.0  NaN   0.0      0.1     -0.3       0.0     Yakult Swallows     CL
827     NaN   20  2.0     6.0   0.0      0.0   NaN  0.0  NaN   0.0      0.1      0.0       0.0    Chunichi Dragons     CL
828     NaN   27  2.0    15.0  -0.3    -25.7   NaN -0.3  NaN   0.0      0.2      0.7       0.0      Rakuten Eagles     PL
829     NaN   26  2.0    11.0  -0.3    -35.1   NaN -0.3  NaN   0.0      0.2      0.0       0.0  Nipponham Fighters     PL
830     NaN   36  3.0     1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN     Yakult Swallows     CL
831     NaN   24  3.0     8.0   0.0      0.0  -0.1  NaN  0.0   0.0     -0.1      NaN       NaN      Yomiuri Giants     CL
