     Player  Age  Pos     Inn   TZR  TZR/143  RngR  ARM  DPR  ErrR  Pos Adj  Framing  Blocking                Team League
206     NaN   27  6.0   257.1  -3.5    -17.5  -3.0  NaN -0.6   0.0      2.1      NaN       NaN  Nipponham Fighters     PL
207     NaN   34  2.0   176.0  -1.3     -9.5   NaN -0.9  NaN  -0.4      2.5      0.0       0.1       DeNA BayStars     CL
208     NaN   34  3.0     2.0   0.2    128.7   0.2  NaN  0.0   0.0      0.0      NaN       NaN       DeNA BayStars     CL
209     NaN   24  7.0     1.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN     Yakult Swallows     CL
210     NaN   24  8.0   129.2   3.2     31.8   2.6  0.6  NaN   0.0      0.4      NaN       NaN     Yakult Swallows     CL
211     NaN   24  9.0   480.1  -2.1     -5.6  -1.6  0.1  NaN  -0.6     -1.9      NaN       NaN     Yakult Swallows     CL
212     NaN   23  4.0   751.1   6.7     11.5   3.1  NaN  2.2   1.4      2.0      NaN       NaN    Chunichi Dragons     CL
213     NaN   23  6.0     2.0   0.2    128.7   0.2  NaN  0.0   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
214     NaN   21  7.0    23.0   0.7     39.2   0.5  0.2  NaN   0.0     -0.2      NaN       NaN      ORIX Buffaloes     PL
215     NaN   21  8.0    43.0   1.0     29.9   0.6  0.3  NaN   0.0      0.1      NaN       NaN      ORIX Buffaloes     PL
216     NaN   21  9.0   347.2   6.7     24.8   6.1  0.5  NaN   0.2     -1.4      NaN       NaN      ORIX Buffaloes     PL
217     NaN   21  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      ORIX Buffaloes     PL
218     NaN   31  2.0   924.2  -1.4     -1.9   NaN -1.1  NaN  -0.3     13.2      2.3       1.3      SoftBank Hawks     PL
219     NaN   25  3.0   351.1   0.1      0.4   1.5  NaN -0.4  -1.1     -3.9      NaN       NaN  Nipponham Fighters     PL
220     NaN   25  5.0   256.0  -1.0     -5.0  -0.9  NaN  0.4  -0.5     -1.0      NaN       NaN  Nipponham Fighters     PL
221     NaN   25  7.0    62.0  -3.4    -70.6  -3.1 -0.3  NaN   0.0     -0.6      NaN       NaN  Nipponham Fighters     PL
222     NaN   25  NaN    10.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN  Nipponham Fighters     PL
223     NaN   28  4.0    69.0   0.0      0.0   0.4  NaN -0.1  -0.4      0.2      NaN       NaN     Yakult Swallows     CL
224     NaN   28  5.0    22.0  -0.1     -5.9   0.4  NaN  0.0  -0.5     -0.1      NaN       NaN     Yakult Swallows     CL
225     NaN   27  3.0   107.2   1.4     16.7   0.8  NaN  0.2   0.4     -1.2      NaN       NaN    Chunichi Dragons     CL
226     NaN   27  5.0   633.2   4.6      9.3   2.7  NaN  0.0   1.9     -2.4      NaN       NaN    Chunichi Dragons     CL
227     NaN   27  7.0    28.0  -3.5   -160.9  -2.7 -0.9  NaN   0.0     -0.3      NaN       NaN    Chunichi Dragons     CL
228     NaN   27  NaN     6.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN    Chunichi Dragons     CL
229     NaN   24  7.0     2.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
230     NaN   24  8.0    76.0   2.3     38.9   2.0  0.2  NaN   0.0      0.3      NaN       NaN      ORIX Buffaloes     PL
231     NaN   24  9.0     7.0   0.5     91.9   0.5  0.0  NaN   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
232     NaN   26  3.0    53.0   0.4      9.7   0.3  NaN  0.0   0.1     -0.6      NaN       NaN      SoftBank Hawks     PL
233     NaN   26  4.0   114.1  -1.7    -19.1  -0.7  NaN -0.6  -0.3      0.3      NaN       NaN      SoftBank Hawks     PL
234     NaN   26  5.0    26.0   2.8    138.6   2.0  NaN  0.3   0.5     -0.1      NaN       NaN      SoftBank Hawks     PL
235     NaN   26  6.0   166.2   3.5     27.0   2.4  NaN  0.2   0.9      1.4      NaN       NaN      SoftBank Hawks     PL
236     NaN   30  4.0   466.1   4.0     11.0   0.9  NaN  0.8   2.3      1.3      NaN       NaN  Nipponham Fighters     PL
237     NaN   30  5.0    19.0   0.0      0.0   0.8  NaN -0.2  -0.5     -0.1      NaN       NaN  Nipponham Fighters     PL
238     NaN   30  NaN     4.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN  Nipponham Fighters     PL
239     NaN   30  7.0     7.2  -0.1    -16.7  -0.1  0.0  NaN   0.0     -0.1      NaN       NaN       DeNA BayStars     CL
240     NaN   30  8.0    18.0   0.3     21.4   0.3  0.0  NaN   0.0      0.1      NaN       NaN       DeNA BayStars     CL
241     NaN   30  9.0    28.0  -1.4    -64.4  -1.6  0.2  NaN   0.0     -0.1      NaN       NaN       DeNA BayStars     CL
242     NaN   30  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN       DeNA BayStars     CL
243     NaN   26  7.0    58.0   1.1     24.4   1.0  0.0  NaN   0.0     -0.6      NaN       NaN       DeNA BayStars     CL
244     NaN   26  8.0   318.2  -5.9    -23.8  -5.5 -0.5  NaN   0.0      1.1      NaN       NaN       DeNA BayStars     CL
245     NaN   26  9.0   113.0   3.7     42.1   3.1  0.6  NaN   0.1     -0.4      NaN       NaN       DeNA BayStars     CL
246     NaN   25  7.0   164.2   9.6     75.0   6.9  2.6  NaN   0.1     -1.6      NaN       NaN  Nipponham Fighters     PL
247     NaN   25  8.0   145.0   0.9      8.0   2.4 -1.5  NaN   0.0      0.5      NaN       NaN  Nipponham Fighters     PL
248     NaN   25  9.0    16.0   0.7     56.3   0.7  0.0  NaN   0.0     -0.1      NaN       NaN  Nipponham Fighters     PL
249     NaN   25  NaN    21.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.3      NaN       NaN  Nipponham Fighters     PL
250     NaN   25  4.0     4.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN         Seibu Lions     PL
251     NaN   25  5.0   122.0   1.2     12.7   1.2  NaN -0.2   0.2     -0.5      NaN       NaN         Seibu Lions     PL
252     NaN   25  6.0    14.0   0.2     18.4   0.3  NaN -0.1   0.1      0.1      NaN       NaN         Seibu Lions     PL
253     NaN   24  7.0     7.2  -0.3    -50.1  -0.3  0.0  NaN   0.0     -0.1      NaN       NaN  Nipponham Fighters     PL
254     NaN   24  8.0     2.1  -0.6   -335.7  -0.6  0.0  NaN   0.0      0.0      NaN       NaN  Nipponham Fighters     PL
255     NaN   24  9.0  1169.2  19.0     20.9  10.6  8.7  NaN  -0.3     -4.6      NaN       NaN  Nipponham Fighters     PL
256     NaN   24  NaN     9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN  Nipponham Fighters     PL
257     NaN   22  7.0    67.2  -1.4    -26.6  -1.4 -0.1  NaN   0.1     -0.6      NaN       NaN      Hanshin Tigers     CL
258     NaN   22  9.0    34.0  -0.4    -15.1   0.2 -0.7  NaN   0.0     -0.1      NaN       NaN      Hanshin Tigers     CL
259     NaN   27  7.0    23.0  -0.3    -16.8   0.0 -0.3  NaN   0.0     -0.2      NaN       NaN  Nipponham Fighters     PL
260     NaN   27  9.0     8.0   0.5     80.4   0.5  0.0  NaN   0.0      0.0      NaN       NaN  Nipponham Fighters     PL
261     NaN   27  NaN     9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN  Nipponham Fighters     PL
262     NaN   23  9.0  1087.1  -2.9     -3.4  -4.1  0.8  NaN   0.4     -4.3      NaN       NaN      Hanshin Tigers     CL
263     NaN   28  7.0    47.0   0.9     24.6   0.8  0.1  NaN   0.0     -0.4      NaN       NaN      Hanshin Tigers     CL
264     NaN   28  8.0     4.0  -0.2    -64.4  -0.2  0.0  NaN   0.0      0.0      NaN       NaN      Hanshin Tigers     CL
265     NaN   28  9.0    11.0   1.6    187.2   1.3  0.3  NaN   0.0      0.0      NaN       NaN      Hanshin Tigers     CL
266     NaN   26  7.0     2.0   0.1     64.4   0.0  0.1  NaN   0.0      0.0      NaN       NaN         Seibu Lions     PL
267     NaN   26  9.0   144.2   2.6     23.1   0.3  2.2  NaN   0.1     -0.6      NaN       NaN         Seibu Lions     PL
268     NaN   30  2.0   398.2  -0.9     -2.9   NaN -0.4  NaN  -0.5      5.7     -3.0       1.0       Lotte Marines     PL
269     NaN   24  3.0    51.0   0.2      5.0   0.1  NaN  0.0   0.2     -0.6      NaN       NaN  Nipponham Fighters     PL
270     NaN   24  5.0    98.0   1.4     18.4   1.0  NaN -0.2   0.6     -0.4      NaN       NaN  Nipponham Fighters     PL
271     NaN   24  7.0    93.0   3.1     42.9   0.2  2.8  NaN   0.1     -0.9      NaN       NaN  Nipponham Fighters     PL
272     NaN   24  NaN    44.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.5      NaN       NaN  Nipponham Fighters     PL
273     NaN   23  4.0    19.0   0.3     20.3   0.2  NaN  0.0   0.1      0.1      NaN       NaN    Chunichi Dragons     CL
274     NaN   23  6.0   871.2  -3.9     -5.8  -5.8  NaN  0.5   1.5      7.1      NaN       NaN    Chunichi Dragons     CL
275     NaN   23  7.0     1.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN     Yakult Swallows     CL
276     NaN   23  9.0    60.0  -0.2     -4.3  -0.9  0.6  NaN   0.0     -0.2      NaN       NaN     Yakult Swallows     CL
277     NaN   26  3.0   121.0   0.0      0.0   0.2  NaN  0.1  -0.3     -1.3      NaN       NaN         Seibu Lions     PL
278     NaN   26  5.0    81.0  -2.6    -41.3  -2.5  NaN  0.1  -0.3     -0.3      NaN       NaN         Seibu Lions     PL
279     NaN   26  7.0    66.0   1.6     31.2   1.4  0.1  NaN   0.1     -0.6      NaN       NaN         Seibu Lions     PL
280     NaN   26  9.0     3.2   0.5    173.9   0.5  0.0  NaN   0.0      0.0      NaN       NaN         Seibu Lions     PL
281     NaN   26  NaN    26.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.3      NaN       NaN         Seibu Lions     PL
282     NaN   33  3.0    11.0   0.2     23.4   0.1  NaN  0.0   0.0     -0.1      NaN       NaN  Nipponham Fighters     PL
283     NaN   33  4.0    58.1   0.4      8.8  -0.1  NaN  0.2   0.4      0.2      NaN       NaN  Nipponham Fighters     PL
284     NaN   33  5.0     5.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN  Nipponham Fighters     PL
285     NaN   33  6.0    30.0   0.3     12.9   0.0  NaN  0.1   0.2      0.2      NaN       NaN  Nipponham Fighters     PL
286     NaN   33  NaN    12.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN  Nipponham Fighters     PL
287     NaN   25  3.0     1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN      SoftBank Hawks     PL
288     NaN   25  7.0   104.0   2.8     34.6   2.7  0.0  NaN   0.1     -1.0      NaN       NaN      SoftBank Hawks     PL
289     NaN   25  8.0    52.1  -0.4     -9.8  -0.7  0.2  NaN   0.0      0.2      NaN       NaN      SoftBank Hawks     PL
290     NaN   25  9.0    52.1   1.1     27.1   0.2  0.9  NaN   0.0     -0.2      NaN       NaN      SoftBank Hawks     PL
291     NaN   25  NaN    10.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      SoftBank Hawks     PL
292     NaN   27  3.0    26.2  -0.3    -14.5  -0.3  NaN  0.0   0.0     -0.3      NaN       NaN      ORIX Buffaloes     PL
293     NaN   27  4.0     2.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
294     NaN   27  5.0    43.1  -1.3    -38.6  -0.2  NaN -0.1  -1.0     -0.2      NaN       NaN      ORIX Buffaloes     PL
295     NaN   27  7.0     8.2   0.3     44.4   0.3  0.0  NaN   0.0     -0.1      NaN       NaN      ORIX Buffaloes     PL
296     NaN   27  8.0   131.2   0.0      0.0  -0.1  0.0  NaN   0.0      0.4      NaN       NaN      ORIX Buffaloes     PL
297     NaN   27  9.0    57.0  -0.7    -15.8  -0.4 -0.4  NaN   0.0     -0.2      NaN       NaN      ORIX Buffaloes     PL
298     NaN   27  NaN     6.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      ORIX Buffaloes     PL
299     NaN   30  7.0    34.2  -1.5    -55.6  -1.0 -0.5  NaN   0.0     -0.3      NaN       NaN     Yakult Swallows     CL
300     NaN   30  8.0    29.1   2.4    105.4   2.3  0.1  NaN   0.0      0.1      NaN       NaN     Yakult Swallows     CL
301     NaN   30  9.0    29.0   0.9     39.9   1.2 -0.3  NaN   0.0     -0.1      NaN       NaN     Yakult Swallows     CL
302     NaN   20  4.0    97.2  -0.7     -9.2   0.7  NaN -0.5  -0.9      0.3      NaN       NaN         Seibu Lions     PL
303     NaN   20  5.0   233.0   3.1     17.1   2.0  NaN  0.1   0.9     -0.9      NaN       NaN         Seibu Lions     PL
304     NaN   20  6.0    23.0  -0.1     -5.6  -0.3  NaN  0.1   0.1      0.2      NaN       NaN         Seibu Lions     PL
305     NaN   20  NaN     2.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN         Seibu Lions     PL
306     NaN   23  7.0   576.0   4.8     10.7   4.3  0.9  NaN  -0.4     -5.5      NaN       NaN  Nipponham Fighters     PL
307     NaN   23  8.0    22.0   0.3     17.6   0.3  0.0  NaN   0.0      0.1      NaN       NaN  Nipponham Fighters     PL
308     NaN   23  9.0    21.0   1.0     61.3   0.5  0.5  NaN   0.0     -0.1      NaN       NaN  Nipponham Fighters     PL
309     NaN   23  NaN    36.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.4      NaN       NaN  Nipponham Fighters     PL
310     NaN   26  3.0   132.0  -0.3     -2.9   1.0  NaN -0.1  -1.1     -1.5      NaN       NaN       Lotte Marines     PL
311     NaN   26  4.0     8.0   0.3     48.3   0.2  NaN  0.0   0.0      0.0      NaN       NaN       Lotte Marines     PL
312     NaN   26  5.0     9.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN       Lotte Marines     PL
313     NaN   26  6.0   111.0   0.5      5.8  -0.5  NaN  0.5   0.5      0.9      NaN       NaN       Lotte Marines     PL
314     NaN   26  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN       Lotte Marines     PL
315     NaN   25  3.0    40.1   0.6     19.2   0.5  NaN  0.0   0.1     -0.4      NaN       NaN      SoftBank Hawks     PL
316     NaN   25  5.0    26.0   0.4     19.8   0.2  NaN  0.0   0.2     -0.1      NaN       NaN      SoftBank Hawks     PL
317     NaN   27  7.0    38.2   3.9    129.7   2.7  1.1  NaN   0.1     -0.4      NaN       NaN      Hiroshima Carp     CL
318     NaN   27  8.0    27.0   0.3     14.3   0.4 -0.1  NaN   0.0      0.1      NaN       NaN      Hiroshima Carp     CL
319     NaN   27  9.0    60.0   2.6     55.8   1.6  0.9  NaN   0.0     -0.2      NaN       NaN      Hiroshima Carp     CL
320     NaN   27  7.0   265.1  -0.2     -1.0   0.9 -1.3  NaN   0.2     -2.5      NaN       NaN      SoftBank Hawks     PL
321     NaN   27  8.0    33.0  -1.3    -50.7  -1.0 -0.2  NaN   0.0      0.1      NaN       NaN      SoftBank Hawks     PL
322     NaN   27  9.0   170.0   2.3     17.4   1.1  1.0  NaN   0.1     -0.7      NaN       NaN      SoftBank Hawks     PL
323     NaN   27  NaN     2.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      SoftBank Hawks     PL
324     NaN   28  3.0    10.0  -0.3    -38.6  -0.3  NaN  0.0   0.0     -0.1      NaN       NaN      ORIX Buffaloes     PL
325     NaN   28  8.0   260.1  -3.8    -18.8  -2.3 -1.6  NaN   0.0      0.9      NaN       NaN      ORIX Buffaloes     PL
326     NaN   28  9.0   165.1   2.9     22.6   2.8  0.0  NaN   0.1     -0.7      NaN       NaN      ORIX Buffaloes     PL
327     NaN   28  NaN    30.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.4      NaN       NaN      ORIX Buffaloes     PL
328     NaN   28  4.0  1279.2  -0.4     -0.4  -0.8  NaN -1.1   1.6      3.4      NaN       NaN      Hanshin Tigers     CL
329     NaN   25  8.0   126.0   1.8     18.4   0.1  1.7  NaN   0.0      0.4      NaN       NaN      SoftBank Hawks     PL
330     NaN   25  9.0    94.0  -2.2    -30.1  -1.0 -0.4  NaN  -0.8     -0.4      NaN       NaN      SoftBank Hawks     PL
331     NaN   25  NaN     1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      SoftBank Hawks     PL
332     NaN   31  2.0     4.0   0.0      0.0   NaN  0.0  NaN   0.0      0.1     -0.2       0.0       Lotte Marines     PL
333     NaN   33  7.0    44.2  -1.3    -37.4  -1.5  0.2  NaN   0.0     -0.4      NaN       NaN      ORIX Buffaloes     PL
334     NaN   33  9.0   344.0   0.4      1.5   1.2 -0.8  NaN   0.1     -1.4      NaN       NaN      ORIX Buffaloes     PL
335     NaN   33  NaN   110.1   NaN      NaN   NaN  NaN  NaN   NaN     -1.3      NaN       NaN      ORIX Buffaloes     PL
336     NaN   34  7.0    18.0   0.3     21.4   0.3  0.0  NaN   0.0     -0.2      NaN       NaN      ORIX Buffaloes     PL
337     NaN   34  8.0    20.0   1.1     70.8   0.7  0.5  NaN   0.0      0.1      NaN       NaN      ORIX Buffaloes     PL
338     NaN   34  9.0    10.2   0.6     72.2   0.5  0.1  NaN   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
339     NaN   24  7.0    46.0  -4.0   -111.9  -3.7 -0.4  NaN   0.0     -0.4      NaN       NaN       DeNA BayStars     CL
340     NaN   24  8.0   134.0   1.2     11.5   0.8  0.4  NaN   0.0      0.4      NaN       NaN       DeNA BayStars     CL
341     NaN   24  9.0   495.1  -3.2     -8.3  -3.8  0.4  NaN   0.2     -2.0      NaN       NaN       DeNA BayStars     CL
342     NaN   24  7.0   125.0  -1.1    -11.3  -0.9 -0.3  NaN   0.1     -1.2      NaN       NaN         Seibu Lions     PL
343     NaN   24  8.0    26.0   1.3     64.4   1.4  0.0  NaN   0.0      0.1      NaN       NaN         Seibu Lions     PL
344     NaN   24  9.0    30.0   0.0      0.0   0.1 -0.2  NaN   0.0     -0.1      NaN       NaN         Seibu Lions     PL
345     NaN   24  NaN     5.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN         Seibu Lions     PL
346     NaN   31  7.0    73.0  -2.5    -44.1  -1.0  0.1  NaN  -1.6     -0.7      NaN       NaN       Lotte Marines     PL
347     NaN   31  NaN    95.1   NaN      NaN   NaN  NaN  NaN   NaN     -1.1      NaN       NaN       Lotte Marines     PL
348     NaN   27  8.0     7.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
349     NaN   27  9.0     1.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
350     NaN   26  2.0   856.2  -3.0     -4.5   NaN -3.0  NaN   0.1     12.3     -5.3      -0.7       Lotte Marines     PL
351     NaN   26  3.0   118.0  -0.3     -3.3  -0.5  NaN -0.1   0.3     -1.3      NaN       NaN       Lotte Marines     PL
352     NaN   34  7.0   119.0  -2.0    -21.6  -2.1  0.0  NaN   0.1     -1.1      NaN       NaN      Yomiuri Giants     CL
353     NaN   34  8.0    48.2   1.4     37.0   1.6 -0.2  NaN   0.0      0.2      NaN       NaN      Yomiuri Giants     CL
354     NaN   34  9.0    31.0   0.1      4.2   0.1  0.0  NaN   0.0     -0.1      NaN       NaN      Yomiuri Giants     CL
355     NaN   30  4.0    63.0  -0.5    -10.2   0.0  NaN  0.0  -0.4      0.2      NaN       NaN         Seibu Lions     PL
356     NaN   30  5.0    39.0  -0.6    -19.8  -0.8  NaN  0.0   0.2     -0.1      NaN       NaN         Seibu Lions     PL
357     NaN   30  7.0    68.0  -0.7    -13.2   0.0 -0.8  NaN   0.1     -0.6      NaN       NaN         Seibu Lions     PL
358     NaN   30  NaN    15.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN         Seibu Lions     PL
359     NaN   25  7.0    25.0  -1.2    -61.8  -1.2  0.1  NaN   0.0     -0.2      NaN       NaN    Chunichi Dragons     CL
360     NaN   25  8.0    18.0  -1.6   -114.4  -1.5 -0.2  NaN   0.0      0.1      NaN       NaN    Chunichi Dragons     CL
361     NaN   24  7.0     8.0  -0.3    -48.3  -0.1 -0.3  NaN   0.0     -0.1      NaN       NaN      ORIX Buffaloes     PL
362     NaN   24  8.0    32.0   0.7     28.2   1.0 -0.3  NaN   0.0      0.1      NaN       NaN      ORIX Buffaloes     PL
363     NaN   24  9.0    71.2   0.4      7.2   0.9 -0.5  NaN   0.0     -0.3      NaN       NaN      ORIX Buffaloes     PL
364     NaN   26  7.0   102.0  -4.6    -58.0  -2.8 -1.8  NaN   0.1     -1.0      NaN       NaN         Seibu Lions     PL
365     NaN   26  8.0    27.0  -1.2    -57.2  -1.3  0.1  NaN   0.0      0.1      NaN       NaN         Seibu Lions     PL
366     NaN   26  NaN    26.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.3      NaN       NaN         Seibu Lions     PL
367     NaN   29  7.0   176.1   1.0      7.3   0.4  1.2  NaN  -0.7     -1.7      NaN       NaN       DeNA BayStars     CL
368     NaN   29  8.0   157.0   0.2      1.6   1.9 -1.8  NaN   0.0      0.5      NaN       NaN       DeNA BayStars     CL
369     NaN   28  2.0    31.2   0.5     20.3   NaN  0.4  NaN   0.0      0.5     -0.2      -0.2      ORIX Buffaloes     PL
370     NaN   29  8.0    17.0   0.9     68.1   0.9  0.0  NaN   0.0      0.1      NaN       NaN         Seibu Lions     PL
371     NaN   29  9.0   148.2  -0.5     -4.3   0.0 -0.6  NaN   0.1     -0.6      NaN       NaN         Seibu Lions     PL
372     NaN   28  7.0   107.2   8.6    102.8   7.7  0.8  NaN   0.2     -1.0      NaN       NaN      Hanshin Tigers     CL
373     NaN   28  8.0    17.0  -0.5    -37.9  -0.6  0.1  NaN   0.0      0.1      NaN       NaN      Hanshin Tigers     CL
374     NaN   28  9.0    77.1   2.6     43.3   2.7 -0.1  NaN   0.0     -0.3      NaN       NaN      Hanshin Tigers     CL
375     NaN   21  3.0    21.2   1.4     83.0   1.3  NaN -0.1   0.2     -0.2      NaN       NaN      Hiroshima Carp     CL
376     NaN   21  4.0    44.0  -0.2     -5.9  -0.1  NaN  0.4  -0.5      0.1      NaN       NaN      Hiroshima Carp     CL
377     NaN   21  5.0    56.2  -0.7    -15.9  -0.3  NaN  0.0  -0.4     -0.2      NaN       NaN      Hiroshima Carp     CL
378     NaN   21  6.0    23.2  -0.9    -48.9  -0.1  NaN -0.3  -0.5      0.2      NaN       NaN      Hiroshima Carp     CL
379     NaN   21  7.0    84.2   4.9     74.5   3.6  1.2  NaN   0.1     -0.8      NaN       NaN      Hiroshima Carp     CL
380     NaN   21  9.0    30.0   0.8     34.3   1.0 -0.3  NaN   0.0     -0.1      NaN       NaN      Hiroshima Carp     CL
381     NaN   21  NaN     3.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      Hiroshima Carp     CL
382     NaN   27  8.0  1269.2   0.0      0.0   0.3  0.4  NaN  -0.7      4.2      NaN       NaN      Rakuten Eagles     PL
383     NaN   24  8.0   155.2   1.7     14.1   1.7 -0.1  NaN   0.0      0.5      NaN       NaN       Lotte Marines     PL
384     NaN   24  9.0   421.0   3.7     11.3   3.0  0.5  NaN   0.2     -1.7      NaN       NaN       Lotte Marines     PL
385     NaN   31  4.0   752.2  -6.6    -11.3  -6.6  NaN -0.1   0.1      2.0      NaN       NaN     Yakult Swallows     CL
386     NaN   31  NaN     9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN     Yakult Swallows     CL
387     NaN   26  8.0   589.1  -3.3     -7.2  -1.9 -1.4  NaN   0.1      2.0      NaN       NaN       Lotte Marines     PL
388     NaN   24  4.0    32.0   0.7     28.2   0.9  NaN -0.3   0.1      0.1      NaN       NaN      SoftBank Hawks     PL
389     NaN   24  5.0     1.0   0.2    257.4   0.2  NaN  0.0   0.0      0.0      NaN       NaN      SoftBank Hawks     PL
390     NaN   24  7.0     4.0   0.3     96.5   0.3  0.0  NaN   0.0      0.0      NaN       NaN      SoftBank Hawks     PL
391     NaN   24  NaN     6.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      SoftBank Hawks     PL
392     NaN   29  3.0    10.0  -0.2    -25.7  -0.2  NaN  0.0   0.0     -0.1      NaN       NaN     Yakult Swallows     CL
393     NaN   29  4.0    29.1  -1.0    -43.9  -0.9  NaN -0.3   0.1      0.1      NaN       NaN     Yakult Swallows     CL
394     NaN   29  7.0   148.0   0.1      0.9   0.0  0.0  NaN   0.1     -1.4      NaN       NaN     Yakult Swallows     CL
395     NaN   29  9.0    89.0   0.6      8.7   0.5  0.0  NaN   0.0     -0.4      NaN       NaN     Yakult Swallows     CL
396     NaN   28  7.0    64.0   1.2     24.1   1.0  0.1  NaN   0.1     -0.6      NaN       NaN  Nipponham Fighters     PL
397     NaN   28  8.0   106.0  -0.4     -4.9  -1.9  1.5  NaN   0.0      0.4      NaN       NaN  Nipponham Fighters     PL
398     NaN   28  9.0    74.0  -1.0    -17.4  -1.1  0.0  NaN   0.0     -0.3      NaN       NaN  Nipponham Fighters     PL
399     NaN   28  NaN     2.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN  Nipponham Fighters     PL
400     NaN   24  3.0    40.0  -0.2     -6.4  -0.3  NaN  0.0   0.1     -0.4      NaN       NaN      ORIX Buffaloes     PL
401     NaN   24  4.0   218.2   2.2     12.9   3.6  NaN -0.2  -1.2      0.6      NaN       NaN      ORIX Buffaloes     PL
402     NaN   24  5.0    85.0   3.3     50.0   2.5  NaN -0.1   0.9     -0.3      NaN       NaN      ORIX Buffaloes     PL
403     NaN   24  6.0    41.0  -0.3     -9.4   0.1  NaN  0.0  -0.4      0.3      NaN       NaN      ORIX Buffaloes     PL
404     NaN   30  3.0    47.1  -0.8    -21.8  -0.9  NaN  0.0   0.1     -0.5      NaN       NaN    Chunichi Dragons     CL
405     NaN   30  4.0   294.2   1.6      7.0  -0.4  NaN  0.4   1.6      0.8      NaN       NaN    Chunichi Dragons     CL
406     NaN   30  5.0     3.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN    Chunichi Dragons     CL
407     NaN   30  7.0     6.0   0.9    193.0   0.8  0.0  NaN   0.0     -0.1      NaN       NaN    Chunichi Dragons     CL
408     NaN   30  9.0    76.0  -0.6    -10.2  -1.4  0.9  NaN   0.0     -0.3      NaN       NaN    Chunichi Dragons     CL
409     NaN   22  6.0  1255.1 -11.7    -12.0 -13.4  NaN  0.7   1.0     10.2      NaN       NaN     Yakult Swallows     CL
410     NaN   23  7.0    47.0   0.3      8.2   0.2  0.2  NaN   0.0     -0.4      NaN       NaN      Hanshin Tigers     CL
411     NaN   23  9.0    52.0  -2.5    -61.9  -2.1 -0.4  NaN   0.0     -0.2      NaN       NaN      Hanshin Tigers     CL
412     NaN   30  3.0    26.2   0.7     33.7   0.4  NaN  0.2   0.1     -0.3      NaN       NaN      ORIX Buffaloes     PL
413     NaN   30  4.0    43.1   0.1      3.0   0.7  NaN  0.0  -0.5      0.1      NaN       NaN      ORIX Buffaloes     PL
414     NaN   30  5.0     1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN      ORIX Buffaloes     PL
