                     Player Age  Pos  B    G   PA   AB   R    H  2B  3B  HR   TB  RBI  SB  CS  SH  SF   SO  BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP    TTO%      K%    BB%  BB/K                Team League
121          Hagiwara Tetsu  26    3  L   38   60   52   3   13   1   0   0   14    4   0   0   1   1    7   6    0   0    2  0.250  0.322  0.269  0.591    79  0.019  0.283   21.7%   11.7%  10.0%  0.86      Yomiuri Giants     EL
122         Hernandez Elier  29    9  R    3   11   10   0    1   0   0   0    1    0   0   0   0   0    3   1    0   0    0  0.100  0.182  0.100  0.282   -15  0.000  0.143   36.4%   27.3%   9.1%  0.33      Yomiuri Giants     EL
123           Hirayama Kota  20    9  R    3    6    6   1    1   0   0   0    1    0   0   0   0   0    1   0    0   0    1  0.167  0.167  0.167  0.334    -0  0.000  0.200   16.7%   16.7%   0.0%  0.00      Yomiuri Giants     EL
124           Izuguchi Yuta  25    6  L   23   83   77   6   22   7   0   0   29    9   2   2   0   1   17   5    0   0    0  0.286  0.325  0.377  0.702   112  0.091  0.361   26.5%   20.5%   6.0%  0.29      Yomiuri Giants     EL
125         Kadowaki Makoto  23    6  L    1    4    3   0    0   0   0   0    0    0   1   0   0   0    2   1    0   0    0  0.000  0.250  0.000  0.250   -24  0.000  0.000   75.0%   50.0%  25.0%  0.50      Yomiuri Giants     EL
126       Kajitani Takayuki  35   DH  L   19   44   41   7   11   1   0   0   12    1   0   0   0   0    9   3    0   0    1  0.268  0.318  0.293  0.611    86  0.025  0.344   27.3%   20.5%   6.8%  0.33      Yomiuri Giants     EL
127            Kameda Keita  25    2  R    8   12   10   1    2   1   0   0    3    0   0   0   0   0    4   1    0   1    2  0.200  0.333  0.300  0.633    93  0.100  0.333   41.7%   33.3%   8.3%  0.25      Yomiuri Giants     EL
128               Katoh Ren  25  UTL  L   48  123  103  13   24   3   0   1   30    7   5   3   6   0   27  14    0   0    3  0.233  0.325  0.291  0.616    88  0.058  0.307   34.1%   22.0%  11.4%  0.52      Yomiuri Giants     EL
129        Kishida Yukinori  27    2  R    5   15   12   1    4   1   0   0    5    2   0   0   0   0    3   3    0   0    0  0.333  0.467  0.417  0.884   170  0.084  0.444   40.0%   20.0%  20.0%  1.00      Yomiuri Giants     EL
130            Kita Ryusuke  25    2  R   85  238  211  17   61   9   0   3   79   26   1   1  10   1   15  16    0   0    8  0.289  0.338  0.374  0.712   116  0.085  0.299   14.3%    6.3%   6.7%  1.07      Yomiuri Giants     EL
131            Kitamura Rio  19    4  R   49   70   57   8   10   1   0   0   11    3   2   0   3   0   11   8    0   2    2  0.175  0.299  0.193  0.492    49  0.018  0.217   27.1%   15.7%  11.4%  0.73      Yomiuri Giants     EL
132         Kobayashi Seiji  35   DH  R    4   14   12   1    2   1   0   0    3    1   0   0   1   0    4   1    0   0    0  0.167  0.231  0.250  0.481    45  0.083  0.250   35.7%   28.6%   7.1%  0.25      Yomiuri Giants     EL
133            Kohri Takuya  26    3  R   69  199  178  11   31   3   0   5   49   21   0   2   3   1   23   6    0  10    4  0.174  0.241  0.275  0.516    56  0.101  0.172   17.1%   11.6%   3.0%  0.26      Yomiuri Giants     EL
134             Maeda Kenki  25    3  L    2    5    5   0    1   0   0   0    1    0   0   0   0   0    1   0    0   0    0  0.200  0.200  0.200  0.400    21  0.000  0.250   20.0%   20.0%   0.0%  0.00      Yomiuri Giants     EL
135            Masuda Daiki  30  UTL  R   28   91   69  10   21   2   0   0   23    2   6   2   4   0    8  17    1   1    1  0.304  0.448  0.333  0.781   139  0.029  0.344   27.5%    8.8%  18.7%  2.12      Yomiuri Giants     EL
136             Masuda Riku  24  UTL  R  108  335  302  24   68  10   0   5   93   33   3   4   8   3   48  18    0   4   11  0.225  0.275  0.308  0.583    76  0.083  0.250   21.2%   14.3%   5.4%  0.38      Yomiuri Giants     EL
137         Matsubara Seiya  29    9  L   37  114   84  12   20   3   0   1   26    6   3   2   6   0   24  24    0   0    1  0.238  0.407  0.310  0.717   119  0.072  0.322   43.0%   21.1%  21.1%  1.00      Yomiuri Giants     EL
138         Mendez Yohander  29    1  L   22    4    4   0    0   0   0   0    0    0   0   0   0   0    3   0    0   0    1  0.000  0.000  0.000  0.000  -103  0.000  0.000   75.0%   75.0%   0.0%  0.00      Yomiuri Giants     EL
139             Montes Coco  27   DH  R    2    5    5   0    3   0   0   0    3    2   0   0   0   0    0   0    0   0    0  0.600  0.600  0.600  1.200   267  0.000  0.600    0.0%    0.0%   0.0%            Yomiuri Giants     EL
140            Murayama Gen  19    6  R   16   29   24   5    5   1   0   1    9    1   0   0   3   0    6   1    0   1    0  0.208  0.269  0.375  0.644    95  0.167  0.235   27.6%   20.7%   3.4%  0.17      Yomiuri Giants     EL
141            Nakata Ayumu  20    6  R   91  242  199  22   39   5   2   1   51   15   5   5  16   1   42  25    0   1    1  0.196  0.288  0.256  0.544    65  0.060  0.242   28.1%   17.4%  10.3%  0.60      Yomiuri Giants     EL
142          Nakayama Raito  22  UTL  L   67  253  208  31   69  14   2   4   99   30   4   4   7   1   30  35    0   2    4  0.332  0.431  0.476  0.907   176  0.144  0.371   27.3%   11.9%  13.8%  1.17      Yomiuri Giants     EL
143            Naoe Daisuke  24    1  R   17    1    0   0    0   0   0   0    0    0   0   0   1   0    0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000           0.0%    0.0%   0.0%            Yomiuri Giants     EL
144          Nishidate Yuhi  22    1  R   10    3    3   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   33.3%   33.3%   0.0%  0.00      Yomiuri Giants     EL
145          Ohshiro Takumi  31   DH  L    6   18   16   1    2   1   0   1    6    2   0   0   0   0    3   2    0   0    1  0.125  0.222  0.375  0.597    79  0.250  0.083   33.3%   16.7%  11.1%  0.67      Yomiuri Giants     EL
146              Okada Yuki  24    9  L  105  314  264  32   58   9   2   6   89   31  10   3   1   1   79  44    1   4    6  0.220  0.339  0.337  0.676   105  0.117  0.289   41.1%   25.2%  14.0%  0.56      Yomiuri Giants     EL
147             Okoye Louis  26    8  R   36  119  102  19   30   4   0   2   40   17   5   1   0   2   22  13    0   2    1  0.294  0.378  0.392  0.770   134  0.098  0.350   31.1%   18.5%  10.9%  0.59      Yomiuri Giants     EL
148         Sakamoto Hayato  35   DH  R    3    8    6   0    0   0   0   0    0    0   0   0   0   0    1   2    0   0    1  0.000  0.250  0.000  0.250   -24  0.000  0.000   37.5%   12.5%  25.0%  2.00      Yomiuri Giants     EL
149         Sasahara Misaki  20    7  R   48  117  104  17   30   5   0   0   35   11   1   4   1   2   30  10    0   0    1  0.288  0.345  0.337  0.682   107  0.049  0.395   34.2%   25.6%   8.5%  0.33      Yomiuri Giants     EL
150         Sasaki Shunsuke  24    8  L   54  185  162  24   51   7   0   3   67   20  11   1   5   0   33  16    0   2    1  0.315  0.383  0.414  0.797   142  0.099  0.381   28.1%   17.8%   8.6%  0.48      Yomiuri Giants     EL
151    Shigenobu Shinnosuke  31    8  L   23   57   52   8    8   0   0   0    8    1   3   0   0   0   11   5    0   0    1  0.154  0.228  0.154  0.382    15  0.000  0.195   28.1%   19.3%   8.8%  0.45      Yomiuri Giants     EL
152           Suzuki Yamato  25    7  R   22   26   23   4    2   0   0   0    2    1   4   1   0   0    5   1    0   2    2  0.087  0.192  0.087  0.279   -16  0.000  0.111   23.1%   19.2%   3.8%  0.20      Yomiuri Giants     EL
153        Tateoka Soichiro  34    9  L   56  158  141  19   41   3   2   1   51   11   7   4   1   0   25  15    0   1    3  0.291  0.363  0.362  0.725   121  0.071  0.348   25.9%   15.8%   9.5%  0.60      Yomiuri Giants     EL
154             Tima Julian  19    5  R  115  401  374  43   94  18   1  15  159   53   0   1   0   4   84  21    1   2    6  0.251  0.292  0.425  0.717   116  0.174  0.283   29.9%   20.9%   5.2%  0.25      Yomiuri Giants     EL
155            Urena Estamy  25   DH  R   99  259  234  29   60  10   0   9   97   34   0   0   0   5   38  19    0   1    6  0.256  0.309  0.415  0.724   120  0.159  0.266   25.5%   14.7%   7.3%  0.50      Yomiuri Giants     EL
156       Utsunomiya Kisara  20    4  L    7   12   12   0    4   0   1   0    6    2   1   0   0   0    2   0    0   0    0  0.333  0.333  0.500  0.833   153  0.167  0.400   16.7%   16.7%   0.0%  0.00      Yomiuri Giants     EL
157      Wakabayashi Gakuto  26    4  R    6   12   12   1    2   1   0   0    3    0   0   1   0   0    1   0    0   0    0  0.167  0.167  0.250  0.417    25  0.083  0.182    8.3%    8.3%   0.0%  0.00      Yomiuri Giants     EL
158       Yamase Shinnosuke  23    2  R   96  237  187  21   41   6   0   4   59   24   0   0  14   3   40  28    0   5    4  0.219  0.332  0.316  0.648    97  0.097  0.253   30.4%   16.9%  11.8%  0.70      Yomiuri Giants     EL
159               Yuasa Dai  24  UTL  R   50  159  136  17   38   8   0   0   46   10   8   4   5   1   39  10    0   7    1  0.279  0.357  0.338  0.695   111  0.059  0.388   30.8%   24.5%   6.3%  0.26      Yomiuri Giants     EL
160       Akahane Yoshihiro  24  UTL  R   19   73   62   6   15   0   0   3   24    5   3   1   1   0   12  10    0   0    2  0.242  0.347  0.387  0.734   117  0.145  0.255   34.2%   16.4%  13.7%  0.83     Yakult Swallows     EL
161          Aoki Norichika  42   DH  L    3   10    9   0    1   1   0   0    2    0   0   0   0   0    1   1    0   0    0  0.111  0.200  0.222  0.422    25  0.111  0.125   20.0%   10.0%  10.0%  1.00     Yakult Swallows     EL
162            Hamada Taiki  23    6  R   88  328  286  22   69  17   0   4   98   35   1   4   1   3   71  28    1   9   11  0.241  0.325  0.343  0.668    98  0.102  0.304   31.4%   21.6%   8.5%  0.39     Yakult Swallows     EL
163         Hasegawa Hiroki  25    1  L   26    1    1   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000         100.0%  100.0%   0.0%  0.00     Yakult Swallows     EL
164         Hashimoto Seiya  23    2  L  103  355  329  43   86  19   2   7  130   42   8   5   0   4   41  20    0   2   10  0.261  0.304  0.395  0.699   106  0.134  0.277   19.2%   11.5%   5.6%  0.49     Yakult Swallows     EL
165               Itoh Ryui  21    6  R   95  368  321  19   71   9   2   0   84   15  11   6  10   1   96  32    0   4    8  0.221  0.299  0.262  0.561    67  0.041  0.314   34.8%   26.1%   8.7%  0.33     Yakult Swallows     EL
166          Iwata Yukihiro  26    8  L   36  134  112  18   36   9   0   1   48    8  10   5   8   1   10  11    1   2    1  0.321  0.389  0.429  0.818   141  0.108  0.343   16.4%    7.5%   8.2%  1.10     Yakult Swallows     EL
167         Kawabata Shingo  36   DH  L   15   42   38   6   11   1   0   0   12    2   0   0   0   0    5   4    0   0    0  0.289  0.357  0.316  0.673   100  0.027  0.333   21.4%   11.9%   9.5%  0.80     Yakult Swallows     EL
168             Kisu Felipe  24    3  R   60  148  125  10   27   4   1   1   36   13   0   1   3   6   38   7    0   7    4  0.216  0.283  0.288  0.571    70  0.072  0.283   31.1%   25.7%   4.7%  0.18     Yakult Swallows     EL
169          Kitamura Keigo  23  UTL  R   79  276  239  20   62  16   1   2   86   21   2   2   5   2   36  25    0   5   11  0.259  0.339  0.360  0.699   107  0.101  0.296   22.8%   13.0%   9.1%  0.69     Yakult Swallows     EL
170         Kitamura Takumi  28  UTL  R   21   80   73   6   16   3   0   0   19    0   0   0   1   0   11   3    0   3    2  0.219  0.278  0.260  0.538    60  0.041  0.258   17.5%   13.8%   3.8%  0.27     Yakult Swallows     EL
171              Koga Yudai  25    2  R    1    1    1   0    0   0   0   0    0    0   0   0   0   0    0   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000  0.000    0.0%    0.0%   0.0%           Yakult Swallows     EL
172          Komori Kohtaro  21    4  R  110  344  309  40   78  10   2   2   98   23  24   5  12   1   33  20    0   2    7  0.252  0.301  0.317  0.618    83  0.065  0.276   16.0%    9.6%   5.8%  0.61     Yakult Swallows     EL
173            Kozawa Reiji  26    1  L    2    1    1   0    0   0   0   0    0    0   0   0   0   0    0   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000  0.000    0.0%    0.0%   0.0%           Yakult Swallows     EL
174         Maruyama Kazuya  24    8  L   29  125  108  22   35   5   0   3   49   12   9   4   0   2   14  13    0   2    0  0.324  0.400  0.454  0.854   152  0.130  0.344   24.0%   11.2%  10.4%  0.93     Yakult Swallows     EL
175              Masuda Shu  25    8  R   51  207  180  26   48  12   1   2   68   20   9   2   2   4   27  19    1   2   11  0.267  0.337  0.378  0.715   111  0.111  0.297   23.2%   13.0%   9.2%  0.70     Yakult Swallows     EL
176         Matsumoto Naoki  30    2  R    4   11   10   0    3   0   0   0    3    0   0   0   0   0    0   0    0   1    0  0.300  0.364  0.300  0.664    97  0.000  0.300    0.0%    0.0%   0.0%           Yakult Swallows     EL
177         Mitsumata Taiki  32    3  R   79  277  207  24   44   3   1   1   52   10   0   2   8   0   53  57    0   5    4  0.213  0.394  0.251  0.645    92  0.038  0.281   40.1%   19.1%  20.6%  1.08     Yakult Swallows     EL
178        Miyamoto Takeshi  29    3  L   49  189  164  16   47   5   0   1   55   23   2   3   0   1   20  22    0   2    3  0.287  0.376  0.335  0.711   111  0.048  0.319   22.8%   10.6%  11.6%  1.10     Yakult Swallows     EL
179         Nakagawa Takuma  21    2  R   26   53   47   4    7   1   0   0    8    1   0   0   2   0   19   4    0   0    2  0.149  0.216  0.170  0.386    16  0.021  0.250   43.4%   35.8%   7.5%  0.21     Yakult Swallows     EL
180          Nakamura Yuhei  34    2  R    2    3    3   0    0   0   0   0    0    0   0   0   0   0    0   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000  0.000    0.0%    0.0%   0.0%           Yakult Swallows     EL
181         Namiki Hidetaka  25    8  R   26   93   79  13   23   3   0   0   26   11  14   1   4   0   12   9    0   1    1  0.291  0.371  0.329  0.700   108  0.038  0.343   22.6%   12.9%   9.7%  0.75     Yakult Swallows     EL
182         Nishida Akihisa  32    2  R   10   26   23   0    6   1   0   0    7    2   0   0   0   0    3   3    0   0    1  0.261  0.346  0.304  0.650    93  0.043  0.300   23.1%   11.5%  11.5%  1.00     Yakult Swallows     EL
183         Nishimura Ruito  19    5  L  113  375  354  31   80  15   2   0   99   26   5   1   3   2   96  15    0   1   12  0.226  0.258  0.280  0.538    60  0.054  0.308   29.6%   25.6%   4.0%  0.16     Yakult Swallows     EL
184          Ogawa Yasuhiro  34    1  R    8    2    2   0    0   0   0   0    0    0   0   0   0   0    0   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000  0.000    0.0%    0.0%   0.0%           Yakult Swallows     EL
185              Ohta Kengo  27    9  L   73  274  237  19   61   7   1   3   79   36   0   0   3   5   41  27    1   2    6  0.257  0.332  0.333  0.665    97  0.076  0.293   25.9%   15.0%   9.9%  0.66     Yakult Swallows     EL
186         Sakamoto Takumi  19    1  L   11    1    1   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000         100.0%  100.0%   0.0%  0.00     Yakult Swallows     EL
187         Santana Domingo  31    7  R    2    4    4   2    2   0   0   2    8    3   0   0   0   0    1   0    0   0    0  0.500  0.500  2.000  2.500   621  1.500  0.000   75.0%   25.0%   0.0%  0.00     Yakult Swallows     EL
188               Sawai Ren  24    9  L   55  195  176  27   48  11   0   7   80   34   1   2   0   0   34  19    0   0    3  0.273  0.344  0.455  0.799   135  0.182  0.304   30.8%   17.4%   9.7%  0.56     Yakult Swallows     EL
189              Suzuki Kyo  18    2  R   57  195  184  15   36   6   0   2   48   20   1   1   1   3   44   6    0   1    8  0.196  0.222  0.261  0.483    43  0.065  0.241   26.7%   22.6%   3.1%  0.14     Yakult Swallows     EL
190         Takahashi Keiji  27    1  L    3    2    2   0    0   0   0   0    0    0   0   0   0   0    2   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000         100.0%  100.0%   0.0%  0.00     Yakult Swallows     EL
191            Takano Souta  18    5  R   51  139  134   7   19   5   0   2   30    6   0   0   0   0   56   5    0   0    2  0.142  0.173  0.224  0.397    18  0.082  0.224   45.3%   40.3%   3.6%  0.09     Yakult Swallows     EL
192          Takeoka Ryusei  23    4  L   15   62   54   8   15   4   1   0   21    7   1   1   1   0    9   7    0   0    0  0.278  0.361  0.389  0.750   122  0.111  0.333   25.8%   14.5%  11.3%  0.78     Yakult Swallows     EL
193          Uchiyama Souma  22    2  R   14   31   30   3    5   2   0   0    7    0   0   0   0   0    1   1    0   0    1  0.167  0.194  0.233  0.427    26  0.066  0.172    6.5%    3.2%   3.2%  1.00     Yakult Swallows     EL
194          Yamada Tetsuto  31   DH  R    7   15   14   2    7   2   0   1   12    4   0   0   0   0    0   1    0   0    0  0.500  0.533  0.857  1.390   307  0.357  0.462   13.3%    0.0%   6.7%  1.00     Yakult Swallows     EL
195         Yamasaki Kotaro  30    8  L   67  236  184  33   50   7   1   2   65   23   6   9   3   7   37  40    0   2    1  0.272  0.395  0.353  0.748   122  0.081  0.316   33.5%   15.7%  16.9%  1.08     Yakult Swallows     EL
196        Yamashita Hikaru  24    1  L   19    2    2   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000   -98  0.000  0.000   50.0%   50.0%   0.0%  0.00     Yakult Swallows     EL
197            Bright Kenta  25    8  R   83  267  231  24   61  14   1   3   86   25   9   4   2   2   43  32    0   0    5  0.264  0.351  0.372  0.723   115  0.108  0.310   29.2%   16.1%  12.0%  0.74    Chunichi Dragons     WL
198         Calixte Orlando  32    5  R    2    5    5   1    3   1   0   0    4    0   0   0   0   0    1   0    0   0    0  0.600  0.600  0.800  1.400   315  0.200  0.750   20.0%   20.0%   0.0%  0.00    Chunichi Dragons     WL
199          Dickerson Alex  34   DH  L   31   95   84   6   17   4   0   2   27    9   0   1   0   0   17   8    0   3    1  0.202  0.295  0.321  0.616    84  0.119  0.231   28.4%   17.9%   8.4%  0.47    Chunichi Dragons     WL
200         Fukunaga Hiroki  27  UTL  R   27  114   92  19   30   4   1   3   45   17  11   2   0   1   13  20    0   1    2  0.326  0.447  0.489  0.936   179  0.163  0.351   31.6%   11.4%  17.5%  1.54    Chunichi Dragons     WL
201            Gotoh Shunta  31    9  L   51  183  160  18   50   4   1   2   62   18   5   0   1   2   23  20    0   0    5  0.313  0.385  0.388  0.773   130  0.075  0.350   24.6%   12.6%  10.9%  0.87    Chunichi Dragons     WL
202          Hama Shonosuke  24    8  L   99  337  288  35   72  19   3   0   97   23  14   8   4   2   54  41    0   2    6  0.250  0.345  0.337  0.682   103  0.087  0.305   28.2%   16.0%  12.2%  0.76    Chunichi Dragons     WL
203          Higuchi Seishu  25    4  L   92  253  221  42   59   5   1   1   69   10  21   9   5   1   39  24    0   2    2  0.267  0.343  0.312  0.655    96  0.045  0.319   25.3%   15.4%   9.5%  0.62    Chunichi Dragons     WL
204          Hiwatari Touki  19    2  L   16   25   25   1    5   1   0   0    6    2   0   0   0   0    7   0    0   0    2  0.200  0.200  0.240  0.440    31  0.040  0.278   28.0%   28.0%   0.0%  0.00    Chunichi Dragons     WL
205             Hoshino Mao  20    6  R    6    2    2   0    0   0   0   0    0    0   0   0   0   0    1   0    0   0    0  0.000  0.000  0.000  0.000  -100  0.000  0.000   50.0%   50.0%   0.0%  0.00    Chunichi Dragons     WL
206          Ishibashi Kota  23    2  R   62  185  147  19   40   7   0   4   59   30   1   1   6   1   35  28    0   3    4  0.272  0.397  0.401  0.798   138  0.129  0.330   36.2%   18.9%  15.1%  0.80    Chunichi Dragons     WL
207         Ishigaki Masami  25    3  R   94  303  270  25   70   9   0   5   94   23   3   0   6   2   55  24    0   1    7  0.259  0.320  0.348  0.668   100  0.089  0.307   27.7%   18.2%   7.9%  0.44    Chunichi Dragons     WL
208         Ishikawa Takaya  23    5  R   38  160  144  24   41   7   1   7   71   26   0   0   0   2   26  12    1   2    6  0.285  0.344  0.493  0.837   148  0.208  0.301   28.1%   16.2%   7.5%  0.46    Chunichi Dragons     WL
209          Itayama Yutaro  30    3  L   31   99   81  17   20   5   0   1   28   11   1   0   0   1   15  13    0   4    3  0.247  0.374  0.346  0.720   115  0.099  0.288   29.3%   15.2%  13.1%  0.87    Chunichi Dragons     WL
210            Katoh Shohei  33    7  S   59  167  149  19   35   6   3   4   59   21   0   2   4   3   19  11    0   0    4  0.235  0.282  0.396  0.678   101  0.161  0.240   20.4%   11.4%   6.6%  0.58    Chunichi Dragons     WL
211            Katoh Takuma  32    2  R    1    3    3   0    0   0   0   0    0    0   0   0   0   0    0   0    0   0    0  0.000  0.000  0.000  0.000  -100  0.000  0.000    0.0%    0.0%   0.0%          Chunichi Dragons     WL
212           Kawagoe Seiji  31   DH  L   60  171  147  21   34   8   1   4   56   25   2   2   0   1   30  23    0   0    3  0.231  0.333  0.381  0.714   112  0.150  0.263   33.3%   17.5%  13.5%  0.77    Chunichi Dragons     WL
213            Kawakami Rii  23  UTL  R   45   70   66   9    6   1   0   0    7    1   2   0   0   0   14   4    0   0    2  0.091  0.143  0.106  0.249   -25  0.015  0.115   25.7%   20.0%   5.7%  0.29    Chunichi Dragons     WL
214        Kinoshita Takuya  32    2  R    7   19   16   2    6   1   0   1   10    8   0   0   1   0    2   2    0   0    0  0.375  0.444  0.625  1.069   217  0.250  0.385   26.3%   10.5%  10.5%  1.00    Chunichi Dragons     WL
215             Miya Taisei  21    2  L   52   99   88   6   17   3   0   1   23    6   0   0   4   0   16   7    0   0    3  0.193  0.253  0.261  0.514    54  0.068  0.225   24.2%   16.2%   7.1%  0.44    Chunichi Dragons     WL
216        Miyoshi Hironori  26    7  L   49  111  103   6   20   1   1   0   23    7   6   4   2   0   18   6    0   0    1  0.194  0.239  0.223  0.462    38  0.029  0.235   21.6%   16.2%   5.4%  0.33    Chunichi Dragons     WL
217           Monier Carlos  23   DH  R   50   93   75  11   15   0   0   0   15    3   1   0   0   0   33  14    0   4    0  0.200  0.355  0.200  0.555    67  0.000  0.357   50.5%   35.5%  15.1%  0.42    Chunichi Dragons     WL
218         Muramatsu Kaito  23    6  L    4   11   10   1    3   0   0   0    3    0   1   1   0   0    1   1    0   0    1  0.300  0.364  0.300  0.664    99  0.000  0.333   18.2%    9.1%   9.1%  1.00    Chunichi Dragons     WL
219       Nakajima Hiroyuki  41   DH  R   27   50   39   1    7   2   0   0    9    3   0   0   0   1   14   9    0   1    1  0.179  0.340  0.231  0.571    72  0.052  0.269   46.0%   28.0%  18.0%  0.64    Chunichi Dragons     WL
220              Nakata Sho  35    3  R   12   32   27   2    4   2   0   0    6    2   0   0   0   0    8   4    0   1    1  0.148  0.281  0.222  0.503    51  0.074  0.211   37.5%   25.0%  12.5%  0.50    Chunichi Dragons     WL
221               Oda Gouki  23    8  L   22   35   29   6    9   3   1   0   14    5   4   3   0   1    3   5    0   0    0  0.310  0.400  0.483  0.883   162  0.173  0.333   22.9%    8.6%  14.3%  1.67    Chunichi Dragons     WL
222           Ohshima Yohei  38    1  L    1    1    1   0    0   0   0   0    0    0   0   0   0   0    0   0    0   0    0  0.000  0.000  0.000  0.000  -100  0.000  0.000    0.0%    0.0%   0.0%          Chunichi Dragons     WL
223         Okabayashi Yuki  22   DH  L   11   45   40   3    7   2   1   0   11    7   1   0   0   0    3   5    0   0    2  0.175  0.267  0.275  0.542    62  0.100  0.189   17.8%    6.7%  11.1%  1.67    Chunichi Dragons     WL
224     Rodriguez Christian  22    6  R   65  226  196  20   53   9   0   0   62   16   3   5   4   4   41  19    0   3    6  0.270  0.338  0.316  0.654    96  0.046  0.333   26.5%   18.1%   8.4%  0.46    Chunichi Dragons     WL
225        Takahashi Shuhei  30    5  L   21   79   72   4   19   1   1   0   22    6   0   1   0   0   11   7    0   0    3  0.264  0.329  0.306  0.635    90  0.042  0.311   22.8%   13.9%   8.9%  0.64    Chunichi Dragons     WL
226           Tanaka Mikiya  23    4  R    4   14   13   2    4   1   0   0    5    1   0   0   1   0    0   0    0   0    1  0.308  0.308  0.385  0.693   106  0.077  0.308    0.0%    0.0%   0.0%          Chunichi Dragons     WL
227          Tsuchida Ryuku  21    6  L   37  107   95  12   28   3   3   1   40   12   1   0   0   0   22  10    0   2    3  0.295  0.374  0.421  0.795   136  0.126  0.375   30.8%   20.6%   9.3%  0.45    Chunichi Dragons     WL
228            Tsuda Keishi  21    5  R   80  157  137  15   32   4   2   0   40   13   8   2   3   1   38  10    0   6    3  0.234  0.312  0.292  0.604    81  0.058  0.320   30.6%   24.2%   6.4%  0.26    Chunichi Dragons     WL
229       Tsujimoto Rintaro  22    4  R   90  287  247  24   56   8   0   0   64   21   4   2  11   2   59  21    0   6    4  0.227  0.301  0.259  0.560    68  0.032  0.295   27.9%   20.6%   7.3%  0.36    Chunichi Dragons     WL
230         Uebayashi Seiji  28    8  L   55  175  154  27   43   8   3   3   66   13   6   1   3   0   23  14    0   4    3  0.279  0.355  0.429  0.784   133  0.150  0.312   22.9%   13.1%   8.0%  0.61    Chunichi Dragons     WL
231             Ukai Kosuke  25    7  R   82  241  217  27   47  10   1   5   74   25   1   2   0   1   47  17    0   6   12  0.217  0.290  0.341  0.631    88  0.124  0.253   28.6%   19.5%   7.1%  0.36    Chunichi Dragons     WL
232            Usami Shingo  31    2  L   24   67   62   4   16   2   0   0   18   10   0   0   0   0   14   5    0   0    2  0.258  0.313  0.290  0.603    81  0.032  0.333   28.4%   20.9%   7.5%  0.36    Chunichi Dragons     WL
233           Viciedo Dayan  35    3  R   72  256  223  20   67  17   0   8  108   31   0   0   0   4   30  25    1   4    8  0.300  0.375  0.484  0.859   155  0.184  0.312   24.6%   11.7%   9.8%  0.83    Chunichi Dragons     WL
234       Yamaasa Ryunosuke  20    2  L   48   80   72   7   12   1   0   0   13    4   1   1   0   0   19   8    0   0    2  0.167  0.250  0.181  0.431    30  0.014  0.226   33.8%   23.8%  10.0%  0.42    Chunichi Dragons     WL
235       Yamamoto Yasuhiro  30  UTL  R    7   21   19   0    3   0   0   0    3    1   0   0   2   0    3   0    0   0    0  0.158  0.158  0.158  0.316    -5  0.000  0.188   14.3%   14.3%   0.0%  0.00    Chunichi Dragons     WL
236          Adachi Ryoichi  36    4  R   14   29   24   2    2   0   0   0    2    1   1   0   0   0    8   5    0   0    2  0.083  0.241  0.083  0.324    -2  0.000  0.125   44.8%   27.6%  17.2%  0.62      ORIX Buffaloes     WL
237          Cedeno Leandro  25   DH  R    7   20   18   2    8   1   0   2   15    6   0   0   0   0    3   2    0   0    0  0.444  0.500  0.833  1.333   315  0.389  0.462   35.0%   15.0%  10.0%  0.67      ORIX Buffaloes     WL
238          Chano Tokumasa  24    9  L   91  253  224  35   60   4   3   1   73   20  16   7   3   1   32  24    0   1    2  0.268  0.340  0.326  0.666   105  0.058  0.307   22.5%   12.6%   9.5%  0.75      ORIX Buffaloes     WL
239           Fukuda Shuhei  31   DH  L   40  113   89  15   22   2   0   0   24    9   1   0   0   1   12  23    0   0    0  0.247  0.398  0.270  0.668   107  0.023  0.282   31.0%   10.6%  20.4%  1.92      ORIX Buffaloes     WL
240            Fukunaga Sho  24    2  R   60  157  128  13   24   7   0   2   37   14   0   0  12   0   18  13    0   4    4  0.188  0.283  0.289  0.572    76  0.101  0.204   21.0%   11.5%   8.3%  0.72      ORIX Buffaloes     WL
241              Gen Kendai  22    8  R   79  198  176  19   44   3   1   2   55   25   4   6   4   3   22  13    0   2    2  0.250  0.304  0.313  0.617    89  0.063  0.271   18.7%   11.1%   6.6%  0.59      ORIX Buffaloes     WL
