                      Pitcher                 Age  T   G   W   L  SV  CG  SHO   BF     IP    H  HR   SO  BB  IBB  HB  WP   R  ER    ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-   Diff    HR%     K%    BB%   K-BB%                Team League
121            Kyomoto Makoto                20.0  R  30   2   1   2   0    0  147   30.2   38   3   29  15    0   2   3  18  17   4.99   4.50   3.85  1.73   64  119     98   0.49   2.0%  19.7%  10.2%    9.5%      Yomiuri Giants     EL
122             Luciano Elvis                24.0  R  10   1   0   0   0    0   36   10.0    5   1    5   4    0   0   1   2   2   1.80   4.96   4.52  0.90  178  131    115  -3.16   2.8%  13.9%  11.1%    2.8%      Yomiuri Giants     EL
123             Mataki Teppei                25.0  L  20   5   3   0   0    0  350   87.0   76   4   70  22    0   2   1  24  20   2.07   3.28   3.43  1.13  155   86     87  -1.21   1.1%  20.0%   6.3%   13.7%      Yomiuri Giants     EL
124             Matsui Hayate                23.0  R  15   2   5   0   0    0  294   67.0   62   5   50  30    0   4   1  36  29   3.90   4.46   4.12  1.37   82  118    105  -0.56   1.7%  17.0%  10.2%    6.8%      Yomiuri Giants     EL
125           Mendez Yohander                29.0  L  22   6   5   0   0    0  461  105.0  104   3   91  38    0  13   3  48  46   3.94   3.56   3.65  1.35   81   94     93   0.38   0.7%  19.7%   8.2%   11.5%      Yomiuri Giants     EL
126             Morita Shunya                27.0  L   3   1   1   0   0    0   39   10.0    9   0    7   2    0   0   1   2   2   1.80   2.66   3.52  1.10  178   70     89  -0.86   0.0%  17.9%   5.1%   12.8%      Yomiuri Giants     EL
127             Nakagawa Kota                30.0  L  20   1   1   0   0    0   83   20.0   19   1   15   2    0   0   0   7   3   1.35   2.91   3.23  1.05  237   77     82  -1.56   1.2%  18.1%   2.4%   15.7%      Yomiuri Giants     EL
128              Naoe Daisuke                24.0  R  17   2   3   0   0    0  188   45.0   51   2   23   9    0   2   2  17  16   3.20   3.75   4.06  1.33  100   99    103  -0.55   1.1%  12.2%   4.8%    7.4%      Yomiuri Giants     EL
129            Nishidate Yuhi                22.0  R  10   1   0   0   0    0  148   38.2   23   2   54  11    0   0   2   7   6   1.40   2.19   1.89  0.88  229   58     48  -0.79   1.4%  36.5%   7.4%   29.1%      Yomiuri Giants     EL
130                Ohe Ryusei                25.0  L  32   0   1   0   0    0  123   28.2   23   1   36  13    0   4   0  10  10   3.14   3.18   2.93  1.26  102   84     74  -0.04   0.8%  29.3%  10.6%   18.7%      Yomiuri Giants     EL
131                Ota Taisei                25.0  R   5   0   0   1   0    0   16    5.0    1   0    8   0    0   0   0   0   0   0.00   0.26  -0.20  0.20  999    7     -5  -0.26   0.0%  50.0%   0.0%   50.0%      Yomiuri Giants     EL
132                Ramos Eury                26.0  R   2   0   0   0   0    0    8    2.0    1   0    4   0    0   0   0   0   0   0.00  -0.54  -0.20  0.50  999  -14     -5   0.54   0.0%  50.0%   0.0%   50.0%      Yomiuri Giants     EL
133              Suzuki Kohei                30.0  R  30   0   0   0   0    0  129   30.1   21   1   26  18    0   2   3   9   8   2.37   4.15   4.18  1.29  135  109    106  -1.78   0.8%  20.2%  14.0%    6.2%      Yomiuri Giants     EL
134             Takahashi Rei                28.0  R  14   2   3   0   0    0  284   64.2   78   4   38  17    0   4   1  29  21   2.92   4.06   4.06  1.47  110  107    103  -1.14   1.4%  13.4%   6.0%    7.4%      Yomiuri Giants     EL
135            Takahashi Yuki                27.0  L   2   1   0   0   0    0   31    6.0    9   0    4   4    0   2   0   4   4   6.00   5.13   4.80  2.17   53  135    122   0.87   0.0%  12.9%  12.9%    0.0%      Yomiuri Giants     EL
136           Takanashi Yuhei                31.0  L   6   0   0   0   0    0   27    6.0    6   1    6   2    0   1   0   2   1   1.50   5.13   3.32  1.33  213  135     84  -3.63   3.7%  22.2%   7.4%   14.8%      Yomiuri Giants     EL
137            Tanaka Chiharu                23.0  R  29   5   3   0   0    0  231   52.1   51   1   55  32    1   2   3  23  21   3.61   3.56   3.80  1.59   89   94     96   0.05   0.4%  23.8%  13.9%    9.9%      Yomiuri Giants     EL
138              Toda Natsuki                23.0  R  29   2   2   2   0    0  132   31.0   25   0   28  16    0   0   1  12   7   2.03   3.20   3.89  1.32  158   84     99  -1.17   0.0%  21.2%  12.1%    9.1%      Yomiuri Giants     EL
139                Tomida Ryu                24.0  L   4   1   0   0   0    0   16    4.0    3   0    7   1    0   1   0   2   1   2.25   1.46   1.05  1.00  142   39     27   0.79   0.0%  43.8%   6.2%   37.6%      Yomiuri Giants     EL
140             Yamada Ryusei                23.0  R  29   2   2   0   0    0  105   27.1   14   1   32  11    0   1   3   6   5   1.65   2.91   2.80  0.91  194   77     71  -1.26   1.0%  30.5%  10.5%   20.0%      Yomiuri Giants     EL
141              Yokogawa Kai                23.0  L  18   6   6   0   0    0  353   84.0   94   8   62  23    0   3   2  37  35   3.75   4.15   3.70  1.39   85  109     94  -0.40   2.3%  17.6%   6.5%   11.1%      Yomiuri Giants     EL
142               Espada Jose                27.0  R  19   0   0   3   0    0   74   19.0    9   0   27   9    0   0   3   2   2   0.95   2.04   2.37  0.95  354   51     60  -1.09   0.0%  36.5%  12.2%   24.3%     Yakult Swallows     EL
143                 Hara Juri                30.0  R  26   4   4   0   0    0  228   55.0   58   3   15  13    0   2   3  26  21   3.44   4.44   4.71  1.29   98  111    120  -1.00   1.3%   6.6%   5.7%    0.9%     Yakult Swallows     EL
144           Hasegawa Hiroki                25.0  L  26   3   1   0   0    0  117   28.1   21   0   30   8    0   1   0   8   7   2.22   2.30   2.92  1.02  152   58     74  -0.08   0.0%  25.6%   6.8%   18.8%     Yakult Swallows     EL
145              Hoshi Tomoya                30.0  R  14   0   2   4   0    0   54   13.0   11   0   11   5    1   0   1   3   3   2.08   2.92   3.69  1.23  162   73     94  -0.84   0.0%  20.4%   9.3%   11.1%     Yakult Swallows     EL
146             Ishihara Yuki                22.0  L  25   0   2   0   0    0  117   22.1   33   0   19  16    0   1   4  21  15   6.04   4.04   4.54  2.19   56  101    115   2.00   0.0%  16.2%  13.7%    2.5%     Yakult Swallows     EL
147         Ishikawa Masanori                44.0  L  10   2   0   0   0    0  172   40.2   40   3   27  12    0   0   2  12  11   2.43   3.98   3.93  1.28  138  100    100  -1.55   1.7%  15.7%   7.0%    8.7%     Yakult Swallows     EL
148           Ishiyama Taichi                35.0  R   6   2   0   1   0    0   32    7.0    7   0    6   3    0   0   0   4   1   1.29   3.03   3.86  1.43  261   76     98  -1.74   0.0%  18.8%   9.4%    9.4%     Yakult Swallows     EL
149             Kanakubo Yuto                24.0  R  16   1   1   1   0    0  187   45.2   37   3   34  15    0   1   1  22  20   3.94   3.88   3.78  1.14   85   97     96   0.06   1.6%  18.2%   8.0%   10.2%     Yakult Swallows     EL
150            Katekaru Kouta                21.0  R  18   1   1   0   0    0   99   20.2   21   2   12  14    0   2   5  17  12   5.23   5.88   5.00  1.69   64  147    127  -0.65   2.0%  12.1%  14.1%   -2.0%     Yakult Swallows     EL
151             Kayama Shinya                34.0  L  29   1   1   0   0    0  111   25.2   23   2   21   8    0   0   0  10   8   2.81   3.77   3.63  1.21  120   95     92  -0.96   1.8%  18.9%   7.2%   11.7%     Yakult Swallows     EL
152               Konno Ryuta                29.0  R  32   1   2   8   0    0  146   34.0   32   1   30  11    2   2   0  13  10   2.65   3.22   3.50  1.26  127   81     89  -0.57   0.7%  20.5%   7.5%   13.0%     Yakult Swallows     EL
153              Kozawa Reiji                26.0  R   2   0   0   0   0    0   12    3.0    4   0    2   0    0   0   0   1   1   3.00   2.13   3.13  1.33  112   53     79   0.87   0.0%  16.7%   0.0%   16.7%     Yakult Swallows     EL
154            Maruyama Shota                25.0  R  24   1   2   7   0    0  100   25.0   16   1   24  11    1   0   1   7   5   1.80   3.38   3.50  1.08  187   85     89  -1.58   1.0%  24.0%  11.0%   13.0%     Yakult Swallows     EL
155           Matsumoto Kengo                25.0  R  14   4   2   0   0    0  214   50.2   55   2   39  11    0   2   2  17  14   2.49   3.20   3.49  1.30  135   80     89  -0.71   0.9%  18.2%   5.1%   13.1%     Yakult Swallows     EL
156            Miyagawa Tetsu                28.0  R  38   1   2   1   0    0  171   38.2   36   5   30  17    0   2   3  24  19   4.42   5.06   4.04  1.37   76  127    103  -0.64   2.9%  17.5%   9.9%    7.6%     Yakult Swallows     EL
157            Nishidate Kota                23.0  R   5   1   1   0   0    0   41    9.0    8   0   11   7    0   0   2   5   5   5.00   3.35   3.82  1.67   67   84     97   1.65   0.0%  26.8%  17.1%    9.7%     Yakult Swallows     EL
158             Numata Shohei                24.0  R  28   4   5   0   0    0  269   61.1   62   6   36  27    0   1   1  31  29   4.26   4.93   4.47  1.45   79  124    113  -0.67   2.2%  13.4%  10.0%    3.4%     Yakult Swallows     EL
159            Ogawa Yasuhiro                34.0  R   8   0   3   0   0    0  159   38.2   41   4   17   6    0   0   1  19  19   4.42   4.39   4.11  1.22   76  110    104   0.03   2.5%  10.7%   3.8%    6.9%     Yakult Swallows     EL
160          Okugawa Yasunobu                23.0  R  10   2   3   1   0    0  168   41.2   31   3   19   9    0   4   0  20  15   3.24   4.42   4.20  0.96  104  111    107  -1.18   1.8%  11.3%   5.4%    5.9%     Yakult Swallows     EL
161                Onaka Yuya                29.0  R  33   0   2   1   0    0  132   32.1   28   0   24   7    0   2   0   9   6   1.67   2.81   3.51  1.08  201   70     89  -1.14   0.0%  18.2%   5.3%   12.9%     Yakult Swallows     EL
162           Rodriguez Elvin                26.0  R  17   1   0   2   0    0  181   43.0   31   0   29  14    0   2   2  13   8   1.67   3.23   3.97  1.05  201   81    101  -1.56   0.0%  16.0%   7.7%    8.3%     Yakult Swallows     EL
163         Sakaguchi Kousuke                24.0  R  20   9   3   0   0    0  414  100.2   78   6   57  36    0   4   5  31  25   2.24   4.29   4.29  1.13  150  108    109  -2.05   1.4%  13.8%   8.7%    5.1%     Yakult Swallows     EL
164           Sakamoto Takumi                19.0  L  11   0   2   0   0    0  100   20.0   23   1   13  19    0   0   2  18  18   8.10   5.66   5.40  2.10   42  142    137   2.44   1.0%  13.0%  19.0%   -6.0%     Yakult Swallows     EL
165            Shibata Daichi                26.0  R  40   2   1   0   0    0  151   37.1   21   1   31  22    1   0   5   9   9   2.17   3.92   4.20  1.15  155   98    107  -1.75   0.7%  20.5%  14.6%    5.9%     Yakult Swallows     EL
166            Shimizu Noboru                27.0  R  18   3   1   1   0    0  200   46.0   54   2   37   9    0   2   3  27  23   4.50   3.13   3.40  1.37   75   78     86   1.37   1.0%  18.5%   4.5%   14.0%     Yakult Swallows     EL
167          Shimo Shinnosuke                22.0  L  23   2   0   0   0    0  133   28.0   21   0   25  28    0   6   5  18  17   5.46   5.32   5.03  1.75   62  133    128   0.14   0.0%  18.8%  21.1%   -2.3%     Yakult Swallows     EL
168            Taguchi Kazuto                28.0  L  10   1   1   3   0    0   42   10.0   10   0   10   1    0   0   0   2   2   1.80   1.76   2.66  1.10  187   44     68   0.04   0.0%  23.8%   2.4%   21.4%     Yakult Swallows     EL
169           Takahashi Keiji                27.0  L   3   1   1   0   0    0   57   15.2    9   1   11   2    0   1   0   3   3   1.72   3.46   3.22  0.70  196   87     82  -1.74   1.8%  19.3%   3.5%   15.8%     Yakult Swallows     EL
170          Takahashi Shosei                18.0  R   2   0   0   0   0    0   10    2.0    3   0    4   1    0   0   0   2   2   9.00   0.96   1.80  2.00   37   24     46   8.04   0.0%  40.0%  10.0%   30.0%     Yakult Swallows     EL
171       Takanashi Hirotoshi                33.0  R  13   3   6   0   0    0  247   57.0   60   6   50  16    0   2   2  25  21   3.32   4.02   3.42  1.33  101  101     87  -0.70   2.4%  20.2%   6.5%   13.7%     Yakult Swallows     EL
172            Takeyama Hyuga                20.0  R  15   3   4   0   0    0  181   35.2   55   2   12  18    0   5   2  37  33   8.33   5.45   5.13  2.05   40  137    130   2.88   1.1%   6.6%   9.9%   -3.3%     Yakult Swallows     EL
173            Yamamoto Daiki                28.0  L   6   0   0   0   0    0   33    8.0    6   0    5   3    0   2   0   0   0   0.00   4.08   4.19  1.12  999  102    106  -4.08   0.0%  15.2%   9.1%    6.1%     Yakult Swallows     EL
174             Yamano Taichi                25.0  L  11   3   1   0   0    0  176   44.1   35   2   29   9    0   2   1   9   6   1.22   3.48   3.66  0.99  276   87     93  -2.26   1.1%  16.5%   5.1%   11.4%     Yakult Swallows     EL
175          Yamashita Hikaru                24.0  L  19   3   5   1   0    0  238   55.0   62   7   23  18    0   2   4  37  36   5.89   5.37   4.59  1.45   57  135    116   0.52   2.9%   9.7%   7.6%    2.1%     Yakult Swallows     EL
176             Alvarez Frank                25.0  R  16   0   1   1   0    0  100   20.1   25   1   17  12    0   3   4  18  15   6.64   4.64   4.30  1.82   50  118    109   2.00   1.0%  17.0%  12.0%    5.0%    Chunichi Dragons     WL
177             Feliz Michael                31.0  R  24   2   0   5   0    0   89   23.1   14   0   24   5    0   0   9   5   2   0.77   2.05   2.67  0.81  430   52     68  -1.28   0.0%  27.0%   5.6%   21.4%    Chunichi Dragons     WL
178           Fujishima Kento                26.0  R   3   0   0   0   0    0   13    3.0    3   2    3   1    0   0   0   2   2   6.00  11.13   3.26  1.33   55  283     83  -5.13  15.4%  23.1%   7.7%   15.4%    Chunichi Dragons     WL
179               Fuku Hiroto                32.0  L  26   2   0   0   0    0   95   20.2   22   1   19   7    0   1   0   9   8   3.48   3.41   3.54  1.40   95   87     90   0.07   1.1%  20.0%   7.4%   12.6%    Chunichi Dragons     WL
180           Fukuda Konosuke                18.0  L  10   2   3   0   0    0  165   37.1   27   0   29  25    0   2   2  16  13   3.13   4.08   4.56  1.39  106  104    116  -0.95   0.0%  17.6%  15.2%    2.4%    Chunichi Dragons     WL
181           Fukushima Shota                21.0  L  23   0   1   1   0    0  118   22.2   24   1   21  24    1   5   2  21  14   5.56   6.02   5.05  2.12   60  153    128  -0.46   0.8%  17.8%  20.3%   -2.5%    Chunichi Dragons     WL
182             Fukutani Koji                33.0  R  15   4   2   0   1    1  265   66.1   62   3   57  13    0   1   3  18  18   2.44   2.96   3.14  1.13  136   75     80  -0.52   1.1%  21.5%   4.9%   16.6%    Chunichi Dragons     WL
183               Habu Shohta                23.0  R  16   0   2   0   0    0   78   16.1   25   2   13   5    1   2   3  12  11   6.06   4.75   3.77  1.84   55  121     96   1.31   2.6%  16.7%   6.4%   10.3%    Chunichi Dragons     WL
184            Hashimoto Yuki                26.0  L   6   0   0   3   0    0   20    5.1    3   0    3   2    0   0   0   1   0   0.00   3.46   4.30  0.94  999   88    109  -3.46   0.0%  15.0%  10.0%    5.0%    Chunichi Dragons     WL
185              Ishikawa Sho                24.0  R  17   2   1   0   0    0   61   15.0    8   1   13  11    0   1   2   7   5   3.00   4.99   4.47  1.27  110  127    113  -1.99   1.6%  21.3%  18.0%    3.3%    Chunichi Dragons     WL
186           Ishimori Taisei                26.0  L  26   1   0   0   0    0  168   39.0   36   3   41  25    0   0   2  18  18   4.15   4.28   3.85  1.56   80  109     98  -0.13   1.8%  24.4%  14.9%    9.5%    Chunichi Dragons     WL
187               Iwasaki Sho                34.0  R  24   1   1   8   0    0   90   21.2   18   0   18   8    0   0   4   5   3   1.25   2.91   3.69  1.20  265   74     94  -1.66   0.0%  20.0%   8.9%   11.1%    Chunichi Dragons     WL
188         Kakigoshi Kenshin                24.0  L   5   1   0   0   0    0   19    3.1    7   0    2   3    0   0   0   4   3   8.10   4.96   5.33  3.00   41  126    135   3.14   0.0%  10.5%  15.8%   -5.3%    Chunichi Dragons     WL
189                Kato Ryuma                25.0  R   9   0   0   0   0    0   48    8.1   10   0    9  10    0   2   0   9   6   6.48   5.62   5.01  2.40   51  143    127   0.86   0.0%  18.8%  20.8%   -2.0%    Chunichi Dragons     WL
190              Kato Tsubasa                21.0  R   5   0   0   0   0    0   20    4.2    6   0    2   2    0   0   1   4   4   7.71   3.89   4.80  1.71   43   99    122   3.82   0.0%  10.0%  10.0%    0.0%    Chunichi Dragons     WL
191          Katsuno Akiyoshi                27.0  R  10   0   0   1   0    0   32    8.2    5   0   10   2    0   0   2   0   0   0.00   1.84   2.30  0.81  999   47     58  -1.84   0.0%  31.2%   6.2%   25.0%    Chunichi Dragons     WL
192               Kikuta Towa                20.0  R   6   0   1   0   0    0   29    6.1    6   0    3   5    0   0   4   4   2   2.84   4.88   5.49  1.74  117  124    139  -2.04   0.0%  10.3%  17.2%   -6.9%    Chunichi Dragons     WL
193                 Kondo Ren                25.0  L  46   3   1   0   0    0  173   43.0   29   2   36  17    0   2   8  12  10   2.09   3.72   3.70  1.07  159   95     94  -1.63   1.2%  20.8%   9.8%   11.0%    Chunichi Dragons     WL
194          Matsuba Takahiro                33.0  L   6   4   1   0   0    0  132   34.2   24   1   14   9    0   2   1   7   7   1.82   3.98   4.42  0.95  182  101    112  -2.16   0.8%  10.6%   6.8%    3.8%    Chunichi Dragons     WL
195          Matsukihira Yuta                21.0  R  16  10   3   0   3    2  422  107.2   90   2   71  24    0   0   6  22  21   1.76   3.05   3.69  1.06  188   78     94  -1.29   0.5%  16.8%   5.7%   11.1%    Chunichi Dragons     WL
196            Mejia Humberto                27.0  R   4   1   1   0   0    0   88   23.0   21   0   13   2    0   2   0   2   2   0.78   2.85   3.55  1.00  425   73     90  -2.07   0.0%  14.8%   2.3%   12.5%    Chunichi Dragons     WL
197               Mori Hiroto                26.0  R  24   2   4   0   0    0  101   25.0   15   0   14  12    0   1   0   8   6   2.16   3.90   4.60  1.08  153   99    117  -1.74   0.0%  13.9%  11.9%    2.0%    Chunichi Dragons     WL
198             Moriyama Akio                19.0  L   5   0   1   0   0    0   46    9.0   14   2    5   4    0   1   2   9   8   8.00   6.90   4.58  2.00   41  176    116   1.10   4.3%  10.9%   8.7%    2.2%    Chunichi Dragons     WL
199              Nakachi Reia                23.0  R   9   3   2   0   0    0  203   49.0   49   0   50  12    0   0   5  20  17   3.12   2.15   2.93  1.24  106   55     74   0.97   0.0%  24.6%   5.9%   18.7%    Chunichi Dragons     WL
200                 Neo Akira                24.0  R  16   4   5   0   0    0  344   82.0   74   2   75  35    0   4   7  28  24   2.63   3.37   3.64  1.33  126   86     92  -0.74   0.6%  21.8%  10.2%   11.6%    Chunichi Dragons     WL
201              Nonaka Tento                19.0  L   8   0   3   0   0    0  101   21.2   26   2   16  13    0   0   0  16  16   6.65   4.98   4.50  1.80   50  127    114   1.67   2.0%  15.8%  12.9%    2.9%    Chunichi Dragons     WL
202                Ohno Yudai                35.0  L  11   4   2   0   0    0  231   58.2   45   3   27  13    0   1   0  22  20   3.07   3.92   4.19  0.99  108  100    106  -0.85   1.3%  11.7%   5.6%    6.1%    Chunichi Dragons     WL
203             Okada Toshiya                32.0  L  14   3   1   1   0    0  181   48.1   34   1   31   3    0   1   3   9   6   1.12   2.69   3.25  0.77  296   68     82  -1.57   0.6%  17.1%   1.7%   15.4%    Chunichi Dragons     WL
204              Saitoh Kohki                27.0  L   3   0   0   0   0    0   10    2.2    3   0    4   0    0   0   0   1   1   3.38   0.46   0.80  1.13   98   12     20   2.92   0.0%  40.0%   0.0%   40.0%    Chunichi Dragons     WL
205             Sobue Daisuke                36.0  R  15   1   0   8   0    0   53   14.0    9   0   16   3    0   0   0   2   2   1.29   1.82   2.35  0.86  257   46     60  -0.53   0.0%  30.2%   5.7%   24.5%    Chunichi Dragons     WL
206            Sunada Yoshiki                28.0  L  32   1   0   0   0    0  128   29.0   29   1   16   7    0   1   0  10   8   2.48   3.63   4.10  1.24  134   92    104  -1.15   0.8%  12.5%   5.5%    7.0%    Chunichi Dragons     WL
207             Tajima Shinji                34.0  R  31   3   1   2   0    0  122   28.2   22   1   20  11    2   1   2  10   6   1.88   3.77   4.06  1.15  176   96    103  -1.89   0.8%  16.4%   9.0%    7.4%    Chunichi Dragons     WL
208          Takahashi Hiroto                21.0  R   4   3   1   0   1    1  112   29.0   18   0   22   8    0   1   0   8   3   0.93   2.87   3.55  0.90  356   73     90  -1.94   0.0%  19.6%   7.1%   12.5%    Chunichi Dragons     WL
209          Takeuchi Ryushin                22.0  R   1   0   0   0   0    0   15    3.0    5   1    2   0    0   0   0   3   3   9.00   6.46   3.47  1.67   37  164     88   2.54   6.7%  13.3%   0.0%   13.3%    Chunichi Dragons     WL
210               Ueda Kotaro                21.0  L   9   2   4   0   0    0  175   39.1   43   1   25  18    0   2   0  26  21   4.81   4.04   4.40  1.55   69  103    112   0.77   0.6%  14.3%  10.3%    4.0%    Chunichi Dragons     WL
211                Umeno Yugo                25.0  R  26   2   2   5   0    0   99   25.0   21   0   20   6    0   0   0   6   6   2.16   2.58   3.39  1.08  153   66     86  -0.42   0.0%  20.2%   6.1%   14.1%    Chunichi Dragons     WL
212              Umetsu Kodai                27.0  R   4   2   1   0   0    0  108   27.0   27   0   20   2    0   1   2   6   6   2.00   2.31   3.13  1.07  166   59     79  -0.31   0.0%  18.5%   1.9%   16.6%    Chunichi Dragons     WL
213             Wakui Hideaki                38.0  R   3   1   0   0   0    0   49   13.0   11   0    8   3    0   0   1   2   2   1.38   2.92   3.78  1.08  240   74     96  -1.54   0.0%  16.3%   6.1%   10.2%    Chunichi Dragons     WL
214               Yanagi Yuya                30.0  R   8   7   1   0   1    1  212   51.0   55   1   24  11    0   0   3  19  19   3.35   3.42   4.19  1.29   99   87    106  -0.07   0.5%  11.3%   5.2%    6.1%    Chunichi Dragons     WL
215                 Abe Shota                31.0  R  26   1   1   5   0    0   99   24.2   22   2   12   6    1   0   4   8   8   2.92   4.27   4.19  1.14  106  116    106  -1.35   2.0%  12.1%   6.1%    6.0%      ORIX Buffaloes     WL
216             Ashida Taketo                24.0  R  18   1   2   0   0    0  276   64.0   75   1   44  18    0   5   2  29  26   3.66   3.37   3.86  1.45   85   92     98   0.29   0.4%  15.9%   6.5%    9.4%      ORIX Buffaloes     WL
217               Azuma Kohei                24.0  R   3   1   0   0   0    0   55   13.2   11   0    9   4    0   2   0   4   4   2.63   3.46   3.89  1.10  118   94     99  -0.83   0.0%  16.4%   7.3%    9.1%      ORIX Buffaloes     WL
218             Castillo Luis                29.0  R   1   0   0   0   0    0    3    1.0    0   0    0   0    0   0   0   0   0   0.00   3.46   4.80  0.00  999   94    122  -3.46   0.0%   0.0%   0.0%    0.0%      ORIX Buffaloes     WL
219         Espinoza Anderson                26.0  R   1   1   0   0   0    0   26    6.0    4   0    4   4    0   0   0   1   1   1.50   4.13   4.80  1.33  207  112    122  -2.63   0.0%  15.4%  15.4%    0.0%      ORIX Buffaloes     WL
220              Gonda Ryusei                24.0  R  31   2   2   0   0    0  239   56.0   60   3   32  17    0   1   1  22  20   3.21   3.98   4.17  1.38   97  108    106  -0.77   1.3%  13.4%   7.1%    6.3%      ORIX Buffaloes     WL
221               Higa Motoki                41.0  R  12   1   0   0   0    0   44   11.1   10   0   10   1    0   0   0   2   2   1.59   1.96   2.75  0.97  195   53     70  -0.37   0.0%  22.7%   2.3%   20.4%      ORIX Buffaloes     WL
222          Hirano Yoshihisa                40.0  R   7   0   0   0   0    0   31    7.0    6   0    3   4    0   0   1   1   1   1.29   4.32   5.12  1.43  240  118    130  -3.03   0.0%   9.7%  12.9%   -3.2%      ORIX Buffaloes     WL
223              Honda Hitomi                24.0  R  23   1   1   0   0    0   94   22.1   21   0   15  10    0   0   0   6   6   2.42   3.46   4.27  1.39  128   94    108  -1.04   0.0%  16.0%  10.6%    5.4%      ORIX Buffaloes     WL
224           Iguchi Kazutomo                30.0  R   8   0   0   0   0    0   31    7.2    7   0    7   1    0   1   0   1   1   1.17   2.42   2.86  1.04  265   66     73  -1.25   0.0%  22.6%   3.2%   19.4%      ORIX Buffaloes     WL
225             Iriyama Kaito                24.0  R  39   3   2   8   0    0  179   39.2   37   0   35  25    0   0   7  17  14   3.18   3.59   4.24  1.56   97   98    108  -0.41   0.0%  19.6%  14.0%    5.6%      ORIX Buffaloes     WL
226            Kawachi Kosuke                19.0  R   9   0   1   0   0    0   71   18.0   15   1    9   8    0   1   0   3   3   1.50   4.68   4.66  1.28  207  127    118  -3.18   1.4%  12.7%  11.3%    1.4%      ORIX Buffaloes     WL
227              Kawase Kento                22.0  R  17   1   2   0   0    0  236   55.1   55   3   32  16    0   3   3  29  27   4.39   4.04   4.12  1.28   71  110    105   0.35   1.3%  13.6%   6.8%    6.8%      ORIX Buffaloes     WL
228             Kogita Atsuya                25.0  R   3   1   0   0   0    0   11    3.0    2   0    4   0    0   0   0   0   0   0.00   0.79   1.16  0.67  999   21     29  -0.79   0.0%  36.4%   0.0%   36.4%      ORIX Buffaloes     WL
229           Kotajima Seiryu                25.0  R   1   0   0   0   0    0    3    1.0    0   0    0   0    0   0   0   0   0   0.00   3.46   4.80  0.00  999   94    122  -3.46   0.0%   0.0%   0.0%    0.0%      ORIX Buffaloes     WL
230                 Mae Yuito                22.0  R  36   4   2   0   0    0  149   36.1   31   2   30  13    0   1   0   9   8   1.98   3.68   3.66  1.21  157  100     93  -1.70   1.3%  20.1%   8.7%   11.4%      ORIX Buffaloes     WL
231             Miyagi Hiroya                22.0  L   2   1   0   0   0    0   26    8.0    4   0    8   0    0   0   0   0   0   0.00   1.46   1.72  0.50  999   40     44  -1.46   0.0%  30.8%   0.0%   30.8%      ORIX Buffaloes     WL
232             Miyaguni Riku                18.0  R   6   0   1   0   0    0   55   10.2   11   0    6  14    0   0   0  10   9   7.59   6.27   6.25  2.34   41  171    159   1.32   0.0%  10.9%  25.5%  -14.6%      ORIX Buffaloes     WL
233              Mukunoki Ren                24.0  R  21   3   2   1   0    0  212   57.0   37   0   45  12    0   1   1  12  10   1.58   2.57   3.24  0.86  196   70     82  -0.99   0.0%  21.2%   5.7%   15.5%      ORIX Buffaloes     WL
234           Muranishi Ryota                27.0  R  19   5   5   0   0    0  361   79.0   84   1   41  40    0   9   1  40  32   3.65   4.45   4.77  1.57   85  121    121  -0.80   0.3%  11.4%  11.1%    0.3%      ORIX Buffaloes     WL
235              Nakata Yuito                22.0  R  34   3   3   0   0    0  187   41.2   51   4   29  16    1   0   2  26  25   5.40   4.47   4.10  1.61   57  122    104   0.93   2.1%  15.5%   8.6%    6.9%      ORIX Buffaloes     WL
236                 Ohe Kaito                24.0  L  19   2   0   0   0    0  103   20.2   31   0   21  11    0   0   2  19  14   6.10   3.02   3.83  2.03   51   82     97   3.08   0.0%  20.4%  10.7%    9.7%      ORIX Buffaloes     WL
237                 Ono Taiki                30.0  R  27   1   1   4   0    0  112   26.0   10   0   29  24    0   3   3   6   6   2.08   4.34   4.35  1.31  149  118    110  -2.26   0.0%  25.9%  21.4%    4.5%      ORIX Buffaloes     WL
238              Perdomo Luis                31.0  R   1   0   0   0   0    0    3    1.0    1   0    0   0    0   0   0   0   0   0.00   3.46   4.80  1.00  999   94    122  -3.46   0.0%   0.0%   0.0%    0.0%      ORIX Buffaloes     WL
239               Saiki Kaito                24.0  R  13   2   3   1   0    0  175   37.1   48   1   31  17    0   2   1  25  19   4.58   3.67   4.00  1.74   68  100    102   0.91   0.6%  17.7%   9.7%    8.0%      ORIX Buffaloes     WL
240             Saito Kyosuke                19.0  R  13   4   2   0   0    0  249   58.2   50   2   51  27    0   2   9  20  20   3.07   3.65   3.84  1.31  101   99     97  -0.58   0.8%  20.5%  10.8%    9.7%      ORIX Buffaloes     WL
241              Satoh Kazuma                23.0  L  17   4   7   0   0    0  358   89.0   70   4   72  30    0   1   5  25  19   1.92   3.47   3.63  1.12  161   94     92  -1.55   1.1%  20.1%   8.4%   11.7%      ORIX Buffaloes     WL
242             Sotani Ryuhei                23.0  L   3   1   0   0   0    0   30    8.2    4   0   10   0    0   0   0   0   0   0.00   1.15   1.47  0.46  999   31     37  -1.15   0.0%  33.3%   0.0%   33.3%      ORIX Buffaloes     WL
