      Player  Age  Pos    Inn   TZR  TZR/143  RngR  ARM  DPR  ErrR  Pos Adj  Framing  Blocking                Team League
369      NaN   34  NaN   64.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.8      NaN       NaN      Yomiuri Giants     EL
370      NaN   24  4.0   10.0  -1.7   -218.8  -0.9  NaN -0.1  -0.7      0.0      NaN       NaN       Oisix Albirex     EL
371      NaN   24  5.0   99.0  -0.5     -6.5   1.1  NaN -0.2  -1.5     -0.4      NaN       NaN       Oisix Albirex     EL
372      NaN   24  8.0  137.0  -3.7    -34.8  -3.0 -0.8  NaN   0.1      0.5      NaN       NaN       Oisix Albirex     EL
373      NaN   24  9.0  479.2  -2.2     -5.9  -1.2 -0.5  NaN  -0.5     -1.9      NaN       NaN       Oisix Albirex     EL
374      NaN   24  NaN    0.2   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN       Oisix Albirex     EL
375      NaN   23  2.0  572.2   2.2      4.9   NaN  1.8  NaN   0.5      8.1     10.1       1.6      Yomiuri Giants     EL
376      NaN   23  NaN    2.1   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      Yomiuri Giants     EL
377      NaN   21  3.0  316.2   1.1      4.5   4.3  NaN -0.5  -2.7     -3.5      NaN       NaN  Nipponham Fighters     EL
378      NaN   21  5.0   57.2  -1.2    -26.8   0.1  NaN  0.0  -1.4     -0.2      NaN       NaN  Nipponham Fighters     EL
379      NaN   21  7.0  228.0  -3.8    -21.4  -5.5  1.6  NaN   0.1     -2.2      NaN       NaN  Nipponham Fighters     EL
380      NaN   21  8.0   71.0   0.0      0.0  -0.7  0.6  NaN   0.0      0.2      NaN       NaN  Nipponham Fighters     EL
381      NaN   21  9.0  136.0  -5.6    -53.0  -5.0 -0.7  NaN   0.1     -0.5      NaN       NaN  Nipponham Fighters     EL
382      NaN   21  NaN    8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN  Nipponham Fighters     EL
383      NaN   21  3.0  412.2   1.4      4.4  -0.4  NaN  0.2   1.6     -4.6      NaN       NaN      Yomiuri Giants     EL
384      NaN   21  7.0  235.0  -2.2    -12.0  -1.1 -1.1  NaN   0.1     -2.2      NaN       NaN      Yomiuri Giants     EL
385      NaN   21  NaN   70.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.8      NaN       NaN      Yomiuri Giants     EL
386      NaN   22  4.0  152.1   1.6     13.5   1.2  NaN  0.1   0.3      0.4      NaN       NaN       DeNA BayStars     EL
387      NaN   22  5.0    8.0   0.9    144.8   0.7  NaN  0.0   0.2      0.0      NaN       NaN       DeNA BayStars     EL
388      NaN   22  6.0  324.1   2.2      8.7   1.2  NaN -0.2   1.3      2.7      NaN       NaN       DeNA BayStars     EL
389      NaN   28  8.0   19.0   0.1      6.8   0.1  0.0  NaN   0.0      0.1      NaN       NaN      ORIX Buffaloes     WL
390      NaN   28  9.0   15.0   0.1      8.6   0.0  0.1  NaN   0.0     -0.1      NaN       NaN      ORIX Buffaloes     WL
391      NaN   28  NaN   32.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.4      NaN       NaN      ORIX Buffaloes     WL
392      NaN   27  7.0  111.2   2.2     25.3   1.5  0.7  NaN   0.1     -1.1      NaN       NaN      Hiroshima Carp     WL
393      NaN   27  9.0    8.0  -0.6    -96.5  -0.4 -0.2  NaN   0.0      0.0      NaN       NaN      Hiroshima Carp     WL
394      NaN   27  NaN   48.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.6      NaN       NaN      Hiroshima Carp     WL
395      NaN   22  5.0  118.0   1.0     10.9   1.3  NaN -0.6   0.3     -0.4      NaN       NaN      ORIX Buffaloes     WL
396      NaN   22  7.0   20.0  -0.9    -57.9  -0.3 -0.7  NaN   0.0     -0.2      NaN       NaN      ORIX Buffaloes     WL
397      NaN   22  8.0  257.0   5.7     28.5   2.8  2.8  NaN   0.1      0.9      NaN       NaN      ORIX Buffaloes     WL
398      NaN   22  9.0   79.1   1.5     24.3   0.3  1.2  NaN   0.1     -0.3      NaN       NaN      ORIX Buffaloes     WL
399      NaN   19  3.0   94.0  -1.3    -17.8  -1.5  NaN -0.1   0.2     -1.1      NaN       NaN      Hanshin Tigers     WL
400      NaN   19  4.0   17.0   1.2     90.8   0.6  NaN  0.2   0.3      0.0      NaN       NaN      Hanshin Tigers     WL
401      NaN   19  5.0  568.0  -6.3    -14.3  -4.5  NaN  0.0  -1.8     -2.2      NaN       NaN      Hanshin Tigers     WL
402      NaN   19  6.0   18.0   1.5    107.2   0.9  NaN  0.3   0.4      0.1      NaN       NaN      Hanshin Tigers     WL
403      NaN   19  NaN    4.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      Hanshin Tigers     WL
404      NaN   24  4.0   35.0  -0.8    -29.4  -0.4  NaN -0.1  -0.4      0.1      NaN       NaN     HAYATE Ventures     WL
405      NaN   24  5.0    1.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN     HAYATE Ventures     WL
406      NaN   24  6.0  746.1   1.9      3.3   0.5  NaN  1.5  -0.1      6.1      NaN       NaN     HAYATE Ventures     WL
407      NaN   24  NaN    2.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN     HAYATE Ventures     WL
408      NaN   25  3.0   41.0   0.0      0.0   0.4  NaN  0.0  -0.5     -0.5      NaN       NaN      Yomiuri Giants     EL
409      NaN   25  4.0  117.0  -1.6    -17.6  -1.4  NaN  0.1  -0.3      0.3      NaN       NaN      Yomiuri Giants     EL
410      NaN   25  5.0   71.0   1.0     18.1   0.1  NaN  0.4   0.5     -0.3      NaN       NaN      Yomiuri Giants     EL
411      NaN   25  6.0   43.0  -3.3    -98.8  -1.0  NaN -0.4  -1.8      0.4      NaN       NaN      Yomiuri Giants     EL
412      NaN   24  3.0  275.2   1.3      6.1   0.8  NaN  0.4   0.0     -3.1      NaN       NaN      Yomiuri Giants     EL
413      NaN   24  4.0  308.2  -0.4     -1.7  -2.2  NaN -0.2   2.1      0.8      NaN       NaN      Yomiuri Giants     EL
414      NaN   24  5.0  128.0   2.6     26.1   1.6  NaN  0.0   1.1     -0.5      NaN       NaN      Yomiuri Giants     EL
415      NaN   24  NaN    8.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Yomiuri Giants     EL
416      NaN   21  4.0  179.0  -2.9    -20.9  -1.4  NaN -0.8  -0.7      0.5      NaN       NaN     Yakult Swallows     EL
417      NaN   21  5.0   15.0   0.5     42.9   0.9  NaN  0.0  -0.4     -0.1      NaN       NaN     Yakult Swallows     EL
418      NaN   21  6.0  591.1  15.3     33.3  16.2  NaN -1.5   0.7      4.8      NaN       NaN     Yakult Swallows     EL
419      NaN   24  7.0  229.0  -2.9    -16.3  -2.1 -1.0  NaN   0.1     -2.2      NaN       NaN       Oisix Albirex     EL
420      NaN   24  8.0  185.0  -1.5    -10.4  -0.2 -1.4  NaN   0.1      0.6      NaN       NaN       Oisix Albirex     EL
421      NaN   24  NaN   14.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN       Oisix Albirex     EL
422      NaN   23  3.0   60.0   0.2      4.3  -0.2  NaN  0.0   0.4     -0.7      NaN       NaN      Hiroshima Carp     WL
423      NaN   23  4.0  701.2  -6.9    -12.7  -2.2  NaN -2.6  -2.1      1.9      NaN       NaN      Hiroshima Carp     WL
424      NaN   26  3.0   19.0   0.4     27.1  -0.1  NaN  0.4   0.1     -0.2      NaN       NaN       DeNA BayStars     EL
425      NaN   26  7.0   38.0   1.6     54.2   1.3  0.2  NaN   0.0     -0.4      NaN       NaN       DeNA BayStars     EL
426      NaN   26  8.0   77.0   1.3     21.7   1.9 -0.6  NaN   0.0      0.3      NaN       NaN       DeNA BayStars     EL
427      NaN   26  9.0   56.0   2.3     52.9   2.3  0.0  NaN   0.0     -0.2      NaN       NaN       DeNA BayStars     EL
428      NaN   25  3.0  184.0   0.9      6.3  -0.1  NaN -0.2   1.1     -2.1      NaN       NaN      SoftBank Hawks     WL
429      NaN   25  5.0  256.1   4.9     24.6   3.9  NaN -0.2   1.2     -1.0      NaN       NaN      SoftBank Hawks     WL
430      NaN   25  NaN  140.1   NaN      NaN   NaN  NaN  NaN   NaN     -1.7      NaN       NaN      SoftBank Hawks     WL
431      NaN   34  7.0   39.0  -1.4    -46.2  -1.3 -0.1  NaN   0.0     -0.4      NaN       NaN      ORIX Buffaloes     WL
432      NaN   34  8.0  112.0  -4.1    -47.1  -4.0 -0.1  NaN   0.0      0.4      NaN       NaN      ORIX Buffaloes     WL
433      NaN   34  9.0   69.0   2.3     42.9   2.3 -0.1  NaN   0.1     -0.3      NaN       NaN      ORIX Buffaloes     WL
434      NaN   34  NaN   15.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN      ORIX Buffaloes     WL
435      NaN   26  2.0   14.0   0.7     64.4   NaN  0.7  NaN   0.0      0.2     -0.4       0.2      Yomiuri Giants     EL
436      NaN   26  3.0  219.1   1.9     11.2   1.8  NaN  0.2  -0.1     -2.5      NaN       NaN      Yomiuri Giants     EL
437      NaN   26  5.0  123.0  -0.3     -3.1  -0.5  NaN -0.2   0.4     -0.5      NaN       NaN      Yomiuri Giants     EL
438      NaN   26  7.0   70.0  -1.0    -18.4  -0.4 -0.7  NaN   0.0     -0.7      NaN       NaN      Yomiuri Giants     EL
439      NaN   26  8.0    2.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN      Yomiuri Giants     EL
440      NaN   26  NaN   12.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Yomiuri Giants     EL
441      NaN   28  3.0  169.0  -0.3     -2.3  -0.9  NaN -0.1   0.7     -1.9      NaN       NaN      ORIX Buffaloes     WL
442      NaN   28  4.0   18.0  -1.5   -107.2   0.0  NaN -0.3  -1.2      0.0      NaN       NaN      ORIX Buffaloes     WL
443      NaN   28  5.0  138.1  -3.7    -34.4  -3.1  NaN -0.1  -0.5     -0.5      NaN       NaN      ORIX Buffaloes     WL
444      NaN   28  NaN    5.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      ORIX Buffaloes     WL
445      NaN   25  7.0  173.2   2.8     20.7   0.1  2.6  NaN   0.1     -1.7      NaN       NaN    Chunichi Dragons     WL
446      NaN   25  8.0  223.1   0.7      4.0   1.8 -0.3  NaN  -0.7      0.7      NaN       NaN    Chunichi Dragons     WL
447      NaN   25  9.0   30.0   0.1      4.3  -0.4  0.5  NaN   0.0     -0.1      NaN       NaN    Chunichi Dragons     WL
448      NaN   25  NaN  113.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.4      NaN       NaN    Chunichi Dragons     WL
449      NaN   23  2.0  233.2  -5.1    -28.1   NaN -5.0  NaN  -0.2      3.3     -0.3      -0.4       Oisix Albirex     EL
450      NaN   26  7.0  203.0   6.2     39.3   4.5  1.6  NaN   0.2     -1.9      NaN       NaN         Seibu Lions     EL
451      NaN   26  8.0  100.1   0.4      5.1   0.3  0.1  NaN   0.1      0.3      NaN       NaN         Seibu Lions     EL
452      NaN   26  9.0   80.0   3.4     54.7   3.2  0.1  NaN   0.1     -0.3      NaN       NaN         Seibu Lions     EL
453      NaN   26  NaN    9.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN         Seibu Lions     EL
454      NaN   23  4.0   40.0  -2.9    -93.3  -1.3  NaN -0.3  -1.2      0.1      NaN       NaN       DeNA BayStars     EL
455      NaN   23  5.0   13.0   1.0     99.0   0.6  NaN  0.1   0.2      0.0      NaN       NaN       DeNA BayStars     EL
456      NaN   23  6.0   72.2   3.8     67.3   2.0  NaN  0.5   1.3      0.6      NaN       NaN       DeNA BayStars     EL
457      NaN   23  2.0  575.2  -1.1     -2.5   NaN -2.1  NaN   1.0      8.1     -3.1      -0.1     Yakult Swallows     EL
458      NaN   23  7.0   40.0  -1.1    -35.4  -0.9 -0.2  NaN   0.0     -0.4      NaN       NaN     Yakult Swallows     EL
459      NaN   23  8.0   17.0  -2.3   -174.1  -2.3  0.0  NaN   0.0      0.1      NaN       NaN     Yakult Swallows     EL
460      NaN   23  9.0   17.0  -0.6    -45.4  -0.3 -0.3  NaN   0.0     -0.1      NaN       NaN     Yakult Swallows     EL
461      NaN   23  NaN  101.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.2      NaN       NaN     Yakult Swallows     EL
462      NaN   24  6.0    9.0   0.4     57.2   0.0  NaN  0.1   0.3      0.1      NaN       NaN      ORIX Buffaloes     WL
463      NaN   24  8.0  253.0  -1.1     -5.6  -2.0  0.8  NaN   0.2      0.8      NaN       NaN      ORIX Buffaloes     WL
464      NaN   24  9.0   60.0   1.5     32.2   1.3  0.2  NaN   0.0     -0.2      NaN       NaN      ORIX Buffaloes     WL
465      NaN   31  4.0   11.0  -0.5    -58.5   0.3  NaN -0.1  -0.7      0.0      NaN       NaN  Nipponham Fighters     EL
466      NaN   31  7.0   44.2  -1.6    -46.1  -1.1 -0.5  NaN   0.0     -0.4      NaN       NaN  Nipponham Fighters     EL
467      NaN   31  8.0   78.0  -1.5    -24.8  -0.8 -0.8  NaN   0.0      0.3      NaN       NaN  Nipponham Fighters     EL
468      NaN   31  9.0   24.2  -1.7    -88.6  -1.6 -0.1  NaN   0.0     -0.1      NaN       NaN  Nipponham Fighters     EL
469      NaN   31  NaN    7.1   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN  Nipponham Fighters     EL
470      NaN   30  4.0  173.0   5.0     37.2   6.9  NaN  0.8  -2.7      0.5      NaN       NaN         Seibu Lions     EL
471      NaN   30  5.0   53.0   0.7     17.0   0.0  NaN -0.1   0.8     -0.2      NaN       NaN         Seibu Lions     EL
472      NaN   30  6.0    8.0  -0.3    -48.3  -0.6  NaN  0.1   0.1      0.1      NaN       NaN         Seibu Lions     EL
473      NaN   30  7.0   32.0   1.1     44.2   0.6  0.4  NaN   0.0     -0.3      NaN       NaN         Seibu Lions     EL
474      NaN   35  7.0   17.0   1.4    106.0   1.3  0.1  NaN   0.0     -0.2      NaN       NaN      Yomiuri Giants     EL
475      NaN   35  9.0    9.0   0.5     71.5   0.6 -0.1  NaN   0.0      0.0      NaN       NaN      Yomiuri Giants     EL
476      NaN   35  NaN   69.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.8      NaN       NaN      Yomiuri Giants     EL
477      NaN   25  3.0  148.0   0.1      0.9   0.6  NaN  0.0  -0.5     -1.7      NaN       NaN      Yomiuri Giants     EL
478      NaN   25  5.0  114.0  -0.8     -9.0  -1.4  NaN  0.3   0.3     -0.4      NaN       NaN      Yomiuri Giants     EL
479      NaN   25  7.0   65.0  -1.5    -29.7  -1.4 -0.1  NaN   0.0     -0.6      NaN       NaN      Yomiuri Giants     EL
480      NaN   25  NaN  173.0   NaN      NaN   NaN  NaN  NaN   NaN     -2.1      NaN       NaN      Yomiuri Giants     EL
481      NaN   23  7.0  104.0  -2.8    -34.6  -2.5 -0.4  NaN   0.1     -1.0      NaN       NaN      Rakuten Eagles     EL
482      NaN   23  8.0  273.0   1.7      8.0   0.3  1.2  NaN   0.2      0.9      NaN       NaN      Rakuten Eagles     EL
483      NaN   23  9.0  251.0   4.8     24.6   4.6  0.0  NaN   0.2     -1.0      NaN       NaN      Rakuten Eagles     EL
484      NaN   31  3.0  195.0   4.8     31.7   5.2  NaN -0.4   0.0     -2.2      NaN       NaN       Lotte Marines     EL
485      NaN   31  7.0   27.0   1.2     57.2   1.2  0.0  NaN   0.0     -0.3      NaN       NaN       Lotte Marines     EL
486      NaN   31  8.0   40.0   0.6     19.3   0.9 -0.3  NaN   0.0      0.1      NaN       NaN       Lotte Marines     EL
487      NaN   31  9.0   40.0  -0.4    -12.9  -0.3 -0.1  NaN   0.0     -0.2      NaN       NaN       Lotte Marines     EL
488      NaN   31  NaN   62.2   NaN      NaN   NaN  NaN  NaN   NaN     -0.8      NaN       NaN       Lotte Marines     EL
489      NaN   19  2.0  451.1   2.5      7.1   NaN  3.4  NaN  -0.9      6.3      3.7       1.3       DeNA BayStars     EL
490      NaN   19  NaN  161.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.9      NaN       NaN       DeNA BayStars     EL
491      NaN   25  8.0   39.0  -0.7    -23.1  -1.6  0.9  NaN   0.0      0.1      NaN       NaN       Lotte Marines     EL
492      NaN   25  9.0   14.0  -0.7    -64.4  -0.5 -0.2  NaN   0.0     -0.1      NaN       NaN       Lotte Marines     EL
493      NaN   29  7.0  116.0  -0.2     -2.2   0.4  0.2  NaN  -0.8     -1.1      NaN       NaN      Yomiuri Giants     EL
494      NaN   29  8.0   14.1  -0.1     -9.0   0.0 -0.1  NaN   0.0      0.0      NaN       NaN      Yomiuri Giants     EL
495      NaN   29  9.0  107.0   2.0     24.1   1.9  0.1  NaN   0.1     -0.4      NaN       NaN      Yomiuri Giants     EL
496      NaN   29  NaN   11.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      Yomiuri Giants     EL
497      NaN   23  6.0   56.0  -0.8    -18.4  -0.8  NaN -0.4   0.4      0.5      NaN       NaN      Hanshin Tigers     WL
498      NaN   23  4.0   57.0  -0.4     -9.0   0.1  NaN -0.4  -0.1      0.2      NaN       NaN      ORIX Buffaloes     WL
499      NaN   23  6.0   17.0  -0.3    -22.7  -0.4  NaN -0.1   0.2      0.1      NaN       NaN      ORIX Buffaloes     WL
500      NaN   23  NaN    6.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN      ORIX Buffaloes     WL
501      NaN   18  4.0    7.0   0.1     18.4   0.3  NaN -0.3   0.1      0.0      NaN       NaN      Hanshin Tigers     WL
502      NaN   18  6.0  597.0   5.8     12.5   2.9  NaN  0.0   3.0      4.9      NaN       NaN      Hanshin Tigers     WL
503      NaN   27  7.0  128.0   9.5     95.5   8.9  1.3  NaN  -0.7     -1.2      NaN       NaN       Lotte Marines     EL
504      NaN   27  8.0  278.1  -0.4     -1.8   0.5 -1.1  NaN   0.2      0.9      NaN       NaN       Lotte Marines     EL
505      NaN   27  9.0   47.0   2.0     54.8   1.4  0.5  NaN   0.0     -0.2      NaN       NaN       Lotte Marines     EL
506      NaN   27  NaN   14.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN       Lotte Marines     EL
507      NaN   25  4.0  413.2  -1.9     -5.9  -2.6  NaN  0.5   0.2      1.1      NaN       NaN    Chunichi Dragons     WL
508      NaN   25  5.0   76.0  -0.3     -5.1   0.2  NaN  0.0  -0.5     -0.3      NaN       NaN    Chunichi Dragons     WL
509      NaN   25  6.0   49.0  -1.3    -34.1  -1.0  NaN  0.6  -1.0      0.4      NaN       NaN    Chunichi Dragons     WL
510      NaN   25  8.0   12.0  -0.9    -96.5  -0.2  0.1  NaN  -0.8      0.0      NaN       NaN    Chunichi Dragons     WL
511      NaN   31  4.0   14.0   0.0      0.0  -0.1  NaN  0.0   0.1      0.0      NaN       NaN     Yakult Swallows     EL
512      NaN   31  NaN   17.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.2      NaN       NaN     Yakult Swallows     EL
513      NaN   26  3.0   11.0  -0.2    -23.4  -0.2  NaN  0.0   0.0     -0.1      NaN       NaN         Seibu Lions     EL
514      NaN   26  4.0   68.1  -0.5     -9.4  -1.5  NaN  0.4   0.5      0.2      NaN       NaN         Seibu Lions     EL
515      NaN   26  5.0   41.0   1.7     53.4   1.0  NaN  0.3   0.5     -0.2      NaN       NaN         Seibu Lions     EL
516      NaN   26  6.0    5.0   0.3     77.2   0.0  NaN  0.3   0.0      0.0      NaN       NaN         Seibu Lions     EL
517      NaN   26  7.0   14.0   0.0      0.0   0.0  0.1  NaN   0.0     -0.1      NaN       NaN         Seibu Lions     EL
518      NaN   31  7.0   13.0  -0.1     -9.9  -0.1  0.0  NaN   0.0     -0.1      NaN       NaN    Chunichi Dragons     WL
519      NaN   31  8.0  119.2   4.7     50.5   4.6  0.0  NaN   0.1      0.4      NaN       NaN    Chunichi Dragons     WL
520      NaN   31  9.0  220.2   4.7     27.4   4.5  0.0  NaN   0.2     -0.9      NaN       NaN    Chunichi Dragons     WL
521      NaN   31  NaN   12.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN    Chunichi Dragons     WL
522      NaN   30  3.0   28.0   1.3     59.8   0.9  NaN  0.2   0.3     -0.3      NaN       NaN      ORIX Buffaloes     WL
523      NaN   30  4.0   42.0   0.1      3.1  -0.1  NaN -0.3   0.4      0.1      NaN       NaN      ORIX Buffaloes     WL
524      NaN   30  5.0   68.0   0.3      5.7  -0.5  NaN  0.3   0.5     -0.3      NaN       NaN      ORIX Buffaloes     WL
525      NaN   30  6.0   14.0  -0.5    -46.0   0.1  NaN -0.1  -0.5      0.1      NaN       NaN      ORIX Buffaloes     WL
526      NaN   30  7.0  109.1  -2.4    -28.3  -1.7 -0.8  NaN   0.1     -1.0      NaN       NaN  Nipponham Fighters     EL
527      NaN   30  8.0  112.0  -2.3    -26.4  -0.9 -1.4  NaN   0.1      0.4      NaN       NaN  Nipponham Fighters     EL
528      NaN   30  NaN   82.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.0      NaN       NaN  Nipponham Fighters     EL
529      NaN   37  5.0    5.0   0.0      0.0   0.0  NaN  0.0   0.0      0.0      NaN       NaN       Oisix Albirex     EL
530      NaN   37  8.0    8.0   1.0    160.9   1.0  0.0  NaN   0.0      0.0      NaN       NaN       Oisix Albirex     EL
531      NaN   37  9.0  157.0  -7.4    -60.7  -7.7  0.2  NaN   0.1     -0.6      NaN       NaN       Oisix Albirex     EL
532      NaN   37  NaN  248.0   NaN      NaN   NaN  NaN  NaN   NaN     -3.0      NaN       NaN       Oisix Albirex     EL
533      NaN   24  2.0   13.0   0.0      0.0   NaN  0.0  NaN   0.0      0.2      0.4      -0.1     Yakult Swallows     EL
534      NaN   24  3.0  227.0  -3.6    -20.4  -2.9  NaN -0.3  -0.4     -2.5      NaN       NaN     Yakult Swallows     EL
535      NaN   24  9.0    8.0  -0.6    -96.5   0.0 -0.7  NaN   0.0      0.0      NaN       NaN     Yakult Swallows     EL
536      NaN   24  NaN   97.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.2      NaN       NaN     Yakult Swallows     EL
537      NaN   20  5.0    3.0   0.7    300.3   0.5  NaN  0.0   0.2      0.0      NaN       NaN       Oisix Albirex     EL
538      NaN   20  6.0  660.2   2.8      5.5   4.1  NaN  1.8  -3.0      5.4      NaN       NaN       Oisix Albirex     EL
539      NaN   20  8.0    2.0  -0.2   -128.7  -0.2  0.0  NaN   0.0      0.0      NaN       NaN       Oisix Albirex     EL
540      NaN   21  3.0    3.0   0.2     85.8   0.2  NaN -0.1   0.0      0.0      NaN       NaN      ORIX Buffaloes     WL
541      NaN   21  7.0   89.0  -2.4    -34.7  -1.8 -0.6  NaN   0.1     -0.8      NaN       NaN      ORIX Buffaloes     WL
542      NaN   21  8.0    5.0   0.9    231.7   0.9  0.0  NaN   0.0      0.0      NaN       NaN      ORIX Buffaloes     WL
543      NaN   21  9.0  117.0  -1.7    -18.7  -0.3 -1.4  NaN   0.1     -0.5      NaN       NaN      ORIX Buffaloes     WL
544      NaN   21  NaN   44.2   NaN      NaN   NaN  NaN  NaN   NaN     -0.5      NaN       NaN      ORIX Buffaloes     WL
545      NaN   25  7.0  297.1  -1.2     -5.2  -3.9  2.5  NaN   0.2     -2.8      NaN       NaN    Chunichi Dragons     WL
546      NaN   25  9.0   85.0  -0.4     -6.1  -0.1 -0.4  NaN   0.1     -0.3      NaN       NaN    Chunichi Dragons     WL
547      NaN   25  NaN  101.0   NaN      NaN   NaN  NaN  NaN   NaN     -1.2      NaN       NaN    Chunichi Dragons     WL
548      NaN   25  8.0  127.0   1.4     14.2  -1.6  2.9  NaN   0.1      0.4      NaN       NaN         Seibu Lions     EL
549      NaN   25  NaN    9.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.1      NaN       NaN         Seibu Lions     EL
550      NaN   22  3.0   23.0  -0.4    -22.4   0.2  NaN  0.0  -0.6     -0.3      NaN       NaN      Rakuten Eagles     EL
551      NaN   22  4.0    5.0  -0.3    -77.2  -0.4  NaN  0.0   0.0      0.0      NaN       NaN      Rakuten Eagles     EL
552      NaN   22  5.0   42.0   2.2     67.4   2.0  NaN  0.3  -0.1     -0.2      NaN       NaN      Rakuten Eagles     EL
553      NaN   22  6.0  744.0  -1.6     -2.8  -6.0  NaN  1.3   3.2      6.1      NaN       NaN      Rakuten Eagles     EL
554      NaN   22  NaN    2.1   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN      Rakuten Eagles     EL
555      NaN   30  7.0   57.0  -1.7    -38.4  -1.6 -0.2  NaN   0.0     -0.5      NaN       NaN       DeNA BayStars     EL
556      NaN   30  8.0  226.2  -4.0    -22.7  -3.7 -0.4  NaN   0.1      0.8      NaN       NaN       DeNA BayStars     EL
557      NaN   30  9.0   48.1  -0.1     -2.7  -0.6  0.5  NaN   0.0     -0.2      NaN       NaN       DeNA BayStars     EL
558      NaN   25  3.0   86.0   1.7     25.4   1.1  NaN  0.1   0.5     -1.0      NaN       NaN      SoftBank Hawks     WL
559      NaN   25  4.0   41.0   0.9     28.3   0.9  NaN  0.2  -0.2      0.1      NaN       NaN      SoftBank Hawks     WL
560      NaN   25  7.0    7.0  -0.6   -110.3  -0.1 -0.5  NaN   0.0     -0.1      NaN       NaN      SoftBank Hawks     WL
561      NaN   25  8.0    1.0   0.0      0.0   0.0  0.0  NaN   0.0      0.0      NaN       NaN      SoftBank Hawks     WL
562      NaN   25  9.0   85.0  -1.8    -27.3  -1.8 -0.1  NaN   0.0     -0.3      NaN       NaN      SoftBank Hawks     WL
563      NaN   25  NaN   45.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.5      NaN       NaN      SoftBank Hawks     WL
564      NaN   31  7.0   88.0   3.3     48.3   4.1  0.0  NaN  -0.8     -0.8      NaN       NaN    Chunichi Dragons     WL
565      NaN   31  8.0    9.0  -0.4    -57.2  -0.2 -0.2  NaN   0.0      0.0      NaN       NaN    Chunichi Dragons     WL
566      NaN   31  9.0  115.0   0.1      1.1   0.7 -0.7  NaN   0.1     -0.5      NaN       NaN    Chunichi Dragons     WL
567      NaN   31  NaN  118.2   NaN      NaN   NaN  NaN  NaN   NaN     -1.4      NaN       NaN    Chunichi Dragons     WL
568      NaN   23  2.0    5.0   0.0      0.0   NaN  0.0  NaN   0.0      0.1      0.1       0.1      Rakuten Eagles     EL
569      NaN   23  3.0  120.0  -1.3    -13.9  -1.3  NaN  0.2  -0.2     -1.3      NaN       NaN      Rakuten Eagles     EL
570      NaN   23  NaN   54.0   NaN      NaN   NaN  NaN  NaN   NaN     -0.6      NaN       NaN      Rakuten Eagles     EL
571      NaN   19  7.0   40.0  -1.3    -41.8   0.1 -1.4  NaN   0.0     -0.4      NaN       NaN  Nipponham Fighters     EL
572      NaN   19  9.0  196.1  -0.3     -2.0   1.4 -1.0  NaN  -0.7     -0.8      NaN       NaN  Nipponham Fighters     EL
573      NaN   19  NaN    1.0   NaN      NaN   NaN  NaN  NaN   NaN      0.0      NaN       NaN  Nipponham Fighters     EL
574      NaN   23  3.0   40.0   0.7     22.5   0.3  NaN  0.2   0.2     -0.4      NaN       NaN      SoftBank Hawks     WL
575      NaN   23  4.0  643.1   4.3      8.6   4.6  NaN -0.9   0.6      1.7      NaN       NaN      SoftBank Hawks     WL
576      NaN   23  5.0   75.0   1.8     30.9   0.8  NaN -0.1   1.1     -0.3      NaN       NaN      SoftBank Hawks     WL
