                   Player Age Pos     Inn    TZR TZR/143   RngR   ARM   DPR  ErrR  Pos Adj Framing Blocking                Team League
0            Matsumoto Go  29   7   856.1   16.4    24.6   11.6   4.4         0.4     -8.1                   Nipponham Fighters     PL
1            Matsumoto Go  29   8   181.2    3.0    21.2    3.3  -0.3         0.0      0.6                   Nipponham Fighters     PL
2            Matsumoto Go  29  DH    95.0                                             -1.1                   Nipponham Fighters     PL
3         Tatsumi Ryosuke  26   8  1068.1    2.5     3.0    6.0  -3.6         0.1      3.5                       Rakuten Eagles     PL
4             Okoye Louis  25   7    78.0    0.3     4.9    0.9  -0.6         0.0     -0.7                       Yomiuri Giants     CL
5             Okoye Louis  25   8    99.0   -1.1   -14.3   -1.1   0.0         0.0      0.3                       Yomiuri Giants     CL
6             Okoye Louis  25   9    74.0    0.5     8.7    1.0  -0.5         0.0     -0.3                       Yomiuri Giants     CL
7         Okabayashi Yuki  21   8  1113.1  -10.8   -12.5   -8.2  -2.7         0.1      3.7                     Chunichi Dragons     CL
8         Okabayashi Yuki  21   9   174.0    0.9     6.7    0.6   0.3         0.1     -0.7                     Chunichi Dragons     CL
9            Hamada Taiki  22   7   311.0   -3.0   -12.4   -3.2   0.1         0.1     -3.0                      Yakult Swallows     CL
10           Hamada Taiki  22   8   140.0   -1.9   -17.5   -1.3  -0.6         0.0      0.5                      Yakult Swallows     CL
11           Hamada Taiki  22   9    11.0    0.5    58.5    0.5   0.0         0.0      0.0                      Yakult Swallows     CL
12           Kozono Kaito  23   4    93.0    1.1    15.2    1.3         0.8  -1.0      0.3                       Hiroshima Carp     CL
13           Kozono Kaito  23   5    84.2    0.2     3.0   -0.6         0.0   0.7     -0.3                       Hiroshima Carp     CL
14           Kozono Kaito  23   6   460.0    2.9     8.1    3.5         0.0  -0.7      3.7                       Hiroshima Carp     CL
15        Namiki Hidetaka  24   7    61.2    0.9    18.8    0.8   0.0         0.0     -0.6                      Yakult Swallows     CL
16        Namiki Hidetaka  24   8   291.2    2.1     9.3    0.4   1.7         0.0      1.0                      Yakult Swallows     CL
17        Namiki Hidetaka  24   9    45.1   -1.3   -36.9   -0.5   0.0        -0.8     -0.2                      Yakult Swallows     CL
18         Chikamoto Koji  28   8  1113.1    9.7    11.2    9.0   0.6         0.1      3.7                       Hanshin Tigers     CL
19             Sano Keita  28   3   365.2   -1.0    -3.5   -1.6         0.1   0.5     -4.1                        DeNA BayStars     CL
20             Sano Keita  28   7   848.1  -22.8   -34.6  -21.7  -0.5        -0.6     -8.1                        DeNA BayStars     CL
21            Payton Mark  31   7   288.1   -0.5    -2.2    0.5  -1.1         0.1     -2.7                          Seibu Lions     PL
22            Payton Mark  31   8   161.0   -2.2   -17.6   -2.0  -0.2         0.0      0.5                          Seibu Lions     PL
23            Payton Mark  31  DH     9.0                                             -0.1                          Seibu Lions     PL
24         Noguchi Tomoya  23   5     2.0    0.0     0.0    0.0         0.0   0.0      0.0                       ORIX Buffaloes     PL
25         Noguchi Tomoya  23   6   119.1   -4.1   -44.2   -3.5        -0.4  -0.1      1.0                       ORIX Buffaloes     PL
