                   Player    G   PA   AB   R    H  2B  3B  HR   TB  RBI  SB  CS  SH  SF   SO   BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP      K%    BB%  BB/K   wSB PullAIR%  Chase%  Z-Con%  Swing% SwStr%    TTO% Age  Pos  B                Team League
327         Wakui Hideaki   21   31   28   1    2   0   0   0    2    1   0   0   2   0   15    1    0   0    0  0.071  0.103  0.071  0.174   -50  0.000  0.154   48.4%   3.2%  0.07  -0.0    20.0%   46.7%   78.6%   44.5%  19.1%   51.6%  37    1  R    Chunichi Dragons     CL
328     Yamaasa Ryunosuke    7    2    2   1    0   0   0   0    0    0   0   0   0   0    0    0    0   0    0  0.000  0.000  0.000  0.000  -107  0.000  0.000    0.0%   0.0%         0.0     0.0%    0.0%  100.0%   66.7%   0.0%    0.0%  19    2  L    Chunichi Dragons     CL
330           Yanagi Yuya   24   46   38   1    9   2   0   0   11    1   0   0   6   0    8    2    0   0    0  0.237  0.275  0.289  0.564    75  0.052  0.300   17.4%   4.3%  0.25  -0.0    19.4%   24.1%   82.7%   40.9%  10.8%   21.7%  29    1  R    Chunichi Dragons     CL
332        Adachi Ryoichi   23   68   60   4   11   0   0   0   11    4   1   1   3   0   18    5    0   0    0  0.183  0.246  0.183  0.429    32  0.000  0.262   26.5%   7.4%  0.28  -0.2     4.4%   17.6%   87.5%   37.3%   7.1%   33.8%  35    4  R      ORIX Buffaloes     PL
334        Cedeno Leandro   57  187  176  12   43   7   0   9   77   34   0   0   0   2   47    8    0   1    5  0.244  0.278  0.438  0.716   116  0.194  0.279   25.1%   4.3%  0.17  -0.0    13.0%   33.3%   79.4%   56.5%  18.1%   34.2%  24   DH  R      ORIX Buffaloes     PL
335        Chano Tokumasa   91  344  312  37   74   7   0   1   84   23   7   5   7   1   76   16    0   8    1  0.237  0.291  0.269  0.560    72  0.032  0.309   22.1%   4.7%  0.21  -0.5     9.4%   28.6%   86.7%   49.2%  11.1%   27.0%  23    9  L      ORIX Buffaloes     PL
337         Fukuda Shuhei   36  114   94   6   18   1   0   0   19    5   5   1   3   1   15   15    0   1    1  0.191  0.306  0.202  0.508    57  0.011  0.225   13.2%  13.2%  1.00   0.5     3.6%   16.5%   93.5%   33.3%   4.1%   26.3%  30    7  L      ORIX Buffaloes     PL
338          Fukunaga Sho    3    2    2   0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   50.0%   0.0%  0.00   0.0     0.0%   25.0%  100.0%   60.0%  10.0%   50.0%  23    2  R      ORIX Buffaloes     PL
339              Gibo Sho   62  162  147  14   41   5   0   0   46    9   1   2   7   1   25    6    0   1    4  0.279  0.310  0.313  0.623    90  0.034  0.333   15.4%   3.7%  0.24  -0.5    10.8%   31.7%   94.7%   55.4%   6.3%   19.1%  22    4  L      ORIX Buffaloes     PL
340       Gonzalez Marwin   84  321  299  28   65  14   0  12  115   38   2   0   1   1   85   15    0   5    3  0.217  0.266  0.385  0.651    96  0.168  0.261   26.5%   4.7%  0.18   0.3    24.1%   34.0%   85.1%   50.8%  13.5%   34.9%  34    4  S      ORIX Buffaloes     PL
342         Hirano Yamato    4    5    5   1    1   0   0   0    1    0   0   0   0   0    2    0    0   0    0  0.200  0.200  0.200  0.400    21  0.000  0.333   40.0%   0.0%  0.00  -0.0    33.3%   66.7%   75.0%   75.0%  31.2%   40.0%  21    7  R      ORIX Buffaloes     PL
344        Hirooka Taishi   44  103   90  12   18   4   1   1   27    9   0   2   1   0   26   12    1   0    2  0.200  0.294  0.300  0.594    81  0.100  0.270   25.2%  11.7%  0.46  -0.7    21.5%   26.6%   82.5%   47.0%  13.1%   37.9%  26    5  R      ORIX Buffaloes     PL
346           Ikeda Ryoma   12   39   34   4    7   1   0   0    8    0   1   0   0   0    9    4    0   1    1  0.206  0.308  0.235  0.543    67  0.029  0.280   23.1%  10.3%  0.44   0.2    12.0%   32.6%   80.4%   51.5%  13.3%   33.3%  19    7  R      ORIX Buffaloes     PL
347          Ishikawa Ryo   14   11   11   0    1   0   0   0    1    0   0   0   0   0    3    0    0   0    0  0.091  0.091  0.091  0.182   -46  0.000  0.125   27.3%   0.0%  0.00  -0.0     0.0%   14.3%   84.2%   46.8%  10.6%   27.3%  27    2  R      ORIX Buffaloes     PL
348            Kita Ryoto    4   11   10   0    0   0   0   0    0    0   0   0   0   0    6    1    0   0    0  0.000  0.091  0.000  0.091   -72  0.000  0.000   54.5%   9.1%  0.17  -0.0     0.0%   44.4%   53.3%   58.7%  37.0%   63.6%  20    9  L      ORIX Buffaloes     PL
351    Kurebayashi Kotaro  127  482  443  37  122  19   1   8  167   39   4   6   7   3   63   28    0   1   19  0.275  0.318  0.377  0.695   111  0.102  0.304   13.1%   5.8%  0.44  -1.4    12.6%   23.8%   91.9%   46.2%   7.5%   20.5%  21    6  R      ORIX Buffaloes     PL
354         Miyagi Hiroya   22    6    6   0    2   0   0   0    2    1   0   0   0   0    3    0    0   0    0  0.333  0.333  0.333  0.666   104  0.000  0.667   50.0%   0.0%  0.00  -0.0     0.0%   27.3%   83.3%   50.0%  13.3%   50.0%  21    1  L      ORIX Buffaloes     PL
355           Mori Tomoya  110  453  384  49  113  24   2  18  195   64   4   1   1   7   61   54    4   7    9  0.294  0.385  0.508  0.893   171  0.214  0.304   13.5%  11.9%  0.89   0.3    19.4%   20.8%   88.5%   46.6%   9.6%   29.4%  27    2  L      ORIX Buffaloes     PL
356             Mune Yuma  122  478  428  38  105  17   3   2  134   22   1   1   9   1   55   36    1   4    9  0.245  0.309  0.313  0.622    90  0.068  0.277   11.5%   7.5%  0.65  -0.2    11.5%   19.2%   95.0%   43.4%   5.0%   19.5%  27    5  L      ORIX Buffaloes     PL
358        Nakagawa Keita  135  563  506  66  136  29   5  12  211   55   5   5   6   1   90   43    0   7    9  0.269  0.334  0.417  0.751   128  0.148  0.306   16.0%   7.6%  0.48  -0.9    17.0%   27.7%   90.9%   45.6%   8.3%   25.8%  27    8  R      ORIX Buffaloes     PL
359      Nishino Masahiro   43  138  122   5   24   6   0   0   30    8   0   0   5   0    9   11    0   0    4  0.197  0.263  0.246  0.509    56  0.049  0.212    6.5%   8.0%  1.22  -0.0     9.4%   19.4%   97.1%   41.5%   3.0%   14.5%  32    4  L      ORIX Buffaloes     PL
361        Noguchi Tomoya   76  257  226  19   51  11   3   2   74   19   4   2   5   0   70   21    0   5    3  0.226  0.306  0.327  0.633    93  0.101  0.318   27.2%   8.2%  0.30  -0.0    12.4%   28.7%   81.4%   46.6%  13.8%   36.2%  23    9  L      ORIX Buffaloes     PL
362              Oda Yuya   77   68   62  15   18   5   0   1   26    8   5   2   2   0   15    2    0   2    1  0.290  0.333  0.419  0.752   128  0.129  0.370   22.1%   2.9%  0.13   0.2     8.2%   20.9%   82.3%   46.9%  11.4%   26.5%  33    7  L      ORIX Buffaloes     PL
363          Ohsato Kosei    5    2    2   1    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   50.0%   0.0%  0.00   0.0     0.0%   33.3%  100.0%   45.5%   9.1%   50.0%  23   DH  L      ORIX Buffaloes     PL
364          Ohshiro Koji   57   51   46   7    9   3   0   1   15   10   1   0   0   0    8    4    0   1    2  0.196  0.275  0.326  0.601    83  0.130  0.216   15.7%   7.8%  0.50   0.2    10.5%   25.5%   89.7%   48.8%  10.7%   25.5%  30    4  R      ORIX Buffaloes     PL
365              Ohta Ryo   18   70   60   9   15   3   0   2   24    7   0   0   4   0    8    3    0   3    1  0.250  0.318  0.400  0.718   118  0.150  0.260   11.4%   4.3%  0.38  -0.0    12.5%   21.0%   90.8%   49.4%   9.1%   18.6%  22    4  R      ORIX Buffaloes     PL
366        Okada Takahiro   20   42   39   3    7   0   0   0    7    4   0   0   0   1    9    2    0   0    0  0.179  0.214  0.179  0.393    20  0.000  0.226   21.4%   4.8%  0.22  -0.0    16.1%   44.6%   83.8%   52.1%  16.9%   26.2%  35    3  L      ORIX Buffaloes     PL
369            Sano Kodai   47   38   36  11    6   0   0   1    9    3   5   1   2   0    7    0    0   0    0  0.167  0.167  0.250  0.417    25  0.083  0.179   18.4%   0.0%  0.00   0.5    16.1%   33.3%   94.1%   53.5%   6.2%   21.1%  26    9  R      ORIX Buffaloes     PL
370       Schwindel Frank   20   70   69   4   13   3   0   1   19   11   0   0   0   1   17    0    0   0    2  0.188  0.186  0.275  0.461    38  0.087  0.231   24.3%   0.0%  0.00  -0.0    24.5%   45.7%   83.5%   57.9%  17.4%   25.7%  31   DH  R      ORIX Buffaloes     PL
371         Sotani Ryuhei   10    1    1   0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000         100.0%   0.0%  0.00   0.0            33.3%  100.0%   40.0%  20.0%  100.0%  22    1  L      ORIX Buffaloes     PL
372       Sugimoto Yutaro   96  370  339  34   82  12   1  16  144   41   0   1   1   2  101   19    1   9    2  0.242  0.298  0.425  0.723   119  0.183  0.295   27.3%   5.1%  0.19  -0.4    17.8%   30.5%   82.1%   53.0%  16.5%   36.8%  32    7  R      ORIX Buffaloes     PL
373          Sugisawa Ryu    2    5    5   0    1   0   0   0    1    0   0   0   0   0    2    0    0   0    0  0.200  0.200  0.200  0.400    21  0.000  0.333   40.0%   0.0%  0.00  -0.0    33.3%   50.0%   42.9%   75.0%  41.7%   40.0%  23    8  L      ORIX Buffaloes     PL
376            Tongu Yuma  113  451  401  49  123  23   0  16  194   49   0   0   1   2   69   41    0   6   11  0.307  0.378  0.484  0.862   162  0.177  0.336   15.3%   9.1%  0.59  -0.1    21.5%   26.0%   90.7%   45.2%   8.7%   27.9%  26    3  R      ORIX Buffaloes     PL
380       Wakatsuki Kenya   96  318  286  27   73  14   1   6  107   17   2   1  16   0   66   15    1   1   15  0.255  0.295  0.374  0.669   103  0.119  0.313   20.8%   4.7%  0.23  -0.0     9.4%   31.7%   82.5%   52.9%  14.0%   27.4%  27    2  R      ORIX Buffaloes     PL
381        Watanabe Daiki    1    2    2   0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   50.0%   0.0%  0.00   0.0     0.0%  100.0%   66.7%  100.0%  50.0%   50.0%  26    9  R      ORIX Buffaloes     PL
382       Watanabe Haruto   32   52   41   7    7   2   0   0    9    1   2   1   2   1    7    8    0   0    1  0.171  0.300  0.220  0.520    60  0.049  0.200   13.5%  15.4%  1.14   0.0    10.8%   28.3%   95.7%   43.9%   4.3%   28.8%  23    7  L      ORIX Buffaloes     PL
383      Yamaashi Tatsuya   32   27   25   7    5   1   0   0    6    0   2   0   0   0    5    2    0   0    1  0.200  0.259  0.240  0.499    53  0.040  0.250   18.5%   7.4%  0.40   0.3    15.8%   27.5%   87.5%   46.7%   7.6%   25.9%  29    3  R      ORIX Buffaloes     PL
385    Yamamoto Yoshinobu   23    3    3   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   66.7%   0.0%  0.00   0.0     0.0%   66.7%  100.0%   45.5%   9.1%   66.7%  24    1  R      ORIX Buffaloes     PL
386       Yamaoka Taisuke   31    3    3   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   66.7%   0.0%  0.00   0.0     0.0%   25.0%   50.0%   25.0%  16.7%   66.7%  27    1  L      ORIX Buffaloes     PL
387      Yamasaki Sachiya   23    5    5   1    2   0   0   0    2    1   0   0   0   0    0    0    0   0    0  0.400  0.400  0.400  0.800   145  0.000  0.400    0.0%   0.0%        -0.0    40.0%   40.0%  100.0%   64.7%   5.9%    0.0%  30    1  L      ORIX Buffaloes     PL
388   Yamashita Shunpeita   16    2    2   1    1   0   0   0    1    0   0   0   0   0    1    0    0   0    0  0.500  0.500  0.500  1.000   207  0.000  1.000   50.0%   0.0%  0.00  -0.0     0.0%          100.0%   20.0%   0.0%   50.0%  20    1  R      ORIX Buffaloes     PL
393      Brosseau Michael   37  147  136   9   26  10   0   1   39   11   0   0   0   5   30    2    0   4    1  0.191  0.218  0.287  0.505    49  0.096  0.227   20.4%   1.4%  0.07  -0.0    17.1%   36.5%   76.7%   53.3%  16.2%   22.4%  29    5  R       Lotte Marines     PL
394         Castillo Luis   12    1    1   0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000   -96  0.000         100.0%   0.0%  0.00   0.0             0.0%  100.0%   25.0%   0.0%  100.0%  28    1  R       Lotte Marines     PL
395         Chatani Kenta   79  187  169  18   48   6   1   0   56    9   2   0   4   1   26   11    0   2    2  0.284  0.333  0.331  0.664    97  0.047  0.333   13.9%   5.9%  0.42   0.3     5.4%   18.3%   88.4%   43.1%   7.7%   19.8%  25    3  R       Lotte Marines     PL
396           Emura Naoya    4   10    9   0    0   0   0   0    0    0   0   0   1   0    2    0    0   0    1  0.000  0.000  0.000  0.000   -96  0.000  0.000   20.0%   0.0%  0.00   0.0     0.0%   31.2%   88.2%   55.0%  12.5%   20.0%  31    2  R       Lotte Marines     PL
397         Fujioka Yudai   93  380  310  34   86  20   0   1  109   22   7   2  10   2   66   54    1   4    4  0.277  0.389  0.352  0.741   120  0.075  0.347   17.4%  14.2%  0.82   0.5     9.9%   16.4%   87.2%   40.5%   7.2%   31.8%  29    6  L       Lotte Marines     PL
398        Fujiwara Kyota  103  361  328  35   78  15   2   3  106   21   5   2  10   1   78   18    0   4    3  0.238  0.285  0.323  0.608    80  0.085  0.302   21.6%   5.0%  0.23   0.2    11.6%   28.3%   89.3%   45.1%   8.3%   27.4%  23    8  L       Lotte Marines     PL
399         Fukuda Shuhei    3    9    8   0    2   0   0   0    2    0   1   0   0   0    3    1    0   0    0  0.250  0.333  0.250  0.583    75  0.000  0.400   33.3%  11.1%  0.33   0.2    20.0%   16.7%   75.0%   40.5%  16.2%   44.4%  34    7  L       Lotte Marines     PL
400        Hirasawa Taiga   57  170  135  19   23   1   0   3   33    8   3   1   6   1   43   25    0   3    4  0.170  0.311  0.244  0.555    67  0.074  0.222   25.3%  14.7%  0.58   0.2    21.6%   17.7%   77.3%   40.7%  10.9%   41.8%  25    9  L       Lotte Marines     PL
402           Ikeda Raito   40  118  104  17   28   6   1   2   42    8   0   0   5   0   17    6    0   3    1  0.269  0.327  0.404  0.731   115  0.135  0.306   14.4%   5.1%  0.35  -0.0    10.9%   29.3%   88.0%   50.5%  11.1%   21.2%  23    3  R       Lotte Marines     PL
403           Inoue Seiya   32  106   95   3   17   6   0   1   26    8   1   0   0   1   24    9    0   1    2  0.179  0.255  0.274  0.529    57  0.095  0.225   22.6%   8.5%  0.38   0.2    19.4%   22.9%   88.5%   43.8%   8.9%   32.1%  33    3  R       Lotte Marines     PL
404       Ishikawa Shingo   44  118  112  10   39   6   0   2   51   10   0   0   0   0   20    6    1   0    2  0.348  0.381  0.455  0.836   145  0.107  0.411   16.9%   5.1%  0.30  -0.0     8.7%   37.9%   84.1%   58.3%  14.5%   23.7%  30    7  R       Lotte Marines     PL
406       Kakinuma Tomoya   18   38   29   2    3   0   0   0    3    1   0   0   5   0    6    3    0   1    0  0.103  0.212  0.103  0.315    -2  0.000  0.130   15.8%   7.9%  0.50  -0.0    17.9%   30.4%   91.7%   50.0%  10.8%   23.7%  30    2  R       Lotte Marines     PL
407      Kakunaka Katsuya   86  244  216  20   64  16   1   9  109   39   1   0   3   3   43   21    2   1    0  0.296  0.357  0.505  0.862   151  0.209  0.329   17.6%   8.6%  0.49   0.1    13.4%   18.3%   82.1%   44.8%  10.4%   29.9%  36    7  L       Lotte Marines     PL
412         Matsukawa Kou    9   18   16   1    3   0   0   0    3    1   0   0   1   0    4    1    0   0    1  0.188  0.235  0.188  0.423    28  0.000  0.250   22.2%   5.6%  0.25  -0.0     7.7%   30.0%   91.3%   46.7%  12.0%   27.8%  19    2  R       Lotte Marines     PL
413           Mercedes CC   22    3    3   0    0   0   0   0    0    0   0   0   0   0    3    0    0   0    0  0.000  0.000  0.000  0.000   -96  0.000         100.0%   0.0%  0.00   0.0            66.7%  100.0%   45.5%  36.4%  100.0%        1          Lotte Marines     PL
414           Mima Manabu   18    2    2   0    1   0   0   0    1    0   0   0   0   0    0    0    0   0    0  0.500  0.500  0.500  1.000   194  0.000  0.500    0.0%   0.0%        -0.0     0.0%   50.0%  100.0%   40.0%   0.0%    0.0%  36    1  L       Lotte Marines     PL
418        Nakamura Shogo  137  584  508  61  112  23   0  11  168   48   3   1  13   4   89   52    2   7   20  0.220  0.299  0.331  0.630    86  0.111  0.245   15.2%   8.9%  0.58   0.1    14.2%   26.6%   91.6%   44.2%   9.2%   26.0%  31    4  R       Lotte Marines     PL
422          Ogawa Ryusei   52   24   20   7    3   1   0   0    4    1   3   3   3   0    7    1    0   0    0  0.150  0.190  0.200  0.390    17  0.050  0.231   29.2%   4.2%  0.14  -0.5     6.2%   40.0%   72.2%   58.7%  16.3%   33.3%  25    9  L       Lotte Marines     PL
423         Ogino Takashi   50  203  183  19   44   8   1   1   57   19   1   0   1   2   16   11    1   6    4  0.240  0.302  0.311  0.613    82  0.071  0.256    7.9%   5.4%  0.69   0.1    13.5%   22.1%   95.4%   43.9%   3.1%   13.8%  37    9  R       Lotte Marines     PL
424     Ohshita Seiichiro   23   28   22   2    5   0   0   1    8    2   0   1   1   0    7    2    0   3    0  0.227  0.370  0.364  0.734   117  0.137  0.286   25.0%   7.1%  0.29  -0.3    37.5%   24.0%   74.1%   39.8%  16.3%   35.7%  25   DH  R       Lotte Marines     PL
425          Ojima Kazuya   25    4    4   0    0   0   0   0    0    0   0   0   0   0    3    0    0   0    0  0.000  0.000  0.000  0.000   -96  0.000  0.000   75.0%   0.0%  0.00   0.0     0.0%   22.2%   75.0%   43.5%  13.0%   75.0%  26    1  L       Lotte Marines     PL
426            Oka Hiromi  109  372  319  50   90  16   3   7  133   33  15   4   8   0   56   37    0   8    5  0.282  0.371  0.417  0.788   132  0.135  0.324   15.1%   9.9%  0.66   1.2     8.9%   24.7%   91.7%   44.9%   9.7%   26.9%  31    8  R       Lotte Marines     PL
428           Onuma Kenta    4    1    1   0    0   0   0   0    0    0   0   0   0   0    0    0    0   0    0  0.000  0.000  0.000  0.000   -96  0.000  0.000    0.0%   0.0%         0.0     0.0%          100.0%   50.0%   0.0%    0.0%  25    1  R       Lotte Marines     PL
430       Polanco Gregory  125  497  447  43  108  15   0  26  201   75   0   0   0   3   92   47    5   0    3  0.242  0.312  0.450  0.762   122  0.208  0.247   18.5%   9.5%  0.51  -0.0    27.2%   23.8%   86.6%   45.6%  11.3%   33.2%  31   DH  L       Lotte Marines     PL
433           Sasaki Roki   15    4    4   0    0   0   0   0    0    0   0   0   0   0    4    0    0   0    0  0.000  0.000  0.000  0.000   -96  0.000         100.0%   0.0%  0.00   0.0             0.0%   50.0%   37.5%  18.8%  100.0%  21    1  R       Lotte Marines     PL
434         Satoh Toshiya  103  278  239  19   52  12   1   4   78   22   0   2  12   2   45   22    0   3    4  0.218  0.289  0.326  0.615    82  0.108  0.250   16.2%   7.9%  0.49  -0.7    18.3%   25.4%   89.4%   41.7%   8.2%   25.5%  25    2  L       Lotte Marines     PL
437       Sugano Tsuyoshi    6   11   10   0    1   0   0   0    1    0   0   0   0   0    2    1    0   0    0  0.100  0.182  0.100  0.282   -12  0.000  0.125   18.2%   9.1%  0.50  -0.0     0.0%    5.6%   77.8%   46.3%  12.2%   27.3%  30    7  L       Lotte Marines     PL
440      Tamura Tatsuhiro   78  214  181   6   30   3   0   2   39   19   0   1  15   3   38   13    0   2    3  0.166  0.226  0.215  0.441    32  0.049  0.194   17.8%   6.1%  0.34  -0.3    11.2%   20.8%   85.3%   44.5%   9.6%   24.8%  29    2  R       Lotte Marines     PL
441       Taneichi Atsuki   23    4    3   0    0   0   0   0    0    0   0   0   1   0    0    0    0   0    0  0.000  0.000  0.000  0.000   -96  0.000  0.000    0.0%   0.0%         0.0     0.0%    0.0%  100.0%   44.4%   0.0%    0.0%  24    1  R       Lotte Marines     PL
443       Tomosugi Atsuki   64  209  185  21   47   7   0   0   54    9   9   3  14   1   31    9    0   0    1  0.254  0.287  0.292  0.579    72  0.038  0.303   14.8%   4.3%  0.29   0.5     6.5%   24.7%   92.3%   44.8%   5.5%   19.1%  22    6  R       Lotte Marines     PL
444            Ueda Shota    4    3    3   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000   -96  0.000  0.000   66.7%   0.0%  0.00   0.0     0.0%   50.0%   33.3%   55.6%  44.4%   66.7%  25    2  R       Lotte Marines     PL
445          Wada Koshiro   80  113   98  30   26   4   2   3   43    9  20   1   3   0   32    9    0   3    0  0.265  0.345  0.439  0.784   130  0.174  0.365   28.3%   8.0%  0.28   3.1     7.2%   30.4%   87.2%   48.0%  12.2%   38.9%  24    8  L       Lotte Marines     PL
447        Yamaguchi Koki  115  474  421  46   99  21   0  14  162   57   0   0   0   5  122   43    6   5    7  0.235  0.310  0.385  0.695   104  0.150  0.293   25.7%   9.1%  0.35  -0.0    18.4%   30.3%   83.2%   47.0%  13.6%   37.8%  22    3  R       Lotte Marines     PL
448        Yamamoto Daito    2    7    7   0    1   0   0   0    1    0   0   0   0   0    4    0    0   0    1  0.143  0.143  0.143  0.286   -13  0.000  0.333   57.1%   0.0%  0.00  -0.0    33.3%   46.7%   62.5%   55.6%  25.9%   57.1%  20    9  R       Lotte Marines     PL
449       Yasuda Hisanori  122  472  416  33   99  24   0   9  150   43   2   0   0   5   95   49    2   2   10  0.238  0.318  0.361  0.679   100  0.123  0.284   20.1%  10.4%  0.52   0.3    13.2%   21.3%   90.1%   42.9%   8.3%   32.4%  24    5  L       Lotte Marines     PL
451         Arihara Kohei   17    2    2   0    1   0   0   0    1    0   0   0   0   0    1    0    0   0    0  0.500  0.500  0.500  1.000   199  0.000  1.000   50.0%   0.0%  0.00  -0.0   100.0%  100.0%           42.9%  14.3%   50.0%  30    1  R      SoftBank Hawks     PL
452    Astudillo Willians   20   50   44   2    6   1   0   1   10    3   0   0   0   1    2    2    0   3    3  0.136  0.220  0.227  0.447    34  0.091  0.119    4.0%   4.0%  1.00  -0.0    20.9%   27.9%   96.5%   52.9%   4.3%   10.0%  31    3  R      SoftBank Hawks     PL
453           Bandoh Yugo   30    2    2   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000         100.0%   0.0%  0.00   0.0           100.0%  100.0%   50.0%  16.7%  100.0%  27    1  R      SoftBank Hawks     PL
454     Despaigne Alfredo   20   49   42   0    3   0   0   0    3    0   0   0   0   0   13    7    0   0    2  0.071  0.204  0.071  0.275   -14  0.000  0.103   26.5%  14.3%  0.54  -0.0    13.8%   24.8%   92.3%   37.6%  12.2%   40.8%  37   DH  R      SoftBank Hawks     PL
455           Fujii Kouya   34    2    2   0    0   0   0   0    0    0   0   0   0   0    1    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000  0.000   50.0%   0.0%  0.00   0.0     0.0%    0.0%   66.7%   37.5%  12.5%   50.0%  26    1  L      SoftBank Hawks     PL
457         Galvis Freddy   19   34   33   1    5   0   0   0    5    1   0   0   0   0   11    0    0   1    1  0.152  0.176  0.152  0.328    -0  0.000  0.227   32.4%   0.0%  0.00  -0.0    13.6%   39.1%   83.0%   53.7%  17.9%   32.4%  33    4  S      SoftBank Hawks     PL
459      Hawkins Courtney    3   10    9   0    0   0   0   0    0    1   0   0   0   1    4    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000  0.000   40.0%   0.0%  0.00   0.0     0.0%   50.0%   53.8%   63.3%  30.0%   40.0%  29   DH  R      SoftBank Hawks     PL
461       Higashihama Nao   17    2    2   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000         100.0%   0.0%  0.00   0.0             0.0%            0.0%   0.0%  100.0%  33    1  R      SoftBank Hawks     PL
462         Imamiya Kenta  126  484  427  38  109  22   0   9  158   48   4   0  24   4   58   27    1   2   14  0.255  0.300  0.370  0.670    99  0.115  0.275   12.0%   5.6%  0.47   0.6    16.4%   25.9%   91.8%   46.3%   6.8%   19.4%  31    6  R      SoftBank Hawks     PL
463          Inoue Tomoya   15   41   38   3   10   2   0   1   15    3   0   0   0   0   10    3    0   0    0  0.263  0.317  0.395  0.712   112  0.132  0.333   24.4%   7.3%  0.30  -0.0    25.0%   46.7%   90.2%   53.5%  15.5%   34.1%  20    5  R      SoftBank Hawks     PL
464        Ishikawa Shuta   23    3    3   0    0   0   0   0    0    0   0   0   0   0    2    0    0   0    1  0.000  0.000  0.000  0.000   -99  0.000  0.000   66.7%   0.0%  0.00   0.0     0.0%   25.0%   80.0%   60.0%  20.0%   66.7%  31    1  R      SoftBank Hawks     PL
466             Kai Ikumi   13   21   20   2    4   0   0   0    4    0   0   0   0   0    5    1    0   0    0  0.200  0.238  0.200  0.438    33  0.000  0.267   23.8%   4.8%  0.20  -0.0    40.0%   50.0%   91.7%   62.1%  18.2%   28.6%  22    9  L      SoftBank Hawks     PL
467            Kai Takuya  139  420  366  35   74  16   1  10  122   44   0   0  18   2  117   31    0   3    5  0.202  0.269  0.333  0.602    79  0.131  0.266   27.9%   7.4%  0.26  -0.0    21.2%   24.0%   78.4%   46.3%  14.7%   37.6%  30    2  R      SoftBank Hawks     PL
470       Kawarada Jumpei    2    1    1   0    0   0   0   0    0    0   0   0   0   0    0    0    0   0    0  0.000  0.000  0.000  0.000   -99  0.000  0.000    0.0%   0.0%         0.0     0.0%    0.0%  100.0%   33.3%   0.0%    0.0%  21    6  R      SoftBank Hawks     PL
471         Kawase Hikaru  102  208  178  25   42   7   3   0   55   15   2   2  18   1   23    9    1   2    3  0.236  0.279  0.309  0.588    76  0.073  0.269   11.1%   4.3%  0.39  -0.3     9.8%   20.5%   95.0%   39.7%   3.9%   15.4%  25  UTL  L      SoftBank Hawks     PL
473        Kondoh Kensuke  143  613  492  75  149  33   0  26  260   87   3   4   0   6  117  109    7   6    7  0.303  0.431  0.528  0.959   185  0.225  0.346   19.1%  17.8%  0.93  -0.9    13.1%   14.3%   87.9%   36.6%   7.1%   41.1%  29    7  L      SoftBank Hawks     PL
474        Kurihara Ryoya   96  387  352  24   84  14   0  13  137   49   0   1   1   2   81   28    0   4    6  0.239  0.301  0.389  0.690   105  0.150  0.273   20.9%   7.2%  0.35  -0.4    17.9%   25.6%   83.6%   49.3%  11.6%   31.5%  26    5  L      SoftBank Hawks     PL
475       Makihara Taisei   91  387  359  40   93  13   1   2  114   32   3   2   7   5   66   11    1   5    6  0.259  0.287  0.318  0.605    81  0.059  0.307   17.1%   2.8%  0.17  -0.2     9.5%   41.3%   92.1%   56.6%  13.1%   20.4%  30    8  L      SoftBank Hawks     PL
476         Masaki Tomoya   15   30   26   2    1   0   0   0    1    1   0   0   0   0   10    3    0   1    0  0.038  0.167  0.038  0.205   -35  0.000  0.062   33.3%  10.0%  0.30  -0.0    37.5%   27.7%   78.3%   49.2%  18.5%   43.3%  23    8  R      SoftBank Hawks     PL
477            Masuda Shu   35   75   66   7   12   2   0   1   17    3   0   0   1   0   17    5    0   3    0  0.182  0.270  0.258  0.528    59  0.076  0.229   22.7%   6.7%  0.29  -0.0    16.0%   25.0%   87.5%   42.1%   9.8%   30.7%  24    9  R      SoftBank Hawks     PL
481         Mimori Masaki  102  316  296  40   77   8   2   5  104   21  14   8   8   0   48   12    0   0    4  0.260  0.289  0.351  0.640    91  0.091  0.296   15.2%   3.8%  0.25  -0.3    15.3%   41.2%   85.0%   56.4%  12.7%   20.6%  24    4  L      SoftBank Hawks     PL
