Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Okada Toshiya,36,3,5,0,1,0,.375,327,73,.2,73,8,30,0,2,70,4,0,43,30,3.67,Chunichi Dragons,
Okano Yuichiro,13,4,5,0,0,0,.444,283,68,,73,4,12,0,1,52,1,0,32,28,3.71,Chunichi Dragons,
Satoh Yu,49,2,2,6,0,0,.500,209,47,.2,46,3,18,2,2,45,3,0,21,21,3.97,Chunichi Dragons,
Shimizu Tatsuya,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,2,0,0,0,0,0.00,Chunichi Dragons,
Sobue Daisuke,7,2,0,0,0,0,1.000,26,7,,6,0,0,0,0,11,0,0,0,0,0.00,Chunichi Dragons,
Suzuki Hiroshi,18,4,6,0,0,0,.400,428,99,.1,99,3,34,0,5,56,2,0,52,43,3.90,Chunichi Dragons,
Tajima Shinji,20,1,2,0,0,0,.333,95,20,,24,1,8,0,3,19,5,0,17,9,4.05,Chunichi Dragons,
Takeuchi Ryushin,15,1,1,0,0,0,.500,60,15,,15,0,4,0,0,10,0,0,5,5,3.00,Chunichi Dragons,
Tanimoto Keisuke,14,1,2,0,0,0,.333,55,12,.2,12,0,5,0,0,9,1,0,7,5,3.55,Chunichi Dragons,
Tavarez Yohan,14,0,4,0,0,0,.000,156,30,,42,1,21,0,6,12,1,0,31,31,9.30,Chunichi Dragons,
Ueda Kotaro,8,1,1,0,0,0,.500,158,38,.1,35,1,9,0,2,27,2,0,14,10,2.35,Chunichi Dragons,
Yamamoto Takumi,6,0,0,0,0,0,.000,23,6,,2,0,2,0,0,2,0,0,0,0,0.00,Chunichi Dragons,
Abe Shota,7,0,1,1,0,0,.000,24,5,.2,6,1,1,0,0,8,0,0,2,1,1.59,ORIX Buffaloes,
Azuma Kohei,15,1,3,0,0,0,.250,288,67,.2,61,1,29,0,3,56,3,0,27,26,3.46,ORIX Buffaloes,
Biddle Jesse,8,3,0,0,0,0,1.000,71,17,,6,0,14,0,1,23,2,0,1,0,0.00,ORIX Buffaloes,
Cho Yaku,19,1,0,1,0,0,1.000,76,20,.2,13,0,4,0,0,17,1,1,3,3,1.31,ORIX Buffaloes,
Higa Motoki,12,1,0,1,0,0,1.000,44,12,,7,1,1,0,0,11,0,0,3,3,2.25,ORIX Buffaloes,
Honda Hitomi,4,0,0,1,0,0,.000,14,4,,2,1,0,0,0,4,0,0,1,1,2.25,ORIX Buffaloes,
Kaida Tomoyuki,39,0,2,1,0,0,.000,157,36,.1,44,2,11,0,0,29,1,0,16,15,3.72,ORIX Buffaloes,
Kawase Kento,4,1,3,0,0,0,.250,60,13,.2,19,1,2,0,0,13,1,0,13,6,3.95,ORIX Buffaloes,
Kogita Atsuya,37,0,3,6,0,0,.000,163,39,.2,38,1,6,1,1,44,0,0,14,14,3.18,ORIX Buffaloes,
Kondoh Taisuke,12,0,0,0,0,0,.000,48,11,.2,7,0,6,0,0,17,0,0,1,1,0.77,ORIX Buffaloes,
Kuroki Yuta,11,0,0,0,0,0,.000,39,10,.1,4,0,4,0,1,5,0,0,0,0,0.00,ORIX Buffaloes,
Mae Yuito,13,1,1,0,0,0,.500,61,12,.1,13,0,9,0,1,13,3,0,11,10,7.30,ORIX Buffaloes,
Masui Hirotoshi,13,3,3,0,0,0,.500,262,57,.2,79,4,14,0,4,39,4,0,40,39,6.09,ORIX Buffaloes,
Matsuyama Masayuki,4,0,0,0,0,0,.000,29,6,,4,1,6,0,1,6,0,0,4,3,4.50,ORIX Buffaloes,
Mukunoki Ren,9,4,3,0,0,0,.571,191,46,.2,49,0,8,0,0,29,0,0,19,17,3.28,ORIX Buffaloes,
Muranishi Ryota,27,1,4,1,0,0,.200,107,24,.1,22,2,13,0,1,18,4,0,13,13,4.81,ORIX Buffaloes,
Nakagawa Hayate,6,1,0,0,0,0,1.000,33,7,.2,7,1,2,0,2,2,0,0,5,5,5.87,ORIX Buffaloes,
Nakamura Masaru,21,5,8,0,0,0,.385,445,100,.1,100,6,48,0,5,66,4,0,51,46,4.13,ORIX Buffaloes,
Nakata Yuito,24,0,1,0,0,0,.000,118,26,,22,2,20,0,0,22,3,0,14,14,4.85,ORIX Buffaloes,
Nohmi Atsushi,2,0,0,0,0,0,.000,12,2,.2,3,1,1,0,0,4,0,0,2,2,6.75,ORIX Buffaloes,
Saitoh Koki,50,1,2,0,0,0,.333,169,41,,35,2,10,0,3,56,1,0,13,11,2.41,ORIX Buffaloes,
Sakakibara Tsubasa,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
Satoh Kazuma,19,2,5,0,0,0,.286,236,51,.1,58,6,34,0,1,27,3,0,38,34,5.96,ORIX Buffaloes,
Sawada Keisuke,1,0,0,0,0,0,.000,5,0,.2,2,2,1,0,0,1,0,0,2,2,27.00,ORIX Buffaloes,
Suzuki Kohei,21,1,0,1,0,0,1.000,83,21,,17,3,2,0,0,31,1,0,6,6,2.57,ORIX Buffaloes,
Tajima Daiki,1,0,0,0,0,0,.000,7,2,,1,0,0,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Takeyasu Daichi,14,3,3,0,0,0,.500,215,52,,51,6,11,0,1,34,0,0,21,20,3.46,ORIX Buffaloes,
Tomiyama Ryoga,24,1,1,0,0,0,.500,182,40,.1,50,2,19,0,0,28,2,0,13,12,2.68,ORIX Buffaloes,
Tsujigaki Takara,9,1,3,0,0,0,.250,157,36,,38,2,11,0,4,16,0,1,19,14,3.50,ORIX Buffaloes,
Udagawa Yuki,15,1,1,0,0,0,.500,54,14,.1,8,2,3,0,0,21,2,0,3,3,1.88,ORIX Buffaloes,
Urushihara Taisei,41,3,3,0,0,0,.500,203,45,,43,5,26,0,1,26,8,0,33,30,6.00,ORIX Buffaloes,
Vargas Cesar,24,2,6,0,0,0,.250,219,51,,55,3,13,0,3,45,7,0,26,20,3.53,ORIX Buffaloes,
Waguespack Jacob,3,1,0,0,0,0,1.000,44,12,,4,0,4,0,1,17,0,0,2,1,0.75,ORIX Buffaloes,
Yamada Nobuyoshi,39,1,2,0,0,0,.333,126,32,,20,3,7,0,1,36,0,0,8,7,1.97,ORIX Buffaloes,
Yamaoka Taisuke,1,0,0,0,0,0,.000,24,5,,9,0,1,0,0,4,0,0,1,1,1.80,ORIX Buffaloes,
Yamasaki Sachiya,4,1,0,0,0,0,1.000,79,21,,16,0,2,0,0,16,1,0,2,2,0.86,ORIX Buffaloes,
Yamashita Shunpeita,8,2,2,0,0,0,.500,143,35,.1,29,1,11,0,1,42,3,0,14,13,3.31,ORIX Buffaloes,
Yamazaki Soichiro,8,0,0,0,0,0,.000,69,17,.2,10,1,8,0,0,23,0,0,4,3,1.53,ORIX Buffaloes,
Yokoyama Kaede,25,0,2,6,0,0,.000,110,26,.2,19,1,13,0,0,20,1,0,11,7,2.36,ORIX Buffaloes,
Yoshida Ryo,45,1,2,0,0,0,.333,188,43,.1,42,4,14,0,3,53,1,0,18,16,3.32,ORIX Buffaloes,
Akiyama Seiun,15,4,1,1,0,0,.800,141,34,.2,27,3,10,0,1,28,1,0,11,9,2.34,Lotte Marines,
Azuma Yusuke,40,3,4,3,0,0,.429,164,42,,29,1,11,0,0,35,3,0,9,5,1.07,Lotte Marines,
Dohi Seiya,21,5,5,0,0,0,.500,368,85,,87,13,33,0,3,48,4,0,55,49,5.19,Lotte Marines,
Doi Hideto,37,4,4,7,0,0,.500,366,82,.1,79,9,40,0,6,47,3,0,52,40,4.37,Lotte Marines,
Furuya Takuro,3,1,1,0,0,0,.500,72,15,,17,1,11,0,2,3,0,0,7,6,3.60,Lotte Marines,
Futaki Kota,10,2,3,0,0,0,.400,183,46,,39,6,7,0,2,51,1,0,15,13,2.54,Lotte Marines,
Hirohata Atsuya,14,0,1,2,0,0,.000,118,29,,26,2,9,0,1,17,1,0,10,10,3.10,Lotte Marines,
Ishikawa Ayumu,2,1,0,0,0,0,1.000,34,8,,7,1,2,0,0,4,0,0,3,1,1.13,Lotte Marines,
Iwashita Daiki,3,0,0,0,0,0,.000,20,6,,1,1,1,0,0,8,0,0,1,1,1.50,Lotte Marines,
Karakawa Yuki,4,1,0,0,0,0,1.000,14,4,,1,0,0,0,0,3,0,0,0,0,0.00,Lotte Marines,
Kawamura Tokito,8,2,2,0,0,0,.500,145,35,.2,34,4,7,0,2,22,0,0,14,12,3.03,Lotte Marines,
Kuniyoshi Yuki,23,3,2,0,0,0,.600,119,22,.1,26,2,26,0,3,13,3,0,29,28,11.28,Lotte Marines,
Masuda Naoya,1,0,0,1,0,0,.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,Lotte Marines,
Mima Manabu,3,0,2,0,0,0,.000,53,13,,14,3,1,0,0,6,0,0,9,9,6.23,Lotte Marines,
Mori Ryotaro,13,3,2,0,0,0,.600,228,52,.1,59,5,18,0,1,32,2,0,22,19,3.27,Lotte Marines,
Motomae Fumiya,10,1,2,0,0,0,.333,198,46,.2,40,6,20,0,3,34,0,0,26,21,4.05,Lotte Marines,
Nagashimada Kirato,3,0,0,0,0,0,.000,17,2,,1,0,10,0,0,1,0,0,4,3,13.50,Lotte Marines,
Nakamori Shunsuke,6,1,0,0,0,0,1.000,77,20,,14,0,2,0,2,15,0,0,3,2,0.90,Lotte Marines,
Nakamura Toshiya,27,3,0,1,0,0,1.000,132,32,.1,29,0,3,0,1,29,1,0,14,14,3.90,Lotte Marines,
Narita Kakeru,46,3,0,1,0,0,1.000,165,39,.2,22,2,13,0,8,27,1,0,14,10,2.27,Lotte Marines,
Nishino Yuji,3,0,0,0,0,0,.000,11,3,,1,0,1,0,0,4,0,0,0,0,0.00,Lotte Marines,
Ono Fumiya,1,0,0,0,0,0,.000,4,1,,0,0,1,0,0,1,0,0,0,0,0.00,Lotte Marines,
Onuma Kenta,13,0,1,2,0,0,.000,77,15,,24,4,10,0,1,11,0,0,16,16,9.60,Lotte Marines,
Osuna Roberto,3,0,0,0,0,0,.000,14,3,,5,0,0,0,0,5,0,0,2,2,6.00,Lotte Marines,
Sakamoto Koshiro,4,0,1,0,0,0,.000,23,4,.1,5,1,4,0,0,4,2,1,3,3,6.23,Lotte Marines,
Sasaki Chihaya,20,2,0,2,0,0,1.000,79,20,,14,0,4,0,1,11,0,0,2,2,0.90,Lotte Marines,
Sato Shoma,11,2,1,1,0,0,.667,199,50,.1,48,6,11,0,0,29,0,0,19,16,2.86,Lotte Marines,
Suzuki Shota,17,5,5,0,0,0,.500,328,77,.1,80,4,19,0,1,68,1,0,28,24,2.79,Lotte Marines,
Tanaka Fuki,2,0,0,0,0,0,.000,10,1,.2,3,0,3,0,0,2,2,0,2,1,5.40,Lotte Marines,
Tanaka Yasuhiro,23,3,1,1,0,0,.750,102,25,,23,1,4,0,0,20,3,0,8,6,2.16,Lotte Marines,
Taneichi Atsuki,16,6,2,0,0,0,.750,253,62,.1,44,4,24,0,2,62,5,0,26,20,2.89,Lotte Marines,
Tojo Taiki,2,1,0,0,0,0,1.000,7,2,,0,0,1,0,0,2,0,0,0,0,0.00,Lotte Marines,
Yagi Akira,16,1,1,3,0,0,.500,68,16,,15,3,5,0,0,19,0,1,10,10,5.63,Lotte Marines,
Yamamoto Daiki,27,2,1,6,0,0,.667,121,31,.1,21,2,9,0,0,19,2,0,12,10,2.87,Lotte Marines,
Yokoyama Rikuto,35,2,3,5,0,0,.400,181,40,,44,2,17,0,3,47,4,0,25,18,4.05,Lotte Marines,
Akiyoshi Ryo,14,0,1,2,0,0,.000,63,14,,15,0,5,1,1,16,0,0,5,3,1.93,SoftBank Hawks,
Bandoh Yugo,12,2,1,1,0,0,.667,130,33,.2,27,1,5,0,0,27,0,1,12,9,2.41,SoftBank Hawks,
Chatwood Tyler,6,2,0,0,0,0,1.000,107,24,.1,18,0,21,0,2,18,3,1,9,7,2.59,SoftBank Hawks,
Felix Mailon,12,0,1,0,0,0,.000,75,17,.1,13,2,10,0,3,12,2,1,8,7,3.63,SoftBank Hawks,
Fujii Kouya,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,4,0,0,0,0,0.00,SoftBank Hawks,
Ishikawa Shuta,1,0,1,0,0,0,.000,21,5,,4,0,1,0,1,1,0,0,1,1,1.80,SoftBank Hawks,
Izumi Keisuke,34,1,1,4,0,0,.500,157,37,,33,1,15,0,1,21,3,1,18,14,3.41,SoftBank Hawks,
Kaino Hiroshi,24,1,1,3,0,0,.500,103,24,.1,16,1,15,0,0,33,0,1,9,7,2.59,SoftBank Hawks,
Kasaya Shunsuke,18,1,2,0,0,0,.333,129,31,.2,15,0,16,0,2,43,1,0,10,9,2.56,SoftBank Hawks,
Kayama Shinya,1,1,0,0,0,0,1.000,4,1,,0,0,1,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Kimura Taisei,6,0,0,0,0,0,.000,32,7,,7,0,4,0,0,10,2,0,6,5,6.43,SoftBank Hawks,
Matayoshi Katsuki,2,0,0,0,0,0,.000,8,2,,2,0,0,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
Matsumoto Yuki,4,0,1,0,0,0,.000,37,8,,8,0,6,0,0,7,1,0,6,5,5.63,SoftBank Hawks,
Miura Mizuki,11,4,0,0,0,0,1.000,221,52,,55,3,15,0,2,35,1,1,16,15,2.60,SoftBank Hawks,
Mori Yuito,11,0,1,2,0,0,.000,39,10,.2,8,0,0,0,0,6,1,0,2,2,1.69,SoftBank Hawks,
Murakami Shun,1,1,0,0,0,0,1.000,9,2,,1,0,2,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Nakamichi Yuya,11,1,1,0,0,0,.500,111,26,.2,30,1,9,0,1,18,2,0,17,15,5.06,SoftBank Hawks,
Nakamura Ryota,41,2,1,0,0,0,.667,174,41,.1,28,2,18,0,4,43,3,1,15,13,2.83,SoftBank Hawks,
Ogata Shuto,33,3,3,10,0,0,.500,142,35,,27,2,10,0,1,40,0,1,11,8,2.06,SoftBank Hawks,
Ohshiro Shinno,1,0,0,0,0,0,.000,12,2,,6,0,0,0,0,1,0,0,3,3,13.50,SoftBank Hawks,
Ohtake Koutaro,14,4,1,0,1,1,.800,309,78,.1,64,7,12,0,3,50,2,2,27,25,2.87,SoftBank Hawks,
Ohzeki Tomohisa,4,1,0,0,0,0,1.000,28,8,,5,0,0,0,0,3,0,0,1,1,1.13,SoftBank Hawks,
Okamoto Naoya,21,4,0,0,0,0,1.000,141,34,.2,25,0,14,0,0,29,1,1,8,6,1.56,SoftBank Hawks,
Okumura Masato,15,6,3,0,1,1,.667,270,63,,61,2,20,0,3,48,3,0,25,22,3.14,SoftBank Hawks,
Rea Colin,3,1,0,0,0,0,1.000,42,11,,7,0,2,0,0,12,0,0,1,0,0.00,SoftBank Hawks,
Satoh Hiroki,2,0,1,0,0,0,.000,25,4,,4,1,7,0,2,6,1,0,8,8,18.00,SoftBank Hawks,
Satoh Takuma,1,1,0,0,0,0,1.000,20,5,,3,0,3,0,1,4,2,0,0,0,0.00,SoftBank Hawks,
Senga Koudai,1,0,0,0,0,0,.000,13,4,,1,0,1,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Shigeta Tomoaki,44,7,3,4,0,0,.700,272,61,,52,2,31,1,7,69,5,0,26,21,3.10,SoftBank Hawks,
Shiino Arata,23,0,1,1,0,0,.000,90,23,.2,17,1,8,0,1,23,0,0,5,5,1.90,SoftBank Hawks,
Stewart Jr. Carter,14,3,5,1,0,0,.375,236,53,.2,37,4,42,0,2,52,9,0,21,19,3.19,SoftBank Hawks,
Sugiyama Kazuki,14,5,2,0,0,0,.714,254,61,,46,6,34,0,3,65,2,0,25,22,3.25,SoftBank Hawks,
Takahashi Jumpei,23,2,1,0,0,0,.667,129,27,.2,27,2,20,0,1,24,3,0,16,12,3.90,SoftBank Hawks,
Takahashi Rei,13,3,3,1,0,0,.500,254,58,.2,56,2,19,0,3,38,0,0,25,24,3.68,SoftBank Hawks,
Takeda Shota,5,3,1,0,0,0,.750,92,22,,24,1,6,0,0,25,0,0,13,13,5.32,SoftBank Hawks,
Tanaka Seigi,6,0,0,1,0,0,.000,24,6,,5,0,1,0,0,5,1,0,3,2,3.00,SoftBank Hawks,
Tanoue Sota,17,5,6,0,0,0,.455,364,83,,82,4,40,1,3,51,4,3,40,32,3.47,SoftBank Hawks,
Taura Fumimaru,30,1,1,1,0,0,.500,122,27,,33,2,9,1,2,22,2,0,14,14,4.67,SoftBank Hawks,
Wada Tsuyoshi,2,0,0,0,0,0,.000,41,10,.2,10,0,1,0,0,7,0,0,1,1,0.84,SoftBank Hawks,
Anraku Tomohiro,5,0,0,0,0,0,.000,16,5,,3,0,0,0,0,4,1,0,0,0,0.00,Rakuten Eagles,
Busenitz Alan,2,0,0,0,0,0,.000,8,2,,1,0,0,0,0,3,0,0,0,0,0.00,Rakuten Eagles,
Fujihira Shoma,12,4,0,0,0,0,1.000,183,43,.1,46,7,16,0,2,34,1,0,19,19,3.95,Rakuten Eagles,
Fujii Masaru,15,6,4,0,0,0,.600,354,84,.1,88,6,20,0,4,60,5,0,32,30,3.20,Rakuten Eagles,
Fukui Yuya,20,1,1,0,0,0,.500,88,19,.2,21,2,5,0,1,21,1,0,10,3,1.37,Rakuten Eagles,
Fukumori Yoma,9,1,0,0,0,0,1.000,39,7,.2,3,0,14,0,0,8,4,0,5,5,5.87,Rakuten Eagles,
Fukuyama Hiroyuki,27,0,3,0,0,0,.000,118,27,.2,27,3,4,0,2,17,1,0,13,12,3.90,Rakuten Eagles,
Hayakawa Takahisa,2,2,0,0,0,0,1.000,44,13,.1,3,0,1,0,0,15,0,0,0,0,0.00,Rakuten Eagles,
Hikiji Shuichiro,8,1,3,0,0,0,.250,100,21,,20,1,18,0,2,8,0,0,16,16,6.86,Rakuten Eagles,
Ishibashi Ryota,14,2,0,0,0,0,1.000,70,13,.1,28,2,3,0,1,10,1,0,17,17,11.48,Rakuten Eagles,
Ishida Shun,10,1,0,1,0,0,1.000,45,9,,11,2,7,0,0,4,2,0,8,7,7.00,Rakuten Eagles,
Kamata Yoshinao,22,1,4,0,0,0,.200,175,38,,36,2,21,0,4,24,2,0,13,12,2.84,Rakuten Eagles,
Karashima Wataru,6,4,0,0,0,0,1.000,113,30,,21,0,2,0,0,24,0,0,2,1,0.30,Rakuten Eagles,
Komine Shinri,22,1,0,2,0,0,1.000,107,23,.2,22,1,14,0,1,16,5,0,13,10,3.80,Rakuten Eagles,
Matsui Tomotaka,15,6,1,0,0,0,.857,309,76,.2,53,1,29,0,2,68,1,0,14,10,1.17,Rakuten Eagles,
Miyamori Satoshi,24,0,3,17,0,0,.000,97,22,,20,0,10,0,1,22,0,0,10,9,3.68,Rakuten Eagles,
Mori Yudai,9,1,0,0,0,0,1.000,46,9,.1,7,1,13,0,1,6,0,0,4,3,2.89,Rakuten Eagles,
Morihara Kohei,14,0,1,1,0,0,.000,57,14,,13,0,2,0,0,13,0,0,4,4,2.57,Rakuten Eagles,
Nishigaki Masaya,11,0,0,1,0,0,.000,44,11,,10,1,1,0,1,14,1,0,5,5,4.09,Rakuten Eagles,
Nishiguchi Naoto,4,0,0,0,0,0,.000,14,4,,2,0,1,0,0,2,0,0,1,1,2.25,Rakuten Eagles,
Norimoto Takahiro,1,0,0,0,0,0,.000,22,4,,7,2,3,0,0,5,1,0,4,4,9.00,Rakuten Eagles,
Sakai Tomohito,5,0,0,0,0,0,.000,17,5,,2,1,0,0,0,3,0,0,2,2,3.60,Rakuten Eagles,
Satoh Tomoki,11,1,0,0,0,0,1.000,100,20,.1,30,3,8,0,1,19,2,0,20,15,6.64,Rakuten Eagles,
Seimiya Kotaro,5,0,0,0,0,0,.000,27,4,.2,7,1,5,0,0,3,0,0,8,6,11.57,Rakuten Eagles,
Sung Chia-Hao,9,2,0,0,0,0,1.000,42,9,,11,1,4,0,0,6,0,0,4,3,3.00,Rakuten Eagles,
Suzuki Sora,8,3,1,0,0,0,.750,113,29,.2,19,1,9,0,0,42,0,1,6,6,1.82,Rakuten Eagles,
Tai Katsutoshi,2,0,0,0,0,0,.000,17,3,,2,0,6,0,0,4,0,0,2,2,6.00,Rakuten Eagles,
Takada Koichi,19,11,2,1,0,0,.846,434,108,,86,8,34,0,3,72,0,0,29,27,2.25,Rakuten Eagles,
Takata Hosei,33,0,3,8,0,0,.000,127,29,.1,28,5,10,0,0,24,3,0,19,18,5.52,Rakuten Eagles,
Takinaka Ryota,8,3,4,0,0,0,.429,174,44,,44,5,4,0,1,25,0,0,13,12,2.45,Rakuten Eagles,
Teraoka Kanji,27,1,1,0,0,0,.500,109,24,.2,21,3,13,0,3,18,1,0,10,6,2.19,Rakuten Eagles,
Tsurusaki Taisei,25,3,0,0,0,0,1.000,102,25,.2,18,4,10,0,0,22,0,0,10,10,3.51,Rakuten Eagles,
Uchi Seiryu,15,0,3,2,0,0,.000,114,23,.1,30,4,13,0,1,17,2,0,23,22,8.49,Rakuten Eagles,
Uchima Takuma,25,3,0,1,0,0,1.000,115,25,,20,2,17,0,4,26,4,0,17,15,5.40,Rakuten Eagles,
Wakui Hideaki,6,2,0,0,0,0,1.000,81,22,,14,0,3,0,0,20,0,0,3,2,0.82,Rakuten Eagles,
Wang Yan-Cheng,12,2,4,0,0,0,.333,260,60,.2,63,5,25,0,6,45,2,1,28,28,4.15,Rakuten Eagles,
Watanabe Yuki,31,3,0,0,0,0,1.000,114,27,,17,0,14,0,6,25,2,0,5,5,1.67,Rakuten Eagles,
Yoshikawa Kazuki,23,1,1,0,0,0,.500,117,31,.1,18,0,9,0,0,22,0,0,5,5,1.44,Rakuten Eagles,
Yuge Hayato,29,3,3,0,0,0,.500,176,44,,36,3,6,0,2,31,0,0,16,14,2.86,Rakuten Eagles,
Akagami Yuto,23,3,3,2,1,0,.500,317,74,.1,69,3,30,0,5,65,4,0,32,27,3.27,Seibu Lions,
Awatsu Kaito,10,0,0,0,0,0,.000,50,10,.2,9,2,7,0,3,12,1,0,6,4,3.38,Seibu Lions,
Enns Dietrich,2,0,0,0,0,0,.000,33,8,,4,0,5,0,1,10,1,0,0,0,0.00,Seibu Lions,
Hada Shinnosuke,5,0,2,0,0,0,.000,34,7,.2,9,1,3,0,0,6,1,0,7,6,7.04,Seibu Lions,
Hamaya Shota,14,5,4,0,1,0,.556,352,77,,97,11,30,0,4,37,5,0,48,46,5.38,Seibu Lions,
Herrera Jasier,10,4,2,0,0,0,.667,254,62,,56,3,20,0,2,43,1,0,22,20,2.90,Seibu Lions,
Hirai Katsunori,4,0,1,0,0,0,.000,61,15,,14,0,3,0,0,13,0,1,4,3,1.80,Seibu Lions,
Honda Keisuke,4,2,2,0,1,0,.500,128,32,.1,23,1,8,0,0,17,0,0,10,7,1.95,Seibu Lions,
Idei Toshihiro,28,2,6,0,0,0,.250,374,76,.2,98,9,48,0,4,64,4,0,58,47,5.52,Seibu Lions,
Imai Tatsuya,6,1,0,0,0,0,1.000,75,19,.2,9,0,8,0,0,28,0,0,2,2,0.92,Seibu Lions,
Inoue Hiroki,5,2,0,0,0,0,1.000,31,9,,3,1,3,0,0,9,1,0,2,2,2.00,Seibu Lions,
Kumon Katsuhiko,9,0,0,0,0,0,.000,32,9,.1,4,0,2,0,1,7,0,0,3,2,1.93,Seibu Lions,
Kuroda Masaya,10,1,3,0,0,0,.250,184,37,.1,52,3,27,0,1,26,6,0,34,34,8.20,Seibu Lions,
Mameda Taishi,18,3,6,1,0,0,.333,365,81,.1,77,4,40,0,2,67,5,0,46,34,3.76,Seibu Lions,
Masuda Tatsushi,2,0,0,0,0,0,.000,9,2,,3,0,0,0,0,2,0,0,1,1,4.50,Seibu Lions,
Matsumoto Wataru,3,1,0,0,0,0,1.000,52,13,,11,1,4,0,0,6,0,0,5,3,2.08,Seibu Lions,
Matsuoka Kouki,31,1,4,2,0,0,.200,196,42,.1,45,4,25,0,3,47,5,0,30,28,5.95,Seibu Lions,
Miyagawa Tetsu,2,0,0,0,0,0,.000,8,2,,2,0,0,0,0,4,0,0,0,0,0.00,Seibu Lions,
Moriwaki Ryosuke,7,0,0,1,0,0,.000,24,7,,3,0,2,0,0,3,0,0,0,0,0.00,Seibu Lions,
Omagari Ren,20,0,1,2,0,0,.000,100,19,.2,27,1,16,0,3,18,3,0,14,14,6.41,Seibu Lions,
Saito Hiromasa,15,1,4,2,0,0,.200,88,16,,24,2,15,0,1,8,3,0,23,17,9.56,Seibu Lions,
Sano Yasuo,28,2,2,0,0,0,.500,219,46,.2,59,4,22,0,2,32,2,0,31,25,4.82,Seibu Lions,
Sasaki Takeru,12,0,0,0,0,0,.000,69,15,.2,15,0,6,0,0,16,1,0,7,4,2.30,Seibu Lions,
Sato Shunsuke,5,1,1,0,0,0,.500,82,18,,23,4,8,0,0,12,0,0,15,15,7.50,Seibu Lions,
Smith Burch,6,1,3,0,0,0,.250,106,26,.1,21,3,8,0,2,25,0,0,14,13,4.44,Seibu Lions,
Sugai Shinya,3,0,0,0,0,0,.000,12,3,,3,0,0,0,0,1,0,0,1,1,3.00,Seibu Lions,
Sumida Chihiro,5,0,0,0,0,0,.000,83,21,,15,0,7,0,0,32,0,0,4,4,1.71,Seibu Lions,
Taira Kaima,5,0,0,0,0,0,.000,16,5,,1,0,1,0,0,10,0,0,0,0,0.00,Seibu Lions,
Takahashi Bo,9,2,0,1,0,0,1.000,52,10,.2,13,0,6,0,1,11,0,1,9,9,7.59,Seibu Lions,
Takekuma Shota,4,0,0,0,0,0,.000,28,5,.1,9,1,1,0,1,8,0,0,6,6,10.13,Seibu Lions,
Tamura Ichiro,29,4,2,5,0,0,.667,177,42,,44,3,8,0,0,39,1,0,20,19,4.07,Seibu Lions,
Togame Ken,18,2,4,1,0,0,.333,160,34,,46,6,13,0,1,29,1,0,34,27,7.15,Seibu Lions,
Utsumi Tetsuya,9,2,2,0,0,0,.500,138,34,.1,34,2,10,0,0,16,1,0,11,10,2.62,Seibu Lions,
Watanabe Yutaro,16,6,6,1,0,0,.500,386,85,.1,103,6,35,0,3,55,2,0,56,37,3.90,Seibu Lions,
Yoza Kaito,5,1,0,0,0,0,1.000,61,17,,6,0,4,0,0,17,0,0,0,0,0.00,Seibu Lions,
Fukuda Suguru,24,1,1,4,0,0,.500,112,25,,19,1,16,0,1,34,2,0,10,7,2.52,Nipponham Fighters,
Fukushima Ren,14,1,0,0,0,0,1.000,74,16,,11,0,16,0,1,14,2,1,9,9,5.06,Nipponham Fighters,
Furukawa Yuri,8,0,0,0,0,0,.000,32,8,,6,0,2,0,0,11,1,0,0,0,0.00,Nipponham Fighters,
Hasegawa Ryota,5,0,0,0,0,0,.000,19,5,,4,0,2,0,0,2,0,0,2,2,3.60,Nipponham Fighters,
Hasegawa Takehiro,10,0,0,1,0,0,.000,45,10,,7,1,6,0,3,14,2,0,2,2,1.80,Nipponham Fighters,
Himeno Yuya,20,0,1,0,0,0,.000,96,20,.1,18,1,16,0,0,15,4,1,16,14,6.20,Nipponham Fighters,
Hori Mizuki,4,0,0,0,0,0,.000,13,4,,0,0,1,0,0,4,0,0,0,0,0.00,Nipponham Fighters,
Iguchi Kazutomo,20,0,2,4,0,0,.000,90,22,,15,0,7,1,0,16,0,0,10,8,3.27,Nipponham Fighters,
Ikeda Takahide,13,2,1,0,0,0,.667,211,51,.2,49,12,15,0,2,46,1,0,25,21,3.66,Nipponham Fighters,
Ishikawa Naoya,13,2,0,1,0,0,1.000,48,13,,3,0,7,0,0,13,1,0,1,1,0.69,Nipponham Fighters,
Kakigi Ren,27,1,4,1,0,0,.200,155,34,.1,49,3,10,0,2,23,1,0,25,24,6.29,Nipponham Fighters,
