Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,Team,
Akiyama Takumi,5,9,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,.000,.000,.000,Hanshin Tigers,
Alcantara Raul,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Aoyagi Koyo,24,54,50,2,7,0,0,0,7,2,0,0,3,0,1,0,0,26,1,.140,.140,.157,Hanshin Tigers,
Baba Kosuke,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Chikamoto Koji,132,580,525,71,154,16,3,3,185,34,30,5,6,1,41,0,7,63,7,.293,.352,.352,Hanshin Tigers,
Egoshi Taiga,24,5,4,4,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,.000,.000,.200,Hanshin Tigers,
Fujinami Shintaro,16,22,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,.000,.000,.000,Hanshin Tigers,
Gunkel Joe,16,27,24,1,7,2,0,0,9,2,0,0,2,0,1,0,0,10,0,.292,.375,.320,Hanshin Tigers,
Hamachi Masumi,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Haraguchi Fumihito,33,83,71,5,23,2,0,2,31,10,0,0,1,2,9,0,0,5,1,.324,.437,.390,Hanshin Tigers,
Hojoh Fumiya,32,48,43,5,8,1,0,1,12,7,0,0,2,1,2,0,0,6,1,.186,.279,.217,Hanshin Tigers,
Inoue Kouta,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,Hanshin Tigers,
Ishii Daichi,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Itayama Yutaro,14,9,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,.125,.125,.222,Hanshin Tigers,
Itoh Masashi,20,46,33,1,4,1,0,0,5,5,0,0,11,0,2,0,0,19,1,.121,.152,.171,Hanshin Tigers,
Itohara Kento,132,495,445,31,110,12,1,3,133,36,2,3,6,4,35,1,5,48,7,.247,.299,.307,Hanshin Tigers,
Itoi Yoshio,62,182,163,12,37,3,0,3,49,22,0,0,0,1,16,2,2,29,3,.227,.301,.302,Hanshin Tigers,
Iwasada Yuta,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Iwazaki Suguru,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kajiya Ren,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Katayama Yuya,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,Hanshin Tigers,
Keller Kyle,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kinami Seiya,41,101,93,6,19,4,0,1,26,6,0,0,2,0,5,0,1,19,2,.204,.280,.253,Hanshin Tigers,
Kirishiki Takuma,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,Hanshin Tigers,
Kobayashi Keisuke,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kumagai Takahiro,63,52,45,8,7,0,0,0,7,3,7,5,6,1,0,0,0,10,0,.156,.156,.152,Hanshin Tigers,
Marte Jefry,33,102,90,8,23,1,0,1,27,11,0,0,0,2,8,0,2,19,1,.256,.300,.324,Hanshin Tigers,
Moriki Daichi,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Hanshin Tigers,
Nagasaka Kenya,27,46,40,2,7,1,1,0,10,1,0,0,6,0,0,0,0,16,2,.175,.250,.175,Hanshin Tigers,
Nakano Takumu,135,610,569,69,157,16,3,6,197,25,23,7,19,1,18,0,3,89,9,.276,.346,.301,Hanshin Tigers,
Nishi Junya,14,26,26,1,6,1,0,1,10,4,0,0,0,0,0,0,0,8,0,.231,.385,.231,Hanshin Tigers,
Nishi Yuki,23,49,42,1,2,0,0,0,2,0,0,0,6,0,1,0,0,17,0,.048,.048,.070,Hanshin Tigers,
Obata Ryuhei,49,73,69,7,13,1,0,1,17,5,0,0,1,1,2,0,0,21,0,.188,.246,.208,Hanshin Tigers,
Ogawa Ippei,6,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,.000,.000,.000,Hanshin Tigers,
Ohyama Yusuke,124,510,439,54,117,18,1,23,206,87,0,1,1,5,59,5,6,103,17,.267,.469,.358,Hanshin Tigers,
Onaka Yuya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Ono Taiki,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Onodera Dan,32,45,44,3,6,1,1,1,12,7,0,0,0,0,1,0,0,12,3,.136,.273,.156,Hanshin Tigers,
Oyokawa Masaki,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Rodriguez Aderlin,24,70,65,5,10,2,0,2,18,9,0,0,0,1,2,0,2,17,4,.154,.277,.200,Hanshin Tigers,
Rojas Jr. Mel,89,211,183,19,41,7,0,9,75,27,0,0,0,1,22,1,5,53,4,.224,.410,.322,Hanshin Tigers,
Saiki Hiroto,9,19,16,0,1,0,0,0,1,0,0,0,2,0,1,0,0,11,0,.063,.063,.118,Hanshin Tigers,
Saitoh Yukiya,20,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1.000,2.000,1.000,Hanshin Tigers,
Sakaeda Yuki,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,Hanshin Tigers,
Sakamoto Seishiro,60,151,127,5,24,3,0,0,27,6,0,0,7,0,13,2,4,26,1,.189,.213,.285,Hanshin Tigers,
Sato Teruaki,143,603,541,70,143,35,8,20,254,84,11,3,0,7,51,5,4,137,5,.264,.470,.328,Hanshin Tigers,
Shimada Kairi,123,339,311,36,82,7,2,0,93,17,21,5,9,1,15,0,3,56,3,.264,.299,.303,Hanshin Tigers,
Shimamoto Hiroya,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Takatera Nozomu,8,27,23,0,3,3,0,0,6,2,1,0,1,1,2,0,0,5,0,.130,.261,.192,Hanshin Tigers,
Takayama Shun,38,56,53,1,10,2,0,0,12,0,2,0,1,0,2,0,0,12,0,.189,.226,.218,Hanshin Tigers,
Toyoda Hiroshi,5,9,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,.000,.000,.125,Hanshin Tigers,
Ueda Kai,57,14,12,10,3,0,0,0,3,1,4,2,0,0,2,0,0,1,0,.250,.250,.357,Hanshin Tigers,
Umeno Ryutaro,100,331,294,26,67,2,1,4,83,25,2,1,6,1,30,5,0,77,16,.228,.282,.298,Hanshin Tigers,
Watanabe Yuta,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Wilkerson Aaron,14,18,15,0,1,0,0,0,1,1,0,0,3,0,0,0,0,7,0,.067,.067,.067,Hanshin Tigers,
Yamamoto Yasuhiro,86,203,181,19,45,4,0,2,55,15,3,3,10,1,10,0,1,42,1,.249,.304,.290,Hanshin Tigers,
Yohkawa Naomasa,45,75,68,6,20,6,0,1,29,6,0,0,1,0,4,0,2,20,0,.294,.426,.351,Hanshin Tigers,
Yuasa Atsuki,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Aizawa Tsubasa,98,325,290,18,60,10,0,3,79,33,0,0,2,4,23,0,6,49,11,.207,.272,.276,Hiroshima Carp,
Akiyama Shogo,44,174,155,19,41,6,1,5,64,26,0,0,0,2,11,0,6,34,6,.265,.413,.333,Hiroshima Carp,
Anderson Drew,13,17,14,0,1,0,0,0,1,0,0,0,3,0,0,0,0,8,0,.071,.071,.071,Hiroshima Carp,
Chono Hisayoshi,58,134,123,11,26,5,0,3,40,15,2,0,0,1,10,0,0,34,3,.211,.325,.269,Hiroshima Carp,
Corniel Robert,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Dohbayashi Shota,101,274,255,25,62,16,0,8,102,28,1,2,5,1,11,0,2,82,6,.243,.400,.279,Hiroshima Carp,
Endoh Atsushi,20,32,30,0,2,0,0,0,2,4,0,0,2,0,0,0,0,13,2,.067,.067,.067,Hiroshima Carp,
Franzua Geronimo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Fujii Reira,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Hatsuki Ryutaro,44,99,94,10,23,5,2,0,32,10,2,3,1,0,4,1,0,17,1,.245,.340,.276,Hiroshima Carp,
Horie Atsuya,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Ichioka Ryuji,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Ishihara Tomoki,9,16,13,0,2,0,0,0,2,0,0,0,2,0,1,0,0,3,1,.154,.154,.214,Hiroshima Carp,
Isomura Yoshitaka,43,126,114,18,27,5,0,3,41,15,0,0,3,0,7,0,2,20,4,.237,.360,.293,Hiroshima Carp,
