Batter,Team,Bats,PA,K%,BB%,K-BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,sHPT,sST,sSeager,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%
Seymour Bob,ORIX,L,45,26.66666667,4.444444444,22.22222222,56.0,64.55696203,48.95833333,78.57142857,92.15686275,63.82978723,12.0,21.42857143,28.0,36.36363636,49.0,12.63636364,65.71428571,36.66666667,50.0,13.33333333,33.33333333,16.66666667,63.33333333,0.0,0.0,40.0,43.33333333,16.66666667,23.33333333
Urata Shunsuke,Yomiuri,L,43,13.95348837,6.976744186,6.976744186,45.21276596,57.14285714,31.86813187,90.58823529,91.07142857,89.65517241,4.255319149,9.411764706,26.06382979,40.38461538,52.54237288,12.1577575,62.76595745,61.76470588,29.41176471,8.823529412,20.58823529,8.823529412,38.23529412,0.0,0.0,44.11764706,44.11764706,11.76470588,15.15151515
Sakamoto Seishiro,Hanshin,R,43,30.23255814,9.302325581,20.93023256,42.48704663,60.21505376,26.0,67.07317073,82.14285714,34.61538462,13.98963731,32.92682927,32.12435233,33.33333333,56.92307692,23.58974359,56.99481865,44.0,48.0,8.0,40.0,8.0,56.0,0.0,0.0,40.0,52.0,8.0,12.0
Yamamoto Yuudai,DeNA,R,43,16.27906977,11.62790698,4.651162791,30.50847458,40.96385542,21.27659574,85.18518519,97.05882353,65.0,4.519774011,14.81481481,32.20338983,39.83739837,68.51851852,28.68112014,53.10734463,44.82758621,48.27586207,6.896551724,34.48275862,13.79310345,55.17241379,0.0,0.0,37.93103448,44.82758621,17.24137931,17.24137931
Umino Takashi,SoftBank,R,43,37.20930233,2.325581395,34.88372093,51.2345679,64.0,30.64516129,72.28915663,82.8125,36.84210526,14.19753086,27.71084337,34.56790123,45.56962025,40.18691589,-5.382704365,68.51851852,46.15384615,46.15384615,7.692307692,30.76923077,15.38461538,53.84615385,2.325581395,8.333333333,46.15384615,19.23076923,34.61538462,19.23076923
Miyazaki Toshiro,DeNA,R,42,9.523809524,4.761904762,4.761904762,40.0,55.55555556,19.73684211,90.0,96.36363636,66.66666667,4.0,10.0,28.57142857,41.9047619,52.5862069,10.68144499,57.71428571,47.22222222,38.88888889,13.88888889,36.11111111,2.777777778,52.77777778,2.380952381,7.142857143,36.11111111,41.66666667,22.22222222,8.333333333
Ogoh Yuya,Rakuten,L,41,24.3902439,2.43902439,21.95121951,43.91891892,56.97674419,25.80645161,81.53846154,91.83673469,50.0,8.108108108,18.46153846,32.43243243,44.57831325,48.42105263,3.842739379,61.48648649,57.14285714,32.14285714,10.71428571,25.0,7.142857143,42.85714286,0.0,0.0,32.14285714,50.0,17.85714286,3.448275862
Wakatsuki Kenya,ORIX,R,40,22.5,2.5,20.0,44.28571429,57.35294118,31.94444444,72.58064516,89.74358974,43.47826087,12.14285714,27.41935484,31.42857143,37.17948718,55.68181818,18.502331,59.28571429,44.82758621,34.48275862,20.68965517,27.5862069,6.896551724,55.17241379,0.0,0.0,24.13793103,37.93103448,37.93103448,13.79310345
Takeoka Ryusei,Yakult,L,40,27.5,7.5,20.0,47.59036145,70.65217391,18.91891892,78.48101266,86.15384615,42.85714286,10.24096386,21.51898734,26.5060241,31.03448276,48.0,16.96551724,58.43373494,38.46153846,50.0,11.53846154,46.15384615,3.846153846,61.53846154,0.0,0.0,46.15384615,38.46153846,15.38461538,30.76923077
Takabe Akito,Lotte,L,39,28.20512821,10.25641026,17.94871795,54.60992908,68.65671642,41.89189189,76.62337662,80.43478261,70.96774194,12.76595745,23.37662338,27.65957447,32.8125,48.31460674,15.50210674,64.53900709,58.33333333,37.5,4.166666667,25.0,12.5,41.66666667,0.0,0.0,25.0,45.83333333,29.16666667,4.166666667
Ebina Tatsuo,DeNA,R,39,23.07692308,2.564102564,20.51282051,50.70422535,67.08860759,30.15873016,76.38888889,86.79245283,47.36842105,11.97183099,23.61111111,29.57746479,37.14285714,45.36082474,8.217967599,64.08450704,46.42857143,53.57142857,0.0,42.85714286,10.71428571,53.57142857,0.0,0.0,17.85714286,46.42857143,35.71428571,0.0
Masuda Shu,Yakult,R,38,13.15789474,13.15789474,0.0,41.29032258,61.42857143,24.70588235,79.6875,90.69767442,57.14285714,8.387096774,20.3125,25.16129032,29.67032967,59.81308411,30.14275444,52.90322581,50.0,45.83333333,4.166666667,45.83333333,0.0,50.0,5.263157895,18.18181818,37.5,37.5,25.0,3.703703704
Kishida Yukinori,Yomiuri,R,38,18.42105263,2.631578947,15.78947368,50.0,62.85714286,33.92857143,82.53968254,88.63636364,68.42105263,8.73015873,17.46031746,27.77777778,41.26984127,45.67901235,4.409171076,66.66666667,43.33333333,53.33333333,3.333333333,40.0,13.33333333,56.66666667,0.0,0.0,26.66666667,46.66666667,26.66666667,16.66666667
Nomura Yuki,Nipponham,R,38,21.05263158,5.263157895,15.78947368,53.4351145,77.46478873,25.0,82.85714286,90.90909091,53.33333333,9.160305344,17.14285714,21.3740458,26.2295082,45.0,18.7704918,58.01526718,26.92307692,65.38461538,7.692307692,53.84615385,11.53846154,73.07692308,10.52631579,23.52941176,50.0,23.07692308,26.92307692,29.62962963
Ohmori Minoru,Hiroshima,L,38,28.94736842,2.631578947,26.31578947,51.47058824,60.56338028,41.53846154,74.28571429,83.72093023,59.25925926,13.23529412,25.71428571,33.08823529,42.42424242,46.91358025,4.489337823,63.97058824,57.69230769,34.61538462,7.692307692,26.92307692,7.692307692,42.30769231,2.631578947,11.11111111,19.23076923,57.69230769,23.07692308,15.38461538
Hasegawa Shinya,Seibu,R,37,24.32432432,5.405405405,18.91891892,45.71428571,57.33333333,31.81818182,75.0,86.04651163,52.38095238,11.42857143,25.0,33.57142857,41.55844156,51.13636364,9.577922078,64.28571429,41.66666667,54.16666667,4.166666667,25.0,29.16666667,58.33333333,0.0,0.0,25.0,41.66666667,33.33333333,8.0
Nakayama Raito,Yomiuri,L,37,16.21621622,8.108108108,8.108108108,43.58974359,59.21052632,28.75,76.47058824,97.77777778,34.7826087,10.25641026,23.52941176,30.12820513,35.22727273,55.88235294,20.65508021,60.25641026,50.0,42.85714286,7.142857143,25.0,17.85714286,50.0,0.0,0.0,39.28571429,28.57142857,32.14285714,10.71428571
Mori Tomoya,ORIX,L,37,16.21621622,10.81081081,5.405405405,43.41085271,68.96551724,22.53521127,75.0,87.5,43.75,10.85271318,25.0,24.80620155,24.65753425,57.89473684,33.2372026,52.71317829,38.46153846,57.69230769,3.846153846,38.46153846,19.23076923,61.53846154,0.0,0.0,57.69230769,19.23076923,23.07692308,26.92307692
Imamiya Kenta,SoftBank,R,36,22.22222222,5.555555556,16.66666667,42.25352113,56.25,24.19354839,81.66666667,88.88888889,60.0,7.746478873,18.33333333,32.3943662,42.68292683,51.08695652,8.404029692,60.56338028,40.0,40.0,20.0,24.0,16.0,60.0,0.0,0.0,44.0,28.0,28.0,36.0
Koga Yudai,Yakult,R,36,2.777777778,0.0,2.777777778,59.09090909,68.33333333,48.0,90.76923077,95.12195122,83.33333333,5.454545455,9.230769231,20.90909091,42.22222222,38.80597015,-3.416252073,66.36363636,63.63636364,30.3030303,6.060606061,18.18181818,12.12121212,36.36363636,0.0,0.0,45.45454545,30.3030303,24.24242424,17.14285714
Mizutani Shun,Nipponham,R,36,30.55555556,0.0,30.55555556,56.52173913,73.07692308,35.0,74.35897436,84.21052632,47.61904762,14.49275362,25.64102564,29.71014493,35.0,40.625,5.625,65.2173913,62.5,29.16666667,8.333333333,25.0,4.166666667,37.5,2.777777778,14.28571429,25.0,37.5,37.5,4.166666667
Hanada Asahi,Chunichi,R,35,25.71428571,2.857142857,22.85714286,60.44776119,76.11940299,44.7761194,69.13580247,74.50980392,60.0,18.65671642,30.86419753,30.59701493,30.18867925,42.04545455,11.8567753,65.67164179,45.83333333,45.83333333,8.333333333,37.5,8.333333333,54.16666667,2.857142857,9.090909091,41.66666667,29.16666667,29.16666667,16.0
Tonosaki Shuta,Seibu,R,35,14.28571429,8.571428571,5.714285714,44.02985075,62.85714286,23.4375,79.66101695,84.09090909,66.66666667,8.955223881,20.33898305,26.86567164,34.66666667,52.68817204,18.02150538,57.46268657,61.53846154,34.61538462,3.846153846,30.76923077,3.846153846,38.46153846,2.857142857,11.11111111,46.15384615,46.15384615,7.692307692,11.53846154
Kikuchi Ryosuke,Hiroshima,R,35,17.14285714,2.857142857,14.28571429,36.56716418,43.83561644,27.86885246,81.63265306,87.5,70.58823529,6.71641791,18.36734694,35.07462687,48.23529412,57.89473684,9.659442724,58.95522388,69.23076923,23.07692308,7.692307692,11.53846154,11.53846154,30.76923077,0.0,0.0,30.76923077,38.46153846,30.76923077,3.703703704
Nomura Isami,SoftBank,R,33,33.33333333,6.060606061,27.27272727,43.80165289,61.9047619,23.72881356,52.83018868,64.1025641,21.42857143,20.66115702,47.16981132,40.49586777,34.7826087,53.57142857,18.78881988,58.67768595,42.10526316,47.36842105,10.52631579,21.05263158,26.31578947,57.89473684,0.0,0.0,47.36842105,42.10526316,10.52631579,15.78947368
Masuda Riku,Yomiuri,R,33,15.15151515,0.0,15.15151515,58.92857143,77.77777778,41.37931034,77.27272727,88.0952381,58.33333333,13.39285714,22.72727273,24.10714286,26.08695652,44.73684211,18.64988558,60.71428571,53.57142857,39.28571429,7.142857143,25.0,14.28571429,46.42857143,3.03030303,9.090909091,57.14285714,17.85714286,25.0,21.42857143
Kinoshita Takuya,Chunichi,R,33,21.21212121,0.0,21.21212121,51.74825175,64.55696203,35.9375,74.32432432,82.35294118,56.52173913,13.28671329,25.67567568,32.86713287,40.57971014,44.56521739,3.985507246,65.03496503,38.46153846,46.15384615,15.38461538,34.61538462,11.53846154,61.53846154,0.0,0.0,26.92307692,46.15384615,26.92307692,7.692307692
Matsukawa Kou,Lotte,R,33,27.27272727,0.0,27.27272727,45.96774194,59.15492958,28.30188679,77.19298246,85.71428571,53.33333333,10.48387097,22.80701754,31.4516129,43.28358209,47.5,4.21641791,65.32258065,47.82608696,43.47826087,8.695652174,34.7826087,8.695652174,52.17391304,0.0,0.0,26.08695652,52.17391304,21.73913043,8.333333333
Katsuda Naru,Hiroshima,L,33,27.27272727,0.0,27.27272727,40.60150376,54.54545455,26.47058824,83.33333333,94.44444444,61.11111111,6.766917293,16.66666667,29.32330827,37.5,58.13953488,20.63953488,59.39849624,50.0,40.0,10.0,20.0,20.0,50.0,0.0,0.0,40.0,30.0,30.0,14.28571429
Kishi Junichiro,Seibu,R,33,30.3030303,3.03030303,27.27272727,55.11811024,67.14285714,40.35087719,72.85714286,82.9787234,52.17391304,14.96062992,27.14285714,31.49606299,40.35087719,41.97530864,1.624431449,70.86614173,50.0,50.0,0.0,40.90909091,9.090909091,50.0,0.0,0.0,36.36363636,31.81818182,31.81818182,9.090909091
Asamura Hideto,Rakuten,R,32,25.0,6.25,18.75,46.21848739,67.79661017,24.59016393,76.36363636,85.0,53.33333333,10.92436975,23.63636364,26.8907563,29.23076923,53.48837209,24.25760286,57.14285714,50.0,40.90909091,9.090909091,27.27272727,13.63636364,50.0,0.0,0.0,36.36363636,36.36363636,27.27272727,13.63636364
Nishikawa Haruki,Nipponham,L,31,25.80645161,16.12903226,9.677419355,44.28571429,68.49315068,17.91044776,72.58064516,72.0,75.0,12.14285714,27.41935484,28.57142857,29.48717949,52.38095238,22.89377289,57.85714286,50.0,31.25,18.75,18.75,12.5,50.0,3.225806452,20.0,75.0,25.0,0.0,37.5
Narama Taiki,Nipponham,R,31,29.03225806,6.451612903,22.58064516,43.10344828,53.44827586,32.75862069,72.0,77.41935484,63.15789474,12.06896552,28.0,35.34482759,40.90909091,55.71428571,14.80519481,56.03448276,66.66666667,22.22222222,11.11111111,16.66666667,5.555555556,33.33333333,3.225806452,25.0,66.66666667,22.22222222,11.11111111,11.11111111
Montero Elehuris,Hiroshima,R,31,12.90322581,3.225806452,9.677419355,66.08695652,81.81818182,51.66666667,71.05263158,84.44444444,51.61290323,19.13043478,28.94736842,26.08695652,25.64102564,39.18918919,13.54816355,66.08695652,26.92307692,65.38461538,7.692307692,53.84615385,11.53846154,73.07692308,6.451612903,11.76470588,38.46153846,38.46153846,23.07692308,19.23076923
Ohta Hikaru,Rakuten,R,31,12.90322581,12.90322581,0.0,36.44067797,50.81967213,21.05263158,79.06976744,83.87096774,66.66666667,7.627118644,20.93023256,33.05084746,40.0,59.21052632,19.21052632,55.08474576,47.82608696,43.47826087,8.695652174,43.47826087,0.0,52.17391304,3.225806452,10.0,39.13043478,43.47826087,17.39130435,21.73913043
Sakamoto Hayato,Yomiuri,R,30,16.66666667,10.0,6.666666667,49.15254237,75.80645161,19.64285714,79.31034483,87.23404255,45.45454545,10.16949153,20.68965517,22.88135593,25.0,48.91304348,23.91304348,59.3220339,27.27272727,68.18181818,4.545454545,40.90909091,27.27272727,72.72727273,3.333333333,6.666666667,40.90909091,45.45454545,13.63636364,22.72727273
Tomosugi Atsuki,Lotte,R,29,24.13793103,3.448275862,20.68965517,42.47787611,57.62711864,25.92592593,81.25,94.11764706,50.0,7.96460177,18.75,29.20353982,38.46153846,54.05405405,15.59251559,59.2920354,50.0,45.0,5.0,40.0,5.0,50.0,0.0,0.0,25.0,50.0,25.0,9.523809524
Oka Hiromi,Lotte,R,29,24.13793103,3.448275862,20.68965517,48.11320755,59.67741935,31.81818182,78.43137255,89.18918919,50.0,10.37735849,21.56862745,33.96226415,45.45454545,44.7761194,-0.6784260516,66.98113208,61.9047619,28.57142857,9.523809524,23.80952381,4.761904762,38.0952381,0.0,0.0,47.61904762,38.0952381,14.28571429,9.523809524
Sasaki Shunsuke,Yomiuri,L,28,28.57142857,0.0,28.57142857,52.45901639,71.66666667,33.87096774,73.4375,81.39534884,57.14285714,13.93442623,26.5625,27.86885246,29.31034483,48.80952381,19.49917898,59.83606557,45.0,45.0,10.0,35.0,10.0,55.0,3.571428571,11.11111111,50.0,35.0,15.0,20.0
Ogawa Ryusei,Lotte,L,28,35.71428571,7.142857143,28.57142857,53.125,70.76923077,34.92063492,70.58823529,71.73913043,68.18181818,15.625,29.41176471,30.46875,31.66666667,47.12643678,15.45977011,64.84375,43.75,50.0,6.25,25.0,25.0,56.25,0.0,0.0,31.25,43.75,25.0,12.5
Satoh Toshiya,Lotte,L,28,21.42857143,28.57142857,-7.142857143,36.13445378,62.26415094,15.15151515,76.74418605,81.81818182,60.0,8.403361345,23.25581395,25.21008403,26.31578947,62.92134831,36.60555884,52.10084034,61.53846154,38.46153846,0.0,30.76923077,7.692307692,38.46153846,0.0,0.0,53.84615385,15.38461538,30.76923077,7.692307692
Vosler Jason,Chunichi,L,28,25.0,7.142857143,17.85714286,46.55172414,67.34693878,31.34328358,70.37037037,90.90909091,38.0952381,13.79310345,29.62962963,26.72413793,25.80645161,58.2278481,32.42139649,54.31034483,44.44444444,44.44444444,11.11111111,38.88888889,5.555555556,55.55555556,0.0,0.0,61.11111111,33.33333333,5.555555556,26.31578947
Okabayashi Yuki,Chunichi,L,28,3.571428571,0.0,3.571428571,47.52475248,55.0,36.58536585,95.83333333,96.96969697,93.33333333,1.98019802,4.166666667,27.72277228,50.94339623,44.06779661,-6.875599616,68.31683168,55.55555556,37.03703704,7.407407407,29.62962963,7.407407407,44.44444444,0.0,0.0,44.44444444,33.33333333,22.22222222,11.11111111
Tsutsugoh Yoshitomo,DeNA,L,27,18.51851852,18.51851852,0.0,39.53488372,61.29032258,19.40298507,78.43137255,84.21052632,61.53846154,8.527131783,21.56862745,27.13178295,30.76923077,58.69565217,27.9264214,50.3875969,26.66666667,60.0,13.33333333,60.0,0.0,73.33333333,7.407407407,22.22222222,60.0,20.0,20.0,37.5
Nishikawa Manaya,Seibu,L,26,26.92307692,0.0,26.92307692,62.66666667,73.33333333,55.55555556,63.82978723,90.90909091,40.0,22.66666667,36.17021277,33.33333333,28.57142857,47.61904762,19.04761905,69.33333333,29.41176471,58.82352941,11.76470588,47.05882353,11.76470588,70.58823529,0.0,0.0,29.41176471,35.29411765,35.29411765,22.22222222
Calixte Orlando,Chunichi,R,26,19.23076923,7.692307692,11.53846154,53.65853659,79.48717949,29.54545455,61.36363636,77.41935484,23.07692308,20.73170732,38.63636364,30.48780488,20.51282051,50.0,29.48717949,59.75609756,44.44444444,50.0,5.555555556,38.88888889,11.11111111,55.55555556,0.0,0.0,22.22222222,38.88888889,38.88888889,0.0
Yamamoto Daito,Lotte,R,25,20.0,16.0,4.0,46.60194175,72.09302326,28.33333333,64.58333333,80.64516129,35.29411765,16.50485437,35.41666667,28.15533981,21.81818182,58.10810811,36.28992629,53.39805825,50.0,50.0,0.0,43.75,6.25,50.0,4.0,12.5,56.25,37.5,6.25,25.0
Suzuki Kyo,Yakult,R,25,12.0,4.0,8.0,60.0,85.36585366,36.36363636,78.43137255,82.85714286,68.75,12.94117647,21.56862745,20.0,17.64705882,44.44444444,26.79738562,60.0,33.33333333,57.14285714,9.523809524,38.0952381,19.04761905,66.66666667,0.0,0.0,28.57142857,33.33333333,38.0952381,14.28571429
Fukushima Kein,Hanshin,L,23,13.04347826,0.0,13.04347826,61.53846154,78.84615385,37.5,87.5,92.68292683,73.33333333,7.692307692,12.5,19.78021978,30.55555556,37.87878788,7.323232323,67.03296703,78.94736842,10.52631579,10.52631579,10.52631579,0.0,21.05263158,0.0,0.0,42.10526316,31.57894737,26.31578947,5.263157895
Nakami Yuta,Seibu,L,22,54.54545455,9.090909091,45.45454545,55.17241379,66.66666667,48.14814815,58.33333333,77.27272727,42.30769231,22.98850575,41.66666667,35.63218391,28.20512821,56.0,27.79487179,65.51724138,0.0,87.5,12.5,62.5,25.0,100.0,4.545454545,14.28571429,37.5,50.0,12.5,37.5
Takizawa Natsuo,Seibu,L,22,18.18181818,0.0,18.18181818,46.26865672,52.38095238,36.0,87.09677419,90.90909091,77.77777778,5.970149254,12.90322581,32.8358209,55.55555556,42.10526316,-13.4502924,74.62686567,83.33333333,16.66666667,0.0,5.555555556,11.11111111,16.66666667,0.0,0.0,33.33333333,16.66666667,50.0,0.0
Akahane Yoshihiro,Yakult,R,22,22.72727273,0.0,22.72727273,47.77777778,61.70212766,32.55813953,67.44186047,86.20689655,28.57142857,15.55555556,32.55813953,35.55555556,38.29787234,50.0,11.70212766,57.77777778,43.75,50.0,6.25,37.5,12.5,56.25,0.0,0.0,31.25,31.25,37.5,18.75
Fushimi Torai,Hanshin,R,22,27.27272727,4.545454545,22.72727273,46.25,68.18181818,19.44444444,64.86486486,76.66666667,14.28571429,16.25,35.13513514,32.5,32.55813953,49.15254237,16.59440284,61.25,61.53846154,38.46153846,0.0,30.76923077,7.692307692,38.46153846,0.0,0.0,53.84615385,15.38461538,30.76923077,0.0
McCusker Carson,Rakuten,R,22,50.0,9.090909091,40.90909091,42.85714286,52.63157895,35.8490566,43.58974359,60.0,26.31578947,24.17582418,56.41025641,42.85714286,34.61538462,62.96296296,28.34757835,60.43956044,37.5,50.0,12.5,25.0,25.0,62.5,0.0,0.0,62.5,37.5,0.0,37.5
Hayashi Takuma,DeNA,L,22,27.27272727,9.090909091,18.18181818,57.60869565,76.59574468,37.77777778,79.24528302,83.33333333,70.58823529,11.95652174,20.75471698,23.91304348,28.20512821,43.75,15.54487179,66.30434783,28.57142857,42.85714286,28.57142857,28.57142857,14.28571429,71.42857143,0.0,0.0,21.42857143,28.57142857,50.0,7.142857143
Suzuki Daichi,Rakuten,L,21,9.523809524,9.523809524,0.0,41.02564103,59.52380952,19.44444444,90.625,96.0,71.42857143,3.846153846,9.375,25.64102564,36.95652174,53.7037037,16.74718196,58.97435897,37.5,50.0,12.5,43.75,6.25,62.5,0.0,0.0,56.25,31.25,12.5,18.75
Sato Naoki,Rakuten,R,21,38.0952381,4.761904762,33.33333333,46.51162791,68.0,16.66666667,65.0,70.58823529,33.33333333,16.27906977,35.0,34.88372093,34.7826087,46.875,12.0923913,56.97674419,41.66666667,41.66666667,16.66666667,33.33333333,8.333333333,58.33333333,4.761904762,20.0,33.33333333,41.66666667,25.0,16.66666667
Yazawa Kota,Nipponham,L,21,19.04761905,0.0,19.04761905,46.57534247,64.70588235,30.76923077,79.41176471,95.45454545,50.0,9.589041096,20.58823529,26.02739726,30.76923077,55.10204082,24.33281005,58.90410959,52.94117647,35.29411765,11.76470588,17.64705882,17.64705882,47.05882353,4.761904762,16.66666667,52.94117647,29.41176471,17.64705882,17.64705882
Nakagawa Hayato,Hanshin,R,21,14.28571429,14.28571429,0.0,51.38888889,83.87096774,26.82926829,72.97297297,69.23076923,81.81818182,13.88888889,27.02702703,20.83333333,14.28571429,53.57142857,39.28571429,58.33333333,80.0,20.0,0.0,13.33333333,6.666666667,20.0,0.0,0.0,33.33333333,60.0,6.666666667,0.0
Yasuda Yuma,Rakuten,L,20,30.0,5.0,25.0,54.32098765,72.5,36.58536585,65.90909091,82.75862069,33.33333333,18.51851852,34.09090909,32.09876543,29.72972973,47.27272727,17.54299754,64.19753086,38.46153846,61.53846154,0.0,61.53846154,0.0,61.53846154,5.0,12.5,30.76923077,46.15384615,23.07692308,7.692307692
Koga Yuto,Seibu,R,19,36.84210526,0.0,36.84210526,45.20547945,63.04347826,14.81481481,69.6969697,75.86206897,25.0,13.69863014,30.3030303,35.61643836,42.5,44.23076923,1.730769231,61.64383562,41.66666667,50.0,8.333333333,41.66666667,8.333333333,58.33333333,0.0,0.0,25.0,58.33333333,16.66666667,8.333333333
Takatera Nozomu,Hanshin,L,18,16.66666667,22.22222222,-5.555555556,38.82352941,59.45945946,22.91666667,69.6969697,72.72727273,63.63636364,11.76470588,30.3030303,28.23529412,28.84615385,62.71186441,33.86571056,54.11764706,36.36363636,63.63636364,0.0,45.45454545,18.18181818,63.63636364,0.0,0.0,9.090909091,45.45454545,45.45454545,9.090909091
Nishino Masahiro,ORIX,L,18,22.22222222,5.555555556,16.66666667,35.82089552,43.33333333,29.72972973,83.33333333,100.0,63.63636364,5.970149254,16.66666667,31.34328358,39.53488372,66.66666667,27.13178295,58.20895522,23.07692308,69.23076923,7.692307692,46.15384615,23.07692308,76.92307692,0.0,0.0,7.692307692,61.53846154,30.76923077,0.0
Castro Rodolfo,Nipponham,R,18,44.44444444,11.11111111,33.33333333,55.0,65.71428571,46.66666667,54.54545455,78.26086957,28.57142857,25.0,45.45454545,41.25,33.33333333,51.06382979,17.73049645,67.5,16.66666667,83.33333333,0.0,50.0,33.33333333,83.33333333,11.11111111,40.0,66.66666667,0.0,33.33333333,50.0
Matsuo Shion,DeNA,R,17,11.76470588,5.882352941,5.882352941,40.0,50.0,25.92592593,87.5,100.0,57.14285714,5.0,12.5,33.33333333,45.94594595,54.05405405,8.108108108,65.0,53.84615385,46.15384615,0.0,30.76923077,15.38461538,46.15384615,0.0,0.0,30.76923077,46.15384615,23.07692308,15.38461538
Kawase Hikaru,SoftBank,L,17,11.76470588,5.882352941,5.882352941,36.11111111,45.94594595,25.71428571,80.76923077,94.11764706,55.55555556,6.944444444,19.23076923,33.33333333,43.47826087,60.46511628,16.98685541,58.33333333,50.0,50.0,0.0,42.85714286,7.142857143,50.0,0.0,0.0,35.71428571,50.0,14.28571429,14.28571429
Sugisawa Ryu,ORIX,L,17,5.882352941,17.64705882,-11.76470588,48.05194805,62.5,37.77777778,81.08108108,90.0,70.58823529,9.090909091,18.91891892,24.67532468,30.0,58.33333333,28.33333333,57.14285714,41.66666667,58.33333333,0.0,25.0,33.33333333,58.33333333,0.0,0.0,33.33333333,33.33333333,33.33333333,8.333333333
Itoh Hikaru,Rakuten,R,17,29.41176471,5.882352941,23.52941176,56.52173913,75.67567568,33.33333333,69.23076923,78.57142857,45.45454545,17.39130435,30.76923077,28.98550725,29.03225806,44.0,14.96774194,69.56521739,70.0,30.0,0.0,20.0,10.0,30.0,0.0,0.0,40.0,30.0,30.0,22.22222222
Ishikami Taiki,DeNA,L,17,29.41176471,5.882352941,23.52941176,43.42105263,62.79069767,17.64705882,75.75757576,77.77777778,66.66666667,10.52631579,24.24242424,31.57894737,36.36363636,50.90909091,14.54545455,63.15789474,50.0,40.0,10.0,20.0,20.0,50.0,0.0,0.0,20.0,50.0,30.0,0.0
Viciedo Dayan,DeNA,R,16,12.5,0.0,12.5,56.60377358,80.76923077,33.33333333,93.33333333,95.23809524,88.88888889,3.773584906,6.666666667,13.20754717,21.73913043,46.15384615,24.41471572,58.49056604,64.28571429,28.57142857,7.142857143,28.57142857,0.0,35.71428571,0.0,0.0,35.71428571,35.71428571,28.57142857,14.28571429
Ishii Yuta,Chunichi,R,16,12.5,0.0,12.5,50.81967213,65.71428571,30.76923077,87.09677419,91.30434783,75.0,6.557377049,12.90322581,26.2295082,40.0,43.90243902,3.902439024,60.6557377,61.53846154,38.46153846,0.0,30.76923077,7.692307692,38.46153846,0.0,0.0,23.07692308,46.15384615,30.76923077,7.142857143
Kajiwara Kouki,DeNA,L,16,43.75,6.25,37.5,46.57534247,71.42857143,23.68421053,61.76470588,72.0,33.33333333,17.80821918,38.23529412,31.50684932,25.64102564,53.7037037,28.06267806,57.53424658,71.42857143,28.57142857,0.0,14.28571429,14.28571429,28.57142857,0.0,0.0,14.28571429,28.57142857,57.14285714,0.0
Noguchi Tomoya,ORIX,L,15,20.0,0.0,20.0,45.83333333,59.25925926,28.57142857,63.63636364,68.75,50.0,16.66666667,36.36363636,37.5,42.30769231,48.38709677,6.079404467,64.58333333,45.45454545,54.54545455,0.0,36.36363636,18.18181818,54.54545455,0.0,0.0,36.36363636,27.27272727,36.36363636,18.18181818
Miyazaki Ryusei,Lotte,L,15,33.33333333,0.0,33.33333333,70.0,87.87878788,48.14814815,66.66666667,82.75862069,30.76923077,23.33333333,33.33333333,30.0,22.22222222,32.55813953,10.33591731,73.33333333,44.44444444,55.55555556,0.0,22.22222222,33.33333333,55.55555556,0.0,0.0,22.22222222,44.44444444,33.33333333,10.0
Hirakawa Ren,Hiroshima,L,15,26.66666667,6.666666667,20.0,54.54545455,84.21052632,38.88888889,63.33333333,81.25,42.85714286,20.0,36.66666667,25.45454545,12.0,57.89473684,45.89473684,56.36363636,66.66666667,33.33333333,0.0,0.0,33.33333333,33.33333333,0.0,0.0,55.55555556,22.22222222,22.22222222,11.11111111
Obata Ryuhei,Hanshin,L,14,28.57142857,0.0,28.57142857,50.94339623,67.74193548,27.27272727,62.96296296,71.42857143,33.33333333,18.86792453,37.03703704,37.73584906,38.46153846,43.24324324,4.781704782,64.1509434,22.22222222,44.44444444,33.33333333,22.22222222,22.22222222,77.77777778,0.0,0.0,33.33333333,33.33333333,33.33333333,11.11111111
Isobata Ryota,Nipponham,L,14,35.71428571,7.142857143,28.57142857,43.5483871,58.33333333,23.07692308,77.77777778,90.47619048,33.33333333,9.677419355,22.22222222,33.87096774,42.85714286,48.7804878,5.923344948,62.90322581,62.5,12.5,25.0,12.5,0.0,37.5,0.0,0.0,50.0,37.5,12.5,12.5
Ueda Kyuto,Lotte,L,14,14.28571429,7.142857143,7.142857143,48.38709677,71.42857143,29.41176471,80.0,85.0,70.0,9.677419355,20.0,22.58064516,25.0,54.54545455,29.54545455,56.4516129,63.63636364,27.27272727,9.090909091,18.18181818,9.090909091,36.36363636,0.0,0.0,45.45454545,45.45454545,9.090909091,9.090909091
Bright Kenta,Chunichi,R,14,50.0,7.142857143,42.85714286,49.05660377,62.96296296,34.61538462,61.53846154,70.58823529,44.44444444,18.86792453,38.46153846,37.73584906,37.03703704,50.0,12.96296296,66.03773585,66.66666667,16.66666667,16.66666667,16.66666667,0.0,33.33333333,0.0,0.0,16.66666667,83.33333333,0.0,0.0
