Pitcher,Team,Throws,IP,TBF,FB Velo,K%,BB%,K-BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,Strike%,Ball%,F-Str%,PAR%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%,Zone%,Arm%,Glove%,High%,Low%,MM%,Behind%,Sec%
Takahashi Haruto,Hanshin,L,23.66666667,91,91.6,21.97802198,5.49450549,16.48351648,53.9184953,65.89595376,39.7260274,72.09302326,83.33333333,50.0,15.04702194,27.90697674,32.28840125,72.72727273,27.27272727,72.52747253,19.60784314,68.33855799,58.46153846,32.30769231,9.230769231,24.61538462,7.692307692,41.53846154,0.0,0.0,30.76923077,43.07692308,26.15384615,4.615384615,54.2319749216301,42.63322884012539,57.36677115987461,36.99059561128527,63.00940438871473,3.4482758620689653,7.210031347962382,22.570532915360506
Taira Kaima,Seibu,R,23.33333333,92,94.9,25.0,6.52173913,18.47826087,47.86324786,66.48351648,27.64705882,74.4047619,85.12396694,46.80851064,12.25071225,25.5952381,29.62962963,65.81196581,34.18803419,65.93406593,23.46938776,61.53846154,50.84745763,42.37288136,6.779661017,33.89830508,8.474576271,49.15254237,0.0,0.0,38.98305085,40.6779661,20.33898305,15.25423729,51.85185185185185,60.51136363636363,39.48863636363637,48.57954545454545,51.42045454545454,7.386363636363637,11.931818181818182,36.182336182336186
Yanagi Yuya,Chunichi,R,21.0,79,88.1,21.51898734,2.53164557,18.98734177,44.48051948,57.05128205,31.57894737,72.99270073,83.14606742,54.16666667,12.01298701,27.00729927,33.76623377,66.23376623,33.76623377,59.49367089,19.54022989,61.68831169,48.33333333,45.0,6.666666667,23.33333333,21.66666667,51.66666667,1.265822785,3.703703704,48.33333333,25.0,26.66666667,16.66666667,50.64935064935064,54.87012987012987,45.12987012987013,39.935064935064936,60.06493506493506,2.922077922077922,11.688311688311687,45.77922077922078
Uwasawa Naoyuki,SoftBank,R,20.0,85,92.4,23.52941176,4.70588235,18.82352941,50.77399381,70.0,29.41176471,75.0,84.87394958,48.88888889,12.69349845,25.0,28.48297214,66.87306502,33.12693498,61.17647059,20.0,60.37151703,33.33333333,56.66666667,10.0,38.33333333,18.33333333,66.66666667,3.529411765,8.823529412,35.0,40.0,25.0,15.0,52.63157894736842,49.53560371517028,50.464396284829725,43.65325077399381,56.34674922600619,7.430340557275541,8.978328173374612,40.86687306501548
Yamano Taichi,Yakult,L,20.0,81,91.2,22.22222222,2.4691358,19.75308642,47.70318021,60.40268456,33.58208955,73.33333333,86.66666667,46.66666667,12.72084806,26.66666667,33.2155477,69.25795053,30.74204947,62.96296296,24.32432432,62.19081272,55.0,36.66666667,8.333333333,31.66666667,5.0,45.0,3.703703704,13.63636364,43.33333333,36.66666667,20.0,21.66666667,52.65017667844523,43.81625441696113,56.18374558303887,34.62897526501767,65.37102473498233,7.06713780918728,9.540636042402827,40.282685512367486
Shoji Kosei,Rakuten,R,20.0,77,93.9,27.27272727,3.8961039,23.37662338,49.00662252,59.71223022,39.87730061,69.59459459,90.36144578,43.07692308,14.90066225,30.40540541,33.11258278,67.54966887,32.45033113,59.74025974,21.0,62.58278146,41.50943396,47.16981132,11.32075472,28.30188679,18.86792453,58.49056604,0.0,0.0,43.39622642,43.39622642,13.20754717,20.75471698,46.026490066225165,52.31788079470199,47.682119205298015,45.6953642384106,54.3046357615894,4.635761589403973,7.28476821192053,40.72847682119205
Saiki Hiroto,Hanshin,R,20.0,79,93.7,36.70886076,3.79746835,32.91139241,51.41955836,62.65822785,40.25157233,73.00613497,84.84848485,54.6875,13.88012618,26.99386503,32.49211356,70.03154574,29.96845426,58.2278481,27.10280374,64.66876972,38.29787234,51.06382979,10.63829787,34.04255319,17.0212766,61.70212766,2.53164557,8.333333333,44.68085106,34.04255319,21.27659574,27.65957447,49.8422712933754,49.52681388012618,50.473186119873816,46.37223974763407,53.62776025236593,5.3627760252365935,6.940063091482649,41.32492113564668
Azuma Katsuki,DeNA,L,20.0,78,88.7,23.07692308,7.69230769,15.38461538,48.01444043,59.86842105,33.6,79.69924812,90.10989011,57.14285714,9.747292419,20.30075188,31.40794224,70.03610108,29.96389892,66.66666667,20.93023256,64.98194946,48.14814815,46.2962963,5.555555556,37.03703704,9.259259259,51.85185185,3.846153846,12.0,35.18518519,44.44444444,20.37037037,16.66666667,54.87364620938629,51.624548736462096,48.375451263537904,39.35018050541516,60.64981949458483,3.2490974729241877,9.025270758122744,48.375451263537904
Murakami Shoki,Hanshin,R,19.66666667,77,90.7,22.07792208,7.79220779,14.28571429,46.74922601,63.92405063,30.3030303,78.80794702,86.13861386,64.0,9.907120743,21.19205298,26.93498452,64.39628483,35.60371517,53.24675325,15.04424779,59.75232198,44.44444444,42.59259259,12.96296296,35.18518519,7.407407407,55.55555556,2.597402597,8.695652174,38.88888889,38.88888889,22.22222222,16.66666667,48.91640866873065,43.343653250774,56.656346749226,43.343653250774,56.656346749226,1.547987616099071,10.8359133126935,26.93498452012384
Watanabe Yutaro,Seibu,R,19.33333333,82,90.7,12.19512195,7.31707317,4.87804878,51.03244838,69.47368421,27.51677852,83.23699422,86.36363636,73.17073171,8.554572271,16.76300578,25.07374631,68.14159292,31.85840708,64.63414634,8.620689655,62.24188791,53.03030303,39.39393939,7.575757576,36.36363636,3.03030303,46.96969697,1.219512195,3.846153846,36.36363636,42.42424242,21.21212121,9.090909091,56.04719764011799,52.8023598820059,47.1976401179941,47.49262536873156,52.50737463126843,6.1946902654867255,10.32448377581121,35.9882005899705
Takeuchi Natsuki,Seibu,L,18.66666667,69,91.3,20.28985507,2.89855072,17.39130435,50.0,69.28571429,29.9270073,74.63768116,81.44329897,58.53658537,12.68115942,25.36231884,27.53623188,65.57971014,34.42028986,50.72463768,18.18181818,60.86956522,50.94339623,43.39622642,5.660377358,33.96226415,9.433962264,49.05660377,0.0,0.0,43.39622642,33.96226415,22.64150943,17.30769231,50.72463768115942,58.48375451263538,41.51624548736462,40.43321299638989,59.56678700361011,3.2490974729241877,11.913357400722022,38.76811594202898
Kanemaru Yumeto,Chunichi,L,18.33333333,78,92.7,20.51282051,3.84615385,16.66666667,44.55128205,62.73291925,25.16556291,79.13669065,86.13861386,60.52631579,9.294871795,20.86330935,28.20512821,63.78205128,36.21794872,57.69230769,15.09433962,56.73076923,50.84745763,38.98305085,10.16949153,28.81355932,10.16949153,49.15254237,0.0,0.0,33.89830508,40.6779661,25.42372881,11.86440678,51.60256410256411,38.782051282051285,61.21794871794872,44.87179487179488,55.12820512820513,7.371794871794872,8.653846153846153,52.56410256410257
Ishida Yutaro,DeNA,R,18.33333333,77,90.8,22.07792208,3.8961039,18.18181818,46.73539519,57.04225352,36.91275168,78.67647059,82.71604938,72.72727273,9.965635739,21.32352941,30.58419244,68.04123711,31.95876289,66.23376623,18.88888889,61.16838488,44.64285714,50.0,5.357142857,39.28571429,10.71428571,55.35714286,0.0,0.0,42.85714286,32.14285714,25.0,17.85714286,48.797250859106526,52.23367697594502,47.76632302405498,29.89690721649485,70.10309278350515,4.810996563573884,9.278350515463918,50.17182130584192
Kuri Allen,ORIX,R,18.0,76,88.5,25.0,2.63157895,22.36842105,41.69381107,63.22580645,19.73684211,78.125,83.67346939,60.0,9.120521173,21.875,27.03583062,61.23778502,38.76221498,63.15789474,21.34831461,54.39739414,46.15384615,46.15384615,7.692307692,38.46153846,7.692307692,53.84615385,1.315789474,4.166666667,55.76923077,25.0,19.23076923,26.92307692,50.4885993485342,56.35179153094463,43.648208469055376,42.99674267100978,57.00325732899023,4.234527687296417,12.37785016286645,63.51791530944625
Tanaka Haruya,Lotte,R,18.0,77,92.8,20.77922078,6.49350649,14.28571429,47.26027397,65.30612245,28.96551724,76.08695652,87.5,50.0,11.30136986,23.91304348,28.76712329,65.4109589,34.5890411,66.23376623,17.77777778,58.90410959,59.25925926,31.48148148,9.259259259,20.37037037,11.11111111,40.74074074,0.0,0.0,44.44444444,33.33333333,22.22222222,11.11111111,50.34246575342466,52.3972602739726,47.6027397260274,41.78082191780822,58.21917808219178,4.794520547945205,12.32876712328767,33.9041095890411
Takanashi Hirotoshi,Yakult,R,18.0,71,91.0,22.53521127,5.63380282,16.90140845,44.92753623,55.2,36.42384106,75.80645161,91.30434783,56.36363636,10.86956522,24.19354839,31.15942029,65.57971014,34.42028986,61.97183099,20.0,60.86956522,52.94117647,43.1372549,3.921568627,29.41176471,13.7254902,47.05882353,1.408450704,4.545454545,27.45098039,54.90196078,17.64705882,11.76470588,45.289855072463766,55.072463768115945,44.927536231884055,48.188405797101446,51.81159420289855,4.710144927536232,10.507246376811594,48.188405797101446
Tokoda Hiroki,Hiroshima,L,17.66666667,75,89.2,21.33333333,2.66666667,18.66666667,47.82608696,60.0,33.33333333,80.3030303,88.88888889,61.9047619,9.420289855,19.6969697,30.43478261,69.56521739,30.43478261,62.66666667,19.51219512,61.5942029,40.35087719,45.61403509,14.03508772,36.84210526,8.771929825,59.64912281,2.666666667,7.692307692,33.33333333,42.10526316,24.56140351,10.52631579,54.34782608695652,46.01449275362319,53.985507246376805,36.95652173913043,63.04347826086957,3.6231884057971016,9.057971014492754,34.42028985507246
Jackson Andre,Lotte,R,17.66666667,78,95.2,20.51282051,12.82051282,7.69230769,46.48829431,62.40601504,33.73493976,76.25899281,87.95180723,58.92857143,11.0367893,23.74100719,27.42474916,63.5451505,36.4548495,70.51282051,18.82352941,58.19397993,46.0,46.0,8.0,40.0,6.0,54.0,1.282051282,4.347826087,38.0,48.0,14.0,14.0,44.481605351170565,28.762541806020064,71.23745819397993,40.13377926421405,59.86622073578596,6.020066889632108,12.37458193979933,37.12374581939799
Arihara Kohei,Nipponham,R,17.66666667,86,90.3,13.95348837,8.13953488,5.81395349,44.91017964,66.85714286,20.75471698,76.0,87.17948718,36.36363636,10.77844311,24.0,27.54491018,62.5748503,37.4251497,55.81395349,12.24489796,54.49101796,51.51515152,45.45454545,3.03030303,31.81818182,13.63636364,48.48484848,1.162790698,3.333333333,42.42424242,34.84848485,22.72727273,13.63636364,52.39520958083832,56.2874251497006,43.71257485029941,32.63473053892216,67.36526946107784,5.089820359281437,10.479041916167663,43.71257485029941
Takahashi Hiroto,Chunichi,R,17.66666667,81,94.6,24.69135802,8.64197531,16.04938272,46.77419355,60.13986014,35.11904762,73.10344828,86.04651163,54.23728814,12.58064516,26.89655172,30.32258065,65.16129032,34.83870968,64.55696203,20.43010753,58.06451613,68.75,25.0,6.25,20.83333333,4.166666667,31.25,0.0,0.0,35.41666667,37.5,27.08333333,5.660377358,46.12903225806452,48.231511254019296,51.76848874598071,39.87138263665595,60.12861736334405,6.430868167202572,10.610932475884244,29.677419354838708
Itoh Hiromi,Nipponham,R,17.33333333,79,92.0,17.72151899,5.06329114,12.65822785,43.04635762,63.63636364,21.62162162,80.76923077,85.71428571,65.625,8.278145695,19.23076923,26.1589404,62.58278146,37.41721854,62.02531646,20.0,54.96688742,25.86206897,67.24137931,6.896551724,60.34482759,6.896551724,74.13793103,6.329113924,12.82051282,37.93103448,39.65517241,22.4137931,22.4137931,50.99337748344372,50.0,50.0,46.026490066225165,53.97350993377484,8.940397350993377,15.2317880794702,49.00662251655629
Tatsu Kota,Nipponham,R,17.33333333,83,93.3,22.89156627,7.22891566,15.6626506,53.68731563,70.88607595,38.67403315,69.23076923,83.92857143,45.71428571,16.51917404,30.76923077,29.79351032,67.55162242,32.44837758,61.44578313,16.66666667,60.17699115,54.38596491,36.84210526,8.771929825,28.07017544,8.771929825,45.61403509,2.409638554,9.523809524,43.85964912,26.31578947,29.8245614,17.54385965,46.607669616519175,45.13274336283185,54.86725663716814,42.18289085545723,57.817109144542776,4.129793510324483,7.669616519174041,51.32743362831859
Yoshimura Kojiro,Yakult,R,17.0,70,91.8,27.14285714,1.42857143,25.71428571,47.40484429,65.35947712,26.8115942,75.18248175,86.0,45.94594595,11.76470588,24.81751825,30.10380623,65.74394464,34.25605536,63.76811594,21.11111111,59.8615917,38.7755102,55.10204082,6.12244898,34.69387755,20.40816327,61.2244898,2.857142857,7.407407407,32.65306122,36.73469388,30.6122449,14.58333333,52.94117647058824,56.70103092783505,43.29896907216495,40.54982817869416,59.45017182130584,6.529209621993128,10.309278350515465,40.830449826989614
Sumida Chihiro,Seibu,L,17.0,72,92.2,18.05555556,2.77777778,15.27777778,46.35036496,62.91390728,26.01626016,84.2519685,90.52631579,65.625,7.299270073,15.7480315,27.00729927,67.15328467,32.84671533,59.72222222,15.29411765,59.12408759,44.64285714,37.5,17.85714286,25.0,12.5,55.35714286,2.777777778,9.523809524,48.21428571,35.71428571,16.07142857,27.27272727,55.1094890510949,41.97080291970803,58.02919708029197,44.16058394160584,55.83941605839416,8.02919708029197,8.02919708029197,50.72992700729927
Kuribayashi Ryoji,Hiroshima,R,17.0,57,89.4,31.57894737,0.0,31.57894737,46.66666667,52.72727273,38.82352941,70.32967033,81.03448276,51.51515152,13.84615385,29.67032967,39.48717949,73.84615385,26.15384615,70.1754386,33.96226415,70.76923077,51.28205128,41.02564103,7.692307692,30.76923077,10.25641026,48.71794872,0.0,0.0,35.8974359,48.71794872,15.38461538,10.25641026,56.41025641025641,57.94871794871796,42.05128205128205,46.15384615384615,53.84615384615385,7.179487179487179,9.230769230769232,49.74358974358975
Takemaru Kazuyuki,Yomiuri,L,16.0,72,90.9,18.05555556,9.72222222,8.33333333,43.93939394,60.16260163,29.78723404,72.4137931,81.08108108,57.14285714,12.12121212,27.5862069,29.92424242,63.63636364,36.36363636,68.05555556,18.57142857,56.43939394,54.0,30.0,16.0,20.0,10.0,46.0,0.0,0.0,30.0,50.0,20.0,10.0,46.590909090909086,45.45454545454545,54.54545454545454,43.56060606060606,56.439393939393945,4.166666666666666,11.363636363636363,43.56060606060606
Takinaka Ryota,Rakuten,R,16.0,65,89.6,18.46153846,10.76923077,7.69230769,39.09774436,57.97101449,18.75,78.84615385,82.5,66.66666667,8.270676692,21.15384615,30.07518797,61.27819549,38.72180451,66.15384615,15.18987342,57.51879699,26.66666667,64.44444444,8.888888889,53.33333333,11.11111111,73.33333333,1.538461538,3.448275862,35.55555556,37.77777778,26.66666667,24.44444444,51.8796992481203,53.00751879699248,46.99248120300752,45.11278195488722,54.88721804511278,6.390977443609022,13.157894736842104,62.78195488721805
Tarnok Freddy,Hiroshima,R,15.66666667,68,92.8,23.52941176,2.94117647,20.58823529,50.97276265,67.29559748,24.24242424,80.15267176,85.04672897,58.33333333,10.11673152,19.84732824,30.35019455,71.20622568,28.79377432,64.70588235,18.60465116,63.42412451,62.0,36.0,2.0,30.0,6.0,38.0,0.0,0.0,32.0,52.0,16.0,4.0,61.86770428015564,65.11627906976744,34.88372093023256,57.36434108527132,42.63565891472868,5.426356589147287,6.5891472868217065,31.90661478599221
Stewart Jr. Carter,SoftBank,R,15.66666667,71,93.3,21.12676056,11.26760563,9.85915493,40.433213,54.92957746,25.18518519,66.96428571,84.61538462,26.47058824,13.35740072,33.03571429,35.37906137,64.2599278,35.7400722,66.1971831,17.64705882,58.48375451,34.14634146,60.97560976,4.87804878,48.7804878,12.19512195,65.85365854,2.816901408,8.0,24.3902439,56.09756098,19.51219512,10.86956522,51.26353790613718,54.51263537906137,45.48736462093863,44.04332129963899,55.95667870036101,6.137184115523466,10.108303249097473,45.48736462093863
Espinoza Anderson,ORIX,R,15.66666667,60,93.0,18.33333333,5.0,13.33333333,43.89140271,55.76923077,33.33333333,78.35051546,93.10344828,56.41025641,9.502262443,21.64948454,29.86425339,64.70588235,35.29411765,60.0,17.46031746,59.72850679,62.22222222,26.66666667,11.11111111,22.22222222,4.444444444,37.77777778,0.0,0.0,26.66666667,51.11111111,22.22222222,6.52173913,47.05882352941176,65.15837104072398,34.841628959276015,29.411764705882355,70.58823529411765,7.239819004524888,9.95475113122172,43.43891402714932
Matsumoto Haru,SoftBank,L,15.0,71,89.8,22.53521127,7.04225352,15.49295775,44.6969697,56.83453237,31.2,77.96610169,89.87341772,53.84615385,9.848484848,22.03389831,32.57575758,68.56060606,31.43939394,71.83098592,20.25316456,59.84848485,60.86956522,26.08695652,13.04347826,23.91304348,2.173913043,39.13043478,2.816901408,16.66666667,43.47826087,41.30434783,15.2173913,4.347826087,52.65151515151515,53.40909090909091,46.590909090909086,32.57575757575758,67.42424242424242,6.0606060606060606,6.8181818181818175,43.93939393939394
Ogawa Yasuhiro,Yakult,R,14.33333333,68,88.3,13.23529412,10.29411765,2.94117647,42.46031746,61.6,23.62204724,85.04672897,89.61038961,73.33333333,6.349206349,14.95327103,23.80952381,62.3015873,37.6984127,64.17910448,12.5,55.15873016,47.91666667,43.75,8.333333333,35.41666667,8.333333333,52.08333333,1.470588235,4.761904762,27.08333333,45.83333333,27.08333333,12.0,49.60317460317461,52.77777777777778,47.22222222222222,47.22222222222222,52.77777777777778,2.380952380952381,11.507936507936508,45.63492063492063
Koja Tatsuki,Rakuten,L,14.33333333,56,90.2,17.85714286,3.57142857,14.28571429,50.98039216,73.07692308,28.0,74.03846154,84.21052632,46.42857143,13.23529412,25.96153846,26.96078431,64.70588235,35.29411765,58.92857143,17.54385965,59.31372549,45.45454545,43.18181818,11.36363636,31.81818182,11.36363636,54.54545455,3.571428571,10.52631579,31.81818182,29.54545455,38.63636364,13.63636364,50.98039215686274,49.01960784313725,50.98039215686274,32.84313725490196,67.15686274509804,4.411764705882353,11.27450980392157,26.96078431372549
Hosono Haruki,Nipponham,L,13.66666667,52,92.4,32.69230769,5.76923077,26.92307692,47.6635514,62.93103448,29.59183673,74.50980392,86.30136986,44.82758621,12.14953271,25.49019608,32.24299065,68.69158879,31.30841121,61.53846154,25.37313433,64.01869159,53.33333333,40.0,6.666666667,23.33333333,16.66666667,46.66666667,0.0,0.0,13.33333333,46.66666667,40.0,0.0,54.20560747663551,42.99065420560748,57.00934579439252,41.58878504672897,58.41121495327103,3.2710280373831773,12.61682242990654,21.962616822429908
Kitayama Koki,Nipponham,R,13.66666667,50,92.6,32.0,4.0,28.0,56.71641791,72.03389831,34.52380952,66.66666667,78.82352941,31.03448276,18.90547264,33.33333333,35.32338308,73.13432836,26.86567164,66.0,22.53521127,69.65174129,40.625,46.875,12.5,31.25,15.625,59.375,2.0,6.666666667,28.125,53.125,18.75,15.625,58.70646766169154,43.06930693069307,56.930693069306926,51.48514851485149,48.51485148514851,5.445544554455446,8.415841584158416,39.800995024875625
Takahashi Kona,Seibu,R,13.66666667,53,94.0,28.30188679,5.66037736,22.64150943,45.08928571,63.7254902,29.50819672,68.31683168,84.61538462,38.88888889,14.28571429,31.68316832,30.80357143,62.05357143,37.94642857,69.81132075,22.05882353,58.03571429,58.82352941,35.29411765,5.882352941,23.52941176,11.76470588,41.17647059,0.0,0.0,23.52941176,52.94117647,23.52941176,8.823529412,45.535714285714285,59.375,40.625,54.91071428571429,45.08928571428572,4.910714285714286,11.607142857142858,37.94642857142857
Ohtsu Ryosuke,SoftBank,R,13.33333333,50,90.8,10.0,2.0,8.0,49.72375691,67.34693878,28.91566265,75.55555556,81.81818182,58.33333333,12.15469613,24.44444444,28.72928177,68.50828729,31.49171271,68.0,10.0,61.32596685,45.23809524,45.23809524,9.523809524,33.33333333,11.9047619,54.76190476,4.0,10.52631579,38.0952381,42.85714286,19.04761905,19.04761905,54.14364640883977,48.61878453038674,51.38121546961326,41.43646408839779,58.5635359116022,5.524861878453039,6.629834254143646,46.96132596685083
Morishita Masato,Hiroshima,R,13.33333333,61,90.4,19.67213115,6.55737705,13.1147541,44.4,65.49295775,16.66666667,81.08108108,83.87096774,66.66666667,8.4,18.91891892,27.2,64.0,36.0,65.0,14.86486486,56.8,41.02564103,35.8974359,23.07692308,30.76923077,5.128205128,58.97435897,1.639344262,7.142857143,38.46153846,41.02564103,20.51282051,20.45454545,56.8,61.6,38.4,40.0,60.0,4.4,10.4,32.800000000000004
Inoue Haruto,Yomiuri,L,13.0,51,92.1,29.41176471,3.92156863,25.49019608,43.2160804,49.01960784,37.11340206,74.41860465,88.0,55.55555556,11.05527638,25.58139535,36.68341709,69.34673367,30.65326633,68.62745098,22.3880597,63.81909548,44.11764706,47.05882353,8.823529412,35.29411765,11.76470588,55.88235294,1.960784314,6.25,29.41176471,32.35294118,38.23529412,17.64705882,51.256281407035175,43.71859296482412,56.28140703517588,40.20100502512563,59.798994974874375,5.025125628140704,7.537688442211055,25.125628140703515
Miyagi Hiroya,ORIX,L,13.0,64,91.8,26.5625,4.6875,21.875,44.7257384,61.11111111,31.00775194,70.75471698,84.84848485,47.5,13.08016878,29.24528302,30.80168776,62.44725738,37.55274262,60.9375,25.0,53.58649789,34.88372093,58.13953488,6.976744186,53.48837209,4.651162791,65.11627907,1.5625,4.0,30.23255814,51.1627907,18.60465116,18.60465116,45.56962025316456,35.44303797468354,64.55696202531645,32.06751054852321,67.9324894514768,6.329113924050633,10.548523206751057,56.118143459915615
Ohno Yudai,Chunichi,L,13.0,50,89.0,14.0,4.0,10.0,46.66666667,67.96116505,18.18181818,88.0952381,88.57142857,85.71428571,5.555555556,11.9047619,22.77777778,66.11111111,33.88888889,68.0,15.90909091,60.0,47.5,45.0,7.5,30.0,15.0,52.5,4.0,11.11111111,50.0,32.5,17.5,20.0,57.22222222222222,42.77777777777778,57.22222222222222,45.55555555555556,54.44444444444444,5.555555555555555,13.333333333333334,8.88888888888889
Norimoto Takahiro,Yomiuri,R,12.33333333,44,90.0,18.18181818,2.27272727,15.90909091,41.01123596,54.73684211,25.30120482,90.4109589,94.23076923,80.95238095,3.93258427,9.589041096,28.08988764,65.16853933,34.83146067,56.81818182,15.38461538,60.6741573,48.57142857,42.85714286,8.571428571,34.28571429,8.571428571,51.42857143,2.272727273,6.666666667,34.28571429,40.0,25.71428571,8.571428571,53.37078651685393,41.57303370786517,58.42696629213483,44.9438202247191,55.0561797752809,4.49438202247191,11.797752808988765,39.8876404494382
Hsu Jo-Hsi,SoftBank,R,12.33333333,50,93.4,22.0,8.0,14.0,46.28571429,63.54166667,25.3164557,79.01234568,86.8852459,55.0,9.714285714,20.98765432,29.71428571,66.28571429,33.71428571,63.26530612,23.91304348,61.14285714,55.88235294,38.23529412,5.882352941,32.35294118,5.882352941,44.11764706,2.0,7.692307692,32.35294118,38.23529412,29.41176471,8.823529412,54.85714285714286,53.71428571428572,46.285714285714285,53.142857142857146,46.85714285714286,3.428571428571429,12.0,46.85714285714286
Hiroike Koshiro,Lotte,R,12.33333333,48,92.7,22.91666667,4.16666667,18.75,51.07526882,68.46846847,25.33333333,80.0,86.84210526,52.63157895,10.21505376,20.0,29.03225806,71.50537634,28.49462366,68.75,15.49295775,66.66666667,53.125,34.375,12.5,28.125,6.25,46.875,0.0,0.0,31.25,53.125,15.625,15.625,59.67741935483871,58.06451612903226,41.935483870967744,37.096774193548384,62.903225806451616,4.838709677419355,4.838709677419355,42.473118279569896
Tanaka Masahiro,Yomiuri,R,12.33333333,49,89.9,18.36734694,2.04081633,16.32653061,43.93063584,53.76344086,32.5,80.26315789,96.0,50.0,8.670520231,19.73684211,32.3699422,68.78612717,31.21387283,75.0,17.39130435,63.00578035,63.88888889,27.77777778,8.333333333,22.22222222,5.555555556,36.11111111,0.0,0.0,22.22222222,44.44444444,33.33333333,2.564102564,53.75722543352601,41.04046242774567,58.95953757225434,22.54335260115607,77.45664739884393,4.046242774566474,9.248554913294797,42.77456647398844
Hjelle Sean,ORIX,R,12.0,52,89.9,15.38461538,9.61538462,5.76923077,45.26315789,66.03773585,19.04761905,77.90697674,84.28571429,50.0,10.0,22.09302326,27.89473684,64.73684211,35.26315789,63.46153846,15.09433962,58.94736842,63.15789474,23.68421053,13.15789474,21.05263158,2.631578947,36.84210526,0.0,0.0,42.10526316,42.10526316,15.78947368,13.15789474,55.78947368421052,62.10526315789474,37.89473684210527,50.526315789473685,49.47368421052632,2.631578947368421,14.210526315789473,37.368421052631575
Mouri Kaito,Lotte,L,11.66666667,46,89.0,15.2173913,4.34782609,10.86956522,47.20496894,63.04347826,26.08695652,82.89473684,93.10344828,50.0,8.074534161,17.10526316,28.57142857,67.70186335,32.29813665,67.39130435,16.66666667,62.11180124,37.83783784,51.35135135,10.81081081,37.83783784,13.51351351,62.16216216,2.173913043,5.263157895,29.72972973,43.24324324,27.02702703,18.91891892,57.14285714285714,38.50931677018634,61.49068322981367,34.161490683229815,65.83850931677019,4.968944099378882,9.937888198757763,28.57142857142857
Okugawa Yasunobu,Yakult,R,11.66666667,45,92.1,24.44444444,2.22222222,22.22222222,42.93785311,55.76923077,24.65753425,84.21052632,87.93103448,72.22222222,6.779661017,15.78947368,32.76836158,68.92655367,31.07344633,60.0,21.15384615,63.84180791,43.75,43.75,12.5,37.5,6.25,56.25,2.222222222,7.142857143,34.375,31.25,34.375,18.75,58.75706214689266,52.54237288135594,47.45762711864407,29.94350282485876,70.05649717514125,6.214689265536723,11.864406779661016,50.84745762711864
Kimura Yuto,Lotte,R,11.33333333,50,91.7,14.0,10.0,4.0,47.15025907,71.73913043,24.75247525,70.32967033,81.81818182,40.0,13.98963731,29.67032967,27.4611399,60.62176166,39.37823834,54.0,15.2173913,55.44041451,39.47368421,55.26315789,5.263157895,42.10526316,13.15789474,60.52631579,4.0,9.523809524,44.73684211,42.10526316,13.15789474,18.42105263,47.66839378238342,54.40414507772021,45.59585492227979,26.42487046632124,73.57512953367875,5.181347150259067,17.616580310880828,28.497409326424872
Sugai Shinya,Seibu,L,11.33333333,48,88.5,12.5,12.5,0.0,42.39130435,56.97674419,29.59183673,79.48717949,87.75510204,65.51724138,8.695652174,20.51282051,28.26086957,63.58695652,36.41304348,66.66666667,12.0,58.15217391,50.0,50.0,0.0,44.11764706,5.882352941,50.0,0.0,0.0,38.23529412,32.35294118,29.41176471,8.823529412,46.73913043478261,48.369565217391305,51.63043478260869,56.52173913043478,43.47826086956522,5.434782608695652,9.782608695652174,48.369565217391305
Katoh Takayuki,Nipponham,L,11.0,44,86.0,20.45454545,2.27272727,18.18181818,49.41176471,60.22727273,37.80487805,84.52380952,92.45283019,70.96774194,7.647058824,15.47619048,27.64705882,70.0,30.0,77.27272727,14.51612903,63.52941176,52.94117647,44.11764706,2.941176471,38.23529412,5.882352941,47.05882353,0.0,0.0,29.41176471,52.94117647,17.64705882,8.823529412,51.76470588235295,36.47058823529412,63.52941176470588,41.76470588235294,58.235294117647065,5.88235294117647,4.117647058823529,41.17647058823529
Nishino Yuji,Lotte,R,10.66666667,48,90.7,16.66666667,8.33333333,8.33333333,52.08333333,67.67676768,35.48387097,81.0,82.08955224,78.78787879,9.895833333,19.0,26.5625,68.75,31.25,72.91666667,12.30769231,61.97916667,27.77777778,55.55555556,16.66666667,33.33333333,22.22222222,72.22222222,6.25,15.0,30.55555556,41.66666667,27.77777778,19.44444444,51.5625,55.208333333333336,44.79166666666667,46.35416666666667,53.645833333333336,2.604166666666667,7.291666666666667,48.4375
Whitley Forrest,Yomiuri,R,10.66666667,46,94.0,10.86956522,4.34782609,6.52173913,46.49681529,65.06024096,25.67567568,84.93150685,88.88888889,73.68421053,7.006369427,15.06849315,24.84076433,64.96815287,35.03184713,67.39130435,13.15789474,57.96178344,34.21052632,60.52631579,5.263157895,36.84210526,23.68421053,65.78947368,6.52173913,13.04347826,34.21052632,26.31578947,39.47368421,15.78947368,52.86624203821656,54.14012738853503,45.85987261146497,57.324840764331206,42.6751592356688,2.547770700636943,11.464968152866245,26.751592356687897
