Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,Team,
Chikamoto Koji,3,14,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4,0,.077,.077,.143,Hanshin Tigers,
Dolis Rafael,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Fushimi Torai,2,7,5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,.000,.000,.286,Hanshin Tigers,
Hamada Taiki,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,Hanshin Tigers,
Hayakawa Daiki,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Itoh Masashi,1,1,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1.000,2.000,1.000,Hanshin Tigers,
Itohara Kento,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,Hanshin Tigers,
Iwazaki Suguru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kinami Seiya,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,Hanshin Tigers,
Kirishiki Takuma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Kumagai Takahiro,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Moreta Dauri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Morishita Shota,3,14,11,2,5,0,0,1,8,2,0,0,0,1,2,0,0,0,1,.455,.727,.500,Hanshin Tigers,
Murakami Shoki,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.000,.000,.000,Hanshin Tigers,
Nakagawa Hayato,3,10,8,1,1,1,0,0,2,2,0,0,1,0,1,0,0,1,0,.125,.250,.222,Hanshin Tigers,
Nakano Takumu,3,14,12,4,4,2,0,0,6,0,1,0,0,0,2,0,0,2,0,.333,.500,.429,Hanshin Tigers,
Obata Ryuhei,3,12,11,0,2,0,0,0,2,1,0,0,0,0,0,0,1,4,0,.182,.182,.250,Hanshin Tigers,
Ohyama Yusuke,3,12,7,0,1,0,0,0,1,1,0,0,0,1,3,0,1,0,0,.143,.143,.417,Hanshin Tigers,
Oyokawa Masaki,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Sakamoto Seishiro,2,5,4,2,3,0,1,0,5,3,1,0,0,0,1,0,0,0,0,.750,1.250,.800,Hanshin Tigers,
Sato Teruaki,3,13,12,3,4,2,0,0,6,1,0,0,0,0,1,0,0,4,2,.333,.500,.385,Hanshin Tigers,
Takahashi Haruto,1,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,.333,.333,.333,Hanshin Tigers,
Takatera Nozomu,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,.000,.000,1.000,Hanshin Tigers,
Yuasa Atsuki,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hanshin Tigers,
Akagi Seiya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Akiyama Shogo,2,2,2,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,.500,1.500,.500,Hiroshima Carp,
Fabian Sandro,3,12,12,1,6,0,0,0,6,1,0,0,0,0,0,0,0,2,0,.500,.500,.500,Hiroshima Carp,
Futamata Shoichi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Hiroshima Carp,
Hearn Taylor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Hirakawa Ren,3,13,12,1,2,1,0,0,3,3,0,0,0,0,1,0,0,4,0,.167,.250,.231,Hiroshima Carp,
Katsuda Naru,3,11,10,0,1,0,0,0,1,1,0,0,0,0,1,1,0,4,0,.100,.100,.182,Hiroshima Carp,
Kikuchi Ryosuke,3,12,10,1,1,0,0,0,1,0,0,0,2,0,0,0,0,3,0,.100,.100,.100,Hiroshima Carp,
Kozono Kaito,3,13,11,1,2,1,0,0,3,0,0,1,0,0,2,0,0,2,0,.182,.273,.308,Hiroshima Carp,
Kuribayashi Ryoji,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,Hiroshima Carp,
Montero Elehuris,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,Hiroshima Carp,
Moriura Daisuke,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Nakamura Shosei,3,13,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,.000,.000,.000,Hiroshima Carp,
Nakazaki Shota,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Ohmori Minoru,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Saito Taichi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Sakakura Shogo,3,11,7,1,2,1,0,0,3,1,0,0,0,0,4,1,0,2,0,.286,.429,.545,Hiroshima Carp,
Sasaki Tai,3,13,12,2,3,0,0,0,3,0,0,0,0,0,1,0,0,1,0,.250,.250,.308,Hiroshima Carp,
Shimauchi Sotaro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Hiroshima Carp,
Tarnok Freddy,1,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,.500,1.000,.500,Hiroshima Carp,
