Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HP,SO,GDP,AVG,SLG,OBP,Team,
Shimizu Uta,3,6,2,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,.000,.000,.400,DeNA BayStars,
Shinogi Kentaro,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,DeNA BayStars,
Shoji Haruto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Taira Kentaro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Takamizawa Ikumi,4,11,10,2,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,.100,.100,.182,DeNA BayStars,
Takeda Riku,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Takeda Yu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Tanai Manato,8,33,32,3,9,1,0,0,10,4,1,0,1,0,0,0,0,3,1,.281,.313,.281,DeNA BayStars,
Wakamatsu Naoki,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,DeNA BayStars,
Akahoshi Yuji,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Aramaki Yu,11,32,29,5,9,0,1,0,11,4,0,0,0,0,3,0,0,6,1,.310,.379,.375,Yomiuri Giants,
Bandoh Yugo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Chinen Taisei,8,17,16,2,6,0,0,0,6,0,0,0,0,0,0,0,1,2,0,.375,.375,.412,Yomiuri Giants,
Fujii Kensho,12,40,39,3,7,4,0,1,14,6,0,0,0,0,0,0,1,20,0,.179,.359,.200,Yomiuri Giants,
Hagio Masaya,12,35,32,4,10,3,1,0,15,6,1,1,0,1,1,0,1,2,3,.313,.469,.343,Yomiuri Giants,
Heinai Ryuta,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Hirayama Kota,7,27,25,4,8,2,0,0,10,3,3,0,1,1,0,0,0,5,0,.320,.400,.308,Yomiuri Giants,
Horie Shotaro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Hotta Kenshin,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Inoue Haruto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Ishizuka Yusei,5,19,17,3,6,1,0,0,7,3,0,0,0,0,2,0,0,2,0,.353,.412,.421,Yomiuri Giants,
Kadowaki Makoto,1,5,4,1,2,0,0,0,2,0,1,0,0,0,1,0,0,1,0,.500,.500,.600,Yomiuri Giants,
Kai Takuya,3,7,6,2,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,.167,.167,.286,Yomiuri Giants,
Kameda Keita,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Kawarada Jumpei,3,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,.000,.000,.000,Yomiuri Giants,
Kishida Yukinori,1,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.500,.500,.667,Yomiuri Giants,
Kobayashi Seiji,10,19,16,3,4,1,0,1,8,4,0,0,0,0,3,0,0,0,0,.250,.500,.368,Yomiuri Giants,
Kohama Yuto,12,51,45,6,11,3,0,1,17,9,3,0,0,0,6,0,0,12,2,.244,.378,.333,Yomiuri Giants,
Kohno Yusaku,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Maru Yoshihiro,1,4,3,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,.333,.333,.500,Yomiuri Giants,
Masuda Daiki,9,9,7,4,2,1,0,0,3,4,0,0,0,0,2,0,0,0,0,.286,.429,.444,Yomiuri Giants,
Mataki Teppei,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Matsuura Keito,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Minakawa Gakuto,6,26,23,3,7,0,0,0,7,2,1,2,0,0,3,0,0,1,0,.304,.304,.385,Yomiuri Giants,
Mitsuka Rui,5,10,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,.100,.100,.100,Yomiuri Giants,
Miyahara Shunsuke,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Morita Shunya,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Nakata Ayumu,4,11,8,1,2,0,1,0,4,2,0,0,3,0,0,0,0,0,0,.250,.500,.250,Yomiuri Giants,
Okada Yuki,8,20,16,4,2,1,0,0,3,0,0,0,0,0,3,0,1,4,0,.125,.188,.300,Yomiuri Giants,
Ota Taisei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Sakamoto Tatsuya,7,16,16,2,6,2,0,0,8,1,1,0,0,0,0,0,0,2,0,.375,.500,.375,Yomiuri Giants,
Shiroki Yamato,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Sonoda Atsuki,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Yomiuri Giants,
Suzuki Yamato,10,29,24,7,9,1,0,0,10,1,7,1,1,0,3,0,1,1,1,.375,.417,.464,Yomiuri Giants,
Takeshita Raia,5,15,12,1,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,.250,.250,.400,Yomiuri Giants,
Tamura Tomoki,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Tanaka Masahiro,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Tawa Ren,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Tima Julian,12,41,39,4,9,2,0,1,14,4,0,0,0,0,2,0,0,7,1,.231,.359,.268,Yomiuri Giants,
Togo Shosei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Tomishige Eijiro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Utsunomiya Kisara,1,5,4,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,.250,.250,.400,Yomiuri Giants,
Wakabayashi Gakuto,6,15,14,2,5,1,0,1,9,5,0,0,0,1,0,0,0,0,0,.357,.643,.333,Yomiuri Giants,
Whitley Forrest,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yomiuri Giants,
Yamada Ryusei,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Yomiuri Giants,
Yamase Shinnosuke,3,10,10,0,3,1,0,0,4,3,0,0,0,0,0,0,0,1,0,.300,.400,.300,Yomiuri Giants,
Yamashiro Kyohei,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,Yomiuri Giants,
Yuasa Dai,10,13,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,.083,.083,.154,Yomiuri Giants,
Akahane Yoshihiro,1,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,.000,.000,.250,Yakult Swallows,
Hasegawa Hiroki,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Hashimoto Seiya,2,8,8,1,2,0,0,1,5,4,1,0,0,0,0,0,0,1,0,.250,.625,.250,Yakult Swallows,
Higuma Montell,8,21,19,1,4,1,0,0,5,1,1,1,1,0,1,0,0,5,2,.211,.263,.250,Yakult Swallows,
Iida Ryuto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Ishihara Yuki,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Ishiyama Taichi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Kakinuma Tomoya,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Kozawa Reiji,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Maruyama Shota,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Masui Shohta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Matsumoto Kengo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,Yakult Swallows,
Matsumoto Naoki,5,18,18,3,6,0,0,1,9,2,0,0,0,0,0,0,0,0,1,.333,.500,.333,Yakult Swallows,
Matsumoto Ryunosuke,8,18,18,0,2,0,0,0,2,1,0,0,0,0,0,0,0,10,0,.111,.111,.111,Yakult Swallows,
