#,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,,Team,League
,Kamizato Kazuki,16,68,57,13,19,4,1,6,43,13,2,1,1,2,16,7,1,1,0,0.333,0.403,0.754,1.157,240,0.421,0.351,23.5%,10.3%,0.44,0.0,42.6%,29,8,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Katsumata Atsushi,105,364,342,30,93,17,2,6,132,30,0,4,5,3,67,10,1,4,10,0.272,0.298,0.386,0.684,102,0.114,0.320,18.4%,2.7%,0.15,-1.2,22.8%,23,8,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Kobukata Daichi,87,310,273,31,56,13,2,4,85,28,1,2,3,3,76,29,0,2,4,0.205,0.283,0.311,0.594,76,0.106,0.265,24.5%,9.4%,0.38,-0.4,35.2%,20,3,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Kusumoto Taishi,5,22,16,3,6,2,0,1,11,4,0,0,0,1,2,5,0,0,0,0.375,0.500,0.688,1.188,252,0.313,0.357,9.1%,22.7%,2.50,0.0,36.4%,27,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Kuwahara Masayuki,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.000,0.500,0.000,0.500,57,0.000,0.000,25.0%,50.0%,2.00,0.0,75.0%,29,8,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Kyoda Yota,17,71,67,6,18,0,0,1,21,8,0,0,1,1,10,2,0,0,4,0.269,0.286,0.313,0.599,77,0.044,0.298,14.1%,2.8%,0.20,0.0,18.3%,29,6,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Maeda Yamato,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,98,0.000,0.333,0.0%,0.0%,,0.0,0.0%,35,3,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Mashiko Kyosuke,70,179,157,13,39,10,0,0,49,16,1,0,1,1,43,17,0,3,4,0.248,0.331,0.312,0.643,91,0.064,0.339,24.0%,9.5%,0.40,0.2,33.5%,22,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Matsuo Shion,104,376,343,34,95,20,2,7,140,51,6,1,3,8,33,16,0,6,7,0.277,0.314,0.408,0.722,113,0.131,0.283,8.8%,4.3%,0.48,0.8,14.9%,18,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Miyazaki Toshiro,2,3,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.500,0.667,0.500,1.167,252,0.000,0.500,0.0%,33.3%,1.00,0.0,33.3%,34,5,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Mori Keito,57,241,217,30,54,8,3,2,74,21,9,5,2,1,50,20,0,1,3,0.249,0.314,0.341,0.655,94,0.092,0.313,20.7%,8.3%,0.40,-0.1,29.9%,21,6,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Murakawa Nagi,108,371,332,33,93,11,1,0,106,24,29,12,17,1,83,21,0,0,3,0.280,0.322,0.319,0.641,91,0.039,0.372,22.4%,5.7%,0.25,1.1,28.0%,25,7,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Nishimaki Kenji,100,370,310,46,77,12,6,2,107,23,16,5,7,1,59,48,0,4,3,0.248,0.355,0.345,0.700,108,0.097,0.300,15.9%,13.0%,0.81,1.2,29.5%,24,UTL,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Nishiura Naomichi,15,58,53,4,9,2,1,0,13,3,0,0,1,0,15,3,1,1,2,0.170,0.228,0.245,0.473,40,0.075,0.237,25.9%,5.2%,0.20,0.0,31.0%,32,6,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Ohashi Takeru,81,190,155,25,35,3,2,0,42,13,11,7,6,2,50,24,0,3,0,0.226,0.337,0.271,0.608,82,0.045,0.327,26.3%,12.6%,0.48,-0.4,38.9%,22,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Ohnuki Shinichi,15,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,33.3%,0.0%,0.00,0.0,33.3%,29,1,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Ohta Taishi,8,34,30,3,12,2,0,1,17,6,0,0,0,1,6,3,0,0,2,0.400,0.441,0.567,1.008,199,0.167,0.458,17.6%,8.8%,0.50,0.0,29.4%,33,DH,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Soto Neftali,9,34,32,1,7,2,0,0,9,1,0,0,0,0,7,1,0,1,1,0.219,0.265,0.281,0.546,62,0.062,0.280,20.6%,2.9%,0.14,0.0,23.5%,34,3,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Suzuki Ren,71,189,173,12,37,11,0,1,51,11,0,0,6,0,40,9,0,1,7,0.214,0.257,0.295,0.552,63,0.081,0.273,21.2%,4.8%,0.23,0.0,26.5%,18,5,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Taira Kentaro,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,0.0%,0.0%,,0.0,0.0%,27,1,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Tanaka Shunta,103,290,235,33,57,8,0,0,65,20,11,4,11,2,59,41,0,1,9,0.243,0.355,0.277,0.632,89,0.034,0.320,20.3%,14.1%,0.69,0.6,34.5%,29,3,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Tobashira Yasutaka,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.334,-2,0.000,0.167,0.0%,0.0%,,0.0,0.0%,33,DH,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Yamamoto Yuudai,1,5,3,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0.667,0.800,0.667,1.467,342,0.000,0.667,0.0%,20.0%,1.00,0.0,20.0%,24,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Aizawa Hakuto,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,487,0.000,1.000,0.0%,0.0%,,0.0,0.0%,19,,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Akihiro Yuto,13,49,44,9,15,5,0,1,23,8,0,0,0,2,7,3,0,0,1,0.341,0.367,0.523,0.890,159,0.182,0.368,14.3%,6.1%,0.43,0.0,22.4%,20,3,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Asano Shogo,77,263,237,41,62,11,2,7,98,27,6,2,0,2,50,18,0,6,5,0.262,0.327,0.414,0.741,116,0.152,0.302,19.0%,6.8%,0.36,0.4,28.5%,18,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Brinson Lewis,17,49,45,3,13,3,0,2,22,5,0,0,0,2,4,1,0,1,0,0.289,0.306,0.489,0.795,130,0.200,0.268,8.2%,2.0%,0.25,0.0,14.3%,29,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Chono Hisayoshi,10,22,21,1,4,1,0,0,5,0,0,0,0,0,7,1,0,0,0,0.190,0.227,0.238,0.465,36,0.048,0.286,31.8%,4.5%,0.14,0.0,36.4%,38,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Hagio Masaya,101,339,307,43,87,19,4,7,135,36,1,3,5,0,67,23,2,4,7,0.283,0.341,0.440,0.781,128,0.157,0.343,19.8%,6.8%,0.34,-0.7,28.6%,22,9,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Hagiwara Tetsu,15,33,28,3,8,2,0,0,10,4,0,0,1,0,7,3,0,1,0,0.286,0.375,0.357,0.732,115,0.071,0.381,21.2%,9.1%,0.43,0.0,30.3%,25,DH,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Hirooka Taishi,20,73,61,18,22,3,0,4,37,7,3,1,0,0,9,10,0,2,0,0.361,0.466,0.607,1.073,213,0.246,0.375,12.3%,13.7%,1.11,0.2,31.5%,26,UTL,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Hoshina Koichi,3,11,11,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0.182,0.182,0.182,0.364,7,0.000,0.200,9.1%,0.0%,0.00,0.0,9.1%,25,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Ishikawa Shingo,47,136,120,9,43,12,0,4,67,26,0,0,0,2,21,14,0,0,4,0.358,0.419,0.558,0.977,185,0.200,0.402,15.4%,10.3%,0.67,0.0,28.7%,30,7,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kadowaki Makoto,3,9,8,1,2,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0.250,0.250,0.250,0.500,47,0.000,0.400,33.3%,0.0%,0.00,0.0,33.3%,22,5,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kajitani Takayuki,9,29,19,5,5,3,0,0,8,3,0,0,0,1,2,9,0,0,2,0.263,0.483,0.421,0.904,167,0.158,0.278,6.9%,31.0%,4.50,0.0,37.9%,34,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kameda Keita,17,39,37,5,9,3,0,0,12,2,0,0,0,1,8,1,0,0,1,0.243,0.256,0.324,0.580,69,0.081,0.300,20.5%,2.6%,0.12,0.0,23.1%,24,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Katoh Ren,34,114,106,8,21,6,0,1,30,11,0,1,1,0,26,5,0,2,0,0.198,0.248,0.283,0.531,55,0.085,0.253,22.8%,4.4%,0.19,-0.3,28.1%,24,6,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Katsuki Kazuya,106,351,312,36,82,15,0,8,121,46,0,1,4,1,32,25,0,9,8,0.263,0.334,0.388,0.722,111,0.125,0.271,9.1%,7.1%,0.78,-0.2,18.5%,27,3,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kikuta Hirokazu,103,356,327,35,84,17,2,7,126,32,0,0,1,0,45,26,0,2,16,0.257,0.315,0.385,0.700,104,0.128,0.280,12.6%,7.3%,0.58,0.1,21.9%,21,5,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kishida Yukinori,21,66,54,8,11,3,0,3,23,15,0,0,0,2,11,10,0,0,4,0.204,0.318,0.426,0.744,117,0.222,0.190,16.7%,15.2%,0.91,0.0,36.4%,26,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kita Ryusuke,62,159,138,14,33,3,0,0,36,14,0,0,10,0,23,11,0,0,3,0.239,0.295,0.261,0.556,64,0.022,0.287,14.5%,6.9%,0.48,0.0,21.4%,24,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kitamura Takumi,68,237,190,31,58,15,1,3,84,24,0,1,2,2,17,37,0,6,5,0.305,0.430,0.442,0.872,156,0.137,0.320,7.2%,15.6%,2.18,-0.3,24.1%,27,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kobayashi Seiji,3,9,9,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.111,0.111,0.111,0.222,-35,0.000,0.143,22.2%,0.0%,0.00,0.0,22.2%,34,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Maeda Kenki,10,25,24,2,6,2,0,1,11,3,0,0,0,0,6,1,0,0,0,0.250,0.280,0.458,0.738,114,0.208,0.294,24.0%,4.0%,0.17,0.0,32.0%,24,DH,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Maru Yoshihiro,7,23,20,4,6,2,0,1,11,2,0,0,0,0,2,3,0,0,0,0.300,0.391,0.550,0.941,174,0.250,0.294,8.7%,13.0%,1.50,0.0,26.1%,34,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Masuda Daiki,47,152,125,19,34,7,1,1,46,12,11,2,7,1,23,17,0,2,3,0.272,0.366,0.368,0.734,116,0.096,0.324,15.1%,11.2%,0.74,1.2,27.0%,29,4,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Masuda Riku,76,246,214,27,49,12,0,5,76,33,1,0,2,3,40,22,0,5,7,0.229,0.311,0.355,0.666,95,0.126,0.256,16.3%,8.9%,0.55,0.2,27.2%,23,4,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Matsubara Seiya,90,282,218,36,52,7,2,0,63,18,7,3,11,1,37,51,2,1,4,0.239,0.384,0.289,0.673,99,0.050,0.286,13.1%,18.1%,1.38,0.3,31.2%,28,7,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Matsuda Nobuhiro,54,154,130,20,30,8,0,2,44,21,0,0,0,4,25,18,0,2,4,0.231,0.325,0.338,0.663,95,0.107,0.262,16.2%,11.7%,0.72,0.0,29.2%,40,5,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Mendez Yohander,3,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.500,0.500,0.500,1.000,194,0.000,1.000,50.0%,0.0%,0.00,0.0,50.0%,28,1,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nakajima Hiroyuki,67,157,135,8,36,7,0,0,43,19,0,0,0,1,23,19,0,2,5,0.267,0.363,0.319,0.682,101,0.052,0.319,14.6%,12.1%,0.83,0.0,26.8%,40,3,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nakata Ayumu,5,5,3,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0.333,0.600,0.333,0.933,179,0.000,0.500,20.0%,40.0%,2.00,0.0,60.0%,19,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nakata Sho,5,14,14,1,3,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0.214,0.214,0.214,0.428,26,0.000,0.250,14.3%,0.0%,0.00,0.0,14.3%,34,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nakayama Raito,3,10,9,0,2,2,0,0,4,2,0,0,0,0,1,1,0,0,0,0.222,0.300,0.444,0.744,116,0.222,0.250,10.0%,10.0%,1.00,0.0,20.0%,21,UTL,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Okada Yuki,90,303,256,44,72,11,5,12,129,42,2,2,6,5,70,29,1,7,3,0.281,0.364,0.504,0.868,152,0.223,0.335,23.1%,9.6%,0.41,-0.3,36.6%,23,8,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Okamoto Hiroto,18,51,46,7,9,3,0,1,15,5,0,0,1,0,4,3,0,1,0,0.196,0.260,0.326,0.586,71,0.130,0.195,7.8%,5.9%,0.75,0.0,15.7%,20,4,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Okoye Louis,57,190,170,27,52,11,1,5,80,18,4,3,2,2,34,12,1,4,3,0.306,0.362,0.471,0.833,143,0.165,0.353,17.9%,6.3%,0.35,-0.3,26.8%,25,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Sakamoto Hayato,2,5,5,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.200,0.200,0.200,0.400,17,0.000,0.333,40.0%,0.0%,0.00,0.0,40.0%,21,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Sasahara Misaki,16,35,31,7,7,0,0,1,10,4,0,0,2,0,12,2,0,0,2,0.226,0.273,0.323,0.596,74,0.097,0.333,34.3%,5.7%,0.17,0.0,42.9%,19,9,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Shigenobu Shinnosuke,8,19,17,3,5,1,1,1,11,3,1,0,0,1,5,1,0,0,0,0.294,0.316,0.647,0.963,177,0.353,0.333,26.3%,5.3%,0.20,0.2,36.8%,30,7,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Suzuki Yamato,18,25,25,4,4,0,1,0,6,2,1,1,0,0,4,0,0,0,1,0.160,0.160,0.240,0.400,16,0.080,0.190,16.0%,0.0%,0.00,-0.2,16.0%,24,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Tima Julian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,0.0%,0.0%,,0.0,0.0%,18,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Wakabayashi Akihiro,58,205,185,22,50,6,1,4,70,28,4,0,3,2,26,13,0,2,4,0.270,0.322,0.378,0.700,105,0.108,0.293,12.7%,6.3%,0.50,0.7,21.0%,29,UTL,S,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Walker Adam,52,171,163,21,42,14,0,7,77,20,0,0,0,0,33,5,1,3,4,0.258,0.292,0.472,0.764,121,0.214,0.285,19.3%,2.9%,0.15,0.0,26.3%,31,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yamase Shinnosuke,72,223,179,24,48,8,0,5,71,26,1,0,4,0,36,36,0,4,3,0.268,0.402,0.397,0.799,135,0.129,0.312,16.1%,16.1%,1.00,0.2,34.5%,22,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yokogawa Kai,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,22,1,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yuasa Dai,71,173,143,25,31,2,0,1,36,10,5,2,6,1,34,20,0,3,0,0.217,0.323,0.252,0.575,70,0.035,0.275,19.7%,11.6%,0.59,0.2,31.8%,23,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Akahane Yoshihiro,68,265,242,24,45,12,0,7,78,28,0,2,3,1,57,13,0,6,5,0.186,0.244,0.322,0.566,65,0.136,0.212,21.5%,4.9%,0.23,-0.6,29.1%,23,8,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Araki Takahiro,75,240,209,22,48,6,0,0,54,18,0,0,5,4,42,17,0,5,10,0.230,0.298,0.258,0.556,64,0.028,0.281,17.5%,7.1%,0.40,0.1,24.6%,35,3,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Espinal Raynel,20,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,31,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Hamada Taiki,6,17,16,3,3,0,0,1,6,2,0,0,0,0,3,1,0,0,0,0.188,0.235,0.375,0.610,77,0.187,0.167,17.6%,5.9%,0.33,0.0,29.4%,22,7,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Hara Juri,17,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,66.7%,0.0%,0.00,0.0,66.7%,29,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Hashimoto Seiya,70,199,188,16,53,6,0,2,65,14,2,3,4,2,20,4,0,1,3,0.282,0.297,0.346,0.643,88,0.064,0.304,10.1%,2.0%,0.20,-0.6,13.1%,22,2,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Ichikawa Yuta,18,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,33.3%,0.0%,0.00,0.0,33.3%,22,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Ishikawa Masanori,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,43,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Iwata Yukihiro,43,151,136,14,38,7,0,0,45,9,10,4,5,0,21,8,0,2,0,0.279,0.329,0.331,0.660,94,0.052,0.330,13.9%,5.3%,0.38,0.4,19.2%,25,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kanakubo Yuto,15,3,3,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,96,0.000,0.333,0.0%,0.0%,,0.0,0.0%,23,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kawabata Shingo,8,25,24,1,8,0,0,0,8,0,0,0,0,0,3,0,0,1,0,0.333,0.360,0.333,0.693,104,0.000,0.381,12.0%,0.0%,0.00,0.0,12.0%,35,DH,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kisu Felipe,37,102,90,6,20,5,0,3,34,13,0,0,7,2,32,3,0,0,1,0.222,0.242,0.378,0.620,80,0.156,0.298,31.4%,2.9%,0.09,0.0,37.3%,,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kitamura Keigo,96,365,320,39,75,14,1,10,121,46,1,0,11,3,59,28,0,3,2,0.234,0.299,0.378,0.677,97,0.144,0.256,16.2%,7.7%,0.47,0.2,26.6%,22,5,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Koga Yudai,3,9,8,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.125,0.222,0.125,0.347,4,0.000,0.125,0.0%,11.1%,1.00,0.0,11.1%,24,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Komori Kohtaro,49,140,126,14,29,7,3,3,51,16,8,3,1,2,32,7,0,4,2,0.230,0.288,0.405,0.693,101,0.175,0.280,22.9%,5.0%,0.22,0.4,30.0%,20,6,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kondoh Hiroki,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,28,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kubo Takuma,38,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,,100.0%,0.0%,0.00,0.0,100.0%,26,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Maruyama Kazuya,8,22,18,2,5,0,1,0,7,0,0,3,2,0,1,2,0,0,0,0.278,0.350,0.389,0.739,116,0.111,0.294,4.5%,9.1%,2.00,-1.0,13.6%,23,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Matsui Sho,85,264,221,26,60,13,0,3,82,32,2,3,0,3,56,38,0,2,2,0.271,0.379,0.371,0.750,120,0.100,0.345,21.2%,14.4%,0.68,-0.6,36.7%,28,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Matsumoto Naoki,66,213,196,17,56,8,1,4,78,24,1,0,7,0,19,5,0,5,3,0.286,0.320,0.398,0.718,110,0.112,0.301,8.9%,2.3%,0.26,0.2,13.1%,29,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Matsumoto Yu,97,356,313,38,84,17,3,6,125,40,2,0,2,4,72,32,1,5,2,0.268,0.342,0.399,0.741,117,0.131,0.326,20.2%,9.0%,0.44,0.4,30.9%,28,7,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Mitsumata Taiki,28,94,77,6,22,2,1,0,26,6,0,2,2,0,15,14,0,1,3,0.286,0.402,0.338,0.740,118,0.052,0.355,16.0%,14.9%,0.93,-0.6,30.9%,31,UTL,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Miyamoto Takeshi,23,91,80,11,26,6,0,2,38,11,1,0,0,0,12,11,0,0,0,0.325,0.407,0.475,0.882,158,0.150,0.364,13.2%,12.1%,0.92,0.2,27.5%,28,DH,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Motoyama Hiyu,52,187,172,17,35,6,1,5,58,15,4,1,7,0,33,6,0,2,4,0.203,0.239,0.337,0.576,67,0.134,0.224,17.6%,3.2%,0.18,0.4,23.5%,24,UTL,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Namiki Hidetaka,7,25,24,1,6,0,0,0,6,3,0,0,0,1,3,0,0,0,0,0.250,0.240,0.250,0.490,44,0.000,0.273,12.0%,0.0%,0.00,0.0,12.0%,24,8,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Narita Kakeru,37,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,25,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nishida Akihisa,63,223,200,28,46,13,1,3,70,23,0,1,0,1,30,17,0,5,9,0.230,0.305,0.350,0.655,92,0.120,0.256,13.5%,7.6%,0.57,-0.3,22.4%,31,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
