Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Akiyama Takumi,17,8,5,0,0,0,443,109.1,115,12,62,12,0,2,2,51,48,3.95,4.31,3.67,1.16,91,103,98,-0.36,2.7%,14.0%,2.7%,11.3%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Muranishi Ryota,22,6,5,0,0,0,407,99.0,78,5,69,27,0,14,0,24,19,1.73,4.13,3.77,1.06,193,106,100,-2.40,1.2%,17.0%,6.6%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Motomae Fumiya,21,3,9,0,0,0,444,104.0,109,9,84,21,0,6,2,50,48,4.15,3.92,3.38,1.25,88,92,90,0.23,2.0%,18.9%,4.7%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Miyagawa Tetsu,20,6,2,0,0,0,415,103.0,75,9,81,39,0,2,3,36,28,2.45,4.39,3.79,1.11,152,102,101,-1.94,2.2%,19.5%,9.4%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
