Pitcher,G,W,L,SV,HLD,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Umeno Yugo,5,0,0,0,0,0,0,36,8.0,9,1,4,4,0,0,1,3,3,3.38,5.16,4.80,1.62,100,136,133,-1.78,2.8%,11.1%,11.1%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yamamoto Daiki,42,2,0,0,9,0,0,148,35.1,32,4,26,13,4,3,2,11,10,2.55,4.40,3.92,1.27,133,116,108,-1.85,2.7%,17.6%,8.8%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yamano Taichi,5,1,3,0,0,0,0,112,26.0,25,2,15,11,2,1,0,13,12,4.15,4.27,4.44,1.38,81,113,123,-0.12,1.8%,13.4%,9.8%,3.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yoshimura Kojiro,12,4,2,0,0,0,0,257,60.1,66,9,46,14,0,2,1,31,29,4.33,4.25,3.55,1.33,78,112,98,0.08,3.5%,17.9%,5.4%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Feliz Michael,19,1,0,0,9,0,0,65,14.1,9,1,16,11,1,2,0,5,5,3.14,4.43,4.03,1.40,94,134,111,-1.29,1.5%,24.6%,16.9%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Fujishima Kento,56,1,1,4,14,0,0,196,50.2,34,1,46,14,1,1,1,10,6,1.07,2.37,3.17,0.95,276,72,88,-1.30,0.5%,23.5%,7.1%,16.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Fuku Hiroto,29,1,0,0,12,0,0,76,17.2,12,1,15,8,2,1,0,8,5,2.55,3.60,3.88,1.13,116,109,107,-1.05,1.3%,19.7%,10.5%,9.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Fukushima Shota,4,0,0,0,0,0,0,20,3.1,8,0,2,1,0,1,1,5,5,13.50,3.64,4.30,2.70,22,110,119,9.86,0.0%,10.0%,5.0%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Fukutani Koji,14,3,4,0,0,0,0,241,54.0,72,6,36,11,0,1,1,34,31,5.17,3.81,3.76,1.54,57,115,104,1.36,2.5%,14.9%,4.6%,10.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Hashimoto Yuki,13,1,0,0,0,0,0,64,15.1,9,0,9,10,0,3,1,2,2,1.17,4.41,4.96,1.24,252,134,137,-3.24,0.0%,14.1%,15.6%,-1.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Katsuno Akiyoshi,50,5,2,1,20,0,0,201,49.1,33,2,49,22,4,2,1,11,11,2.01,3.04,3.46,1.11,147,92,96,-1.03,1.0%,24.4%,10.9%,13.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Kondo Ren,1,0,0,0,0,0,0,16,1.0,8,0,1,4,0,1,0,10,8,72.00,16.04,6.68,12.00,4,486,185,55.96,0.0%,6.2%,25.0%,-18.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Martinez Raidel,48,3,1,32,9,0,0,173,46.2,31,1,62,4,0,0,0,4,2,0.39,0.92,1.45,0.75,757,28,40,-0.53,0.6%,35.8%,2.3%,33.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Matsuba Takahiro,11,1,4,0,0,0,0,232,57.2,55,1,20,14,1,1,1,23,21,3.28,3.35,4.54,1.20,90,101,125,-0.07,0.4%,8.6%,6.0%,2.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Matsuyama Shinya,36,1,1,0,17,0,0,146,35.1,23,0,50,14,1,6,4,6,5,1.27,1.90,2.33,1.05,232,58,64,-0.63,0.0%,34.2%,9.6%,24.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Mejia Humberto,8,3,1,0,0,0,0,179,44.1,31,3,20,18,0,2,1,11,11,2.23,4.37,4.69,1.11,132,132,130,-2.14,1.7%,11.2%,10.1%,1.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Nakachi Reia,9,2,5,0,0,0,0,194,43.1,41,6,37,25,1,0,0,24,24,4.98,4.86,4.18,1.52,59,147,115,0.12,3.1%,19.1%,12.9%,6.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Neo Akira,2,0,0,0,0,0,0,51,12.2,9,0,4,8,0,0,0,5,1,0.71,4.30,5.58,1.34,416,130,154,-3.59,0.0%,7.8%,15.7%,-7.9%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Ogasawara Shinnosuke,25,7,12,0,0,1,1,665,160.2,153,14,134,41,1,4,3,69,64,3.59,3.34,3.40,1.21,82,101,94,0.25,2.1%,20.2%,6.2%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Ohno Yudai,1,0,1,0,0,0,0,26,7.0,3,0,3,1,0,0,0,1,0,0.00,2.61,4.03,0.57,999,79,111,-2.61,0.0%,11.5%,3.8%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Okano Yuichiro,15,0,0,0,0,0,0,92,22.0,22,3,19,2,0,3,1,14,14,5.73,3.76,2.95,1.09,52,114,81,1.97,3.3%,20.7%,2.2%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Saitoh Kohki,31,2,0,0,11,0,0,100,24.2,18,0,24,10,1,1,1,3,2,0.73,2.43,3.40,1.14,404,74,94,-1.70,0.0%,24.0%,10.0%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Shimizu Tatsuya,50,3,3,0,25,0,0,198,46.2,34,3,54,30,1,1,4,16,16,3.09,3.55,3.59,1.37,96,107,99,-0.46,1.5%,27.3%,15.2%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Sobue Daisuke,45,3,5,0,13,0,0,168,40.1,39,4,35,8,0,1,0,16,16,3.57,3.26,3.19,1.17,83,99,88,0.31,2.4%,20.8%,4.8%,16.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Sunada Yoshiki,18,0,1,0,1,0,0,60,13.2,12,1,12,7,1,0,1,7,7,4.61,3.77,3.97,1.39,64,114,110,0.84,1.7%,20.0%,11.7%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Suzuki Hiroshi,9,1,2,0,1,0,0,106,24.1,23,1,5,12,1,2,0,12,11,4.07,4.89,5.46,1.44,73,148,151,-0.82,0.9%,4.7%,11.3%,-6.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Tajima Shinji,32,1,2,0,10,0,0,127,29.2,24,3,31,17,0,1,0,16,16,4.85,4.08,3.70,1.38,61,124,102,0.77,2.4%,24.4%,13.4%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Takahashi Hiroto,25,7,11,0,0,1,1,621,146.0,129,6,145,51,0,9,8,52,41,2.53,2.82,3.29,1.23,117,85,91,-0.29,1.0%,23.3%,8.2%,15.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Tanimoto Keisuke,7,0,0,0,0,0,0,28,5.1,5,1,2,6,0,0,0,8,5,8.44,8.10,6.23,2.06,35,245,172,0.34,3.6%,7.1%,21.4%,-14.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Ueda Kotaro,13,0,0,0,0,0,0,93,20.0,22,0,15,9,0,0,0,13,10,4.50,2.89,4.15,1.55,66,88,115,1.61,0.0%,16.1%,9.7%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Umetsu Kodai,3,1,1,0,0,0,0,71,19.0,9,2,11,5,0,2,0,3,2,0.95,4.35,3.95,0.74,311,132,109,-3.40,2.8%,15.5%,7.0%,8.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Wakui Hideaki,21,5,13,0,0,0,0,479,111.0,116,9,89,30,1,2,1,53,49,3.97,3.35,3.57,1.32,74,101,99,0.62,1.9%,18.6%,6.3%,12.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Yamamoto Takumi,14,0,1,0,0,0,0,61,13.0,17,1,11,5,0,0,0,11,8,5.54,3.50,3.82,1.69,53,106,106,2.04,1.6%,18.0%,8.2%,9.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Yanagi Yuya,24,4,11,0,0,2,0,636,158.1,126,6,105,47,1,4,2,46,43,2.44,3.17,3.89,1.09,121,96,107,-0.73,0.9%,16.5%,7.4%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Abe Shota,49,3,5,1,21,0,0,193,46.2,37,4,42,12,1,5,1,17,14,2.70,3.44,3.25,1.05,115,99,90,-0.74,2.1%,21.8%,6.2%,15.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Azuma Kohei,10,6,0,0,0,0,0,209,52.1,45,2,40,9,0,5,1,14,12,2.06,2.81,3.32,1.03,150,81,92,-0.75,1.0%,19.1%,4.3%,14.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Cotton Jharel,7,1,1,0,1,0,0,84,18.1,24,4,22,4,0,1,2,13,12,5.89,4.29,2.66,1.53,53,124,73,1.60,4.8%,26.2%,4.8%,21.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Higa Motoki,31,2,0,0,6,0,0,83,20.0,21,3,10,2,0,2,0,5,5,2.25,4.59,3.84,1.15,138,133,106,-2.34,3.6%,12.0%,2.4%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Hirano Yoshihisa,42,3,2,29,5,0,0,167,40.0,36,1,24,13,0,0,1,5,5,1.13,3.14,4.14,1.23,274,91,114,-2.01,0.6%,14.4%,7.8%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Honda Hitomi,28,2,1,0,7,0,0,145,32.2,36,5,34,12,2,0,2,23,23,6.34,4.05,3.28,1.47,49,117,91,2.29,3.4%,23.4%,8.3%,15.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Kogita Atsuya,38,4,0,0,7,0,0,193,49.1,37,4,37,13,0,0,1,16,12,2.19,3.38,3.56,1.01,141,98,98,-1.19,2.1%,19.2%,6.7%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Kondoh Taisuke,12,0,1,0,0,0,0,57,12.1,12,1,16,8,0,1,0,7,7,5.11,3.69,3.40,1.62,61,107,94,1.42,1.8%,28.1%,14.0%,14.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Kuroki Yuta,12,1,5,0,0,0,0,122,26.0,33,2,20,16,0,1,1,20,19,6.58,4.46,4.47,1.88,47,129,123,2.12,1.6%,16.4%,13.1%,3.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Mae Yuito,2,0,0,0,0,0,0,8,2.0,1,0,2,1,0,0,0,0,0,0.00,2.54,3.55,1.00,999,73,98,-2.54,0.0%,25.0%,12.5%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Miyagi Hiroya,22,10,4,0,0,3,3,575,146.2,107,7,122,31,1,5,1,38,37,2.27,2.73,3.22,0.94,136,79,89,-0.46,1.2%,21.2%,5.4%,15.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Muranishi Ryota,7,0,1,0,0,0,0,52,11.2,11,1,6,5,0,1,0,8,8,6.17,4.67,4.61,1.37,50,135,127,1.50,1.9%,11.5%,9.6%,1.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Nix Jacob,2,0,1,0,0,0,0,30,6.0,7,2,5,6,0,0,0,7,7,10.50,8.70,5.13,2.17,29,251,142,1.80,6.7%,16.7%,20.0%,-3.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Ono Taiki,5,0,0,0,0,0,0,35,6.0,6,0,0,10,0,1,0,4,4,6.00,8.54,7.66,2.67,52,247,212,-2.54,0.0%,0.0%,28.6%,-28.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Saito Kyosuke,1,0,0,0,0,0,0,17,4.0,2,0,3,2,0,2,0,0,0,0.00,4.54,4.21,1.00,999,131,116,-4.54,0.0%,17.6%,11.8%,5.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Sotani Ryuhei,10,1,2,0,0,0,0,138,32.2,33,0,27,15,0,1,2,16,14,3.86,2.85,3.93,1.47,80,82,109,1.01,0.0%,19.6%,10.9%,8.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Tajima Daiki,13,6,4,0,0,0,0,338,81.2,73,9,64,18,0,2,2,31,28,3.09,3.64,3.44,1.11,100,105,95,-0.55,2.7%,18.9%,5.3%,13.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Takeyasu Daichi,2,0,2,0,0,0,0,26,4.1,12,0,1,3,0,1,0,5,5,10.38,5.34,5.57,3.46,30,154,154,5.04,0.0%,3.8%,11.5%,-7.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Udagawa Yuki,46,4,0,2,20,0,0,192,45.2,22,3,52,30,1,2,4,9,9,1.77,3.72,3.65,1.14,175,107,101,-1.95,1.6%,27.1%,15.6%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Urushihara Taisei,16,0,0,0,1,0,0,99,21.0,23,1,10,12,1,3,4,11,7,3.00,4.85,5.00,1.67,103,140,138,-1.85,1.0%,10.1%,12.1%,-2.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Waguespack Jacob,31,4,7,2,4,0,0,201,43.2,44,4,67,26,0,1,2,30,28,5.77,3.01,2.76,1.60,54,87,76,2.76,2.0%,33.3%,12.9%,20.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamada Nobuyoshi,32,0,0,0,6,0,0,121,31.1,23,1,29,10,0,1,0,4,4,1.15,2.65,3.23,1.05,269,77,89,-1.50,0.8%,24.0%,8.3%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamamoto Yoshinobu,23,16,6,0,0,2,1,636,164.0,117,2,169,28,0,6,1,27,22,1.21,1.76,2.58,0.88,256,51,71,-0.55,0.3%,26.6%,4.4%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamaoka Taisuke,31,2,1,3,8,0,0,390,94.0,75,4,97,33,2,3,7,26,24,2.30,2.68,3.16,1.15,135,77,87,-0.38,1.0%,24.9%,8.5%,16.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamasaki Sachiya,23,11,5,0,0,0,0,537,130.1,127,7,80,24,0,5,0,48,47,3.25,3.18,3.76,1.16,95,92,104,0.07,1.3%,14.9%,4.5%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamashita Shunpeita,16,9,3,0,0,0,0,383,95.0,71,2,101,30,0,4,4,21,17,1.61,2.26,2.95,1.06,192,65,81,-0.65,0.5%,26.4%,7.8%,18.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yamazaki Soichiro,53,1,1,9,27,0,0,211,52.0,42,3,60,18,0,0,0,12,12,2.08,2.52,2.81,1.15,149,73,78,-0.44,1.4%,28.4%,8.5%,19.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yokoyama Kaede,4,0,1,0,0,0,0,18,3.2,4,0,3,4,0,0,0,3,3,7.36,4.67,5.36,2.18,42,135,148,2.69,0.0%,16.7%,22.2%,-5.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Yoshida Ryo,19,0,0,0,4,0,0,79,16.2,16,1,12,10,0,1,0,8,6,3.24,4.36,4.55,1.56,96,126,126,-1.12,1.3%,15.2%,12.7%,2.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
Azuma Yusuke,36,0,1,0,11,0,0,141,34.0,29,3,28,12,0,1,4,11,11,2.91,3.68,3.67,1.21,113,100,101,-0.77,2.1%,19.9%,8.5%,11.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Castillo Luis,12,3,3,0,1,0,0,200,49.0,52,2,34,3,0,2,1,18,17,3.12,2.49,3.25,1.12,106,67,90,0.63,1.0%,17.0%,1.5%,15.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Hirohata Atsuya,8,1,1,0,0,0,0,50,11.0,14,1,11,5,1,0,0,7,7,5.73,3.58,3.60,1.73,58,97,99,2.15,2.0%,22.0%,10.0%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Iwashita Daiki,27,1,0,0,3,0,0,130,30.2,25,2,28,14,3,1,3,11,10,2.93,3.53,3.72,1.27,113,96,103,-0.60,1.5%,21.5%,10.8%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Karakawa Yuki,6,0,1,0,1,0,0,37,7.2,15,1,2,1,0,0,0,6,6,7.04,4.60,4.53,2.09,47,125,125,2.44,2.7%,5.4%,2.7%,2.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Kikuchi Riku,1,0,1,0,0,0,0,22,4.0,7,1,0,3,0,0,2,4,1,2.25,8.54,6.16,2.50,147,231,170,-6.29,4.5%,0.0%,13.6%,-13.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Kuniyoshi Yuki,3,0,0,0,0,0,0,13,3.2,1,0,2,2,0,0,0,0,0,0.00,3.58,4.80,0.82,999,97,133,-3.58,0.0%,15.4%,15.4%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Masuda Naoya,58,2,5,36,13,0,0,222,53.1,49,9,54,14,1,1,4,23,22,3.71,4.05,3.00,1.18,89,110,83,-0.34,4.1%,24.3%,6.3%,18.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Mercedes CC,22,4,8,1,0,0,0,483,116.1,111,8,58,36,0,2,3,46,43,3.33,3.91,4.34,1.26,99,106,120,-0.58,1.7%,12.0%,7.5%,4.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Mima Manabu,18,3,9,0,0,0,0,429,98.1,106,13,67,32,1,3,1,55,52,4.76,4.46,3.98,1.40,69,121,110,0.30,3.0%,15.6%,7.5%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Mori Ryotaro,7,1,4,0,0,0,0,153,33.0,41,3,29,10,0,2,0,23,22,6.00,3.55,3.56,1.55,55,96,98,2.45,2.0%,19.0%,6.5%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Motomae Fumiya,1,0,0,0,0,0,0,22,5.0,4,1,5,4,0,0,0,2,2,3.60,6.04,4.35,1.60,92,164,120,-2.44,4.5%,22.7%,18.2%,4.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Nakamori Shunsuke,13,3,2,0,0,0,0,86,20.1,17,2,10,8,2,3,1,8,8,3.54,4.96,4.57,1.23,93,134,126,-1.42,2.3%,11.6%,9.3%,2.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Nakamura Toshiya,17,3,1,0,0,0,0,99,23.1,22,0,19,6,0,1,1,6,6,2.31,2.31,3.49,1.20,143,63,96,0.00,0.0%,19.2%,6.1%,13.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Nishimura Takahiro,44,4,0,0,14,0,0,174,43.1,28,2,41,16,0,1,3,7,6,1.25,2.92,3.36,1.02,264,79,93,-1.67,1.1%,23.6%,9.2%,14.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Nishino Yuji,18,8,5,0,0,1,0,464,117.0,109,4,92,23,0,4,1,39,35,2.69,2.60,3.31,1.13,123,70,91,0.09,0.9%,19.8%,5.0%,14.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Ojima Kazuya,25,10,6,0,0,0,0,657,158.1,143,14,114,57,0,6,2,64,61,3.47,3.94,3.93,1.26,95,107,109,-0.47,2.1%,17.4%,8.7%,8.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Ono Fumiya,10,0,1,0,4,0,0,41,9.2,9,0,6,3,0,1,2,5,5,4.66,3.04,4.07,1.24,71,82,112,1.62,0.0%,14.6%,7.3%,7.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Onuma Kenta,4,0,0,0,0,0,0,34,7.0,9,1,4,3,0,1,0,7,7,9.00,5.47,4.51,1.71,37,148,125,3.53,2.9%,11.8%,8.8%,3.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Perdomo Luis,53,1,3,1,41,0,0,209,50.2,49,1,41,15,0,0,1,15,12,2.13,2.56,3.56,1.26,155,69,98,-0.43,0.5%,19.6%,7.2%,12.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sakamoto Koshiro,51,1,0,0,16,0,0,209,47.2,46,5,48,22,3,2,2,18,17,3.21,3.90,3.56,1.43,103,106,98,-0.69,2.4%,23.0%,10.5%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sasaki Chihaya,2,0,0,0,0,0,0,15,3.0,6,0,0,0,0,1,0,2,1,3.00,4.04,4.80,2.00,110,109,133,-1.04,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sasaki Roki,15,7,4,0,0,0,0,345,91.0,51,1,135,17,0,5,12,19,18,1.78,0.94,1.38,0.75,185,25,38,0.84,0.3%,39.1%,4.9%,34.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sawada Keisuke,17,2,0,2,6,0,0,63,16.2,11,1,18,6,0,0,0,2,2,1.08,2.74,2.90,1.02,306,74,80,-1.66,1.6%,28.6%,9.5%,19.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sawamura Hirokazu,34,4,3,3,14,0,0,148,33.0,33,6,24,18,2,1,0,18,18,4.91,5.67,4.39,1.55,67,154,121,-0.76,4.1%,16.2%,12.2%,4.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Suzuki Shota,13,0,0,0,0,0,0,67,16.1,12,2,13,7,0,0,0,8,5,2.76,4.32,3.90,1.16,120,117,108,-1.56,3.0%,19.4%,10.4%,9.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Takano Shuta,7,0,0,0,0,0,0,45,11.0,9,1,8,5,0,0,1,4,2,1.64,4.13,4.13,1.27,201,112,114,-2.49,2.2%,17.8%,11.1%,6.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Taneichi Atsuki,23,10,7,0,0,0,0,571,136.2,124,12,157,45,1,7,3,56,52,3.42,3.02,2.84,1.24,97,82,78,0.40,2.1%,27.5%,7.9%,19.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Tojo Taiki,11,0,0,1,2,0,0,45,9.2,12,1,10,5,0,0,1,9,8,7.45,3.86,3.69,1.76,44,105,102,3.59,2.2%,22.2%,11.1%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Yagi Akira,3,0,0,0,0,0,0,20,3.0,9,1,2,2,0,0,0,6,6,18.00,8.04,4.80,3.67,18,218,133,9.96,5.0%,10.0%,10.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Yokoyama Rikuto,38,2,3,1,8,0,0,172,39.1,41,3,42,18,2,1,3,25,23,5.26,3.34,3.40,1.50,63,90,94,1.92,1.7%,24.4%,10.5%,13.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Arihara Kohei,17,10,5,0,0,1,1,490,120.2,105,13,74,25,1,7,1,40,31,2.31,4.01,3.80,1.08,139,112,105,-1.70,2.7%,15.1%,5.1%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Bandoh Yugo,30,5,4,0,1,0,0,349,83.0,73,5,58,34,0,3,1,32,28,3.04,3.76,4.11,1.29,105,105,114,-0.72,1.4%,16.6%,9.7%,6.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Fujii Kouya,34,5,3,0,9,0,0,288,69.2,46,3,84,33,1,7,1,21,18,2.33,2.91,3.03,1.13,138,81,84,-0.58,1.0%,29.2%,11.5%,17.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Furukawa Yuri,9,0,0,0,0,0,0,42,10.0,12,3,11,1,0,0,0,5,5,4.50,5.04,2.42,1.30,71,141,67,-0.54,7.1%,26.2%,2.4%,23.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Gunkel Joe,5,0,1,0,0,0,0,80,17.0,21,3,11,5,0,2,0,14,11,5.82,5.27,4.05,1.53,55,147,112,0.55,3.8%,13.8%,6.2%,7.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Hernandez Darwinzon,1,0,0,0,0,0,0,7,0.2,3,1,1,1,0,1,0,2,2,27.00,28.54,4.80,6.00,12,796,133,-1.54,14.3%,14.3%,14.3%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Higashihama Nao,17,6,7,0,0,0,0,428,99.2,114,6,73,24,0,0,1,50,50,4.52,3.08,3.66,1.38,71,86,101,1.44,1.4%,17.1%,5.6%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ishikawa Shuta,23,4,8,0,0,1,1,550,125.2,108,15,119,61,2,8,3,63,58,4.15,4.34,3.75,1.34,77,121,104,-0.19,2.7%,21.6%,11.1%,10.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Izumi Keisuke,3,0,0,0,0,0,0,17,2.2,4,1,2,3,0,2,0,5,5,16.88,12.04,5.39,2.63,19,336,149,4.84,5.9%,11.8%,17.6%,-5.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kaino Hiroshi,46,3,1,2,8,0,0,172,42.2,33,2,39,13,0,2,0,12,12,2.53,2.87,3.29,1.08,127,80,91,-0.34,1.2%,22.7%,7.6%,15.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
